SA4_MAIN11,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_199_cpl_fam_no_child,FI_1_199_cpl_fam_with_child,FI_1_199_One_parent_fam,FI_1_199_Other_fam,FI_1_199_Tot,FI_200_299_cpl_fam_no_child,FI_200_299_cpl_fam_with_child,FI_200_299_One_parent_fam,FI_200_299_Other_fam,FI_200_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_599_cpl_fam_no_child,FI_400_599_cpl_fam_with_child,FI_400_599_One_parent_fam,FI_400_599_Other_fam,FI_400_599_Tot,FI_600_799_cpl_fam_no_child,FI_600_799_cpl_fam_with_child,FI_600_799_One_parent_fam,FI_600_799_Other_fam,FI_600_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_with_child,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1999_cpl_fam_no_child,FI_1500_1999_cpl_fam_wth_chld,FI_1500_1999_One_parent_fam,FI_1500_1999_Other_fam,FI_1500_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cple_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cple_fam_no_child,All_inc_ns_cple_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cple_fam_no_child,Tot_cple_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot,SA4_NAME11
306,327,105,157,14,603,395,165,180,20,760,92,73,431,13,609,234,114,794,27,1169,2924,528,2011,76,5539,2311,1084,1797,108,5300,2406,1441,1196,121,5164,1718,2112,1082,103,5015,2131,2319,626,101,5177,3111,3772,731,106,7720,2522,2947,234,62,5765,1163,1995,190,18,3366,936,1238,48,21,2243,271,461,11,3,746,380,572,12,3,967,2210,3689,945,55,6899,634,440,440,40,1554,23765,23055,10885,891,58596,Cairns
307,294,88,41,5,428,361,99,77,12,549,54,56,180,4,294,156,78,336,12,582,2458,397,901,34,3790,1668,740,797,70,3275,1634,978,471,56,3139,1057,1404,402,50,2913,1213,1401,201,42,2857,1555,2218,245,42,4060,1056,1496,102,27,2681,494,933,49,3,1479,368,548,14,6,936,100,199,6,0,305,237,246,14,0,497,1039,2074,354,12,3479,460,285,183,20,948,14204,13240,4373,395,32212,Darling Downs - Maranoa
308,284,106,96,4,490,329,75,145,10,559,67,35,278,5,385,155,60,612,17,844,2750,291,1279,50,4370,1736,614,1258,100,3708,1717,880,794,73,3464,1238,1437,744,66,3485,1450,1703,494,46,3693,2462,3768,660,93,6983,2281,3036,255,83,5655,1791,3768,273,27,5859,1435,2355,94,31,3915,518,969,23,9,1519,648,1279,30,19,1976,1982,3816,623,37,6458,632,441,302,36,1411,21475,24633,7960,706,54774,Fitzroy
309,833,343,386,57,1619,888,303,428,58,1677,250,168,665,24,1107,508,258,1300,52,2118,6754,1115,3780,163,11812,5684,2305,3718,306,12013,5915,3143,2717,283,12058,4126,4865,2629,249,11869,4868,5421,1644,213,12146,6786,9498,1799,254,18337,6010,7495,624,180,14309,3014,5790,605,68,9477,2391,3796,171,38,6396,848,1547,51,12,2458,1227,2281,37,13,3558,3642,6657,1849,82,12230,1304,823,510,54,2691,55048,55808,22913,2106,135875,Gold Coast
310,275,137,154,19,585,454,180,248,30,912,105,106,507,8,726,245,158,954,36,1393,3632,724,2539,88,6983,2715,1571,2374,173,6833,2526,1986,1611,138,6261,1896,3317,1526,157,6896,2080,3334,983,102,6499,3463,6058,1091,165,10777,3034,4841,431,117,8423,1362,3119,257,37,4775,944,1888,79,17,2928,264,802,33,0,1099,276,884,30,7,1197,1547,4017,1070,62,6696,537,533,427,46,1543,25355,33655,14314,1202,74526,Ipswich
311,311,146,180,26,663,407,191,229,18,845,114,100,538,13,765,227,151,993,26,1397,3499,776,2592,87,6954,2638,1634,2437,168,6877,2496,2042,1670,113,6321,2196,3397,1637,151,7381,2310,3725,1043,150,7228,3536,6661,1160,172,11529,3138,5309,519,115,9081,1337,3336,277,36,4986,858,1996,93,13,2960,251,859,36,6,1152,282,927,35,9,1253,1515,4376,1212,69,7172,640,684,521,36,1881,25755,36310,15172,1208,78445,Logan - Beaudesert
312,223,74,64,6,367,238,67,91,7,403,47,25,173,3,248,90,38,318,13,459,1755,161,816,29,2761,1142,362,780,51,2335,1360,579,516,51,2506,947,1035,591,53,2626,1201,1207,390,47,2845,1993,2795,424,85,5297,1940,2368,215,46,4569,1403,3248,256,29,4936,1289,2029,92,32,3442,514,875,23,7,1419,593,1128,41,23,1785,1940,3534,499,37,6010,534,383,200,16,1133,17209,19908,5489,535,43141,Mackay
313,243,82,93,6,424,423,109,145,8,685,99,58,361,8,526,251,87,766,17,1121,4132,472,2087,67,6758,3049,1051,1991,109,6200,2765,1464,1253,99,5581,1824,2295,1148,121,5388,1946,2494,675,68,5183,2590,4288,748,90,7716,2075,3246,271,55,5647,1037,2168,162,26,3393,688,1304,46,10,2048,181,526,14,7,728,236,581,8,3,828,1396,2974,859,35,5264,629,386,361,27,1403,23564,23585,10988,756,58893,Moreton Bay - North
314,138,57,65,10,270,212,63,94,6,375,57,33,153,0,243,125,41,324,13,503,1559,209,869,25,2662,1397,511,924,60,2892,1447,773,754,58,3032,1155,1599,830,55,3639,1355,1930,582,58,3925,2263,4177,706,92,7238,2368,3941,262,75,6646,1295,3410,242,19,4966,914,2339,63,22,3338,327,979,17,4,1327,416,1144,16,3,1579,1022,2614,505,20,4161,232,233,166,12,643,16282,24053,6572,532,47439,Moreton Bay - South
315,116,66,48,3,233,151,59,87,8,305,29,47,263,14,353,69,72,320,19,480,739,365,529,41,1674,528,509,496,71,1604,551,537,294,37,1419,400,717,287,39,1443,437,594,156,23,1210,790,1053,202,41,2086,775,799,96,25,1695,462,778,94,21,1355,449,625,23,16,1113,176,246,12,4,438,261,371,16,5,653,643,1319,261,23,2246,275,227,181,16,699,6851,8384,3365,406,19006,Queensland - Outback
316,477,156,140,11,784,731,188,208,29,1156,155,89,409,7,660,403,155,852,29,1439,5828,683,2591,68,9170,4830,1481,2370,157,8838,5066,2040,1659,124,8889,3110,3255,1412,142,7919,3395,3454,835,78,7762,4147,5724,845,120,10836,3196,4073,262,65,7596,1610,3022,255,24,4911,1243,1852,52,9,3156,348,720,20,3,1091,642,932,18,8,1600,2820,4915,1123,45,8903,812,436,318,29,1595,38813,33175,13369,948,86305,Sunshine Coast
317,142,52,57,0,251,194,54,83,8,339,40,27,186,3,256,133,49,354,13,549,2070,273,1059,41,3443,1688,647,1084,88,3507,1662,851,678,70,3261,1147,1481,632,71,3331,1292,1538,394,57,3281,1918,2768,444,60,5190,1489,2171,145,62,3867,667,1448,115,17,2247,552,1013,22,10,1597,180,359,15,0,554,232,466,8,3,709,1050,2123,424,35,3632,363,197,148,16,724,14819,15517,5848,554,36738,Toowoomba
318,208,87,80,18,393,273,82,142,29,526,75,43,316,7,441,154,60,599,33,846,2306,342,1475,70,4193,1948,711,1364,129,4152,2021,959,1022,121,4123,1594,1740,1044,127,4505,1747,1929,739,92,4507,2852,4019,810,117,7798,2801,3624,322,87,6834,1384,2729,225,26,4364,1050,1910,78,26,3064,402,778,30,4,1214,441,964,16,6,1427,2244,4075,795,47,7161,546,388,314,31,1279,22046,24440,9371,970,56827,Townsville
319,495,106,127,13,741,859,149,201,23,1232,173,109,599,12,893,465,187,1169,28,1849,8547,933,2807,111,12398,5325,2024,2492,207,10048,4580,2307,1424,124,8435,2552,2977,1050,97,6676,2443,2882,583,58,5966,2963,4124,516,51,7654,2024,2797,144,41,5006,920,1687,114,16,2737,658,988,26,11,1683,164,318,12,0,494,271,420,10,3,704,2556,3951,973,40,7520,1136,522,469,39,2166,36131,26481,12716,874,76202,Wide Bay
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migratory - Offshore - Shipping (Qld)
