SA4_MAIN11,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,SA4_NAME11
123,13,480,1739,1537,1585,886,105,34,8,6387,3,103,1127,937,859,533,56,6,8,3632,0,41,774,1183,1136,550,39,9,0,3732,6,15,210,414,415,237,47,17,4,1365,860,557,916,986,958,803,493,461,393,6427,8877,8223,16467,17458,16977,13737,6850,3717,1697,94003,7073,1356,1774,1636,1834,2335,588,194,46,16836,5174,1656,1661,1884,1399,1438,838,285,75,14410,1309,1528,1920,1976,1956,3207,3688,1831,478,17893,1090,1422,1778,1990,2029,2375,3131,1983,796,16594,1068,2604,3393,3431,3333,2781,1944,926,378,19858,441,3098,4516,4205,4320,3120,912,273,84,20969,125,1824,4299,3699,3842,2715,509,104,49,17166,37,1197,4242,3894,3747,2520,428,75,26,16166,20,368,2930,2935,2538,1690,222,25,11,10739,5,182,2392,3682,3463,2004,191,25,8,11952,10,59,974,2122,2280,1294,178,40,9,6966,1922,1157,1885,1993,1974,1608,950,779,545,12813,18274,16451,31764,33447,32715,27087,13579,6540,2505,182362,Sydney - Outer South West
124,17,589,2105,1856,2040,1261,187,48,29,8132,3,129,1355,1359,1235,722,94,22,12,4931,4,46,955,1537,1738,1011,107,19,13,5430,3,17,264,613,664,410,67,29,8,2075,867,608,1132,1204,1210,1070,741,652,616,8100,10112,9723,19366,20779,21164,17827,9822,5535,2753,117081,7733,1321,1658,1782,1924,2620,634,248,89,18009,5865,1877,1990,2131,1620,1847,1122,419,114,16985,1516,1841,2184,2214,2237,3592,4459,2367,640,21050,1331,1629,2059,2336,2502,3164,4220,2987,1277,21505,1393,3152,4054,4076,4111,3987,3115,1573,657,26118,588,3700,5202,4789,4895,3904,1529,501,165,25273,183,2353,5165,4417,4621,3406,897,225,89,21356,61,1560,5389,4778,4659,3400,673,129,50,20699,12,502,3600,3773,3342,2178,348,51,27,13833,12,218,3026,4643,4960,2950,341,55,29,16234,13,80,1205,2851,3174,1910,287,75,20,9615,1905,1512,2402,2526,2536,2259,1451,1117,849,16557,20612,19745,37934,40316,40581,35217,19076,9747,4006,227234,Sydney - Outer West and Blue Mountains
125,8,783,3392,2254,1983,1162,217,47,33,9879,3,194,2465,1605,1299,703,111,23,20,6423,5,84,2037,1976,1468,736,96,23,16,6441,8,30,788,1035,804,366,62,32,18,3143,1212,1195,2590,1999,1606,1231,955,1016,898,12702,11562,14449,35239,27917,24716,19327,12252,8567,4388,158417,10489,4760,7341,4404,3598,3610,1574,661,182,36619,6991,3575,3505,3073,2403,2335,1648,892,218,24640,1757,3150,4434,4319,4630,5497,6449,4389,1072,35697,887,2602,4043,3439,3647,3853,4995,4456,2228,30150,780,3775,7044,5757,5523,4175,3354,2056,977,33441,394,3901,9002,6180,5886,4051,1554,596,295,31859,134,2526,7950,5346,5035,3271,942,242,108,25554,34,1686,7842,5374,4560,2986,756,147,65,23450,14,550,5774,4158,3196,1893,380,79,37,16081,11,268,5629,5489,3945,2167,327,67,29,17932,25,78,2776,4269,3349,1737,298,79,28,12639,2836,2994,6504,4625,3720,2696,1903,1797,1240,28315,24352,29865,71844,56433,49492,38271,24180,15461,6479,316377,Sydney - Parramatta
126,7,328,1427,1110,1182,833,222,108,60,5277,0,90,1076,935,946,597,145,56,34,3879,4,38,1109,1386,1334,782,145,50,33,4881,3,17,692,1423,1160,563,136,62,28,4084,303,422,572,486,488,436,374,531,758,4370,4840,6686,11645,12091,11867,9362,6154,4792,2808,70245,5431,3637,2319,1630,1341,1473,739,347,163,17080,2742,1753,947,1187,948,947,750,465,151,9890,535,1208,833,873,969,1250,1908,1772,482,9830,342,1036,866,928,1151,1283,1779,1961,974,10320,308,1297,1690,1686,1972,1781,1887,1495,695,12811,121,1270,2508,1872,2116,1742,1080,581,232,11522,31,968,2650,1778,1981,1617,709,346,162,10242,15,681,3013,2118,2192,1676,628,235,113,10671,3,236,2388,1897,1860,1237,392,129,52,8194,9,124,2625,3150,2871,1894,382,116,64,11235,7,46,2044,4976,4599,2510,528,142,70,14922,707,857,1238,1009,973,860,708,876,1031,8259,10251,13113,23121,23104,22973,18270,11490,8465,4189,134976,Sydney - Ryde
127,12,593,2377,1823,1567,799,105,20,4,7300,3,167,1440,1134,904,419,48,18,3,4136,4,53,1026,1168,923,441,49,10,9,3683,6,18,335,476,354,185,46,15,6,1441,1376,879,1839,1855,1681,1414,999,780,384,11207,13265,12734,25903,26755,25602,19174,10961,6949,2435,143778,11357,3369,4276,3778,3770,3508,1200,545,155,31958,8377,3328,2766,3076,2533,2254,1427,678,181,24620,1974,2872,4270,4899,6032,7434,7488,4340,907,40216,1056,2033,3130,3905,4408,4219,4702,3637,1428,28518,1001,3523,5387,5990,6105,4092,2354,1302,383,30137,504,3915,6973,6864,6967,3996,1033,335,84,30671,158,2425,6054,5374,5273,2914,513,112,32,22855,52,1534,5857,4959,4495,2618,457,51,8,20031,8,494,3649,3386,2763,1487,200,39,6,12032,7,161,2850,3517,2992,1494,169,28,13,11231,21,74,1209,2048,1826,911,145,43,14,6291,3047,1892,3833,3673,3651,2874,1991,1418,579,22958,27562,25620,50254,51469,50815,37801,21679,12528,3790,281518,Sydney - South West
128,14,586,1937,1479,1590,1093,254,110,44,7107,4,157,1460,1189,1162,728,122,66,17,4905,0,48,1285,1486,1654,975,118,66,20,5652,3,11,555,1076,962,467,116,49,17,3256,462,311,647,634,642,583,505,660,581,5025,6563,6589,13176,15715,15458,12887,8376,6077,3037,87878,5207,861,1014,1520,1266,1706,588,265,91,12518,4448,1449,1013,1446,996,1237,946,473,152,12160,831,1218,851,1177,1203,1595,2759,2358,619,12611,697,1122,890,1276,1380,1731,2933,2768,1278,14075,769,1984,1884,2552,2683,2784,3078,2044,965,18743,324,2341,2867,2842,3069,2690,1686,685,290,16794,57,1699,3301,2765,2946,2435,988,354,154,14699,35,1283,3914,3159,3169,2598,834,258,89,15339,7,447,3295,2912,2652,1898,462,143,37,11853,3,200,3320,4304,4309,2774,419,138,49,15516,8,77,2132,5009,4971,2864,524,139,46,15770,1024,685,1445,1423,1379,1208,907,1048,826,9945,13410,13366,25926,30385,30023,25520,16124,10673,4596,170023,Sydney - Sutherland
197,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,3,3,21,15,14,0,56,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,3,3,5,0,11,0,3,0,3,3,3,0,3,0,15,0,0,0,0,0,3,9,7,0,19,0,0,0,3,0,3,3,3,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,0,12,0,3,3,9,12,30,28,24,0,109,Migratory - Offshore - Shipping (NSW)
199,0,17,79,40,28,21,0,0,0,185,0,5,50,20,14,10,0,0,0,99,0,3,53,24,24,17,3,0,0,124,3,0,22,31,7,7,0,3,3,76,39,73,137,108,80,86,58,29,25,635,372,610,1160,731,675,719,346,96,70,4779,184,208,262,178,168,159,39,11,8,1217,237,124,170,150,115,107,27,10,6,946,84,199,356,386,356,323,257,49,13,2023,39,117,203,273,312,281,264,65,29,1583,54,164,268,177,157,205,113,31,15,1184,46,136,242,135,131,109,58,6,3,866,13,98,217,106,99,80,25,7,0,645,3,51,183,117,67,54,14,3,0,492,0,24,127,59,45,30,3,0,0,288,0,14,141,79,69,53,10,0,0,366,3,5,101,111,63,26,6,3,3,321,94,172,389,332,311,254,154,57,45,1808,757,1312,2659,2103,1893,1681,970,242,122,11739,Special Purpose Codes SA4 (NSW)
201,3,174,809,748,821,540,89,40,17,3241,0,27,426,499,518,274,49,20,5,1818,0,13,232,393,586,336,36,21,5,1622,4,9,74,229,227,157,46,22,6,774,416,255,414,515,561,603,530,570,473,4337,5065,4639,8152,9909,10566,9956,6684,4327,2053,61351,3458,422,576,688,863,1234,320,131,54,7746,3611,1048,827,1036,895,1167,648,268,89,9589,882,1477,1333,1476,1641,2866,3583,1958,387,15603,632,1096,1214,1539,1778,2389,3172,2297,989,15106,543,1663,2003,2523,2738,2766,2272,1376,564,16448,177,1519,2547,2712,2816,2378,902,415,166,13632,60,793,2058,2154,2360,1607,454,163,66,9715,18,449,1950,1978,2072,1447,280,78,34,8306,5,117,1171,1425,1378,785,149,45,15,5090,0,78,789,1327,1657,927,115,35,15,4943,4,38,394,1018,1095,713,153,48,17,3480,971,596,920,1129,1222,1268,1023,978,684,8791,10361,9296,15782,19005,20515,19547,13071,7792,3080,118449,Ballarat
202,4,164,760,733,848,552,96,40,16,3213,0,45,368,462,549,330,43,28,5,1830,4,10,217,433,605,348,42,18,11,1688,4,3,81,230,251,154,45,27,8,803,430,220,380,491,513,533,499,566,544,4176,4819,4285,7640,9328,10418,9649,6429,4325,2155,59048,3014,431,490,616,773,1107,311,118,51,6911,3479,932,857,975,917,1221,638,321,200,9540,858,1190,1140,1315,1415,2484,3199,1965,385,13951,586,901,1113,1407,1709,2257,3084,2205,917,14179,525,1596,1933,2352,2722,2674,2252,1436,571,16061,235,1532,2433,2428,2842,2363,945,383,201,13362,57,743,1890,2011,2229,1690,504,159,98,9381,14,434,1855,1968,2014,1479,294,103,38,8199,6,146,1025,1340,1424,901,157,64,25,5088,4,82,758,1468,1700,956,139,40,23,5170,10,34,374,962,1098,748,154,59,13,3452,926,535,949,1168,1124,1138,986,976,773,8575,9714,8556,14817,18010,19967,19018,12663,7829,3295,113869,Bendigo
203,3,317,1755,1369,1537,942,195,82,41,6241,3,73,935,934,946,513,95,49,22,3570,5,23,591,909,1033,561,90,56,26,3294,3,8,226,512,486,269,98,56,22,1680,695,384,698,883,953,936,795,957,739,7040,8006,7563,14953,17833,17966,16179,11134,7855,3976,105465,5915,915,1288,1473,1505,2222,650,351,238,14557,5798,1675,1622,2053,1452,1812,1143,589,181,16325,1207,2196,1966,2209,2248,4020,5284,3540,919,23589,888,1662,1794,2338,2589,3312,4590,3932,1712,22817,767,2653,3284,3913,4174,4147,3893,2446,1138,26415,284,2570,4114,4179,4334,3485,1746,773,359,21844,62,1363,3603,3593,3649,2728,903,314,167,16382,21,851,4060,3635,3702,2619,620,193,84,15785,8,274,2559,2886,2657,1612,316,110,56,10478,14,153,2059,3502,3454,1944,280,118,47,11571,10,65,1062,2673,2732,1621,381,127,45,8716,1613,949,1788,2091,2134,1892,1538,1581,1057,14643,16587,15326,29199,34545,34630,31414,21344,14074,6003,203122,Geelong
204,8,126,750,783,1058,646,123,45,12,3551,3,37,326,474,605,395,63,21,15,1939,0,7,190,395,618,354,56,18,8,1646,4,8,56,186,259,157,46,31,9,756,464,182,405,542,609,629,571,570,420,4392,5265,3567,7949,10447,12062,11274,7810,4945,2350,65669,3694,370,572,736,929,1416,471,158,74,8420,3766,723,948,1161,1021,1451,916,399,127,10512,741,774,1155,1495,1660,2796,3949,2335,558,15463,670,749,1049,1500,1969,2546,3508,2655,1202,15848,639,1451,2053,2651,3090,3333,2753,1591,652,18213,384,1655,2537,2948,3421,2912,1292,500,197,15846,107,890,2115,2298,2787,2096,650,222,85,11250,35,502,2064,2197,2642,1872,407,121,41,9881,12,166,1041,1537,1679,1122,205,60,29,5851,7,56,663,1530,1824,1131,189,47,17,5464,9,36,310,805,1059,737,179,80,22,3237,1015,469,922,1201,1341,1380,1114,988,599,9029,11079,7841,15429,20059,23422,22792,15633,9156,3603,129014,Hume
205,6,285,1185,1098,1356,889,180,76,33,5108,3,50,520,635,809,517,94,40,15,2683,0,28,300,528,764,506,71,22,9,2228,11,20,133,270,358,278,75,40,26,1211,864,395,799,973,1027,1225,1047,1009,796,8135,8237,6541,13364,16053,18461,18680,13205,8156,3731,106428,5623,774,1165,1289,1754,2553,715,289,90,14252,5536,1146,1640,1923,1745,2385,1409,575,161,16520,1248,1394,2030,2483,2801,5091,7090,4065,879,27081,1164,1297,1964,2619,3158,4350,6067,4282,1823,26724,957,2558,3355,4194,4799,5183,4708,2649,1020,29423,321,2453,3735,3970,4781,4091,1913,854,296,22414,90,1252,3012,3044,3567,2985,959,335,130,15374,46,778,2931,3012,3306,2608,655,195,77,13608,14,287,1737,2039,2304,1599,330,87,29,8426,8,181,1430,2332,2854,1811,268,63,25,8972,27,192,1143,1895,2517,1694,297,95,42,7902,1877,1031,2080,2258,2306,2548,2078,1804,1164,17146,16911,13343,26222,31058,35892,36898,26489,15293,5736,207842,Latrobe - Gippsland
206,29,1706,10279,3918,2776,1912,537,151,76,21384,9,489,7815,3668,2379,1439,368,116,52,16335,10,224,6965,4884,3313,1911,351,137,68,17863,21,87,4343,5956,3776,2048,550,229,96,17106,1146,2296,5009,2947,2164,1797,1472,1436,1131,19398,11065,28124,65634,40304,28765,22857,14310,10276,5085,226420,9315,9337,6903,3779,2483,2378,1065,533,237,36030,6025,5547,3296,2772,1869,1899,1394,995,352,24149,1483,6144,4877,3576,3137,4133,5437,4805,1330,34922,751,4664,4779,3323,3177,3566,4772,4601,2032,31665,812,6055,9266,5318,4338,4205,3485,2326,1041,36846,425,6055,12416,6040,4634,3801,2033,865,420,36689,140,4603,14530,6266,4366,3349,1344,433,199,35230,70,3231,18805,7677,5228,3740,1242,352,144,40489,19,1186,15000,7324,4666,2866,849,244,105,32259,28,613,15540,10918,7076,4019,943,292,129,39558,42,318,12389,17651,11560,6749,2040,574,205,51528,2466,5130,11479,6723,4872,3947,2998,2553,1677,41845,21576,52883,129280,81367,57406,44652,27602,18573,7871,441210,Melbourne - Inner
207,15,746,2913,2154,2457,1841,606,322,178,11232,5,163,2100,1778,1912,1289,392,198,119,7956,5,70,1870,2301,2550,1543,362,192,117,9010,4,37,1062,2784,2592,1234,375,264,151,8503,764,680,1042,1021,1064,919,980,1303,1592,9365,11343,13350,21118,24500,25180,20490,15011,11229,6432,148653,11581,5337,3510,3326,2789,2736,1327,642,246,31494,7252,4473,1861,2563,2067,2034,1673,999,309,23231,1192,3391,1923,2034,2113,2751,4436,3945,1109,22894,554,2553,1979,1939,2309,2579,4075,4152,2045,22185,460,2843,3503,3414,4147,4092,4770,3484,1571,28284,219,2811,4552,3721,4185,3756,2944,1603,644,24435,44,2018,4997,3399,3929,3204,1826,891,450,20758,31,1457,5677,4003,4380,3499,1528,687,340,21602,11,430,4233,3515,3723,2677,1017,439,225,16270,16,213,4467,5457,5624,3607,1037,423,212,21056,20,111,3398,10406,10527,5885,1600,595,300,32842,1688,1561,2415,2111,2183,1831,1793,2144,2180,17906,23068,27198,42515,45888,47976,38651,28026,20004,9631,282957,Melbourne - Inner East
208,7,588,3542,2819,2777,1965,524,252,185,12659,5,143,2402,2394,2237,1322,325,204,108,9140,7,49,1985,2929,2679,1486,315,160,100,9710,12,28,1139,3216,2591,1239,343,204,115,8887,852,691,1341,1560,1371,1277,1145,1569,2025,11831,10443,11914,24428,30788,27647,22227,14617,11934,7626,161624,9807,3633,3227,3627,2499,2613,1200,576,295,27477,7191,3663,1878,2817,1962,1952,1447,979,421,22310,1039,2860,1955,2325,2182,3139,4583,4068,1252,23403,622,2255,2099,2524,2622,3204,4771,4707,2507,25311,602,3070,4100,4368,4615,4678,4606,3600,2003,31642,292,3074,5556,4911,4952,4553,2566,1468,790,28162,82,2069,5775,4750,4807,3759,1645,825,454,24166,25,1281,6870,5519,5342,4044,1301,567,347,25296,11,446,5052,4937,4495,3011,864,399,208,19423,12,206,4902,7222,6429,3758,920,355,187,23991,22,106,3775,12400,10685,5692,1406,494,253,34833,2003,1615,3009,3154,2881,2551,2115,2502,2762,22592,21708,24278,48198,58554,53471,42954,27424,20540,11479,308606,Melbourne - Inner South
209,10,779,3950,2852,2781,1508,255,76,24,12235,7,175,2357,2083,1834,955,124,47,16,7598,4,45,1518,1928,2000,981,99,40,15,6630,4,19,615,1185,1024,537,106,53,21,3564,1303,952,1856,1884,1630,1509,1277,1292,1193,12896,13754,15640,31899,33872,30740,24759,15472,10414,4728,181278,11381,4167,4526,3703,3238,3649,1281,599,258,32802,9204,4129,3213,3993,2577,2814,1953,981,279,29143,1806,3765,3517,4087,3824,6067,8329,5422,1201,38018,1122,3030,3311,3985,3936,4419,5810,4983,1969,32565,1018,4514,6456,6869,6435,5671,4460,2740,1169,39332,447,4616,8457,7412,7287,5344,2142,865,348,36918,173,2865,8256,6801,6510,4372,1231,355,159,30722,44,1788,8731,7259,6355,4033,912,215,67,29404,16,585,5744,5749,4682,2770,518,113,44,20221,16,244,4616,6756,6020,3163,409,112,39,21375,11,100,2407,5728,5188,2805,476,121,49,16885,2814,2180,4152,3901,3487,2960,2336,2236,1699,25765,28052,31983,63386,66243,59539,48067,29857,18742,7281,353150,Melbourne - North East
210,4,507,2377,1894,1826,904,143,32,14,7701,4,103,1362,1327,1118,504,70,23,6,4517,6,33,839,1155,1107,519,53,19,8,3739,7,18,299,704,516,205,65,28,10,1852,1211,769,1514,1504,1453,1203,1003,1024,707,10388,10890,10585,22139,24094,21936,16933,11496,8047,3041,129161,8632,2269,3267,2753,2356,2518,901,561,247,23504,7393,2745,2416,2902,2118,1919,1457,856,203,22009,1442,2534,3154,3760,3658,4916,6757,4251,850,31322,877,2112,2665,3078,3105,3322,4737,3924,1339,25159,789,3244,4669,5029,4690,3836,3183,2093,731,28264,363,3413,5952,5412,5240,3566,1395,580,231,26152,100,2046,5621,4854,4756,2929,698,230,100,21334,42,1211,5560,5013,4557,2648,509,119,41,19700,13,379,3537,3819,3211,1620,267,52,27,12925,11,178,2813,4020,3694,1810,185,54,17,12782,10,87,1353,3110,2769,1302,274,65,19,8989,2622,1747,3217,3081,2914,2317,1852,1804,1020,20574,22294,21965,44224,46831,43068,32703,22215,14589,4825,252714,Melbourne - North West
211,9,762,3845,3120,3525,2243,410,106,58,14078,8,158,2146,2090,2254,1264,172,74,29,8195,6,51,1439,1975,2335,1340,161,42,17,7366,5,23,510,1228,1115,554,122,60,29,3646,1202,694,1184,1588,1609,1575,1209,1396,1727,12184,16318,15088,29290,36132,36157,30958,18907,11447,5839,200136,13100,2423,2972,3472,3249,4439,1447,502,169,31773,11490,3892,3125,4511,3071,3420,2269,939,319,33036,2086,3293,3029,3906,3479,5263,7746,4989,1141,34932,1649,3128,2896,4020,4192,5009,7689,5669,2303,36555,1389,5075,5674,7095,7877,7496,6910,3661,1344,46521,604,5494,7926,7949,8558,7242,3194,1220,510,42697,133,3233,8208,7432,7931,6052,1854,527,264,35634,45,1964,8633,7989,8192,5757,1337,293,133,34343,20,614,5715,6227,6076,3800,704,175,62,23393,19,304,4918,7497,7554,4363,642,91,57,25445,16,108,2377,6320,6684,3717,606,155,61,20044,2648,1575,2672,3374,3366,3095,2300,2319,2355,23704,33199,31103,58145,69792,70229,59653,36698,20540,8718,388077,Melbourne - Outer East
212,18,1002,4796,3786,3564,1980,356,147,69,15718,7,201,2604,2466,2063,1034,178,72,43,8668,8,83,1749,2249,2067,1019,157,67,34,7433,16,24,670,1332,1165,538,134,72,22,3973,2072,1421,2715,2649,2381,2152,1745,1737,1313,18185,22048,23896,47914,49003,43842,34965,23299,15186,6609,266762,19902,8360,8460,6389,5558,6143,2275,974,289,58350,13937,6322,5270,5757,4100,4061,2939,1476,475,44337,2954,5346,6145,6298,6026,8928,12260,7863,1807,57627,1853,4399,5455,5696,5635,6460,9461,7526,3145,49630,1646,6940,10313,10607,9948,8183,6969,4135,1465,60206,762,7467,14760,12730,12199,8203,3050,1306,455,60932,197,4283,12867,10797,10427,6357,1699,578,252,47457,88,2453,11814,10342,9322,5680,1261,367,136,41463,29,770,7236,7532,6067,3423,675,164,92,25988,24,357,5753,7959,6824,3672,587,159,78,25413,33,127,2770,6236,5774,2947,579,181,52,18699,4624,3426,5928,5514,4977,4222,3308,3040,1897,36936,46049,50250,96771,95857,86857,68279,45063,27769,10143,527038,Melbourne - South East
213,27,932,5917,4248,3151,1521,154,52,18,16020,7,222,3396,2902,1965,836,75,21,13,9437,5,78,2338,2661,1862,748,61,18,6,7777,10,34,1045,1747,1055,332,62,26,13,4324,2166,1789,3774,3275,2800,2282,1606,1380,856,19928,19258,21532,53049,49798,40010,30129,16486,10705,4413,245380,15775,5325,8298,6096,4981,5327,1673,610,233,48318,12434,5046,5379,5483,3713,3536,2153,1005,224,38973,2660,4993,6373,6396,6206,9578,10298,5836,1387,53727,1528,3879,5566,5544,5240,6068,7116,5485,2328,42754,1389,6382,10437,9721,8506,6533,4237,2408,854,50467,657,6890,14283,11636,10191,6385,1726,654,245,52667,215,4141,13609,10860,8957,5163,909,188,92,44134,84,2299,13409,11112,8296,4677,668,117,45,40707,20,825,8673,8033,5873,2834,330,58,18,26664,15,413,7188,9168,6498,2977,278,56,18,26611,35,167,3994,7414,4993,2115,270,67,29,19084,4692,4266,8785,7414,5977,4762,3124,2389,1324,42733,39504,44626,105994,98877,79431,59955,32782,18873,6797,486839,Melbourne - West
214,5,317,1709,1511,1667,1092,286,116,51,6754,7,49,839,957,1043,658,157,42,16,3768,6,28,510,923,1042,672,128,60,17,3386,3,6,198,493,505,354,157,77,39,1832,834,532,865,1221,1175,1119,1102,1219,1173,9240,8511,7548,15126,19682,19160,17831,13694,8732,4121,114405,6079,924,1351,1791,1660,2402,838,325,156,15526,5790,1476,1638,2178,1496,1785,1338,591,170,16462,1206,1671,1801,2370,2123,3563,5516,3733,797,22780,957,1594,1692,2396,2655,3420,5625,4307,1687,24333,955,2623,3353,4430,4472,4494,4710,2981,1160,29178,568,3085,4237,4733,4767,4055,2160,873,371,24849,149,1631,3980,4103,4362,3204,1207,435,197,19268,45,944,4145,4250,4128,2901,879,295,119,17706,20,291,2528,3034,2987,1888,515,121,56,11440,18,158,1935,3445,3476,2157,470,138,55,11852,11,60,919,2614,2767,1832,596,190,74,9063,1846,1105,1865,2493,2461,2223,2064,2046,1645,17748,17644,15562,29444,37837,37354,33924,25918,16035,6487,220205,Mornington Peninsula
