SA4_MAIN11,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1999_15_19_yrs,F_1500_1999_20_24_yrs,F_1500_1999_25_34_yrs,F_1500_1999_35_44_yrs,F_1500_1999_45_54_yrs,F_1500_1999_55_64_yrs,F_1500_1999_65_74_yrs,F_1500_1999_75_84_yrs,F_1500_1999_85ov,F_1500_1999_Tot,F_2000_more_15_19_yrs,F_2000_more_20_24_yrs,F_2000_more_25_34_yrs,F_2000_more_35_44_yrs,F_2000_more_45_54_yrs,F_2000_more_55_64_yrs,F_2000_more_65_74_yrs,F_2000_more_75_84_yrs,F_2000_more_85ov,F_2000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_199_15_19_yrs,P_1_199_20_24_yrs,P_1_199_25_34_yrs,P_1_199_35_44_yrs,P_1_199_45_54_yrs,P_1_199_55_64_yrs,P_1_199_65_74_yrs,P_1_199_75_84_yrs,P_1_199_85ov,P_1_199_Tot,P_200_299_15_19_yrs,P_200_299_20_24_yrs,P_200_299_25_34_yrs,P_200_299_35_44_yrs,P_200_299_45_54_yrs,P_200_299_55_64_yrs,P_200_299_65_74_yrs,P_200_299_75_84_yrs,P_200_299_85ov,P_200_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_599_15_19_yrs,P_400_599_20_24_yrs,P_400_599_25_34_yrs,P_400_599_35_44_yrs,P_400_599_45_54_yrs,P_400_599_55_64_yrs,P_400_599_65_74_yrs,P_400_599_75_84_yrs,P_400_599_85ov,P_400_599_Tot,P_600_799_15_19_yrs,P_600_799_20_24_yrs,P_600_799_25_34_yrs,P_600_799_35_44_yrs,P_600_799_45_54_yrs,P_600_799_55_64_yrs,P_600_799_65_74_yrs,P_600_799_75_84_yrs,P_600_799_85ov,P_600_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1999_15_19_yrs,P_1500_1999_20_24_yrs,P_1500_1999_25_34_yrs,P_1500_1999_35_44_yrs,P_1500_1999_45_54_yrs,P_1500_1999_55_64_yrs,P_1500_1999_65_74_yrs,P_1500_1999_75_84_yrs,P_1500_1999_85ov,P_1500_1999_Tot,P_2000_more_15_19_yrs,P_2000_more_20_24_yrs,P_2000_more_25_34_yrs,P_2000_more_35_44_yrs,P_2000_more_45_54_yrs,P_2000_more_55_64_yrs,P_2000_more_65_74_yrs,P_2000_more_75_84_yrs,P_2000_more_85ov,P_2000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot,SA4_NAME11
318,20,584,1737,1547,1534,819,145,40,14,6440,7,157,1052,1185,1006,470,62,23,6,3968,3,72,755,1021,1052,479,65,20,0,3467,4,23,282,453,449,219,52,32,9,1523,777,595,1087,1132,1022,837,640,544,393,7027,8040,8191,15247,15568,14770,11483,7005,4223,1817,86344,4669,890,1138,1222,1289,1634,444,163,56,11505,5151,1244,1430,1321,959,1084,762,286,63,12300,1388,1596,1699,1590,1564,2413,3233,1817,367,15667,1185,1260,1550,1574,1673,2173,3187,2423,984,16009,1394,2400,2838,2991,2882,2805,2391,1242,492,19435,610,2880,3822,3515,3546,2674,1135,406,110,18698,253,1941,3803,3196,3280,2255,600,159,44,15531,119,1791,4178,3661,3466,2263,473,104,27,16082,33,617,2860,3094,2667,1452,221,50,17,11011,24,338,2621,3501,3274,1677,225,50,5,11715,17,158,1555,2379,2442,1296,211,64,24,8146,1754,1483,2639,2702,2469,1932,1312,958,567,15816,16597,16598,30133,30746,29511,23658,14194,7722,2756,171915,Townsville
319,15,259,887,1121,1339,786,151,49,23,4630,5,66,487,723,857,454,89,27,8,2716,3,35,295,702,787,428,69,32,10,2361,6,15,124,239,263,174,66,27,10,924,768,392,739,1046,1148,1263,1249,1135,874,8614,8298,6057,13118,17328,19722,20389,15591,8281,3380,112164,4996,495,937,1337,2026,2854,793,261,141,13840,5654,972,1543,1870,1998,2809,1716,591,160,17313,1633,1605,2467,3135,4090,7931,10382,4823,876,36942,1204,1285,2190,2952,3935,5512,7744,4567,1728,31117,1248,2272,3963,4812,5195,5402,5086,2703,912,31593,451,2301,4029,4738,5085,4123,1821,664,219,23431,126,987,2680,3285,3795,2848,809,271,101,14902,59,616,2227,2853,3211,2297,551,137,53,12004,16,217,1271,2011,2185,1287,271,70,22,7350,18,188,1151,2129,2259,1401,209,73,23,7451,22,119,692,1289,1449,925,246,66,24,4832,1745,997,1850,2422,2647,2711,2563,2145,1314,18394,17172,12054,25000,32833,37875,40100,32191,16371,5573,219169,Wide Bay
397,0,0,3,3,8,0,0,0,0,14,0,3,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,3,3,3,5,6,8,3,37,9,18,16,19,33,33,34,22,6,190,6,5,0,4,3,3,0,3,0,24,3,3,0,0,0,6,6,3,0,21,0,0,0,3,0,3,10,7,0,23,3,0,3,3,5,3,10,8,3,38,0,12,4,3,6,10,8,7,3,53,0,14,11,9,8,8,0,3,0,53,3,3,10,5,8,11,3,0,0,43,0,5,10,6,12,3,3,0,0,39,0,6,4,4,0,6,0,0,0,20,0,0,6,4,7,0,3,0,0,20,0,0,4,4,9,7,3,0,0,27,6,6,13,12,20,11,9,11,3,91,21,54,65,57,78,71,55,42,9,452,Migratory - Offshore - Shipping (Qld)
399,0,24,59,27,39,31,0,0,0,180,0,10,36,21,22,15,3,0,0,107,0,0,36,25,19,16,3,0,0,99,0,4,27,19,21,8,5,0,0,84,27,60,92,71,80,102,50,21,10,513,251,546,883,589,730,1207,552,94,26,4878,133,176,209,133,155,267,50,8,3,1134,135,98,103,89,99,172,73,11,3,783,69,118,197,183,238,513,424,67,10,1819,46,80,175,169,199,396,370,84,12,1531,47,159,234,134,179,365,264,44,6,1432,7,146,233,124,152,203,74,20,0,959,9,66,163,104,107,148,28,3,3,631,4,55,157,94,93,105,15,0,0,523,0,27,105,68,73,58,13,0,0,344,3,10,112,92,70,47,6,0,3,343,0,15,118,107,96,73,14,3,0,426,66,169,295,260,252,299,152,54,13,1560,519,1119,2101,1557,1713,2646,1483,294,53,11485,Special Purpose Codes SA4 (Qld)
401,5,495,2198,1834,2187,1633,373,179,93,8997,9,120,1589,1433,1706,1160,261,97,80,6455,10,70,1263,1653,2068,1488,270,126,66,7014,12,38,551,1353,1593,953,297,163,102,5062,577,529,849,880,859,825,753,955,1366,7593,8846,10961,17449,19424,20144,17922,11833,8552,5324,120455,7438,3862,2423,1915,1571,1938,704,307,139,20297,5901,3107,1621,1838,1374,1705,1271,665,251,17733,1269,2873,1900,1883,1818,2665,3943,3205,1071,20627,804,2118,1852,1982,2252,2600,3941,3822,1851,21222,755,2793,3413,3551,3620,3679,3923,2572,1313,25619,271,2465,4391,4152,4080,3457,2151,1047,466,22480,90,1643,4283,3589,3777,3084,1376,597,290,18729,32,1098,4527,3885,4185,3383,1119,364,188,18781,21,355,3438,3307,3511,2588,692,236,143,14291,14,215,3098,4565,5048,3612,781,253,136,17722,21,96,1935,5350,6031,4127,1207,381,184,19332,1362,1312,2073,1981,1931,1688,1390,1516,1800,15053,17978,21937,34954,37998,39198,34526,22498,14965,7832,231886,Adelaide - Central and Hills
402,18,615,2631,2189,2313,1297,140,39,15,9257,5,162,1479,1351,1248,641,51,14,9,4960,3,34,917,1182,1154,640,63,21,8,4022,13,14,244,402,346,195,47,28,9,1298,1148,768,1395,1443,1311,1144,969,1102,765,10045,13250,13515,27657,27376,27092,22546,14937,9581,4063,160017,8773,2089,2774,2226,2488,2850,643,235,71,22149,9361,2860,2950,3027,2391,2718,1612,706,262,25887,2351,3403,4313,4100,4466,6647,8600,5076,1171,40127,1546,2548,3679,4017,4337,4867,7068,5374,2141,35577,1553,4566,6715,6510,6428,5407,4800,2815,1036,39830,657,4816,8888,7864,7626,5077,1708,776,288,37700,212,2878,7807,6780,6729,4307,939,295,114,30061,90,1744,6944,6357,6117,3902,599,120,41,25914,19,559,4216,4081,3717,2170,274,44,23,15103,19,208,2998,4247,4002,2225,253,50,23,14025,24,79,1122,2219,2189,1188,180,58,15,7074,2626,1836,3290,3253,2882,2280,1761,1864,1103,20895,27231,27586,55696,54681,53372,43638,28437,17413,6288,314342,Adelaide - North
403,10,504,2584,2116,2623,1706,281,107,73,10004,7,106,1508,1488,1693,1047,153,69,33,6104,5,45,1016,1372,1784,1126,123,59,32,5562,5,15,284,652,776,478,132,72,33,2447,768,517,839,895,967,956,789,1029,1189,7949,10996,11120,21590,23300,24945,22936,14305,10314,5912,145418,7681,1696,1899,1861,1843,2528,628,287,165,18588,7989,2667,2124,2352,1892,2562,1522,730,245,22083,1869,2928,2750,2743,2882,4912,6238,4361,1288,29971,1236,2291,2512,2859,3168,4295,6256,5234,2585,30436,1293,3785,4930,5304,5448,5538,5153,3420,1687,36558,423,3736,6289,5913,6025,5028,2291,1233,582,31520,130,2212,6068,5478,5801,4550,1350,491,284,26364,36,1245,5888,5384,5732,4223,938,290,174,23910,18,378,3749,4021,4139,2840,483,157,77,15862,16,182,3067,4609,5232,3391,452,141,72,17162,9,104,1390,3273,3913,2452,511,169,71,11892,1671,1105,1941,1952,2169,1945,1449,1728,1688,15648,22371,22329,42607,45749,48244,44264,27271,18241,8918,279994,Adelaide - South
404,7,325,1742,1409,1505,905,152,60,23,6128,7,77,1187,973,943,498,77,24,11,3797,3,26,821,961,971,562,50,32,18,3444,6,14,237,453,360,211,44,32,18,1375,493,386,790,707,719,635,626,812,803,5971,6191,7480,15176,15253,15098,12919,9380,7802,4326,93625,4351,1783,1914,1388,1191,1338,460,214,93,12732,4654,1726,1367,1454,1222,1349,953,614,252,13591,971,1933,1940,2113,2514,3601,4627,3928,1238,22865,645,1546,1868,2135,2459,3068,4277,4187,2215,22400,624,2392,3312,3514,3523,2979,2873,2187,1097,22501,203,2453,4510,3969,4064,2817,1248,681,324,20269,68,1417,4205,3514,3482,2305,642,272,136,16041,34,822,3829,3448,3364,2155,453,163,62,14330,15,246,2681,2483,2263,1366,230,75,24,9383,9,132,2224,2942,2763,1618,201,66,33,9988,16,90,972,1937,1804,1032,209,71,45,6176,1152,912,1841,1607,1588,1347,1174,1382,1110,12113,12742,15452,30663,30504,30237,24975,17347,13840,6629,182389,Adelaide - West
405,3,119,365,413,582,385,73,26,16,1982,0,23,258,263,355,218,54,13,4,1188,3,7,146,267,372,247,36,10,5,1093,0,5,50,104,139,105,36,20,7,466,240,114,213,280,339,351,311,345,300,2493,3022,2178,4946,6628,7864,7786,5726,3597,1831,43578,2094,187,367,426,668,971,252,118,66,5149,2251,374,654,812,765,1024,628,249,98,6855,479,516,840,1114,1427,2655,3519,1899,407,12856,394,435,777,1130,1552,1985,2776,2079,1099,12227,417,944,1350,1810,2130,2096,1948,1192,436,12323,176,919,1512,1799,2209,1763,835,375,122,9710,37,463,1162,1406,1811,1448,422,136,46,6931,24,321,1119,1294,1536,1150,255,72,31,5802,8,103,716,888,1105,712,151,37,16,3736,3,59,506,938,1111,766,114,25,13,3535,3,38,265,610,708,487,118,48,14,2291,550,267,453,686,785,785,608,595,423,5152,6436,4626,9721,12913,15807,15842,11626,6825,2771,86567,Barossa - Yorke - Mid North
406,9,196,428,447,471,277,40,13,0,1881,0,72,286,279,308,173,27,9,6,1160,3,37,210,246,281,163,24,8,3,975,3,16,92,125,126,72,11,7,0,452,283,204,386,393,374,338,307,269,169,2723,2569,2414,5150,5641,5802,4819,3259,1990,867,32511,1584,233,376,417,564,625,167,55,23,4044,1638,349,614,612,501,553,335,139,59,4800,451,558,862,972,1078,1440,1943,1051,207,8562,377,431,720,869,971,1161,1601,1106,459,7695,389,721,1200,1322,1403,1248,1097,558,220,8158,165,760,1231,1300,1360,1022,397,168,59,6462,60,459,999,1126,1249,840,228,65,26,5052,41,482,1080,1128,1165,832,168,31,4,4931,18,280,833,840,958,581,67,19,6,3602,12,257,898,1086,1163,617,76,17,3,4129,12,114,735,986,877,497,65,14,0,3300,661,529,1037,1118,1047,832,652,478,257,6611,5408,5173,10585,11776,12336,10248,6796,3701,1323,67346,South Australia - Outback
407,4,182,579,738,911,599,149,46,18,3226,0,27,339,416,515,368,88,31,5,1789,0,15,201,360,512,378,68,21,6,1561,0,3,66,163,219,166,67,32,16,732,472,205,448,604,614,710,647,657,539,4896,5225,3810,8802,11210,12614,12772,9554,5873,2784,72644,3209,348,662,769,1101,1612,520,225,151,8597,3762,672,1134,1277,1233,1660,1055,425,121,11339,900,891,1594,1830,2173,3887,4998,3034,644,19951,835,822,1378,1899,2379,3146,4419,3204,1435,19517,771,1724,2475,3346,3662,3659,3463,1885,768,21753,277,1748,3128,3537,3945,3023,1426,631,208,17923,64,760,2304,2567,3050,2375,649,229,81,12079,20,427,1674,2199,2416,1840,458,127,50,9211,7,135,947,1352,1439,1114,272,78,27,5371,3,72,727,1258,1470,1055,216,52,18,4871,6,41,299,720,933,762,204,76,24,3065,1086,560,1186,1520,1492,1552,1316,1160,794,10666,10940,8200,17508,22274,25293,25685,18996,11126,4321,144343,South Australia - South East
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,Migratory - Offshore - Shipping (SA)
499,0,6,15,4,9,8,0,0,0,42,0,0,10,10,6,3,3,0,0,32,0,0,6,8,3,5,0,0,0,22,0,0,3,3,0,3,0,3,0,12,11,11,22,15,26,19,18,31,32,185,68,131,237,172,193,167,90,41,41,1140,21,38,59,28,27,37,8,0,0,218,46,40,25,21,28,22,17,7,0,206,19,48,84,84,93,84,52,7,8,479,13,25,65,69,74,53,58,5,8,370,14,42,58,54,50,61,24,3,0,306,3,30,76,50,39,34,19,0,0,251,3,13,46,31,19,21,3,3,4,143,0,16,40,24,21,26,3,0,0,130,0,4,28,20,13,9,3,0,0,77,0,0,28,26,19,10,0,0,0,83,0,3,15,15,9,11,0,3,3,59,25,25,63,55,65,59,43,56,52,443,144,284,587,477,457,427,230,84,75,2765,Special Purpose Codes SA4 (SA)
501,15,209,673,777,966,534,112,34,7,3327,4,79,396,507,592,299,58,13,12,1960,4,51,378,581,671,349,58,13,7,2112,3,23,164,253,344,193,52,25,11,1068,426,259,592,700,653,638,438,501,354,4561,4870,3865,9259,11730,11502,10037,6225,3708,1562,62758,3221,426,1077,1240,1199,1492,370,127,68,9220,2778,496,1264,1404,924,1207,713,290,73,9149,706,615,1076,1338,1357,2223,3208,1882,483,12888,771,584,1035,1463,1550,2014,2665,1807,658,12547,1037,1221,1961,2466,2521,2586,2245,1163,409,15609,480,1485,2108,2387,2573,2114,916,373,123,12559,145,817,1784,2050,2132,1641,500,168,51,9288,89,630,1858,2112,2296,1610,345,81,19,9040,31,371,1416,1724,1840,1033,202,41,15,6673,23,376,1747,2425,2526,1468,195,36,11,8807,12,282,1546,2453,2548,1368,246,61,20,8536,1038,658,1515,1671,1577,1368,905,826,523,10081,10331,7961,18387,22733,23043,20124,12510,6855,2453,124397,Bunbury
502,8,114,322,322,418,263,61,21,10,1539,0,48,193,246,303,142,44,10,5,991,0,31,189,271,340,192,33,6,3,1065,0,5,91,156,180,108,34,9,3,586,241,154,300,368,321,373,340,413,299,2809,2658,2247,4401,5292,5694,5729,4744,2922,1040,34727,1747,302,634,671,740,1002,278,103,33,5510,1539,346,618,600,446,611,482,232,48,4922,433,404,582,633,635,1489,2565,1571,249,8561,390,350,514,637,781,1122,2102,1488,427,7811,468,668,845,1061,1182,1378,1709,956,322,8589,202,703,826,912,1069,939,647,301,106,5705,68,462,717,816,944,767,363,126,37,4300,50,338,772,821,917,716,210,47,27,3898,11,183,590,755,809,530,149,26,8,3061,11,193,906,1154,1263,788,145,23,12,4495,3,146,816,1306,1419,837,155,28,7,4717,573,362,697,836,747,829,708,725,453,5930,5495,4457,8517,10202,10952,11008,9513,5626,1729,67499,Mandurah
503,6,564,1652,863,986,808,294,136,70,5379,7,224,1391,797,866,644,189,85,35,4238,7,132,1636,1118,1294,889,217,86,39,5418,4,43,1257,1859,1801,976,295,123,49,6407,350,575,1327,714,674,636,449,542,695,5962,4736,6959,13656,10798,10517,8655,5227,3841,2486,66875,3868,1720,1772,1597,1117,1007,497,209,103,11890,2849,1661,822,839,602,641,441,286,107,8248,687,1607,989,694,689,899,1089,1028,414,8096,369,1230,1048,695,748,1047,1412,1349,788,8686,392,1497,1852,1247,1281,1367,1540,1035,508,10719,199,1444,2233,1289,1224,1286,976,534,204,9389,72,1274,2481,1260,1329,1122,729,347,180,8794,22,1088,3280,1591,1617,1430,695,286,114,10123,15,541,2862,1496,1477,1144,450,185,77,8247,14,419,3708,2527,2606,1875,563,184,81,11977,7,201,4117,6732,6840,4266,1201,343,114,23821,790,1283,3118,1762,1466,1394,883,902,922,12520,9284,13965,28282,21729,20996,17478,10476,6688,3612,132510,Perth - Inner
504,19,540,1736,1513,1648,950,133,30,5,6574,12,154,1129,1110,1037,580,78,11,7,4118,7,67,1031,1143,1152,625,70,9,5,4109,6,37,500,709,619,303,52,20,7,2253,707,500,994,1061,948,790,599,520,467,6586,7212,7138,15270,16917,15731,12491,7457,4385,2007,88608,4979,1156,1917,1837,1608,1762,600,199,51,14109,4207,1207,1598,1777,1127,1196,913,382,119,12526,1063,1238,1473,1726,1570,2438,3564,2238,531,15841,979,1085,1378,1601,1624,2122,3072,2331,1051,15243,1164,1978,2608,2864,2923,2674,2405,1287,449,18352,629,2504,3273,3331,3366,2678,990,356,133,17260,237,1880,3556,3252,3423,2285,622,143,50,15448,87,1298,3937,3738,3626,2528,456,94,26,15790,27,587,2969,3084,2776,1717,298,39,23,11520,15,436,3128,3879,3626,2001,259,34,9,13387,17,250,2336,3795,3378,1699,280,53,20,11828,1544,1364,2780,2638,2230,1678,1183,922,628,14967,14948,14983,30953,33522,31277,24778,14642,8078,3090,176271,Perth - North East
505,43,1411,4142,3291,3616,2250,363,103,43,15262,24,463,3072,2385,2472,1333,205,61,16,10031,12,218,2780,2780,2847,1539,173,43,35,10427,9,114,1340,1966,1587,760,155,59,26,6016,1302,1074,2108,2011,1702,1478,1085,1192,1070,13022,16294,16769,34801,37062,33965,27142,16116,10381,4767,197297,11747,2780,4143,4629,3483,3786,1267,521,205,32561,10280,3228,3332,3846,2312,2648,1935,972,308,28861,2483,2927,3078,3396,3016,4482,6574,4658,1099,31713,1909,2633,2906,3298,3278,3942,6234,4760,1850,30810,2295,4411,5479,6020,5945,5695,5520,3113,1311,39789,1198,5300,7034,6584,6671,5293,2504,1188,464,36236,372,4115,7783,6245,6417,5003,1458,519,244,32156,163,3208,9097,7439,7511,5313,1230,305,122,34388,56,1441,7517,6494,5930,3580,708,141,52,25919,49,965,7870,9104,8239,4864,671,116,77,31955,46,611,6348,11293,9660,5025,795,168,48,33994,2943,2475,4998,4532,3811,3033,2071,1996,1530,27389,33541,34094,69585,72880,66273,52664,30967,18457,7310,385771,Perth - North West
506,46,1280,3726,2662,2966,2012,288,84,38,13102,6,403,2656,1878,1899,1158,155,49,23,8227,11,199,2304,2057,2117,1200,142,35,18,8083,8,83,1146,1380,1297,670,121,47,27,4779,1299,1227,2237,1946,1675,1526,1086,1221,1100,13317,14535,17834,33093,30266,28686,24603,14397,9200,4530,177144,10524,4564,4856,3948,3249,3836,1195,419,137,32728,8223,3331,3356,3095,2041,2441,1627,858,242,25214,2355,3352,3150,2933,2689,4255,6357,3984,982,30057,1807,2849,3058,2976,2896,3698,5985,4540,1888,29697,2339,4345,5500,5132,5022,5070,4727,2653,1117,35905,1208,5213,7064,5827,5929,4987,2151,870,475,33724,442,4027,7746,5600,5786,4413,1241,351,164,29770,176,3061,8793,6588,6562,4917,978,214,100,31389,50,1362,6744,5382,4869,3458,555,106,44,22570,50,941,7007,6923,6485,4019,587,91,36,26139,41,540,5372,7784,7118,4168,673,128,42,25866,2859,3213,5581,4667,3928,3273,2155,2040,1554,29270,30074,36798,68227,60855,56574,48535,28231,16254,6781,352329,Perth - South East
507,30,1023,2767,2304,2591,1537,254,99,42,10647,11,348,2076,1735,1694,931,150,45,12,7002,3,155,1770,1932,2030,1106,139,50,19,7204,5,71,853,1340,1288,682,149,62,28,4478,1029,673,1271,1553,1217,1078,825,1030,824,9500,12024,12213,24028,26721,24948,19840,12238,8464,3729,144205,8586,2134,2994,3371,2790,2990,974,366,123,24328,7014,2464,2599,2801,1679,1932,1364,674,206,20733,1767,2285,2232,2339,2281,3609,5421,3790,868,24592,1521,1837,2037,2446,2482,3091,4960,4058,1571,24003,1848,3135,3800,4326,4289,4030,3929,2563,981,28901,872,3500,4504,4428,4554,3508,1840,917,341,24464,333,2881,4968,4364,4476,3176,1061,444,201,21904,144,2402,6155,5175,5182,3627,826,248,105,23864,56,1198,5099,4601,4249,2530,501,123,37,18394,48,775,5786,6664,6261,3526,543,128,46,23777,28,522,4650,8120,7749,4366,758,153,62,26408,2186,1755,3338,3596,2945,2331,1650,1716,1190,20707,24403,24888,48162,52231,48937,38716,23827,15180,5731,282075,Perth - South West
508,83,642,1388,1164,1320,666,83,21,5,5372,44,403,1200,942,916,430,62,15,5,4017,28,310,1346,1151,1111,524,65,9,5,4549,16,200,1062,894,760,306,55,15,0,3308,939,913,2039,1874,1501,993,486,346,168,9259,5875,6844,16269,15300,13411,9082,4288,2154,775,73998,3553,785,1793,1595,1326,1384,432,133,22,11023,2489,776,1699,1454,878,790,524,177,44,8831,792,1104,2003,1905,1556,1826,2098,1092,195,12571,731,707,1373,1544,1399,1564,1903,1204,395,10820,1157,1258,2100,2329,2168,1909,1305,591,177,12994,688,1594,2309,2384,2462,1669,658,198,67,12029,333,1275,2158,2240,2204,1514,423,100,31,10278,261,1319,2898,2613,2730,1675,307,59,16,11878,149,1010,2752,2395,2353,1312,238,35,5,10249,117,1289,4402,4233,3737,1977,258,29,8,16050,80,1464,6985,7212,5957,2809,326,37,8,24878,2148,2772,6601,5735,4664,2862,1183,660,290,26915,12498,15353,37073,35639,31434,21291,9655,4315,1258,168516,Western Australia - Outback
509,9,182,471,616,785,533,126,46,18,2786,6,55,352,412,519,323,70,28,8,1773,0,42,257,396,526,361,62,28,4,1676,0,18,97,214,281,203,72,21,11,917,332,177,391,556,598,549,383,380,199,3565,3423,2674,6714,8720,9556,8913,5794,3319,1390,50503,2570,403,687,921,1119,1586,483,198,58,8025,1700,402,1015,1091,891,1026,752,292,119,7288,481,467,953,1245,1385,2227,3087,1701,375,11921,553,470,949,1214,1424,1832,2411,1741,731,11325,769,915,1587,2126,2301,2379,1953,1009,359,13398,293,1004,1682,2092,2463,2016,973,377,109,11009,105,602,1290,1624,2021,1624,540,194,61,8061,49,475,1313,1611,1976,1442,388,116,43,7413,30,202,988,1240,1454,1005,222,79,18,5238,16,190,937,1480,1698,1091,210,71,14,5707,8,153,711,1179,1361,984,233,61,21,4711,818,586,1100,1398,1483,1249,852,720,326,8532,7392,5869,13212,17221,19576,18461,12104,6559,2234,102628,Western Australia - Wheat Belt
597,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,4,0,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,6,12,0,6,3,3,3,0,33,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,10,0,3,11,4,0,0,0,0,0,18,0,3,3,3,4,0,0,0,0,13,0,4,9,4,3,0,3,0,0,23,3,3,3,4,3,3,0,0,0,19,0,3,23,20,10,6,3,0,0,65,3,7,77,43,43,20,0,0,0,193,0,8,25,17,7,3,0,0,0,60,6,34,151,102,73,32,9,6,0,413,Migratory - Offshore - Shipping (WA)
