ogc_fid,institution,campus_name,address1,address2,suburb,state,postcode,country,street_address,provider_type,latitude,longitude
288,Sydney Institute,Gymea,,Cnr of Hotham Road & Kingsway,Gymea,NSW,2227,Australia,"Cnr of Hotham Road & Kingsway, Gymea, NSW, 2227, Australia",TAFE,-34.0313767,151.0814408
289,Sydney Institute,Loftus,,Rawson Avenue,Loftus,NSW,2232,Australia,"Rawson Avenue, Loftus, NSW, 2232, Australia",TAFE,-34.036076200000004,151.05444880000002
290,TAFE International Western Australia,TAFE International Western Australia,,140 Royal Street,East Perth,WA,6004,Australia,"140 Royal Street, East Perth, WA, 6004, Australia",TAFE,-31.950779999999998,115.872716
291,TAFE New England,Boggabilla,,South Street,BOGGABILLA,NSW,2409,Australia,"South Street, BOGGABILLA, NSW, 2409, Australia",TAFE,-28.6146,150.360195
292,TAFE NSW,TAFE NSW,,695-731 Harris Street,ULTIMO,NSW,2007,Australia,"695-731 Harris Street, ULTIMO, NSW, 2007, Australia",TAFE,-33.881695,151.200173
293,TAFE Queensland,TAFE Queensland,,133 Mary Street,BRISBANE,QLD,4000,Australia,"133 Mary Street, BRISBANE, QLD, 4000, Australia",TAFE,-27.471142600000004,153.0288771
294,TAFE Queensland,Bracken Ridge,,157 Norris Road,BRACKEN RIDGE,QLD,4017,Australia,"157 Norris Road, BRACKEN RIDGE, QLD, 4017, Australia",TAFE,-27.319987599999997,153.0251518
295,TAFE Queensland,Redcliffe,,64-68 Klingner Road,REDCLIFFE,QLD,4020,Australia,"64-68 Klingner Road, REDCLIFFE, QLD, 4020, Australia",TAFE,-27.222153999999996,153.10913
296,TAFE Queensland,Grovely,,Fitzsimmons Street,KEPERRA,QLD,4054,Australia,"Fitzsimmons Street, KEPERRA, QLD, 4054, Australia",TAFE,-27.4015381,152.9622626
297,TAFE Queensland,Southbank,,66 Ernest Street,SOUTH BRISBANE,QLD,4101,Australia,"66 Ernest Street, SOUTH BRISBANE, QLD, 4101, Australia",TAFE,-27.4805462,153.02092050000002
298,TAFE Queensland,Browns Plains,,61 Grand Plaza Drive,BROWNS PLAINS,QLD,4118,Australia,"61 Grand Plaza Drive, BROWNS PLAINS, QLD, 4118, Australia",TAFE,-27.6651673,153.0415383
299,TAFE Queensland,Mt Gravatt,,1030 Cavendish Road,MOUNT GRAVATT,QLD,4122,Australia,"1030 Cavendish Road, MOUNT GRAVATT, QLD, 4122, Australia",TAFE,-27.526065000000003,153.0909823
300,TAFE Queensland,Loganlea,,50-68 Armstrong Road,MEADOWBROOK,QLD,4131,Australia,"50-68 Armstrong Road, MEADOWBROOK, QLD, 4131, Australia",TAFE,-27.6701603,153.14534369999998
301,TAFE Queensland,Alexandra Hills,,Windemere Road,ALEXANDRA HILLS,QLD,4161,Australia,"Windemere Road, ALEXANDRA HILLS, QLD, 4161, Australia",TAFE,-27.5252646,153.21316919999998
302,TAFE Queensland,Coomera,,198 Foxwell Road,COOMERA,QLD,4209,Australia,"198 Foxwell Road, COOMERA, QLD, 4209, Australia",TAFE,-27.8532157,153.321181
303,TAFE Queensland,Ashmore,,Cnr Heeb Street and Benowa Road,ASHMORE,QLD,4214,Australia,"Cnr Heeb Street and Benowa Road, ASHMORE, QLD, 4214, Australia",TAFE,-27.994938,153.391001
304,TAFE Queensland,Southport,,91-99 Scarborough Street,SOUTHPORT,QLD,4215,Australia,"91-99 Scarborough Street, SOUTHPORT, QLD, 4215, Australia",TAFE,-27.966839399999998,153.4142273
305,TAFE Queensland,Coolangatta,,5 Scott Street,COOLANGATTA,QLD,4225,Australia,"5 Scott Street, COOLANGATTA, QLD, 4225, Australia",TAFE,-28.1702602,153.5394571
306,TAFE Queensland,Caboolture ,,Tallon Street,CABOOLTURE,QLD,4510,Australia,"Tallon Street, CABOOLTURE, QLD, 4510, Australia",TAFE,-27.0746226,152.9596406
307,TAFE Queensland,Mooloolaba,,34 Lady Musgrave Drive,MOUNTAIN CREEK,QLD,4557,Australia,"34 Lady Musgrave Drive, MOUNTAIN CREEK, QLD, 4557, Australia",TAFE,-26.6926831,153.10620690000002
308,TAFE Queensland,Maroochydore,,170 Horton Parade,MAROOCHYDORE,QLD,4558,Australia,"170 Horton Parade, MAROOCHYDORE, QLD, 4558, Australia",TAFE,-26.653217100000003,153.0898004
309,TAFE Queensland,Nambour,,91 Windsor Road,NAMBOUR,QLD,4560,Australia,"91 Windsor Road, NAMBOUR, QLD, 4560, Australia",TAFE,-26.629721999999997,152.943378
310,TAFE Queensland,Gympie,,71 Cartwright Road,GYMPIE,QLD,4570,Australia,"71 Cartwright Road, GYMPIE, QLD, 4570, Australia",TAFE,-26.1700672,152.6599207
311,TAFE Queensland,Maryborough,,89 Adelaide Street,MARYBOROUGH,QLD,4650,Australia,"89 Adelaide Street, MARYBOROUGH, QLD, 4650, Australia",TAFE,-25.5417138,152.699504
312,TAFE Queensland,Hervey Bay,,47 - 95 Urraween Road,HERVEY BAY,QLD,4655,Australia,"47 - 95 Urraween Road, HERVEY BAY, QLD, 4655, Australia",TAFE,-25.2979807,152.82994630000002
313,TAFE Queensland,Bundaberg,,118 Walker Street,BUNDABERG,QLD,4670,Australia,"118 Walker Street, BUNDABERG, QLD, 4670, Australia",TAFE,-24.8797641,152.34494130000002
