sla_code_2006_,sla_name_2006_,irsd_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
110105650,Muswellbrook (A),973,498,4,36,NSW,88,5,45,648,1084,15234,3
110107000,Singleton (A),1017,848,7,61,NSW,146,8,74,861,1121,21938,1
105351300,Burwood (A),1004,762,6,55,NSW,138,7,70,892,1090,30927,0
105200353,Bankstown (C) - North-West,930,226,2,17,NSW,26,2,14,551,1088,62353,1
105200355,Bankstown (C) - South,1011,797,6,58,NSW,141,8,71,875,1113,51734,0
105201550,Canterbury (C),927,215,2,16,NSW,23,2,12,460,1083,129963,0
105252851,Fairfield (C) - East,831,93,1,7,NSW,3,1,2,621,1013,110302,0
105252854,Fairfield (C) - West,947,313,3,23,NSW,51,3,26,553,1101,69591,0
105254901,Liverpool (C) - East,933,237,2,17,NSW,30,2,16,559,1135,96497,0
105350150,Ashfield (A),1022,885,7,64,NSW,150,8,76,917,1111,39669,0
105708554,Wyong (A) - South and West,977,530,4,38,NSW,96,5,49,719,1110,67613,1
110051720,Cessnock (C),939,260,2,19,NSW,38,2,20,575,1149,46209,2
110054651,Lake Macquarie (C) - East,984,597,5,43,NSW,115,6,58,612,1144,59793,0
110054653,Lake Macquarie (C) - North,1017,850,7,61,NSW,147,8,74,801,1144,72247,0
110054655,Lake Macquarie (C) - West,980,560,5,41,NSW,106,6,54,669,1116,51100,0
110055050,Maitland (C),992,661,5,48,NSW,124,7,63,709,1127,61881,0
110055903,Newcastle (C) - Inner City,979,552,4,40,NSW,104,6,53,530,1138,48063,0
110055904,Newcastle (C) - Outer West,975,512,4,37,NSW,93,5,47,760,1130,42180,1
110055905,Newcastle (C) - Throsby,994,685,5,50,NSW,128,7,65,483,1159,51510,0
110056400,Port Stephens (A),986,609,5,44,NSW,117,6,59,527,1114,60484,0
105351521,Canada Bay (A) - Concord,1079,1225,9,88,NSW,179,9,90,904,1155,31162,0
105351524,Canada Bay (A) - Drummoyne,1074,1205,9,87,NSW,178,9,90,874,1145,34583,0
110107620,Upper Hunter Shire (A),978,541,4,39,NSW,101,6,51,776,1095,12976,0
115054400,Kiama (A),1063,1149,9,83,NSW,176,9,89,1001,1137,18985,0
115056900,Shellharbour (C),974,503,4,37,NSW,91,5,46,769,1112,60336,0
115058451,Wollongong (C) - Inner,993,680,5,49,NSW,127,7,64,620,1145,93848,0
115058454,Wollongong (C) Bal,974,507,4,37,NSW,92,5,47,596,1150,90365,0
115076951,Shoalhaven (C) - Pt A,954,347,3,25,NSW,58,3,30,515,1127,30954,0
115106952,Shoalhaven (C) - Pt B,970,475,4,35,NSW,84,5,43,735,1129,57452,0
115108350,Wingecarribee (A),1032,947,7,68,NSW,155,8,78,807,1141,42273,0
120057554,Tweed (A) - Tweed-Heads,963,413,3,30,NSW,72,4,37,726,1158,50453,0
120057556,Tweed (A) - Tweed Coast,981,570,5,41,NSW,110,6,56,867,1110,8898,0
120074851,Lismore (C) - Pt A,952,338,3,25,NSW,54,3,28,782,1096,30088,0
120100250,Ballina (A),992,660,5,48,NSW,123,7,62,734,1095,38461,0
120101350,Byron (A),987,618,5,45,NSW,118,6,60,896,1075,28768,0
120104550,Kyogle (A),919,190,2,14,NSW,17,1,9,764,1034,9257,0
120104854,Lismore (C) - Pt B,995,694,5,50,NSW,130,7,66,783,1094,12120,0
120106611,Richmond Valley (A) - Casino,884,121,1,9,NSW,6,1,4,729,1052,10504,0
120106612,Richmond Valley (A) Bal,937,256,2,19,NSW,36,2,19,759,1015,10808,0
120107558,Tweed (A) - Pt B,966,439,4,32,NSW,78,4,40,867,1052,19971,0
125011801,Coffs Harbour (C) - Pt A,963,417,3,30,NSW,74,4,38,596,1095,47711,0
125033751,Hastings (A) - Pt A,981,569,5,41,NSW,109,6,55,729,1120,39507,0
125050600,Bellingen (A),955,349,3,26,NSW,59,3,30,820,1047,12417,0
125051736,Clarence Valley (A) - Coast,942,284,3,21,NSW,44,3,23,814,1052,19422,0
125051737,Clarence Valley (A) - Grafton,934,239,2,18,NSW,32,2,17,703,1043,22813,3
125051738,Clarence Valley (A) Bal,912,174,2,13,NSW,14,1,8,726,973,5910,0
125051804,Coffs Harbour (C) - Pt B,965,431,4,31,NSW,77,4,39,777,1059,17199,0
125055700,Nambucca (A),903,155,2,12,NSW,11,1,6,727,1016,17896,0
125103350,Greater Taree (C),942,281,3,21,NSW,43,3,22,553,1084,45145,2
125103754,Hastings (A) - Pt B,968,461,4,34,NSW,81,5,41,811,1074,28924,0
125104350,Kempsey (A),901,150,2,11,NSW,10,1,6,539,1071,27386,4
105400200,Auburn (A),922,198,2,15,NSW,19,1,10,784,1140,64961,3
305091042,Balmoral,1080,1232,9,89,QLD,412,9,87,909,1113,3640,0
105658000,Warringah (A),1084,1252,9,90,NSW,182,10,92,655,1158,133837,1
105703101,Gosford (C) - East,1045,1047,8,76,NSW,164,9,83,850,1134,65335,0
105703104,Gosford (C) - West,988,620,5,45,NSW,119,6,60,716,1139,92822,1
140076100,Oberon (A),992,662,5,48,NSW,125,7,63,893,1073,5030,4
140150800,Bland (A),983,591,5,43,NSW,114,6,58,835,1112,6101,0
140152350,Cowra (A),944,293,3,21,NSW,47,3,24,720,1078,12478,0
140152900,Forbes (A),953,344,3,25,NSW,57,3,29,814,1083,9362,0
140154600,Lachlan (A),933,236,2,17,NSW,29,2,15,708,1116,6669,0
140156200,Parkes (A),940,272,2,20,NSW,40,3,21,759,1115,14282,0
140158100,Weddin (A),955,350,3,26,NSW,60,4,31,835,1091,3639,0
140206150,Orange (C),978,543,4,39,NSW,102,6,52,658,1127,35338,0
145056181,Palerang (A) - Pt A,1106,1321,10,95,NSW,188,10,95,958,1162,9100,0
145056470,Queanbeyan (C),1035,969,7,70,NSW,158,8,80,796,1174,35971,0
145101050,Boorowa (A),981,571,5,41,NSW,111,6,56,911,1090,2294,0
150105800,Narrandera (A),932,231,2,17,NSW,28,2,15,833,1108,6012,0
150107350,Temora (A),964,423,4,31,NSW,76,4,39,838,1099,5854,0
150107500,Tumut Shire (A),957,376,3,27,NSW,64,4,33,781,1172,10800,0
150057751,Wagga Wagga (C) - Pt A,994,687,5,50,NSW,129,7,65,591,1142,52490,1
150102000,Coolamon (A),973,500,4,36,NSW,89,5,45,836,1109,4029,0
150102200,Cootamundra (A),943,287,3,21,NSW,45,3,23,702,1095,7314,0
150103500,Gundagai (A),955,353,3,26,NSW,61,4,31,903,1048,3695,0
150104300,Junee (A),933,238,2,18,NSW,31,2,16,847,1073,5778,17
150104950,Lockhart (A),1000,737,6,53,NSW,135,7,68,888,1115,3182,0
205905341,Mornington P'sula (S) - East,1016,845,7,61,VIC,123,7,61,752,1135,36697,0
210052752,Corio - Inner,929,221,2,16,VIC,13,1,7,685,1194,54915,2
105357100,Strathfield (A),1024,909,7,66,NSW,151,8,76,769,1132,31982,0
105406253,Parramatta (C) - North-West,1042,1020,8,74,NSW,159,8,80,802,1118,33945,0
130057311,Tamworth Regional (A) - Pt A,973,497,4,36,NSW,87,5,44,635,1103,42498,1
130103550,Gunnedah (A),934,242,2,18,NSW,33,2,17,741,1127,11526,0
130103660,Gwydir (A),957,377,3,28,NSW,65,4,33,790,1080,5311,0
130104201,Inverell (A) - Pt A,975,516,4,37,NSW,95,5,48,785,1066,4614,0
130104920,Liverpool Plains (A),932,229,2,17,NSW,27,2,14,781,1061,7540,2
130107314,Tamworth Regional (A) - Pt B,970,479,4,35,NSW,85,5,43,832,1077,11094,0
205607454,Yarra Ranges (S) - North,1004,757,6,55,VIC,105,6,52,903,1129,12560,0
205607456,Yarra Ranges (S) - Seville,1045,1049,8,76,VIC,159,8,78,976,1106,15246,0
205650911,Bayside (C) - Brighton,1113,1344,10,97,VIC,202,10,99,787,1176,35412,0
205650912,Bayside (C) - South,1084,1253,9,90,VIC,190,10,93,839,1156,52525,0
105604004,Hornsby (A) - South,1093,1285,10,93,NSW,184,10,93,897,1169,85945,0
105604500,Ku-ring-gai (A),1143,1386,10,100,NSW,199,10,100,1025,1179,101084,0
105655150,Manly (A),1108,1330,10,96,NSW,190,10,96,893,1168,37111,0
105656370,Pittwater (A),1107,1327,10,96,NSW,189,10,95,955,1164,54156,0
105406254,Parramatta (C) - South,893,138,1,10,NSW,7,1,4,691,959,31506,0
105450900,Blue Mountains (C),1051,1083,8,78,NSW,166,9,84,811,1151,74067,0
105453800,Hawkesbury (C),1033,952,7,69,NSW,156,8,79,834,1131,60560,0
105456351,Penrith (C) - East,989,632,5,46,NSW,120,7,61,707,1122,93199,1
105456354,Penrith (C) - West,1026,915,7,66,NSW,152,8,77,740,1137,78942,0
105530751,Blacktown (C) - North,1054,1099,8,79,NSW,169,9,85,816,1166,87425,1
105530752,Blacktown (C) - South-East,967,444,4,32,NSW,80,5,41,603,1106,90622,0
105530753,Blacktown (C) - South-West,903,156,2,12,NSW,12,1,7,596,1057,93663,0
105554100,Hunter's Hill (A),1099,1305,10,94,NSW,186,10,94,757,1170,13242,0
105554700,Lane Cove (A),1117,1354,10,97,NSW,195,10,98,993,1187,30427,0
105555350,Mosman (A),1130,1377,10,99,NSW,198,10,100,1002,1175,26236,0
105555950,North Sydney (A),1114,1349,10,97,NSW,193,10,97,597,1167,58257,0
105556700,Ryde (C),1054,1104,8,80,NSW,171,9,86,670,1144,96949,0
105558250,Willoughby (C),1100,1306,10,94,NSW,187,10,94,878,1191,63604,0
105600501,Baulkham Hills (A) - Central,1117,1353,10,97,NSW,194,10,98,1025,1164,68337,0
105600503,Baulkham Hills (A) - North,1121,1364,10,98,NSW,196,10,99,1012,1155,50771,0
105600505,Baulkham Hills (A) - South,1111,1340,10,96,NSW,192,10,97,986,1167,40283,0
105604001,Hornsby (A) - North,1109,1335,10,96,NSW,191,10,96,908,1167,65380,0
130150111,Armidale Dumaresq (A) - City,975,515,4,37,NSW,94,5,48,759,1099,19486,0
130150112,Armidale Dumaresq (A) Bal,1091,1275,10,92,NSW,183,10,92,958,1132,3881,0
130153010,Glen Innes Severn (A),924,204,2,15,NSW,20,2,11,805,1072,8779,2
130153650,Guyra (A),924,205,2,15,NSW,21,2,11,757,1082,4229,0
130154202,Inverell (A) - Pt B,918,189,2,14,NSW,16,1,9,782,1044,10893,1
130157400,Tenterfield (A),920,194,2,14,NSW,18,1,10,719,1069,6533,0
130157650,Uralla (A),980,561,5,41,NSW,107,6,54,826,1097,5735,0
130157850,Walcha (A),978,539,4,39,NSW,100,6,51,897,1112,3185,0
130205300,Moree Plains (A),936,247,2,18,NSW,34,2,18,470,1114,13975,3
130205750,Narrabri (A),949,324,3,24,NSW,52,3,27,710,1128,13116,0
135012601,Dubbo (C) - Pt A,977,531,4,39,NSW,97,5,49,668,1136,34318,2
135052604,Dubbo (C) - Pt B,1052,1089,8,79,NSW,167,9,84,986,1101,3527,0
135052950,Gilgandra (A),928,217,2,16,NSW,24,2,13,801,1087,4521,0
135055271,Mid-Western Regional (A) - Pt A,969,469,4,34,NSW,83,5,42,798,1107,17679,0
135055850,Narromine (A),939,259,2,19,NSW,37,2,19,830,1074,6509,0
135058020,Warrumbungle Shire (A),928,218,2,16,NSW,25,2,13,782,1087,9808,0
135058150,Wellington (A),900,147,2,11,NSW,8,1,5,708,1086,8122,0
135100950,Bogan (A),940,269,2,20,NSW,39,2,20,756,1074,2881,0
135102150,Coonamble (A),878,116,1,9,NSW,5,1,3,704,1089,4210,0
135107900,Walgett (A),844,99,1,8,NSW,4,1,3,681,1113,6944,2
135107950,Warren (A),942,279,2,20,NSW,42,3,22,807,1092,2749,0
135151150,Bourke (A),915,178,2,13,NSW,15,1,8,711,1110,3097,0
135151200,Brewarrina (A),765,77,1,6,NSW,1,1,1,657,1038,1945,4
135151750,Cobar (A),958,391,3,29,NSW,67,4,34,497,1103,4918,0
140030471,Bathurst Regional (A) - Pt A,997,716,6,52,NSW,132,7,67,731,1161,30745,4
140070473,Bathurst Regional (A) - Pt B,1045,1042,8,75,NSW,160,9,81,913,1121,5099,0
140070850,Blayney (A),973,502,4,36,NSW,90,5,46,862,1086,6593,0
140071400,Cabonne (A),1007,775,6,56,NSW,139,7,70,885,1116,12396,0
140074870,Lithgow (C),937,254,2,19,NSW,35,2,18,641,1117,19759,3
140075274,Mid-Western Regional (A) - Pt B,926,212,2,16,NSW,22,2,12,772,1069,3407,0
145103311,Goulburn Mulwaree (A) - Goulburn,940,273,2,20,NSW,41,3,21,768,1114,20128,4
145103314,Goulburn Mulwaree (A) Bal,1031,939,7,68,NSW,154,8,78,934,1077,5959,0
145103700,Harden (A),955,355,3,26,NSW,62,4,32,797,1111,3583,0
145106184,Palerang (A) - Pt B,1017,855,7,62,NSW,148,8,75,940,1079,3216,0
145107640,Upper Lachlan (A),1002,748,6,54,NSW,137,7,69,920,1084,7053,0
145108710,Yass Valley (A),1054,1100,8,79,NSW,170,9,86,864,1145,13134,0
145108750,Young (A),961,401,3,29,NSW,68,4,35,741,1065,11982,0
145150550,Bega Valley (A),977,533,4,39,NSW,98,5,50,731,1082,31060,0
145152750,Eurobodalla (A),961,402,3,29,NSW,69,4,35,675,1097,35010,0
145201000,Bombala (A),956,374,3,27,NSW,63,4,32,864,1054,2540,0
145202050,Cooma-Monaro (A),1000,732,6,53,NSW,134,7,68,900,1129,9725,0
145207050,Snowy River (A),1060,1139,9,82,NSW,174,9,88,916,1121,7186,3
155152500,Deniliquin (A),950,330,3,24,NSW,53,3,27,896,1025,7433,0
155154250,Jerilderie (A),997,714,6,52,NSW,131,7,66,911,1073,1643,0
155155500,Murray (A),990,639,5,46,NSW,122,7,62,855,1078,6417,0
155157800,Wakool (A),997,717,6,52,NSW,133,7,67,881,1092,4362,0
155200300,Balranald (A),946,303,3,22,NSW,49,3,25,899,1084,2441,0
155208200,Wentworth (A),962,406,3,30,NSW,70,4,36,780,1064,6780,2
160101250,Broken Hill (C),912,172,2,13,NSW,13,1,7,828,1144,19363,2
160101700,Central Darling (A),821,91,1,7,NSW,2,1,2,703,1091,1938,14
160108809,Unincorp. Far West,1034,959,7,69,NSW,157,8,79,898,1118,729,6
205054601,Melbourne (C) - Inner,1018,857,7,62,VIC,125,7,61,913,1171,11592,0
205905344,Mornington P'sula (S) - South,989,631,5,46,VIC,82,5,41,792,1130,47118,6
435250250,Anangu Pitjantjatjara (AC),527,27,1,2,SA ,1,1,1,400,851,2232,4
205054605,Melbourne (C) - S'bank-D'lands,1105,1317,10,95,VIC,199,10,98,1050,1165,13304,0
205054608,Melbourne (C) - Remainder,1041,1004,8,72,VIC,152,8,75,430,1168,46484,5
205852171,Frankston (C) - East,1027,919,7,66,VIC,142,7,70,792,1149,43742,0
205852174,Frankston (C) - West,979,550,4,40,VIC,65,4,32,775,1146,74062,1
205055901,Port Phillip (C) - St Kilda,1067,1172,9,84,VIC,182,9,89,959,1146,49798,1
205905345,Mornington P'sula (S) - West,1065,1159,9,84,VIC,181,9,89,864,1149,52667,0
210052751,Bellarine - Inner,972,488,4,35,VIC,54,3,27,734,1106,23249,0
205055902,Port Phillip (C) - West,1062,1147,9,83,VIC,177,9,87,518,1165,35299,0
210106493,Surf Coast (S) - East,1083,1250,9,90,VIC,189,10,93,997,1159,13195,0
210106495,Surf Coast (S) - West,1037,981,8,71,VIC,148,8,73,908,1123,8574,0
205301892,Darebin (C) - Preston,942,282,3,21,VIC,17,1,9,673,1152,82158,0
525108330,Toodyay (S),1000,727,6,53,WA ,86,6,56,941,1068,4113,0
230104782,Mildura (RC) - Pt B,991,651,5,47,VIC,85,5,42,933,1088,3782,0
230152250,Gannawarra (S),971,484,4,35,VIC,51,3,25,862,1074,11297,0
205056351,Stonnington (C) - Prahran,1072,1198,9,86,VIC,183,9,90,550,1154,45156,0
205057351,Yarra (C) - North,1022,888,7,64,VIC,136,7,67,433,1164,44746,0
205057352,Yarra (C) - Richmond,1015,837,6,60,VIC,120,6,59,450,1165,24584,2
205101181,Brimbank (C) - Keilor,970,478,4,35,VIC,50,3,25,778,1111,86991,0
205101182,Brimbank (C) - Sunshine,888,128,1,10,VIC,3,1,2,772,1036,81227,1
205103111,Hobsons Bay (C) - Altona,969,464,4,34,VIC,48,3,24,782,1094,52110,1
205103112,Hobsons Bay (C) - Williamstown,1049,1069,8,77,VIC,165,9,81,876,1147,29352,0
205104330,Maribyrnong (C),949,322,3,24,VIC,26,2,13,652,1129,63142,0
205105063,Moonee Valley (C) - Essendon,1014,825,6,60,VIC,117,6,58,439,1133,66873,0
205105065,Moonee Valley (C) - West,1019,864,7,62,VIC,129,7,63,939,1112,40217,0
225102980,Hindmarsh (S),955,354,3,26,VIC,28,2,14,842,1091,6041,0
225107631,Yarriambiack (S) - North,975,517,4,38,VIC,59,3,29,871,1073,1980,0
225107632,Yarriambiack (S) - South,945,302,3,22,VIC,20,1,10,867,1101,5539,0
230054781,Mildura (RC) - Pt A,955,358,3,26,VIC,29,2,15,718,1133,46034,0
230101271,Buloke (S) - North,977,538,4,39,VIC,62,4,31,902,1129,3353,0
230101272,Buloke (S) - South,964,421,4,31,VIC,38,2,19,930,1074,3499,0
240052831,Gr. Shepparton (C) - Pt A,958,388,3,28,VIC,33,2,17,621,1154,44599,0
205204651,Melton (S) - East,1046,1053,8,76,VIC,161,8,79,809,1102,39480,2
205204654,Melton (S) Bal,974,509,4,37,VIC,57,3,28,824,1102,39430,0
205207261,Wyndham (C) - North,1006,774,6,56,VIC,108,6,53,796,1105,75386,1
205207264,Wyndham (C) - South,1101,1310,10,94,VIC,196,10,96,983,1153,16016,0
205207267,Wyndham (C) - West,1017,851,7,61,VIC,124,7,61,903,1161,21294,0
210106080,Queenscliffe (B),1049,1070,8,77,VIC,166,9,81,995,1101,3017,0
205300662,Banyule (C) - North,1057,1122,9,81,VIC,172,9,84,882,1158,53309,0
205255251,Moreland (C) - Brunswick,1019,866,7,63,VIC,130,7,64,655,1111,41195,0
205255252,Moreland (C) - Coburg,1000,734,6,53,VIC,100,5,49,825,1085,47861,0
205255253,Moreland (C) - North,945,300,3,22,VIC,19,1,10,799,1109,46707,1
205300661,Banyule (C) - Heidelberg,1039,995,8,72,VIC,151,8,74,742,1155,61558,0
205301891,Darebin (C) - Northcote,1024,908,7,66,VIC,141,7,69,636,1094,45908,0
205451111,Boroondara (C) - Camberwell N.,1104,1315,10,95,VIC,198,10,97,1000,1167,43337,0
205451112,Boroondara (C) - Camberwell S.,1112,1342,10,97,VIC,201,10,99,878,1157,48967,0
205451113,Boroondara (C) - Hawthorn,1093,1286,10,93,VIC,194,10,95,945,1166,33490,0
205451114,Boroondara (C) - Kew,1106,1324,10,95,VIC,200,10,98,918,1162,28657,0
205504211,Manningham (C) - East,1127,1374,10,99,VIC,204,10,100,1075,1164,15030,0
205504214,Manningham (C) - West,1074,1203,9,87,VIC,185,10,91,927,1170,94887,0
205504971,Monash (C) - South-West,1011,808,6,58,VIC,115,6,57,921,1100,43314,2
205504974,Monash (C) - Waverley East,1076,1215,9,88,VIC,188,10,92,975,1166,55710,0
205607451,Yarra Ranges (S) - Central,983,588,5,43,VIC,74,4,37,858,1074,14821,0
205607452,Yarra Ranges (S) - Dandenongs,1074,1202,9,87,VIC,184,9,90,990,1139,29398,0
205607453,Yarra Ranges (S) - Lilydale,1041,1009,8,73,VIC,153,8,75,893,1152,67602,0
205801454,Cardinia (S) - South,987,614,5,44,VIC,79,4,39,893,1028,5288,0
205801612,Casey (C) - Berwick,1054,1105,8,80,VIC,171,9,84,824,1137,87764,0
240101376,Campaspe (S) - South,957,375,3,27,VIC,32,2,16,872,1023,3689,0
240102834,Gr. Shepparton (C) - Pt B East,1042,1022,8,74,VIC,156,8,77,996,1069,3717,0
240102835,Gr. Shepparton (C) - Pt B West,985,602,5,44,VIC,77,4,38,899,1041,8772,0
240104901,Moira (S) - East,980,559,5,41,VIC,67,4,33,869,1082,8761,0
240104904,Moira (S) - West,966,438,4,32,VIC,41,3,21,763,1067,18325,0
240151011,Benalla (RC) - Benalla,942,283,3,21,VIC,18,1,9,656,1075,9127,0
235105431,Mount Alexander (S) - C'maine,962,408,3,30,VIC,36,2,18,838,1059,7148,5
235105434,Mount Alexander (S) Bal,994,683,5,49,VIC,94,5,46,920,1063,9918,0
235204131,Macedon Ranges (S) - Kyneton,995,697,5,50,VIC,96,5,47,857,1062,8239,0
235204134,Macedon Ranges (S) - Romsey,1060,1136,9,82,VIC,174,9,85,984,1144,10861,0
235204135,Macedon Ranges (S) Bal,1076,1214,9,87,VIC,187,10,92,935,1147,19259,0
240101375,Campaspe (S) - Rochester,992,663,5,48,VIC,88,5,43,867,1069,8084,0
205652314,Glen Eira (C) - South,1065,1157,9,83,VIC,179,9,88,1003,1123,47814,0
205653431,Kingston (C) - North,1028,928,7,67,VIC,143,7,70,852,1148,89420,0
205653434,Kingston (C) - South,1035,964,7,70,VIC,146,8,72,852,1118,45204,0
205656352,Stonnington (C) - Malvern,1104,1314,10,95,VIC,197,10,97,1001,1168,44728,0
205752671,Gr. Dandenong (C) - Dandenong,902,152,2,11,VIC,6,1,3,695,1069,54847,1
205752674,Gr. Dandenong (C) Bal,888,127,1,10,VIC,2,1,1,751,1104,70673,1
205801452,Cardinia (S) - North,1047,1059,8,76,VIC,162,8,80,948,1137,24037,0
205801453,Cardinia (S) - Pakenham,1018,858,7,62,VIC,126,7,62,783,1139,27790,0
205504975,Monash (C) - Waverley West,1060,1138,9,82,VIC,176,9,86,762,1140,62218,0
205506981,Whitehorse (C) - Box Hill,1053,1092,8,79,VIC,168,9,82,865,1142,51055,0
205506984,Whitehorse (C) - Nunawading E.,1065,1158,9,83,VIC,180,9,88,910,1128,44069,0
205506985,Whitehorse (C) - Nunawading W.,1049,1068,8,77,VIC,164,9,81,827,1140,49643,0
205553672,Knox (C) - North-East,1016,840,7,61,VIC,122,6,60,897,1110,61924,0
205553673,Knox (C) - North-West,1060,1137,9,82,VIC,175,9,86,936,1130,44748,1
205553674,Knox (C) - South,1090,1272,10,92,VIC,191,10,94,1021,1170,40067,0
205554411,Maroondah (C) - Croydon,1048,1067,8,77,VIC,163,8,80,892,1146,57712,0
205554412,Maroondah (C) - Ringwood,1043,1028,8,74,VIC,157,8,77,910,1130,41488,0
205652311,Glen Eira (C) - Caulfield,1075,1210,9,87,VIC,186,10,91,998,1146,76270,0
240101371,Campaspe (S) - Echuca,968,459,4,33,VIC,47,3,23,746,1085,12361,0
240101374,Campaspe (S) - Kyabram,974,510,4,37,VIC,58,3,29,839,1063,12074,0
