sla_code_2006_,sla_name_2006_,irsd_score,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_,minimum_score_for_cds_in_area_percentile_,maximum_score_for_cds_in_area_percentile_,urp,per100_urp_without_a_cd_level_score_percentile_
405057141,Salisbury (C) - Central,902,154,2,12,SA ,16,2,14,797,1023,26857,3
405057143,Salisbury (C) - Inner North,907,160,2,12,SA ,17,2,14,643,988,24121,0
405156510,Prospect (C),1037,978,8,71,SA ,100,9,82,752,1141,19294,0
405057144,Salisbury (C) - North-East,969,468,4,34,SA ,53,5,44,772,1102,21962,0
405057146,Salisbury (C) - South-East,965,427,4,31,SA ,46,4,38,754,1124,34861,0
405057148,Salisbury (C) Bal,1008,785,6,57,SA ,85,7,70,810,1116,10620,1
405057701,Tea Tree Gully (C) - Central,1034,961,7,69,SA ,98,8,80,912,1106,25184,0
405057704,Tea Tree Gully (C) - Hills,1065,1162,9,84,SA ,110,9,90,1020,1125,11828,0
405157981,Unley (C) - East,1064,1154,9,83,SA ,108,9,88,845,1125,19234,0
405057705,Tea Tree Gully (C) - North,1042,1016,8,73,SA ,105,9,86,955,1139,26999,0
405057708,Tea Tree Gully (C) - South,1020,873,7,63,SA ,89,8,73,872,1150,31961,0
805056389,O'Connor,1067,1174,9,85,ACT,45,5,44,1012,1124,4911,0
405101061,Charles Sturt (C) - Coastal,1028,929,7,67,SA ,94,8,77,671,1127,29956,0
805057209,Reid,996,701,6,51,ACT,5,1,5,789,1153,1605,0
405101064,Charles Sturt (C) - Inner East,956,364,3,27,SA ,40,4,33,671,1074,21324,0
405101065,Charles Sturt (C) - Inner West,950,329,3,24,SA ,39,4,32,658,1107,23630,0
405101068,Charles Sturt (C) - North-East,916,182,2,14,SA ,20,2,17,556,1025,25621,0
405105895,Port Adel. Enfield (C) - Coast,965,428,4,31,SA ,47,4,39,680,1088,27504,0
405157984,Unley (C) - West,1065,1160,9,84,SA ,109,9,89,961,1143,16765,0
405105896,Port Adel. Enfield (C) - Park,810,86,1,7,SA ,6,1,5,629,912,14687,2
405105897,Port Adel. Enfield (C) - Port,883,119,1,9,SA ,10,1,9,783,1076,10355,0
805105679,Macquarie,1043,1036,8,75,ACT,24,3,24,984,1092,2385,0
405108411,West Torrens (C) - East,969,462,4,34,SA ,51,5,42,844,1051,23989,1
405108414,West Torrens (C) - West,998,720,6,52,SA ,76,7,62,774,1104,28168,0
530014281,Kalgoorlie/Boulder (C) - Pt A,1009,788,6,57,WA ,100,7,65,844,1126,28244,1
405150121,Adelaide Hills (DC) - Central,1107,1326,10,95,SA ,122,10,100,1041,1148,12483,0
405150124,Adelaide Hills (DC) - Ranges,1102,1312,10,94,SA ,121,10,99,1047,1139,10066,0
405150701,Burnside (C) - North-East,1088,1267,10,91,SA ,119,10,97,1015,1151,21070,0
530051960,Coolgardie (S),968,455,4,33,WA ,46,3,30,679,1027,3800,4
530054284,Kalgoorlie/Boulder (C) - Pt B,680,66,1,5,WA ,4,1,3,470,995,179,27
405150704,Burnside (C) - South-West,1090,1271,10,92,SA ,120,10,98,846,1160,20886,0
535053360,Exmouth (S),1000,731,6,53,WA ,88,6,57,871,1063,2063,1
535057770,Shark Bay (S),955,351,3,26,WA ,34,3,22,880,1022,858,7
405150911,Campbelltown (C) - East,1034,960,7,69,SA ,97,8,79,888,1133,26963,0
405150914,Campbelltown (C) - West,975,518,4,38,SA ,59,5,48,823,1090,19197,0
405204064,Marion (C) - North,956,371,3,27,SA ,41,4,34,752,1067,24943,0
405155291,Norw. P'ham St Ptrs (C) - East,1004,755,6,55,SA ,82,7,67,883,1114,15993,0
410150125,Adelaide Hills (DC) - North,1066,1171,9,84,SA ,111,10,91,1009,1117,6645,0
410150128,Adelaide Hills (DC) Bal,1040,999,8,72,SA ,102,9,83,953,1143,8664,0
805104149,Holt,1025,911,7,66,ACT,13,2,13,964,1087,4697,0
805101629,Cook,1091,1277,10,92,ACT,70,7,68,1039,1136,2817,0
405155294,Norw. P'ham St Ptrs (C) - West,1041,1005,8,72,SA ,103,9,84,815,1116,17739,0
405158260,Walkerville (M),1067,1176,9,85,SA ,112,10,92,985,1157,6964,0
420059039,Unincorp. Riverland,688,67,1,5,SA ,2,1,2,492,1074,131,0
420103080,Karoonda East Murray (DC),995,691,5,50,SA ,71,6,58,937,1031,1164,0
420105040,Murray Bridge (RC),907,161,2,12,SA ,18,2,15,677,1044,17679,4
420107290,Southern Mallee (DC),993,672,5,49,SA ,70,6,57,933,1121,2135,0
420107800,The Coorong (DC),947,314,3,23,SA ,33,3,27,621,1087,5668,0
425053360,Kingston (DC),972,492,4,36,SA ,57,5,47,870,1047,2325,0
425055090,Naracoorte and Lucindale (DC),1003,754,6,55,SA ,81,7,66,901,1082,8079,0
425056860,Robe (DC),1011,801,6,58,SA ,86,7,70,972,1070,1701,42
425057630,Tatiara (DC),1001,738,6,53,SA ,78,7,64,939,1089,6862,0
425102250,Grant (DC),1024,905,7,65,SA ,93,8,76,868,1074,7868,0
805250339,Banks,1054,1101,8,79,ACT,31,3,30,1027,1105,4904,0
405202601,Holdfast Bay (C) - North,1036,975,7,70,SA ,99,9,81,736,1124,19170,0
425104620,Mount Gambier (C),945,296,3,22,SA ,31,3,26,605,1081,23493,0
405202604,Holdfast Bay (C) - South,1021,878,7,63,SA ,90,8,74,668,1115,14132,0
710400201,Alice Springs (T) - Charles,993,669,5,48,NT ,60,7,66,473,1056,4543,6
405204065,Marion (C) - South,1069,1182,9,85,SA ,113,10,92,1019,1117,21231,0
405204341,Mitcham (C) - Hills,1088,1266,10,91,SA ,118,10,96,928,1143,24036,0
405204061,Marion (C) - Central,970,473,4,34,SA ,55,5,45,645,1109,32527,0
430051750,Elliston (DC),996,704,6,51,SA ,72,6,59,906,1119,1132,0
430051960,Franklin Harbour (DC),981,576,5,42,SA ,65,6,53,957,1079,1276,0
705051052,Lee Point-Leanyer Swamp,898,146,2,11,NT ,43,5,48,898,898,127,0
535102380,Cue (S),856,105,1,8,WA ,11,1,8,840,935,324,0
435259589,Unincorp. Far North,959,392,3,29,SA ,42,4,35,868,1096,1568,10
705051038,Karama,939,264,2,19,NT ,49,6,54,905,1007,4777,0
405204344,Mitcham (C) - North-East,1083,1244,9,90,SA ,115,10,94,970,1154,15381,0
410102750,Kangaroo Island (DC),980,557,4,40,SA ,63,6,52,916,1044,4260,0
705051044,Larrakeyah,1095,1293,10,93,NT ,87,10,96,1024,1147,3037,0
710302360,Mataranka (CGC),845,100,1,8,NT ,38,5,42,845,845,251,0
710302530,Nyirranggulung Mardrulk Ngadberre (CGC),461,8,1,1,NT ,8,1,9,336,596,936,10
405204345,Mitcham (C) - West,1042,1014,8,73,SA ,104,9,85,834,1132,22435,0
405205341,Onkaparinga (C) - Hackham,919,192,2,14,SA ,21,2,18,612,1103,13731,0
405205342,Onkaparinga (C) - Hills,1055,1107,8,80,SA ,107,9,87,980,1125,11300,0
405205343,Onkaparinga (C) - Morphett,939,263,2,19,SA ,26,3,22,785,1050,23049,0
405205344,Onkaparinga (C) - North Coast,891,132,1,10,SA ,14,2,12,709,1025,17215,0
405205345,Onkaparinga (C) - Reservoir,1082,1237,9,89,SA ,114,10,93,952,1156,24940,0
405205346,Onkaparinga (C) - South Coast,976,521,4,38,SA ,60,5,49,879,1058,25123,0
430053220,Kimba (DC),1016,846,7,61,SA ,88,8,72,961,1088,1112,0
415050430,Barunga West (DC),949,326,3,24,SA ,38,4,31,861,1057,2543,0
415051560,Copper Coast (DC),923,203,2,15,SA ,22,2,18,759,1024,11445,0
415058831,Yorke Peninsula (DC) - North,945,294,3,22,SA ,30,3,25,441,1071,7333,0
405205347,Onkaparinga (C) - Woodcroft,1037,983,8,71,SA ,101,9,83,930,1122,34378,0
425108341,Wattle Range (DC) - East,970,476,4,35,SA ,56,5,46,844,1099,3188,0
425108344,Wattle Range (DC) - West,945,298,3,22,SA ,32,3,27,750,1058,8701,0
430051190,Cleve (DC),1008,781,6,56,SA ,84,7,69,915,1092,1897,0
410050311,Barossa (DC) - Angaston,997,712,6,52,SA ,74,7,61,865,1078,7879,0
410050314,Barossa (DC) - Barossa,1032,945,7,68,SA ,95,8,78,941,1104,7985,0
435251330,Coober Pedy (DC),870,111,1,8,SA ,8,1,7,771,932,1913,4
435256970,Roxby Downs (M),1085,1256,9,90,SA ,116,10,95,1071,1092,4054,5
410050315,Barossa (DC) - Tanunda,1032,946,7,68,SA ,96,8,79,961,1065,4684,0
410053650,Light (RegC),1023,894,7,65,SA ,92,8,75,924,1103,12362,0
410053920,Mallala (DC),986,608,5,44,SA ,68,6,56,892,1043,7903,0
410154551,Mount Barker (DC) - Central,1015,838,7,61,SA ,87,8,71,857,1123,18157,0
410154554,Mount Barker (DC) Bal,1043,1030,8,74,SA ,106,9,87,873,1109,8278,0
410200221,Alexandrina (DC) - Coastal,968,452,4,33,SA ,48,4,40,851,1055,11510,4
410200224,Alexandrina (DC) - Strathalbyn,1002,746,6,54,SA ,79,7,65,887,1087,9203,0
410208050,Victor Harbor (C),981,568,5,41,SA ,64,6,53,869,1099,12015,0
410208750,Yankalilla (DC),976,522,4,38,SA ,61,5,50,888,1057,4154,0
420050521,Berri & Barmera (DC) - Barmera,926,210,2,16,SA ,24,2,20,814,998,4132,0
505051310,Cambridge (T),1119,1359,10,98,WA ,153,10,99,972,1175,23756,2
605052811,Hobart (C) - Inner,1019,871,7,63,TAS,40,10,91,989,1029,455,31
605052812,Hobart (C) - Remainder,1042,1012,8,73,TAS,42,10,96,869,1159,47246,0
605053611,Kingborough (M) - Pt A,1043,1033,8,74,TAS,43,10,98,892,1141,28220,0
605054811,Sorell (M) - Pt A,962,410,3,30,TAS,26,6,60,850,1059,10893,0
610051010,Central Highlands (M),913,176,2,13,TAS,7,2,16,846,978,2242,3
610051512,Derwent Valley (M) - Pt B,941,278,2,20,TAS,16,4,37,847,1037,2938,0
420050524,Berri & Barmera (DC) - Berri,948,316,3,23,SA ,34,3,28,812,1050,6801,0
420053791,Loxton Waikerie (DC) - East,968,454,4,33,SA ,49,4,40,821,1041,7128,0
420053794,Loxton Waikerie (DC) - West,941,274,2,20,SA ,28,3,23,788,1015,4477,0
420054210,Mid Murray (DC),940,271,2,20,SA ,27,3,22,804,1029,8037,6
430053570,Le Hunte (DC),997,718,6,52,SA ,75,7,61,904,1041,1313,0
430053710,Lower Eyre Peninsula (DC),1006,767,6,55,SA ,83,7,68,949,1066,4402,0
430056300,Port Lincoln (C),949,323,3,24,SA ,36,3,30,718,1099,13602,0
430057910,Tumby Bay (DC),982,578,5,42,SA ,66,6,54,889,1118,2541,0
430101010,Ceduna (DC),911,171,2,13,SA ,19,2,16,498,1086,3572,0
430107490,Streaky Bay (DC),983,590,5,43,SA ,67,6,55,953,1068,2023,0
430109249,Unincorp. West Coast,889,131,1,10,SA ,13,2,11,631,989,458,0
435058540,Whyalla (C),887,126,1,10,SA ,12,1,10,713,1088,21416,0
435059389,Unincorp. Whyalla,790,80,1,6,SA ,4,1,4,726,1023,206,4
435155120,Northern Areas (DC),968,460,4,33,SA ,50,5,41,829,1078,4651,0
610054812,Sorell (M) - Pt B,958,390,3,28,TAS,25,6,57,903,996,1032,0
610055010,Southern Midlands (M),940,266,2,20,TAS,15,4,35,814,1021,5670,0
610055210,Tasman (M),908,162,2,12,TAS,5,2,12,832,954,2238,0
615052211,George Town (M) - Pt A,883,120,1,9,TAS,2,1,5,732,1020,5501,0
605051511,Derwent Valley (M) - Pt A,893,136,1,10,TAS,3,1,7,727,1034,6541,0
605052610,Glenorchy (C),920,195,2,14,TAS,8,2,19,708,1057,43412,0
435155400,Orroroo/Carrieton (DC),991,649,5,47,SA ,69,6,57,953,1072,933,0
505203150,East Fremantle (T),1081,1233,9,89,WA ,147,10,95,1025,1147,6698,0
615102212,George Town (M) - Pt B,957,381,3,28,TAS,24,6,55,927,1007,1025,0
615104013,Launceston (C) - Pt C,996,707,6,51,TAS,34,8,78,949,1042,2771,0
435155540,Peterborough (DC),840,97,1,7,SA ,7,1,6,747,1035,1902,0
435156451,Port Pirie C Dists (M) - City,884,123,1,9,SA ,11,1,9,737,1061,13611,0
435156454,Port Pirie C Dists (M) Bal,970,472,4,34,SA ,54,5,44,883,1031,3531,0
505203432,Fremantle (C) - Remainder,997,715,6,52,WA ,84,6,54,807,1127,24008,0
505204830,Kwinana (T),958,386,3,28,WA ,37,3,24,746,1127,23195,4
505205320,Melville (C),1080,1230,9,89,WA ,146,10,94,876,1180,93001,0
505207490,Rockingham (C),1014,827,6,60,WA ,107,7,69,698,1199,84309,0
505250210,Armadale (C),986,605,5,44,WA ,64,5,42,804,1139,50537,0
505250490,Belmont (C),965,429,4,31,WA ,44,3,29,845,1116,30331,0
505251330,Canning (C),1038,985,8,71,WA ,128,9,83,537,1139,77306,0
505253780,Gosnells (C),1004,756,6,55,WA ,94,7,61,820,1142,91579,1
505257700,Serpentine-Jarrahdale (S),1048,1066,8,77,WA ,133,9,86,939,1105,12892,2
505257840,South Perth (C),1066,1164,9,84,WA ,141,10,91,896,1144,38360,1
505258510,Victoria Park (T),1002,750,6,54,WA ,93,6,60,700,1143,27956,4
510015110,Mandurah (C),991,647,5,47,WA ,73,5,47,734,1184,55815,1
510016230,Murray (S),984,599,5,43,WA ,63,5,41,858,1089,11970,0
435159459,Unincorp. Pirie,1002,747,6,54,SA ,80,7,66,959,1064,257,0
520056440,Narrogin (T),956,369,3,27,WA ,35,3,23,772,1052,4238,0
435201830,Flinders Ranges (DC),924,207,2,15,SA ,23,2,19,870,1070,1730,0
435204830,Mount Remarkable (DC),974,506,4,37,SA ,58,5,48,891,1083,2842,0
435206090,Port Augusta (C),897,143,2,11,SA ,15,2,13,694,1063,13876,7
505051750,Claremont (T),1090,1273,10,92,WA ,150,10,97,996,1159,8939,0
520058610,Wagin (S),962,409,3,30,WA ,41,3,27,880,1082,1843,0
520058680,Wandering (S),1018,860,7,62,WA ,111,8,72,996,1065,355,0
520058890,West Arthur (S),1032,950,7,69,WA ,124,8,80,953,1088,853,0
520059100,Wickepin (S),976,529,4,38,WA ,52,4,34,903,1108,716,0
520059170,Williams (S),1007,779,6,56,WA ,98,7,63,945,1069,866,0
505052170,Cottesloe (T),1126,1372,10,99,WA ,154,10,99,980,1161,7257,0
520104900,Lake Grace (S),1040,1000,8,72,WA ,130,9,84,1004,1128,1456,0
525051680,Chittering (S),1029,933,7,67,WA ,122,8,79,987,1088,3520,0
525052590,Dandaragan (S),993,681,5,49,WA ,80,6,52,875,1060,2884,0
525053570,Gingin (S),991,652,5,47,WA ,74,5,48,943,1078,4319,0
620050811,Central Coast (M) - Pt A,946,305,3,22,TAS,21,5,48,818,1115,17595,0
620051610,Devonport (C),922,199,2,15,TAS,10,3,23,642,1080,24014,0
620053811,Latrobe (M) - Pt A,969,463,4,34,TAS,29,7,66,808,1049,7902,0
620055411,Waratah/Wynyard (M) - Pt A,923,202,2,15,TAS,11,3,26,765,1065,10903,0
620100612,Burnie (C) - Pt B,980,558,4,40,TAS,31,8,71,899,1032,2057,0
620100812,Central Coast (M) - Pt B,991,644,5,47,TAS,32,8,73,856,1035,3068,0
620101210,Circular Head (M),943,286,3,21,TAS,18,5,41,775,1022,7954,0
620103210,Kentish (M),936,250,2,18,TAS,14,4,32,791,1046,5762,0
620103410,King Island (M),978,545,4,40,TAS,30,7,69,921,1059,1639,0
620103812,Latrobe (M) - Pt B,998,719,6,52,TAS,35,8,80,984,1005,728,0
620105412,Waratah/Wynyard (M) - Pt B,968,450,4,33,TAS,28,7,64,788,1056,2508,0
620155610,West Coast (M),909,164,2,12,TAS,6,2,14,837,978,5003,0
705051004,Alawa,981,575,5,42,NT ,55,7,61,903,1037,2125,0
505055740,Mosman Park (T),1059,1131,9,82,WA ,140,9,90,835,1165,8251,0
505056580,Nedlands (C),1118,1357,10,98,WA ,152,10,98,982,1160,20335,1
525104690,Koorda (S),962,405,3,30,WA ,39,3,26,910,1064,430,0
705051008,Anula,1014,821,6,59,NT ,65,8,72,1000,1033,2394,0
505056930,Peppermint Grove (S),1139,1384,10,100,WA ,155,10,100,1123,1154,1582,0
525106650,Northam (T),923,201,2,15,WA ,20,2,13,798,1032,6008,0
525106720,Northam (S),965,432,4,31,WA ,45,3,29,831,1045,3793,0
525107350,Quairading (S),941,276,2,20,WA ,26,2,17,891,1079,1020,0
505057081,Perth (C) - Inner,1000,733,6,53,WA ,89,6,58,929,1122,1079,5
505057082,Perth (C) - Remainder,1050,1079,8,78,WA ,135,9,87,751,1135,10494,0
505057980,Subiaco (C),1075,1209,9,87,WA ,144,10,93,588,1159,16379,0
525109310,Wongan-Ballidu (S),1010,793,6,57,WA ,101,7,65,965,1098,1387,0
525109450,Wyalkatchem (S),946,306,3,22,WA ,28,2,18,870,1063,565,0
525109730,York (S),992,658,5,48,WA ,77,5,50,945,1100,3114,0
525151120,Bruce Rock (S),970,480,4,35,WA ,47,4,31,899,1078,952,0
525154410,Kellerberrin (S),902,153,2,11,WA ,14,1,9,828,1059,1181,0
525155460,Merredin (S),983,587,5,43,WA ,61,4,40,843,1099,3247,0
525155880,Mount Marshall (S),1029,932,7,67,WA ,121,8,78,934,1102,615,0
705051064,Marrara,1045,1046,8,75,NT ,79,9,87,1019,1067,1399,0
505058570,Vincent (T),1050,1073,8,77,WA ,134,9,86,850,1110,26879,0
505100350,Bassendean (T),987,617,5,45,WA ,66,5,43,883,1050,13463,0
505100420,Bayswater (C),1010,794,6,57,WA ,102,7,66,726,1164,55800,0
505104200,Kalamunda (S),1048,1064,8,77,WA ,132,9,85,917,1165,49536,0
505106090,Mundaring (S),1052,1085,8,78,WA ,138,9,89,854,1137,35095,2
505108050,Swan (C),1004,760,6,55,WA ,95,7,61,765,1146,93279,0
505154171,Joondalup (C) - North,1082,1240,9,89,WA ,148,10,95,976,1147,49675,0
505157916,Stirling (C) - South-Eastern,1070,1186,9,85,WA ,142,10,92,887,1154,15697,0
505158761,Wanneroo (C) - North-East,1051,1081,8,78,WA ,136,9,88,922,1136,31803,0
505158764,Wanneroo (C) - North-West,1034,963,7,69,WA ,127,9,82,850,1155,37652,1
705051011,Bayview-Woolner,1120,1362,10,98,NT ,90,10,99,1092,1132,1759,0
505158767,Wanneroo (C) - South,982,582,5,42,WA ,59,4,38,779,1116,41486,0
505201820,Cockburn (C),1019,868,7,63,WA ,112,8,72,751,1141,74473,0
705051014,Brinkin,1082,1241,9,89,NT ,86,10,95,1018,1137,1039,0
705051018,City - Inner,1027,923,7,67,NT ,72,8,80,910,1078,2484,1
705051068,Millner,972,490,4,36,NT ,54,6,60,930,997,2368,0
505203431,Fremantle (C) - Inner,1008,784,6,57,WA ,99,7,64,938,1076,826,0
510031401,Capel (S) - Pt A,1099,1303,10,94,WA ,151,10,97,1071,1166,6012,0
705051078,Nakara,1036,973,7,70,NT ,76,9,84,972,1081,1913,0
705051084,Narrows,863,106,1,8,NT ,39,5,43,863,863,653,0
510032661,Dardanup (S) - Pt A,1023,895,7,65,WA ,115,8,74,978,1087,7719,0
510033991,Harvey (S) - Pt A,1058,1126,9,81,WA ,139,9,90,974,1114,11534,0
510100630,Boddington (S),989,628,5,45,WA ,69,5,45,909,1037,1377,0
510101404,Capel (S) - Pt B,1013,815,6,59,WA ,106,7,68,933,1091,4194,0
510101890,Collie (S),943,290,3,21,WA ,27,2,18,815,1035,8611,0
510102664,Dardanup (S) - Pt B,1043,1031,8,74,WA ,131,9,84,979,1072,2617,0
510102870,Donnybrook-Balingup (S),1000,730,6,53,WA ,87,6,56,941,1073,4738,0
510103994,Harvey (S) - Pt B,965,426,4,31,WA ,43,3,28,770,1062,8021,0
510108820,Waroona (S),964,422,4,31,WA ,42,3,27,861,1059,3451,0
510150280,Augusta-Margaret River (S),1028,927,7,67,WA ,120,8,77,929,1097,10352,0
510151260,Busselton (S),1017,853,7,62,WA ,110,8,71,847,1124,25355,0
510200770,Boyup Brook (S),993,668,5,48,WA ,79,6,51,905,1070,1479,0
510200840,Bridgetown-Greenbushes (S),986,612,5,44,WA ,65,5,42,904,1050,3952,0
510205180,Manjimup (S),960,398,3,29,WA ,38,3,25,832,1073,9255,0
510206300,Nannup (S),978,540,4,39,WA ,54,4,35,922,1065,1190,0
515051050,Broomehill (S),991,656,5,47,WA ,76,5,49,894,1093,478,0
515053640,Gnowangerup (S),994,686,5,50,WA ,81,6,52,915,1106,1362,0
515054130,Jerramungup (S),1026,916,7,66,WA ,117,8,76,945,1074,1128,0
515054340,Katanning (S),917,183,2,14,WA ,17,2,11,817,1095,4210,0
515054480,Kent (S),1052,1084,8,78,WA ,137,9,88,1030,1096,575,0
515054550,Kojonup (S),999,725,6,52,WA ,85,6,55,909,1075,2150,0
515058120,Tambellup (S),973,499,4,36,WA ,50,4,33,847,1084,659,0
515059380,Woodanilling (S),1027,920,7,66,WA ,119,8,77,1001,1059,399,0
515100081,Albany (C) - Central,951,335,3,24,WA ,31,2,20,766,1086,15978,0
515100084,Albany (C) Bal,1019,869,7,63,WA ,113,8,73,928,1072,15597,1
515102240,Cranbrook (S),1000,735,6,53,WA ,90,6,58,944,1054,1063,0
515102730,Denmark (S),993,667,5,48,WA ,78,6,51,912,1067,4511,0
515107210,Plantagenet (S),977,535,4,39,WA ,53,4,34,913,1047,4484,0
520050910,Brookton (S),952,339,3,25,WA ,33,3,22,877,1082,980,0
520052310,Cuballing (S),997,713,6,52,WA ,83,6,54,908,1069,782,0
525055600,Moora (S),982,579,5,42,WA ,58,4,38,924,1113,2411,0
710400203,Alice Springs (T) - Heavitree,988,622,5,45,NT ,57,7,63,901,1059,2145,17
525058540,Victoria Plains (S),1030,936,7,68,WA ,123,8,79,908,1070,903,0
525100560,Beverley (S),939,262,2,19,WA ,25,2,17,808,1046,1562,0
525102450,Cunderdin (S),979,555,4,40,WA ,56,4,36,897,1072,1249,0
525102520,Dalwallinu (S),1011,803,6,58,WA ,103,7,67,970,1080,1367,0
525102940,Dowerin (S),983,593,5,43,WA ,62,4,40,917,1080,702,0
805108649,Weetangera,1145,1388,10,100,ACT,98,10,95,1119,1162,2545,0
525103710,Goomalling (S),972,493,4,36,WA ,49,4,32,897,1064,936,0
525155950,Mukinbudin (S),1011,806,6,58,WA ,104,7,67,951,1070,577,0
705051118,Wagaman,968,451,4,33,NT ,53,6,59,930,999,2036,0
525156370,Narembeen (S),1001,741,6,54,WA ,91,6,59,946,1084,905,0
525156860,Nungarin (S),952,337,3,25,WA ,32,3,21,863,1073,244,0
525158400,Trayning (S),957,382,3,28,WA ,36,3,24,893,1007,393,0
525159030,Westonia (S),1023,897,7,65,WA ,116,8,75,1023,1023,213,0
525159660,Yilgarn (S),1006,769,6,56,WA ,97,7,63,926,1108,1414,0
530054970,Laverton (S),798,82,1,6,WA ,8,1,6,562,882,729,43
705051124,Wanguri,1016,843,7,61,NT ,66,8,73,976,1058,1859,0
705051128,Winnellie,956,370,3,27,NT ,50,6,55,955,958,305,0
530055040,Leonora (S),991,640,5,46,WA ,71,5,46,889,1054,1410,0
530055390,Menzies (S),694,69,1,5,WA ,5,1,4,567,779,216,2
530056620,Ngaanyatjarraku (S),545,34,1,3,WA ,2,1,2,222,913,1334,6
530103080,Dundas (S),905,159,2,12,WA ,16,2,11,848,1026,1067,3
530103290,Esperance (S),991,641,5,46,WA ,72,5,47,822,1086,12965,0
530107420,Ravensthorpe (S),1021,879,7,63,WA ,114,8,74,929,1106,1949,0
535058470,Upper Gascoyne (S),764,76,1,6,WA ,7,1,5,604,914,285,0
805058289,Turner,1061,1140,9,82,ACT,36,4,35,635,1110,3008,0
535105810,Mount Magnet (S),948,315,3,23,WA ,29,2,19,936,1007,457,0
535106160,Murchison (S),869,107,1,8,WA ,12,1,8,575,1043,113,18
705051024,Coconut Grove,910,165,2,12,NT ,45,5,50,742,982,2593,0
805058559,Watson,1063,1151,9,83,ACT,40,4,39,994,1133,4187,0
535107630,Sandstone (S),903,157,2,12,WA ,15,1,10,903,903,120,0
535109250,Wiluna (S),678,65,1,5,WA ,3,1,2,260,879,680,56
535109590,Yalgoo (S),849,102,1,8,WA ,10,1,7,772,956,243,0
535151470,Carnamah (S),995,693,5,50,WA ,82,6,53,965,1116,747,0
535151610,Chapman Valley (S),1012,809,6,58,WA ,105,7,68,980,1043,913,0
535152030,Coorow (S),1004,761,6,55,WA ,96,7,62,939,1113,1200,0
535153854,Greenough (S) - Pt B,1015,834,6,60,WA ,109,7,70,1004,1033,1399,35
535154060,Irwin (S),988,621,5,45,WA ,67,5,43,918,1044,3055,0
705102802,Bakewell,1014,818,6,59,NT ,64,8,71,989,1026,2992,0
535155530,Mingenew (S),981,574,5,42,WA ,57,4,37,900,1100,472,0
705051048,Leanyer,1044,1040,8,75,NT ,78,9,86,911,1096,4588,0
535155670,Morawa (S),972,489,4,36,WA ,48,4,31,919,1132,826,0
535156020,Mullewa (S),918,188,2,14,WA ,18,2,12,818,1014,910,0
535156790,Northampton (S),962,407,3,30,WA ,40,3,26,571,1125,3206,0
535157000,Perenjori (S),976,526,4,38,WA ,51,4,33,872,1055,529,0
535158260,Three Springs (S),990,636,5,46,WA ,70,5,45,940,1094,662,0
540053220,East Pilbara (S),936,246,2,18,WA ,23,2,15,341,1110,6543,17
540057280,Port Hedland (T),988,625,5,45,WA ,68,5,44,322,1139,11957,12
540100250,Ashburton (S),1033,956,7,69,WA ,126,9,81,289,1102,6080,0
540107560,Roebourne (S),1033,953,7,69,WA ,125,9,81,314,1122,16421,3
545053920,Halls Creek (S),534,30,1,3,WA ,1,1,1,350,923,3136,34
545059520,Wyndham-East Kimberley (S),870,109,1,8,WA ,13,1,9,282,1039,6596,4
545100980,Broome (S),928,216,2,16,WA ,21,2,14,522,1107,13058,2
545102800,Derby-West Kimberley (S),722,71,1,6,WA ,6,1,4,263,1111,6507,7
605050410,Brighton (M),871,114,1,9,TAS,1,1,3,630,1083,14120,5
605051410,Clarence (C),996,706,6,51,TAS,33,8,76,644,1130,49638,2
705051028,Fannie Bay,1030,938,7,68,NT ,75,9,83,558,1111,2434,0
705051034,Jingili,1020,872,7,63,NT ,68,8,75,978,1047,1820,0
705051054,Ludmilla,910,166,2,12,NT ,46,6,51,399,1055,1702,0
705051058,Malak,934,240,2,18,NT ,48,6,53,719,1023,3263,0
705051088,Nightcliff,1016,844,7,61,NT ,67,8,74,796,1056,3357,0
805100279,Aranda,1118,1355,10,98,ACT,89,9,86,1087,1139,2411,0
705051098,Rapid Creek,1029,935,7,67,NT ,74,9,82,999,1049,2934,0
705051134,Wulagi,1029,930,7,67,NT ,73,9,81,995,1047,2554,0
710400205,Alice Springs (T) - Larapinta,993,665,5,48,NT ,59,7,65,407,1101,8258,0
705051104,Stuart Park,1047,1056,8,76,NT ,80,9,88,1003,1106,3493,0
705102804,Driver,991,650,5,47,NT ,58,7,64,961,1022,2715,0
805151269,Chifley,1064,1155,9,83,ACT,41,4,40,1059,1078,2324,0
705051138,City - Remainder,1080,1229,9,89,NT ,85,10,94,864,1125,2298,1
705202304,Litchfield (S) - Pt A,1075,1208,9,87,NT ,84,10,93,997,1106,1232,57
705202308,Litchfield (S) - Pt B,1026,914,7,66,NT ,71,8,79,914,1090,14323,0
710050540,Belyuen (CGC),435,4,1,1,NT ,4,1,5,435,435,173,0
710050700,Coomalie (CGC),895,139,1,10,NT ,42,5,47,828,955,1105,3
710050759,Cox-Finniss,816,87,1,7,NT ,34,4,38,791,831,384,0
705051108,The Gardens,1022,889,7,64,NT ,69,8,76,1022,1022,568,0
705051114,Tiwi,1007,777,6,56,NT ,63,7,70,971,1030,2515,0
