objectid_1,objectid,heritage_i,location_i,name,status,status_dat,owner_name,descr,site_name,loc_type,title,block_key,district_n,district_i,division_n,division_i,heritage_r,shape_leng,shape_length,shape_area
81,81,76,168,10 Gawler Crescent,Final Registration,,,Section 9 Block 6,,Historic,DEAKIN,0,CANBERRA CENTRAL,C,DEAKIN,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#deakin,284.42452950116405,284.42452950116405,3849.4805642449
82,82,76,168,10 Gawler Crescent,Final Registration,,,Section 9 Block 6,,Historic,DEAKIN,0,CANBERRA CENTRAL,C,DEAKIN,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#deakin,129.27380638382,129.27380638382,314.015712797613
83,83,76,168,10 Gawler Crescent,Final Registration,,,Section 9 Block 6,,Historic,DEAKIN,0,CANBERRA CENTRAL,C,DEAKIN,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#deakin,284.193040448177,284.193040448177,1904.7956404671802
114,114,216,138,Cater House,Final Registration,,,Section 32 Block 45,,Historic,RED HILL,0,CANBERRA CENTRAL,C,RED HILL,R,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#red_hill,162.01411242682,162.01411242682,1541.13166234541
85,85,78,170,Deakin Anticline,Final Registration,,,Section 36 Block 9,,Historic,DEAKIN,0,CANBERRA CENTRAL,C,DEAKIN,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#deakin,718.709516754192,718.709516754192,1805.2731801336802
86,86,77,169,11 Northcote Crescent,Nominated for Provisional Registration,,,Section 9 Block 8,,Historic,DEAKIN,0,CANBERRA CENTRAL,C,DEAKIN,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#deakin,217.216225905686,217.216225905686,2471.53517069936
1249,1249,1252,3150,UF 203,Final Registration,20050309.0,,,,Restricted,,110000000225,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,49860.6658648004,49860.6658648004,36235841.1361909
92,92,51,80,Bus Shelter,Nominated for Provisional Registration,,,"Class D: Arthur Circle, Monaro Crescent,, Stuart Street, , Barralier Street, and, outside Kingston Hotel,, Giles Street",,Historic,GRIFFITH,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,15.897314264446099,15.897314264446099,20.084712115556
93,93,342,315,Merry go round,Final Registration,,ACT GOVERNMENT,Garema Place,Merry go round,Historic,OBJECTS,0,CANBERRA CENTRAL,C,CITY,C,http://www.environment.act.gov.au/heritage/heritage_register/object_list,73.81280662431949,73.81280662431949,392.0
94,94,90,182,43 Melbourne Avenue,Nominated for Provisional Registration,,,Section 2 Block 3,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,214.73928107218399,214.73928107218399,2575.02770733432
95,95,1182,4503,58 Arthur Circle,Nominated for Provisional Registration,,,Section 42 Block 11,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,190.64534284180303,190.64534284180303,1955.98107128465
96,96,1181,4502,9 Ord Street,Nominated for Provisional Registration,,,Section 2 Block 13,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,208.167939284048,208.167939284048,2242.38614279849
97,97,92,184,Townhouses,Nominated for Provisional Registration,,,Section 11 Block 4,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,253.29703383461498,253.29703383461498,4288.44984356173
98,98,182,104,"Swinger Hill Stage 1 and 2, Cluster Housing",Final Registration,,,Section 63 Blocks 1-25,,Historic,PHILLIP,0,WODEN VALLEY,W,PHILLIP,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#phillip,736.5082336437201,736.5082336437201,22807.7929855391
112,112,408,405,Federal Capital Commission (FCC) Residence,Final Registration,,,Section 21 Block 12 (part),,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,130.928805464985,130.928805464985,1101.3270508578698
99,99,1271,4648,Blythburn Cottage Group Ploughlands,Nominated for Provisional Registration,,,Block 328 (part),,Historic,District of PADDYS RIVER,0,Various,V,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/v#various,2828.22170840802,2828.22170840802,419429.62508597295
100,100,102,194,"Booroomba inc Blythburn, Braeside & adjacent Ploughlands",Final Registration,,,Block 328 (part),,Historic,District of PADDYS RIVER,0,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,907.713760713652,907.713760713652,48633.7879957486
101,101,401,392,Burns Memorial,Final Registration,,,Section 18 Block 5,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,73.3326255550604,73.3326255550604,363.48590803790603
102,102,310,259,Braeside,Nominated for Provisional Registration,,,Block 328 (part),,Historic,District of PADDYS RIVER,0,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,265.07535564921903,265.07535564921903,4293.62356949483
103,103,1171,4484,"Buildings of the Former CS and IR Dickson Experiment Station, Downer Shops and Community Centre",Final Registration,,,"Section 61 Blocks 2,6 and 16",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,233.977377179119,233.977377179119,2680.39861409864
104,104,120,212,Northbourne Housing Precinct Representative Sample,Final Registration,,,"Section 1 Block 4, Section 12 Block 1, Section 6 Block 41",,Historic,DICKSON,0,CANBERRA CENTRAL,C,DICKSON,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dickson,292.36217928400504,292.36217928400504,4848.4438232314005
105,105,120,212,Northbourne Housing Precinct Representative Sample,Final Registration,,,"Section 1 Block 4, Section 12 Block 1, Section 6 Block 41",,Historic,DICKSON,0,CANBERRA CENTRAL,C,DICKSON,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dickson,451.60835481624605,451.60835481624605,9315.12796867698
115,115,63,155,"42, 44 and 46 Vasey Crescent",Final Registration,,,"Section 36 Blocks 9, 10 & 11",,Historic,CAMPBELL,0,CANBERRA CENTRAL,C,CAMPBELL,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#campbell,269.780654704568,269.780654704568,4517.83758014257
106,106,402,393,Trees of the Former CS&IR Experiment Station,Final Registration,,,"From the street kerb to the front property boundaries of: Section 34 Blocks 18-20, Section 36 Blocks 1-12, Section 41 Blocks 1-15, Section 42 Blocks 11-18, Section 43 Blocks 18-33, Section 44 Blocks 23-28, (Downer Shopping Centre) Sections 61& 73",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,2851.2388347118,2851.2388347118,8393.93724117074
107,107,402,393,Trees of the Former CS&IR Experiment Station,Final Registration,,,"From the street kerb to the front property boundaries of: Section 34 Blocks 18-20, Section 36 Blocks 1-12, Section 41 Blocks 1-15, Section 42 Blocks 11-18, Section 43 Blocks 18-33, Section 44 Blocks 23-28, (Downer Shopping Centre) Sections 61& 73",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,337.062408702413,337.062408702413,1148.40772576457
116,116,118,210,Dickson Library,Final Registration,,ACT Government,Section 30 Block 13,,Historic,DICKSON,0,CANBERRA CENTRAL,C,DICKSON,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#dickson,178.017002867438,178.017002867438,1981.07694283542
1250,1250,1252,3147,UF 195,Final Registration,20050309.0,,,,Restricted,,110000000225,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,49860.6658648004,49860.6658648004,36235841.1361909
108,108,402,393,Trees of the Former CS&IR Experiment Station,Final Registration,,,"From the street kerb to the front property boundaries of: Section 34 Blocks 18-20, Section 36 Blocks 1-12, Section 41 Blocks 1-15, Section 42 Blocks 11-18, Section 43 Blocks 18-33, Section 44 Blocks 23-28, (Downer Shopping Centre) Sections 61& 73",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,777.252000824584,777.252000824584,2745.55756980423
109,109,402,393,Trees of the Former CS&IR Experiment Station,Final Registration,,,"From the street kerb to the front property boundaries of: Section 34 Blocks 18-20, Section 36 Blocks 1-12, Section 41 Blocks 1-15, Section 42 Blocks 11-18, Section 43 Blocks 18-33, Section 44 Blocks 23-28, (Downer Shopping Centre) Sections 61& 73",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,470.244359975878,470.244359975878,1648.8209238276502
110,110,402,393,Trees of the Former CS&IR Experiment Station,Final Registration,,,"From the street kerb to the front property boundaries of: Section 34 Blocks 18-20, Section 36 Blocks 1-12, Section 41 Blocks 1-15, Section 42 Blocks 11-18, Section 43 Blocks 18-33, Section 44 Blocks 23-28, (Downer Shopping Centre) Sections 61& 73",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,717.39279231028,717.39279231028,2930.0205235815197
111,111,402,393,Trees of the Former CS&IR Experiment Station,Final Registration,,,"From the street kerb to the front property boundaries of: Section 34 Blocks 18-20, Section 36 Blocks 1-12, Section 41 Blocks 1-15, Section 42 Blocks 11-18, Section 43 Blocks 18-33, Section 44 Blocks 23-28, (Downer Shopping Centre) Sections 61& 73",,Historic,DOWNER,0,CANBERRA CENTRAL,C,DOWNER,D,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/d#downer,452.078137919376,452.078137919376,1967.7175937579102
117,117,138,230,de Quetteville Residence,Final Registration,,,Section 3 Block 29,,Historic,HUGHES,0,WODEN VALLEY,W,HUGHES,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hughes,129.814840383279,129.814840383279,961.2004049754061
1251,1251,1801,3145,UF 190,Final Registration,20050309.0,,,,Restricted,,110000000225,COREE,C,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#coree,49860.6658648004,49860.6658648004,36235841.1361909
119,119,1139,4419,Canberra Grammar School and Chapel,Final Registration,,,Section 6 Block 1,,Historic,,0,CANBERRA CENTRAL,C,RED HILL,R,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#red_hill,1714.5581968897598,1714.5581968897598,163718.353386896
120,120,403,394,Blandfordia 5 Housing Precinct,Final Registration,,,Section 23 Blocks 7-12,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,465.790570922769,465.790570922769,7348.780112570341
121,121,1148,4427,Canberra School of Art FACADE (old Canberra High School),Nominated for Provisional Registration,,,"Section 28 Blocks 5,10,13(part)",,Historic,,0,CANBERRA CENTRAL,C,CITY,C,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/c#city,107.943626456026,107.943626456026,495.75825862472703
122,122,459,465,Cuppacumbalong Woolshed Complex,Final Registration,,,"Block 315, 316",,Historic,District of PADDYS RIVER,0,PADDYS RIVER,P,,,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#paddys_river,1385.2848315353199,1385.2848315353199,74149.1346297304
123,123,51,189,Bus Shelter,Nominated for Provisional Registration,,,"Class A: Melbourne Avenue, Empire Circuit, Moresby Crescent, and Arthur Crescent, Class D: Empire Crescent, and, Tennyson Crescent",,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,19.566005919485,19.566005919485,30.4325648153892
124,124,51,189,Bus Shelter,Nominated for Provisional Registration,,,"Class A: Melbourne Avenue, Empire Circuit, Moresby Crescent, and Arthur Crescent, Class D: Empire Crescent, and, Tennyson Crescent",,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,19.862725940335398,19.862725940335398,31.3625877103481
126,126,213,135,RAIA Headquarters,Final Registration,,,Section 13 Block 1,,Historic,RED HILL,0,CANBERRA CENTRAL,C,RED HILL,R,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/r#red_hill,302.957143992497,302.957143992497,4239.59720953891
127,127,20,35,12 Marawa Place,Final Registration,,,Section 31 Block 6,12 Marawa Place,Historic,ARANDA,0,BELCONNEN,B,ARANDA,A,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/a#aranda,126.83819586463899,126.83819586463899,991.513688568768
128,128,1421,4761,Woden Cemetery,Final Registration,,,Section 109 Block 1,,Historic,PHILLIP,0,WODEN VALLEY,W,PHILLIP,P,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/p#phillip,1369.2249376826899,1369.2249376826899,119181.45669523
131,131,105,197,Wesley Uniting Church Complex,Nominated for Provisional Registration,,,Section 32 Block 1,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,606.557259806267,606.557259806267,25511.6087358437
135,135,461,451,Hall Village Heritage Precinct,Final Registration,,,"Section 1 Blocks 1-5, 8 & 10-18, Section 2 Blocks 3-12 & 15-17, Section 3 Blocks 2-7, 11, 12 & 14-18, Section 4 Blocks 2-9 &11-15, Section 5 Blocks 1-3 & 5-13, Section 6 Blocks 2, 3, 6 & 7, Section 7 Blocks 2-10, 14 & 15, Section 8 Blocks 1-4, 6-15 & 17,",,Historic,HALL,0,Various,V,HALL,H,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/h#hall,8318.654859576329,8318.654859576329,3801368.12125688
129,129,410,407,St Andrew's Church Precinct,Final Registration,,,Section 28 Block 1,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,661.166174149416,661.166174149416,23112.2856878481
130,130,104,196,"The Pines, 21 Furneaux Street",Nominated for Provisional Registration,,,Section 23 Block 7,,Historic,FORREST,0,CANBERRA CENTRAL,C,FORREST,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#forrest,145.77366749037301,145.77366749037301,1288.3731337506401
187,187,177,99,River Street,Nominated for Provisional Registration,,,"Section 6 Blocks 17, 18 & 19, Section 8 Blocks 1-5, 7 & 9",,Historic,OAKS ESTATE,0,JERRABOMBERRA,J,OAKS ESTATE,O,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/o#oaks_estate,140.871616765027,140.871616765027,1012.20684566797
132,132,153,75,Manuka Shopping Precinct,Nominated for Provisional Registration,,,"Section 1 Blocks 1-8, 12-23, 25, 26,, 27(pathways), 28 (lawns) and 29",,Historic,GRIFFITH,0,CANBERRA CENTRAL,C,GRIFFITH,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#griffith,573.708308693317,573.708308693317,19805.3166135682
133,133,1030,4323,Former Child Welfare Centre,Final Registration,,,Section 15 Block 16,,Historic,GRIFFITH,0,CANBERRA CENTRAL,C,GRIFFITH,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#griffith,275.26094811699,275.26094811699,3737.5677879880604
134,134,157,79,St Paul's Church,Final Registration,,,Section 39 Block 1,,Historic,GRIFFITH,0,CANBERRA CENTRAL,C,GRIFFITH,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#griffith,400.575810883431,400.575810883431,10808.742162304201
188,188,177,99,River Street,Nominated for Provisional Registration,,,"Section 6 Blocks 17, 18 & 19, Section 8 Blocks 1-5, 7 & 9",,Historic,OAKS ESTATE,0,JERRABOMBERRA,J,OAKS ESTATE,O,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/o#oaks_estate,140.874003702572,140.874003702572,1012.23089764013
136,136,412,412,Goldenholm Dairy,Final Registration,,,"Section 52 Block 3, Section 59 Block 5, 6 and 8, 9, 10, Section 73 Blocks 4, 5 and 6, Section 78 Block 1",,Historic,FYSHWICK,0,CANBERRA CENTRAL,C,FYSHWICK,F,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/f#fyshwick,9254.19306154975,9254.19306154975,1153496.26356097
137,137,413,409,Jerrabomberra Wetlands,Final Registration,,,"Section 38 Blocks 13, Section 66 Block 1, Section 67 Block 2 & 3(part), Section 68 Block 1, Section 74 Block 1(part), Section 77 Block 1",,Natural,FYSHWICK,0,CANBERRA CENTRAL,C,Various,V,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/,7795.07666973765,7795.07666973765,2082276.84772395
138,138,1184,4510,1 Astley Place,Final Registration,,,Section 16 Block 36,,Historic,GARRAN,0,WODEN VALLEY,W,GARRAN,G,http://www.environment.act.gov.au/heritage/heritage_register/register-by-place/g#garran,148.606903361061,148.606903361061,1351.83892001206
