cd_code,_urban_index_of_relative_socio_economic_advantage,rural_index_of_relative_socio_economic_advantage,index_of_relative_socio_economic_disadvantage,_index_of_economic_resources,index_of_education_and_occupation_,_seifa96_population,_state_code,_sd_code,_ssd_code,_lga_code,_sla_code,poa
1080310,897.2760000000001,,897.865,882.1089999999999,904.488,308,1,25,5,1800,1800,2450
1081602,,1056.758,1006.702,972.742,990.245,836,1,25,5,1800,1800,2450
1090704,928.3839999999999,,855.57,881.174,897.816,397,1,25,10,3750,3750,2443
1331106,952.462,,977.3710000000001,986.855,967.703,688,1,5,40,6250,6250,2115
1332908,943.5,,992.7589999999999,912.143,1078.605,515,1,5,40,6250,6250,2150
2041705,,888.153,990.645,982.012,919.857,238,2,50,15,6810,6811,3874
1080110,957.184,,849.0010000000001,881.461,874.5139999999999,833,1,25,5,1800,1800,2456
1080208,,1097.604,991.883,967.3760000000001,999.3760000000001,504,1,25,5,1800,1800,2450
1101702,929.1569999999999,,855.693,809.4889999999999,1007.165,182,1,10,5,5900,5901,2293
4041505,,841.997,1081.914,957.803,981.533,141,4,20,10,3430,3430,5302
1091012,957.4689999999999,,877.306,887.07,883.5369999999999,462,1,25,10,3350,3350,2427
1091013,,1048.2269999999999,972.76,924.4789999999999,1007.044,76,1,25,10,3350,3350,2427
1091806,956.041,,947.434,944.3610000000001,901.586,499,1,10,10,3400,3400,2428
1092412,,868.3380000000001,834.062,944.69,786.328,125,1,10,10,3400,3400,2423
1101401,1018.982,,1051.992,1020.0160000000001,1046.6860000000001,146,1,10,5,5900,5902,2291
3140904,869.064,,871.6560000000001,890.092,874.383,561,3,20,1,6900,6908,4350
1101905,1203.78,,1145.2830000000001,1178.6889999999999,1213.743,428,1,10,5,5900,5902,2291
1102006,994.808,,1040.053,1014.935,1062.298,329,1,10,5,5900,5902,2289
1110113,,1047.646,1025.233,1033.057,990.4989999999999,182,1,10,10,3050,3050,2422
1121202,1083.607,,1103.65,1116.5439999999999,1070.353,753,1,10,5,4650,4650,2282
1110504,1015.1089999999999,,1000.707,1045.788,955.5219999999999,576,1,10,5,5050,5050,2320
1110811,1057.7730000000001,,1072.413,1098.345,1048.796,787,1,10,5,5050,5050,2323
1121412,907.2080000000001,,955.84,971.3330000000001,917.693,574,1,10,5,4650,4650,2285
8013606,1047.0330000000001,,1053.529,866.482,1236.674,199,8,5,5,9399,639,2612
1111415,972.7410000000001,,966.775,967.72,949.299,449,1,10,5,6400,6400,2315
1121608,996.0260000000001,,1040.0839999999998,1018.7710000000001,992.1260000000001,499,1,10,5,4650,4650,2290
1420501,878.289,,951.745,898.02,998.082,370,1,5,5,5200,5200,2203
1111809,926.326,,926.202,946.827,902.836,487,1,10,5,5050,5050,2323
1120709,998.53,,972.447,961.637,1002.632,609,1,10,5,4650,4650,2267
1161504,970.923,,1012.4889999999999,895.207,1066.5330000000001,368,1,50,10,7750,7750,2650
1421009,905.543,,956.42,946.8739999999999,1002.0139999999999,357,1,5,5,5200,5200,2042
1421108,1088.242,,1075.1860000000001,998.5219999999999,1189.54,194,1,5,5,5200,5200,2042
1122007,955.291,,865.477,935.01,888.4580000000001,767,1,10,5,4650,4650,2290
1140201,,926.566,919.818,928.7510000000001,850.076,531,1,40,15,1400,1403,2865
1140610,1157.042,,1139.701,1196.317,1095.069,311,1,40,5,6150,6150,2800
1142006,,942.4630000000001,1025.464,972.472,947.7719999999999,264,1,40,10,6100,6100,2787
1280808,977.697,,1040.646,1064.488,995.711,637,1,5,45,6350,6350,2750
1142403,952.2639999999999,,925.887,973.2760000000001,911.692,433,1,40,10,3300,3300,2790
1150410,,905.768,1052.065,971.4,993.6419999999999,260,1,40,15,8100,8100,2810
1151205,934.413,,980.08,1003.909,920.2560000000001,571,1,50,10,4300,4300,2663
1151504,,925.773,1002.52,946.627,938.8860000000001,316,1,45,10,3700,3700,2585
1151708,,917.947,1000.632,936.4960000000001,957.51,250,1,40,15,2350,2350,2793
1151805,890.199,,834.768,893.81,846.577,425,1,40,15,2350,2350,2794
1152505,,989.578,1013.704,966.732,986.416,371,1,50,10,7500,7500,2730
1152906,,959.439,945.4110000000001,882.579,1014.187,96,1,55,10,7450,7450,2653
1160601,,1033.596,1070.4669999999999,1030.504,989.1139999999999,119,1,55,5,50,50,2640
1160607,957.319,,1036.156,1002.24,981.498,603,1,55,5,50,50,2641
1280906,945.4889999999999,,930.9639999999999,963.2710000000001,972.2639999999999,678,1,5,45,6350,6350,2747
1430101,1054.132,,1135.96,1049.013,1180.931,433,1,5,10,6550,6550,2031
1161912,1031.435,,1060.474,1034.72,1037.2269999999999,546,1,50,10,7750,7750,2650
1162102,,1191.36,1074.218,1089.316,1077.008,154,1,50,10,7750,7750,2650
1162210,,911.45,1042.599,1001.311,977.052,258,1,50,10,7750,7750,2652
1171602,1015.275,,1007.457,977.388,995.076,488,1,45,15,550,550,2548
1250304,1084.897,,1117.15,1134.377,1112.635,728,1,5,60,4000,4000,2081
1170507,,1407.4660000000001,1202.201,1293.767,1207.06,230,1,45,5,8650,8651,2620
1170904,975.549,,1053.282,971.802,991.217,326,1,45,20,2050,2050,2630
1180314,,1130.153,1112.649,1030.223,1076.578,311,1,15,5,4400,4400,2534
1340114,824.1210000000001,,908.566,852.8660000000001,941.2719999999999,463,1,5,40,200,200,2144
1180512,1038.393,,1056.097,1043.655,1028.138,673,1,15,10,6950,6950,2541
1181702,917.193,,860.334,826.199,899.4789999999999,287,1,45,15,2750,2750,2536
1190405,937.576,,958.697,934.8889999999999,976.421,310,1,15,5,8450,8450,2516
1190801,963.829,,945.197,969.418,983.967,725,1,15,5,8450,8450,2519
1192002,906.7819999999999,,865.975,931.7280000000001,844.737,547,1,15,5,8450,8450,2505
1192004,908.677,,840.6160000000001,882.247,887.8689999999999,143,1,15,5,8450,8450,2502
1201614,957.0219999999999,,1017.31,1043.899,964.6010000000001,886,1,5,30,8400,8400,2571
1210906,981.293,,983.821,1023.69,947.887,556,1,5,70,8550,8550,2259
1211010,1065.744,,1026.105,1043.255,1038.735,256,1,5,70,8550,8550,2259
1250609,953.176,,1022.307,1003.488,1059.106,407,1,5,60,4000,4000,2077
4100203,854.658,,814.2330000000001,883.543,822.413,700,4,5,10,6020,6020,5017
1220603,1066.697,,1071.96,1087.761,1073.893,639,1,5,70,3100,3100,2250
1220604,977.2760000000001,,958.0989999999999,1003.952,942.171,492,1,5,70,3100,3100,2250
1220706,1094.482,,1073.3210000000001,1117.482,1047.833,693,1,5,70,3100,3100,2251
1222206,927.2919999999999,,928.815,953.683,907.819,528,1,5,70,3100,3100,2251
1230112,,1158.558,1073.095,1085.867,1043.737,439,1,5,45,3800,3800,2758
1272607,1022.7739999999999,,1072.379,1098.681,1023.748,822,1,5,50,750,750,2147
1272806,1026.376,,1083.032,1120.6589999999999,1030.503,604,1,5,50,750,750,2762
1230811,,1218.507,1069.384,953.57,1117.2069999999999,227,1,5,45,900,900,2786
1241305,1254.537,,1166.1019999999999,1247.104,1141.205,736,1,5,65,8000,8000,2086
1240306,1121.8310000000001,,1130.489,1128.278,1123.753,584,1,5,65,6370,6370,2107
1240504,1150.538,,1138.619,1171.861,1117.285,696,1,5,65,6370,6370,2106
1241006,939.1610000000001,,1103.78,1018.508,1092.1689999999999,409,1,5,65,8000,8000,2097
1242608,952.732,,1020.8430000000001,980.888,1023.648,476,1,5,65,8000,8000,2093
1330503,973.904,,943.66,958.301,1024.09,651,1,5,40,6250,6250,2151
3030404,929.9789999999999,,966.3710000000001,928.1410000000001,946.947,967,3,50,10,4850,4850,4880
1261103,1169.422,,1136.61,1238.641,1101.464,567,1,5,50,500,500,2151
1261307,1031.697,,1037.712,1011.0039999999999,1082.884,502,1,5,50,500,500,2118
1270303,848.9639999999999,,772.577,824.895,851.677,832,1,5,50,750,750,2770
1271706,920.01,,910.2230000000001,932.7230000000001,929.1089999999999,520,1,5,50,750,750,2147
1272211,960.663,,1008.653,1020.8910000000001,1021.684,536,1,5,50,750,750,2148
3030907,,924.704,853.665,938.9639999999999,852.992,144,3,50,10,3100,3100,4871
3031204,,814.177,919.9119999999999,925.117,863.2610000000001,156,3,45,15,2700,2700,4816
1290610,884.7330000000001,,858.118,874.329,926.5210000000001,820,1,5,25,4900,4900,2170
1291109,956.784,,1098.004,1081.989,1051.2089999999998,635,1,5,25,4900,4900,2173
1291313,1056.25,,1048.095,1094.996,1013.625,889,1,5,25,4900,4900,2170
1391101,1262.381,,1183.5339999999999,1243.193,1210.259,462,1,5,55,5950,5950,2090
1300604,973.408,,1082.747,1097.5230000000001,1027.719,642,1,5,30,1500,1500,2560
1300902,954.279,,991.203,1045.4080000000001,943.3789999999999,759,1,5,30,1500,1500,2560
1301311,896.812,,874.166,884.6010000000001,981.278,429,1,5,30,1500,1500,2167
1301501,947.7289999999999,,1028.18,1013.7080000000001,1010.4889999999999,451,1,5,30,1500,1500,2564
1310310,1057.094,,1089.411,1135.476,1037.508,622,1,5,15,7150,7150,2233
1312306,1118.039,,1134.864,1226.965,1109.002,571,1,5,15,7150,7150,2232
1330810,1189.2930000000001,,1132.116,1193.356,1141.0430000000001,859,1,5,40,6250,6250,2117
1251509,939.06,,1030.576,905.072,1084.378,529,1,5,60,4000,4000,2077
1312506,1114.287,,1107.764,1209.555,1050.965,854,1,5,15,7150,7150,2233
1312601,1116.428,,1079.288,1109.05,1088.6889999999999,692,1,5,15,7150,7150,2224
1320301,929.699,,877.797,940.61,910.541,779,1,5,25,2850,2850,2176
1320312,991.4689999999999,,988.919,1038.142,966.97,1089,1,5,25,2850,2850,2176
1321411,818.8430000000001,,814.707,879.3389999999999,857.5989999999999,346,1,5,25,2850,2850,2166
1332801,1068.127,,1084.531,1129.805,1037.262,504,1,5,40,6250,6250,2146
1340211,920.319,,931.456,891.6410000000001,989.238,439,1,5,40,200,200,2141
1340513,818.554,,863.66,838.9910000000001,902.09,654,1,5,40,200,200,2144
1341602,928.8919999999999,,956.732,965.4789999999999,938.6389999999999,639,1,5,20,350,350,2200
1342209,1002.2230000000001,,1014.5169999999999,1033.3519999999999,984.8480000000001,623,1,5,20,350,350,2213
1351503,922.424,,927.836,937.373,944.523,420,1,5,20,1550,1550,2192
1351508,933.645,,962.325,968.808,973.953,594,1,5,20,1550,1550,2194
1361501,988.7869999999999,,1039.546,1039.537,1053.9,648,1,5,15,4450,4450,2218
1362004,1024.068,,1026.873,1103.508,996.448,590,1,5,15,6650,6650,2207
1370411,1278.745,,1174.0330000000001,1236.844,1198.526,447,1,5,60,4500,4500,2076
3222107,1042.664,,1060.122,1053.065,1044.322,239,3,5,5,1000,1446,4012
1371201,1272.603,,1188.655,1279.323,1246.225,361,1,5,60,4500,4500,2071
1380905,988.435,,1122.243,922.1410000000001,1181.877,479,1,5,55,6700,6700,2113
1381207,1040.173,,1081.327,1070.665,1091.875,693,1,5,55,6700,6700,2112
1381306,1190.941,,1125.1960000000001,1193.642,1162.482,430,1,5,55,6700,6700,2111
1382212,1076.44,,1099.518,1049.172,1162.795,623,1,5,55,8250,8250,2067
1382411,1133.997,,1080.549,1114.22,1118.233,611,1,5,55,8250,8250,2067
1391308,1056.729,,1089.484,1034.2269999999999,1151.167,511,1,5,55,5350,5350,2088
1431702,1067.325,,1068.818,1114.879,1041.5919999999999,896,1,5,10,6550,6550,2036
1382508,1334.6429999999998,,1156.603,1279.008,1151.644,599,1,5,55,8250,8250,2069
1382708,1249.383,,1180.1689999999999,1256.692,1211.351,818,1,5,55,8250,8250,2064
1390512,1176.858,,1148.866,1057.913,1217.5430000000001,361,1,5,55,5950,5950,2061
1390701,1073.608,,1135.628,1002.7439999999999,1187.219,416,1,5,55,5950,5950,2060
1390704,1125.292,,1153.81,1123.809,1215.375,343,1,5,55,5950,5950,2060
1390913,1147.505,,1151.947,1088.625,1222.629,540,1,5,55,5950,5950,2090
1391006,1124.287,,1146.583,1078.7730000000001,1211.884,331,1,5,55,5950,5950,2090
1413204,1102.955,,1125.63,1046.249,1204.328,357,1,5,5,4800,4800,2037
1391405,1260.871,,1182.514,1198.147,1214.157,591,1,5,55,5350,5350,2088
1400909,989.209,,1016.409,955.74,1116.328,380,1,5,5,7070,7070,2016
1401308,922.9580000000001,,990.747,867.165,1089.183,494,1,5,5,7070,7070,2010
1411108,887.8639999999999,,1039.356,876.1389999999999,1117.993,300,1,5,35,1300,1300,2134
1411109,984.9830000000001,,1015.8960000000001,951.0360000000001,1089.6989999999998,663,1,5,35,1300,1300,2134
1411705,1108.729,,1043.05,1122.7060000000001,1078.772,736,1,5,35,150,150,2045
1412101,1140.309,,1189.71,1105.211,1203.748,172,1,5,35,2550,2550,2047
1412102,1155.432,,1118.953,1175.579,1160.4389999999999,419,1,5,35,2550,2550,2047
1412201,1095.45,,1069.6660000000002,1110.721,1107.012,724,1,5,35,2550,2550,2047
1412303,1064.999,,1068.233,1070.782,1109.66,342,1,5,5,4800,4800,2040
1412311,1061.691,,1048.025,1033.318,1141.614,537,1,5,5,4800,4800,2040
1412613,995.373,,985.175,850.01,1155.622,401,1,5,5,4800,4800,2041
1431709,1085.498,,1065.498,1103.64,1048.992,869,1,5,10,6550,6550,2036
1441201,1115.392,,1119.609,1112.702,1160.0819999999999,672,1,5,10,8050,8050,2030
1441305,1275.223,,1165.204,1277.657,1195.891,319,1,5,10,8050,8050,2030
1441708,999.2289999999999,,1065.999,912.518,1142.53,312,1,5,10,8050,8050,2026
1442109,1030.008,,1088.26,991.355,1147.329,378,1,5,10,8050,8050,2024
7013203,817.4110000000001,,840.811,849.321,920.952,778,7,5,10,2800,2808,830
7014004,920.8710000000001,,1020.18,942.39,1051.229,488,7,10,25,9399,2409,880
7020401,,1153.516,1113.182,1053.244,1053.036,351,7,10,40,200,203,872
3010402,1003.448,,1110.391,1066.075,1057.87,328,3,50,10,2500,2504,4874
3010501,,872.005,626.026,736.826,847.42,778,3,50,10,250,250,4871
4101606,950.784,,894.88,1012.455,872.5419999999999,272,4,5,10,2670,2670,5023
3010902,,1027.0330000000001,996.802,983.086,949.362,568,3,50,10,2800,2800,4873
3011303,900.1519999999999,,952.829,932.2410000000001,948.534,837,3,50,5,2060,2076,4870
3011310,901.2189999999999,,960.388,960.6439999999999,934.451,572,3,50,5,2060,2065,4870
3011408,1067.836,,1097.61,1092.565,1088.704,570,3,50,5,2060,2068,4870
3012103,902.076,,1026.438,1027.238,954.811,1155,3,50,5,2060,2074,4868
3020103,,919.427,774.1,827.758,854.192,221,3,50,10,2600,2600,4871
3021104,,797.2639999999999,916.143,924.1410000000001,837.798,162,3,55,5,4800,4800,4823
3040104,860.0269999999999,,854.3610000000001,900.447,829.005,537,3,50,10,2200,2200,4854
3041013,,1237.381,1097.545,1097.663,1050.03,139,3,45,10,6800,6804,4817
3051105,,1026.4669999999999,998.9580000000001,1026.927,939.273,306,3,40,10,4760,4765,4741
3062006,,1101.825,1027.528,1034.153,997.2769999999999,836,3,30,15,4550,4550,4702
3070112,,1045.156,955.435,989.383,919.4630000000001,477,3,30,10,2100,2101,4680
3071710,950.635,,937.8439999999999,931.24,864.0369999999999,351,3,15,10,4000,4000,4660
2290608,1158.2069999999999,,1124.37,1029.576,1243.241,423,2,5,5,7350,7351,3054
3070709,,920.373,799.212,857.878,800.059,210,3,15,10,5100,5100,4677
3070901,995.687,,1005.863,994.6389999999999,968.1139999999999,958,3,15,5,1810,1810,4670
3071011,1006.185,,1064.913,1014.773,1056.563,516,3,15,5,1980,1981,4670
3072408,,888.915,1005.183,913.809,899.6030000000001,246,3,15,10,3300,3300,4625
3081711,945.915,,984.1139999999999,958.533,941.268,505,3,20,5,2650,2650,4405
3090205,,905.24,932.4069999999999,919.6610000000001,871.816,81,3,35,5,450,450,4480
3111901,957.8389999999999,,1010.3610000000001,969.654,993.428,518,3,10,15,4900,4905,4573
2290804,779.14,,552.163,675.4110000000001,814.488,524,2,5,5,4600,4602,3053
3091002,,834.25,932.176,897.503,874.683,138,3,25,5,300,300,4487
3100807,,925.762,836.81,886.5269999999999,823.482,813,3,15,10,6850,6850,4570
3120501,910.064,,872.202,875.5239999999999,879.3860000000001,672,3,5,20,2000,2002,4507
3120510,936.322,,904.66,938.1519999999999,889.824,297,3,5,20,2000,2002,4507
3121215,1161.236,,1092.6889999999999,1188.116,1055.099,687,3,5,45,6200,6206,4020
3100903,959.9730000000001,,928.0039999999999,933.217,938.048,484,3,15,10,2530,2535,4570
3100910,920.185,,883.809,936.872,853.3660000000001,504,3,15,10,2530,2535,4570
3111314,,838.939,851.1289999999999,875.9910000000001,758.597,168,3,10,15,2130,2133,4551
3121706,898.055,,899.938,933.0360000000001,874.442,430,3,5,45,6200,6204,4019
3130101,,858.847,925.555,907.302,925.158,44,3,10,20,3050,3050,4306
3130702,976.1410000000001,,1042.118,1070.003,980.982,802,3,5,25,3960,3962,4305
3131305,834.0830000000001,,822.387,848.2610000000001,884.321,500,3,5,25,3960,3965,4303
3140105,,1073.99,972.102,997.2689999999999,891.143,945,3,10,20,4450,4450,4341
3140603,946.818,,968.2589999999999,964.837,966.697,567,3,20,1,6900,6901,4350
3141205,833.6060000000001,,764.857,744.695,859.5110000000001,198,3,20,1,6900,6903,4350
3141703,,1066.86,1046.0910000000001,1060.738,991.15,381,3,20,5,4200,4200,4350
3141909,893.985,,972.9060000000001,1007.061,882.9780000000001,1362,3,20,5,6450,6450,4400
3150207,,866.297,1043.822,1022.178,927.0039999999999,234,3,20,5,6050,6050,4356
3160511,977.693,,1023.755,1064.4569999999999,960.1619999999999,623,3,10,5,3460,3543,4210
3150603,,979.3510000000001,987.827,964.943,930.4119999999999,556,3,20,5,6600,6600,4380
3151212,,943.691,960.836,938.74,902.698,580,3,10,20,800,800,4310
2291106,1191.33,,1166.692,1101.307,1198.055,648,2,5,5,4600,4602,3002
3161103,949.4169999999999,,980.42,950.423,988.81,495,3,10,5,3460,3575,4216
3161503,881.87,,876.798,876.893,921.905,385,3,10,5,3460,3553,4215
3161604,840.6489999999999,,827.9010000000001,819.7080000000001,862.803,777,3,10,5,3460,3553,4215
3162308,1039.69,,1112.8,1034.983,1142.235,168,3,10,5,3460,3555,4217
3162503,880.67,,863.382,835.2230000000001,1029.122,187,3,10,5,3460,3587,4217
3162615,946.029,,1079.64,900.813,1064.377,184,3,10,5,3460,3587,4217
3170101,892.539,,831.459,866.565,841.706,902,3,10,5,3460,3573,4221
3170102,924.1189999999999,,930.096,915.6080000000001,967.288,560,3,10,5,3460,3573,4221
3170608,1002.817,,1000.4689999999999,1040.374,982.5169999999999,377,3,10,5,3460,3515,4218
3190306,1223.866,,1175.816,1161.539,1234.901,554,3,5,5,1000,1151,4011
3222202,1026.694,,1046.382,984.799,1070.157,429,3,5,5,1000,1446,4012
3180310,,1231.427,1118.275,1218.6989999999998,1070.51,967,3,5,40,5950,5983,4037
3180709,1001.6,,1047.644,1088.617,992.0880000000001,775,3,5,40,5950,5957,4500
3180713,941.393,,1022.74,1052.708,952.1260000000001,833,3,5,40,5950,5976,4500
3181705,1001.065,,998.1469999999999,1006.291,990.904,242,3,5,5,1000,1078,4017
3182301,992.597,,981.0169999999999,977.183,979.326,679,3,5,5,1000,1556,4034
3190710,910.0369999999999,,909.748,855.785,1029.608,359,3,5,5,1000,1026,4007
3192002,1050.372,,1081.6760000000002,1015.1339999999999,1138.618,311,3,5,5,1000,1481,4059
3192006,1123.354,,1102.197,1063.039,1166.425,421,3,5,5,1000,1481,4059
3200303,1077.44,,1021.801,990.832,1014.1389999999999,303,3,5,5,1000,1637,4178
3203005,969.798,,992.204,1002.2719999999999,951.8689999999999,586,3,5,50,6250,6273,4165
3222007,980.696,,1008.602,981.137,997.2810000000001,477,3,5,5,1000,1604,4012
3203402,1033.952,,926.3839999999999,867.445,1016.701,152,3,5,50,6250,6283,4184
3210106,1224.545,,1154.495,1325.224,1124.7930000000001,85,3,5,5,1000,1525,4101
3210601,901.559,,848.578,811.654,970.072,1287,3,5,5,1000,1631,4102
3210808,880.4810000000001,,831.8539999999999,771.78,995.008,297,3,5,5,1000,1195,4169
3211014,1135.953,,1124.441,1080.303,1162.8980000000001,519,3,5,5,1000,1157,4151
3211102,1015.312,,1065.125,1020.875,1077.178,571,3,5,5,1000,1097,4152
3212012,1213.329,,1142.96,1198.65,1129.1660000000002,733,3,5,5,1000,1108,4152
3220907,1017.1289999999999,,1007.3389999999999,1031.117,989.775,696,3,5,5,1000,1536,4053
3222001,985.308,,1038.095,1017.548,1012.4639999999999,913,3,5,5,1000,1604,4012
1320611,908.01,,871.7280000000001,882.065,933.061,271,1,5,25,2850,2850,2165
3222304,1053.708,,1039.613,1057.37,1047.853,486,3,5,5,1000,1435,4013
3230605,1109.253,,1112.861,1118.152,1132.765,601,3,5,5,1000,1031,4060
3231710,1064.14,,1043.817,921.798,1213.692,408,3,5,5,1000,1506,4067
3232310,1265.682,,1163.938,1230.776,1220.475,307,3,5,5,1000,1127,4069
3241502,1154.7,,1165.563,1083.917,1205.7089999999998,177,3,5,5,1000,1563,4121
3251007,959.3860000000001,,1033.1680000000001,1068.5430000000001,951.887,367,3,5,30,4600,4601,4118
3251106,919.48,,927.576,952.813,897.0880000000001,956,3,5,30,4600,4618,4131
3251902,852.566,,873.334,922.414,866.625,1165,3,5,30,4600,4623,4132
3252010,899.933,,1023.177,990.475,946.3,636,3,5,30,4600,4601,4118
4111508,1319.781,,1194.066,1239.661,1212.241,727,4,5,15,8260,8260,5081
4120401,,1207.472,1113.88,1089.632,1111.982,351,4,5,15,1610,1610,5134
4011104,,905.345,1131.7939999999999,1061.109,1011.235,117,4,35,20,4830,4830,5482
4011204,951.6080000000001,,967.674,970.585,921.4680000000001,879,4,35,20,6090,6090,5710
4020101,,935.107,1038.479,1002.117,942.362,266,4,30,10,1010,1010,5690
4030903,982.212,,977.698,951.6060000000001,947.8739999999999,772,4,10,5,3010,3010,5373
4040810,942.1619999999999,,977.863,929.687,969.051,461,4,20,5,420,420,5343
4041703,,868.802,969.497,927.6139999999999,949.936,195,4,20,10,3080,3080,5307
4050208,961.227,,973.698,973.171,925.574,576,4,25,5,7630,7630,5267
1330213,1028.726,,1056.742,1067.525,1027.937,754,1,5,40,6250,6250,2146
4020405,,855.3489999999999,1038.553,945.4830000000001,949.87,289,4,30,5,3570,3570,5650
4021103,1020.0880000000001,,1038.345,1020.572,1016.813,583,4,35,5,8540,8540,5600
4051207,840.709,,729.765,840.992,771.357,356,4,25,10,4200,4200,5280
4060302,,1077.246,1052.011,1019.035,1021.683,498,4,10,15,5320,5320,5139
4060404,,1039.098,1015.3480000000001,1013.709,966.279,389,4,10,5,4760,4760,5236
4061005,,1198.24,1097.388,1126.886,1070.7910000000002,461,4,10,15,4550,4550,5250
4061014,,1088.302,902.052,940.852,893.09,194,4,10,15,4550,4550,5254
4061604,,926.947,1040.691,906.062,971.173,388,4,20,10,4130,4130,5264
4061802,,965.307,993.5360000000001,975.507,942.405,313,4,10,20,6230,6230,5214
4062105,,1075.865,1019.836,994.865,998.1139999999999,180,4,10,20,8750,8750,5204
4071005,1030.7069999999999,,1081.984,1018.922,1093.673,248,4,5,20,4340,4340,5041
4071904,1187.847,,1140.345,1114.536,1210.894,371,4,5,15,7350,7350,5152
4100510,1030.657,,1028.097,1025.032,1045.677,556,4,5,10,6020,6020,5019
4130212,1026.923,,1086.005,1109.265,1042.611,1009,4,5,5,7700,7700,5127
4080102,1094.356,,1109.365,1113.271,1086.729,797,4,5,20,2450,2450,5159
4080306,970.341,,1054.502,1076.358,997.556,452,4,5,20,2450,2450,5159
4080607,1021.6510000000001,,1089.614,1099.58,1062.472,599,4,5,20,5250,5250,5159
4080710,946.6360000000001,,1007.538,1026.162,961.5010000000001,658,4,5,20,5250,5250,5162
4081009,817.125,,805.919,824.8810000000001,839.3910000000001,618,4,5,20,5250,5250,5162
