cd_code,state_,_seifa86_population_,index_of_relative_socio_economic_disadvantage_,_index_of_economic_resources_,index_of_education_and_occupation_,sla_,sla_name_,postal_areas_,state_name
1040503,1,460,1030.1777,1024.272,1031.9675,5300,Moree Plains (S),2400,New South Wales
1040606,1,976,870.3845,958.83234,881.6014,5300,Moree Plains (S),2400,New South Wales
6040611,6,288,1120.0022,1131.2483,1096.6367,2501,Kingborough (M) - Pt A,7153,Tasmania
1040703,1,325,891.6242699999999,950.45355,784.22876,5300,Moree Plains (S),2399,New South Wales
5070112,5,563,1123.8304,1154.8085,1133.3525,4200,Kalamunda (S),6076,Western Australia
5070207,5,528,1116.0646,1125.6649,1063.3081,4200,Kalamunda (S),6058,Western Australia
2090405,2,803,1002.0919,937.5137300000001,978.842,3200,Hamilton (C),3300,Victoria
3040504,3,692,1020.6002,1057.9105,971.5507,6831,Thuringowa (C) - Pt B,4810,Queensland
4040507,4,504,965.27167,906.2412,942.5595,210,Barmera (DC),5345,South Australia
6040510,6,619,1127.6876,1113.3984,1103.8622,2501,Kingborough (M) - Pt A,7152,Tasmania
6040602,6,43,1146.1128,1073.818,1135.3645,2501,Kingborough (M) - Pt A,7150,Tasmania
2040605,2,445,924.2413300000001,868.5134,954.4208,400,Bairnsdale (T),3875,Victoria
5070209,5,923,1096.4436,1122.8414,1012.8148,4200,Kalamunda (S),6058,Western Australia
3090405,3,26,1082.9948,1063.3685,876.2597699999999,6150,Quilpie (S),4474,Queensland
1040706,1,188,1062.0634,1022.6028,969.9291400000001,5300,Moree Plains (S),2398,New South Wales
4040706,4,533,994.29095,937.2917,905.7974,3780,Loxton (DC),5333,South Australia
3040710,3,685,894.9281599999999,939.3074300000001,902.9406,6807,Thuringowa (C) - Pt A Bal,4815,Queensland
4040802,4,901,991.3422,972.59845,856.83777,8120,Waikerie (DC),5322,South Australia
5040802,5,140,1088.0104,944.27313,981.21906,3710,Goomalling (S),6460,Western Australia
5131004,5,409,1009.1049,999.6831699999999,984.30005,7911,Stirling (C) - Central,6060,Western Australia
4040805,4,611,955.30725,915.44244,891.15094,8120,Waikerie (DC),5330,South Australia
4040810,4,388,958.7327,894.2738,894.8543,8120,Waikerie (DC),5330,South Australia
6040901,6,377,1133.7032,1131.3406,1115.7825,800,Clarence (M),7170,Tasmania
5040903,5,260,1096.0422,1077.3961,958.3243,2940,Dowerin (S),6461,Western Australia
1041002,1,121,1020.9389,950.7222,966.6260000000001,700,Bingara (S),2404,New South Wales
6041003,6,784,1122.5662,1097.7294,1106.2572,800,Clarence (M),7018,Tasmania
2041006,2,590,1064.0443,1028.3853,1022.2985,4360,Maffra (S),3860,Victoria
3041012,3,628,888.86255,895.14044,894.67255,7053,West End,4810,Queensland
5041103,5,163,1047.4977,1056.3899,932.3212,8400,Trayning (S),6488,Western Australia
3041108,3,673,920.93036,939.2731,989.538,7061,Townsville (C) Bal,4812,Queensland
4051207,4,479,1036.85,998.1503,967.79156,4550,Mount Barker (DC),5201,South Australia
6041111,6,206,1148.5739,1103.2162,1119.3904,800,Clarence (M),7018,Tasmania
2041202,2,588,1025.2904,980.058,1043.7201,6520,Sale (C),3850,Victoria
6041204,6,820,1012.9462,1047.1709,949.47675,800,Clarence (M),7018,Tasmania
2041206,2,387,897.24097,837.1028,1007.6458,6520,Sale (C),3850,Victoria
2041606,2,260,1083.6162,1001.9295,1000.7909,40,Alberton (S),3874,Victoria
2041402,2,453,1085.0249,1059.847,990.10565,6360,Rosedale (S),3854,Victoria
6041403,6,478,1057.9744,1002.706,1054.5049,800,Clarence (M),7015,Tasmania
3041405,3,1029,994.7727,879.6814,995.6492300000001,7023,Heatley,4814,Queensland
2041703,2,721,1001.4045,953.7658,953.8742,40,Alberton (S),3971,Victoria
4041703,4,361,1064.1084,1010.2385,926.6088,1400,Coonalpyn Downs (DC),5265,South Australia
1041705,1,460,1027.7145,1002.7056,992.2253,5750,Narrabri (S),2390,New South Wales
5131409,5,610,1050.9071,1034.1056,1048.2910000000002,7912,Stirling (C) - West,6018,Western Australia
4041504,4,404,1022.9056,979.3994,902.21014,4130,Meningie (DC),5264,South Australia
5041505,5,99,1029.5175,988.6003400000001,978.8438,4410,Kellerberrin (S),6410,Western Australia
3041507,3,993,1032.8467,1022.6202,1048.7411,7007,Cranbrook,4814,Queensland
5070303,5,681,1123.4479,1143.9541,1122.8356,4200,Kalamunda (S),6076,Western Australia
2090407,2,777,1065.3219,1002.3138,1026.9753,3200,Hamilton (C),3300,Victoria
1041706,1,268,1028.0815,1017.8865,943.5252,5750,Narrabri (S),2382,New South Wales
5042004,5,301,1056.9203,963.1684,990.0587,9730,York (S),6302,Western Australia
5090501,5,771,1123.5475,1137.3457,1151.0684,5320,Melville (C),6156,Western Australia
2281706,2,437,1044.4205,1044.2681,1119.9181,1160,Brighton (C),3186,Victoria
2041803,2,256,1059.3125,1003.8752,935.6246,6840,South Gippsland (S),3967,Victoria
5041911,5,632,1005.5707,921.84064,938.30835,6650,Northam (T),6401,Western Australia
4042002,4,381,1058.3937,973.5805,916.54626,5180,Naracoorte (DC),5262,South Australia
5042003,5,101,1092.0189,993.4978,895.26807,9730,York (S),6380,Western Australia
5043201,5,594,1003.2811,929.7239400000001,948.6216400000001,6440,Narrogin (T),6312,Western Australia
4043308,4,474,1009.2507,966.3968,978.07935,4620,Mount Gambier (C),5290,South Australia
4043310,4,314,972.1453,975.2594,880.4152,4620,Mount Gambier (C),5290,South Australia
2220202,2,642,1119.8282,1120.1057,1167.5977,6560,Sandringham (C),3191,Victoria
4042005,4,304,1079.6892,1014.8217,956.9665,5180,Naracoorte (DC),5271,South Australia
1042102,1,656,932.80066,890.5179,887.15906,2100,Coonabarabran (S),2396,New South Wales
2042204,2,267,1118.3492,1033.2168,1025.4471,8280,Woorayl (S),3996,Victoria
4042706,4,222,1016.5253,974.8932,926.1778,4200,Millicent (DC),5280,South Australia
1042803,1,771,971.73865,969.2191,921.4024,6800,Scone (S),2337,New South Wales
4043408,4,704,1002.3389,969.76996,936.7611,4620,Mount Gambier (C),5290,South Australia
4043003,4,498,1046.451,1001.3364,904.1696,6370,Port MacDonnell (DC),5291,South Australia
5043101,5,147,1090.8835,1023.6471,960.6106599999999,6510,Narrogin (S),6312,Western Australia
4043104,4,588,1085.4435,1049.1394,981.46765,4690,Mount Gambier (DC),5291,South Australia
5043904,5,600,908.6156599999999,885.9409,882.6637,8610,Wagin (S),6315,Western Australia
5044401,5,299,1052.8177,980.58765,949.07556,4130,Jerramungup (S),6337,Western Australia
5044601,5,253,1082.5977,1027.8884,973.62085,1050,Broomehill (S),6318,Western Australia
5044702,5,302,1026.661,959.5262,946.0077,4550,Kojonup (S),6395,Western Australia
1071103,1,490,977.5445,1003.9431,964.8728,1350,Byron (S),2481,New South Wales
5044901,5,167,1008.5485,1045.2096,939.8477,2240,Cranbrook (S),6395,Western Australia
5045002,5,204,1042.2799,1000.9619,927.7571,7210,Plantagenet (S),6324,Western Australia
5045004,5,379,1050.6807,1000.2111,906.7793,7210,Plantagenet (S),6324,Western Australia
1050101,1,176,861.74365,866.0039999999999,793.5321,7400,Tenterfield (S),2372,New South Wales
1071106,1,360,850.91223,870.9096699999999,936.23096,1350,Byron (S),2481,New South Wales
2050105,2,352,1043.809,972.512,960.0168,3120,Goulburn (S),3665,Victoria
5050206,5,275,946.23315,948.8710000000001,877.2583,1890,Collie (S),6225,Western Australia
2050207,2,562,1015.5752,968.4749,949.79565,2720,Euroa (S),3666,Victoria
5050207,5,353,987.172,1012.6959,881.66565,1890,Collie (S),6225,Western Australia
2071107,2,352,1017.7752,935.63104,985.5745,920,Bendigo (C),3550,Victoria
2071109,2,343,913.5668,871.6147,965.7763,920,Bendigo (C),3550,Victoria
3111005,3,347,841.4366,904.2397,942.6075,4901,Maroochy (S) - Pt A,4558,Queensland
6050207,6,1027,1060.4531,1041.9039,1021.189,1700,Glenorchy (C),7010,Tasmania
5050209,5,484,808.87177,889.2993,835.0132,1890,Collie (S),6225,Western Australia
5050301,5,176,1035.2443,1042.2814,913.2501,2660,Dardanup (S),6228,Western Australia
2071111,2,1178,1008.408,934.45514,1005.3005,920,Bendigo (C),3550,Victoria
3071201,3,276,817.1817,846.1633,921.44653,1800,Bundaberg (C),4670,Queensland
6050209,6,333,1081.0421,1045.5518,1048.7728,1700,Glenorchy (C),7012,Tasmania
5050211,5,969,1054.8762,1066.5493,978.8738400000001,1890,Collie (S),6225,Western Australia
3050702,3,1281,1000.2062,1025.7206,1028.6847,6100,Proserpine (S),4800,Queensland
3050703,3,463,849.9834599999999,905.5139999999999,943.31573,6100,Proserpine (S),4802,Queensland
2111105,2,572,930.4418300000001,884.3244,979.9145,2960,Geelong West (C),3218,Victoria
1050302,1,161,897.18115,876.8429,829.0461,7400,Tenterfield (S),2372,New South Wales
4050407,4,65,1023.1331,1079.2524,893.8218,5040,Murray Bridge (DC),5254,South Australia
4050413,4,861,1073.5472,1088.6862,988.21454,5040,Murray Bridge (DC),5253,South Australia
1070306,1,1312,1001.6154,1004.0245,983.3121,7551,Tweed (S) - Pt A,2486,New South Wales
2050502,2,311,1045.4553,1007.1204,995.33685,4480,Mansfield (S),3722,Victoria
5050502,5,267,968.87085,970.9440300000001,900.4844,1190,Bunbury (C),6230,Western Australia
1050503,1,334,900.79614,913.0917,872.9883,4201,Inverell (S) - Pt A,2403,New South Wales
6050703,6,1032,1114.9639,1073.6348,1124.2435,2102,Hobart (C) - Remainder,7008,Tasmania
4111106,4,526,941.6315300000001,899.9313,1072.5405,6510,Prospect (C),5081,South Australia
1050505,1,473,1051.9777,1007.0765,1018.1987,4201,Inverell (S) - Pt A,2360,New South Wales
5050508,5,712,1046.3363,1066.0713,967.4880400000001,1190,Bunbury (C),6230,Western Australia
1050602,1,760,977.6188,921.7931,989.0584,4202,Inverell (S) - Pt B,2360,New South Wales
2050605,2,711,1000.4972,921.85736,953.8100599999999,80,Alexandra (S),3714,Victoria
2050609,2,339,1079.1594,1034.5614,1038.0608,80,Alexandra (S),3714,Victoria
2050705,2,337,992.76447,920.3853,962.2372,8480,Yea (S),3717,Victoria
2050707,2,170,1011.1017,1007.5642,983.0238,8480,Yea (S),3717,Victoria
3050801,3,156,986.67523,912.71136,894.2526,6004,Pioneer (S) - Pt B,4740,Queensland
1050806,1,166,1007.8306,934.461,928.7864,6850,Severn (S),2370,New South Wales
6050810,6,611,942.5657,876.6005,1057.0588,2102,Hobart (C) - Remainder,7008,Tasmania
1050802,1,90,899.51807,838.39484,813.3362,6850,Severn (S),2371,New South Wales
6050802,6,580,851.1032,820.3421,1010.7443,2102,Hobart (C) - Remainder,7008,Tasmania
2050902,2,615,1020.3168,1001.5408,949.67114,6640,Seymour (S),3660,Victoria
5050902,5,762,836.8243,881.75995,831.25793,1260,Busselton (S),6280,Western Australia
5070309,5,1019,1044.8495,1071.4728,977.34973,4200,Kalamunda (S),6058,Western Australia
4070401,4,176,1009.7047,959.14685,1109.0452,7980,Unley (C),5063,South Australia
4070402,4,389,986.3597,956.5648,1097.2509,7980,Unley (C),5063,South Australia
4070404,4,731,983.5472,980.9042,1060.5621,7980,Unley (C),5063,South Australia
1050903,1,168,1049.02,928.7649,968.4364,6850,Severn (S),2370,New South Wales
6050907,6,624,860.4111,848.57794,1017.9163,2102,Hobart (C) - Remainder,7000,Tasmania
5050913,5,786,988.8165,963.6815,938.95386,1260,Busselton (S),6280,Western Australia
2051005,2,580,1021.6145,1022.4155,900.8204,1200,Broadford (S),3658,Victoria
1051209,1,196,1058.3236,998.2092,950.2241,3650,Guyra (S),2365,New South Wales
2051307,2,742,982.3895,1001.0652,893.1510000000001,8040,Whittlesea (S),3075,Victoria
2051001,2,515,1103.7505,1066.6709,1056.3513,1200,Broadford (S),3658,Victoria
6051002,6,65,938.041,958.1739,1054.4442,2101,Hobart (C) - Inner,7000,Tasmania
4070406,4,799,1034.4769,996.59564,1113.5546,7980,Unley (C),5063,South Australia
4051101,4,685,1111.6199,1080.4702,1096.6493,7350,Stirling (DC),5153,South Australia
5051101,5,460,1006.225,951.01404,1050.7504,280,Augusta-Margaret River (S),6285,Western Australia
6051110,6,391,934.6534,909.8486300000001,1134.0839,2102,Hobart (C) - Remainder,7005,Tasmania
5070406,5,780,1087.6265,1081.1222,1077.1229,4200,Kalamunda (S),6076,Western Australia
1351503,1,375,956.1954,934.12646,1054.1367,6650,Rockdale (M),2216,New South Wales
4051104,4,921,1115.4598,1105.7847,1134.7385,7350,Stirling (DC),5153,South Australia
3051105,3,436,877.6379,954.6761,867.0279,6001,Pioneer (S) - Pt A,4740,Queensland
3051107,3,464,953.15454,942.1089,902.8429,6001,Pioneer (S) - Pt A,4740,Queensland
6051107,6,525,991.7274,931.0626,1188.5422,2102,Hobart (C) - Remainder,7005,Tasmania
3070503,3,587,980.6976,990.2021,921.3295,3350,Gladstone (C),4680,Queensland
6051312,6,426,944.5095,918.8101,1080.0684,2102,Hobart (C) - Remainder,7000,Tasmania
4051412,4,130,1121.4906,1110.1987,1037.6023,7420,Strathalbyn (DC),5201,South Australia
2051505,2,758,1123.1067,1154.4641,1105.8661,8040,Whittlesea (S),3082,Victoria
2051510,2,837,1138.9978,1199.8139999999999,1082.9481,8040,Whittlesea (S),3082,Victoria
1051604,1,619,1018.8099,929.5674,1097.0548,100,Armidale (C),2350,New South Wales
3051614,3,145,1043.9188,943.5817,951.8519,6001,Pioneer (S) - Pt A,4741,Queensland
1051704,1,177,1082.3995,986.8813,1017.2658,2650,Dumaresq (S),2350,New South Wales
1051708,1,139,1008.7809,910.1995,920.0609,2650,Dumaresq (S),2350,New South Wales
2051708,2,519,1158.807,1179.7798,1176.3217,2280,Diamond Valley (S),3088,Victoria
2051710,2,630,1173.9259,1180.5029,1159.9513,2280,Diamond Valley (S),3088,Victoria
4051803,4,642,1087.0189,1088.9735,1032.0526,8610,Willunga (DC),5172,South Australia
1051805,1,0,,,,7850,Walcha (S),2354,New South Wales
2051808,2,1018,1129.1504,1123.6177,1082.6661,2280,Diamond Valley (S),3087,Victoria
1051901,1,195,1038.7052,953.6060000000001,932.9141,7850,Walcha (S),2354,New South Wales
4051905,4,534,966.8744,1001.8101,943.5767,8610,Willunga (DC),5173,South Australia
2051909,2,639,1101.556,1087.3789,1048.9875,2280,Diamond Valley (S),3088,Victoria
2052003,2,519,1018.091,960.1886,948.2963,80,Alexandra (S),3779,Victoria
1052009,1,352,1073.3428,1065.61,1030.6901,6300,Parry (S),2352,New South Wales
4060205,4,356,1050.5787,1018.2084,1089.2872,560,Brighton (C),5049,South Australia
5052101,5,216,994.13275,1009.5462,883.1316,140,Albany (S),6327,Western Australia
5052302,5,417,953.25385,930.1764,963.31696,70,Albany (T),6330,Western Australia
5052507,5,416,1061.4377,1049.6987,958.4654,5180,Manjimup (S),6258,Western Australia
1052509,1,740,921.4508,898.38416,940.0162,7300,Tamworth (C),2340,New South Wales
1052602,1,108,907.0864,961.65985,836.6543,6000,Nundle (S),2340,New South Wales
4060301,4,786,1046.252,1009.9527,1039.9954,4060,Marion (C),5046,South Australia
4060302,4,676,1038.2164,1021.6033,1017.5583,4060,Marion (C),5046,South Australia
2070508,2,443,1060.2235,1011.6064,988.04443,3521,Huntly (S) - Pt A,3551,Victoria
5111110,5,518,992.7185,952.63525,1062.3564,7840,South Perth (C),6151,Western Australia
2060101,2,356,1037.4104,1039.9838,934.82935,4320,McIvor (S),3551,Victoria
5111503,5,593,1003.0958,962.5263,1053.8414,7840,South Perth (C),6152,Western Australia
5060308,5,373,990.4617300000001,951.5015,957.9432400000001,7700,Serpentine-Jarrahdale (S),6203,Western Australia
5060507,5,686,743.2737400000001,844.4906599999999,774.08606,4830,Kwinana (T),6167,Western Australia
3060512,3,229,817.0885599999999,886.2894,828.6821,4550,Livingstone (S),4703,Queensland
3060602,3,131,1012.9639,999.7895,973.2269,6350,Rockhampton (C),4701,Queensland
1060610,1,613,1006.2592,986.09515,976.75183,1650,Casino (M),2470,New South Wales
3060309,3,166,885.75775,944.9307,748.06354,4550,Livingstone (S),4706,Queensland
5060309,5,171,974.1762,960.539,899.63306,7700,Serpentine-Jarrahdale (S),6205,Western Australia
2060312,2,482,967.42725,935.1691,952.1863,4120,Kyneton (S),3444,Victoria
4060404,4,484,905.2093,876.6525,921.1318,4060,Marion (C),5047,South Australia
5060406,5,363,996.92944,970.7383,907.4259,4830,Kwinana (T),6167,Western Australia
1060503,1,454,927.3939999999999,903.2583599999999,910.6618699999999,1650,Casino (M),2470,New South Wales
1060703,1,393,1005.4153,1008.4771,913.5167,6600,Richmond River (S),2470,New South Wales
3060703,3,916,1074.4836,1085.2722,1033.2853,6350,Rockhampton (C),4701,Queensland
5060703,5,267,891.2904699999999,882.18744,913.6281,7490,Rockingham (S),6168,Western Australia
2060906,2,433,996.3652,948.2114,978.07294,5320,Newstead (S),3451,Victoria
3111201,3,787,1013.5644,1018.9979,982.0268599999999,4901,Maroochy (S) - Pt A,4557,Queensland
1060706,1,348,967.2855,982.8251300000001,855.0699,6600,Richmond River (S),2471,New South Wales
3060706,3,439,1005.67,1036.2795,941.112,6350,Rockhampton (C),4701,Queensland
5060806,5,460,982.05115,976.2908,942.204,7490,Rockingham (S),6169,Western Australia
4111206,4,186,870.5181,866.0732,912.3529,6510,Prospect (C),5082,South Australia
1491709,1,515,822.45886,879.0243,945.1460599999999,1550,Canterbury (M),2195,New South Wales
5061009,5,644,1056.1139,1070.8226,992.51184,7490,Rockingham (S),6169,Western Australia
4061102,4,812,1096.2803,1113.6537,1025.8715,5250,Noarlunga (C),5162,South Australia
1061103,1,898,964.8660000000001,975.01575,932.5064,5000,Maclean (S),2464,New South Wales
4061109,4,535,926.3748,917.9331,956.9618,5250,Noarlunga (C),5162,South Australia
3061206,3,442,867.9743699999999,921.43396,844.2353,6350,Rockhampton (C),4700,Queensland
2061207,2,452,1010.7986,981.4169999999999,1038.7917,360,Bacchus Marsh (S),3340,Victoria
2061211,2,219,1152.8723,1161.9728,1059.2474,360,Bacchus Marsh (S),3340,Victoria
5061211,5,524,1008.8093,1032.4968,925.5434,5110,Mandurah (S),6210,Western Australia
4061302,4,898,1057.5809,1075.8693,991.3907,5250,Noarlunga (C),5163,South Australia
4061304,4,957,1023.1461,1044.0981,966.6096,5250,Noarlunga (C),5163,South Australia
5061315,5,248,963.58026,974.1079,937.6062599999999,5110,Mandurah (S),6210,Western Australia
1061404,1,550,863.9818,885.5234,859.5574300000001,3200,Grafton (C),2461,New South Wales
5061407,5,605,960.4137,985.9153,866.08014,6230,Murray (S),6208,Western Australia
5061413,5,546,1012.0606,1019.1619,945.4932,6230,Murray (S),6208,Western Australia
2061512,2,398,1102.6317,1121.553,1060.1542,6320,Romsey (S),3434,Victoria
1111506,1,248,844.80804,898.5351,874.65894,4650,Lake Macquarie (C),2280,New South Wales
4061614,4,469,1047.2499,1030.524,994.9291400000001,5250,Noarlunga (C),5171,South Australia
2061702,2,776,1112.3168,1139.9623,1068.4711,1320,Bulla (S),3429,Victoria
3070606,3,513,1084.1066,1096.5625,1057.0356,3350,Gladstone (C),4680,Queensland
1071206,1,475,912.5327,855.94653,930.3513,250,Ballina (S),2478,New South Wales
2071207,2,490,1032.3391,981.68646,1068.2928,920,Bendigo (C),3550,Victoria
5071301,5,894,1012.8467,1041.4915,955.2693,3780,Gosnells (C),6107,Western Australia
3061702,3,48,851.7689999999999,973.83685,775.6561,5350,Mount Morgan (S),4714,Queensland
2070609,2,353,1081.9973,1053.4584,1037.3419,7042,Strathfieldsaye (S) - Pt B,3551,Victoria
4071302,4,339,1184.2041,1200.88,1188.2006,4340,Mitcham (C),5062,South Australia
1071308,1,716,859.2814,860.60864,928.197,250,Ballina (S),2478,New South Wales
5061702,5,198,1047.762,985.6437,1032.0824,3990,Harvey (S),6226,Western Australia
1061715,1,590,1014.4939999999999,1025.9391,1002.8774,6050,Nymboida (S),2460,New South Wales
2061806,2,635,1073.0009,1078.7015,1005.4451,1320,Bulla (S),3429,Victoria
1062008,1,933,970.27936,1006.2889,982.2207599999999,1800,"Coff""s Harbour (S)",2456,New South Wales
2290306,2,261,967.1705,944.53723,1044.5605,6120,Richmond (C),3121,Victoria
1070612,1,869,1054.9167,1036.6311,1007.8914,7552,Tweed (S) - Pt B,2484,New South Wales
1070705,1,245,948.8442,956.28595,906.5558,7552,Tweed (S) - Pt B,2484,New South Wales
5070801,5,910,973.9561,998.5092,957.21655,210,Armadale (C),6111,Western Australia
4070804,4,494,1159.6637,1134.1321,1205.403,4340,Mitcham (C),5062,South Australia
2070807,2,811,1015.4211,996.18,963.4149,2520,Eaglehawk (B),3556,Victoria
4070811,4,425,1059.627,1001.9133,1128.7056,4340,Mitcham (C),5062,South Australia
5070813,5,316,1040.9475,1099.9968,969.10645,210,Armadale (C),6112,Western Australia
1071310,1,863,839.43964,897.3667,899.7326699999999,250,Ballina (S),2478,New South Wales
1070702,1,557,982.5022,1002.1254,926.2086,7552,Tweed (S) - Pt B,2484,New South Wales
3070702,3,354,973.4352,941.31616,899.0077,5100,Miriam Vale (S),4677,Queensland
