cd_code_06,usual_resident_population_,ier_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
2151702,774,1055,26468,8,71,VIC,6696,8,74
2160216,479,1003,18006,5,49,VIC,4304,5,48
2160711,604,961,11712,4,32,VIC,2621,3,29
2170315,595,1114,33319,9,89,VIC,8357,10,92
2161317,937,1127,34291,10,92,VIC,8578,10,95
2170909,483,951,10465,3,28,VIC,2285,3,26
2181306,471,908,5832,2,16,VIC,1156,2,13
2181802,493,816,1459,1,4,VIC,225,1,3
2181814,350,844,2205,1,6,VIC,358,1,4
2161902,646,1089,31015,9,83,VIC,7836,9,87
2170209,290,976,13784,4,37,VIC,3153,4,35
2181907,706,986,15337,5,41,VIC,3594,4,40
2200309,571,978,14072,4,38,VIC,3240,4,36
2200905,299,1120,33850,10,91,VIC,8473,10,94
2220910,669,911,6086,2,17,VIC,1207,2,14
2221009,289,845,2218,1,6,VIC,360,1,4
2210108,708,1102,32261,9,87,VIC,8109,9,90
2210504,592,934,8490,3,23,VIC,1807,2,20
2210508,649,975,13639,4,37,VIC,3107,4,35
2220114,820,1061,27377,8,74,VIC,6934,8,77
2220201,801,976,13788,4,37,VIC,3154,4,35
2231301,557,946,9898,3,27,VIC,2150,3,24
2231506,388,1023,21238,6,57,VIC,5254,6,58
2231509,237,998,17172,5,46,VIC,4078,5,45
2231510,313,1011,19245,6,52,VIC,4648,6,52
2231516,147,973,13358,4,36,VIC,3034,4,34
2240609,333,1015,19882,6,54,VIC,4838,6,54
2251104,614,1037,23515,7,63,VIC,5874,7,65
2251409,457,1111,33069,9,89,VIC,8306,10,92
2251908,481,887,4174,2,12,VIC,775,1,9
2260401,455,1179,36630,10,98,VIC,9027,10,100
2270211,366,1072,28915,8,78,VIC,7345,9,81
2270505,581,1026,21792,6,59,VIC,5403,6,60
2271008,371,868,3097,1,9,VIC,553,1,7
2271207,351,943,9584,3,26,VIC,2062,3,23
2280104,529,1021,20909,6,56,VIC,5153,6,57
2281704,459,1082,30133,9,81,VIC,7631,9,84
2290603,560,1093,31439,9,84,VIC,7940,9,88
2291101,245,1018,20470,6,55,VIC,4996,6,55
2291102,250,1061,27323,8,73,VIC,6915,8,77
2292202,804,1083,30285,9,81,VIC,7668,9,85
2300109,228,826,1694,1,5,VIC,260,1,3
2300609,474,1012,19417,6,52,VIC,4687,6,52
2301813,839,1117,33607,9,90,VIC,8419,10,93
2301818,745,1100,32108,9,86,VIC,8079,9,89
2301919,654,1086,30679,9,82,VIC,7760,9,86
2310303,349,974,13555,4,37,VIC,3075,4,34
2310504,329,1065,27893,8,75,VIC,7070,8,78
2320308,705,966,12424,4,34,VIC,2812,4,31
2322310,418,913,6293,2,17,VIC,1258,2,14
2330904,353,1026,21708,6,58,VIC,5379,6,60
2331209,440,927,7748,3,21,VIC,1636,2,18
2331504,906,812,1363,1,4,VIC,203,1,3
2331507,417,876,3546,1,10,VIC,636,1,7
2340505,956,1059,27015,8,73,VIC,6830,8,76
2340508,412,1092,31340,9,84,VIC,7919,9,88
2340805,560,1107,32718,9,88,VIC,8234,10,91
2340903,690,925,7523,3,21,VIC,1579,2,18
2342106,930,982,14672,4,40,VIC,3399,4,38
2350903,519,1089,30990,9,83,VIC,7830,9,87
2351006,414,1044,24615,7,66,VIC,6191,7,69
2351008,495,1109,32955,9,88,VIC,8283,10,92
2351908,607,1052,25928,7,70,VIC,6551,8,73
2352504,522,1068,28319,8,76,VIC,7177,8,79
2360606,673,1007,18595,5,50,VIC,4463,5,50
2370808,605,868,3076,1,9,VIC,550,1,7
2371105,1042,891,4485,2,12,VIC,850,1,10
2371911,337,834,1894,1,6,VIC,297,1,4
2380110,729,1086,30713,9,82,VIC,7770,9,86
2380510,782,1164,36196,10,97,VIC,8950,10,99
2380711,498,1116,33552,9,90,VIC,8404,10,93
1390107,560,1103,32367,9,87,NSW,9786,9,83
2381005,881,1005,18385,5,50,VIC,4407,5,49
3010301,1060,722,487,1,2,QLD,46,1,1
3011202,220,967,12562,4,34,QLD,2393,4,33
3011715,465,985,15084,5,41,QLD,2898,4,39
3012208,1005,962,11942,4,32,QLD,2263,4,31
3020102,42,1014,19728,6,53,QLD,3841,6,52
3030402,401,909,5880,2,16,QLD,1008,2,14
3031607,783,1062,27524,8,74,QLD,5413,8,73
3041021,766,1018,20388,6,55,QLD,4004,6,54
3041024,1481,1121,33861,10,91,QLD,6731,10,91
3041109,944,895,4785,2,13,QLD,805,2,11
3042808,494,965,12384,4,34,QLD,2353,4,32
3012004,141,1065,27844,8,75,QLD,5474,8,74
3021205,110,1031,22456,6,60,QLD,4447,6,60
3043106,481,1129,34443,10,92,QLD,6853,10,92
3050706,519,1017,20165,6,54,QLD,3947,6,53
3051310,637,1047,25157,7,68,QLD,4963,7,67
3051816,293,1010,19110,6,52,QLD,3718,5,50
3060211,544,965,12390,4,34,QLD,2355,4,32
3111909,458,986,15333,5,41,QLD,2946,4,40
3120311,474,1101,32208,9,86,QLD,6382,9,86
3120812,410,740,566,1,2,QLD,53,1,1
3121113,413,1003,17885,5,48,QLD,3462,5,47
3121304,641,926,7545,3,21,QLD,1354,2,19
3060311,774,1024,21326,6,57,QLD,4204,6,57
3061111,396,871,3280,1,9,QLD,518,1,7
3061302,1289,964,12109,4,33,QLD,2298,4,31
3070405,317,848,2324,1,7,QLD,337,1,5
3070410,303,976,13885,4,38,QLD,2644,4,36
3070509,701,942,9476,3,26,QLD,1766,3,24
3070814,285,1005,18355,5,50,QLD,3564,5,48
3071020,321,1042,24376,7,66,QLD,4812,7,65
3071501,458,908,5777,2,16,QLD,988,2,14
3080404,440,1071,28790,8,77,QLD,5651,8,76
3122220,743,1090,31133,9,84,QLD,6167,9,83
4012412,594,913,6305,2,17,SA ,744,3,24
3081108,134,1008,18855,6,51,QLD,3664,5,50
3081402,154,970,12959,4,35,QLD,2473,4,34
3081606,489,1079,29779,8,80,QLD,5855,8,79
3081810,116,1066,28120,8,76,QLD,5520,8,75
3110305,244,1013,19639,6,53,QLD,3828,6,52
3111002,362,959,11454,4,31,QLD,2163,3,29
3111403,550,1017,20283,6,55,QLD,3975,6,54
3130601,619,1043,24471,7,66,QLD,4835,7,65
3131501,26,1007,18557,5,50,QLD,3595,5,49
3131712,294,919,6829,2,19,QLD,1204,2,17
3160920,604,1026,21665,6,58,QLD,4279,6,58
3132214,487,1021,20859,6,56,QLD,4102,6,55
3141416,578,1021,20830,6,56,QLD,4096,6,55
3151408,710,997,16938,5,46,QLD,3247,5,44
3161013,618,996,16756,5,45,QLD,3212,5,44
3161207,96,898,4943,2,14,QLD,833,2,12
3142008,275,1032,22666,7,61,QLD,4495,7,61
3150707,464,883,3934,2,11,QLD,645,1,9
3160418,1009,1122,33922,10,91,QLD,6749,10,91
3160911,356,1111,33052,9,89,QLD,6558,9,88
4131810,309,907,5728,2,16,SA ,683,3,22
3151318,439,1178,36621,10,98,QLD,7311,10,99
3151613,499,971,13062,4,35,QLD,2492,4,34
3160122,332,1160,36020,10,97,QLD,7200,10,97
3160331,1706,1062,27440,8,74,QLD,5397,8,73
3161702,388,1099,31998,9,86,QLD,6347,9,86
3161810,395,949,10311,3,28,QLD,1934,3,26
3162604,217,806,1229,1,4,QLD,153,1,3
3170306,172,950,10427,3,28,QLD,1958,3,27
3170426,273,1034,22951,7,62,QLD,4561,7,62
3170439,447,1015,19939,6,54,QLD,3888,6,53
3170601,431,1166,36264,10,97,QLD,7247,10,98
3170606,579,1099,31965,9,86,QLD,6338,9,85
3171002,235,1025,21526,6,58,QLD,4247,6,57
3171101,383,1031,22546,7,61,QLD,4471,6,60
4141304,784,835,1904,1,6,SA ,283,1,9
3171212,318,948,10159,3,28,QLD,1896,3,26
3171307,513,1105,32565,9,87,QLD,6457,9,87
3171313,526,1056,26576,8,71,QLD,5232,8,71
3171707,806,1098,31933,9,86,QLD,6331,9,85
3172006,1187,997,16900,5,46,QLD,3241,5,44
3191301,465,1029,22204,6,60,QLD,4391,6,59
3191503,473,1002,17788,5,48,QLD,3437,5,47
3200313,689,1151,35651,10,96,QLD,7118,10,96
3200407,643,994,16516,5,45,QLD,3166,5,43
3180605,220,998,17101,5,46,QLD,3281,5,44
3181205,740,1053,26127,7,70,QLD,5149,7,70
3181502,807,1011,19290,6,52,QLD,3763,6,51
3182003,562,959,11477,4,31,QLD,2167,3,30
3190202,449,945,9726,3,26,QLD,1813,3,25
3190406,381,1106,32657,9,88,QLD,6474,9,87
3203309,893,1053,26139,7,70,QLD,5151,7,70
3210904,547,1044,24674,7,66,QLD,4875,7,66
3211301,716,1046,24940,7,67,QLD,4925,7,67
3211803,537,1051,25827,7,69,QLD,5090,7,69
3212208,214,1132,34600,10,93,QLD,6885,10,93
3220510,426,833,1852,1,5,QLD,250,1,4
3220902,712,972,13267,4,36,QLD,2533,4,34
3222109,339,948,10178,3,28,QLD,1903,3,26
2200208,363,989,15728,5,42,VIC,3699,5,41
3230207,819,1163,36173,10,97,QLD,7226,10,97
3230505,199,892,4518,2,13,QLD,745,1,10
3231007,674,1105,32566,9,87,QLD,6458,9,87
3231708,365,1024,21461,6,58,QLD,4234,6,57
3231801,722,1116,33537,9,90,QLD,6663,9,90
3231809,590,951,10580,3,29,QLD,2000,3,27
3232303,850,1129,34442,10,92,QLD,6852,10,92
3242007,556,1042,24391,7,66,QLD,4817,7,65
3242013,787,1114,33365,9,90,QLD,6628,9,89
3250206,544,1090,31063,9,83,QLD,6155,9,83
3250507,697,1170,36402,10,98,QLD,7272,10,98
3250904,506,973,13389,4,36,QLD,2561,4,35
3250910,673,993,16416,5,44,QLD,3143,5,43
3251010,1240,1071,28713,8,77,QLD,5638,8,76
3251507,487,828,1748,1,5,QLD,233,1,4
3251912,682,899,5042,2,14,QLD,846,2,12
3252508,415,812,1365,1,4,QLD,172,1,3
4011410,420,838,2011,1,6,SA ,292,1,10
3260510,527,1096,31721,9,85,QLD,6291,9,85
3260803,883,1129,34452,10,92,QLD,6855,10,92
3262504,985,1023,21204,6,57,QLD,4173,6,56
3262513,1046,1023,21245,6,57,QLD,4181,6,57
3262617,726,1083,30368,9,82,QLD,5983,9,81
4010104,122,722,491,1,2,SA ,61,1,2
4010502,528,918,6762,2,19,SA ,798,3,26
4012703,121,891,4458,2,12,SA ,554,2,18
4012802,214,961,11706,4,32,SA ,1281,5,41
4020704,509,877,3574,1,10,SA ,457,2,15
4020810,839,983,14912,4,40,SA ,1603,6,51
4020906,206,761,705,1,2,SA ,115,1,4
4061202,536,1029,22234,6,60,SA ,2284,8,72
4030603,294,1020,20703,6,56,SA ,2147,7,68
4030801,365,1015,19902,6,54,SA ,2087,7,66
4031001,409,899,5084,2,14,SA ,620,2,20
4031202,318,1073,29013,8,78,SA ,2821,9,89
4061402,709,1035,23227,7,63,SA ,2367,8,75
4070302,344,1038,23675,7,64,SA ,2400,8,76
4070603,639,1100,32123,9,86,SA ,3005,10,95
4031208,481,1110,33025,9,89,SA ,3053,10,97
4031503,736,984,15048,5,41,SA ,1619,6,51
4032705,363,968,12692,4,34,SA ,1377,5,44
4101611,273,806,1243,1,4,SA ,201,1,7
4050706,296,1075,29305,8,79,SA ,2839,9,90
4060706,113,900,5126,2,14,SA ,628,2,20
4061001,787,1011,19275,6,52,SA ,2031,7,64
4061113,913,995,16710,5,45,SA ,1793,6,57
4071703,573,1045,24845,7,67,SA ,2494,8,79
4071811,403,1151,35688,10,96,SA ,3156,10,100
4080112,563,1079,29803,8,80,SA ,2870,10,91
4081004,553,963,12078,4,33,SA ,1314,5,42
4081208,963,907,5662,2,16,SA ,677,3,22
4081607,610,873,3373,1,10,SA ,432,2,14
4082109,687,1005,18398,5,50,SA ,1946,7,62
4082202,627,971,13076,4,35,SA ,1414,5,45
4090107,250,894,4661,2,13,SA ,573,2,19
4090409,514,1084,30381,9,82,SA ,2901,10,92
4090904,522,806,1246,1,4,SA ,202,1,7
4102510,290,900,5112,2,14,SA ,625,2,20
4110615,188,1045,24864,7,67,SA ,2496,8,79
4110809,506,820,1533,1,5,SA ,236,1,8
4111806,628,963,12035,4,33,SA ,1309,5,42
4120108,635,1128,34339,10,92,SA ,3116,10,99
4121701,547,1104,32438,9,87,SA ,3026,10,96
4130203,645,996,16875,5,46,SA ,1809,6,57
4130403,829,1046,25001,7,67,SA ,2506,8,79
4130707,397,945,9771,3,27,SA ,1086,4,35
4131008,727,1064,27801,8,75,SA ,2724,9,86
4141815,1044,1105,32560,9,87,SA ,3038,10,96
4141816,364,748,612,1,2,SA ,95,1,3
4142004,516,934,8445,3,23,SA ,955,4,31
4142707,693,987,15379,5,42,SA ,1656,6,53
4142901,519,1070,28629,8,77,SA ,2794,9,88
4142903,625,1006,18457,5,50,SA ,1951,7,62
5010101,58,833,1853,1,5,WA ,167,1,5
5010131,40,601,168,1,1,WA ,46,1,2
5010277,285,449,11,1,1,WA ,5,1,1
5101212,490,893,4582,2,13,WA ,390,1,10
5010709,387,1021,20932,6,56,WA ,1876,5,48
5010732,79,685,357,1,1,WA ,74,1,2
5020109,23,996,16862,5,46,WA ,1471,4,37
5020407,383,812,1372,1,4,WA ,140,1,4
5030113,752,1053,26133,7,70,WA ,2476,7,63
5030114,31,874,3439,1,10,WA ,282,1,8
7010102,417,1033,22817,7,61,NT ,270,8,76
5030210,1164,1119,33762,10,91,WA ,3450,9,87
5030308,648,1006,18434,5,50,WA ,1625,5,41
5030410,712,1002,17734,5,48,WA ,1558,4,40
5030708,863,1069,28519,8,77,WA ,2746,7,69
5031914,478,809,1299,1,4,WA ,135,1,4
5040210,154,1010,19177,6,52,WA ,1694,5,43
5051615,139,981,14493,4,39,WA ,1243,4,32
5051806,529,1042,24378,7,66,WA ,2272,6,58
5062136,383,1055,26416,8,71,WA ,2504,7,63
5060121,321,1088,30905,9,83,WA ,3059,8,77
5060502,456,874,3422,1,10,WA ,280,1,8
5060814,852,1017,20210,6,54,WA ,1809,5,46
5061507,376,972,13269,4,36,WA ,1118,3,29
5071834,940,1136,34851,10,94,WA ,3624,10,92
5061805,487,980,14444,4,39,WA ,1236,4,32
5062104,994,1097,31843,9,86,WA ,3183,8,80
5062116,1022,1016,20076,6,54,WA ,1791,5,45
5090301,383,1041,24167,7,65,WA ,2248,6,57
5080105,504,1138,34973,10,94,WA ,3642,10,92
5080415,294,956,11083,3,30,WA ,935,3,24
5080506,484,921,7076,2,19,WA ,599,2,16
5080618,502,1094,31472,9,85,WA ,3130,8,79
5090413,769,1132,34611,10,93,WA ,3583,10,91
5080914,480,983,14845,4,40,WA ,1275,4,33
5081516,129,859,2712,1,8,WA ,231,1,6
5090114,255,1083,30370,9,82,WA ,2981,8,75
5100104,369,1084,30434,9,82,WA ,2990,8,76
5100405,454,846,2239,1,6,WA ,198,1,5
5101006,282,968,12815,4,35,WA ,1078,3,28
5101903,423,1102,32306,9,87,WA ,3249,9,82
5102416,556,1073,29061,8,78,WA ,2821,8,71
5110131,1751,1046,25055,7,67,WA ,2349,6,60
5111013,447,942,9457,3,26,WA ,790,2,20
5111514,536,1019,20559,6,55,WA ,1838,5,47
5111709,637,1075,29308,8,79,WA ,2853,8,72
5112105,538,956,11148,3,30,WA ,943,3,24
5120910,322,1002,17704,5,48,WA ,1555,4,40
5121212,448,917,6638,2,18,WA ,563,2,15
5121518,432,1111,33065,9,89,WA ,3356,9,85
5121703,366,962,11960,4,32,WA ,998,3,26
5131203,513,900,5146,2,14,WA ,438,2,12
6011410,400,958,11369,4,31,TAS,486,5,47
6011712,725,896,4812,2,13,TAS,223,3,22
6011908,247,919,6920,2,19,TAS,308,3,30
7011302,517,1027,21848,6,59,NT ,261,8,74
7014104,533,1026,21755,6,59,NT ,260,8,73
7020109,497,1034,23056,7,62,NT ,273,8,77
7030304,63,715,452,1,2,NT ,77,3,22
7030804,66,648,276,1,1,NT ,64,2,18
6020807,224,962,11858,4,32,TAS,509,5,49
6021105,359,1033,22830,7,61,TAS,885,9,85
6021410,173,821,1552,1,5,TAS,66,1,7
6022301,377,961,11726,4,32,TAS,501,5,48
6032307,468,660,300,1,1,TAS,6,1,1
8022103,790,1219,37331,10,100,ACT,516,10,99
6032310,555,698,390,1,2,TAS,14,1,2
8011702,805,988,15577,5,42,ACT,96,2,19
8013003,213,1058,26906,8,72,ACT,266,6,51
6041203,510,965,12310,4,33,TAS,527,6,51
6041601,300,940,9200,3,25,TAS,392,4,38
6050106,566,954,10889,3,30,TAS,467,5,45
6050411,362,972,13305,4,36,TAS,568,6,55
6050814,687,993,16434,5,44,TAS,701,7,68
8014306,397,1050,25678,7,69,ACT,242,5,47
8015006,294,1082,30190,9,81,ACT,327,7,63
1400217,859,948,10171,3,28,NSW,3420,3,29
6050903,652,1042,24355,7,66,TAS,923,9,89
6050904,421,1094,31563,9,85,TAS,1020,10,98
6051309,340,853,2506,1,7,TAS,112,2,11
6052004,601,1022,21137,6,57,TAS,845,9,81
6052111,163,950,10354,3,28,TAS,447,5,43
8010122,32,1094,31535,9,85,ACT,357,7,69
8010405,561,1083,30338,9,81,ACT,331,7,64
8015008,711,1134,34700,10,93,ACT,437,9,84
8022703,557,1078,29672,8,80,ACT,317,7,61
8023804,966,1114,33331,9,89,ACT,398,8,77
8024202,588,1000,17493,5,47,ACT,117,3,23
9010103,369,1004,18121,5,49,OT ,10,8,77
9020101,157,964,12171,4,33,OT ,7,6,54
1010306,108,1037,23451,7,63,NSW,7011,6,60
1011512,740,1019,20617,6,56,NSW,6287,6,54
1400802,500,999,17344,5,47,NSW,5447,5,47
1011702,449,1033,22827,7,61,NSW,6840,6,58
1012105,465,1066,28080,8,75,NSW,8412,8,72
1020701,667,928,7803,3,21,NSW,2680,3,23
1030201,117,1151,35654,10,96,NSW,10917,10,93
1031104,104,1103,32423,9,87,NSW,9805,9,84
1040102,152,966,12401,4,34,NSW,4089,4,35
1040805,603,909,5905,2,16,NSW,2082,2,18
1182408,466,868,3102,1,9,NSW,1147,1,10
1041202,439,992,16220,5,44,NSW,5133,5,44
1041505,49,1105,32531,9,87,NSW,9833,9,84
1042902,188,812,1362,1,4,NSW,471,1,4
1051109,722,749,618,1,2,NSW,172,1,2
1052103,164,1037,23532,7,63,NSW,7036,6,60
1060302,172,971,13131,4,36,NSW,4291,4,37
1091201,484,1001,17699,5,48,NSW,5538,5,47
1190202,201,1075,29304,8,79,NSW,8786,8,75
1400906,432,1005,18328,5,49,NSW,5700,5,49
1061109,172,1034,23039,7,62,NSW,6907,6,59
1061605,403,1043,24533,7,66,NSW,7321,7,62
1061611,481,932,8242,3,23,NSW,2815,3,24
1070202,754,897,4917,2,14,NSW,1741,2,15
1071004,520,1013,19636,6,53,NSW,6052,6,52
1091803,866,1045,24891,7,67,NSW,7419,7,63
1091901,107,1026,21705,6,58,NSW,6533,6,56
1401115,271,934,8493,3,23,NSW,2903,3,25
1071405,535,884,4013,2,11,NSW,1440,2,13
1191309,558,911,6043,2,17,NSW,2131,2,19
1071710,646,989,15807,5,43,NSW,5005,5,43
1080411,372,778,846,1,3,NSW,257,1,3
1081713,1332,969,12941,4,35,NSW,4226,4,36
1090401,776,908,5823,2,16,NSW,2055,2,18
1091107,705,634,240,1,1,NSW,46,1,1
1192602,467,936,8733,3,24,NSW,2981,3,26
1100910,813,934,8523,3,23,NSW,2911,3,25
1101609,408,999,17289,5,47,NSW,5428,5,46
1101701,431,895,4782,2,13,NSW,1699,2,15
1102207,223,961,11751,4,32,NSW,3892,4,33
1102208,512,973,13390,4,36,NSW,4367,4,37
1110409,196,1110,33023,9,89,NSW,9998,9,85
1111212,369,828,1739,1,5,NSW,628,1,6
1111213,625,1042,24369,7,66,NSW,7278,7,62
1412305,549,1000,17426,5,47,NSW,5474,5,47
1120205,830,848,2326,1,7,NSW,852,1,8
1121007,749,1063,27580,8,74,NSW,8258,7,70
1121110,788,995,16738,5,45,NSW,5281,5,45
1121909,392,1048,25338,7,68,NSW,7553,7,64
1192608,288,799,1139,1,4,NSW,374,1,4
1131704,444,946,9855,3,27,NSW,3321,3,29
1131814,378,866,3005,1,9,NSW,1110,1,10
1140211,277,973,13322,4,36,NSW,4348,4,37
1140706,492,1045,24802,7,67,NSW,7390,7,63
1142007,171,1046,25063,7,67,NSW,7478,7,64
1413105,834,704,414,1,2,NSW,107,1,1
1140305,163,1101,32214,9,87,NSW,9730,9,83
1142103,528,936,8670,3,24,NSW,2958,3,26
1150408,210,1064,27738,8,75,NSW,8301,8,71
1180406,413,982,14659,4,40,NSW,4705,4,40
1181405,473,1046,25035,7,67,NSW,7466,7,64
1181701,596,988,15611,5,42,NSW,4931,5,42
1182104,346,938,8870,3,24,NSW,3027,3,26
1182401,887,797,1115,1,3,NSW,362,1,4
2331214,554,1098,31899,9,86,VIC,8037,9,89
1200203,312,939,9014,3,25,NSW,3067,3,26
1200302,359,1073,29076,8,78,NSW,8714,8,74
1200311,350,1003,17942,5,48,NSW,5597,5,48
1201112,1228,1114,33368,9,90,NSW,10123,9,86
1201203,1459,1145,35386,10,95,NSW,10801,10,92
1201206,484,1159,36014,10,97,NSW,11073,10,94
1201505,1065,969,12867,4,35,NSW,4201,4,36
1210315,729,1035,23140,7,62,NSW,6931,6,59
1413310,395,891,4478,2,12,NSW,1602,2,14
1420209,321,894,4642,2,13,NSW,1650,2,14
1211008,957,853,2503,1,7,NSW,912,1,8
1211706,632,1023,21257,6,57,NSW,6434,6,55
1220502,285,793,1040,1,3,NSW,334,1,3
1220503,873,1012,19411,6,52,NSW,5999,6,51
1221003,414,1112,33138,9,89,NSW,10032,9,85
1222007,174,1017,20256,6,55,NSW,6194,6,53
1230113,252,1032,22689,7,61,NSW,6802,6,58
1230210,349,1053,26229,8,71,NSW,7821,7,67
1231313,457,1137,34870,10,94,NSW,10631,10,91
1231507,699,1020,20791,6,56,NSW,6320,6,54
1243301,161,1148,35501,10,95,NSW,10852,10,92
1420804,683,1021,20865,6,56,NSW,6336,6,54
1231606,478,991,16124,5,44,NSW,5109,5,44
1241601,880,1073,29075,8,78,NSW,8713,8,74
1241704,196,1185,36805,10,99,NSW,11430,10,97
1242302,225,1066,28055,8,75,NSW,8407,8,72
1242802,924,1112,33139,9,89,NSW,10033,9,85
1242908,257,1105,32525,9,87,NSW,9832,9,84
1242910,627,1175,36541,10,98,NSW,11295,10,96
1243204,304,1047,25122,7,68,NSW,7499,7,64
1321214,622,861,2769,1,8,NSW,1013,1,9
1250309,782,1121,33860,10,91,NSW,10289,9,88
1251108,905,1116,33480,9,90,NSW,10163,9,87
1251201,882,1095,31625,9,85,NSW,9531,9,81
1251209,970,1148,35517,10,95,NSW,10857,10,92
1251508,988,1096,31691,9,85,NSW,9550,9,81
1260510,451,1193,36980,10,99,NSW,11520,10,98
1330711,564,847,2275,1,7,NSW,832,1,8
5101519,282,1036,23415,7,63,WA ,2159,6,55
1260903,980,1145,35372,10,95,NSW,10795,10,92
1260905,532,1096,31674,9,85,NSW,9543,9,81
1261003,551,1178,36611,10,98,NSW,11333,10,96
1261007,420,1165,36231,10,97,NSW,11163,10,95
1331009,497,1109,32952,9,88,NSW,9972,9,85
1331414,935,962,11883,4,32,NSW,3934,4,34
5102307,373,1032,22675,7,61,WA ,2073,6,53
1261703,418,1185,36798,10,99,NSW,11429,10,97
1270203,992,974,13597,4,37,NSW,4421,4,38
1271602,733,812,1368,1,4,NSW,473,1,5
1331509,518,877,3584,1,10,NSW,1312,2,12
1271701,826,1027,21868,6,59,NSW,6573,6,56
1272112,512,958,11420,4,31,NSW,3790,4,33
1272210,869,1050,25741,7,69,NSW,7672,7,65
1272913,727,1150,35615,10,96,NSW,10901,10,93
1280611,389,813,1390,1,4,NSW,481,1,5
1331704,792,957,11197,3,30,NSW,3721,4,32
1331805,795,954,10913,3,30,NSW,3639,4,31
1281107,538,1083,30306,9,81,NSW,9114,8,78
1290205,282,1026,21706,6,58,NSW,6534,6,56
1290903,545,792,1032,1,3,NSW,329,1,3
1291304,1361,1098,31873,9,86,NSW,9610,9,82
1332305,1164,989,15791,5,43,NSW,5001,5,43
1441906,358,1027,21804,6,59,NSW,6554,6,56
1291501,648,1018,20456,6,55,NSW,6246,6,53
1291705,775,1053,26114,7,70,NSW,7782,7,66
1300111,810,1032,22640,7,61,NSW,6790,6,58
1332406,544,939,9025,3,25,NSW,3069,3,26
1332506,741,988,15645,5,42,NSW,4944,5,42
1332705,859,902,5273,2,15,NSW,1870,2,16
1300113,544,1055,26413,8,71,NSW,7881,7,67
1300209,850,1028,22028,6,59,NSW,6611,6,56
1301101,593,984,14985,5,41,NSW,4786,5,41
1301405,556,886,4150,2,12,NSW,1494,2,13
1332904,397,928,7860,3,21,NSW,2702,3,23
1310108,1312,1181,36702,10,98,NSW,11380,10,97
1340109,431,855,2578,1,7,NSW,941,1,8
1342301,808,1045,24878,7,67,NSW,7413,7,63
1310114,577,1133,34649,10,93,NSW,10552,9,90
1310708,773,1040,23958,7,64,NSW,7152,7,61
1311008,701,1171,36420,10,98,NSW,11244,10,96
1342307,684,1026,21765,6,59,NSW,6542,6,56
1350106,782,916,6574,2,18,NSW,2302,2,20
1312310,476,1087,30728,9,83,NSW,9239,8,79
1320408,463,926,7596,3,21,NSW,2611,3,23
1320808,487,909,5917,2,16,NSW,2087,2,18
1320902,441,915,6498,2,18,NSW,2278,2,20
1340118,1323,1131,34561,10,93,NSW,10528,9,90
1340202,735,1015,19935,6,54,NSW,6119,6,52
1340406,484,910,5960,2,16,NSW,2096,2,18
1340601,656,1024,21361,6,58,NSW,6457,6,55
1340708,601,995,16640,5,45,NSW,5255,5,45
1341211,615,950,10357,3,28,NSW,3466,3,30
1341408,992,893,4572,2,13,NSW,1631,2,14
1351803,857,1062,27555,8,74,NSW,8251,7,70
1360408,967,1042,24270,7,65,NSW,7253,7,62
1360902,707,1037,23496,7,63,NSW,7024,6,60
1361103,806,1051,25831,7,69,NSW,7696,7,66
1363007,514,1056,26581,8,71,NSW,7928,7,68
1370208,837,1199,37081,10,99,NSW,11581,10,99
1371401,558,1178,36625,10,98,NSW,11340,10,97
1421405,598,1031,22602,7,61,NSW,6776,6,58
1431409,621,1116,33523,9,90,NSW,10177,9,87
1441002,310,1244,37440,10,100,NSW,11800,10,100
1441102,298,1099,32021,9,86,NSW,9664,9,82
1441309,478,1069,28400,8,76,NSW,8506,8,73
2141109,317,1038,23743,7,64,VIC,5938,7,66
2010204,467,1048,25355,7,68,VIC,6395,8,71
2010205,515,1036,23382,7,63,VIC,5835,7,65
2010505,708,892,4562,2,13,VIC,871,1,10
2021407,616,1052,25957,7,70,VIC,6559,8,73
2292409,519,959,11443,4,31,VIC,2537,3,28
2010912,204,1061,27354,8,74,VIC,6927,8,77
2011705,108,1057,26804,8,72,VIC,6779,8,75
2012108,391,938,8954,3,24,VIC,1905,3,21
2020905,539,925,7489,2,20,VIC,1571,2,18
2031210,541,867,3067,1,9,VIC,548,1,7
2021502,388,1058,26935,8,72,VIC,6812,8,75
2030101,843,1043,24478,7,66,VIC,6146,7,68
2030509,499,1075,29322,8,79,VIC,7419,9,82
2030616,583,1132,34610,10,93,VIC,8644,10,96
2031003,89,873,3372,1,10,VIC,606,1,7
2300206,419,929,7898,3,22,VIC,1675,2,19
2031404,549,963,11999,4,33,VIC,2698,3,30
2032001,96,984,14965,4,40,VIC,3487,4,39
2040210,587,974,13613,4,37,VIC,3097,4,35
2050413,696,977,13955,4,38,VIC,3203,4,36
2050607,509,1028,22024,6,59,VIC,5473,7,61
2051509,888,1064,27795,8,75,VIC,7053,8,78
2070209,554,887,4188,2,12,VIC,780,1,9
2090609,740,946,9842,3,27,VIC,2133,3,24
