cd_code_06,usual_resident_population_,irsd_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
1030602,117,1083,30304,9,81,NSW,9250,8,79
1061114,339,1016,18665,5,50,NSW,5977,6,51
1030809,350,1045,23734,7,64,NSW,7401,7,63
1031002,511,786,1112,1,3,NSW,396,1,4
1031911,582,813,1529,1,5,NSW,547,1,5
1032003,270,958,10444,3,28,NSW,3600,4,31
1050801,682,967,11569,4,31,NSW,3924,4,34
1051115,425,635,319,1,1,NSW,68,1,1
1051702,198,1103,33113,9,89,NSW,10065,9,86
1052313,301,805,1361,1,4,NSW,488,1,5
1060308,120,804,1342,1,4,NSW,484,1,5
2330501,549,1031,21283,6,57,VIC,4799,6,53
1061308,129,759,802,1,3,NSW,264,1,3
1061311,578,897,4827,2,13,NSW,1689,2,15
1062110,456,1016,18756,6,51,NSW,6000,6,51
1070708,200,890,4357,2,12,NSW,1547,2,14
1071005,486,1039,22672,7,61,NSW,7088,7,61
1091706,218,904,5305,2,15,NSW,1846,2,16
1092101,346,1014,18335,5,49,NSW,5884,5,50
1070409,654,953,9829,3,27,NSW,3392,3,29
1071110,588,920,6589,2,18,NSW,2286,2,20
1071804,350,1070,28084,8,75,NSW,8628,8,74
1071904,821,965,11330,4,31,NSW,3849,4,33
1151411,643,1003,16581,5,45,NSW,5418,5,46
1152002,428,1032,21473,6,58,NSW,6763,6,58
1152601,531,1069,27906,8,75,NSW,8573,8,73
1080103,542,999,15962,5,43,NSW,5232,5,45
1081507,347,954,9969,3,27,NSW,3441,3,30
1160701,394,787,1118,1,3,NSW,397,1,4
1161303,183,1074,28796,8,77,NSW,8826,8,75
1081604,1101,1018,19066,6,51,NSW,6092,6,52
1081608,297,963,10993,3,30,NSW,3750,4,32
1081702,532,749,732,1,2,NSW,242,1,3
1081703,392,1080,29769,8,80,NSW,9103,8,78
1170305,378,975,12536,4,34,NSW,4204,4,36
1170703,373,1019,19138,6,52,NSW,6114,6,52
1081803,237,937,8076,3,22,NSW,2778,3,24
1081806,831,968,11707,4,32,NSW,3961,4,34
1090309,290,886,4157,2,12,NSW,1480,2,13
1090404,382,1025,20303,6,55,NSW,6439,6,55
1091101,825,943,8680,3,24,NSW,3001,3,26
1091006,235,1035,22015,6,59,NSW,6899,6,59
1091105,395,819,1643,1,5,NSW,587,1,5
1091602,294,992,14833,4,40,NSW,4894,5,42
3112011,352,1012,18115,5,49,QLD,3802,6,51
1100103,640,932,7634,3,21,NSW,2642,3,23
1100104,560,980,13164,4,36,NSW,4394,4,38
1100908,732,874,3509,1,10,NSW,1253,2,11
1101004,711,897,4828,2,13,NSW,1690,2,15
1101301,454,922,6755,2,19,NSW,2340,2,20
1251709,574,1133,36112,10,97,NSW,11184,10,95
1102214,555,1034,21847,6,59,NSW,6851,6,59
1120307,417,987,14213,4,38,NSW,4709,4,40
1120604,741,1038,22568,7,61,NSW,7057,6,60
1130604,484,1073,28572,8,77,NSW,8757,8,75
1413303,433,919,6439,2,18,NSW,2229,2,19
1130606,668,1050,24698,7,66,NSW,7672,7,65
1131209,317,1049,24555,7,66,NSW,7630,7,65
1131612,231,1060,26362,8,71,NSW,8162,7,70
1142109,372,1077,29248,8,79,NSW,8949,8,76
1142508,240,1022,19681,6,53,NSW,6276,6,54
1182013,473,940,8461,3,23,NSW,2914,3,25
1413309,257,681,442,1,2,NSW,123,1,2
1420105,370,1036,22211,6,60,NSW,6958,6,59
1150807,370,1051,24885,7,67,NSW,7725,7,66
1190712,686,984,13727,4,37,NSW,4568,4,39
1190905,485,983,13597,4,37,NSW,4526,4,39
3122310,335,932,7663,3,21,QLD,1461,2,20
1150808,211,1045,23886,7,64,NSW,7439,7,63
3222204,330,962,10896,3,30,QLD,2119,3,29
1171516,499,1057,25919,7,70,NSW,8039,7,69
1180402,389,1055,25574,7,69,NSW,7936,7,68
1180805,523,938,8253,3,23,NSW,2834,3,24
1181103,186,996,15446,5,42,NSW,5077,5,43
1420201,564,1042,23170,7,62,NSW,7235,7,62
1191706,814,854,2664,1,8,NSW,964,1,9
1192106,747,801,1301,1,4,NSW,464,1,4
1193214,1144,1092,31593,9,85,NSW,9627,9,82
1200408,587,769,913,1,3,NSW,311,1,3
1200501,484,1114,34368,10,92,NSW,10503,9,89
1200704,253,1094,31893,9,86,NSW,9707,9,83
1200804,361,1094,31804,9,85,NSW,9690,9,83
1201102,502,1060,26349,8,71,NSW,8156,7,70
1201402,584,1066,27446,8,74,NSW,8440,8,72
1420306,291,1051,24803,7,67,NSW,7708,7,66
1420410,165,961,10828,3,29,NSW,3702,4,32
3222404,903,975,12483,4,34,QLD,2474,4,34
1211011,810,961,10750,3,29,NSW,3682,4,32
1221910,474,922,6677,2,18,NSW,2317,2,20
1230507,484,1010,17797,5,48,NSW,5735,5,49
1230602,390,1005,16956,5,46,NSW,5515,5,47
1230810,240,994,15089,5,41,NSW,4967,5,43
1231111,441,1082,30092,9,81,NSW,9194,8,78
1442008,449,1109,33796,10,91,NSW,10299,9,88
2010706,564,999,15974,5,43,VIC,3382,4,38
1231112,857,1025,20316,6,55,NSW,6444,6,55
1231403,462,1022,19757,6,53,NSW,6303,6,54
1240812,550,1130,35805,10,96,NSW,11054,10,94
1241206,699,1131,35946,10,96,NSW,11113,10,95
1241510,791,1129,35783,10,96,NSW,11044,10,94
1231405,575,970,11875,4,32,NSW,4016,4,34
1241805,817,865,3071,1,9,NSW,1115,1,10
1250402,969,1125,35413,10,95,NSW,10881,10,93
1231607,469,1028,20809,6,56,NSW,6583,6,56
1242911,557,1163,37325,10,100,NSW,11736,10,100
1243113,530,1105,33365,9,90,NSW,10139,9,86
1243202,526,1045,23874,7,64,NSW,7433,7,63
1243307,290,1142,36628,10,98,NSW,11407,10,97
1232009,724,1086,30663,9,82,NSW,9373,8,80
1243309,331,1031,21209,6,57,NSW,6694,6,57
1250513,797,1146,36822,10,99,NSW,11485,10,98
1240506,281,1147,36876,10,99,NSW,11505,10,98
1260410,998,1131,35965,10,97,NSW,11122,10,95
1240805,530,1049,24489,7,66,NSW,7608,7,65
1250910,571,1091,31466,9,85,NSW,9585,9,82
1251109,824,1120,34994,10,94,NSW,10711,10,91
1242803,315,1165,37352,10,100,NSW,11749,10,100
1242904,417,1128,35662,10,96,NSW,10980,10,93
1281403,740,880,3814,2,11,NSW,1362,2,12
1260512,1126,1129,35747,10,96,NSW,11019,10,94
1261405,1164,1148,36945,10,99,NSW,11536,10,98
1281408,817,922,6749,2,19,NSW,2337,2,20
1281609,661,1050,24669,7,66,NSW,7665,7,65
2291304,544,1123,35304,10,95,VIC,8617,10,95
1261406,1019,1150,36989,10,99,NSW,11555,10,98
1270212,922,1021,19544,6,53,NSW,6238,6,53
1271006,922,1019,19291,6,52,NSW,6173,6,53
1272404,574,970,11891,4,32,NSW,4023,4,35
1280407,853,1067,27630,8,74,NSW,8497,8,72
1281004,792,983,13557,4,37,NSW,4516,4,39
2050513,538,918,6392,2,18,VIC,1273,2,14
1281803,505,1043,23384,7,63,NSW,7305,7,62
1281906,807,1042,23292,7,63,NSW,7275,7,62
1282205,489,1032,21368,6,58,NSW,6735,6,58
1282209,375,994,15153,5,41,NSW,4988,5,43
1290603,614,903,5250,2,15,NSW,1830,2,16
2120308,842,934,7785,3,21,VIC,1580,2,18
1291214,515,1099,32569,9,87,NSW,9916,9,84
1291322,1094,1051,24928,7,67,NSW,7738,7,66
1291610,493,1028,20841,6,56,NSW,6596,6,56
1301704,588,625,301,1,1,NSW,61,1,1
2120410,616,930,7441,2,20,VIC,1487,2,17
1300311,1131,1073,28597,8,77,NSW,8764,8,75
1300701,1152,1012,18067,5,49,NSW,5804,5,50
1301609,713,953,9788,3,27,NSW,3373,3,29
1342002,1301,855,2678,1,8,NSW,968,1,9
1301711,607,1048,24332,7,65,NSW,7569,7,65
1310201,538,1148,36928,10,99,NSW,11529,10,98
1310409,945,1011,17859,5,48,NSW,5748,5,49
1310509,334,1110,33927,10,91,NSW,10350,9,88
1311201,849,1078,29542,8,79,NSW,9034,8,77
1311504,421,1079,29688,8,80,NSW,9078,8,77
1320910,888,896,4746,2,13,NSW,1668,2,15
1342103,453,1054,25405,7,68,NSW,7884,7,67
2092108,598,1004,16743,5,45,VIC,3583,4,40
1321905,664,812,1497,1,4,NSW,535,1,5
1330302,343,1070,28207,8,76,NSW,8665,8,74
1330310,361,929,7360,2,20,NSW,2545,3,22
1330403,441,1016,18700,5,50,NSW,5990,6,51
1331404,602,948,9247,3,25,NSW,3191,3,28
1331702,498,944,8855,3,24,NSW,3056,3,26
1340808,672,634,317,1,1,NSW,66,1,1
1341107,512,945,8967,3,24,NSW,3099,3,27
1342310,1089,1062,26868,8,72,NSW,8293,8,71
1342609,642,1059,26218,7,70,NSW,8119,7,69
1350110,352,674,418,1,2,NSW,110,1,1
1350311,666,960,10612,3,29,NSW,3648,4,31
1350811,349,856,2733,1,8,NSW,989,1,9
1350909,529,877,3658,1,10,NSW,1306,2,12
1351003,471,930,7414,2,20,NSW,2569,3,22
1360905,391,995,15331,5,41,NSW,5033,5,43
1361207,732,1081,30017,9,81,NSW,9172,8,78
1380605,526,1064,27202,8,73,NSW,8377,8,71
1381413,850,1097,32301,9,87,NSW,9829,9,84
2120620,501,986,14084,4,38,VIC,2969,4,33
1361306,856,1097,32356,9,87,NSW,9853,9,84
1361410,658,1074,28776,8,77,NSW,8819,8,75
1362010,412,1024,20097,6,54,NSW,6379,6,55
1370502,320,1152,37057,10,99,NSW,11595,10,99
1380306,663,1090,31302,9,84,NSW,9534,9,81
1381610,376,1148,36910,10,99,NSW,11522,10,98
1382710,423,1101,32836,9,88,NSW,9985,9,85
1382803,854,1123,35261,10,95,NSW,10820,10,92
1390208,643,1110,33924,10,91,NSW,10349,9,88
1391709,495,1156,37181,10,100,NSW,11657,10,99
1400616,545,1113,34249,10,92,NSW,10461,9,89
1400619,528,1118,34761,10,93,NSW,10626,9,90
1401011,195,1072,28463,8,76,NSW,8724,8,74
1421506,1148,1038,22469,6,60,NSW,7027,6,60
1421512,492,966,11448,4,31,NSW,3882,4,33
1430106,562,1086,30651,9,82,NSW,9370,8,80
1430606,449,1115,34516,10,93,NSW,10560,9,90
1431101,837,1044,23699,7,64,NSW,7395,7,63
1431309,513,1034,21807,6,59,NSW,6839,6,58
1431509,891,988,14344,4,39,NSW,4742,5,41
1431608,582,1036,22233,6,60,NSW,6965,6,59
1440206,186,1081,29957,8,80,NSW,9156,8,78
1441409,153,1057,25828,7,69,NSW,8008,7,68
1441809,372,1053,25262,7,68,NSW,7844,7,67
2291402,542,1164,37338,10,100,VIC,9076,10,100
2010910,578,1009,17542,5,47,VIC,3781,5,42
2011803,477,974,12439,4,34,VIC,2612,3,29
2020110,314,1045,23877,7,64,VIC,5499,7,61
2020708,456,959,10582,3,29,VIC,2165,3,24
2030203,209,999,15995,5,43,VIC,3389,4,38
2030403,807,981,13356,4,36,VIC,2814,4,31
2030904,489,986,14057,4,38,VIC,2961,4,33
2031709,567,1005,16961,5,46,VIC,3634,4,40
2032205,259,881,3882,2,11,VIC,755,1,9
2040606,429,974,12449,4,34,VIC,2616,3,29
2041109,581,932,7648,3,21,VIC,1542,2,17
2041409,157,957,10281,3,28,VIC,2087,3,23
2041602,286,1055,25470,7,68,VIC,5919,7,66
2051115,667,997,15715,5,42,VIC,3332,4,37
2061001,303,1008,17455,5,47,VIC,3757,5,42
2061007,206,958,10450,3,28,VIC,2133,3,24
2061108,492,988,14287,4,39,VIC,3013,4,34
2071302,576,1047,24186,7,65,VIC,5574,7,62
2071709,519,944,8772,3,24,VIC,1794,2,20
2071810,188,1021,19551,6,53,VIC,4335,5,48
2092505,139,863,2983,1,8,VIC,565,1,7
2131502,756,841,2201,1,6,VIC,382,1,5
2080604,219,1074,28852,8,78,VIC,6866,8,76
2080804,745,984,13744,4,37,VIC,2895,4,32
2100103,271,1099,32634,9,88,VIC,7927,9,88
2101006,345,1034,21858,6,59,VIC,4958,6,55
2101305,211,1026,20394,6,55,VIC,4569,6,51
2300807,809,885,4076,2,11,VIC,804,1,9
2081510,589,1120,34954,10,94,VIC,8531,10,94
2081610,418,1030,21009,6,57,VIC,4726,6,52
2081711,534,1043,23405,7,63,VIC,5357,6,59
2082008,433,970,11934,4,32,VIC,2493,3,28
2091401,410,934,7808,3,21,VIC,1587,2,18
2111203,436,970,11867,4,32,VIC,2476,3,28
2111705,509,1010,17738,5,48,VIC,3837,5,43
2151210,481,802,1324,1,4,VIC,199,1,3
2092015,177,1029,20911,6,56,VIC,4706,6,52
2151403,295,1115,34474,10,93,VIC,8414,10,93
2151505,292,1024,20100,6,54,VIC,4496,5,50
2111812,503,1067,27621,8,74,VIC,6532,8,72
2111910,731,965,11236,3,30,VIC,2322,3,26
2112415,590,1065,27342,8,73,VIC,6465,8,72
2112707,535,702,500,1,2,VIC,59,1,1
2112109,469,1089,31117,9,84,VIC,7484,9,83
2112401,682,979,13023,4,35,VIC,2734,4,31
2120113,406,972,12184,4,33,VIC,2554,3,29
2120207,704,919,6494,2,18,VIC,1294,2,15
2120732,718,1139,36455,10,98,VIC,8894,10,98
2120914,383,884,4052,2,11,VIC,799,1,9
2121005,457,852,2597,1,7,VIC,469,1,6
2121238,1169,1091,31483,9,85,VIC,7594,9,84
2121257,719,1009,17540,5,47,VIC,3780,5,42
2131312,658,886,4145,2,12,VIC,822,1,10
2131604,259,786,1107,1,3,VIC,157,1,2
2140110,1033,803,1336,1,4,VIC,201,1,3
2140405,266,925,7007,2,19,VIC,1409,2,16
2140605,557,796,1221,1,4,VIC,180,1,2
2150602,814,989,14442,4,39,VIC,3039,4,34
2151004,354,1043,23456,7,63,VIC,5376,6,60
2151103,428,742,697,1,2,VIC,86,1,1
2160117,707,1119,34858,10,94,VIC,8507,10,94
2160302,1061,948,9305,3,25,VIC,1888,3,21
2160310,578,956,10119,3,28,VIC,2053,3,23
2160601,819,842,2217,1,6,VIC,386,1,5
2170307,764,1029,20892,6,56,VIC,4700,6,52
2170310,767,944,8841,3,24,VIC,1803,2,20
2301205,622,1064,27128,8,73,VIC,6399,8,71
2161104,624,1110,33952,10,91,VIC,8273,10,91
2161705,1223,986,14081,4,38,VIC,2968,4,33
2161901,866,1145,36786,10,99,VIC,8974,10,99
2170104,940,1121,35088,10,94,VIC,8573,10,95
2210701,288,1083,30318,9,81,VIC,7273,8,80
2170505,844,1047,24166,7,65,VIC,5568,7,62
2170905,541,1075,28928,8,78,VIC,6885,8,76
2181105,618,933,7756,3,21,VIC,1571,2,18
2181302,449,922,6698,2,18,VIC,1338,2,15
2181610,253,1057,25799,7,69,VIC,6011,7,67
2181704,175,883,3975,2,11,VIC,785,1,9
2181708,568,899,4961,2,14,VIC,994,2,11
1332004,535,914,6094,2,17,NSW,2108,2,18
2190201,325,1067,27622,8,74,VIC,6533,8,72
2210912,752,1037,22420,6,60,VIC,5099,6,57
2211007,160,974,12425,4,34,VIC,2607,3,29
2211410,205,810,1458,1,4,VIC,221,1,3
2211610,226,943,8728,3,24,VIC,1785,2,20
2211806,192,956,10199,3,28,VIC,2068,3,23
2241106,670,1102,32919,9,88,VIC,8013,9,89
2190905,696,1080,29856,8,80,VIC,7151,8,79
2190909,743,1031,21216,6,57,VIC,4782,6,53
2192001,159,1007,17341,5,47,VIC,3728,5,41
2270301,694,1102,32955,9,88,VIC,8027,9,89
2212109,139,1075,29030,8,78,VIC,6918,8,77
2220205,872,997,15692,5,42,VIC,3326,4,37
2230813,1003,1087,30815,9,83,VIC,7411,9,82
2271107,694,1049,24504,7,66,VIC,5660,7,63
2220304,905,1060,26392,8,71,VIC,6192,7,69
2220602,571,1034,21867,6,59,VIC,4960,6,55
2220801,1026,1068,27733,8,75,VIC,6565,8,73
2221002,345,845,2311,1,7,VIC,411,1,5
2221402,868,944,8867,3,24,VIC,1808,2,20
2230808,525,1124,35344,10,95,VIC,8629,10,95
2231406,839,1089,31225,9,84,VIC,7514,9,83
2241514,1146,1117,34739,10,93,VIC,8483,10,94
2250704,913,1098,32389,9,87,VIC,7850,9,87
2250803,631,1071,28404,8,76,VIC,6748,8,75
2251502,884,1068,27867,8,75,VIC,6604,8,73
2252005,626,1060,26407,8,71,VIC,6198,7,69
2252006,766,1008,17502,5,47,VIC,3768,5,42
2252309,672,1003,16670,5,45,VIC,3563,4,40
2260206,476,1127,35598,10,96,VIC,8692,10,96
2261212,459,1008,17445,5,47,VIC,3755,5,42
2270212,617,1047,24078,7,65,VIC,5549,7,62
2271601,674,1157,37197,10,100,VIC,9057,10,100
2272008,563,1130,35833,10,96,VIC,8739,10,97
2272302,379,1078,29548,8,79,VIC,7051,8,78
2280201,411,1125,35408,10,95,VIC,8645,10,96
2280413,322,1075,28902,8,78,VIC,6879,8,76
2280809,380,1065,27274,8,73,VIC,6443,8,71
2290507,493,1090,31349,9,84,VIC,7556,9,84
2290709,342,1108,33631,9,90,VIC,8195,10,91
2290713,446,1079,29646,8,80,VIC,7090,8,78
2290810,653,1004,16776,5,45,VIC,3588,4,40
2290914,467,1041,23005,7,62,VIC,5264,6,58
2291103,754,1168,37387,10,100,VIC,9089,10,100
2291310,393,1126,35550,10,95,VIC,8683,10,96
2291315,964,1077,29242,8,79,VIC,6970,8,77
2291408,185,1069,28000,8,75,VIC,6646,8,74
2291709,581,1086,30707,9,82,VIC,7381,9,82
2291901,443,1066,27469,8,74,VIC,6497,8,72
2292001,340,1150,36996,10,99,VIC,9027,10,100
2292408,486,526,153,1,1,VIC,22,1,1
2300705,603,1033,21585,6,58,VIC,4875,6,54
2300801,558,991,14651,4,40,VIC,3084,4,34
2301410,509,881,3864,2,11,VIC,747,1,9
2301602,878,924,6904,2,19,VIC,1381,2,16
2370713,985,849,2486,1,7,VIC,446,1,5
2301612,622,992,14788,4,40,VIC,3111,4,35
2301812,784,958,10357,3,28,VIC,2103,3,24
2310105,784,1089,31123,9,84,VIC,7485,9,83
2310909,727,983,13533,4,37,VIC,2848,4,32
2320105,804,1035,21989,6,59,VIC,4994,6,55
2321106,863,1001,16388,5,44,VIC,3489,4,39
2321306,595,907,5572,2,15,VIC,1118,2,13
2321502,682,978,13003,4,35,VIC,2730,4,31
2331001,809,951,9613,3,26,VIC,1951,3,22
2331107,759,937,8140,3,22,VIC,1664,2,19
2331306,742,939,8313,3,23,VIC,1699,2,19
2331402,844,961,10762,3,29,VIC,2204,3,25
2340608,845,1011,17849,5,48,VIC,3873,5,43
2341217,517,1135,36197,10,97,VIC,8824,10,98
2341803,294,783,1062,1,3,VIC,148,1,2
2341913,288,951,9624,3,26,VIC,1954,3,22
2342612,833,1062,26733,8,72,VIC,6288,7,70
2350501,608,1093,31772,9,85,VIC,7684,9,85
2351009,521,1068,27850,8,75,VIC,6600,8,73
2351708,568,1106,33408,9,90,VIC,8139,9,90
2351806,720,1136,36275,10,97,VIC,8852,10,98
2352006,679,1068,27855,8,75,VIC,6601,8,73
2352202,490,1082,30056,9,81,VIC,7195,8,80
2352403,532,1120,35017,10,94,VIC,8549,10,94
2360203,844,1061,26614,8,72,VIC,6251,7,69
2360807,594,1079,29694,8,80,VIC,7105,8,79
2370906,734,936,7966,3,22,VIC,1624,2,18
2361410,867,1093,31696,9,85,VIC,7662,9,85
2361603,545,1042,23327,7,63,VIC,5337,6,59
2361709,363,1103,33091,9,89,VIC,8055,9,89
2361711,735,1039,22633,7,61,VIC,5159,6,57
2361901,685,1114,34376,10,92,VIC,8386,10,93
2362002,608,1025,20168,6,54,VIC,4513,5,50
2370503,705,777,991,1,3,VIC,133,1,2
3251914,965,896,4790,2,13,QLD,846,2,12
2371106,337,943,8754,3,24,VIC,1790,2,20
2371314,291,857,2776,1,8,VIC,515,1,6
2371608,663,1069,27995,8,75,VIC,6645,8,74
2371609,735,985,13852,4,37,VIC,2920,4,33
3011510,574,1018,18985,6,51,QLD,3970,6,54
3011514,143,1026,20387,6,55,QLD,4272,6,58
3011708,496,1091,31399,9,84,QLD,6502,9,88
4101704,695,919,6469,2,18,SA ,713,3,23
2381203,890,1155,37174,10,100,VIC,9052,10,100
3042202,456,1032,21372,6,58,QLD,4476,7,61
3042308,341,950,9512,3,26,QLD,1854,3,25
3050107,128,977,12861,4,35,QLD,2559,4,35
3010805,555,1015,18571,5,50,QLD,3884,6,53
3011308,728,901,5132,2,14,QLD,927,2,13
3051701,399,901,5104,2,14,QLD,920,2,13
3051711,347,915,6136,2,17,QLD,1138,2,16
3052304,955,1039,22781,7,61,QLD,4800,7,65
3012310,157,994,15095,5,41,QLD,3077,5,42
3012507,423,918,6430,2,18,QLD,1196,2,17
3052305,570,1075,29056,8,78,QLD,6058,9,82
3190401,919,1090,31304,9,84,QLD,6490,9,88
3030323,627,1036,22136,6,60,QLD,4660,7,63
3080509,851,564,213,1,1,QLD,20,1,1
3081709,684,916,6268,2,17,QLD,1163,2,16
3090712,542,961,10796,3,29,QLD,2099,3,29
3091401,29,1072,28486,8,77,QLD,5948,8,80
3030324,292,949,9366,3,26,QLD,1827,3,25
3031604,136,1069,27928,8,75,QLD,5831,8,79
3040910,760,976,12664,4,34,QLD,2510,4,34
3041602,660,1025,20247,6,55,QLD,4232,6,57
3060201,330,928,7227,2,20,QLD,1364,2,19
3060209,489,1002,16526,5,45,QLD,3420,5,46
3062008,585,1021,19573,6,53,QLD,4088,6,55
3070310,491,970,11872,4,32,QLD,2329,4,32
3071310,355,931,7537,3,21,QLD,1436,2,20
3072305,646,871,3352,1,9,QLD,542,1,8
3080303,125,876,3612,1,10,QLD,601,1,9
3080409,569,962,10854,3,29,QLD,2112,3,29
3100202,894,966,11372,4,31,QLD,2213,3,30
3100408,379,901,5090,2,14,QLD,916,2,13
3101603,318,998,15829,5,43,QLD,3231,5,44
3110314,278,912,5911,2,16,QLD,1094,2,15
3110618,306,940,8404,3,23,QLD,1608,3,22
3111617,394,997,15574,5,42,QLD,3173,5,43
3121001,97,1030,21081,6,57,QLD,4418,6,60
3121509,778,974,12413,4,34,QLD,2452,4,33
3121804,1101,1067,27584,8,74,QLD,5767,8,78
3122105,393,920,6562,2,18,QLD,1225,2,17
4101612,273,979,13032,4,35,SA ,1368,5,44
3130607,613,1087,30833,9,83,QLD,6395,9,86
1421311,485,1065,27265,8,73,NSW,8392,8,72
3131203,929,871,3376,1,10,QLD,547,1,8
3131209,959,917,6302,2,17,QLD,1170,2,16
3131605,338,987,14128,4,38,QLD,2852,4,39
3141712,249,1024,20091,6,54,QLD,4203,6,57
3141801,180,1037,22364,6,60,QLD,4711,7,64
3141805,119,906,5448,2,15,QLD,995,2,14
5081602,304,874,3503,1,10,WA ,295,1,8
3142001,462,894,4615,2,13,QLD,798,2,11
3142102,157,951,9643,3,26,QLD,1889,3,26
3150203,571,1002,16531,5,45,QLD,3421,5,46
3150606,133,1041,23123,7,62,QLD,4874,7,66
3160604,485,900,5016,2,14,QLD,893,2,12
3160605,755,1066,27521,8,74,QLD,5753,8,78
3151512,419,1033,21579,6,58,QLD,4529,7,61
3160204,690,995,15318,5,41,QLD,3128,5,42
3160326,891,1066,27447,8,74,QLD,5733,8,77
3161107,606,1087,30840,9,83,QLD,6397,9,86
3161514,323,986,13952,4,38,QLD,2805,4,38
3161714,477,999,16039,5,43,QLD,3297,5,45
3171804,949,1063,26925,8,72,QLD,5632,8,76
3171810,829,1033,21559,6,58,QLD,4523,7,61
3171919,408,1106,33471,9,90,QLD,6882,10,93
3172003,165,1074,28753,8,77,QLD,5993,9,81
3172104,885,947,9181,3,25,QLD,1780,3,24
3172117,882,1000,16144,5,44,QLD,3322,5,45
2252201,648,972,12176,4,33,VIC,2552,3,29
3180317,620,1106,33444,9,90,QLD,6876,10,93
3180912,688,1137,36350,10,98,QLD,7315,10,99
3180917,919,1156,37189,10,100,QLD,7426,10,100
3201101,475,1080,29724,8,80,QLD,6174,9,83
3201702,476,1000,16111,5,44,QLD,3315,5,45
3201901,123,1094,31831,9,85,QLD,6571,9,89
3202701,734,1055,25550,7,69,QLD,5369,8,72
3202812,1046,1112,34174,10,92,QLD,6996,10,94
3203014,390,1015,18464,5,50,QLD,3863,6,52
3212106,181,775,962,1,3,QLD,115,1,2
3261006,580,1073,28594,8,77,QLD,5962,8,80
3203411,684,857,2742,1,8,QLD,413,1,6
3211305,865,1068,27865,8,75,QLD,5814,8,78
3211311,750,1121,35100,10,94,QLD,7148,10,96
3211910,507,988,14336,4,39,QLD,2899,4,39
3220109,774,1136,36293,10,97,QLD,7306,10,98
3220211,275,1105,33288,9,89,QLD,6861,10,92
3221101,609,949,9345,3,25,QLD,1823,3,25
3221105,515,1037,22393,6,60,QLD,4714,7,64
3221205,710,1048,24259,7,65,QLD,5117,7,69
3230313,384,940,8397,3,23,QLD,1606,3,22
3230609,597,1148,36921,10,99,QLD,7394,10,100
3240307,485,1060,26397,8,71,QLD,5528,8,75
3240710,889,1025,20322,6,55,QLD,4254,6,58
3240801,432,1102,32902,9,88,QLD,6774,10,91
3241411,465,1108,33686,9,90,QLD,6911,10,93
3252207,633,1031,21198,6,57,QLD,4440,6,60
3252801,235,824,1737,1,5,QLD,244,1,4
3252808,460,958,10453,3,28,QLD,2027,3,28
3252809,951,960,10703,3,29,QLD,2079,3,28
3252909,308,837,2089,1,6,QLD,291,1,4
3260102,1046,1127,35629,10,96,QLD,7222,10,97
3260508,599,1125,35480,10,95,QLD,7202,10,97
3260604,540,1125,35420,10,95,QLD,7199,10,97
4070204,440,1003,16596,5,45,SA ,1695,6,54
3261301,760,1149,36952,10,99,QLD,7397,10,100
3261604,259,936,8033,3,22,QLD,1541,3,21
3261605,321,945,8884,3,24,QLD,1707,3,23
3261802,252,988,14338,4,39,QLD,2900,4,39
4011203,170,993,14948,4,40,SA ,1566,5,50
4011703,512,874,3525,1,10,SA ,427,2,14
4021612,542,1066,27514,8,74,SA ,2573,9,81
4030304,203,965,11319,4,31,SA ,1205,4,38
4030509,508,1002,16416,5,44,SA ,1682,6,53
4032102,272,976,12659,4,34,SA ,1334,5,42
4040601,458,996,15428,5,42,SA ,1606,6,51
4041802,142,1023,19909,6,54,SA ,1960,7,62
4070908,598,1109,33815,10,91,SA ,3030,10,96
4071305,595,1019,19277,6,52,SA ,1920,7,61
2321801,780,1010,17720,5,48,VIC,3833,5,43
4050304,231,1045,23764,7,64,SA ,2267,8,72
4081805,571,966,11400,4,31,SA ,1213,4,39
4090204,254,1028,20790,6,56,SA ,2027,7,64
4090305,363,1021,19469,6,52,SA ,1932,7,61
4090510,263,1014,18400,5,50,SA ,1843,6,58
2092109,575,1041,23058,7,62,VIC,5275,6,58
4050705,257,1045,23814,7,64,SA ,2275,8,72
4090606,615,1076,29159,8,78,SA ,2695,9,85
4091111,408,984,13770,4,37,SA ,1443,5,46
4061608,105,621,295,1,1,SA ,20,1,1
4062009,960,972,12218,4,33,SA ,1288,5,41
4091208,568,759,816,1,3,SA ,126,1,4
4091408,163,950,9446,3,26,SA ,1001,4,32
4091507,13,1097,32362,9,87,SA ,2942,10,93
4092211,208,1085,30601,9,82,SA ,2800,9,89
4092309,636,998,15862,5,43,SA ,1649,6,52
4101107,536,804,1354,1,4,SA ,202,1,7
4101503,604,677,430,1,2,SA ,44,1,2
4062104,233,1008,17408,5,47,SA ,1760,6,56
4070108,500,964,11112,3,30,SA ,1180,4,38
4071602,624,1127,35614,10,96,SA ,3115,10,98
4080304,1159,1063,26913,8,72,SA ,2523,8,80
4080508,504,1058,26123,7,70,SA ,2458,8,78
4080910,504,914,6117,2,17,SA ,673,3,22
4081115,353,1103,33126,9,89,SA ,2982,10,94
4102005,832,1063,26908,8,72,SA ,2522,8,80
