cd_code_06,usual_resident_population_,irsd_score_2006,ranking_within_australia_rank_,ranking_within_australia_decile_,ranking_within_australia_percentile_,ranking_within_state_or_territory_state_,ranking_within_state_or_territory_rank_,ranking_within_state_or_territory_decile_,ranking_within_state_or_territory_percentile_
2200412,355,1033,21629,6,58,VIC,4896,6,54
4070906,406,1062,26781,8,72,SA ,2513,8,80
2190602,617,1107,33597,9,90,VIC,8186,9,90
2201009,228,1015,18512,5,50,VIC,4053,5,45
2210713,792,1078,29559,8,79,VIC,7056,8,78
2301509,380,995,15313,5,41,VIC,3229,4,36
2190703,613,952,9702,3,26,VIC,1967,3,22
2191309,249,1031,21243,6,57,VIC,4787,6,53
2191711,236,1039,22724,7,61,VIC,5188,6,58
2191909,613,1033,21631,6,58,VIC,4897,6,54
2192006,633,1036,22185,6,60,VIC,5044,6,56
2301819,561,1062,26814,8,72,VIC,6314,7,70
2200301,316,1070,28171,8,76,VIC,6689,8,74
2210901,456,1126,35549,10,95,VIC,8682,10,96
2211111,352,971,12069,4,33,VIC,2523,3,28
2211609,432,1015,18551,5,50,VIC,4064,5,45
2231308,562,983,13650,4,37,VIC,2876,4,32
2241301,638,1054,25382,7,68,VIC,5890,7,65
2301505,745,871,3387,1,10,VIC,645,1,8
2211206,314,1096,32210,9,86,VIC,7798,9,86
2211403,301,1017,18791,6,51,VIC,4133,5,46
2230902,758,1011,17891,5,48,VIC,3886,5,43
2311005,301,461,76,1,1,VIC,8,1,1
2212408,823,913,6024,2,17,VIC,1204,2,14
2221207,684,960,10717,3,29,VIC,2193,3,25
2221307,777,824,1748,1,5,VIC,283,1,4
2230603,559,1019,19122,6,52,VIC,4215,5,47
2241612,1033,1068,27806,8,75,VIC,6584,8,73
2250107,431,762,848,1,3,VIC,109,1,2
2250605,1175,1136,36236,10,97,VIC,8835,10,98
2252204,906,990,14588,4,39,VIC,3068,4,34
2260108,606,1098,32472,9,87,VIC,7880,9,87
2260703,353,1086,30668,9,82,VIC,7373,9,82
2260704,195,1116,34643,10,93,VIC,8450,10,93
2301601,934,1012,18054,5,49,VIC,3932,5,44
2301616,465,1029,20871,6,56,VIC,4691,6,52
2301705,651,959,10488,3,28,VIC,2142,3,24
2301707,442,986,13993,4,38,VIC,2948,4,33
2301815,374,949,9419,3,26,VIC,1918,3,22
2311516,684,1005,16998,5,46,VIC,3639,5,41
2322212,220,1009,17553,5,47,VIC,3783,5,42
2331305,401,943,8662,3,24,VIC,1774,2,20
2341112,1128,1034,21741,6,59,VIC,4922,6,55
2341717,805,1083,30212,9,81,VIC,7237,8,80
2341904,772,1056,25676,7,69,VIC,5977,7,66
4040910,464,835,2019,1,6,SA ,298,1,10
2342308,732,932,7643,3,21,VIC,1540,2,17
2342511,1065,1003,16643,5,45,VIC,3554,4,40
2350209,768,1009,17615,5,48,VIC,3805,5,42
2350304,348,1098,32408,9,87,VIC,7855,9,87
2350502,742,1141,36569,10,98,VIC,8924,10,99
2351004,318,1084,30486,9,82,VIC,7317,9,81
2351302,341,1064,27081,8,73,VIC,6382,8,71
2351709,638,1079,29614,8,80,VIC,7076,8,78
2352406,653,1139,36472,10,98,VIC,8901,10,98
2360105,605,1057,25883,7,70,VIC,6034,7,67
2360312,379,1073,28680,8,77,VIC,6820,8,75
2360410,758,1108,33707,9,90,VIC,8213,10,91
2360503,277,1112,34209,10,92,VIC,8334,10,92
2360604,689,1064,27150,8,73,VIC,6407,8,71
2361004,806,1099,32625,9,88,VIC,7922,9,88
2370810,77,1061,26644,8,72,VIC,6261,7,69
2380101,953,1047,24072,7,65,VIC,5548,7,61
2380205,638,1066,27443,8,74,VIC,6490,8,72
2380601,564,1088,30993,9,83,VIC,7447,9,82
2381010,735,1037,22295,6,60,VIC,5070,6,56
3010915,145,439,57,1,1,QLD,1,1,1
3011220,363,1105,33383,9,90,QLD,6869,10,93
3011621,427,1060,26433,8,71,QLD,5532,8,75
3011901,934,1018,19062,6,51,QLD,3985,6,54
3012006,495,1007,17228,5,46,QLD,3600,5,49
3012804,344,622,299,1,1,QLD,31,1,1
3020816,345,892,4496,2,13,QLD,774,2,11
3021507,342,986,14014,4,38,QLD,2820,4,38
3030204,381,844,2273,1,7,QLD,323,1,5
3050412,125,898,4917,2,14,QLD,871,2,12
3030812,335,999,15988,5,43,QLD,3279,5,44
3040103,789,932,7588,3,21,QLD,1443,2,20
3040508,744,950,9522,3,26,QLD,1860,3,25
3040510,475,1007,17251,5,47,QLD,3607,5,49
3040814,663,1039,22623,7,61,QLD,4763,7,64
3041020,949,1071,28343,8,76,QLD,5917,8,80
3050215,216,1001,16328,5,44,QLD,3377,5,46
3050402,168,945,8947,3,24,QLD,1724,3,24
3050704,264,975,12533,4,34,QLD,2482,4,34
3060303,469,920,6601,2,18,QLD,1237,2,17
3070113,116,849,2479,1,7,QLD,361,1,5
3070608,237,1097,32318,9,87,QLD,6659,9,90
3070713,146,1032,21388,6,58,QLD,4482,7,61
3071412,458,946,9002,3,25,QLD,1737,3,24
3071601,724,861,2927,1,8,QLD,449,1,7
3151406,606,1082,30033,9,81,QLD,6245,9,84
3080202,233,1015,18484,5,50,QLD,3866,6,52
3160717,663,1094,31815,9,85,QLD,6568,9,89
3080706,244,1079,29616,8,80,QLD,6163,9,83
3080901,93,1039,22751,7,61,QLD,4792,7,65
3081105,244,1034,21732,6,59,QLD,4564,7,62
3081506,85,904,5279,2,15,QLD,961,2,13
3081602,306,974,12404,4,34,QLD,2450,4,33
3110310,945,1043,23523,7,63,QLD,4962,7,67
3090403,47,1033,21603,6,58,QLD,4536,7,61
3110714,676,853,2612,1,7,QLD,390,1,6
3090703,74,1031,21228,6,57,QLD,4446,6,60
3091109,76,1102,32969,9,89,QLD,6792,10,92
3111307,335,1023,19842,6,53,QLD,4148,6,56
3111513,577,957,10351,3,28,QLD,2002,3,27
3091301,66,1102,33017,9,89,QLD,6804,10,92
3100105,382,903,5225,2,14,QLD,950,2,13
3100514,768,1042,23259,7,63,QLD,4903,7,66
3102111,495,824,1735,1,5,QLD,243,1,4
3110113,271,1027,20544,6,55,QLD,4312,6,58
3112408,71,1073,28689,8,77,QLD,5981,9,81
3120107,336,977,12863,4,35,QLD,2560,4,35
3120410,537,945,8949,3,24,QLD,1725,3,24
3120502,690,905,5430,2,15,QLD,990,2,14
3121112,505,984,13801,4,37,QLD,2770,4,38
3171205,758,978,13006,4,35,QLD,2595,4,35
4061018,929,1045,23753,7,64,SA ,2263,8,72
3122206,385,1061,26673,8,72,QLD,5577,8,75
3130208,472,989,14405,4,39,QLD,2915,4,40
3131304,712,774,953,1,3,QLD,112,1,2
3131603,125,847,2402,1,7,QLD,347,1,5
3140401,788,1017,18943,6,51,QLD,3957,6,54
3140403,279,1005,16936,5,46,QLD,3513,5,48
3140517,1214,1117,34741,10,93,QLD,7094,10,96
3150605,56,895,4696,2,13,QLD,820,2,11
3151104,520,999,15996,5,43,QLD,3283,5,45
3171512,509,1031,21274,6,57,QLD,4459,6,60
3171513,625,1119,34860,10,94,QLD,7110,10,96
3160812,1061,855,2683,1,8,QLD,403,1,6
3161209,153,994,15220,5,41,QLD,3111,5,42
3161708,588,933,7685,3,21,QLD,1466,2,20
3170207,417,968,11668,4,32,QLD,2283,4,31
3170419,504,1008,17497,5,47,QLD,3665,5,50
3170705,341,995,15329,5,41,QLD,3131,5,42
3170811,373,1005,16914,5,46,QLD,3509,5,48
3171103,368,973,12303,4,33,QLD,2421,4,33
3180418,599,1094,31819,9,85,QLD,6569,9,89
3180428,941,1091,31493,9,85,QLD,6516,9,88
3180510,569,971,12094,4,33,QLD,2370,4,32
3180606,580,901,5099,2,14,QLD,918,2,13
3180708,296,1014,18410,5,50,QLD,3852,6,52
3181202,579,1036,22227,6,60,QLD,4685,7,63
3181514,1022,1023,19874,6,54,QLD,4156,6,56
3190110,341,1032,21397,6,58,QLD,4485,7,61
3191209,540,1102,32987,9,89,QLD,6795,10,92
3191912,507,1040,22794,7,61,QLD,4805,7,65
3202603,658,1037,22417,6,60,QLD,4719,7,64
3221004,162,1126,35528,10,95,QLD,7207,10,97
3202907,207,959,10532,3,29,QLD,2043,3,28
3203008,955,968,11738,4,32,QLD,2299,4,31
3203106,711,1090,31298,9,84,QLD,6489,9,87
3203109,861,1061,26539,8,71,QLD,5552,8,75
3210413,337,1036,22095,6,59,QLD,4649,7,63
3210503,418,839,2145,1,6,QLD,299,1,5
3210809,174,979,13050,4,35,QLD,2602,4,35
3221110,330,1018,18991,6,51,QLD,3971,6,54
3230509,540,1013,18232,5,49,QLD,3825,6,52
3230611,537,1138,36394,10,98,QLD,7320,10,99
3232309,618,1149,36968,10,99,QLD,7399,10,100
3232501,997,1182,37450,10,100,QLD,7458,10,100
4062005,635,986,14010,4,38,SA ,1472,5,47
3250211,796,1094,31810,9,85,QLD,6566,9,89
3250305,532,1066,27444,8,74,QLD,5732,8,77
3250704,875,1097,32251,9,87,QLD,6651,9,90
3250902,888,1057,25869,7,70,QLD,5434,8,73
3251204,727,1046,23948,7,64,QLD,5040,7,68
3251308,437,887,4184,2,12,QLD,716,1,10
3251403,398,867,3185,1,9,QLD,496,1,7
3251406,668,967,11472,4,31,QLD,2238,4,31
3252004,494,935,7897,3,22,QLD,1511,3,21
3260509,527,1095,32076,9,86,QLD,6617,9,89
3261204,1022,1088,31021,9,83,QLD,6440,9,87
3262507,857,1042,23224,7,63,QLD,4896,7,66
3262807,944,1066,27495,8,74,QLD,5745,8,78
4070305,488,1081,30015,9,81,SA ,2764,9,87
4011401,758,1063,27019,8,73,SA ,2529,8,80
4011409,435,709,531,1,2,SA ,63,1,2
4012406,782,936,8013,3,22,SA ,867,3,28
4020109,46,561,207,1,1,SA ,14,1,1
4021505,120,1012,18110,5,49,SA ,1818,6,58
4031211,934,1017,18882,6,51,SA ,1891,6,60
4031502,414,981,13313,4,36,SA ,1396,5,44
4031604,631,911,5843,2,16,SA ,643,3,21
4050902,311,1099,32636,9,88,SA ,2955,10,93
4051002,364,1012,18118,5,49,SA ,1819,6,58
4051303,366,1053,25263,7,68,SA ,2391,8,76
4051307,461,1049,24440,7,66,SA ,2324,8,74
4072006,348,1111,33998,10,91,SA ,3037,10,96
4080208,434,1036,22108,6,60,SA ,2132,7,68
4080609,672,974,12363,4,34,SA ,1299,5,41
4081107,694,960,10629,3,29,SA ,1126,4,36
4081114,575,923,6834,2,19,SA ,743,3,24
4081210,840,957,10241,3,28,SA ,1081,4,35
4081504,651,988,14233,4,38,SA ,1494,5,47
4081701,232,1089,31156,9,84,SA ,2850,9,90
4082310,705,1015,18527,5,50,SA ,1861,6,59
4090403,518,1092,31512,9,85,SA ,2872,10,91
4090507,634,1033,21692,6,58,SA ,2103,7,67
4090509,378,1054,25351,7,68,SA ,2400,8,76
4091006,660,1041,23029,7,62,SA ,2199,7,70
4091510,536,997,15664,5,42,SA ,1626,6,52
4091916,618,1097,32290,9,87,SA ,2936,10,93
4091918,1071,1109,33744,10,91,SA ,3023,10,96
4092104,153,1051,24804,7,67,SA ,2351,8,74
4092201,486,983,13653,4,37,SA ,1426,5,45
4100303,538,958,10392,3,28,SA ,1098,4,35
4120602,773,1116,34603,10,93,SA ,3060,10,97
4130209,731,1082,30155,9,81,SA ,2774,9,88
4131507,731,1003,16700,5,45,SA ,1702,6,54
5030301,452,1031,21282,6,57,WA ,2055,6,52
5030531,318,887,4207,2,12,WA ,359,1,10
4100601,210,1076,29170,8,78,SA ,2696,9,85
4101104,294,811,1472,1,4,SA ,223,1,8
4131909,710,1109,33825,10,91,SA ,3031,10,96
4142802,530,1036,22102,6,60,SA ,2131,7,68
5010404,628,1074,28755,8,77,WA ,2897,8,73
5010802,576,1062,26726,8,72,WA ,2639,7,67
5022515,593,1051,24809,7,67,WA ,2431,7,62
5023202,232,1069,27930,8,75,WA ,2788,8,71
4090613,426,977,12794,4,35,SA ,1347,5,43
5030804,1070,1122,35204,10,94,WA ,3724,10,94
5031304,777,1070,28252,8,76,WA ,2829,8,72
5031407,736,1119,34939,10,94,WA ,3696,10,93
5031709,925,1075,29054,8,78,WA ,2941,8,74
5032009,572,1013,18243,5,49,WA ,1732,5,44
5092408,396,976,12651,4,34,WA ,1156,3,30
5032108,560,1090,31250,9,84,WA ,3221,9,81
5040305,740,995,15344,5,41,WA ,1442,4,37
5041209,464,856,2718,1,8,WA ,228,1,6
5042201,81,975,12523,4,34,WA ,1141,3,29
5042504,699,894,4599,2,13,WA ,390,1,10
5042704,366,880,3794,2,11,WA ,324,1,9
5050108,516,1019,19215,6,52,WA ,1826,5,46
5050214,272,974,12402,4,34,WA ,1127,3,29
5050311,392,1044,23634,7,64,WA ,2303,6,58
5051009,404,1040,22918,7,62,WA ,2229,6,56
5051705,232,1017,18917,6,51,WA ,1798,5,46
5060102,704,1073,28560,8,77,WA ,2874,8,73
5101804,404,984,13668,4,37,WA ,1258,4,32
5051711,474,1072,28450,8,76,WA ,2856,8,72
5052205,715,863,2998,1,9,WA ,256,1,7
5052309,332,1081,30014,9,81,WA ,3055,8,77
5061623,543,1075,29042,8,78,WA ,2940,8,74
5061710,703,981,13282,4,36,WA ,1217,4,31
5070308,684,1101,32806,9,88,WA ,3415,9,86
5091203,576,1154,37126,10,100,WA ,3947,10,100
5071509,181,1034,21727,6,59,WA ,2112,6,54
5071513,386,955,9996,3,27,WA ,881,3,23
5080909,400,1004,16800,5,45,WA ,1596,5,41
5081102,954,1109,33727,10,91,WA ,3537,9,89
5081403,1211,1121,35070,10,94,WA ,3709,10,94
5081908,236,1037,22293,6,60,WA ,2167,6,55
5090319,416,1140,36525,10,98,WA ,3880,10,98
5091105,303,1156,37186,10,100,WA ,3958,10,100
5092403,621,1135,36187,10,97,WA ,3848,10,97
5092407,602,1080,29814,8,80,WA ,3025,8,76
5092411,600,1052,24993,7,67,WA ,2451,7,62
5092501,354,1092,31622,9,85,WA ,3270,9,83
5092512,728,1117,34665,10,93,WA ,3660,10,92
5092608,719,1052,25100,7,68,WA ,2462,7,62
5100102,397,1144,36732,10,99,WA ,3909,10,99
5100606,753,1080,29859,8,80,WA ,3032,8,77
5101810,459,1042,23284,7,63,WA ,2266,6,57
5110808,395,877,3672,1,10,WA ,313,1,8
5111009,357,1008,17435,5,47,WA ,1653,5,42
5111817,583,1068,27879,8,75,WA ,2783,7,70
5111902,565,997,15604,5,42,WA ,1479,4,38
5112004,425,1032,21497,6,58,WA ,2085,6,53
5112207,52,965,11326,4,31,WA ,1021,3,26
5112214,539,969,11746,4,32,WA ,1064,3,27
5120404,1142,1081,29946,8,80,WA ,3045,8,77
5120716,226,1054,25377,7,68,WA ,2496,7,63
5120805,120,942,8583,3,23,WA ,735,2,19
5120819,486,923,6814,2,19,WA ,594,2,15
5120913,555,1101,32795,9,88,WA ,3413,9,86
5121213,444,1025,20161,6,54,WA ,1923,5,49
5121310,228,896,4789,2,13,WA ,402,2,11
5130515,323,1027,20661,6,56,WA ,1975,5,50
5130604,518,1054,25411,7,68,WA ,2502,7,63
5130702,670,1006,17174,5,46,WA ,1626,5,41
5131903,118,1098,32473,9,87,WA ,3370,9,85
8022401,229,1068,27782,8,75,ACT,246,5,48
6011604,728,950,9436,3,26,TAS,419,5,41
1280612,477,872,3399,1,10,NSW,1214,2,11
6011901,481,995,15384,5,42,TAS,631,7,61
1330901,1135,1109,33787,10,91,NSW,10297,9,88
6012107,262,944,8816,3,24,TAS,395,4,38
6021106,492,1018,18956,6,51,TAS,746,8,72
6022008,590,898,4923,2,14,TAS,234,3,23
6041414,433,1074,28741,8,77,TAS,958,10,92
1240512,586,1118,34783,10,93,NSW,10636,10,91
6050103,551,1030,21031,6,57,TAS,806,8,78
6052101,159,882,3926,2,11,TAS,186,2,18
7012404,605,971,12049,4,33,NT ,173,5,49
7013301,929,769,915,1,3,NT ,87,3,25
7013803,157,792,1174,1,4,NT ,90,3,26
7014410,482,1012,18093,5,49,NT ,224,7,63
7020704,521,1075,28924,8,78,NT ,316,9,89
7030802,256,836,2044,1,6,NT ,99,3,28
8024302,733,1066,27441,8,74,ACT,239,5,46
1331005,397,1083,30309,9,81,NSW,9251,8,79
8010529,1116,1084,30453,9,82,ACT,300,6,58
8010605,955,1110,33941,10,91,ACT,394,8,76
8012106,373,1111,34069,10,91,ACT,398,8,77
8014605,659,1059,26271,8,71,ACT,202,4,39
1010108,460,922,6693,2,18,NSW,2321,2,20
1011108,699,935,7924,3,22,NSW,2727,3,24
1041212,465,970,11958,4,32,NSW,4047,4,35
1041607,62,1009,17612,5,48,NSW,5682,5,49
1331609,596,837,2085,1,6,NSW,758,1,7
1011912,611,1045,23806,7,64,NSW,7415,7,63
1020401,283,961,10846,3,29,NSW,3707,4,32
1021401,35,1062,26826,8,72,NSW,8279,8,71
1021504,267,705,518,1,2,NSW,153,1,2
1030804,201,1027,20617,6,56,NSW,6530,6,56
1032215,355,905,5356,2,15,NSW,1864,2,16
1040303,114,1018,19103,6,51,NSW,6105,6,52
1041102,581,1047,24097,7,65,NSW,7502,7,64
1041703,733,912,5903,2,16,NSW,2037,2,18
1042003,119,954,9912,3,27,NSW,3420,3,29
1042802,576,1008,17460,5,47,NSW,5643,5,48
1050905,575,1035,22066,6,59,NSW,6917,6,59
1051802,624,1047,24074,7,65,NSW,7492,7,64
1052403,196,952,9746,3,27,NSW,3357,3,29
1332102,852,976,12653,4,34,NSW,4243,4,36
1060805,212,966,11388,4,31,NSW,3869,4,33
1061506,610,911,5821,2,16,NSW,2005,2,17
1070401,573,982,13428,4,36,NSW,4468,4,38
1080903,503,844,2281,1,7,NSW,838,1,8
1070812,498,967,11538,4,31,NSW,3912,4,34
1071213,777,1088,31027,9,83,NSW,9467,9,81
1091110,565,969,11851,4,32,NSW,4009,4,34
1332803,263,956,10200,3,28,NSW,3525,3,30
1071606,1132,962,10963,3,30,NSW,3739,4,32
1111001,757,1037,22381,6,60,NSW,7008,6,60
2291706,365,1080,29747,8,80,VIC,7123,8,79
1080212,450,1075,28991,8,78,NSW,8870,8,76
1080808,768,922,6743,2,19,NSW,2334,2,20
1341711,684,953,9806,3,27,NSW,3383,3,29
1080213,603,1045,23748,7,64,NSW,7407,7,63
1080606,560,968,11735,4,32,NSW,3970,4,34
1092308,421,983,13639,4,37,NSW,4541,4,39
1092309,575,1029,20868,6,56,NSW,6602,6,56
1092603,385,905,5381,2,15,NSW,1877,2,16
1100902,323,915,6177,2,17,NSW,2140,2,19
1110709,357,896,4785,2,13,NSW,1678,2,15
1111510,484,940,8384,3,23,NSW,2885,3,25
1120906,592,849,2460,1,7,NSW,902,1,8
1121103,427,995,15265,5,41,NSW,5012,5,43
1140815,578,1092,31621,9,85,NSW,9635,9,82
1141009,524,1038,22561,7,61,NSW,7055,6,60
1240808,772,1077,29384,8,79,NSW,8983,8,77
2292002,393,1071,28366,8,76,VIC,6737,8,75
1122108,1336,1117,34723,10,93,NSW,10613,9,90
1130204,176,1040,22904,7,62,NSW,7146,7,61
1131111,581,982,13462,4,36,NSW,4480,4,38
1131401,356,916,6235,2,17,NSW,2164,2,19
1140306,280,947,9165,3,25,NSW,3169,3,27
1342107,762,980,13152,4,36,NSW,4393,4,38
1150106,148,1006,17093,5,46,NSW,5550,5,47
1181501,467,950,9505,3,26,NSW,3279,3,28
1150504,735,898,4925,2,14,NSW,1718,2,15
1160105,83,1059,26281,8,71,NSW,8136,7,69
1161008,514,872,3418,1,10,NSW,1223,2,11
1161211,666,930,7399,2,20,NSW,2562,3,22
1161708,374,628,307,1,1,NSW,63,1,1
2292410,334,494,118,1,1,VIC,16,1,1
1170310,780,1048,24319,7,65,NSW,7564,7,65
1170501,23,1172,37418,10,100,NSW,11785,10,100
1171002,153,1081,29999,9,81,NSW,9166,8,78
1171310,538,1025,20264,6,55,NSW,6429,6,55
1171410,269,1056,25765,7,69,NSW,7991,7,68
1341203,833,899,5006,2,14,NSW,1746,2,15
1180208,529,1017,18929,6,51,NSW,6046,6,52
1180508,439,1129,35765,10,96,NSW,11032,10,94
1180608,588,980,13217,4,36,NSW,4414,4,38
1181106,308,1057,25902,7,70,NSW,8029,7,68
1251310,1014,1153,37084,10,100,NSW,11609,10,99
1181505,176,1028,20734,6,56,NSW,6561,6,56
1181603,573,989,14452,4,39,NSW,4776,5,41
1181807,453,948,9270,3,25,NSW,3200,3,28
1190402,918,1040,22860,7,62,NSW,7133,7,61
1191207,484,959,10478,3,28,NSW,3610,4,31
1191214,221,956,10177,3,28,NSW,3512,3,30
1191908,737,844,2270,1,7,NSW,831,1,8
1192102,748,887,4222,2,12,NSW,1504,2,13
1220403,613,1023,19979,6,54,NSW,6347,6,54
2331807,399,885,4103,2,11,VIC,810,1,9
1192105,1196,824,1750,1,5,NSW,623,1,6
1192303,513,856,2741,1,8,NSW,990,1,9
1193201,468,992,14914,4,40,NSW,4915,5,42
1193202,564,1034,21885,6,59,NSW,6863,6,59
1193205,710,936,7982,3,22,NSW,2746,3,24
1200105,563,1024,20006,6,54,NSW,6355,6,54
1200409,618,982,13431,4,36,NSW,4470,4,38
1201603,658,1063,26962,8,72,NSW,8314,8,71
1260412,1540,1137,36369,10,98,NSW,11294,10,96
1210108,425,994,15208,5,41,NSW,4998,5,43
1210109,394,1006,17152,5,46,NSW,5563,5,48
1211305,145,883,3989,2,11,NSW,1423,2,13
1211307,334,853,2609,1,7,NSW,948,1,9
1211506,704,945,8937,3,24,NSW,3087,3,27
1221103,543,1080,29790,8,80,NSW,9108,8,78
1222303,902,983,13578,4,37,NSW,4520,4,39
1230305,348,1081,30012,9,81,NSW,9170,8,78
1222405,530,1068,27786,8,75,NSW,8540,8,73
1231304,720,1097,32234,9,87,NSW,9810,9,84
1231311,317,1068,27875,8,75,NSW,8568,8,73
1231704,708,1013,18154,5,49,NSW,5826,5,50
1272401,786,975,12577,4,34,NSW,4219,4,36
4100509,414,998,15867,5,43,SA ,1650,6,52
1240907,894,1116,34622,10,93,NSW,10587,9,90
1242507,511,1110,33907,10,91,NSW,10342,9,88
1242906,244,951,9574,3,26,NSW,3300,3,28
1243110,231,1087,30859,9,83,NSW,9424,8,80
1250807,324,1159,37252,10,100,NSW,11693,10,99
1272815,1125,1131,35960,10,97,NSW,11120,10,95
1261009,1073,1153,37097,10,100,NSW,11616,10,99
1261608,651,1149,36978,10,99,NSW,11550,10,98
1261609,598,1153,37111,10,100,NSW,11623,10,99
1270510,560,878,3737,1,10,NSW,1333,2,12
1270607,582,908,5624,2,16,NSW,1941,2,17
1271510,479,905,5358,2,15,NSW,1866,2,16
1271702,425,1122,35237,10,95,NSW,10810,10,92
1281108,958,1017,18845,6,51,NSW,6026,6,52
1281809,744,1062,26859,8,72,NSW,8290,8,71
1290105,410,951,9641,3,26,NSW,3326,3,29
1290302,1023,814,1539,1,5,NSW,551,1,5
1291704,972,973,12355,4,33,NSW,4156,4,36
1291707,1256,900,5038,2,14,NSW,1758,2,15
1291911,1547,1055,25610,7,69,NSW,7946,7,68
1341209,941,950,9546,3,26,NSW,3291,3,28
1300114,511,1018,19036,6,51,NSW,6082,6,52
1300207,747,748,729,1,2,NSW,241,1,3
1310504,970,1076,29107,8,78,NSW,8901,8,76
1301701,1028,803,1333,1,4,NSW,480,1,5
1310101,803,1111,34014,10,91,NSW,10377,9,88
1310307,748,1107,33567,9,90,NSW,10213,9,87
1310405,879,1063,26921,8,72,NSW,8304,8,71
1321708,998,907,5508,2,15,NSW,1905,2,17
1310712,360,1159,37248,10,100,NSW,11690,10,99
1311803,410,1140,36523,10,98,NSW,11361,10,97
1312004,719,1092,31606,9,85,NSW,9631,9,82
1312006,358,1013,18169,5,49,NSW,5831,5,50
1321112,237,653,363,1,1,NSW,88,1,1
1321311,871,765,882,1,3,NSW,298,1,3
1341605,981,892,4504,2,13,NSW,1593,2,14
1342410,621,1096,32100,9,86,NSW,9771,9,83
1342504,673,956,10117,3,28,NSW,3494,3,30
1350109,389,933,7748,3,21,NSW,2670,3,23
1350612,259,883,4003,2,11,NSW,1430,2,13
1351208,466,1011,17852,5,48,NSW,5746,5,49
1351505,331,835,2027,1,6,NSW,734,1,7
1351603,567,1008,17384,5,47,NSW,5625,5,48
1360403,1087,1049,24464,7,66,NSW,7603,7,65
1360808,574,1012,18034,5,49,NSW,5795,5,50
1363105,357,925,6933,2,19,NSW,2403,3,21
1420808,348,1044,23623,7,64,NSW,7375,7,63
1361911,660,995,15370,5,42,NSW,5048,5,43
1363206,711,1073,28634,8,77,NSW,8777,8,75
1370608,739,1155,37157,10,100,NSW,11645,10,99
1371409,495,1172,37417,10,100,NSW,11784,10,100
1380309,535,1092,31600,9,85,NSW,9629,9,82
1380313,374,1084,30370,9,82,NSW,9276,8,79
2060113,170,986,14043,4,38,VIC,2957,4,33
1380411,479,1109,33811,10,91,NSW,10305,9,88
1382111,574,1048,24278,7,65,NSW,7552,7,64
1382309,753,1071,28303,8,76,NSW,8694,8,74
1390509,352,1099,32516,9,87,NSW,9898,9,84
1390803,347,1129,35787,10,96,NSW,11046,10,94
1391208,302,1138,36396,10,98,NSW,11302,10,96
1400102,629,952,9718,3,26,NSW,3350,3,29
1400504,571,1095,31932,9,86,NSW,9717,9,83
1400810,399,990,14625,4,40,NSW,4829,5,41
1401105,395,1073,28621,8,77,NSW,8773,8,75
1401401,471,899,4980,2,14,NSW,1737,2,15
1410401,430,1052,25084,7,67,NSW,7781,7,66
1412006,940,1124,35353,10,95,NSW,10856,10,92
1412207,857,1100,32750,9,88,NSW,9957,9,85
1412704,720,1121,35080,10,94,NSW,10749,10,92
1420208,669,1006,17087,5,46,NSW,5547,5,47
1420309,731,944,8779,3,24,NSW,3035,3,26
1420406,734,956,10212,3,28,NSW,3527,3,30
1420907,480,1147,36881,10,99,NSW,11509,10,98
1421706,547,937,8132,3,22,NSW,2798,3,24
1421813,436,949,9324,3,25,NSW,3222,3,28
1430709,103,1043,23360,7,63,NSW,7298,7,62
1431503,446,1039,22787,7,61,NSW,7112,7,61
1431504,500,1061,26634,8,72,NSW,8234,7,70
1440309,324,1118,34852,10,94,NSW,10663,10,91
1440704,167,1078,29415,8,79,NSW,8991,8,77
1441101,395,1132,36033,10,97,NSW,11145,10,95
1441904,362,1031,21171,6,57,NSW,6683,6,57
1442106,671,1104,33265,9,89,NSW,10106,9,86
2010608,249,948,9246,3,25,VIC,1880,3,21
2060607,660,981,13377,4,36,VIC,2820,4,32
2061106,418,957,10321,3,28,VIC,2095,3,24
2011604,361,1071,28337,8,76,VIC,6730,8,74
2012207,207,967,11562,4,31,VIC,2409,3,27
2021310,269,1033,21678,6,58,VIC,4911,6,54
2021511,570,1061,26542,8,71,VIC,6232,7,69
2071014,165,966,11443,4,31,VIC,2374,3,27
2031606,384,980,13155,4,36,VIC,2764,4,31
2032005,801,950,9482,3,26,VIC,1928,3,22
2032310,392,980,13190,4,36,VIC,2770,4,31
2040902,394,1056,25658,7,69,VIC,5971,7,66
2041410,924,1059,26234,8,71,VIC,6143,7,68
2041411,903,989,14486,4,39,VIC,3048,4,34
2071015,109,1000,16151,5,44,VIC,3427,4,38
1362709,232,973,12354,4,33,NSW,4155,4,36
2050209,255,978,12919,4,35,VIC,2707,3,30
2060112,178,1057,25879,7,70,VIC,6033,7,67
2071614,363,1006,17183,5,46,VIC,3683,5,41
2081311,552,1100,32657,9,88,VIC,7932,9,88
2081812,390,951,9600,3,26,VIC,1948,3,22
2090510,362,978,12963,4,35,VIC,2720,3,30
2091105,615,895,4703,2,13,VIC,943,2,11
2110605,507,1011,17970,5,48,VIC,3907,5,43
2091409,773,1051,24905,7,67,VIC,5748,7,64
2091801,185,967,11555,4,31,VIC,2407,3,27
2092004,714,1048,24293,7,65,VIC,5598,7,62
2111310,795,974,12362,4,34,VIC,2596,3,29
2112904,464,976,12709,4,34,VIC,2666,3,30
