LGA_MAIN11,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total,LGA_NAME11
12500,21,6,13,5,6,16,3,3,133,0,0,0,0,0,0,0,0,0,0,0,271,23,36,6,13,14,9,16,3,35,426,Deniliquin (A)
12600,138,56,78,51,58,39,24,41,837,3,0,3,0,0,0,0,3,0,3,12,1196,119,218,78,104,73,87,56,59,124,2114,Dubbo (C)
12700,4,3,4,0,3,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,330,19,16,6,10,0,3,9,0,15,408,Dungog (A)
12750,45,10,10,14,9,18,20,47,981,8,0,0,0,3,0,0,0,0,6,17,4104,140,175,29,47,50,45,35,30,236,4891,Eurobodalla (A)
27350,1413,412,388,496,511,442,280,504,11850,41,6,11,3,8,0,5,6,0,26,106,10998,1693,2473,748,847,988,1031,1085,736,932,21531,Yarra (C)
12850,8482,2086,2029,2305,2663,1725,1004,3815,89587,402,84,80,19,8,20,25,15,13,113,779,62510,10216,9103,2224,2162,2418,2789,1815,1064,4352,98653,Fairfield (C)
12900,11,0,0,8,6,6,3,3,88,0,0,0,0,0,0,0,0,0,0,0,230,25,32,11,10,15,9,12,6,21,371,Forbes (A)
12950,5,3,7,6,6,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,99,9,13,6,7,9,6,3,0,6,158,Gilgandra (A)
13010,13,0,3,3,9,0,0,13,111,0,0,0,0,0,0,0,0,0,0,0,417,26,27,10,8,9,9,0,0,40,546,Glen Innes Severn (A)
13050,7,0,0,0,3,0,3,3,53,0,0,0,0,0,0,0,0,0,0,0,276,20,28,0,12,0,3,6,3,24,372,Gloucester (A)
13100,784,192,246,261,201,162,82,276,6144,39,6,0,0,0,6,0,0,0,10,61,16942,2023,2429,606,631,681,540,432,215,1243,25742,Gosford (C)
13310,64,17,27,42,33,52,22,154,788,9,0,4,0,0,0,0,3,0,0,16,1601,94,122,35,49,62,50,70,37,245,2365,Goulburn Mulwaree (A)
13320,49,19,16,9,13,10,12,33,628,4,0,3,0,0,0,0,0,0,0,7,2888,155,135,35,33,36,28,30,30,182,3552,Great Lakes (A)
13340,8,6,0,0,11,8,6,6,99,0,0,0,0,0,0,0,0,0,0,0,405,33,35,6,9,7,18,11,14,31,569,Greater Hume Shire (A)
13380,66,11,23,33,31,28,12,45,728,0,0,0,0,4,0,6,0,0,0,10,2944,169,216,42,62,60,63,47,26,217,3846,Greater Taree (C)
13450,376,96,130,245,208,121,75,170,3195,10,5,8,0,3,3,4,3,0,3,39,2095,387,502,123,152,283,262,157,95,260,4316,Griffith (C)
13500,0,0,3,7,4,0,0,0,26,0,0,0,0,0,0,0,0,5,3,8,72,18,4,4,3,14,8,0,9,7,139,Gundagai (A)
13550,10,3,12,12,11,7,3,3,132,0,0,0,0,0,0,0,0,0,0,0,317,23,30,14,12,21,19,13,10,24,483,Gunnedah (A)
13650,6,6,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,3,3,140,10,17,9,6,6,3,0,0,13,204,Guyra (A)
13660,8,3,0,3,3,4,4,0,38,0,0,0,0,0,0,0,0,0,0,0,142,4,22,7,3,3,3,4,4,8,200,Gwydir (A)
13700,0,0,6,6,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,145,8,5,0,6,9,0,3,3,7,186,Harden (A)
13800,146,39,41,60,44,46,15,108,2000,11,0,3,0,0,0,0,0,0,9,23,5892,477,479,114,102,123,103,98,40,422,7850,Hawkesbury (C)
13850,0,3,3,12,3,3,6,0,65,0,0,0,0,0,0,0,0,0,0,0,106,4,14,3,7,12,3,3,6,10,168,Hay (A)
13950,5912,1677,1910,1872,1614,1134,544,1235,35034,100,35,52,5,7,19,25,14,7,51,315,19381,5328,6677,1835,2102,2087,1780,1293,642,1614,42739,Holroyd (C)
14000,5433,1310,1507,1616,1415,1336,666,1031,35013,78,28,29,12,7,12,7,9,9,13,204,28616,7250,7594,1752,1995,2117,1770,1773,889,1739,55495,Hornsby (A)
14100,109,32,30,39,34,32,12,71,1577,8,6,3,0,0,0,0,0,0,0,17,2320,324,289,53,55,70,78,69,39,147,3444,Hunters Hill (A)
14150,3977,949,1217,1331,1122,823,344,932,27166,59,18,18,0,3,13,3,3,3,18,138,16587,4332,4482,1040,1307,1457,1232,920,403,1174,32934,Hurstville (C)
14200,20,16,21,39,19,18,16,21,281,0,0,0,0,0,0,0,3,3,3,9,526,43,113,53,33,57,28,54,31,65,1003,Inverell (A)
14250,3,0,3,3,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,68,3,7,0,3,3,6,0,0,6,96,Jerilderie (A)
14300,11,3,6,6,0,3,0,153,201,0,0,6,0,0,0,0,0,0,0,6,166,20,29,3,12,9,0,3,0,161,403,Junee (A)
14350,32,10,11,17,15,12,11,82,421,3,0,0,0,0,0,0,0,0,0,3,1486,86,82,20,31,24,23,23,17,178,1970,Kempsey (A)
14400,34,7,15,19,13,7,13,24,508,0,0,0,0,0,0,0,3,0,0,3,2038,121,194,59,54,72,46,63,25,110,2782,Kiama (A)
14450,2734,729,1002,945,856,616,299,640,18788,62,21,15,4,3,7,10,13,3,19,157,11560,2628,3102,807,1096,1052,923,706,320,823,23017,Kogarah (C)
14500,2079,552,663,654,628,668,368,617,17799,45,16,10,3,3,3,0,4,6,13,103,21056,4925,4630,1104,1240,1303,1206,1336,776,1254,38830,Ku-ring-gai (A)
14550,20,0,4,15,3,0,3,16,156,0,0,0,0,0,0,0,0,0,0,0,641,45,71,9,7,24,11,3,6,44,861,Kyogle (A)
14600,3,6,8,6,10,4,9,3,72,0,0,0,0,0,0,0,0,0,0,0,113,24,17,9,14,11,10,9,12,11,230,Lachlan (A)
14650,505,143,177,191,160,190,109,252,5033,31,0,5,0,0,3,0,0,3,8,50,12880,1131,1376,328,397,413,369,351,217,890,18352,Lake Macquarie (C)
14700,713,213,256,315,267,268,125,180,5178,18,3,0,0,3,4,0,0,3,3,34,5328,1053,1331,359,390,465,389,450,212,351,10328,Lane Cove (A)
14750,27,0,7,6,20,18,15,32,355,0,0,0,0,0,3,0,0,0,0,3,450,62,51,8,14,12,24,24,18,56,719,Leeton (A)
14800,553,154,201,177,205,237,128,226,5209,26,3,0,0,3,3,0,0,0,13,48,7923,1432,1869,460,573,558,538,625,355,607,14940,Leichhardt (A)
14850,138,43,40,55,78,63,28,70,1124,6,0,3,0,0,3,0,3,0,3,18,2676,275,333,83,71,112,110,92,48,191,3991,Lismore (C)
14870,32,11,8,16,10,8,6,135,541,0,0,0,0,0,0,0,0,0,0,0,1326,80,64,31,15,37,25,14,10,207,1809,Lithgow (C)
14900,7372,1630,1552,2085,1628,1082,834,2180,59515,258,61,53,19,12,17,24,0,7,64,515,41162,9566,8311,1860,1755,2313,1807,1236,932,2772,71714,Liverpool (C)
14920,8,0,0,4,0,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,277,19,21,6,3,17,3,11,9,18,384,Liverpool Plains (A)
14950,10,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,95,7,23,3,0,0,0,0,0,6,134,Lockhart (A)
15050,221,104,79,89,65,66,32,45,1494,3,0,3,3,3,0,0,0,0,0,12,3239,344,485,200,170,179,124,121,69,226,5157,Maitland (C)
15150,490,162,207,252,301,331,177,142,3607,3,3,0,3,4,3,0,3,0,3,22,5073,1318,1951,588,664,744,803,1066,524,488,13219,Manly (A)
15200,1339,450,669,749,687,416,256,731,16284,73,15,8,3,0,14,7,3,4,22,149,15450,2208,2507,694,962,1015,1013,698,431,1115,26093,Marrickville (A)
15270,32,10,6,23,14,21,13,23,438,0,0,0,0,0,0,0,0,0,3,3,1373,71,95,25,29,44,32,32,23,95,1819,Mid-Western Regional (A)
15300,18,19,7,24,25,11,11,23,237,6,0,0,0,0,0,0,0,0,0,6,314,33,44,32,14,37,35,29,19,53,610,Moree Plains (A)
15350,306,103,161,159,173,187,124,93,2623,8,5,0,0,3,0,0,0,0,0,16,4104,853,1133,304,404,445,442,523,326,315,8849,Mosman (A)
15500,3,9,6,8,0,3,3,3,80,0,0,0,0,0,0,0,0,0,0,0,347,16,18,9,12,11,0,7,6,26,452,Murray (A)
15550,0,3,0,6,3,3,10,6,40,0,0,3,0,0,0,0,0,0,0,3,48,9,10,3,3,12,10,3,17,9,124,Murrumbidgee (A)
15650,30,25,37,36,20,26,10,70,372,0,0,0,0,0,0,0,0,0,0,0,548,65,82,45,59,76,68,54,39,101,1137,Muswellbrook (A)
15700,17,3,8,8,9,3,6,15,270,0,0,0,0,0,0,0,0,0,0,0,1470,62,63,14,23,16,13,17,10,89,1777,Nambucca (A)
15750,15,3,9,15,17,9,7,4,153,0,0,3,0,0,0,0,0,0,4,7,305,45,35,16,12,15,22,21,10,37,518,Narrabri (A)
15800,17,0,0,10,4,13,0,6,81,0,0,0,0,0,0,0,0,0,0,0,165,13,28,0,7,10,7,13,0,16,259,Narrandera (A)
15850,7,3,3,4,5,0,0,0,59,3,0,0,0,0,0,0,0,0,0,3,183,9,21,6,6,7,5,4,0,10,251,Narromine (A)
15900,937,336,428,583,722,751,404,466,8951,26,7,13,0,0,0,9,6,7,36,104,10056,1103,1673,537,609,828,975,1087,606,1007,18481,Newcastle (C)
15950,1475,483,649,692,641,717,420,301,9885,24,12,12,0,0,0,7,4,0,12,71,9775,2174,3103,950,1160,1301,1249,1466,853,709,22740,North Sydney (A)
16100,7,3,0,4,7,0,0,38,134,0,0,0,0,0,0,0,0,0,0,0,314,42,27,10,8,17,14,4,0,58,494,Oberon (A)
16150,288,80,88,88,63,30,56,47,1347,0,0,0,0,0,3,3,0,0,0,6,1807,207,432,119,133,128,107,67,89,153,3242,Orange (C)
16180,13,3,0,13,13,7,7,12,341,0,0,0,0,0,0,0,0,0,4,4,1495,103,107,22,23,35,25,16,15,68,1909,Palerang (A)
16200,25,15,14,10,20,30,13,17,219,0,0,0,0,0,0,0,0,0,0,0,393,41,50,21,17,23,26,46,23,60,700,Parkes (A)
16250,10436,2962,3731,4345,3447,2759,1441,2344,61450,136,54,84,26,22,37,21,21,19,86,506,30432,8806,11806,3293,4129,4791,3798,3099,1708,3037,74899,Parramatta (C)
16350,2201,510,638,619,522,433,242,949,18419,84,9,27,9,4,14,11,5,6,14,183,24934,3095,3296,765,884,870,745,603,352,1741,37285,Penrith (C)
16370,336,76,86,93,98,109,52,125,2992,8,3,3,3,0,0,0,0,0,6,23,8007,1283,1391,311,336,343,321,289,165,520,12966,Pittwater (A)
16380,120,43,50,52,47,32,15,62,1213,4,0,0,0,0,0,0,0,3,0,7,5903,450,548,135,149,156,139,112,48,409,8049,Port Macquarie-Hastings (A)
16400,130,43,52,46,49,45,26,70,1374,8,0,0,0,0,4,3,0,0,0,15,5060,351,536,167,128,195,158,152,54,311,7112,Port Stephens (A)
16470,364,149,163,252,231,171,108,122,3782,25,0,3,0,3,0,3,0,3,5,42,4350,422,591,222,236,337,307,255,159,275,7154,Queanbeyan (C)
16550,3314,1077,1342,1810,2193,2299,1402,1537,30010,93,8,30,3,7,12,14,14,8,32,221,22130,4360,5892,1779,2049,2650,3062,3288,2031,2404,49645,Randwick (C)
16610,18,0,11,10,6,13,4,22,245,0,4,0,0,0,0,0,0,0,0,4,891,57,69,13,20,25,30,26,12,70,1213,Richmond Valley (A)
16650,3956,1194,1596,1661,1433,971,530,1423,34478,118,28,17,8,23,11,10,9,10,39,273,23496,3952,4662,1419,1795,1852,1601,1144,650,1826,42397,Rockdale (C)
16700,4650,1269,1507,1882,1982,1924,939,1161,33477,65,15,22,10,7,12,12,11,6,52,212,20719,4695,5607,1505,1748,2183,2208,2178,1084,1613,43540,Ryde (C)
16900,171,47,64,61,55,42,27,161,4337,33,0,4,0,3,0,0,3,0,3,46,9349,336,448,126,146,139,101,90,76,492,11303,Shellharbour (C)
16950,161,41,39,56,65,31,20,251,2485,14,3,3,0,0,0,0,0,3,3,26,9344,482,517,105,113,131,176,103,82,695,11748,Shoalhaven (C)
17000,87,62,27,45,24,20,16,20,460,0,0,0,0,0,0,0,0,0,0,0,1015,149,211,86,57,100,51,60,41,93,1863,Singleton (A)
17050,15,3,0,11,15,9,12,15,226,3,0,3,0,0,0,0,0,0,0,6,647,46,52,7,10,25,20,32,21,53,913,Snowy River (A)
17450,10,3,7,0,3,0,3,26,91,0,0,3,0,0,0,0,0,0,0,3,181,18,25,3,7,4,6,10,3,35,292,Tumbarumba (A)
17500,26,9,15,27,32,24,6,17,300,0,0,0,0,0,0,0,3,0,0,3,555,52,67,24,27,56,48,36,12,39,916,Tumut Shire (A)
17550,238,90,102,131,143,119,53,138,2263,15,0,0,5,0,3,4,0,0,0,27,8614,868,1038,268,326,329,309,254,122,655,12783,Tweed (A)
17620,23,12,11,22,20,19,20,10,202,0,0,0,0,0,0,0,0,0,3,3,500,70,79,28,25,44,35,55,45,50,931,Upper Hunter Shire (A)
17640,15,0,0,3,3,3,3,3,107,0,0,0,0,0,0,0,0,0,0,0,411,22,34,0,3,9,9,6,6,31,531,Upper Lachlan Shire (A)
17650,4,3,6,0,6,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,295,21,16,7,9,3,12,6,3,11,383,Uralla (A)
17700,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,5,3,0,0,0,0,0,3,0,43,Urana (A)
17750,386,137,167,128,246,236,112,79,2111,3,0,10,0,0,3,4,5,3,3,31,2103,355,606,205,239,209,310,304,160,186,4677,Wagga Wagga (C)
17800,6,7,6,15,3,7,14,6,101,0,0,0,0,0,0,0,0,0,0,0,147,4,15,13,12,15,3,7,17,20,253,Wakool (A)
17850,8,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,103,14,11,0,3,0,3,6,0,12,152,Walcha (A)
17900,14,3,9,13,14,13,6,13,291,3,0,0,0,0,0,3,0,0,0,6,495,21,26,9,18,19,25,23,9,37,682,Walgett (A)
17950,6,3,4,3,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,67,3,9,3,4,3,11,3,0,9,112,Warren (A)
18000,2060,567,729,909,672,547,308,682,16378,54,9,18,6,6,7,0,7,3,24,134,20991,4363,5229,1289,1441,1668,1224,1149,661,1627,39642,Warringah (A)
18020,21,0,4,6,0,0,0,8,116,0,0,0,0,0,0,0,0,0,0,0,391,26,46,4,7,9,7,4,5,24,523,Warrumbungle Shire (A)
18050,990,321,362,433,456,479,282,374,8857,43,4,4,3,0,0,6,6,3,11,80,10872,2406,3116,833,1000,1183,1327,1439,845,982,24003,Waverley (A)
18100,3,3,0,0,6,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,147,4,6,9,0,0,9,0,0,6,181,Weddin (A)
18150,13,3,3,0,3,6,3,70,167,0,0,0,0,0,0,0,0,0,6,6,298,18,30,10,6,0,3,6,6,92,469,Wellington (A)
18200,4,0,0,6,7,0,0,10,104,0,0,0,0,0,0,0,0,0,0,0,263,14,17,6,3,18,7,0,3,20,351,Wentworth (A)
18250,2795,786,929,1207,1007,1150,581,765,19079,41,8,17,0,5,10,8,7,5,19,120,13020,3160,3825,1038,1189,1555,1254,1530,828,1152,28551,Willoughby (C)
18350,113,34,31,25,48,33,22,104,1313,6,0,3,3,0,3,0,0,0,3,18,5146,327,381,102,77,67,111,61,56,407,6735,Wingecarribee (A)
18400,72,20,12,20,27,22,13,61,1354,6,0,0,4,0,0,0,0,0,4,14,4299,282,233,72,52,78,54,44,20,243,5377,Wollondilly (A)
18450,1481,418,636,900,1241,1294,620,956,22237,97,12,9,3,9,12,7,10,11,21,191,28798,2148,2462,686,900,1206,1532,1537,814,1852,41935,Wollongong (C)
18500,498,180,175,199,219,204,172,177,4839,20,6,3,0,3,6,0,6,0,5,49,8778,1521,1866,513,557,669,701,760,496,652,16513,Woollahra (A)
18550,377,102,115,162,112,113,78,230,4352,16,6,3,0,0,0,6,0,0,7,38,13442,1119,1120,288,252,286,252,255,134,898,18046,Wyong (A)
18710,38,0,9,9,21,15,10,22,346,0,0,0,0,0,0,0,0,0,0,0,1135,101,127,17,29,37,35,24,10,86,1601,Yass Valley (A)
18750,30,3,10,14,7,8,9,15,211,3,0,0,0,0,0,0,0,0,0,3,480,36,63,8,14,18,11,19,12,39,700,Young (A)
19399,0,0,4,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,91,11,7,3,4,0,3,3,0,12,134,Unincorporated NSW
19499,129,43,63,86,96,115,208,358,1549,4,0,0,0,0,0,0,0,0,7,11,1128,155,239,64,93,135,138,220,464,483,3119,
20110,26,6,12,15,9,19,14,29,693,3,0,0,0,0,0,0,0,0,0,3,1440,53,79,16,22,21,24,34,14,81,1784,Alpine (S)
20260,22,14,15,22,28,20,15,94,337,0,0,0,0,0,0,0,0,0,0,0,541,42,62,22,29,33,41,45,40,127,982,Ararat (RC)
20570,435,169,207,233,226,203,121,141,2839,11,0,3,4,0,0,0,7,0,9,34,4781,440,809,263,301,324,323,289,171,393,8094,Ballarat (C)
20660,1697,519,605,754,859,594,398,662,15501,45,10,6,0,3,13,9,0,5,24,115,15474,2036,2504,702,805,1030,1137,819,569,1110,26186,Banyule (C)
20740,91,37,39,45,30,40,31,54,1027,8,0,0,0,0,0,0,0,5,0,13,3340,127,252,59,77,80,77,98,82,227,4419,Bass Coast (S)
20830,76,37,29,23,48,41,14,46,1004,3,0,0,0,0,0,0,3,0,0,6,3330,219,292,66,57,69,99,97,36,189,4454,Baw Baw (S)
20910,746,208,297,397,395,353,194,317,8200,43,3,6,3,0,0,3,0,3,18,79,12728,1852,2348,640,687,931,847,980,570,896,22479,Bayside (C)
21010,38,12,17,17,13,14,11,13,305,0,0,0,0,0,0,0,0,0,3,3,807,46,72,18,20,23,18,21,14,59,1098,Benalla (RC)
21110,2869,1115,1411,1687,1884,1510,804,980,26608,81,14,13,6,7,8,7,15,3,39,193,23589,3528,4656,1572,1894,2245,2407,2153,1246,1737,45027,Boroondara (C)
21180,6722,2075,2696,3345,3408,1931,1022,3069,70973,301,40,65,19,21,48,50,41,14,89,688,50101,6087,7790,2398,3063,3795,3795,2228,1211,3823,84291,Brimbank (C)
21270,7,15,12,16,6,8,0,9,123,0,0,0,0,0,0,0,0,0,0,0,227,22,13,15,12,16,14,11,6,20,356,Buloke (S)
21370,27,18,29,34,33,36,36,43,623,3,0,0,0,0,0,0,0,0,7,10,1590,131,112,55,44,54,58,52,60,140,2296,Campaspe (S)
21450,563,188,202,221,163,106,60,147,3734,19,3,6,6,3,3,0,0,0,11,51,7847,754,1213,381,421,461,315,207,126,515,12240,Cardinia (S)
21610,9752,2805,3188,3183,2273,1554,966,1876,55441,181,42,95,17,24,27,27,17,28,55,513,44019,9199,13233,3687,4052,4119,2965,2205,1348,3279,88106,Casey (C)
21670,11,7,6,6,6,3,3,3,167,0,0,0,0,0,0,0,0,0,0,0,893,20,30,16,9,15,9,9,6,48,1055,Central Goldfields (S)
21750,60,22,20,23,37,14,21,31,442,0,0,0,0,0,3,0,0,0,0,3,1032,56,138,40,40,37,58,33,27,77,1538,Colac-Otway (S)
21830,17,8,14,4,13,11,6,21,183,3,0,0,0,0,0,0,3,0,0,6,604,104,148,29,45,28,34,27,12,57,1088,Corangamite (S)
21890,2831,1119,1640,2277,2260,1596,836,1736,35388,139,17,8,3,15,23,14,18,8,84,329,25481,2601,3889,1409,1985,2687,2642,1971,1100,2317,46082,Darebin (C)
22110,85,27,31,29,33,17,18,63,943,6,0,4,0,0,3,0,0,0,0,13,3550,164,258,63,53,58,82,50,39,228,4545,East Gippsland (S)
69399,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,3,0,3,21,
22170,1373,386,506,542,446,315,172,363,9533,41,11,15,7,3,4,0,0,0,3,84,17525,1970,2763,712,875,915,765,577,331,1150,27583,Frankston (C)
22250,4,4,0,7,5,9,10,9,117,0,0,0,0,0,0,3,0,0,0,3,355,49,24,4,3,13,13,15,13,30,519,Gannawarra (S)
22620,301,111,183,247,268,152,59,123,2285,3,0,0,0,0,3,3,0,0,8,17,4238,390,596,194,240,345,346,236,101,342,7028,Greater Bendigo (C)
22670,7490,2563,3250,4204,4426,2514,1286,2710,62814,180,58,82,14,34,40,95,42,29,100,674,36854,7115,8635,2843,3594,4619,4855,2797,1431,3386,76129,Greater Dandenong (C)
22750,1190,504,516,755,738,693,316,788,14426,56,6,10,0,6,4,4,13,0,46,145,22635,1582,2322,823,824,1124,1058,988,513,1674,33543,Greater Geelong (C)
22830,832,366,280,345,384,254,166,293,5184,8,0,7,3,6,3,14,0,6,8,55,3585,687,1067,415,340,394,466,326,212,454,7946,Greater Shepparton (C)
22910,23,14,5,10,24,9,6,22,432,3,0,0,0,0,0,0,0,0,3,6,1477,92,75,29,8,17,49,20,16,73,1856,Hepburn (S)
22980,20,9,22,30,23,7,4,6,164,0,0,0,5,0,0,0,0,0,0,5,204,12,40,24,25,30,23,10,8,20,396,Hindmarsh (S)
23110,1450,484,783,948,940,567,305,712,16488,60,8,6,6,6,17,14,3,6,19,145,15323,1656,2362,729,998,1204,1209,793,462,1136,25872,Hobsons Bay (C)
23190,48,36,33,48,56,35,16,9,426,0,0,0,0,0,0,0,0,0,0,0,626,44,95,44,51,70,67,44,28,40,1109,Horsham (RC)
23270,5542,1504,1592,1829,1953,1198,777,1764,41675,159,34,40,29,10,28,22,12,15,63,412,29593,5147,6591,1781,1858,2101,2193,1392,906,2410,53972,Hume (C)
23350,6,3,6,9,4,10,6,57,236,0,0,0,0,0,0,0,0,0,0,0,962,54,46,25,12,15,13,13,14,114,1268,Indigo (S)
23430,2631,806,1047,1235,1160,749,405,739,24835,99,14,20,13,11,9,18,3,3,20,210,25975,3220,4377,1220,1507,1749,1624,1220,580,1532,43004,Kingston (C)
23670,3411,865,912,968,700,521,253,763,23258,65,8,16,6,3,13,10,6,3,34,164,26222,3388,4742,1179,1189,1272,938,756,390,1422,41498,Knox (C)
23810,358,137,167,184,203,180,86,169,3771,16,0,4,3,6,0,0,0,0,10,39,7145,353,571,211,232,268,269,243,142,507,9941,Latrobe (C)
10050,163,145,132,135,218,144,106,87,1902,9,0,0,0,3,0,3,0,3,11,29,2838,244,359,196,190,185,267,206,155,242,4882,Albury (C)
10110,141,33,60,99,135,226,168,82,1243,0,0,0,0,0,3,3,3,0,3,12,1254,242,250,61,83,133,186,261,190,153,2813,Armidale Dumaresq (A)
10900,234,49,57,71,66,58,39,79,2517,11,0,3,0,0,0,0,0,0,3,17,9915,693,691,150,149,165,167,113,80,444,12567,Blue Mountains (C)
10950,3,3,7,6,9,3,9,6,49,0,0,0,0,0,0,0,0,0,0,0,53,0,3,7,7,6,9,3,9,11,108,Bogan (A)
11000,3,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,167,4,7,0,3,3,4,0,0,4,192,Bombala (A)
11050,3,6,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,107,8,7,6,0,3,3,0,4,3,141,Boorowa (A)
11100,1514,408,465,525,495,451,219,472,12589,61,8,6,3,7,3,7,0,0,11,106,9177,1810,1889,510,550,606,583,520,257,699,16601,Botany Bay (C)
11150,3,0,0,6,4,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,56,8,6,0,4,6,7,8,0,8,103,Bourke (A)
11200,0,0,0,0,6,3,0,0,18,0,0,0,0,0,0,0,0,0,3,3,28,6,3,0,0,3,6,3,0,3,52,Brewarrina (A)
11600,3,0,9,9,11,9,8,6,69,0,0,0,0,3,0,0,0,0,0,3,74,14,10,7,15,20,19,15,12,14,200,Carrathool (A)
23940,6,3,3,6,21,0,3,4,122,0,0,0,0,0,0,0,0,0,0,0,456,12,23,9,11,9,21,0,3,24,568,Loddon (S)
24130,96,26,23,31,24,15,6,53,1038,9,3,0,0,0,0,0,0,0,0,12,3957,359,379,103,91,121,60,50,29,266,5415,Macedon Ranges (S)
24210,3075,760,819,979,870,767,366,1006,29561,75,14,13,4,7,12,11,7,0,18,161,25671,3677,4129,942,1067,1223,1095,987,484,1396,40671,Manningham (C)
24250,17,3,3,10,8,13,9,8,226,0,0,0,0,0,0,0,0,0,0,0,689,46,57,3,12,18,20,23,20,42,930,Mansfield (S)
24330,2334,839,1178,1508,1637,1099,594,1028,22342,71,19,23,7,9,12,16,14,7,31,209,13878,1989,3061,1047,1424,1735,1869,1299,752,1368,28422,Maribyrnong (C)
24410,1440,548,698,795,601,443,225,387,9871,22,9,15,3,3,6,10,3,4,8,83,13021,1433,2189,738,882,1005,760,566,331,882,21807,Maroondah (C)
24600,4700,1844,2493,3029,3772,4034,2618,1615,31248,34,12,31,10,10,21,26,34,28,22,228,9637,3016,6351,2380,3115,3820,4790,5350,3825,2247,44531,Melbourne (C)
24650,3160,852,859,852,599,472,362,1047,20384,79,14,32,8,12,7,17,6,12,23,210,16428,2885,4082,1146,1136,1136,851,653,510,1540,30367,Melton (S)
24780,287,83,105,159,192,153,95,184,3004,14,0,0,0,0,9,3,0,0,6,32,2994,348,441,117,131,207,254,216,124,337,5169,Mildura (RC)
24850,95,22,37,67,58,71,47,84,1214,0,0,0,0,0,0,3,0,0,3,6,2579,208,245,69,88,122,107,109,70,205,3802,Mitchell (S)
24900,91,24,31,81,77,17,15,41,879,7,0,3,0,0,3,0,0,0,0,13,1565,174,209,77,68,120,105,39,39,125,2521,Moira (S)
24970,7672,2416,3271,4177,3987,3278,1845,2072,57602,169,28,52,18,22,35,36,38,26,43,467,35846,5879,9317,2841,3778,4768,4491,3823,2230,2833,75806,Monash (C)
25060,1681,525,740,919,825,623,323,865,20792,71,9,20,4,6,13,6,7,6,36,178,18847,1646,2359,721,932,1191,1070,892,502,1248,29408,Moonee Valley (C)
10850,9,14,6,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,320,16,25,14,9,9,0,4,0,22,419,Blayney (A)
25150,65,25,25,37,26,7,5,36,805,3,0,0,0,0,0,0,0,0,3,6,2606,165,214,64,67,62,52,21,28,147,3426,Moorabool (S)
25250,3059,1167,1717,2222,2377,1499,1008,1841,37611,181,16,22,10,25,29,33,16,22,66,420,27662,2837,4313,1499,2125,2708,2850,1968,1297,2494,49753,Moreland (C)
25340,323,92,103,157,176,135,71,262,5089,27,0,0,4,0,4,0,0,0,10,45,18838,1173,1984,564,620,567,610,454,248,1216,26274,Mornington Peninsula (S)
25430,46,8,10,14,11,9,3,144,405,0,0,3,0,0,0,3,0,0,0,6,1336,107,133,30,14,29,25,18,6,191,1889,Mount Alexander (S)
25490,26,13,9,20,7,9,8,9,154,0,0,3,0,0,0,0,3,0,0,6,595,82,136,28,35,38,38,35,29,51,1067,Moyne (S)
25620,21,6,4,14,7,4,6,19,320,0,0,0,0,0,0,0,0,0,0,0,1224,48,71,20,18,21,11,14,12,82,1521,Murrindindi (S)
