lga_code16,m_m2_bustot_15_24,m_m2_bustot_25_34,m_m2_bustot_35_44,m_m2_bustot_45_54,m_m2_bustot_55_64,m_m2_bustot_65_74,m_m2_bustot_75ov,m_m2_bustot_tot,m_m2_other_m2_15_24,m_m2_other_m2_25_34,m_m2_other_m2_35_44,m_m2_other_m2_45_54,m_m2_other_m2_55_64,m_m2_other_m2_65_74,m_m2_other_m2_75ov,m_m2_other_m2_tot,m_m2_tot_m2_15_24,m_m2_tot_m2_25_34,m_m2_tot_m2_35_44,m_m2_tot_m2_45_54,m_m2_tot_m2_55_64,m_m2_tot_m2_65_74,m_m2_tot_m2_75ov,m_m2_tot_m2_tot,m_m3_trn_and_2_oth_ms_15_24,m_m3_trn_and_2_oth_ms_25_34,m_m3_trn_and_2_oth_ms_35_44,m_m3_trn_and_2_oth_ms_45_54,m_m3_trn_and_2_oth_ms_55_64,m_m3_trn_and_2_oth_ms_65_74,m_m3_trn_and_2_oth_ms_75ov,m_m3_trn_and_2_oth_ms_tot,m_m3_bus2othms_ex_tn_15_24,m_m3_bus2othms_ex_tn_25_34,m_m3_bus2othms_ex_tn_35_44,m_m3_bus2othms_ex_tn_45_54,m_m3_bus2othms_ex_tn_55_64,m_m3_bus2othms_ex_tn_65_74,m_m3_bus2othms_ex_tn_75ov,m_m3_bus2othms_ex_tn_tot,m_m3_other_m3_15_24,m_m3_other_m3_25_34,m_m3_other_m3_35_44,m_m3_other_m3_45_54,m_m3_other_m3_55_64,m_m3_other_m3_65_74,m_m3_other_m3_75ov,m_m3_other_m3_tot,m_m3_tot_m3_15_24,m_m3_tot_m3_25_34,m_m3_tot_m3_35_44,m_m3_tot_m3_45_54,m_m3_tot_m3_55_64,m_m3_tot_m3_65_74,m_m3_tot_m3_75ov,m_m3_tot_m3_tot,m_wkd_at_home_15_24,m_wkd_at_home_25_34,m_wkd_at_home_35_44,m_wkd_at_home_45_54,m_wkd_at_home_55_64,m_wkd_at_home_65_74,m_wkd_at_home_75ov,m_wkd_at_home_tot,m_did_not_go_to_work_15_24,m_did_not_go_to_work_25_34,m_did_not_go_to_work_35_44,m_did_not_go_to_work_45_54,m_did_not_go_to_work_55_64,m_did_not_go_to_work_65_74,m_did_not_go_to_work_75ov,m_did_not_go_to_work_tot,m_mt_ns_15_24,m_mt_ns_25_34,m_mt_ns_35_44,m_mt_ns_45_54,m_mt_ns_55_64,m_mt_ns_65_74,m_mt_ns_75ov,m_mt_ns_tot,m_tot_15_24,m_tot_25_34,m_tot_35_44,m_tot_45_54,m_tot_55_64,m_tot_65_74,m_tot_75ov,m_tot_tot,f_m1_train_15_24,f_m1_train_25_34,f_m1_train_35_44,f_m1_train_45_54,f_m1_train_55_64,f_m1_train_65_74,f_m1_train_75ov,f_m1_train_tot,f_m1_bus_15_24,f_m1_bus_25_34,f_m1_bus_35_44,f_m1_bus_45_54,f_m1_bus_55_64,f_m1_bus_65_74,f_m1_bus_75ov,f_m1_bus_tot,f_m1_ferry_15_24,f_m1_ferry_25_34,f_m1_ferry_35_44,f_m1_ferry_45_54,f_m1_ferry_55_64,f_m1_ferry_65_74,f_m1_ferry_75ov,f_m1_ferry_tot,f_m1_tram_inc_lr_15_24,f_m1_tram_inc_lr_25_34,f_m1_tram_inc_lr_35_44,f_m1_tram_inc_lr_45_54,f_m1_tram_inc_lr_55_64,f_m1_tram_inc_lr_65_74,f_m1_tram_inc_lr_75ov,f_m1_tram_inc_lr_tot,f_m1_taxi_15_24,f_m1_taxi_25_34,f_m1_taxi_35_44,f_m1_taxi_45_54,f_m1_taxi_55_64,f_m1_taxi_65_74,f_m1_taxi_75ov,f_m1_taxi_tot,f_m1_carasdriv_15_24,f_m1_carasdriv_25_34,f_m1_carasdriv_35_44,f_m1_carasdriv_45_54,f_m1_carasdriv_55_64,f_m1_carasdriv_65_74,f_m1_carasdriv_75ov,f_m1_carasdriv_tot,f_m1_caraspas_15_24,f_m1_caraspas_25_34,f_m1_caraspas_35_44,f_m1_caraspas_45_54,f_m1_caraspas_55_64,f_m1_caraspas_65_74,f_m1_caraspas_75ov,f_m1_caraspas_tot,f_m1_truck_15_24,f_m1_truck_25_34,f_m1_truck_35_44,f_m1_truck_45_54,f_m1_truck_55_64,f_m1_truck_65_74,f_m1_truck_75ov,f_m1_truck_tot,f_m1_mbikescoot_15_24,f_m1_mbikescoot_25_34,f_m1_mbikescoot_35_44,f_m1_mbikescoot_45_54,f_m1_mbikescoot_55_64,f_m1_mbikescoot_65_74,f_m1_mbikescoot_75ov,f_m1_mbikescoot_tot,f_m1_bicycle_15_24,f_m1_bicycle_25_34,f_m1_bicycle_35_44,f_m1_bicycle_45_54,f_m1_bicycle_55_64,f_m1_bicycle_65_74,f_m1_bicycle_75ov,f_m1_bicycle_tot,f_m1_other_15_24,f_m1_other_25_34,f_m1_other_35_44,f_m1_other_45_54,f_m1_other_55_64,f_m1_other_65_74,f_m1_other_75ov,f_m1_other_tot,f_m1_wlkonly_15_24,f_m1_wlkonly_25_34,f_m1_wlkonly_35_44,f_m1_wlkonly_45_54,f_m1_wlkonly_55_64,f_m1_wlkonly_65_74,f_m1_wlkonly_75ov,f_m1_wlkonly_tot,f_m1_tot_m1_15_24,f_m1_tot_m1_25_34,f_m1_tot_m1_35_44,f_m1_tot_m1_45_54,f_m1_tot_m1_55_64,f_m1_tot_m1_65_74,f_m1_tot_m1_75ov,f_m1_tot_m1_tot,f_m2_trnbus_15_24,f_m2_trnbus_25_34,f_m2_trnbus_35_44,f_m2_trnbus_45_54,f_m2_trnbus_55_64,f_m2_trnbus_65_74,f_m2_trnbus_75ov,f_m2_trnbus_tot,lga_name16
52240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,15,10,8,63,0,3,0,3,4,3,0,17,0,0,0,0,0,0,6,5,20,46,65,64,65,34,16,296,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,22,28,8,4,0,98,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,8,3,7,0,26,19,30,30,39,18,7,0,138,0,0,0,0,0,0,0,0,Cranbrook (S)
52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,7,0,0,30,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,3,9,25,32,23,27,13,3,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,3,4,3,0,24,0,0,0,0,0,0,0,0,Cuballing (S)
52800,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,3,12,4,12,0,44,6,26,13,21,28,9,0,97,9,7,5,13,10,0,0,42,160,334,266,265,245,80,7,1360,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,123,126,124,104,27,0,551,24,38,25,26,10,7,0,132,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,8,5,4,7,0,0,27,6,9,3,4,7,0,0,26,45,107,56,51,54,0,0,306,126,277,220,213,188,33,0,1060,0,0,0,0,0,0,0,0,Derby-West Kimberley (S)
52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,8,3,4,0,15,0,0,0,0,0,0,0,3,4,20,13,20,20,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,15,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,11,5,4,12,7,9,0,0,36,0,0,0,0,0,0,0,0,Cue (S)
52450,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,10,0,0,24,3,0,0,9,5,3,0,24,3,0,0,0,0,0,0,3,47,78,71,61,67,34,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,38,32,28,5,0,140,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,3,0,28,13,24,46,46,34,8,3,176,0,0,0,0,0,0,0,0,Cunderdin (S)
52520,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,3,17,6,3,51,0,3,10,5,16,5,0,41,3,0,0,0,0,0,0,9,49,96,106,92,93,29,13,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,35,32,36,29,3,0,155,3,3,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,10,12,9,12,4,0,3,44,27,50,45,48,39,5,3,228,0,0,0,0,0,0,0,0,Dalwallinu (S)
52590,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,17,18,24,9,90,15,13,10,15,10,7,0,70,3,0,3,4,0,0,0,7,86,142,157,183,150,73,20,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,79,91,55,12,0,328,10,12,4,3,4,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,3,0,10,6,5,4,15,17,6,0,56,46,74,86,113,88,20,0,437,0,0,0,0,0,0,0,0,Dandaragan (S)
52660,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,3,0,0,4,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,20,18,22,5,92,37,19,14,36,37,9,0,149,3,3,4,3,0,0,0,14,263,302,328,376,292,85,26,1679,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,210,244,301,168,26,3,1092,82,12,4,11,4,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,17,8,11,6,5,0,0,48,244,235,267,318,178,30,9,1282,0,0,0,0,0,0,0,0,Dardanup (S)
52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,29,54,40,14,157,19,7,9,15,18,18,7,95,5,0,3,5,0,3,0,13,108,99,145,224,208,119,29,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,125,160,111,32,0,539,21,4,3,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,5,10,4,4,15,14,4,0,58,80,80,132,182,142,36,0,663,0,0,0,0,0,0,0,0,Denmark (S)
53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,15,14,0,56,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,10,43,32,39,45,22,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,15,14,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,3,0,0,14,3,16,11,18,20,3,0,75,0,0,0,0,0,0,0,0,Dumbleyung (S)
53080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,13,6,4,3,0,44,0,0,3,3,0,0,0,5,27,93,91,90,63,11,3,375,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,12,15,16,4,0,66,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,12,4,9,13,0,0,44,26,27,13,28,26,7,0,131,0,0,0,0,0,0,0,0,Dundas (S)
53150,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,21,35,20,5,94,31,14,6,12,3,4,0,70,3,0,0,3,0,0,0,4,127,159,128,175,149,46,3,800,0,0,0,0,0,0,0,0,9,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,129,111,141,93,21,4,601,10,10,3,3,3,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,4,12,6,9,11,5,0,0,40,133,158,128,158,106,23,3,711,3,0,0,0,0,0,0,3,East Fremantle (T)
53220,3,33,29,19,5,8,0,98,6,57,43,45,10,0,0,172,12,96,81,65,21,8,0,278,0,3,7,0,0,0,0,15,0,15,10,8,3,0,0,38,0,3,0,0,3,0,0,6,0,30,18,11,5,0,0,62,3,6,10,7,3,8,0,35,92,719,697,576,308,31,0,2421,26,145,135,116,63,7,0,491,583,3441,3196,2582,1336,164,6,11309,0,0,0,0,0,0,0,0,33,180,77,94,46,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,15,78,229,169,128,64,9,0,685,37,78,42,31,19,3,0,205,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,7,3,5,4,5,3,0,0,13,17,90,42,67,31,3,0,256,71,135,54,66,61,12,0,402,250,720,396,395,229,27,0,2020,0,0,0,0,0,0,0,0,East Pilbara (S)
53290,0,0,0,0,0,0,0,0,0,5,3,4,6,0,0,16,0,9,3,4,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,9,32,30,69,50,24,18,227,41,42,39,45,49,19,10,247,10,6,12,10,8,7,0,60,447,543,600,752,534,184,43,3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,213,321,412,463,325,49,9,1782,62,27,13,23,7,7,4,143,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,14,0,5,4,4,4,0,0,17,3,3,3,8,3,0,0,21,17,12,33,32,21,0,0,131,312,368,464,542,361,58,16,2124,0,0,0,0,0,0,0,0,Esperance (S)
53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,6,0,0,28,12,19,29,23,23,4,0,122,7,3,0,0,0,3,0,15,95,163,160,165,127,25,3,741,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,92,75,40,8,0,321,14,8,8,8,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,8,15,7,7,3,0,0,42,3,5,0,0,3,0,0,11,7,21,17,15,18,0,0,78,67,118,122,107,70,11,0,493,0,0,0,0,0,0,0,0,Exmouth (S)
53430,14,9,5,3,4,0,0,35,11,21,10,21,11,5,0,77,66,74,53,50,32,10,0,284,6,11,4,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,9,3,10,8,4,0,0,0,34,5,36,55,84,98,64,15,355,256,256,169,187,171,82,10,1131,25,18,28,19,16,10,3,116,1788,3049,2676,2708,2005,646,94,12949,39,80,27,35,21,0,0,213,162,102,76,61,61,11,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,934,1631,1615,1853,1273,267,13,7590,181,122,87,99,88,26,0,601,0,0,0,0,0,0,0,3,6,11,3,6,3,0,0,30,27,51,26,26,13,6,0,157,0,10,8,8,6,0,3,38,64,85,59,62,52,11,3,334,1415,2093,1906,2165,1521,325,23,9451,24,39,14,14,13,0,0,108,Fremantle (C)
53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,12,7,0,37,0,3,3,6,0,3,0,22,0,0,0,0,0,0,0,0,43,79,60,77,77,31,3,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,30,33,23,5,0,147,5,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,4,14,0,0,30,32,42,41,35,36,12,0,196,0,0,0,0,0,0,0,0,Gnowangerup (S)
54280,0,12,10,8,3,0,0,33,13,26,14,16,10,0,0,80,9,45,29,21,12,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,12,16,28,29,10,0,100,83,184,153,138,90,23,0,675,21,28,20,27,18,3,0,118,1187,2107,1805,1752,1192,253,22,8321,0,0,0,0,0,0,0,0,17,13,9,15,7,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,5,5,0,0,41,543,1122,1177,1077,629,73,7,4631,239,93,59,66,37,3,0,500,0,0,3,0,0,0,0,6,10,0,4,0,3,0,0,18,3,8,3,8,4,0,0,28,3,12,3,7,3,4,0,29,60,56,31,69,45,3,0,268,891,1306,1305,1250,728,91,10,5583,0,0,0,0,0,0,0,0,Kalgoorlie/Boulder (C)
54310,3,20,23,16,8,0,0,73,3,33,28,20,3,0,0,90,7,51,51,39,11,0,0,166,0,4,0,3,0,0,0,5,0,3,8,4,3,0,0,21,0,0,3,0,0,0,0,9,3,11,12,10,3,0,0,42,3,11,10,16,13,8,0,64,80,352,410,339,170,22,0,1378,19,46,47,55,18,8,0,200,705,2348,2406,1978,1045,144,14,8646,0,4,0,0,0,0,0,7,17,38,20,32,14,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,7,306,775,755,597,268,28,3,2725,121,85,48,51,25,0,3,331,0,0,0,0,0,0,0,0,8,0,3,3,3,0,0,16,4,14,8,3,3,0,0,37,3,21,13,13,11,3,0,68,34,78,58,57,29,3,0,268,507,1014,916,752,350,32,10,3576,0,0,0,0,0,0,0,0,Karratha (C)
53800,0,0,0,4,3,0,0,9,20,12,6,9,8,0,0,52,20,12,6,12,7,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,57,70,41,9,211,118,103,102,125,114,47,4,619,12,22,17,23,7,13,5,91,1164,1410,1503,1779,1332,354,54,7598,0,0,0,0,0,0,0,0,14,3,3,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,7,0,0,13,716,1044,1276,1618,957,162,15,5784,235,81,66,60,54,6,0,509,0,0,0,0,0,0,0,3,15,0,0,5,0,0,0,27,6,10,15,17,6,0,0,49,3,0,4,8,5,0,0,18,59,45,43,62,30,6,0,243,1054,1184,1416,1770,1069,173,17,6681,0,0,0,0,0,0,0,0,Greater Geraldton (C)
53920,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,3,4,0,0,17,0,20,16,7,10,0,0,54,0,5,0,0,0,0,0,19,49,125,109,103,73,19,0,474,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,25,22,25,23,3,0,109,8,13,6,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,10,39,38,35,34,33,5,0,186,56,84,71,70,66,10,0,363,0,0,0,0,0,0,0,0,Halls Creek (S)
53990,0,0,6,0,0,0,0,8,3,14,8,4,4,3,0,39,3,17,10,8,4,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,39,47,41,3,168,48,36,47,65,61,17,4,288,8,13,8,13,10,4,0,49,445,696,739,845,647,192,36,3603,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,368,511,579,316,29,7,2045,84,36,20,21,13,5,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,11,0,0,0,6,0,3,0,13,15,8,10,24,14,9,0,75,346,416,552,631,343,41,7,2340,0,0,0,0,0,0,0,0,Harvey (S)
53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,5,25,0,0,0,3,4,0,0,12,0,0,4,0,0,0,0,6,11,36,28,39,40,16,10,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,20,21,16,8,3,86,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,4,4,0,17,4,27,22,26,26,12,3,117,0,0,0,0,0,0,0,0,Goomalling (S)
53780,13,3,0,3,0,0,0,23,20,25,20,21,14,3,0,102,73,44,28,41,30,3,0,210,5,9,5,0,3,0,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,13,5,0,3,0,0,27,12,71,103,110,103,63,11,467,242,147,136,142,165,73,6,906,30,32,14,20,12,7,3,121,2097,2908,2574,2466,1938,607,69,12662,26,30,5,3,5,0,0,71,64,30,17,5,9,3,0,129,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,1018,1626,1833,2007,1300,231,7,8031,317,98,91,106,73,17,3,709,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,6,3,3,10,10,7,3,0,28,3,14,18,11,14,0,0,62,53,33,40,34,36,7,0,204,1489,1841,2026,2182,1439,269,17,9261,20,25,13,7,5,0,0,74,Gosnells (C)
54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,20,7,4,47,14,3,3,13,9,6,0,46,3,0,3,3,0,0,0,13,50,76,90,121,103,43,17,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,74,98,76,11,0,326,5,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,7,9,0,0,27,35,48,88,107,89,18,3,385,0,0,0,0,0,0,0,0,Irwin (S)
54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,21,17,3,7,66,0,0,3,5,9,3,0,17,0,0,0,3,3,0,0,7,30,61,51,81,80,27,10,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,22,23,27,3,0,105,0,0,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,5,8,4,0,0,27,14,34,26,35,41,3,0,149,0,0,0,0,0,0,0,0,Jerramungup (S)
