lga_code16,m_m2_bustot_15_24,m_m2_bustot_25_34,m_m2_bustot_35_44,m_m2_bustot_45_54,m_m2_bustot_55_64,m_m2_bustot_65_74,m_m2_bustot_75ov,m_m2_bustot_tot,m_m2_other_m2_15_24,m_m2_other_m2_25_34,m_m2_other_m2_35_44,m_m2_other_m2_45_54,m_m2_other_m2_55_64,m_m2_other_m2_65_74,m_m2_other_m2_75ov,m_m2_other_m2_tot,m_m2_tot_m2_15_24,m_m2_tot_m2_25_34,m_m2_tot_m2_35_44,m_m2_tot_m2_45_54,m_m2_tot_m2_55_64,m_m2_tot_m2_65_74,m_m2_tot_m2_75ov,m_m2_tot_m2_tot,m_m3_trn_and_2_oth_ms_15_24,m_m3_trn_and_2_oth_ms_25_34,m_m3_trn_and_2_oth_ms_35_44,m_m3_trn_and_2_oth_ms_45_54,m_m3_trn_and_2_oth_ms_55_64,m_m3_trn_and_2_oth_ms_65_74,m_m3_trn_and_2_oth_ms_75ov,m_m3_trn_and_2_oth_ms_tot,m_m3_bus2othms_ex_tn_15_24,m_m3_bus2othms_ex_tn_25_34,m_m3_bus2othms_ex_tn_35_44,m_m3_bus2othms_ex_tn_45_54,m_m3_bus2othms_ex_tn_55_64,m_m3_bus2othms_ex_tn_65_74,m_m3_bus2othms_ex_tn_75ov,m_m3_bus2othms_ex_tn_tot,m_m3_other_m3_15_24,m_m3_other_m3_25_34,m_m3_other_m3_35_44,m_m3_other_m3_45_54,m_m3_other_m3_55_64,m_m3_other_m3_65_74,m_m3_other_m3_75ov,m_m3_other_m3_tot,m_m3_tot_m3_15_24,m_m3_tot_m3_25_34,m_m3_tot_m3_35_44,m_m3_tot_m3_45_54,m_m3_tot_m3_55_64,m_m3_tot_m3_65_74,m_m3_tot_m3_75ov,m_m3_tot_m3_tot,m_wkd_at_home_15_24,m_wkd_at_home_25_34,m_wkd_at_home_35_44,m_wkd_at_home_45_54,m_wkd_at_home_55_64,m_wkd_at_home_65_74,m_wkd_at_home_75ov,m_wkd_at_home_tot,m_did_not_go_to_work_15_24,m_did_not_go_to_work_25_34,m_did_not_go_to_work_35_44,m_did_not_go_to_work_45_54,m_did_not_go_to_work_55_64,m_did_not_go_to_work_65_74,m_did_not_go_to_work_75ov,m_did_not_go_to_work_tot,m_mt_ns_15_24,m_mt_ns_25_34,m_mt_ns_35_44,m_mt_ns_45_54,m_mt_ns_55_64,m_mt_ns_65_74,m_mt_ns_75ov,m_mt_ns_tot,m_tot_15_24,m_tot_25_34,m_tot_35_44,m_tot_45_54,m_tot_55_64,m_tot_65_74,m_tot_75ov,m_tot_tot,f_m1_train_15_24,f_m1_train_25_34,f_m1_train_35_44,f_m1_train_45_54,f_m1_train_55_64,f_m1_train_65_74,f_m1_train_75ov,f_m1_train_tot,f_m1_bus_15_24,f_m1_bus_25_34,f_m1_bus_35_44,f_m1_bus_45_54,f_m1_bus_55_64,f_m1_bus_65_74,f_m1_bus_75ov,f_m1_bus_tot,f_m1_ferry_15_24,f_m1_ferry_25_34,f_m1_ferry_35_44,f_m1_ferry_45_54,f_m1_ferry_55_64,f_m1_ferry_65_74,f_m1_ferry_75ov,f_m1_ferry_tot,f_m1_tram_inc_lr_15_24,f_m1_tram_inc_lr_25_34,f_m1_tram_inc_lr_35_44,f_m1_tram_inc_lr_45_54,f_m1_tram_inc_lr_55_64,f_m1_tram_inc_lr_65_74,f_m1_tram_inc_lr_75ov,f_m1_tram_inc_lr_tot,f_m1_taxi_15_24,f_m1_taxi_25_34,f_m1_taxi_35_44,f_m1_taxi_45_54,f_m1_taxi_55_64,f_m1_taxi_65_74,f_m1_taxi_75ov,f_m1_taxi_tot,f_m1_carasdriv_15_24,f_m1_carasdriv_25_34,f_m1_carasdriv_35_44,f_m1_carasdriv_45_54,f_m1_carasdriv_55_64,f_m1_carasdriv_65_74,f_m1_carasdriv_75ov,f_m1_carasdriv_tot,f_m1_caraspas_15_24,f_m1_caraspas_25_34,f_m1_caraspas_35_44,f_m1_caraspas_45_54,f_m1_caraspas_55_64,f_m1_caraspas_65_74,f_m1_caraspas_75ov,f_m1_caraspas_tot,f_m1_truck_15_24,f_m1_truck_25_34,f_m1_truck_35_44,f_m1_truck_45_54,f_m1_truck_55_64,f_m1_truck_65_74,f_m1_truck_75ov,f_m1_truck_tot,f_m1_mbikescoot_15_24,f_m1_mbikescoot_25_34,f_m1_mbikescoot_35_44,f_m1_mbikescoot_45_54,f_m1_mbikescoot_55_64,f_m1_mbikescoot_65_74,f_m1_mbikescoot_75ov,f_m1_mbikescoot_tot,f_m1_bicycle_15_24,f_m1_bicycle_25_34,f_m1_bicycle_35_44,f_m1_bicycle_45_54,f_m1_bicycle_55_64,f_m1_bicycle_65_74,f_m1_bicycle_75ov,f_m1_bicycle_tot,f_m1_other_15_24,f_m1_other_25_34,f_m1_other_35_44,f_m1_other_45_54,f_m1_other_55_64,f_m1_other_65_74,f_m1_other_75ov,f_m1_other_tot,f_m1_wlkonly_15_24,f_m1_wlkonly_25_34,f_m1_wlkonly_35_44,f_m1_wlkonly_45_54,f_m1_wlkonly_55_64,f_m1_wlkonly_65_74,f_m1_wlkonly_75ov,f_m1_wlkonly_tot,f_m1_tot_m1_15_24,f_m1_tot_m1_25_34,f_m1_tot_m1_35_44,f_m1_tot_m1_45_54,f_m1_tot_m1_55_64,f_m1_tot_m1_65_74,f_m1_tot_m1_75ov,f_m1_tot_m1_tot,f_m2_trnbus_15_24,f_m2_trnbus_25_34,f_m2_trnbus_35_44,f_m2_trnbus_45_54,f_m2_trnbus_55_64,f_m2_trnbus_65_74,f_m2_trnbus_75ov,f_m2_trnbus_tot,lga_name16
21110,28,20,19,10,5,3,0,79,56,63,47,37,28,8,0,238,256,461,286,197,148,42,5,1388,64,61,58,28,11,10,6,234,0,3,0,3,0,0,0,6,0,5,3,3,10,0,0,25,69,71,65,32,20,9,6,268,83,191,342,535,554,403,108,2222,660,381,271,235,234,174,41,2000,48,70,51,51,20,20,10,266,4323,8124,7205,6533,4589,1868,325,32967,342,763,315,207,154,29,3,1806,70,75,23,29,23,7,0,227,0,0,3,0,0,0,0,6,260,316,102,77,69,21,3,846,6,15,10,10,12,3,0,51,2320,5372,5092,5836,3783,814,69,23283,473,329,183,204,189,53,3,1436,0,0,0,0,0,0,0,3,0,4,10,6,0,0,0,28,29,72,52,27,23,3,0,207,8,17,46,23,32,11,0,135,379,349,203,222,223,71,5,1447,3891,7304,6025,6644,4503,1006,87,29458,67,106,52,24,32,3,0,283,Boroondara (C)
21180,24,8,10,8,3,0,0,50,41,75,53,35,22,9,0,231,135,173,117,90,59,14,3,596,22,32,15,6,16,3,0,95,0,6,0,3,0,0,0,7,5,4,0,3,0,0,0,13,33,43,15,14,16,3,0,118,28,79,143,161,123,54,8,595,515,370,346,305,293,96,8,1936,99,120,104,73,65,13,6,475,4981,9412,8904,8228,5644,1188,114,38461,85,121,62,50,34,7,0,368,125,69,45,59,28,7,0,331,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,6,3,12,3,12,0,3,0,38,1977,4690,4941,5118,2865,348,19,19974,767,310,218,272,243,46,3,1858,5,3,0,6,0,0,0,15,0,3,3,3,0,0,0,5,10,17,10,9,9,0,0,52,7,19,32,27,15,6,0,111,76,84,62,79,71,8,0,382,3049,5337,5383,5638,3270,432,26,23135,42,52,23,20,18,5,0,155,Brimbank (C)
21270,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,48,61,45,26,197,18,5,9,16,26,17,10,99,0,0,3,0,0,0,0,9,143,177,191,314,350,130,50,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,40,77,128,167,141,24,0,581,13,9,0,6,6,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,3,0,0,4,23,20,19,47,37,7,3,152,78,103,156,217,188,40,3,788,0,0,0,0,0,0,0,0,Buloke (S)
21370,0,0,0,0,0,0,0,0,9,10,10,11,9,0,4,51,10,10,10,11,9,0,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,34,44,72,153,195,108,43,642,143,67,96,103,134,45,7,593,26,12,18,23,24,11,8,111,1170,1256,1375,1743,1634,502,119,7792,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,16,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,4,0,4,0,0,0,11,521,846,1066,1348,937,157,17,4888,175,39,32,47,35,11,0,337,0,0,3,0,0,0,0,6,3,0,7,10,6,0,0,26,3,0,6,9,5,0,0,28,0,0,0,3,13,0,3,23,78,34,50,93,86,28,4,371,786,936,1170,1512,1092,194,28,5706,0,0,0,0,0,0,0,0,Campaspe (S)
21450,4,3,0,0,0,0,0,7,22,21,20,8,11,0,0,88,43,42,31,14,21,0,0,158,8,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,0,23,14,62,140,169,193,113,59,749,297,107,96,85,120,52,8,762,30,24,15,21,17,9,10,125,2170,2437,2123,2202,1740,552,130,11358,28,22,8,8,9,0,0,79,26,9,6,5,0,0,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,4,0,0,0,10,1125,1633,1794,1890,1074,167,16,7697,406,74,52,72,54,17,0,665,0,0,0,6,0,0,0,6,3,0,0,0,0,0,0,4,5,5,0,3,3,0,0,17,0,6,10,22,9,7,0,57,61,36,38,61,41,18,4,265,1668,1785,1905,2066,1194,210,23,8851,11,7,5,0,0,0,0,24,Cardinia (S)
21610,25,4,12,3,0,0,0,51,61,52,42,52,21,0,0,226,148,104,76,75,35,9,0,446,22,13,6,5,0,0,0,43,3,5,0,0,0,0,0,9,0,0,3,0,3,0,0,8,26,18,10,5,4,0,0,57,63,153,315,341,285,143,34,1333,791,297,270,209,222,115,12,1908,73,62,59,60,38,18,11,318,5660,6922,6239,5838,4079,1119,151,30010,38,61,18,16,14,4,0,148,189,59,44,40,31,3,0,355,3,4,0,0,0,0,0,6,3,0,0,0,0,0,0,9,5,11,3,4,3,0,0,27,3366,5046,5328,5808,3123,429,22,23122,1241,272,187,257,173,29,3,2167,0,3,0,4,0,3,0,10,3,0,0,4,0,0,0,5,6,3,3,6,0,0,0,12,10,36,41,48,16,8,0,157,148,71,67,120,76,8,3,491,5017,5556,5690,6293,3436,479,29,26506,33,34,11,11,7,3,0,99,Casey (C)
21670,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,4,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,23,40,21,8,113,35,23,32,19,42,18,4,178,8,3,0,5,5,4,0,26,286,308,349,452,439,113,35,1980,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,155,193,268,431,288,57,3,1406,59,18,12,15,13,3,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,11,0,0,4,0,0,0,0,4,10,14,12,17,25,4,0,87,231,233,302,471,340,68,10,1661,0,0,0,0,0,0,0,0,Central Goldfields (S)
21750,0,0,0,0,0,0,0,0,13,8,3,10,3,0,0,34,15,6,3,7,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,6,33,50,74,97,98,31,384,91,46,43,44,95,39,7,372,3,13,9,15,6,9,6,57,736,925,895,985,912,332,96,4875,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,346,482,592,795,539,99,11,2862,115,32,22,24,19,13,4,233,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,3,3,3,5,5,0,0,21,0,0,4,3,3,0,0,10,41,39,32,51,63,13,3,247,507,561,656,888,632,126,15,3389,0,0,0,0,0,0,0,0,Colac-Otway (S)
21830,0,0,0,0,0,0,0,4,4,8,4,4,4,0,0,23,4,9,7,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,25,43,101,141,171,116,39,637,64,30,34,56,48,21,7,268,13,6,8,16,9,10,6,68,510,578,685,887,790,313,83,3855,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,270,351,497,379,55,8,1779,47,13,16,20,10,5,0,116,0,0,0,0,0,0,0,6,0,3,9,6,3,0,0,20,0,0,0,3,4,0,0,11,0,3,3,4,0,3,0,14,22,19,41,71,62,13,8,240,288,314,414,612,460,82,19,2183,0,0,0,0,0,0,0,0,Corangamite (S)
21890,29,38,22,7,11,3,0,113,27,47,35,31,18,3,0,159,130,169,122,97,60,17,3,595,27,38,22,13,8,3,0,110,3,4,3,0,0,0,0,9,0,3,0,0,0,0,0,5,24,46,24,19,13,3,0,134,31,173,262,232,197,64,7,977,420,339,232,211,218,91,8,1521,51,48,38,51,39,17,7,249,3165,5696,5145,4963,3596,923,144,23634,97,211,90,60,40,5,0,503,170,163,77,58,57,10,0,525,0,0,0,0,0,0,0,0,84,118,54,29,24,3,0,312,4,11,6,4,0,0,0,28,1691,3320,3432,3851,2458,360,30,15141,456,263,137,179,146,41,3,1223,0,0,0,0,0,0,0,4,3,9,7,5,5,0,0,23,44,100,88,47,16,0,0,296,4,16,16,23,13,0,0,70,187,210,124,139,82,19,3,761,2741,4416,4022,4392,2838,439,40,18884,49,85,30,28,15,4,0,206,Darebin (C)
22110,0,0,0,0,0,0,0,3,9,8,14,8,11,3,0,57,8,8,14,10,11,4,0,62,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,0,3,0,0,0,0,8,6,0,3,0,4,0,0,13,7,39,43,90,166,149,47,546,155,71,74,117,165,79,14,679,16,13,14,12,23,16,7,112,989,1230,1298,1618,1721,632,154,7641,0,0,0,0,0,0,0,9,19,3,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,511,788,1041,1484,1120,193,19,5149,184,49,35,51,65,10,5,403,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,5,8,7,3,0,36,3,3,6,3,12,4,0,34,50,65,47,82,71,21,3,340,779,914,1136,1638,1282,237,24,6014,0,0,0,0,0,0,0,0,East Gippsland (S)
22170,27,4,3,0,0,3,0,40,21,39,22,18,23,0,0,126,73,80,44,36,34,4,0,274,8,10,3,3,3,0,0,28,5,3,0,0,0,0,0,6,0,0,0,0,3,0,0,3,14,11,3,3,8,0,0,42,22,63,164,193,179,116,18,755,463,198,186,155,223,97,18,1329,48,36,30,42,30,18,4,209,3357,4123,4002,4079,3152,919,130,19765,28,46,16,13,15,0,0,111,138,51,41,30,29,10,3,297,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,21,1855,3291,3529,4276,2682,424,29,16093,614,144,106,161,138,31,0,1186,0,3,0,3,0,0,0,7,0,4,0,3,4,0,0,14,11,3,10,15,6,0,0,42,5,11,13,18,10,6,0,52,125,57,54,76,66,17,4,400,2781,3617,3771,4599,2947,482,35,18229,17,18,9,3,0,0,0,46,Frankston (C)
22250,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,3,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,39,60,70,54,21,283,24,19,12,22,33,24,0,142,0,3,4,3,8,4,5,30,250,283,374,466,475,197,56,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,177,198,325,240,55,0,1095,34,3,5,8,13,7,0,67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,11,0,0,0,0,3,0,0,6,19,9,19,30,43,10,3,126,153,191,226,366,295,74,3,1314,0,0,0,0,0,0,0,0,Gannawarra (S)
22830,4,3,3,0,0,0,0,12,18,26,16,14,17,0,0,92,26,29,23,13,17,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,4,22,52,109,146,171,114,48,664,221,145,157,158,209,76,13,976,53,26,31,35,22,17,15,207,2065,2710,2806,3076,2588,746,164,14155,0,4,0,0,0,0,0,4,10,10,3,6,8,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,21,1104,1879,2104,2560,1723,255,23,9647,449,169,89,116,84,21,3,937,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,4,7,3,17,10,0,0,52,3,6,6,4,12,3,0,26,74,95,60,93,90,27,4,446,1663,2181,2281,2808,1931,313,34,11212,0,0,0,0,0,0,0,0,Greater Shepparton (C)
22910,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,15,0,0,3,6,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,37,67,92,87,17,327,43,35,28,39,50,16,7,202,3,9,8,8,7,0,4,36,218,327,382,455,471,205,44,2104,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,164,195,304,429,313,45,8,1457,41,16,12,14,12,6,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,3,0,3,0,12,16,11,14,30,34,4,0,122,231,226,351,476,363,63,10,1719,0,0,0,0,0,0,0,0,Hepburn (S)
22980,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,3,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,26,51,31,9,152,9,8,6,14,23,8,3,67,0,3,0,3,0,5,0,13,132,182,190,249,271,101,34,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,94,98,180,136,18,0,592,13,13,6,5,13,0,3,52,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,12,17,24,19,4,0,86,100,120,127,204,171,22,4,746,0,0,0,0,0,0,0,0,Hindmarsh (S)
23110,3,3,0,0,0,0,0,16,27,32,34,42,27,0,0,154,77,100,80,75,56,7,3,392,10,10,7,11,3,4,0,52,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,15,15,10,12,8,4,0,59,7,53,110,153,118,43,11,493,278,219,213,206,255,63,10,1242,28,45,43,34,32,10,6,201,2229,4765,5056,5132,3749,726,73,21727,54,89,30,38,26,0,0,239,38,32,12,21,10,4,0,118,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,5,4,5,3,0,0,0,19,847,1990,2150,2457,1377,186,14,9025,279,128,95,108,78,15,0,707,0,0,0,0,0,0,0,4,3,3,0,5,0,0,0,7,11,13,11,14,7,0,0,60,4,13,15,16,7,0,0,56,93,51,48,74,53,18,0,320,1332,2333,2376,2727,1554,232,15,10564,25,20,14,6,6,0,0,77,Hobsons Bay (C)
23190,0,0,0,0,0,0,0,0,8,0,6,8,4,0,0,25,8,5,6,8,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,9,10,37,59,79,46,19,260,72,50,45,43,74,37,3,319,20,5,6,10,10,4,3,56,693,814,797,918,844,256,70,4398,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,372,573,636,764,583,87,9,3032,123,29,18,28,23,4,0,221,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,3,0,3,5,3,0,21,0,3,0,0,3,0,0,11,33,37,27,41,41,12,0,188,545,648,691,845,656,107,12,3503,0,0,0,0,0,0,0,0,Horsham (RC)
23270,46,46,29,29,22,4,0,180,65,107,70,69,37,4,6,363,211,291,186,165,98,13,6,973,25,38,25,11,11,0,0,117,3,3,0,0,0,0,0,11,0,6,6,8,0,0,0,13,30,49,31,15,11,0,0,141,25,94,152,164,142,73,5,657,637,638,666,635,536,138,11,3269,115,151,98,128,77,19,13,597,6511,13293,12790,12541,7950,1519,152,54757,62,97,34,39,12,0,0,244,126,108,54,55,35,6,0,384,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,12,9,37,15,26,6,0,0,90,2915,5712,6097,6308,3338,368,21,24753,940,366,247,316,226,32,4,2132,0,0,5,3,0,0,0,11,0,3,5,0,0,0,0,8,3,13,9,6,3,0,0,35,3,34,27,29,9,0,0,110,79,67,44,77,47,14,0,333,4147,6441,6546,6852,3688,423,29,28126,34,58,25,27,12,3,0,157,Hume (C)
23350,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,3,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,31,57,74,69,26,280,43,29,22,33,59,23,4,220,8,4,3,5,3,4,0,29,268,312,430,601,600,235,54,2497,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,186,290,407,311,50,4,1372,44,7,9,13,16,6,0,98,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,14,17,22,21,32,41,13,4,143,190,215,322,463,373,67,8,1639,0,0,0,0,0,0,0,0,Indigo (S)
23430,25,13,18,9,3,0,0,65,36,71,40,53,28,13,0,231,189,217,141,133,65,31,0,775,25,47,22,9,6,0,0,111,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,10,33,48,28,14,6,0,0,126,35,121,251,332,243,139,45,1159,776,378,336,334,298,154,30,2305,60,83,59,54,38,15,8,316,5466,9155,9290,9468,6536,1867,264,42049,132,144,73,59,33,10,0,464,212,106,54,65,26,11,0,475,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,13,7,8,4,0,0,0,27,2504,4593,4861,5745,3552,661,44,21966,707,291,186,278,234,54,6,1761,0,3,0,4,0,0,0,8,3,3,4,0,0,0,0,12,18,13,14,20,24,0,0,84,7,20,30,22,21,10,0,107,196,131,88,124,104,20,6,668,3793,5314,5323,6328,3997,767,53,25571,83,101,38,39,27,12,0,300,Kingston (C) (Vic.)
23670,32,9,11,5,7,3,0,70,49,53,35,40,27,7,0,211,132,129,81,77,46,10,0,469,25,23,15,13,3,0,0,70,3,0,3,0,0,0,0,8,0,0,5,3,0,0,0,6,24,23,24,13,3,0,0,87,28,103,219,255,253,129,24,1021,695,277,252,244,282,149,19,1908,52,54,53,44,34,15,4,253,4872,7106,7333,7608,5426,1437,186,33976,32,48,19,14,3,0,0,128,160,100,47,47,41,4,0,399,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,8,6,3,7,0,0,0,27,2615,4239,4600,5732,3803,609,39,21637,820,208,142,203,172,38,6,1590,0,0,0,0,0,0,0,9,3,0,0,6,0,0,0,8,3,7,3,10,4,0,0,33,4,17,16,19,14,3,0,71,87,57,58,71,70,17,3,367,3734,4681,4895,6118,4117,682,46,24272,37,39,21,13,10,3,0,120,Knox (C)
23810,10,3,4,3,0,0,0,20,16,9,21,23,14,0,0,87,28,23,30,28,20,3,0,137,4,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,16,12,33,61,51,84,67,28,329,296,192,232,302,368,97,11,1494,41,28,36,31,34,19,5,191,2151,2990,2992,3491,2968,663,104,15371,13,14,11,13,5,0,0,61,34,16,16,5,8,0,0,84,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,5,9,0,3,0,0,23,1335,2311,2429,2707,1826,285,18,10910,397,95,71,77,72,17,7,738,0,0,0,0,3,0,0,5,6,0,3,0,0,0,0,6,3,3,5,8,4,0,0,20,3,0,5,6,9,0,0,27,54,40,37,70,63,22,4,288,1851,2486,2578,2891,2003,329,30,12161,3,4,0,0,0,0,0,9,Latrobe (C) (Vic.)
23940,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,14,0,3,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,4,12,15,40,61,102,49,21,297,16,4,11,22,25,10,3,88,7,3,4,8,3,0,0,24,142,206,261,339,414,145,57,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,66,113,155,124,23,0,533,12,8,9,14,4,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,7,9,7,13,20,34,11,0,96,71,82,144,197,162,41,3,692,0,0,0,0,0,0,0,0,Loddon (S)
24130,0,0,0,0,0,0,0,0,10,9,4,12,11,0,0,44,25,10,8,17,18,0,3,84,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,19,37,86,123,150,128,43,584,184,71,81,71,100,53,10,565,17,15,9,9,6,3,0,68,1059,971,1060,1211,1043,451,86,5884,9,9,10,8,4,0,0,44,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,518,647,871,1229,747,143,6,4162,149,47,25,31,31,13,0,286,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,4,5,10,9,0,0,32,48,27,31,47,35,10,0,207,736,735,938,1333,821,173,8,4750,0,0,0,0,0,0,0,3,Macedon Ranges (S)
24210,35,17,7,10,6,3,0,69,22,14,18,11,8,0,0,76,81,63,40,35,27,4,0,252,17,10,6,3,3,0,0,41,4,0,0,0,0,0,0,12,3,0,0,0,0,0,0,4,19,13,8,3,3,3,0,51,40,111,190,329,308,195,63,1232,446,161,112,130,137,83,11,1087,22,24,25,24,22,5,4,127,2428,2859,2418,2598,1978,773,169,13222,16,26,4,3,7,0,0,56,215,147,50,49,38,10,0,508,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,4,0,0,0,0,0,6,1618,1906,1779,2543,1615,355,29,9841,463,101,66,89,77,25,10,830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,4,3,0,0,9,3,9,8,22,14,0,3,63,88,48,56,66,59,11,0,323,2405,2254,1969,2780,1811,394,42,11651,21,48,16,10,8,0,0,108,Manningham (C)
