lga_code16,eafw_18_techfei_ns,eafw_18_techfei_tot,eafw_18_uniotis_ft,eafw_18_uniotis_pt,eafw_18_uniotis_ns,eafw_18_uniotis_tot,eafw_18_other,eafw_18_ns,eafw_18_tot,eafw_19_techfei_ft,eafw_19_techfei_pt,eafw_19_techfei_ns,eafw_19_techfei_tot,eafw_19_uniotis_ft,eafw_19_uniotis_pt,eafw_19_uniotis_ns,eafw_19_uniotis_tot,eafw_19_other,eafw_19_ns,eafw_19_tot,eafw_20_24_techfei_ft,eafw_20_24_techfei_pt,eafw_20_24_techfei_ns,eafw_20_24_techfei_tot,eafw_20_24_uniotis_ft,eafw_20_24_uniotis_pt,eafw_20_24_uniotis_ns,eafw_20_24_uniotis_tot,eafw_20_24_other,eafw_20_24_ns,eafw_20_24_tot,eafw_25_29_techfei_ft,eafw_25_29_techfei_pt,eafw_25_29_techfei_ns,eafw_25_29_techfei_tot,eafw_25_29_uniotis_ft,eafw_25_29_uniotis_pt,eafw_25_29_uniotis_ns,eafw_25_29_uniotis_tot,eafw_25_29_other,eafw_25_29_ns,eafw_25_29_tot,eafw_30over_techfei_ft,eafw_30over_techfei_pt,eafw_30over_techfei_ns,eafw_30over_techfei_tot,eafw_30over_uniotis_ft,eafw_30over_uniotis_pt,eafw_30over_uniotis_ns,eafw_30over_uniotis_tot,eafw_30over_other,eafw_30over_ns,eafw_30over_tot,eafw_tot_techfei_ft,eafw_tot_techfei_pt,eafw_tot_techfei_ns,eafw_tot_techfei_tot,eafw_tot_uniotis_ft,eafw_tot_uniotis_pt,eafw_tot_uniotis_ns,eafw_tot_uniotis_tot,eafw_tot_other,eafw_tot_ns,eafw_tot_tot,tot_16_techfei_ft,tot_16_techfei_pt,tot_16_techfei_ns,tot_16_techfei_tot,tot_16_uniotis_ft,tot_16_uniotis_pt,tot_16_uniotis_ns,tot_16_uniotis_tot,tot_16_other,tot_16_ns,tot_16_tot,tot_17_techfei_ft,tot_17_techfei_pt,tot_17_techfei_ns,tot_17_techfei_tot,tot_17_uniotis_ft,tot_17_uniotis_pt,tot_17_uniotis_ns,tot_17_uniotis_tot,tot_17_other,tot_17_ns,tot_17_tot,tot_18_techfei_ft,tot_18_techfei_pt,tot_18_techfei_ns,tot_18_techfei_tot,tot_18_uniotis_ft,tot_18_uniotis_pt,tot_18_uniotis_ns,tot_18_uniotis_tot,tot_18_other,tot_18_ns,tot_18_tot,tot_19_techfei_ft,tot_19_techfei_pt,tot_19_techfei_ns,tot_19_techfei_tot,tot_19_uniotis_ft,tot_19_uniotis_pt,tot_19_uniotis_ns,tot_19_uniotis_tot,tot_19_other,tot_19_ns,tot_19_tot,tot_20_24_techfei_ft,tot_20_24_techfei_pt,tot_20_24_techfei_ns,tot_20_24_techfei_tot,tot_20_24_uniotis_ft,tot_20_24_uniotis_pt,tot_20_24_uniotis_ns,tot_20_24_uniotis_tot,tot_20_24_other,tot_20_24_ns,tot_20_24_tot,tot_25_29_techfei_ft,tot_25_29_techfei_pt,tot_25_29_techfei_ns,tot_25_29_techfei_tot,tot_25_29_uniotis_ft,tot_25_29_uniotis_pt,tot_25_29_uniotis_ns,tot_25_29_uniotis_tot,tot_25_29_other,tot_25_29_ns,tot_25_29_tot,tot_30over_techfei_ft,tot_30over_techfei_pt,tot_30over_techfei_ns,tot_30over_techfei_tot,tot_30over_uniotis_ft,tot_30over_uniotis_pt,tot_30over_uniotis_ns,tot_30over_uniotis_tot,tot_30over_other,tot_30over_ns,tot_30over_tot,tot_tot_techfei_ft,tot_tot_techfei_pt,tot_tot_techfei_ns,tot_tot_techfei_tot,tot_tot_uniotis_ft,tot_tot_uniotis_pt,tot_tot_uniotis_ns,tot_tot_uniotis_tot,tot_tot_other,tot_tot_ns,tot_tot_tot,lga_name16
32260,0,0,3,0,0,4,0,0,8,0,0,0,0,6,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,4,3,3,0,3,0,0,0,3,0,0,11,0,3,0,3,3,4,0,7,3,10,22,3,13,0,15,7,6,0,12,18,17,58,0,0,0,0,0,0,0,0,115,4,117,0,5,0,5,0,0,0,0,84,3,98,0,13,0,16,8,4,0,5,10,3,33,0,8,0,10,10,0,0,14,0,0,20,14,38,0,54,34,20,0,53,6,10,123,11,18,0,32,18,38,0,51,14,9,107,15,67,0,84,27,104,0,129,43,146,403,37,163,0,198,95,162,0,252,265,183,907,Cassowary Coast (R)
32270,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,4,3,0,16,0,3,0,3,0,0,0,3,4,4,10,0,3,0,4,3,6,0,14,0,24,45,3,8,0,11,11,17,0,23,31,29,97,0,3,0,4,0,0,0,0,128,3,128,0,0,0,3,0,0,0,0,102,6,114,5,15,0,17,12,6,0,18,13,0,47,3,12,0,19,3,7,0,8,0,3,35,17,50,0,67,22,44,0,59,14,9,155,7,41,0,51,14,60,0,74,17,22,160,8,141,0,146,25,182,0,207,76,139,570,39,270,0,313,67,299,0,366,345,177,1209,Central Highlands (R) (Qld)
32310,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,5,0,6,0,3,0,3,3,8,0,11,11,6,33,0,0,0,0,0,0,0,0,43,3,43,0,0,0,0,0,0,0,0,52,3,53,0,3,0,3,3,0,0,3,0,0,13,0,7,0,7,3,3,0,4,0,0,11,10,12,0,23,12,4,0,22,3,0,46,4,9,0,14,6,13,0,18,0,11,35,0,33,0,33,9,54,3,67,17,49,165,11,72,0,79,31,80,3,109,117,59,370,Charters Towers (R)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,11,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,8,0,3,0,3,0,3,0,4,0,7,14,0,14,0,11,5,26,0,29,3,10,52,0,25,0,20,9,31,0,45,25,15,108,Weipa (T)
37310,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,8,0,0,13,0,3,0,3,0,10,0,10,0,0,15,0,13,0,13,0,7,0,7,0,12,28,0,25,0,25,6,19,0,27,22,16,86,0,0,0,3,0,0,0,0,158,8,162,0,11,0,10,0,0,0,3,128,4,143,11,16,0,25,10,6,0,22,16,4,59,0,23,0,26,9,3,0,12,0,3,46,15,61,3,74,34,39,0,77,21,8,183,3,51,0,48,10,52,0,63,12,18,143,12,151,0,161,21,161,0,179,76,177,593,40,311,5,356,86,268,0,352,408,220,1338,Western Downs (R)
37340,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,4,0,0,4,0,3,0,3,0,0,0,0,3,3,10,0,3,0,4,0,3,0,5,0,3,7,3,0,0,3,0,4,0,9,4,17,32,0,9,0,12,11,7,0,16,21,21,74,0,3,0,4,0,0,0,0,132,8,140,0,3,0,9,0,3,0,3,84,7,98,9,12,0,19,10,3,0,18,10,3,49,10,16,0,20,5,7,0,14,3,3,37,20,52,0,73,31,29,0,63,27,20,183,11,38,0,51,19,33,0,51,18,14,137,23,146,3,170,23,118,4,140,83,150,548,76,275,5,350,91,192,4,287,345,205,1188,Whitsunday (R)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,6,17,0,4,0,4,0,3,0,6,4,6,21,Etheridge (S)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,3,0,0,0,0,0,0,4,0,3,0,7,0,3,0,5,0,6,14,0,4,0,6,3,9,0,8,3,4,25,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,9,0,4,0,4,0,3,0,3,0,3,11,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,3,6,0,9,6,8,0,12,0,0,25,0,4,0,4,0,27,0,22,4,4,34,3,31,0,31,0,52,0,53,9,23,114,5,43,0,53,11,81,0,90,25,26,196,Cloncurry (S)
32500,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,7,9,3,3,0,5,0,3,0,3,6,3,22,0,0,0,0,0,0,0,0,10,0,10,3,0,0,3,0,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,9,3,11,0,18,4,3,0,9,0,4,24,0,5,0,10,4,13,0,18,3,4,31,4,14,0,26,3,38,0,43,15,36,118,14,44,4,62,10,51,0,65,34,47,203,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,4,Croydon (S)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,11,0,3,0,3,4,0,0,4,4,7,16,Diamantina (S)
41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,17,0,9,0,9,5,0,0,6,6,5,30,0,0,0,0,0,0,0,0,32,0,32,0,0,0,0,4,0,0,4,29,0,40,0,11,0,11,7,0,0,7,17,0,30,0,5,0,9,8,3,0,6,5,0,19,6,18,0,29,24,3,0,25,0,3,58,6,16,0,18,5,6,0,10,3,7,36,9,39,0,45,6,36,0,43,13,51,152,20,93,0,114,53,48,0,100,98,62,369,Clare and Gilbert Valleys (DC)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,3,0,6,0,0,12,0,0,0,0,4,4,0,7,0,0,15,Doomadgee (S)
32810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,3,0,3,0,3,13,0,0,0,4,3,3,0,11,9,3,24,0,0,0,0,0,0,0,0,35,3,36,0,0,0,0,0,0,0,0,24,3,29,3,0,0,3,0,0,0,0,3,0,9,0,0,0,5,3,0,0,3,3,0,12,3,10,0,17,23,8,0,28,10,3,56,7,10,0,18,18,8,0,26,11,3,61,9,38,0,50,18,39,0,58,45,58,208,32,67,0,98,63,59,0,115,124,75,417,Douglas (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,4,3,13,21,6,3,0,8,0,6,0,5,11,10,38,Flinders (S) (Qld)
33220,0,0,3,0,0,3,0,0,5,0,0,0,3,3,0,0,3,0,0,7,3,5,0,4,5,3,0,6,0,5,16,3,0,0,5,0,7,0,9,0,0,8,4,18,0,24,8,11,0,22,15,42,97,13,20,0,31,21,19,0,46,50,48,174,0,3,0,3,0,0,0,3,324,15,347,12,14,0,20,13,0,0,14,286,5,329,13,25,0,33,33,11,0,45,37,3,124,12,31,0,40,51,16,0,65,6,4,113,28,88,0,113,108,77,0,185,23,20,338,22,70,3,89,52,92,0,136,27,12,265,54,271,6,334,128,432,0,561,160,252,1303,124,495,13,637,384,623,0,1010,868,308,2822,Fraser Coast (R)
33360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,3,0,5,4,3,17,0,7,0,10,3,3,0,12,0,0,15,0,10,0,11,0,20,0,21,13,19,62,0,23,0,24,16,28,0,42,61,25,152,4,4,0,7,0,0,0,0,302,5,320,0,20,0,20,12,0,0,11,212,3,248,5,39,0,47,21,13,0,34,16,0,106,4,43,0,47,17,12,0,33,9,3,88,23,106,3,133,75,114,0,189,28,11,358,13,78,0,89,39,120,0,161,21,8,284,18,217,3,233,55,385,0,437,131,165,975,75,503,7,581,220,650,0,868,721,205,2375,Gladstone (R)
33430,0,15,63,9,0,69,17,6,101,3,10,0,9,73,7,0,87,5,7,107,28,32,0,64,274,34,0,306,18,17,404,17,31,0,44,91,41,0,129,31,24,227,37,63,0,105,71,130,7,209,60,113,486,96,153,0,248,580,215,3,803,344,188,1578,34,35,0,65,0,0,0,0,2112,37,2214,79,88,0,168,232,23,0,253,1830,42,2295,137,214,6,360,1133,100,0,1237,282,34,1912,120,236,0,358,1326,147,12,1486,64,30,1932,463,929,6,1400,4446,998,15,5459,446,152,7453,377,718,0,1099,1307,863,9,2181,522,134,3940,621,1962,21,2604,1197,2861,32,4084,1569,1102,9362,1836,4179,36,6049,9640,4991,68,14702,6820,1535,29111,Gold Coast (C)
33610,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,4,10,0,3,0,3,3,3,0,10,6,4,25,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,28,0,33,0,7,0,6,3,3,0,5,4,0,16,0,5,0,6,0,0,0,3,0,0,9,8,14,0,23,12,9,0,25,6,3,52,0,11,0,8,8,16,0,21,3,4,45,3,47,0,45,12,45,0,55,11,47,159,11,83,0,91,25,76,0,105,90,57,352,Goondiwindi (R)
33620,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,0,4,3,3,0,9,0,0,15,0,0,0,0,0,3,0,3,0,3,5,0,11,0,6,3,15,0,15,3,19,47,0,13,0,13,7,18,0,25,38,28,107,0,3,0,3,0,0,0,0,167,8,176,0,5,0,8,14,0,0,14,162,4,185,3,11,0,17,33,5,0,36,20,3,72,0,19,0,20,13,9,0,22,5,4,50,10,35,0,47,71,34,0,98,24,7,176,9,25,0,38,13,34,0,53,9,10,113,19,158,0,174,52,177,0,229,78,135,614,40,264,0,306,188,260,0,449,464,167,1383,Gympie (R)
33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,10,0,3,0,3,9,0,0,9,6,7,26,0,0,0,0,0,0,0,0,56,0,54,0,0,0,3,0,0,0,0,45,0,47,0,7,0,7,4,0,0,5,3,0,15,0,9,0,8,4,0,0,4,4,0,13,3,5,0,5,11,15,0,28,8,0,45,0,0,0,3,7,10,0,12,3,3,21,3,30,0,37,7,23,0,30,17,70,153,5,56,0,63,40,46,0,90,129,76,357,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,7,0,11,0,8,0,3,0,3,0,7,16,Hope Vale (S)
33960,0,5,26,3,0,28,5,0,36,0,4,0,8,17,3,0,18,0,3,30,4,14,3,19,45,17,0,59,8,5,87,9,15,0,32,22,22,0,40,12,4,87,3,19,0,20,14,49,3,63,23,43,154,24,52,4,82,131,90,3,218,113,60,474,4,7,0,13,0,0,0,0,669,13,698,17,22,0,41,97,9,0,103,557,14,714,41,65,0,108,356,27,3,385,58,13,562,33,68,0,95,339,37,0,379,24,11,513,108,230,0,342,841,260,0,1104,91,46,1584,62,190,3,254,235,314,3,551,95,40,942,111,580,4,692,269,1024,0,1302,374,358,2733,382,1161,11,1554,2147,1677,12,3835,1863,495,7745,Ipswich (C)
33980,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,3,0,4,8,0,0,0,3,0,7,0,13,3,4,25,0,12,0,7,0,15,0,14,3,25,52,7,13,0,19,6,30,0,35,28,29,111,0,3,0,5,0,0,0,0,99,3,106,0,3,0,7,0,0,0,0,49,0,57,0,10,0,14,3,9,0,7,3,0,25,3,8,0,15,3,4,0,9,0,0,19,14,58,0,73,14,27,0,47,10,23,147,3,56,0,63,17,83,0,101,23,22,204,8,141,4,147,29,265,0,295,84,175,704,32,278,7,318,66,387,0,457,265,221,1260,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,4,0,3,0,0,10,0,3,0,5,0,4,0,5,0,0,16,Kowanyama (S)
34530,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,3,0,3,0,0,4,0,4,0,4,3,4,0,5,0,9,21,0,4,0,9,8,8,0,14,18,6,52,0,0,0,0,0,0,0,0,121,6,126,0,3,0,6,8,4,0,15,106,0,126,0,12,0,14,29,11,0,42,11,0,62,6,11,0,18,25,3,0,29,0,0,47,3,44,0,46,65,36,0,102,11,4,172,0,20,0,18,12,32,0,47,9,4,78,7,65,0,71,29,111,0,137,42,67,319,18,155,0,174,167,199,0,372,296,91,934,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,11,12,Lockhart River (S)
34580,0,3,3,0,0,3,0,0,5,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,11,0,0,13,0,0,17,0,0,0,0,8,4,0,7,4,0,14,0,6,0,6,5,4,0,8,3,15,40,6,8,0,17,31,13,0,42,18,21,92,0,0,0,4,0,0,0,0,139,5,146,0,3,0,5,10,0,0,13,92,7,110,5,13,0,22,27,3,0,34,10,4,66,5,8,0,14,39,8,0,52,3,0,75,7,38,0,48,142,35,0,175,19,13,253,9,24,0,29,50,37,0,88,24,10,152,20,91,0,109,41,130,3,176,58,104,439,49,172,0,226,310,217,3,536,345,142,1241,Lockyer Valley (R)
34590,0,5,18,0,0,14,6,3,29,3,0,0,5,28,3,0,35,0,0,39,11,11,0,17,84,7,0,87,5,13,127,8,10,0,20,22,17,0,42,5,18,79,13,31,0,52,14,49,0,69,33,66,214,37,61,0,98,169,83,0,257,162,101,613,14,12,0,22,4,0,0,4,875,12,909,42,42,0,80,129,13,0,142,779,20,1021,73,102,0,169,429,38,0,466,92,16,746,71,101,0,173,437,52,3,495,34,11,711,191,370,0,562,1269,295,6,1572,157,81,2364,114,265,0,377,353,309,0,662,147,72,1257,210,770,8,987,395,1088,9,1487,597,437,3508,707,1657,9,2375,3012,1788,22,4826,2677,656,10528,Logan (C)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,4,3,0,7,0,0,14,Woorabinda (S)
37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,8,0,13,7,11,31,0,6,0,6,4,16,0,17,8,11,39,Winton (S)
40310,0,0,3,0,0,3,4,0,9,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,12,0,0,13,3,0,15,0,0,0,0,0,0,0,3,0,0,9,5,4,0,10,4,3,0,9,3,11,26,5,11,0,16,22,4,0,25,19,12,62,0,0,0,0,0,0,0,0,101,0,104,3,4,0,3,0,0,0,0,92,3,96,4,9,0,15,23,3,0,24,37,3,79,3,19,0,19,42,3,0,41,0,0,63,18,46,0,55,114,18,0,136,15,7,219,8,33,3,42,23,19,0,44,3,3,89,18,124,0,143,29,109,3,141,46,89,413,50,229,3,283,232,150,3,387,294,102,1060,Barossa (DC)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,Wujal Wujal (S)
37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,3,3,0,0,7,0,0,3,3,3,0,9,0,11,0,6,0,0,15,4,6,0,10,4,11,0,15,4,0,27,Yarrabah (S)
40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,0,5,0,5,3,3,0,7,4,6,21,0,11,0,11,7,8,0,11,11,10,40,Barunga West (DC)
40070,0,0,17,0,0,19,7,0,28,5,4,0,4,38,0,0,39,3,0,48,10,15,0,25,230,18,0,249,13,9,295,10,8,0,18,64,43,0,103,15,16,153,20,42,0,66,54,134,0,185,31,50,334,41,72,3,115,406,191,0,603,101,82,900,0,0,0,0,3,0,0,4,221,8,234,12,10,0,19,8,3,0,11,319,3,354,27,45,0,69,309,18,0,328,98,3,496,43,51,0,90,594,48,3,643,28,12,769,239,301,0,535,3197,648,10,3857,151,58,4604,162,290,3,462,1085,816,10,1902,191,61,2615,217,1029,6,1245,932,2578,24,3533,540,506,5824,693,1721,12,2426,6131,4102,43,10273,1546,642,14889,Adelaide (C)
