lga_code16,eafw_18_techfei_ns,eafw_18_techfei_tot,eafw_18_uniotis_ft,eafw_18_uniotis_pt,eafw_18_uniotis_ns,eafw_18_uniotis_tot,eafw_18_other,eafw_18_ns,eafw_18_tot,eafw_19_techfei_ft,eafw_19_techfei_pt,eafw_19_techfei_ns,eafw_19_techfei_tot,eafw_19_uniotis_ft,eafw_19_uniotis_pt,eafw_19_uniotis_ns,eafw_19_uniotis_tot,eafw_19_other,eafw_19_ns,eafw_19_tot,eafw_20_24_techfei_ft,eafw_20_24_techfei_pt,eafw_20_24_techfei_ns,eafw_20_24_techfei_tot,eafw_20_24_uniotis_ft,eafw_20_24_uniotis_pt,eafw_20_24_uniotis_ns,eafw_20_24_uniotis_tot,eafw_20_24_other,eafw_20_24_ns,eafw_20_24_tot,eafw_25_29_techfei_ft,eafw_25_29_techfei_pt,eafw_25_29_techfei_ns,eafw_25_29_techfei_tot,eafw_25_29_uniotis_ft,eafw_25_29_uniotis_pt,eafw_25_29_uniotis_ns,eafw_25_29_uniotis_tot,eafw_25_29_other,eafw_25_29_ns,eafw_25_29_tot,eafw_30over_techfei_ft,eafw_30over_techfei_pt,eafw_30over_techfei_ns,eafw_30over_techfei_tot,eafw_30over_uniotis_ft,eafw_30over_uniotis_pt,eafw_30over_uniotis_ns,eafw_30over_uniotis_tot,eafw_30over_other,eafw_30over_ns,eafw_30over_tot,eafw_tot_techfei_ft,eafw_tot_techfei_pt,eafw_tot_techfei_ns,eafw_tot_techfei_tot,eafw_tot_uniotis_ft,eafw_tot_uniotis_pt,eafw_tot_uniotis_ns,eafw_tot_uniotis_tot,eafw_tot_other,eafw_tot_ns,eafw_tot_tot,tot_16_techfei_ft,tot_16_techfei_pt,tot_16_techfei_ns,tot_16_techfei_tot,tot_16_uniotis_ft,tot_16_uniotis_pt,tot_16_uniotis_ns,tot_16_uniotis_tot,tot_16_other,tot_16_ns,tot_16_tot,tot_17_techfei_ft,tot_17_techfei_pt,tot_17_techfei_ns,tot_17_techfei_tot,tot_17_uniotis_ft,tot_17_uniotis_pt,tot_17_uniotis_ns,tot_17_uniotis_tot,tot_17_other,tot_17_ns,tot_17_tot,tot_18_techfei_ft,tot_18_techfei_pt,tot_18_techfei_ns,tot_18_techfei_tot,tot_18_uniotis_ft,tot_18_uniotis_pt,tot_18_uniotis_ns,tot_18_uniotis_tot,tot_18_other,tot_18_ns,tot_18_tot,tot_19_techfei_ft,tot_19_techfei_pt,tot_19_techfei_ns,tot_19_techfei_tot,tot_19_uniotis_ft,tot_19_uniotis_pt,tot_19_uniotis_ns,tot_19_uniotis_tot,tot_19_other,tot_19_ns,tot_19_tot,tot_20_24_techfei_ft,tot_20_24_techfei_pt,tot_20_24_techfei_ns,tot_20_24_techfei_tot,tot_20_24_uniotis_ft,tot_20_24_uniotis_pt,tot_20_24_uniotis_ns,tot_20_24_uniotis_tot,tot_20_24_other,tot_20_24_ns,tot_20_24_tot,tot_25_29_techfei_ft,tot_25_29_techfei_pt,tot_25_29_techfei_ns,tot_25_29_techfei_tot,tot_25_29_uniotis_ft,tot_25_29_uniotis_pt,tot_25_29_uniotis_ns,tot_25_29_uniotis_tot,tot_25_29_other,tot_25_29_ns,tot_25_29_tot,tot_30over_techfei_ft,tot_30over_techfei_pt,tot_30over_techfei_ns,tot_30over_techfei_tot,tot_30over_uniotis_ft,tot_30over_uniotis_pt,tot_30over_uniotis_ns,tot_30over_uniotis_tot,tot_30over_other,tot_30over_ns,tot_30over_tot,tot_tot_techfei_ft,tot_tot_techfei_pt,tot_tot_techfei_ns,tot_tot_techfei_tot,tot_tot_uniotis_ft,tot_tot_uniotis_pt,tot_tot_uniotis_ns,tot_tot_uniotis_tot,tot_tot_other,tot_tot_ns,tot_tot_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,12,3,0,11,5,3,20,0,0,0,0,0,0,0,0,23,0,24,0,0,0,0,0,0,0,0,22,0,29,0,6,0,4,4,0,0,4,5,0,16,5,13,0,18,8,0,0,11,0,0,24,3,15,0,22,14,9,0,31,0,3,52,0,13,0,15,0,14,0,18,0,4,34,4,36,0,40,5,40,0,43,8,26,113,10,86,0,99,34,65,0,105,67,30,297,Blayney (A)
10900,0,6,6,0,0,6,10,3,19,0,0,0,0,7,0,0,7,0,0,9,3,6,0,6,23,0,0,22,0,0,34,3,3,0,4,0,7,0,7,0,0,12,0,8,0,8,0,17,0,16,3,5,37,10,25,0,32,28,21,0,56,49,11,152,6,9,0,10,0,0,0,0,210,3,227,15,24,0,35,0,0,0,0,235,6,277,3,29,0,35,69,9,0,78,78,3,195,8,33,0,47,141,14,0,158,8,5,216,44,111,0,153,393,93,0,489,16,6,664,27,58,0,85,59,71,0,131,22,6,251,46,227,0,273,89,369,3,462,122,103,957,148,496,0,649,748,555,4,1308,696,141,2796,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,8,0,8,0,4,0,4,0,0,0,0,3,0,7,0,3,0,3,0,0,0,0,0,0,3,0,10,0,12,3,7,0,5,0,0,18,0,7,0,7,0,6,0,6,0,0,11,0,16,0,20,0,18,0,19,3,18,54,0,33,0,36,4,31,0,29,21,19,111,Bogan (A)
11100,0,3,9,0,0,9,3,0,21,3,4,0,7,23,0,0,26,0,0,34,10,7,0,14,67,12,0,81,7,3,105,5,5,0,8,20,11,0,29,3,3,53,11,12,0,21,9,21,0,32,20,30,104,25,30,0,57,126,47,0,175,79,43,357,0,8,0,8,0,0,0,0,141,0,148,3,12,0,20,0,0,0,0,94,3,120,10,42,0,53,118,11,0,131,29,3,219,27,38,0,67,237,25,0,259,20,4,352,108,181,3,294,1014,220,0,1236,116,25,1666,61,136,0,193,345,207,0,549,110,35,895,113,311,7,426,267,521,8,803,347,246,1822,328,721,11,1054,1982,979,18,2977,862,318,5218,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,6,0,3,0,8,0,0,14,0,3,0,9,0,4,0,4,0,0,12,3,9,0,11,3,13,0,19,6,10,47,0,23,0,27,6,22,0,30,8,17,81,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,0,7,0,6,4,9,0,14,4,9,28,0,9,0,8,4,12,0,16,3,9,37,Brewarrina (A)
11250,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,0,0,3,0,3,8,3,3,0,4,0,3,0,4,0,0,10,3,7,0,12,0,3,0,9,0,10,26,10,15,0,21,5,6,0,16,12,15,64,3,3,0,5,0,0,0,0,35,3,40,0,3,0,4,0,0,0,0,46,4,55,0,9,0,12,0,0,0,3,14,3,33,0,8,0,12,0,0,0,0,3,4,16,11,43,0,48,15,21,0,31,7,9,98,8,41,0,51,12,40,0,55,7,7,122,11,79,3,93,10,106,3,121,33,85,326,36,188,3,234,41,166,3,204,156,106,699,Broken Hill (C)
13910,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,5,0,0,4,0,0,5,0,0,0,0,0,3,0,3,3,0,5,0,3,0,9,0,6,0,6,0,3,18,0,11,0,8,3,8,0,15,15,3,47,0,0,0,3,0,0,0,0,53,6,59,0,11,0,11,0,0,0,0,54,4,70,6,16,0,25,0,0,0,0,31,0,56,0,10,0,15,8,3,0,6,0,0,19,3,44,0,49,28,18,0,45,4,10,115,3,20,0,27,6,18,0,23,6,0,57,9,70,0,77,11,72,0,86,23,80,264,22,182,3,204,50,112,0,165,169,97,635,Hilltops (A)
14000,0,5,9,0,0,9,29,0,43,3,0,0,3,18,5,0,22,0,0,26,8,7,0,18,89,17,0,104,3,5,131,0,10,0,11,16,9,0,17,0,0,29,7,14,0,24,11,23,0,26,12,27,85,23,36,3,53,142,44,0,189,121,34,400,3,14,0,18,0,0,0,3,468,3,496,8,19,0,28,3,0,0,3,425,8,467,18,71,0,93,315,23,0,336,156,5,591,28,84,0,114,472,36,0,504,10,9,635,86,248,0,334,1412,264,0,1680,78,32,2115,44,150,6,194,251,196,0,445,61,20,722,94,387,4,490,212,638,4,860,244,174,1760,280,978,10,1267,2664,1159,7,3829,1443,243,6791,Hornsby (A)
14100,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,11,0,0,0,0,5,0,0,5,0,0,7,0,0,0,0,6,0,0,6,3,4,18,0,4,0,4,19,5,0,18,13,7,44,0,0,0,0,0,0,0,0,13,0,13,0,3,0,3,0,0,0,0,19,0,20,3,4,0,8,26,4,0,30,5,0,39,0,3,0,6,41,4,0,48,0,0,51,8,11,0,17,141,20,0,157,3,5,177,11,10,0,17,50,16,0,64,18,0,105,15,39,0,55,65,93,0,156,40,25,275,33,71,0,104,320,134,4,454,105,27,685,Hunters Hill (A)
14170,0,0,14,0,0,16,14,0,28,3,3,0,3,24,3,0,30,4,0,37,8,8,0,20,109,17,0,125,10,5,167,10,11,0,21,40,15,0,56,16,3,91,12,18,0,35,31,39,0,68,22,37,166,32,40,6,79,220,73,0,299,104,52,527,5,3,0,9,3,0,0,3,232,3,250,7,26,0,31,8,0,0,8,269,4,305,22,42,0,64,230,10,0,247,91,11,410,33,72,0,107,421,42,0,469,26,12,610,178,303,4,482,1765,348,3,2116,174,48,2822,155,232,0,388,632,375,0,1005,251,48,1698,234,551,10,798,518,962,14,1489,516,318,3124,635,1232,15,1882,3576,1743,16,5334,1560,440,9216,Inner West (A)
14200,0,0,0,0,0,0,8,0,9,0,3,0,3,3,0,0,3,0,0,4,0,4,0,4,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,7,0,7,5,16,28,3,9,0,14,7,6,0,14,19,16,64,0,0,0,0,0,0,0,0,58,3,63,0,4,0,4,0,0,0,0,63,0,69,6,17,0,18,0,3,0,0,20,0,42,0,20,0,22,4,4,0,9,0,0,36,4,36,0,42,16,34,0,50,4,14,105,3,16,0,26,5,14,0,19,3,7,53,7,63,0,71,9,52,0,62,28,85,245,26,161,0,183,35,108,0,140,184,108,620,Inverell (A)
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,3,14,0,0,0,0,0,0,0,0,11,0,11,0,5,0,5,0,0,0,0,7,0,10,0,3,0,7,3,0,0,4,0,0,10,0,5,0,5,6,0,0,5,0,0,7,3,4,0,8,10,3,0,17,0,3,29,0,3,0,3,10,6,0,14,3,0,23,0,16,0,16,3,15,0,15,7,18,60,4,35,0,39,30,28,0,55,32,28,150,Junee (A)
14350,0,0,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,3,7,0,0,0,3,4,0,0,3,0,3,11,0,0,0,3,0,3,0,3,0,0,6,0,3,0,6,3,4,0,5,3,9,29,5,5,0,14,12,5,0,21,29,17,78,3,0,0,5,0,0,0,0,74,0,83,3,0,0,3,0,0,0,0,103,6,117,4,16,0,21,8,0,0,8,37,3,72,0,17,0,25,15,4,0,17,0,0,46,4,48,0,59,25,20,0,48,9,6,119,9,23,0,32,3,26,0,28,6,11,75,12,82,0,97,34,121,0,161,49,104,405,40,197,0,235,89,173,0,263,284,138,918,Kempsey (A)
14400,0,0,0,0,0,0,8,0,7,0,3,0,3,10,0,0,12,0,0,13,0,0,0,0,3,0,0,6,0,0,7,0,3,0,4,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,4,11,0,7,0,10,14,4,0,20,11,4,48,4,3,0,4,0,0,0,0,79,0,84,3,11,0,14,0,0,0,0,75,0,94,0,13,0,16,29,0,0,26,46,0,88,3,21,0,23,58,5,0,57,8,0,88,8,36,4,47,135,18,3,162,11,5,227,5,18,0,18,14,12,0,33,8,0,63,4,44,0,54,21,60,0,83,38,46,214,30,148,4,181,261,104,3,368,259,58,856,Kiama (A)
14500,0,0,10,0,0,10,11,0,24,0,0,0,0,16,0,0,21,0,0,22,0,3,0,3,85,14,0,98,0,0,101,0,3,0,0,14,5,0,20,0,0,25,0,13,0,19,9,16,0,27,12,14,71,4,18,0,24,139,33,0,175,64,15,272,0,3,0,3,0,0,0,0,259,3,264,0,4,0,3,0,0,0,0,241,3,252,13,25,0,39,238,13,0,250,76,4,367,19,15,0,33,389,22,0,412,14,3,461,56,112,0,169,1185,190,0,1374,55,11,1609,37,67,0,105,236,154,0,386,72,10,578,70,245,0,310,202,539,0,747,226,105,1390,191,477,3,668,2246,912,4,3169,938,148,4925,Ku-ring-gai (A)
14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,12,0,3,0,3,0,0,0,5,4,5,21,0,0,0,0,0,0,0,0,22,3,31,0,6,0,5,0,0,0,0,24,0,30,0,4,0,7,0,0,0,3,14,0,18,0,6,0,4,3,0,0,3,0,0,12,0,11,0,16,8,3,0,15,0,0,29,0,8,0,8,4,7,0,8,5,0,21,0,32,0,34,9,33,0,44,12,32,119,9,66,0,72,30,41,0,69,80,41,257,Kyogle (A)
14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,0,5,0,0,0,4,3,5,17,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,8,3,10,0,3,0,5,0,0,0,0,0,0,9,0,3,0,3,0,0,0,3,0,0,3,4,4,0,8,3,5,0,10,0,4,23,0,14,0,14,0,6,0,7,0,4,25,0,11,0,9,3,17,0,20,9,39,74,7,35,0,41,6,27,0,37,34,45,160,Lachlan (A)
14650,0,8,15,0,0,15,11,3,36,0,5,0,3,19,3,0,20,3,0,29,0,10,0,10,126,14,0,144,3,8,163,4,7,0,10,27,17,0,49,0,5,65,5,20,0,31,21,35,0,57,17,33,136,15,52,3,69,212,70,0,280,125,52,523,11,25,0,39,0,0,0,0,635,15,687,26,57,0,81,7,0,0,7,630,12,729,29,138,0,168,196,12,0,209,292,13,682,46,154,0,202,377,41,0,422,19,13,649,95,417,0,522,1324,323,3,1644,92,53,2307,44,204,3,246,284,264,0,549,61,29,893,72,521,6,604,234,745,4,981,270,308,2158,329,1516,10,1854,2422,1387,7,3812,2004,432,8102,Lake Macquarie (C)
14700,0,0,3,0,0,3,0,0,4,0,0,0,0,5,0,0,5,0,0,6,0,0,0,0,18,6,0,31,0,3,39,3,0,0,4,12,6,0,18,3,0,22,7,4,0,13,0,9,0,6,3,4,30,6,10,0,16,39,21,0,64,20,12,115,0,3,0,3,0,0,0,0,56,0,64,3,3,0,4,3,0,0,0,43,0,49,0,6,0,6,66,0,0,64,16,0,94,16,12,0,25,102,7,0,106,0,0,137,26,49,0,77,409,106,0,512,47,9,643,29,63,0,88,120,77,0,201,44,0,333,46,140,4,192,90,313,3,408,118,61,778,126,261,8,394,782,507,8,1296,330,69,2093,Lane Cove (A)
14750,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,11,0,4,0,11,3,0,0,5,5,7,28,0,0,0,4,0,0,0,0,32,0,36,0,3,0,3,0,0,0,0,29,0,31,0,7,0,6,0,0,0,0,14,3,31,0,4,0,11,3,0,0,0,0,3,12,4,19,0,16,9,13,0,22,0,6,44,3,19,0,21,4,8,0,12,3,3,42,3,44,0,43,8,45,0,52,16,64,179,13,87,0,99,24,67,0,93,104,80,378,Leeton (A)
