lga_code_2016,p_y8b_15_19_yrs,p_y8b_20_24_yrs,p_y8b_25_34_yrs,p_y8b_35_44_yrs,p_y8b_45_54_yrs,p_y8b_55_64_yrs,p_y8b_65_74_yrs,p_y8b_75_84_yrs,p_y8b_85ov,p_y8b_tot,p_dngts_15_19,p_dngts_20_24,p_dngts_25_34,p_dngts_35_44,p_dngts_45_54,p_dngts_55_64,p_dngts_65_74,p_dngts_75_84,p_dngts_85_ov,p_dngts_tot,p_hghst_yr_schl_ns_15_19_yrs,p_hghst_yr_schl_ns_20_24_yrs,p_hghst_yr_schl_ns_25_34_yrs,p_hghst_yr_schl_ns_35_44_yrs,p_hghst_yr_schl_ns_45_54_yrs,p_hghst_yr_schl_ns_55_64_yrs,p_hghst_yr_schl_ns_65_74_yrs,p_hghst_yr_schl_ns_75_84_yrs,p_hghst_yr_schl_ns_85_yrs_ovr,p_hghst_yr_schl_ns_tot,p_tot_15_19_yrs,p_tot_20_24_yrs,p_tot_25_34_yrs,p_tot_35_44_yrs,p_tot_45_54_yrs,p_tot_55_64_yrs,p_tot_65_74_yrs,p_tot_75_84_yrs,p_tot_85ov,p_tot_tot,lga_name16
60210,3,0,5,9,16,55,93,69,44,296,0,0,0,0,3,6,0,3,0,16,29,11,27,37,75,110,111,78,32,520,144,175,388,562,837,1209,1033,435,148,4930,Break O'Day (M)
60410,11,12,28,27,42,130,128,110,35,521,3,0,3,0,7,12,9,3,3,42,75,66,168,164,157,186,175,114,29,1146,583,1069,2197,2145,2003,1963,1258,500,135,11862,Brighton (M)
60610,8,9,37,28,63,109,179,236,167,836,0,5,11,6,14,12,14,9,0,69,69,71,122,125,182,187,229,196,99,1288,669,1194,2123,2194,2608,2363,1842,1091,429,14521,Burnie (C)
60810,4,8,19,20,31,116,239,326,199,974,0,0,3,5,3,11,3,3,3,33,61,56,123,124,187,227,253,234,110,1376,644,1010,1899,2242,2958,3148,2494,1387,513,16303,Central Coast (M) (Tas.)
61010,0,0,0,6,17,27,39,25,4,121,3,0,0,0,0,3,0,0,0,7,3,13,30,22,34,51,43,30,6,233,55,89,211,252,320,401,354,136,25,1837,Central Highlands (M) (Tas.)
61210,3,3,4,5,26,56,80,109,55,344,0,0,3,0,0,0,3,3,6,15,34,43,56,62,106,128,90,69,19,595,250,488,856,856,1068,1111,739,394,118,5879,Circular Head (M)
61410,14,22,41,51,85,197,324,393,353,1485,0,3,7,25,25,27,18,11,10,129,143,199,427,400,424,423,447,422,245,3130,1331,2804,6207,6726,7281,7224,5667,3178,1460,41874,Clarence (C)
61510,3,6,7,12,31,63,138,125,61,445,4,0,3,0,12,9,11,3,4,48,44,36,87,74,125,139,157,100,19,771,329,467,1041,1163,1465,1421,1104,543,155,7680,Derwent Valley (M)
61610,9,8,33,37,53,163,238,275,221,1045,0,3,7,11,15,5,11,8,5,58,73,61,150,139,190,240,307,310,182,1665,758,1287,2702,2758,3221,3135,2686,1530,672,18750,Devonport (C)
61810,0,0,13,5,13,45,75,99,69,323,0,0,0,0,3,4,4,0,0,8,28,19,43,60,65,104,102,62,23,501,163,308,609,642,834,1055,820,456,163,5046,Dorset (M)
70420,53,95,166,148,159,127,110,31,7,898,4,5,18,22,47,50,60,35,16,257,67,108,189,116,109,106,50,15,0,755,378,643,1191,833,914,873,638,171,27,5667,Barkly (R)
70540,7,0,11,4,7,8,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,14,14,24,23,22,18,7,0,0,127,Belyuen (S)
70620,66,85,193,191,145,103,33,13,6,826,0,0,6,3,25,34,34,29,11,142,30,32,83,66,66,52,15,0,0,343,218,343,751,645,526,419,162,49,12,3134,Central Desert (R)
70700,0,0,3,5,4,21,28,11,0,81,0,0,0,0,3,0,0,0,0,6,7,17,34,38,62,75,67,13,4,317,48,87,161,157,272,361,276,61,9,1437,Coomalie (S)
71000,20,30,156,223,304,445,615,379,126,2302,4,20,57,68,69,96,84,64,22,482,379,831,2574,1707,1666,1496,1058,429,137,10278,1866,5415,17108,13170,11794,9984,6309,2335,574,68551,Darwin (C)
71300,87,104,219,196,184,137,90,19,0,1037,10,14,31,19,19,7,15,3,4,116,123,106,219,154,111,98,38,6,0,856,557,803,1629,1251,905,634,240,55,6,6076,East Arnhem (R)
72330,47,84,183,146,140,117,67,22,5,818,4,15,22,21,24,23,37,24,12,185,231,397,399,280,237,162,45,21,4,1773,436,771,1190,910,815,761,386,97,20,5382,MacDonnell (R)
