lga_code16,hnfa_15_19_ewft,hnfa_15_19_ewpt,hnfa_15_19_eafw,hnfa_15_19_ehw_ns,hnfa_15_19_tot,hnfa_20_24_ewft,hnfa_20_24_ewpt,hnfa_20_24_eafw,hnfa_20_24_ehw_ns,hnfa_20_24_tot,hnfa_25_29_ewft,hnfa_25_29_ewpt,hnfa_25_29_eafw,hnfa_25_29_ehw_ns,hnfa_25_29_tot,hnfa_30_34_ewft,hnfa_30_34_ewpt,hnfa_30_34_eafw,hnfa_30_34_ehw_ns,hnfa_30_34_tot,hnfa_35_39_ewft,hnfa_35_39_ewpt,hnfa_35_39_eafw,hnfa_35_39_ehw_ns,hnfa_35_39_tot,hnfa_40_44_ewft,hnfa_40_44_ewpt,hnfa_40_44_eafw,hnfa_40_44_ehw_ns,hnfa_40_44_tot,hnfa_45_49_ewft,hnfa_45_49_ewpt,hnfa_45_49_eafw,hnfa_45_49_ehw_ns,hnfa_45_49_tot,hnfa_50_54_ewft,hnfa_50_54_ewpt,hnfa_50_54_eafw,hnfa_50_54_ehw_ns,hnfa_50_54_tot,hnfa_55_59_ewft,hnfa_55_59_ewpt,hnfa_55_59_eafw,hnfa_55_59_ehw_ns,hnfa_55_59_tot,hnfa_60_64_ewft,hnfa_60_64_ewpt,hnfa_60_64_eafw,hnfa_60_64_ehw_ns,hnfa_60_64_tot,hnfa_65_69_ewft,hnfa_65_69_ewpt,hnfa_65_69_eafw,hnfa_65_69_ehw_ns,hnfa_65_69_tot,hnfa_70_74_ewft,hnfa_70_74_ewpt,hnfa_70_74_eafw,hnfa_70_74_ehw_ns,hnfa_70_74_tot,hnfa_75ov_ewft,hnfa_75ov_ewpt,hnfa_75ov_eafw,hnfa_75ov_ehw_ns,hnfa_75ov_tot,hnfa_tot_ewft,hnfa_tot_ewpt,hnfa_tot_eafw,hnfa_tot_ehw_ns,hnfa_tot_tot,dnhnfa_15_19_ewft,dnhnfa_15_19_ewpt,dnhnfa_15_19_eafw,dnhnfa_15_19_ehw_ns,dnhnfa_15_19_tot,dnhnfa_20_24_ewft,dnhnfa_20_24_ewpt,dnhnfa_20_24_eafw,dnhnfa_20_24_ehw_ns,dnhnfa_20_24_tot,dnhnfa_25_29_ewft,dnhnfa_25_29_ewpt,dnhnfa_25_29_eafw,dnhnfa_25_29_ehw_ns,dnhnfa_25_29_tot,dnhnfa_30_34_ewft,dnhnfa_30_34_ewpt,dnhnfa_30_34_eafw,dnhnfa_30_34_ehw_ns,dnhnfa_30_34_tot,dnhnfa_35_39_ewft,dnhnfa_35_39_ewpt,dnhnfa_35_39_eafw,dnhnfa_35_39_ehw_ns,dnhnfa_35_39_tot,dnhnfa_40_44_ewft,dnhnfa_40_44_ewpt,dnhnfa_40_44_eafw,dnhnfa_40_44_ehw_ns,dnhnfa_40_44_tot,dnhnfa_45_49_ewft,dnhnfa_45_49_ewpt,dnhnfa_45_49_eafw,dnhnfa_45_49_ehw_ns,dnhnfa_45_49_tot,dnhnfa_50_54_ewft,dnhnfa_50_54_ewpt,dnhnfa_50_54_eafw,dnhnfa_50_54_ehw_ns,dnhnfa_50_54_tot,dnhnfa_55_59_ewft,dnhnfa_55_59_ewpt,dnhnfa_55_59_eafw,dnhnfa_55_59_ehw_ns,dnhnfa_55_59_tot,dnhnfa_60_64_ewft,dnhnfa_60_64_ewpt,dnhnfa_60_64_eafw,dnhnfa_60_64_ehw_ns,dnhnfa_60_64_tot,dnhnfa_65_69_ewft,dnhnfa_65_69_ewpt,dnhnfa_65_69_eafw,dnhnfa_65_69_ehw_ns,dnhnfa_65_69_tot,dnhnfa_70_74_ewft,dnhnfa_70_74_ewpt,dnhnfa_70_74_eafw,dnhnfa_70_74_ehw_ns,dnhnfa_70_74_tot,dnhnfa_75ov_ewft,dnhnfa_75ov_ewpt,dnhnfa_75ov_eafw,dnhnfa_75ov_ehw_ns,dnhnfa_75ov_tot,dnhnfa_tot_ewft,dnhnfa_tot_ewpt,dnhnfa_tot_eafw,dnhnfa_tot_ehw_ns,dnhnfa_tot_tot,nfans_15_19_ewft,nfans_15_19_ewpt,nfans_15_19_eafw,nfans_15_19_ehw_ns,nfans_15_19_tot,nfans_20_24_ewft,nfans_20_24_ewpt,nfans_20_24_eafw,nfans_20_24_ehw_ns,nfans_20_24_tot,nfans_25_29_ewft,nfans_25_29_ewpt,nfans_25_29_eafw,nfans_25_29_ehw_ns,nfans_25_29_tot,nfans_30_34_ewft,nfans_30_34_ewpt,nfans_30_34_eafw,nfans_30_34_ehw_ns,nfans_30_34_tot,nfans_35_39_ewft,nfans_35_39_ewpt,nfans_35_39_eafw,nfans_35_39_ehw_ns,nfans_35_39_tot,nfans_40_44_ewft,nfans_40_44_ewpt,nfans_40_44_eafw,nfans_40_44_ehw_ns,nfans_40_44_tot,nfans_45_49_ewft,nfans_45_49_ewpt,nfans_45_49_eafw,nfans_45_49_ehw_ns,nfans_45_49_tot,nfans_50_54_ewft,nfans_50_54_ewpt,nfans_50_54_eafw,nfans_50_54_ehw_ns,nfans_50_54_tot,nfans_55_59_ewft,nfans_55_59_ewpt,nfans_55_59_eafw,nfans_55_59_ehw_ns,nfans_55_59_tot,nfans_60_64_ewft,nfans_60_64_ewpt,nfans_60_64_eafw,nfans_60_64_ehw_ns,nfans_60_64_tot,nfans_65_69_ewft,nfans_65_69_ewpt,nfans_65_69_eafw,nfans_65_69_ehw_ns,nfans_65_69_tot,nfans_70_74_ewft,nfans_70_74_ewpt,nfans_70_74_eafw,nfans_70_74_ehw_ns,nfans_70_74_tot,lga_name16
17420,3,19,0,0,23,16,36,0,0,45,16,28,0,0,40,14,22,7,0,40,24,28,3,0,55,32,26,4,0,63,25,18,3,0,55,35,22,5,0,67,27,22,3,0,48,15,24,3,0,39,4,11,0,0,18,0,5,3,0,11,0,15,0,5,27,208,278,37,18,542,689,3533,185,74,4486,3066,3265,164,138,6637,4613,1487,190,140,6423,4857,1651,257,124,6882,4767,1901,184,110,6963,4992,2214,115,119,7435,4621,1997,103,96,6810,4227,1753,104,91,6180,3264,1479,106,58,4908,1855,1331,100,35,3327,799,854,61,29,1748,214,378,20,17,632,51,171,15,12,247,38027,22009,1597,1042,62679,7,17,0,3,29,19,25,3,3,51,32,20,0,7,60,47,17,0,3,64,42,18,3,5,67,49,20,0,0,75,53,28,0,8,93,51,20,0,3,69,37,21,0,3,63,26,17,0,3,41,9,11,0,0,20,3,6,0,6,12,The Hills Shire (A)
17550,3,11,0,0,19,0,11,0,0,11,0,13,0,0,12,6,11,0,0,20,10,11,3,0,25,12,15,7,3,35,6,19,0,0,27,14,17,10,3,37,9,30,4,0,37,4,17,4,0,30,3,15,0,0,15,0,7,0,3,12,7,14,0,3,22,66,193,23,16,305,265,1381,61,67,1773,946,1028,51,57,2080,1259,700,69,46,2077,1365,869,115,66,2412,1364,1074,65,42,2547,1692,1147,63,60,2962,1924,1157,74,56,3205,1934,1211,86,49,3277,1838,1300,127,55,3325,1085,1031,116,40,2271,369,544,51,17,987,106,190,10,6,316,58,115,10,19,200,14227,11750,898,574,27439,6,14,0,3,21,15,14,3,8,31,14,5,3,3,20,13,9,4,0,28,18,20,0,0,38,21,29,0,0,52,25,10,0,9,45,36,23,0,0,58,23,17,3,3,54,14,22,4,3,42,7,10,0,0,14,4,3,0,0,9,Tweed (A)
17620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,5,0,0,5,4,4,0,0,7,0,3,3,0,3,4,4,0,0,11,0,0,0,0,0,4,3,0,0,7,0,0,0,0,3,0,3,0,0,3,13,26,8,0,44,89,201,14,9,312,253,125,9,7,396,315,121,19,10,465,321,141,20,8,487,254,146,14,5,417,333,152,8,13,510,313,157,14,0,491,341,163,15,15,530,315,161,14,8,497,224,158,21,8,409,99,90,6,7,204,49,44,0,3,97,42,45,0,6,96,2948,1687,161,106,4910,0,0,0,0,3,4,3,0,0,4,4,0,0,0,5,5,0,0,0,5,6,5,0,0,11,6,3,0,0,17,5,3,0,0,10,3,0,0,0,7,3,0,3,0,6,3,3,0,0,4,0,0,0,0,0,3,0,0,0,3,Upper Hunter Shire (A)
17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,5,0,0,4,3,0,0,0,5,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,3,0,0,4,5,18,4,0,29,45,87,3,3,141,89,50,7,8,147,93,49,10,5,156,106,48,6,4,165,86,56,6,3,148,139,62,3,3,209,136,78,8,3,224,181,85,4,7,275,213,93,3,0,312,138,87,3,0,231,103,72,3,4,185,62,38,0,3,102,56,43,0,7,103,1450,862,62,42,2410,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,0,0,4,0,0,0,0,3,0,0,0,0,3,4,8,0,0,8,0,3,0,0,6,0,0,0,0,6,3,3,0,0,3,0,0,0,0,0,Upper Lachlan Shire (A)
17650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,18,6,35,3,3,52,45,38,0,5,88,57,18,3,0,82,61,39,3,4,107,66,41,3,0,111,69,38,3,3,111,100,32,4,4,140,114,48,4,0,165,95,53,8,3,156,76,36,7,3,124,46,30,0,3,82,26,22,0,0,49,22,15,4,4,43,786,453,48,32,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Uralla (A)
17750,0,14,0,0,14,0,25,0,0,21,3,11,4,0,20,3,16,3,3,23,3,15,0,0,22,9,5,3,0,21,15,16,0,3,35,7,17,4,0,25,16,5,3,0,30,6,9,3,0,17,0,9,5,0,14,0,4,0,0,7,0,3,0,0,7,72,148,28,11,257,766,1276,74,82,2198,2225,1196,96,111,3637,2401,762,135,50,3349,2151,796,157,51,3152,1990,769,107,30,2899,2130,791,65,39,3030,2161,732,53,37,2983,2058,712,86,30,2887,1827,731,97,39,2697,1107,616,89,30,1845,360,377,37,16,796,110,138,18,7,279,64,97,3,19,183,19367,9000,1021,545,29931,7,10,0,0,18,27,10,0,0,36,30,6,0,4,37,29,9,0,0,40,18,12,4,0,33,27,14,0,0,43,24,12,0,0,40,35,5,0,0,43,34,17,0,0,51,13,6,0,3,25,8,9,3,3,17,6,0,0,0,6,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,18,10,39,3,3,58,51,25,6,3,83,56,15,3,4,76,52,28,6,0,89,70,25,0,0,101,79,46,0,0,125,97,34,3,3,135,121,40,3,0,162,105,47,7,5,152,80,44,3,0,134,67,36,3,7,106,41,19,3,0,58,17,17,3,0,39,845,413,41,22,1319,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,3,0,0,7,7,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Walcha (A)
17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,10,0,0,21,27,32,3,3,61,90,40,5,5,138,139,50,4,0,194,119,42,14,7,184,124,54,8,4,188,119,41,5,4,176,138,69,5,5,219,139,69,9,7,221,149,63,9,10,225,119,48,8,6,185,63,35,3,3,105,36,28,7,3,64,18,12,0,3,34,1288,582,67,62,1998,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,6,0,0,0,5,3,0,0,0,4,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,14,8,0,0,25,54,12,3,0,67,79,15,7,0,100,70,25,11,3,107,58,34,0,0,91,73,21,0,3,101,89,19,0,0,115,102,17,0,0,118,113,27,7,3,146,55,19,6,0,79,33,14,9,0,55,19,11,0,0,27,14,13,3,3,37,768,244,41,23,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warren (A)
18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,3,0,0,0,0,7,4,14,3,7,33,28,54,8,5,93,99,64,12,3,176,125,56,5,11,199,107,77,6,7,196,153,89,3,9,255,178,83,3,5,271,206,113,6,6,335,254,120,3,8,384,231,101,14,7,353,168,118,15,3,308,98,60,10,6,175,59,34,3,0,100,47,39,3,9,95,1766,1005,96,73,2930,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,5,3,0,0,0,8,0,3,0,0,4,3,3,0,0,4,3,0,0,0,8,4,0,0,3,12,3,0,0,0,12,0,0,0,0,3,0,0,0,0,0,Warrumbungle Shire (A)
18050,0,3,0,0,6,3,9,0,0,8,0,11,0,0,10,5,7,0,0,11,3,6,0,0,10,5,6,0,0,9,3,10,0,0,17,3,4,0,3,11,0,5,0,0,4,0,6,4,0,11,0,4,0,0,7,0,3,0,0,5,0,14,0,0,13,29,88,8,4,127,121,900,48,29,1096,1144,1819,71,66,3103,2145,1316,76,72,3614,2164,968,108,69,3317,1664,853,71,42,2626,1444,787,61,40,2336,1347,756,30,37,2163,1155,650,27,28,1859,929,539,41,19,1524,560,474,31,17,1081,302,416,20,9,754,115,176,13,7,310,42,119,4,8,175,13142,9768,597,435,23944,0,16,0,0,12,13,21,3,5,39,20,10,0,0,31,24,6,0,0,34,15,7,0,3,22,16,10,0,3,29,8,3,0,0,16,16,3,0,0,21,18,8,0,0,24,8,5,0,0,11,4,6,0,0,10,0,9,0,0,7,Waverley (A)
18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,3,0,0,17,12,30,0,7,47,40,14,0,0,53,50,8,3,4,60,48,22,9,0,80,80,22,3,3,109,72,44,0,3,122,93,30,3,6,128,96,48,3,0,146,108,45,3,3,157,92,38,4,0,137,55,31,3,7,95,21,21,5,0,47,17,20,3,0,32,766,366,40,37,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Weddin (A)
18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,4,0,20,26,51,0,7,87,119,57,0,10,188,159,59,3,3,225,140,51,11,12,212,179,50,5,4,238,212,68,3,4,288,199,76,8,8,296,270,56,16,5,340,243,78,16,9,338,156,83,25,3,259,58,53,3,3,121,15,19,3,0,40,15,10,0,6,33,1792,720,103,71,2683,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,4,0,0,6,5,0,0,0,6,6,0,0,0,10,3,0,0,0,3,0,0,0,0,3,Wentworth (A)
18230,3,19,0,0,20,9,12,0,0,14,3,10,0,0,14,6,4,8,0,17,5,13,0,0,14,12,7,0,0,24,10,14,5,0,27,24,11,3,3,39,4,8,3,0,17,8,8,6,0,25,3,8,0,0,15,0,3,0,0,8,7,8,0,0,11,94,124,20,5,250,396,856,56,36,1341,1270,524,52,46,1899,1649,472,95,49,2266,1460,631,133,31,2252,1351,564,68,25,2004,1534,512,47,32,2120,1666,528,42,36,2261,1634,502,56,35,2229,1505,540,73,26,2148,879,460,71,23,1437,381,267,31,24,699,119,137,12,10,283,72,98,7,21,196,13921,6095,731,396,21139,5,0,0,0,9,21,3,0,4,32,23,3,0,3,31,18,3,0,3,24,19,3,0,4,26,26,14,0,4,44,18,9,0,3,30,34,17,0,3,48,18,12,3,0,32,12,12,0,0,22,4,7,0,0,11,0,0,0,0,0,Western Plains Regional (A)
18250,0,8,0,0,16,11,28,0,0,36,11,28,7,3,45,13,9,3,3,28,16,12,0,0,34,40,23,0,0,62,14,9,0,0,21,21,15,0,0,38,16,14,3,0,35,9,13,0,0,22,4,17,3,0,22,0,7,0,0,5,0,12,4,0,13,145,192,19,13,369,300,1561,91,53,2000,2604,2810,150,127,5682,5757,1595,194,135,7682,6174,1508,356,126,8163,5323,1507,243,110,7180,4819,1567,127,75,6592,4274,1397,76,77,5824,3923,1323,108,70,5424,3182,1217,92,60,4541,1847,1018,87,44,2997,767,726,41,23,1560,185,346,37,10,572,71,178,13,16,275,39215,16752,1611,925,58497,6,7,0,5,16,21,20,0,0,39,38,12,0,10,62,51,13,0,3,68,53,7,0,8,70,42,15,0,0,64,46,10,3,10,66,45,25,0,3,71,34,8,0,3,50,27,9,0,3,38,5,13,0,3,20,0,7,4,0,10,Willoughby (C)
18350,0,16,0,0,19,4,17,0,0,17,4,14,3,0,27,6,12,0,0,17,5,5,0,0,12,4,7,0,0,14,8,12,0,0,24,8,15,0,0,28,7,16,0,0,26,5,4,0,0,10,0,9,0,0,13,0,3,0,0,4,4,12,0,0,13,53,164,12,4,230,264,958,55,20,1293,851,540,29,32,1447,933,434,45,26,1446,825,434,68,18,1348,846,474,40,23,1386,1060,628,37,36,1751,1256,648,45,30,1978,1320,651,48,21,2040,1127,654,54,24,1860,709,608,38,15,1373,327,473,36,3,839,106,282,4,10,406,77,140,8,16,237,9686,6934,510,279,17408,3,6,0,0,11,16,6,0,0,25,10,8,0,0,21,11,6,3,3,18,14,13,0,0,30,18,11,0,0,28,21,6,0,0,31,18,13,0,5,30,24,14,0,4,44,14,4,0,0,17,5,3,0,3,8,4,7,0,0,7,Wingecarribee (A)
18400,3,3,0,0,3,5,5,0,0,14,6,0,0,0,6,3,8,3,0,9,0,0,0,0,0,3,4,0,0,8,5,3,0,0,8,0,7,0,0,10,0,6,0,0,10,4,6,0,0,13,0,4,0,0,3,0,0,0,0,4,0,0,0,3,4,41,46,8,4,98,234,488,21,17,762,591,294,24,26,936,724,222,41,19,1010,758,293,42,15,1108,827,310,29,22,1190,863,368,27,23,1279,834,336,26,26,1215,788,306,22,22,1138,708,281,49,25,1065,404,224,39,14,679,149,141,16,7,317,47,56,0,0,109,22,41,3,7,73,6942,3365,345,229,10873,3,3,0,0,3,9,0,0,0,6,12,3,3,0,14,15,4,0,0,16,14,0,0,0,19,16,6,3,3,29,9,8,3,0,17,5,9,3,3,17,9,8,0,3,18,3,0,0,0,8,3,0,0,0,7,0,0,0,0,0,Wollondilly (A)
18450,8,28,6,0,44,25,76,3,0,104,8,74,0,0,90,26,59,4,0,93,29,42,0,3,78,36,52,6,3,99,37,48,9,0,95,31,60,12,0,105,33,43,17,0,97,23,31,7,0,58,3,28,0,0,37,3,10,0,3,12,3,13,5,8,23,268,562,73,24,921,887,3382,175,121,4565,3722,4040,221,206,8184,4825,2308,326,132,7592,4908,2407,401,121,7834,4800,2637,318,91,7845,5709,2919,214,98,8935,5905,2575,197,125,8810,5969,2671,263,103,9010,5021,2347,303,82,7750,2341,1804,234,66,4451,682,887,92,35,1688,160,305,23,24,502,66,129,17,32,241,44993,28405,2787,1237,77420,5,22,0,3,36,33,23,0,8,72,43,24,0,6,74,41,31,6,10,89,62,28,5,0,93,63,44,0,3,111,72,31,0,3,112,69,40,0,5,115,60,24,9,5,97,30,22,0,0,52,8,9,0,0,24,3,3,0,0,8,Wollongong (C)
18500,3,0,0,0,4,0,3,0,0,3,0,0,0,0,9,4,3,0,0,10,3,4,0,0,10,3,14,0,0,19,3,3,0,0,9,4,10,0,0,13,4,8,0,0,7,3,9,0,0,13,0,6,0,0,12,0,3,0,0,8,0,13,0,0,15,38,71,6,5,122,100,464,21,38,615,873,1167,48,50,2135,1808,838,50,39,2741,1655,665,92,43,2457,1282,615,61,26,1991,1227,598,35,22,1885,1173,581,27,22,1804,1107,539,23,13,1691,926,505,33,18,1485,658,525,33,19,1232,329,499,23,15,865,131,287,14,12,442,83,203,7,8,297,11349,7490,472,327,19636,0,3,0,0,3,3,3,3,3,13,9,11,0,0,19,19,7,0,0,34,10,10,3,0,25,16,5,0,0,21,17,12,0,0,25,15,4,0,0,25,10,3,0,0,17,8,10,0,0,13,6,9,0,0,15,4,3,0,0,7,Woollahra (A)
18710,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,4,0,0,8,0,0,0,0,3,0,6,0,0,6,3,3,0,0,7,0,0,0,0,0,3,4,0,0,7,3,7,0,3,7,10,37,5,0,54,43,208,13,4,273,158,134,10,6,315,180,81,5,3,268,197,77,15,0,289,187,102,5,10,305,224,129,3,11,364,229,127,11,13,376,238,131,14,3,386,231,132,14,0,374,156,129,13,7,303,94,105,17,4,221,54,50,12,3,117,38,36,5,3,86,2031,1433,135,72,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,7,0,0,0,5,0,9,0,0,6,0,0,0,0,5,3,3,0,0,8,3,3,0,0,6,0,3,0,0,6,0,3,0,0,3,0,0,0,0,0,Yass Valley (A)
19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,3,19,29,11,3,3,45,44,9,3,3,50,37,11,4,3,52,39,14,10,0,63,40,9,3,0,53,27,4,3,0,36,45,15,4,0,64,41,14,0,0,52,37,10,5,3,61,27,10,4,0,37,13,6,0,0,15,3,3,0,3,11,380,118,35,16,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unincorporated NSW
20110,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,6,0,3,0,0,3,0,3,0,0,4,0,4,0,0,4,0,0,0,0,0,4,3,0,0,5,12,25,5,0,40,50,228,16,7,298,151,107,17,9,285,198,79,7,3,292,163,92,19,6,275,189,127,7,5,331,294,188,9,11,499,332,188,13,8,536,365,197,21,18,596,346,231,25,6,613,216,173,28,11,432,91,102,14,6,212,19,45,3,3,74,22,21,7,5,55,2433,1767,193,105,4502,0,3,0,0,3,4,0,0,0,4,3,0,0,0,3,0,7,0,0,9,0,0,0,0,3,8,10,0,0,11,8,3,0,0,11,3,0,0,0,3,3,3,0,0,5,0,3,0,0,3,0,3,0,0,9,0,0,0,0,0,Alpine (S)
20260,0,3,0,0,3,0,5,0,0,5,0,3,0,0,5,0,4,0,0,3,0,0,0,0,0,0,5,0,0,5,3,3,0,0,8,4,3,0,0,9,0,3,0,0,4,3,3,0,0,5,0,4,0,0,7,0,0,0,0,3,0,3,0,0,3,9,37,5,3,58,87,178,11,9,291,174,136,14,10,328,283,114,23,9,420,239,103,21,10,370,299,111,13,3,431,301,126,17,3,444,378,167,12,10,567,371,152,21,10,552,321,175,35,8,537,247,148,22,7,427,99,96,22,4,216,24,39,9,3,82,37,28,5,5,74,2861,1574,219,88,4733,0,3,0,0,6,3,0,0,0,8,3,0,0,0,6,7,0,0,0,9,4,4,0,0,10,3,3,0,0,8,5,3,0,0,14,6,0,0,0,3,3,0,0,0,7,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,Ararat (RC)
20570,8,24,0,3,34,9,37,3,3,53,3,38,3,0,44,4,28,4,0,36,16,26,9,3,44,17,29,5,0,55,20,27,3,0,47,27,31,6,0,68,20,29,4,0,54,12,21,3,0,37,0,17,3,0,21,0,6,0,3,4,3,6,0,4,19,128,313,42,21,506,479,2178,96,86,2846,2202,2212,165,123,4706,3026,1360,178,62,4622,2703,1387,264,80,4434,2655,1547,179,64,4442,2979,1650,145,67,4833,3123,1555,122,75,4874,3154,1501,162,64,4885,2694,1470,190,53,4415,1517,1167,155,52,2895,441,622,80,24,1161,98,205,25,10,337,56,93,9,18,173,25130,16954,1770,779,44633,9,27,0,0,32,25,18,3,9,56,29,16,3,3,56,30,20,4,0,57,32,21,5,3,58,43,27,0,3,75,38,23,4,4,67,49,24,4,3,82,37,22,6,3,66,27,23,8,0,55,8,21,0,4,32,4,5,0,0,8,Ballarat (C)
20660,0,12,0,0,12,3,13,0,0,20,8,13,0,0,24,10,13,0,0,23,10,10,3,0,23,14,13,3,0,33,23,13,4,0,39,21,26,8,0,51,14,14,9,0,38,8,14,7,0,33,7,5,0,0,14,0,9,0,0,12,0,7,0,3,13,117,171,31,10,325,220,1693,51,42,2008,1502,1985,93,63,3648,2876,1199,155,87,4321,2689,1222,275,87,4267,2196,1433,149,66,3839,2332,1702,113,60,4205,2604,1779,97,56,4539,2488,1531,103,56,4186,2146,1515,146,55,3871,1389,1223,121,32,2766,488,688,71,21,1266,124,254,16,5,403,41,124,7,11,184,21107,16356,1396,648,39504,3,26,0,0,29,22,10,0,3,37,30,8,0,4,40,24,12,3,3,42,27,22,0,3,54,30,20,3,3,59,42,23,0,10,68,30,20,0,8,60,31,12,0,0,46,28,12,0,3,48,8,16,0,0,30,0,4,0,0,6,Banyule (C)
20740,0,4,0,0,10,0,3,0,0,3,0,4,0,0,3,0,6,0,0,9,3,6,0,0,11,0,3,0,0,8,4,7,0,0,14,0,3,0,3,8,0,12,3,0,9,3,10,0,0,10,0,0,0,0,4,0,3,0,0,9,0,10,0,0,11,18,67,11,8,99,86,482,51,21,640,327,326,33,18,703,454,261,51,15,780,433,337,56,25,847,463,337,44,11,859,595,416,37,17,1067,677,438,43,13,1178,583,485,60,17,1140,586,530,71,16,1199,330,451,70,14,870,138,231,35,19,421,59,104,8,6,173,36,68,10,6,121,4758,4458,580,198,9993,0,9,0,3,11,3,5,0,0,10,0,3,3,0,12,3,6,0,0,16,10,5,0,0,17,9,6,0,0,17,17,6,0,0,26,12,12,0,0,27,9,5,0,0,15,4,7,0,0,14,3,0,0,0,6,0,0,0,0,3,Bass Coast (S)
