LGA_MAIN11,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
58330,14,7,8,13,22,14,6,0,0,84,3,3,0,8,15,7,6,0,4,46,112,85,174,384,586,447,97,12,4,1901,Toodyay (S)
70200,47,55,106,106,105,57,4,0,0,480,18,24,58,26,39,18,10,3,3,199,777,1174,3026,2957,3039,1902,300,19,3,13197,Alice Springs (T)
58400,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,23,36,39,36,17,0,0,157,Trayning (S)
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,9,0,0,0,0,23,
58470,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,7,16,17,18,17,3,0,0,85,Upper Gascoyne (S)
58510,30,80,155,116,77,61,17,3,0,539,17,51,118,64,43,36,14,0,0,343,674,2053,5423,3654,2765,1838,333,26,4,16770,Victoria Park (T)
58540,3,4,3,3,3,3,0,0,0,19,0,0,0,4,3,0,0,0,0,7,14,30,76,111,137,76,21,11,3,479,Victoria Plains (S)
58570,13,54,160,109,101,76,16,3,0,532,11,56,107,73,44,21,9,12,0,333,516,2110,6011,4117,3087,1739,331,43,0,17954,Vincent (T)
58610,7,3,10,8,4,3,0,0,0,35,0,0,0,4,0,7,4,0,0,15,35,48,135,153,184,182,54,4,3,798,Wagin (S)
58680,3,0,0,0,3,0,0,0,0,6,0,3,0,3,0,0,0,0,0,6,6,3,32,58,67,45,18,9,0,238,Wandering (S)
58760,304,452,799,843,656,303,59,3,0,3419,140,215,409,386,340,187,37,12,3,1729,5132,7418,17101,19106,15284,7919,1317,93,7,73377,Wanneroo (C)
58820,11,3,17,15,13,6,0,0,0,65,0,7,3,0,6,3,3,0,0,22,114,126,223,332,389,293,38,9,0,1524,Waroona (S)
58890,0,0,0,9,0,0,5,0,0,14,0,0,0,0,4,0,0,0,0,4,13,8,57,106,129,99,42,9,3,466,West Arthur (S)
59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,32,45,31,9,0,0,165,Westonia (S)
59100,0,3,3,0,6,3,0,0,0,15,0,0,0,0,3,0,0,0,0,3,6,15,50,70,113,69,34,0,5,362,Wickepin (S)
59170,0,0,5,0,0,4,0,0,0,9,0,0,3,4,0,0,0,0,0,7,19,29,99,115,131,97,47,6,0,543,Williams (S)
59250,0,0,3,0,3,0,3,0,0,9,0,3,3,6,0,0,3,0,0,15,10,79,233,170,156,60,15,0,0,723,Wiluna (S)
59310,6,0,12,3,4,5,0,0,0,30,0,0,0,5,0,0,0,0,0,5,20,34,143,142,178,149,26,15,0,707,Wongan-Ballidu (S)
59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,4,34,43,74,32,11,3,0,204,Woodanilling (S)
59330,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,6,19,20,50,56,38,19,12,0,220,Wyalkatchem (S)
59340,9,17,59,52,28,17,6,0,0,188,10,12,32,30,26,20,3,0,4,137,137,328,991,884,810,485,98,4,4,3741,Wyndham-East Kimberley (S)
59350,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,37,70,58,41,26,6,3,0,241,Yalgoo (S)
59360,0,4,3,12,4,10,0,0,0,33,0,0,4,7,6,8,0,0,0,25,18,88,173,223,209,154,38,4,3,910,Yilgarn (S)
59370,4,4,12,7,8,6,4,0,0,45,0,6,3,8,9,6,0,4,0,36,85,66,189,283,393,350,76,17,3,1462,York (S)
59399,0,0,3,0,0,0,0,0,0,3,0,0,5,4,5,0,0,0,0,14,3,26,125,82,63,27,6,0,0,332,
59499,6,12,21,20,9,4,6,0,0,78,0,6,27,17,19,11,3,3,0,86,57,310,826,524,500,335,41,3,0,2596,
60210,0,0,0,12,16,12,4,0,0,44,0,4,5,10,15,10,3,0,3,50,99,103,260,450,623,391,98,0,3,2027,Break O'Day (M)
60410,18,46,71,68,57,25,3,0,0,288,18,20,32,25,36,27,0,3,3,164,375,539,1320,1546,1357,793,114,3,3,6050,Brighton (M)
60610,29,65,61,67,67,53,8,0,0,350,8,11,26,28,26,17,13,0,0,129,623,796,1500,1755,1910,1188,181,33,3,7989,Burnie (C)
60810,28,29,51,90,78,49,13,3,0,341,9,11,17,31,24,21,8,0,0,121,628,643,1327,2032,2546,1465,240,35,4,8920,Central Coast (M)
70420,3,11,19,20,17,17,3,0,0,90,8,12,16,16,17,11,0,0,0,80,117,217,436,404,410,337,65,0,0,1986,Barkly (S)
70540,0,3,0,3,6,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,10,15,10,6,3,3,0,50,Belyuen (S)
70620,6,7,27,12,11,9,0,0,0,72,6,3,8,7,5,5,0,0,0,34,35,73,283,226,190,143,22,0,3,975,Central Desert (S)
70700,3,3,3,6,3,0,0,0,0,18,0,3,0,0,3,3,0,0,0,9,12,33,57,88,125,92,31,0,0,438,Coomalie (S)
71000,83,148,265,310,259,185,48,3,0,1301,44,67,158,119,92,72,29,4,0,585,1877,3870,9979,8590,8006,5405,994,57,3,38781,Darwin (C)
71300,18,46,131,121,76,43,17,0,0,452,12,21,41,21,19,11,4,0,0,129,68,175,593,521,439,215,53,12,3,2079,East Arnhem (S)
72200,12,24,28,29,32,27,4,0,0,156,4,9,18,16,12,11,6,0,0,76,263,460,996,953,885,607,129,9,0,4302,Katherine (T)
72300,42,36,78,124,110,62,10,3,0,465,10,16,27,49,40,16,10,0,0,168,700,1091,1548,2450,2439,1381,237,10,0,9856,Litchfield (M)
72330,5,10,33,25,23,13,4,0,0,113,5,9,27,15,14,6,4,0,0,80,52,147,357,346,279,169,37,11,0,1398,MacDonnell (S)
72800,67,87,145,134,98,43,7,0,0,581,20,30,49,63,40,21,5,0,0,228,944,1758,3933,3699,2572,1172,159,9,0,14246,Palmerston (C)
73600,15,25,58,46,30,15,7,0,0,196,8,18,18,14,7,8,3,4,0,80,81,221,464,365,308,200,41,10,3,1693,Roper Gulf (S)
74050,5,16,23,27,24,9,0,0,0,104,0,3,8,5,6,0,0,0,0,22,18,70,199,177,180,77,13,0,0,734,Tiwi Islands (S)
74500,13,18,50,40,30,25,4,0,0,180,8,13,33,12,13,3,0,3,0,85,102,213,435,356,340,203,45,12,0,1706,Victoria-Daly (S)
74560,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,6,6,24,52,71,42,3,0,0,204,Wagait (S)
74660,16,44,109,103,61,28,6,3,0,370,9,3,29,16,6,4,0,0,3,70,88,196,583,596,423,202,34,12,9,2143,West Arnhem (S)
79399,4,15,27,23,17,9,0,0,0,95,7,7,17,10,14,7,0,0,0,62,175,367,1016,1092,906,490,62,0,0,4108,Unincorporated NT
79499,0,0,6,0,0,7,0,0,0,13,0,0,6,0,5,0,0,0,0,11,6,90,189,87,105,98,8,0,0,583,
89399,424,829,1455,1346,1140,807,191,14,0,6206,260,347,675,545,511,328,123,30,9,2828,11489,22082,47545,44194,40683,24636,4554,398,39,195620,Unincorporated ACT
89499,0,3,0,0,7,0,0,0,0,10,3,6,3,0,0,3,0,0,0,15,19,40,90,60,40,22,0,0,0,271,
