LGA_MAIN11,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
16550,0,2262,2134,387,215,207,112,52,16,5385,0,351,963,1043,916,1243,1134,1216,650,7516,95,218,293,143,78,77,61,48,25,1038,8881,8141,11078,9403,7480,5869,4012,2902,1179,58945,0,213,6113,10272,8203,6396,4366,2550,552,38665,0,917,4501,2380,1305,635,189,23,6,9956,0,86,317,996,1413,813,357,343,223,4548,17998,0,0,0,0,0,0,0,0,17998,0,5036,0,0,0,0,0,0,0,5036,0,2399,2143,776,535,226,43,5,0,6127,0,1242,817,221,204,304,330,335,191,3644,0,770,674,137,95,73,33,15,6,1803,0,4605,4325,894,486,421,236,106,30,11103,0,706,1939,1989,1887,2165,1793,1648,874,13001,206,417,553,279,182,143,108,66,32,1986,18204,16391,21382,17944,14310,11176,7455,5091,1914,113867,Randwick (C)
16610,0,39,24,18,31,34,25,3,5,179,0,35,45,43,149,231,257,320,160,1240,37,46,22,16,30,42,35,10,7,245,2147,1165,1003,1235,1477,1415,1070,709,274,10495,0,87,713,1302,1597,1769,1305,709,101,7583,0,269,422,320,331,213,79,28,3,1665,0,88,232,310,255,114,63,67,42,1171,4324,0,0,0,0,0,0,0,0,4324,0,865,0,0,0,0,0,0,0,865,0,617,191,128,104,50,11,0,0,1101,0,110,40,27,48,73,59,47,44,448,0,76,41,25,29,18,10,0,0,199,0,86,60,39,77,76,51,17,5,411,0,61,140,180,384,492,450,453,218,2378,74,109,60,41,74,74,59,16,10,517,4398,2368,1899,2372,2899,2879,2087,1337,423,20662,Richmond Valley (A)
16650,0,296,464,130,153,123,72,33,16,1287,0,89,449,516,565,796,871,860,597,4743,90,90,116,64,54,49,59,34,26,582,7819,5386,7903,6915,5930,4888,3567,2428,1104,45940,0,726,7372,8592,7092,5990,4262,2526,519,37079,0,395,1621,1074,825,395,106,23,6,4445,0,55,405,988,1052,667,367,304,194,4032,15888,0,0,0,0,0,0,0,0,15888,0,4510,0,0,0,0,0,0,0,4510,0,2807,2485,970,534,206,36,0,4,7042,0,775,812,243,245,376,320,337,164,3272,0,469,616,128,97,58,23,7,3,1401,0,802,1436,373,365,311,172,69,33,3561,0,197,942,1115,1196,1437,1327,1213,770,8197,171,179,278,178,131,95,86,55,32,1205,16059,10915,15967,13661,11537,9535,6699,4534,1725,90632,Rockdale (C)
16700,0,1258,715,199,115,128,70,49,7,2541,0,161,669,622,618,921,955,1075,625,5646,61,131,119,65,57,48,51,51,21,604,7913,6673,8038,7571,6728,5318,3477,2724,1105,49547,0,358,7166,9830,8823,6606,4122,2519,520,39944,0,575,1861,996,683,385,113,27,0,4640,0,37,222,733,1098,692,316,304,177,3579,16278,0,0,0,0,0,0,0,0,16278,0,5207,0,0,0,0,0,0,0,5207,0,2573,2284,755,466,216,24,0,0,6318,0,722,540,186,193,292,245,321,179,2678,0,707,504,119,93,44,30,7,0,1504,0,2309,1624,453,277,266,143,79,18,5169,0,312,1391,1288,1285,1583,1375,1450,818,9502,133,262,257,147,118,86,79,70,32,1184,16411,13062,15849,14507,13036,10170,6447,4777,1744,96003,Ryde (C)
16900,0,55,62,30,51,70,44,23,8,343,0,66,125,145,305,489,618,599,188,2535,102,153,86,43,51,72,50,34,13,604,6455,4085,3561,4456,4512,3501,2556,1517,423,31066,0,206,3111,5379,5732,4852,3241,1465,227,24213,0,576,1259,860,733,289,127,33,3,3880,0,184,545,1006,874,315,187,162,72,3345,13016,0,0,0,0,0,0,0,0,13019,0,3379,0,0,0,0,0,0,0,3379,0,2849,1050,382,281,99,11,0,0,4672,0,316,132,75,106,169,138,167,84,1187,0,198,85,63,45,27,16,10,3,447,0,125,157,86,122,134,99,44,11,778,0,131,375,460,752,910,925,829,255,4637,201,278,198,128,115,111,83,58,13,1185,13217,8242,6912,8439,8760,6906,4827,2768,671,60742,Shellharbour (C)
16950,0,178,105,73,107,148,131,58,9,809,0,123,221,218,597,1051,1225,1334,566,5335,157,235,122,89,162,247,192,93,27,1324,7639,4450,3703,5066,6206,6482,5367,3445,1013,43371,0,256,2795,5232,6854,7984,7024,3730,632,34507,0,846,1336,1314,1275,861,364,97,12,6105,0,242,703,1291,1187,410,211,234,131,4409,15221,0,0,0,0,0,0,0,0,15221,0,3531,0,0,0,0,0,0,0,3531,0,2636,807,384,339,181,34,4,0,4385,0,304,101,80,161,235,209,201,140,1431,0,258,99,66,79,58,21,13,6,600,0,357,295,179,256,287,247,106,26,1753,0,265,598,702,1446,2010,2124,1988,828,9961,301,448,300,263,352,455,364,161,34,2678,15522,9143,7034,9511,11949,12481,10598,6534,1809,84581,Shoalhaven (C)
17000,0,48,33,13,16,24,8,0,3,145,0,31,57,54,86,144,130,154,57,713,52,77,27,21,32,22,16,10,7,264,2378,1418,1340,1638,1489,1095,580,367,103,10408,0,83,1256,2085,2112,1594,828,361,51,8370,0,340,582,431,250,127,33,4,0,1767,0,53,140,255,211,71,42,46,12,830,4803,0,0,0,0,0,0,0,0,4803,0,987,0,0,0,0,0,0,0,987,0,999,231,96,71,25,0,0,0,1422,0,89,22,28,35,42,26,21,15,278,0,71,38,15,18,10,6,3,0,161,0,132,123,39,40,46,20,7,3,410,0,93,227,208,272,297,222,205,78,1602,77,139,75,47,61,40,25,16,7,487,4880,2986,2694,3204,3070,2252,1202,663,166,21117,Singleton (A)
17050,0,52,39,7,7,4,0,3,0,112,0,13,19,20,39,54,51,36,16,248,17,18,14,11,11,11,8,4,4,98,554,296,308,462,474,345,225,106,34,2804,0,3,189,548,584,476,309,128,10,2247,0,44,157,153,119,65,23,9,0,570,0,3,14,51,75,21,7,7,7,185,1157,0,0,0,0,0,0,0,0,1157,0,219,0,0,0,0,0,0,0,219,0,140,32,14,16,11,0,0,0,213,0,25,11,4,3,6,13,8,4,74,0,26,23,9,3,0,0,0,0,61,0,98,101,18,15,17,3,3,0,255,0,45,61,72,117,131,112,60,27,625,31,36,34,27,24,27,18,15,4,216,1188,639,622,896,956,754,485,230,52,5822,Snowy River (A)
17200,0,4251,5213,1004,373,238,107,48,6,11240,0,1100,3479,2609,1812,1836,1361,890,396,13483,90,407,585,212,134,128,69,41,16,1682,5055,10920,22637,10783,6735,5618,3150,1743,618,67259,0,520,9895,7823,4726,4361,2605,1201,206,31337,0,2274,11627,5548,2730,1377,320,46,3,23925,0,72,318,892,1180,718,302,214,97,3793,10168,0,0,0,0,0,0,0,0,10168,0,2369,0,0,0,0,0,0,0,2369,0,1275,1251,410,263,118,20,4,0,3341,0,1875,1640,344,198,245,163,138,75,4678,0,1246,1766,301,103,57,37,17,4,3531,0,8034,11606,2752,1207,731,322,122,17,24791,0,2148,7352,6314,4752,3913,2648,1545,558,29230,182,713,1142,543,318,207,120,60,16,3301,10350,20526,46597,24927,15477,11727,6537,3347,976,140464,Sydney (C)
17310,0,172,99,50,83,83,43,17,4,551,0,107,217,195,367,570,643,670,368,3137,121,164,83,38,59,93,84,30,19,691,5389,3160,3010,3439,3817,3387,2490,1498,553,26743,0,255,2172,3889,4334,4360,3113,1476,228,19827,0,729,1161,776,664,333,108,32,8,3811,0,228,595,716,662,266,155,153,60,2835,10891,0,0,0,0,0,0,0,0,10891,0,1986,0,0,0,0,0,0,0,1986,0,1650,556,285,216,87,8,4,0,2806,0,283,122,71,104,136,108,99,53,976,0,196,79,48,45,21,3,0,3,395,0,358,244,124,169,164,110,31,7,1207,0,250,525,531,823,1087,1036,898,459,5609,242,321,233,114,138,159,133,55,22,1417,11133,6256,5687,6554,7155,6613,4774,2748,840,51760,Tamworth Regional (A)
17350,0,7,0,5,10,3,5,3,0,33,0,14,14,15,32,59,69,111,62,376,5,10,5,5,5,11,8,4,3,56,529,267,211,326,399,362,283,227,89,2693,0,14,204,382,529,517,388,199,28,2261,0,61,79,52,60,38,7,0,0,297,0,17,32,69,49,20,7,19,11,224,1107,0,0,0,0,0,0,0,0,1107,0,223,0,0,0,0,0,0,0,223,0,146,41,25,23,17,0,0,0,252,0,18,5,10,7,7,10,10,3,70,0,16,0,6,3,0,0,0,0,25,0,25,7,8,18,7,15,6,3,89,0,32,39,54,78,126,137,162,77,705,14,23,12,16,11,16,13,10,3,118,1121,575,419,622,778,748,577,406,125,5371,Temora (A)
17400,0,6,0,6,11,13,8,4,3,51,0,14,15,24,63,97,90,93,36,432,19,10,6,6,16,26,18,11,4,116,611,251,255,387,453,532,363,201,61,3114,0,12,192,400,478,660,459,178,27,2406,0,40,99,90,95,79,26,5,0,434,0,21,43,78,72,20,26,22,12,294,1213,0,0,0,0,0,0,0,0,1213,0,169,0,0,0,0,0,0,0,169,0,155,52,35,31,18,4,0,0,295,0,31,3,10,12,23,18,14,3,114,0,9,13,6,5,3,0,0,0,36,0,17,9,11,30,28,14,7,3,119,0,31,38,84,141,216,173,133,44,860,28,23,12,23,31,43,38,14,4,216,1241,508,461,737,895,1090,758,373,93,6156,Tenterfield (A)
17420,0,245,278,109,122,106,69,21,8,958,0,95,240,291,345,807,910,757,358,3803,114,229,138,88,56,116,83,38,16,878,17113,10941,8920,13324,12542,10529,5911,2545,861,82686,0,332,8356,19793,19546,16463,9345,2911,454,77200,0,421,1537,1394,1112,664,180,27,9,5344,0,72,346,1202,1638,904,382,280,128,4952,35174,0,0,0,0,0,0,0,0,35174,0,12894,0,0,0,0,0,0,0,12894,0,6538,4566,1058,425,166,27,0,4,12784,0,731,473,202,241,395,465,474,278,3259,0,405,304,147,108,74,42,17,3,1100,0,461,627,300,251,222,130,44,16,2051,0,205,620,719,786,1292,1278,1030,464,6394,222,425,284,205,143,183,132,75,24,1693,35396,22484,17113,25020,24250,20363,11981,4858,1380,162845,The Hills Shire (A)
17150,0,406,554,168,177,172,112,53,11,1653,0,233,749,748,933,1536,1853,2229,1249,9530,184,349,283,121,104,155,128,78,32,1434,19108,12750,12536,15253,14949,12329,7919,5525,2092,102461,0,426,10374,20209,20309,17675,10670,5539,1093,86295,0,1086,4279,2716,1864,1076,316,70,15,11422,0,145,644,1945,2533,1280,526,474,279,7826,38943,0,0,0,0,0,0,0,0,38943,0,12402,0,0,0,0,0,0,0,12402,0,8763,4524,1166,735,342,46,0,0,15576,0,765,563,223,286,433,420,486,275,3451,0,387,405,184,158,93,30,23,3,1283,0,818,1337,494,413,375,211,117,20,3785,0,495,1742,1909,2228,2701,2678,2928,1628,16309,363,620,618,330,234,267,230,115,44,2821,39306,25907,24486,29176,28760,24242,15127,9752,3357,200113,Sutherland Shire (A)
17100,0,174,231,53,31,39,17,8,0,553,0,40,159,102,86,171,197,237,162,1154,26,41,40,31,23,22,17,13,5,218,2592,2452,3046,2154,2304,1613,978,699,304,16142,0,225,2927,2897,3225,2196,1251,662,126,13509,0,155,503,168,134,78,25,6,6,1075,0,23,88,259,433,240,100,96,51,1290,5370,0,0,0,0,0,0,0,0,5370,0,2561,0,0,0,0,0,0,0,2561,0,904,997,255,135,57,16,0,0,2364,0,368,318,68,82,109,110,129,60,1244,0,255,285,40,32,24,13,6,0,655,0,478,805,123,84,81,46,19,5,1641,0,101,379,252,222,321,337,330,212,2154,52,88,94,53,45,35,30,17,9,423,5422,5158,6396,4115,4392,3141,1928,1265,469,32286,Strathfield (A)
17450,0,5,0,3,6,3,0,3,0,20,0,3,6,7,12,30,34,42,21,155,3,10,3,0,4,7,7,3,3,40,301,133,131,187,215,214,156,97,32,1466,0,6,92,232,281,318,233,79,20,1261,0,39,83,54,52,23,4,3,0,258,0,6,16,31,20,10,7,11,7,108,596,0,0,0,0,0,0,0,0,596,0,106,0,0,0,0,0,0,0,106,0,61,10,13,15,9,0,0,0,108,0,8,4,3,6,7,4,3,0,35,0,3,3,0,3,0,0,0,0,9,0,11,5,7,9,6,3,3,0,44,0,15,29,27,66,75,71,71,29,383,6,16,6,8,11,11,13,7,7,85,602,271,248,375,463,459,335,177,63,2993,Tumbarumba (A)
17500,0,19,9,10,8,8,10,3,0,67,0,11,27,31,66,104,125,123,68,555,11,28,10,8,7,29,23,23,3,142,1014,522,533,687,693,662,485,311,110,5017,0,33,394,782,923,834,595,300,57,3918,0,133,292,189,169,96,46,13,6,944,0,29,76,121,93,40,28,36,12,435,2113,0,0,0,0,0,0,0,0,2113,0,371,0,0,0,0,0,0,0,371,0,335,105,56,39,15,0,0,0,550,0,45,20,5,15,14,16,18,13,146,0,26,10,7,3,0,0,0,0,46,0,35,29,19,17,25,19,6,0,150,0,43,95,123,177,251,241,191,80,1201,21,49,27,21,24,48,43,27,11,271,2134,1099,1048,1323,1460,1323,988,591,179,10145,Tumut Shire (A)
17550,0,245,164,114,213,238,119,79,24,1196,0,80,171,261,621,1079,1108,1384,696,5400,120,175,122,73,112,167,119,83,22,993,7196,4046,3782,5182,6064,5556,4554,3455,1193,41028,0,199,2669,5219,6127,6176,5499,3592,710,30191,0,564,1538,1404,1272,889,359,110,17,6153,0,174,596,1230,1242,467,230,234,148,4321,14313,0,0,0,0,0,0,0,0,14313,0,3415,0,0,0,0,0,0,0,3415,0,2358,852,421,354,197,27,5,0,4214,0,347,140,96,175,242,188,178,118,1484,0,270,148,105,113,72,33,12,3,756,0,486,420,287,482,457,267,163,32,2594,0,173,478,728,1385,1962,1862,1993,987,9568,261,363,269,194,226,313,220,124,36,2006,14574,8349,7110,9684,11376,10775,8685,6411,2051,79015,Tweed (A)
17620,0,52,36,10,20,12,3,3,0,136,0,32,46,40,71,124,148,160,83,704,25,39,17,17,18,28,21,5,0,170,1357,708,772,843,909,767,558,351,121,6386,0,61,645,1020,1108,1037,715,348,60,4994,0,201,363,227,193,116,24,7,3,1134,0,28,89,139,142,53,25,32,13,521,2732,0,0,0,0,0,0,0,0,2732,0,459,0,0,0,0,0,0,0,459,0,362,121,47,37,24,8,0,0,599,0,54,17,9,7,18,24,18,10,157,0,41,25,12,12,11,0,0,0,101,0,108,83,28,40,27,11,6,3,306,0,81,125,144,206,274,267,226,105,1428,54,67,41,36,33,53,36,10,5,335,2786,1462,1509,1662,1778,1613,1110,647,199,12766,Upper Hunter Shire (A)
17640,0,3,3,4,7,5,3,3,0,28,0,9,9,14,32,72,92,87,36,351,8,24,7,18,13,12,8,7,0,97,627,317,267,443,519,504,385,218,57,3337,0,17,245,522,708,727,519,231,29,2998,0,44,82,88,81,70,15,11,3,394,0,4,29,66,60,23,28,22,13,245,1231,0,0,0,0,0,0,0,0,1231,0,278,0,0,0,0,0,0,0,278,0,189,62,54,40,7,3,0,0,355,0,26,4,7,13,17,18,14,8,107,0,7,4,8,0,3,6,0,0,28,0,8,3,11,12,11,8,3,0,56,0,22,36,55,116,162,193,144,49,777,23,52,15,33,28,32,16,10,4,213,1254,647,480,844,1058,1052,806,435,106,6682,Upper Lachlan Shire (A)
17650,0,13,4,8,6,12,0,0,0,43,0,3,11,22,38,50,69,58,15,266,7,13,8,3,16,19,12,10,3,91,597,282,255,383,462,431,244,150,35,2839,0,13,228,459,593,589,327,148,20,2377,0,33,82,99,78,49,18,4,0,363,0,5,35,64,52,32,12,13,8,221,1184,0,0,0,0,0,0,0,0,1184,0,281,0,0,0,0,0,0,0,281,0,155,63,26,16,13,0,0,0,273,0,15,3,3,10,23,16,14,8,92,0,14,6,5,4,3,3,0,0,35,0,27,7,11,15,18,3,3,0,84,0,17,29,34,86,125,129,78,18,516,17,32,23,7,28,34,22,10,3,176,1201,592,476,708,882,886,530,270,57,5602,Uralla (A)
17700,0,0,0,0,3,0,3,0,0,6,0,0,0,0,3,16,9,18,0,46,0,3,0,4,3,3,0,0,0,13,108,44,40,58,70,82,60,38,3,503,0,7,42,65,101,116,88,35,3,457,0,12,17,12,16,12,7,0,0,76,0,0,8,10,9,0,3,3,0,33,221,0,0,0,0,0,0,0,0,224,0,32,0,0,0,0,0,0,0,32,0,25,5,6,4,4,0,0,0,44,0,0,4,4,0,0,0,6,0,14,0,3,0,0,3,0,0,0,0,6,0,0,0,0,6,0,3,3,0,12,0,5,8,6,17,31,33,24,10,134,5,7,0,4,3,6,0,0,0,25,226,91,84,107,159,169,134,71,16,1057,Urana (A)
17750,0,617,235,41,68,64,27,14,3,1069,0,179,268,215,371,531,557,607,305,3033,114,199,118,48,59,72,64,43,8,725,6061,4173,3776,3723,3695,3068,1965,1336,484,28281,0,240,2985,4376,4490,4093,2384,1199,250,20017,0,1013,1441,801,573,290,77,22,0,4217,0,190,510,769,661,232,95,121,63,2641,12025,0,0,0,0,0,0,0,0,12025,0,2449,0,0,0,0,0,0,0,2449,0,1810,524,198,171,82,9,6,0,2800,0,346,135,66,79,106,111,83,40,966,0,249,101,57,25,18,8,0,0,458,0,1163,545,129,128,130,66,28,6,2195,0,382,679,593,838,988,843,815,402,5540,228,394,277,127,115,128,106,60,12,1447,12253,8236,7197,7116,7080,6067,3699,2334,773,54755,Wagga Wagga (C)
17800,0,4,4,0,6,6,5,0,0,25,0,8,6,8,18,30,37,61,18,186,12,5,3,4,7,13,11,3,0,58,326,154,138,181,308,251,206,132,34,1730,0,13,127,246,412,391,265,140,27,1621,0,38,59,43,62,41,10,3,0,256,0,5,16,29,18,17,9,12,4,110,634,0,0,0,0,0,0,0,0,634,0,145,0,0,0,0,0,0,0,145,0,84,24,17,8,6,0,4,0,143,0,10,3,3,6,3,6,8,6,45,0,7,3,0,0,0,3,0,0,13,0,9,11,0,9,9,11,3,0,52,0,29,24,32,49,79,75,86,33,407,20,12,8,8,15,18,21,6,0,108,654,352,275,378,579,564,400,262,70,3534,Wakool (A)
17850,0,3,0,0,0,0,3,0,3,9,0,5,11,5,10,21,41,53,22,168,3,8,0,3,6,9,7,3,0,39,276,146,112,184,188,206,179,90,33,1414,0,18,99,234,269,328,245,77,11,1281,0,38,57,30,32,20,3,0,0,180,0,9,14,30,20,11,5,4,7,100,531,0,0,0,0,0,0,0,0,531,0,89,0,0,0,0,0,0,0,89,0,68,29,9,11,0,3,0,0,120,0,19,0,4,3,4,3,8,0,41,0,5,0,0,0,4,0,0,0,9,0,10,3,0,3,3,6,0,3,28,0,14,35,26,41,56,77,73,28,350,7,18,3,10,14,13,10,6,0,81,538,288,240,343,393,439,352,168,49,2810,Walcha (A)
17900,0,12,9,4,16,11,17,3,0,72,0,16,22,28,31,60,79,43,9,288,20,26,13,12,16,15,12,3,0,117,596,285,315,362,376,358,247,98,18,2655,0,13,182,304,320,382,275,85,11,1572,0,77,129,147,153,92,18,4,3,623,0,46,74,72,66,41,24,14,6,343,1168,0,0,0,0,0,0,0,0,1168,0,91,0,0,0,0,0,0,0,91,0,155,74,48,28,9,0,0,0,314,0,57,23,20,29,33,21,9,6,198,0,20,11,7,6,7,0,3,0,54,0,29,29,20,38,32,33,8,0,189,0,37,72,82,169,216,233,113,14,936,38,42,28,24,38,35,24,17,3,249,1206,567,622,724,847,847,628,253,43,5737,Walgett (A)
17950,0,8,3,3,3,0,0,0,0,17,0,6,7,8,18,18,36,35,16,144,5,0,3,0,5,5,7,5,0,30,314,111,138,148,196,157,123,80,16,1283,0,7,117,174,247,219,169,66,4,1003,0,38,59,42,39,19,0,0,0,197,0,10,27,28,27,15,9,7,0,123,551,0,0,0,0,0,0,0,0,551,0,58,0,0,0,0,0,0,0,58,0,62,24,15,15,8,0,0,0,124,0,12,6,3,6,8,3,5,0,43,0,11,3,0,0,6,0,0,0,20,0,17,6,6,6,3,0,0,0,38,0,18,31,22,63,62,72,53,19,340,5,6,6,12,9,8,14,5,3,68,556,239,279,302,412,348,267,136,26,2565,Warren (A)
18000,0,320,576,218,159,153,87,48,19,1580,0,116,552,665,692,1005,1338,1501,1063,6932,124,181,195,117,66,83,79,58,18,921,13202,6936,8665,11492,9519,7038,5346,3659,1695,67552,0,285,6733,15297,12620,9269,6812,3528,810,55354,0,718,3528,2322,1481,733,225,50,10,9067,0,59,328,1034,1584,830,352,358,207,4752,27088,0,0,0,0,0,0,0,0,27088,0,7106,0,0,0,0,0,0,0,7106,0,3954,2391,799,505,256,26,0,0,7931,0,535,475,205,189,286,311,325,216,2542,0,423,468,207,149,92,38,13,7,1397,0,709,1473,617,430,354,174,94,25,3876,0,270,1210,1503,1545,1743,1944,1963,1397,11575,247,343,410,244,173,152,132,91,27,1819,27335,14402,17016,22228,18676,13715,10014,6422,2699,132507,Warringah (A)
18020,0,20,6,13,15,14,10,5,3,86,0,21,23,21,50,102,131,133,68,549,29,30,18,11,19,31,16,8,3,165,867,390,387,507,598,670,484,318,106,4327,0,16,263,542,733,844,643,324,57,3422,0,101,157,149,112,83,25,6,3,636,0,27,71,97,98,34,22,21,13,383,1787,0,0,0,0,0,0,0,0,1787,0,309,0,0,0,0,0,0,0,309,0,180,68,39,35,18,5,0,0,345,0,40,15,16,13,31,38,16,4,173,0,12,10,10,3,6,4,3,0,48,0,37,21,18,30,31,23,13,3,176,0,42,58,81,144,228,237,210,89,1089,52,62,41,33,34,51,38,15,6,332,1839,826,704,985,1202,1326,1035,608,175,8700,Warrumbungle Shire (A)
18050,0,570,1654,376,101,100,62,31,11,2905,0,135,758,702,447,610,583,608,433,4276,55,90,212,76,30,31,23,13,10,540,4307,2807,6850,5018,3241,2579,1716,1243,674,28435,0,103,2973,5095,3603,2785,1755,1026,281,17621,0,400,3447,1774,720,373,112,36,12,6874,0,14,104,397,571,323,129,128,82,1748,8792,0,0,0,0,0,0,0,0,8792,0,2167,0,0,0,0,0,0,0,2167,0,840,664,245,155,95,18,0,0,2017,0,249,315,105,62,63,98,64,72,1028,0,127,362,63,43,27,13,3,0,638,0,996,3377,798,243,217,137,57,18,5843,0,269,1521,1480,972,1067,890,823,558,7580,116,175,384,186,79,64,38,26,10,1078,8908,5340,13147,10143,6448,5014,3190,2163,1033,55386,Waverley (A)
18100,0,8,0,6,7,5,0,0,0,26,0,5,9,9,18,34,45,56,32,208,7,5,4,5,4,10,7,4,3,49,313,140,140,198,233,266,216,131,52,1689,0,3,124,223,308,367,292,140,29,1486,0,34,46,55,38,30,20,4,0,227,0,4,28,33,29,16,16,12,5,143,632,0,0,0,0,0,0,0,0,632,0,138,0,0,0,0,0,0,0,138,0,56,27,22,23,4,5,0,0,137,0,10,5,4,0,10,10,9,0,48,0,8,0,0,4,0,0,0,3,15,0,19,4,10,13,13,3,3,0,65,0,14,19,29,57,89,95,92,42,437,7,9,15,8,12,18,12,7,3,91,639,295,268,384,484,547,453,267,82,3419,Weddin (A)
18150,0,10,3,3,13,17,9,4,0,59,0,9,10,26,49,93,108,110,41,446,18,17,10,8,15,11,8,7,3,97,799,371,356,476,504,530,405,237,62,3740,0,16,227,467,550,601,502,232,23,2618,0,90,140,137,119,72,31,4,0,593,0,36,96,112,85,41,28,32,11,441,1642,0,0,0,0,0,0,0,0,1642,0,237,0,0,0,0,0,0,0,237,0,235,78,43,30,21,3,0,0,410,0,64,26,9,26,33,25,8,7,198,0,17,12,9,11,4,0,0,0,53,0,19,9,13,26,34,17,7,0,125,0,27,35,61,132,200,211,170,59,895,39,41,28,22,26,25,15,10,3,209,1681,782,651,873,1005,1031,832,463,103,7421,Wellington (A)
18200,0,3,13,6,6,9,3,4,0,44,0,18,15,18,42,51,47,47,23,261,0,12,6,7,8,10,4,3,0,50,598,335,297,407,453,425,260,135,47,2957,0,20,248,485,519,611,430,163,21,2497,0,54,123,109,117,56,22,4,0,485,0,22,38,65,70,25,13,10,9,252,1251,0,0,0,0,0,0,0,0,1251,0,235,0,0,0,0,0,0,0,235,0,212,47,26,20,7,0,0,0,312,0,41,10,7,20,16,4,8,10,116,0,16,5,4,8,0,0,0,0,33,0,14,18,11,17,16,14,8,0,98,0,34,43,57,129,135,118,82,31,629,13,27,19,14,19,22,4,3,4,125,1264,675,551,778,919,888,605,278,75,6033,Wentworth (A)
