LGA_MAIN11,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot,LGA_NAME11
18250,0,341,569,148,80,88,41,14,8,1289,0,119,474,405,377,546,531,550,402,3404,63,86,99,43,35,41,27,9,13,416,5921,3767,5265,5520,4556,3566,2034,1380,703,32712,0,141,4154,7515,5972,4409,2548,1465,331,26535,0,299,1355,804,566,365,101,14,0,3504,0,11,97,498,757,452,149,148,107,2219,12193,0,0,0,0,0,0,0,0,12193,0,3672,0,0,0,0,0,0,0,3672,0,1159,1218,342,213,111,16,0,0,3059,0,561,419,104,91,164,148,126,96,1709,0,328,313,73,45,32,21,0,6,818,0,684,1269,325,196,183,76,36,13,2782,0,250,973,842,721,908,760,733,520,5707,118,167,189,89,69,69,50,18,17,786,12311,7272,9987,10592,8630,6693,3869,2540,1090,62984,Willoughby (C)
18350,0,51,33,35,38,67,50,20,0,294,0,39,82,99,274,580,684,587,290,2635,55,85,47,34,55,101,72,31,7,487,3989,2112,1608,2726,3123,3151,2615,1414,502,21240,0,118,1306,3184,3765,3856,3352,1554,287,17422,0,322,656,624,523,330,167,39,3,2664,0,84,213,511,533,216,100,112,61,1830,7976,0,0,0,0,0,0,0,0,7976,0,1851,0,0,0,0,0,0,0,1851,0,1373,391,217,167,65,10,0,0,2223,0,115,57,33,68,92,115,89,73,642,0,114,60,28,32,22,8,3,0,267,0,102,83,77,102,135,105,44,4,652,0,89,216,311,580,965,1006,784,373,4324,110,168,114,96,122,178,122,54,10,974,8086,4336,3096,5081,5892,5859,4985,2679,811,40825,Wingecarribee (A)
18400,0,58,31,25,45,43,27,6,3,238,0,29,76,81,160,235,241,225,109,1156,50,98,62,24,26,38,21,13,5,337,4689,2695,2273,3254,3137,2443,1282,660,234,20667,0,127,2139,4339,4314,3644,1842,676,118,17199,0,328,736,736,541,259,77,16,3,2696,0,74,240,471,441,199,81,87,20,1613,9601,0,0,0,0,0,0,0,0,9601,0,2152,0,0,0,0,0,0,0,2152,0,2241,749,223,117,45,8,0,0,3383,0,139,76,42,72,113,117,92,78,729,0,124,62,38,38,35,18,3,0,318,0,91,96,63,98,81,52,18,3,502,0,78,209,265,365,459,415,319,135,2245,99,212,130,74,67,77,37,30,5,731,9700,5566,4437,6251,6053,4912,2647,1241,362,41169,Wollondilly (A)
18450,0,1527,636,167,242,214,104,50,23,2963,0,324,695,687,1132,1744,1992,2278,1088,9940,276,456,325,163,155,189,143,95,40,1842,16766,12285,11438,12496,12609,10566,7821,5568,1880,91429,0,603,9202,14802,15273,13560,9818,5568,1011,69837,0,1564,3910,2577,1951,959,326,93,21,11401,0,334,1190,2408,2478,1119,564,569,285,8947,33880,0,0,0,0,0,0,0,0,33880,0,9411,0,0,0,0,0,0,0,9411,0,6703,3183,1342,885,352,54,4,0,12523,0,1025,528,226,340,439,410,410,240,3618,0,665,358,170,145,76,35,19,11,1479,0,3354,1877,477,552,443,248,111,31,7093,0,784,1873,1992,2896,3293,3151,3145,1449,18583,564,867,722,424,351,329,250,142,55,3704,34444,25310,22843,24418,24871,20570,14856,10061,3103,180476,Wollongong (C)
18500,0,398,1024,193,72,56,57,28,13,1841,0,107,562,585,442,644,708,648,537,4233,37,68,129,46,49,47,27,19,3,425,3557,2375,4429,3642,3110,2875,2045,1271,774,24078,0,48,2026,3723,3476,3224,2270,1105,364,16236,0,197,1962,1083,599,437,206,44,11,4539,0,11,48,305,511,314,102,82,75,1448,6965,0,0,0,0,0,0,0,0,6965,0,2240,0,0,0,0,0,0,0,2240,0,670,615,145,104,64,9,0,0,1607,0,277,260,59,54,80,65,63,53,911,0,97,171,41,24,29,8,6,3,379,0,624,1842,368,162,141,100,51,28,3316,0,206,985,1020,839,991,989,846,667,6543,80,123,245,104,88,71,47,29,8,795,7045,4493,8154,6848,5857,5351,3796,2226,1209,44979,Woollahra (A)
18550,0,248,200,125,234,274,201,82,19,1383,0,157,346,377,818,1518,1999,1999,925,8139,258,412,198,126,150,209,180,122,46,1701,14261,8772,7965,9691,9718,8751,7218,4807,1691,72874,0,490,6005,10112,10679,10189,8376,4534,864,51249,0,1454,3238,2493,1771,972,408,114,14,10464,0,436,1446,2562,2230,909,416,414,267,8680,28755,0,0,0,0,0,0,0,0,28755,0,6662,0,0,0,0,0,0,0,6662,0,5904,1899,828,596,319,60,5,0,9611,0,644,308,175,348,445,383,380,222,2905,0,564,277,177,198,122,51,28,12,1429,0,470,560,355,537,555,399,177,42,3095,0,357,924,1304,1998,2758,3137,2885,1296,14659,501,806,481,331,322,352,302,171,63,3329,29256,17787,15138,18337,18679,16621,13532,8708,2780,140838,Wyong (A)
18710,0,31,9,8,11,16,9,3,0,87,0,17,26,45,81,101,113,102,50,535,21,29,22,14,27,18,16,6,0,153,1537,739,711,1166,1039,919,536,255,82,6984,0,38,621,1509,1435,1319,773,299,45,6039,0,122,296,331,222,129,31,8,0,1139,0,10,60,121,128,60,22,22,12,435,3056,0,0,0,0,0,0,0,0,3056,0,674,0,0,0,0,0,0,0,674,0,455,146,70,32,21,0,0,0,724,0,32,10,7,15,23,26,16,13,142,0,35,25,10,10,9,6,0,0,95,0,59,26,26,41,28,13,6,0,199,0,41,62,118,182,189,185,149,64,990,46,59,39,41,48,36,29,14,0,312,3102,1525,1285,2233,2113,1814,1085,514,134,13805,Yass Valley (A)
18750,0,31,12,10,11,6,10,4,0,84,0,28,31,27,69,129,144,178,91,697,25,25,14,7,14,19,28,11,0,143,1249,639,584,728,754,754,528,368,141,5745,0,29,453,869,936,976,674,283,53,4273,0,151,242,170,136,80,32,8,0,819,0,52,97,159,111,52,32,34,21,558,2501,0,0,0,0,0,0,0,0,2501,0,468,0,0,0,0,0,0,0,468,0,329,105,51,48,31,0,0,0,564,0,55,19,11,8,30,20,30,15,188,0,28,10,10,9,5,7,4,0,73,0,60,42,27,21,14,16,13,0,193,0,59,94,103,178,241,250,253,116,1294,42,60,34,19,35,33,43,16,5,287,2543,1291,1096,1419,1482,1462,1074,641,210,11218,Young (A)
19399,0,5,3,0,3,0,0,0,0,11,0,0,4,8,6,9,4,5,0,36,5,9,5,3,6,3,4,0,0,35,85,34,59,64,81,62,37,13,4,439,0,5,54,75,100,88,56,13,3,394,0,5,18,18,19,11,0,0,0,71,0,0,3,3,6,6,3,4,4,29,170,0,0,0,0,0,0,0,0,170,0,7,0,0,0,0,0,0,0,7,0,15,7,3,7,0,0,0,0,32,0,3,3,3,3,0,0,3,0,15,0,6,3,3,0,0,0,0,0,12,0,5,6,3,8,0,0,0,0,22,0,5,13,18,19,27,15,10,3,110,5,13,8,6,6,12,7,0,0,57,175,64,115,132,168,144,81,30,10,919,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,431,514,280,228,213,97,25,14,2075,273,431,514,280,228,213,97,25,14,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,863,1162,771,622,445,260,69,19,4791,580,863,1162,771,622,445,260,69,19,4791,
20110,0,21,23,5,14,22,7,6,0,98,0,9,30,38,122,134,174,172,80,759,14,31,15,18,18,41,27,17,5,186,980,435,401,720,939,855,663,391,121,5505,0,18,253,789,1086,1158,843,408,72,4627,0,75,178,218,207,110,54,9,0,851,0,13,54,116,120,33,16,22,11,385,1924,0,0,0,0,0,0,0,0,1924,0,452,0,0,0,0,0,0,0,452,0,263,83,57,45,7,3,0,3,461,0,17,14,5,6,21,16,16,11,106,0,18,10,0,11,0,3,0,0,42,0,48,58,13,38,42,15,6,0,220,0,31,86,122,250,311,284,232,107,1423,35,54,37,37,41,68,44,29,9,354,1959,989,773,1357,1804,1750,1278,722,213,10845,Alpine (S)
20260,0,18,18,11,24,14,13,5,3,106,0,17,32,47,65,135,129,177,75,677,20,27,12,9,15,21,12,15,3,134,958,487,490,651,728,754,538,379,114,5099,0,24,372,686,861,1026,722,338,58,4087,0,123,216,169,132,67,25,10,3,745,0,37,73,126,104,32,23,38,3,436,1871,0,0,0,0,0,0,0,0,1871,0,389,0,0,0,0,0,0,0,389,0,285,84,59,46,9,0,0,0,483,0,21,9,12,16,23,20,17,8,126,0,24,6,6,5,9,6,0,0,56,0,36,51,24,60,44,36,20,3,274,0,47,110,119,194,258,230,243,103,1304,35,51,35,24,35,37,18,20,6,261,1906,1037,956,1225,1453,1505,1080,686,184,10032,Ararat (RC)
20570,0,1163,383,81,121,104,66,44,11,1973,0,226,511,444,717,1211,1095,1224,627,6055,131,340,155,86,88,112,72,54,27,1065,8583,6440,5706,6061,6061,5244,3507,2440,953,44995,0,237,4152,6562,6917,6301,4039,2117,430,30755,0,1165,2324,1438,954,501,165,21,0,6568,0,264,758,1357,1213,433,193,195,109,4522,17235,0,0,0,0,0,0,0,0,17235,0,4226,0,0,0,0,0,0,0,4226,0,2625,920,404,302,130,15,0,0,4396,0,490,217,104,133,157,151,84,58,1394,0,395,169,72,63,32,11,3,0,745,0,2220,924,244,270,221,126,77,22,4104,0,524,1164,1089,1521,1951,1606,1596,794,10245,254,634,342,205,186,178,130,79,36,2044,17489,12780,10970,11475,11559,9904,6436,4172,1449,86234,Ballarat (C)
20660,0,626,539,165,123,117,69,31,17,1687,0,136,519,590,742,1216,1105,1318,693,6319,95,210,142,80,61,72,76,52,19,807,9854,7129,7594,8445,8162,7191,4594,3150,1224,57343,0,232,5810,10473,9936,9276,5982,3040,641,45390,0,528,2565,1730,1105,568,158,43,0,6697,0,107,409,1162,1575,859,364,339,205,5020,20094,0,0,0,0,0,0,0,0,20094,0,6920,0,0,0,0,0,0,0,6920,0,3734,2591,870,560,228,36,0,0,8019,0,630,457,186,174,256,252,224,153,2332,0,406,316,88,66,58,24,10,6,974,0,1243,1294,421,310,254,147,63,21,3753,0,265,1078,1340,1525,1964,1645,1715,911,10443,215,399,339,197,136,132,115,79,24,1636,20309,14464,14859,16467,15387,13595,8723,5513,1961,111278,Banyule (C)
20740,0,72,63,25,44,58,36,15,4,317,0,32,84,105,226,445,439,469,226,2026,43,77,45,39,47,95,71,28,7,452,2384,1204,1275,1727,1834,2119,1726,1046,338,13653,0,47,926,1852,1926,2454,2218,1078,169,10670,0,239,654,522,416,246,125,20,0,2222,0,52,151,354,330,145,41,60,31,1164,4682,0,0,0,0,0,0,0,0,4682,0,939,0,0,0,0,0,0,0,939,0,684,223,136,81,45,0,0,0,1169,0,85,33,22,47,40,53,43,32,355,0,67,37,27,20,12,6,0,0,169,0,160,176,74,100,112,85,30,7,744,0,96,257,305,535,811,714,699,317,3734,93,151,105,97,113,166,129,49,7,910,4775,2520,2562,3389,3568,4031,3371,1979,563,26758,Bass Coast (S)
20830,0,83,60,30,50,60,27,10,10,330,0,66,145,103,238,482,434,486,247,2201,57,123,57,29,39,47,56,27,8,443,4027,2532,2231,2698,3015,2747,1837,1085,368,20540,0,115,1856,3133,3787,3682,2539,1114,154,16380,0,450,927,686,499,301,88,10,0,2961,0,79,257,508,524,190,59,93,46,1756,8202,0,0,0,0,0,0,0,0,8202,0,2108,0,0,0,0,0,0,0,2108,0,1554,414,187,138,63,6,0,0,2362,0,167,82,39,56,69,85,63,33,594,0,113,64,37,20,13,8,3,0,258,0,192,158,71,104,108,64,23,10,730,0,148,351,376,570,832,715,663,320,3975,104,238,137,72,86,88,82,42,14,863,8306,5164,4246,5109,5784,5346,3646,2011,577,40189,Baw Baw (S)
20910,0,124,227,107,85,107,55,35,14,754,0,88,237,369,509,886,1023,1160,931,5203,88,126,88,64,61,68,56,36,22,609,8381,4827,3493,6934,7185,5649,3671,2571,1486,44197,0,38,2362,9134,9709,7438,4646,2444,694,36465,0,232,1265,1288,931,679,229,58,17,4699,0,35,114,618,1162,666,211,196,192,3194,16997,0,0,0,0,0,0,0,0,16997,0,6321,0,0,0,0,0,0,0,6321,0,2255,1462,413,295,183,27,0,0,4635,0,331,182,92,66,121,125,146,131,1197,0,174,121,31,29,18,10,6,3,392,0,296,498,238,195,194,110,64,19,1614,0,170,497,761,1034,1421,1432,1499,1196,8010,159,230,183,137,116,112,104,63,33,1137,17159,10082,6684,12712,13537,10832,6894,4476,2285,84661,Bayside (C)
21010,0,36,21,8,21,17,19,9,5,136,0,33,46,48,126,173,176,225,109,936,19,37,27,9,20,33,27,7,6,185,1100,669,581,752,1034,1007,703,479,180,6505,0,24,384,803,1199,1311,892,475,100,5188,0,129,237,178,172,130,46,16,0,908,0,39,102,167,163,64,27,32,22,616,2255,0,0,0,0,0,0,0,0,2255,0,594,0,0,0,0,0,0,0,594,0,364,123,49,54,19,3,0,0,612,0,42,13,6,8,25,27,12,11,144,0,30,13,5,4,0,4,0,0,56,0,77,46,13,43,41,34,17,5,276,0,67,108,138,290,345,275,295,155,1673,33,67,55,31,31,58,50,15,6,346,2288,1433,1081,1390,1964,1993,1358,862,299,12668,Benalla (RC)
21110,0,1389,1438,245,124,124,80,42,18,3460,0,356,906,900,861,1386,1513,1756,1237,8915,103,265,221,109,83,100,72,51,36,1040,12994,11142,9535,10972,11743,8961,5411,3856,1966,76580,0,268,5733,14210,16274,12260,6874,3623,1009,60251,0,683,3380,1637,1259,765,261,61,6,8052,0,43,173,856,1734,1000,355,294,239,4694,26368,0,0,0,0,0,0,0,0,26368,0,12498,0,0,0,0,0,0,0,12498,0,3304,2861,688,432,225,34,4,0,7548,0,1151,833,163,156,234,201,295,169,3202,0,681,512,77,61,31,10,16,3,1391,0,2789,3185,558,292,258,162,84,27,7355,0,778,1831,1584,1611,2134,2122,2241,1547,13848,214,497,473,235,145,181,118,73,45,1981,26582,22692,18981,20008,21964,17088,10137,6691,3045,147188,Boroondara (C)
21180,0,345,405,187,183,175,75,37,12,1419,0,147,520,530,563,973,1072,1063,439,5307,200,275,285,142,107,118,80,60,18,1285,16225,12293,13315,12819,11814,9988,5678,3291,974,86397,0,1059,11079,14971,15303,13957,7953,3274,476,68072,0,713,2522,1820,1074,568,136,42,0,6875,0,255,1354,2642,2536,1439,649,502,202,9579,32719,0,0,0,0,0,0,0,0,32719,0,11558,0,0,0,0,0,0,0,11558,0,7450,6229,1912,837,270,32,3,0,16733,0,1830,1442,630,671,732,614,520,246,6685,0,852,910,397,290,150,38,27,5,2669,0,1147,1631,550,478,417,173,67,18,4481,0,368,1464,1559,1520,1899,1675,1415,613,10513,404,529,609,349,287,211,142,89,24,2644,33123,25761,27240,24830,22996,19643,11412,5939,1584,172528,Brimbank (C)
21270,0,14,8,3,7,6,3,3,0,44,0,11,19,14,31,71,92,115,74,427,6,8,0,10,8,7,11,10,6,66,537,263,213,347,441,419,349,261,105,2935,0,10,158,433,610,622,437,257,55,2582,0,51,101,83,65,41,12,0,0,353,0,9,28,44,34,18,14,19,10,176,1120,0,0,0,0,0,0,0,0,1120,0,267,0,0,0,0,0,0,0,267,0,127,39,24,27,20,3,0,0,240,0,13,6,4,7,9,9,13,4,65,0,14,6,3,4,0,0,0,0,27,0,36,25,15,17,18,17,6,0,134,0,29,55,50,93,187,173,173,107,867,9,22,12,22,23,21,14,14,6,143,1129,578,430,678,880,936,679,482,182,5974,Buloke (S)
21370,0,79,66,20,37,57,26,11,3,299,0,54,100,118,225,351,377,496,240,1961,51,77,40,21,35,58,51,22,10,365,3301,1913,1618,2247,2485,2212,1680,1100,378,16934,0,107,1221,2622,3164,3003,2308,1072,192,13689,0,380,665,528,428,226,98,27,4,2356,0,112,252,435,392,128,63,102,55,1539,6828,0,0,0,0,0,0,0,0,6828,0,1552,0,0,0,0,0,0,0,1552,0,1088,291,138,144,53,11,0,0,1725,0,138,39,33,54,52,57,44,28,445,0,91,45,27,21,14,11,3,0,212,0,194,147,64,86,105,65,27,7,695,0,131,267,345,564,725,656,698,319,3705,103,174,97,77,76,102,101,38,16,784,6931,3967,3024,4269,4929,4408,3370,2011,621,33530,Campaspe (S)
21450,0,171,127,54,71,71,53,21,3,571,0,86,235,217,282,486,509,413,178,2406,109,193,116,52,37,70,42,22,6,647,8159,4815,5017,5586,4842,3526,2173,1075,326,35519,0,301,4543,6954,6306,4824,2895,1186,183,27192,0,904,2184,1501,980,496,124,28,3,6220,0,138,483,925,840,327,128,83,39,2963,16555,0,0,0,0,0,0,0,0,16555,0,3892,0,0,0,0,0,0,0,3892,0,3016,928,314,148,43,6,0,0,4455,0,303,196,79,115,164,130,98,76,1161,0,241,138,69,51,35,18,10,0,562,0,340,318,158,170,160,88,42,8,1284,0,189,541,631,745,917,779,575,247,4624,224,378,245,124,102,108,79,42,10,1312,16779,9702,9576,10755,9457,7074,4247,2064,566,70220,Cardinia (S)
21610,0,287,421,187,203,222,108,48,8,1484,0,166,570,636,850,1312,1305,1162,454,6455,265,482,305,131,133,152,103,51,17,1639,27625,17022,18105,19866,16880,11491,6168,3371,991,121519,0,1184,17428,26712,23627,16145,8125,3356,518,97095,0,1692,5254,3608,2311,1063,256,60,8,14252,0,445,1677,3229,3199,1407,514,376,138,10985,56445,0,0,0,0,0,0,0,0,56445,0,16007,0,0,0,0,0,0,0,16007,0,11085,5231,1247,593,211,30,6,0,18403,0,1643,1197,536,558,773,700,577,283,6267,0,874,713,331,238,126,50,17,7,2356,0,676,1161,568,537,481,231,93,16,3763,0,402,1610,1963,2170,2372,1952,1563,620,12652,525,932,671,392,279,246,171,76,27,3319,56970,34940,34942,38586,33512,22824,12029,6124,1617,241544,Casey (C)
21670,0,20,7,16,11,30,20,7,3,114,0,13,37,37,95,186,213,202,122,905,16,25,16,13,18,25,27,5,10,155,946,604,454,693,850,928,792,462,181,5910,0,25,288,661,912,1125,951,482,73,4517,0,108,182,194,181,105,40,10,0,820,0,41,98,171,135,71,40,42,13,611,1957,0,0,0,0,0,0,0,0,1957,0,489,0,0,0,0,0,0,0,489,0,356,130,84,60,25,3,0,0,658,0,42,9,18,27,24,30,29,10,189,0,41,6,8,13,10,0,3,0,81,0,43,32,33,42,62,45,18,6,281,0,24,92,121,250,400,404,308,169,1768,42,53,27,37,40,52,47,14,16,328,1999,1222,864,1327,1660,1874,1560,906,287,11699,Central Goldfields (S)
21750,0,67,33,26,21,36,19,5,4,211,0,36,70,61,169,227,222,301,168,1254,35,54,14,17,18,51,20,29,11,249,1771,1093,914,1227,1326,1364,846,639,236,9416,0,67,703,1336,1544,1729,1110,538,97,7124,0,287,454,356,290,175,45,13,0,1620,0,36,114,226,213,64,43,63,29,788,3648,0,0,0,0,0,0,0,0,3648,0,820,0,0,0,0,0,0,0,820,0,580,183,96,69,39,3,0,0,970,0,75,29,21,27,45,38,36,8,279,0,49,25,7,13,7,3,3,0,107,0,148,106,57,59,66,30,14,4,484,0,94,194,221,393,436,401,404,210,2353,62,126,51,56,45,96,43,45,11,535,3710,2282,1859,2376,2653,2657,1716,1116,359,18728,Colac-Otway (S)
21830,0,23,12,11,19,19,15,8,0,107,0,27,37,36,112,136,201,230,109,888,21,43,23,3,17,19,26,25,4,181,1565,786,711,947,1151,935,796,503,158,7552,0,37,626,1238,1511,1364,1010,494,78,6358,0,147,279,204,169,103,34,7,0,943,0,42,92,149,154,55,42,40,20,594,3261,0,0,0,0,0,0,0,0,3261,0,771,0,0,0,0,0,0,0,771,0,422,127,83,67,23,3,0,0,725,0,37,15,12,20,23,29,26,7,169,0,34,15,5,5,4,4,0,0,67,0,65,36,27,38,47,28,11,0,252,0,55,119,141,292,322,329,337,149,1744,49,85,66,19,35,39,47,32,7,379,3310,1695,1375,1878,2291,1980,1526,947,261,15263,Corangamite (S)
21890,0,1385,1879,437,252,186,105,51,15,4310,0,241,1076,1160,1076,1129,1177,1569,772,8200,132,229,287,171,95,74,61,74,33,1156,10291,7723,11961,11003,8197,5875,4649,3860,1368,64927,0,582,7673,11516,8370,6309,5360,3586,710,44106,0,772,4063,2933,1713,687,131,33,6,10338,0,123,519,1216,1479,856,515,575,250,5533,20873,0,0,0,0,0,0,0,0,20873,0,5494,0,0,0,0,0,0,0,5494,0,2955,2684,1468,907,301,34,3,0,8352,0,975,930,351,364,345,319,340,171,3795,0,707,845,206,128,64,24,8,6,1988,0,2848,3983,1001,558,437,211,113,28,9179,0,474,2129,2303,2226,2160,1878,2156,1048,14374,249,427,553,379,238,146,84,107,49,2232,21122,15357,23379,21373,15983,11305,8556,6921,2268,126264,Darebin (C)
22110,0,88,48,39,70,76,52,24,3,400,0,81,125,125,280,504,533,637,270,2555,48,94,53,22,71,143,108,57,17,613,3383,1868,1731,2364,2871,3153,2409,1422,457,19658,0,117,1200,2386,3214,3922,3288,1474,268,15869,0,414,782,705,636,495,166,47,6,3251,0,79,289,514,457,170,85,71,53,1718,6880,0,0,0,0,0,0,0,0,6880,0,1490,0,0,0,0,0,0,0,1490,0,1071,322,182,125,49,17,0,0,1766,0,121,52,41,57,66,66,63,54,520,0,106,40,27,20,15,13,3,0,224,0,191,120,90,134,153,112,51,7,858,0,155,307,399,666,1072,965,916,386,4866,111,198,128,80,135,250,207,92,26,1227,6991,3942,3240,4424,5444,6192,4919,2717,800,38669,East Gippsland (S)
22170,0,342,404,186,196,188,124,44,12,1496,0,193,553,557,794,1383,1355,1248,557,6640,149,332,163,83,88,92,77,46,19,1049,11325,7964,8295,9041,8626,7009,4544,2785,963,60552,0,337,5965,9648,9608,8158,5078,2462,483,41739,0,1254,3707,2530,1667,799,274,65,9,10305,0,270,994,1943,2075,900,376,270,138,6966,22995,0,0,0,0,0,0,0,0,22995,0,6185,0,0,0,0,0,0,0,6185,0,5184,2042,719,366,200,17,7,0,8535,0,632,429,198,266,357,282,236,117,2517,0,493,315,171,130,78,29,6,6,1228,0,695,1011,530,452,396,256,82,27,3449,0,388,1345,1661,1993,2444,2065,1698,755,12349,329,604,401,235,192,157,131,73,22,2144,23324,16042,16209,17635,16749,13489,8508,4899,1557,118412,Frankston (C)
22250,0,6,5,4,8,13,10,5,0,51,0,26,17,23,73,116,153,180,100,688,11,20,8,10,19,22,18,9,0,117,874,462,393,565,710,685,579,400,144,4812,0,12,350,652,877,956,774,412,69,4102,0,98,183,117,121,57,22,9,0,607,0,24,38,108,92,27,25,30,14,358,1788,0,0,0,0,0,0,0,0,1788,0,418,0,0,0,0,0,0,0,418,0,243,90,54,38,20,3,0,0,448,0,16,12,6,7,22,12,10,12,97,0,20,8,5,3,3,0,0,0,39,0,26,16,15,16,19,26,8,0,126,0,51,77,92,171,260,267,268,141,1327,27,45,22,20,38,42,26,13,3,236,1815,953,796,1069,1363,1406,1155,750,239,9546,Gannawarra (S)
22310,0,964,1110,277,168,159,100,49,23,2850,0,259,929,936,917,1314,1232,1600,1180,8367,118,162,168,118,65,87,34,48,37,837,10998,7586,9334,10122,8631,6811,4137,3517,1866,63002,0,446,7496,12723,11000,8568,4805,3154,873,49065,0,698,2671,1893,1203,675,180,53,18,7391,0,34,225,991,1363,803,302,301,225,4244,22523,0,0,0,0,0,0,0,0,22523,0,7370,0,0,0,0,0,0,0,7370,0,2724,2140,666,482,234,41,0,0,6287,0,796,685,179,161,235,231,246,183,2716,0,541,538,97,80,53,20,9,3,1341,0,2003,2636,618,383,357,196,98,48,6339,0,509,1919,1820,1824,2257,1881,2125,1532,13867,217,302,346,236,135,136,68,65,47,1552,22740,15423,18656,19223,16631,13318,7724,6051,2929,122695,Glen Eira (C)
