lga_code16,maopd_tot_a_20_24,maopd_tot_a_25_34,maopd_tot_a_35_44,maopd_tot_a_45_54,maopd_tot_a_55_64,maopd_tot_a_65_74,maopd_tot_a_75ov,maopd_tot_tot,lab_nni_a_15_19,lab_nni_a_20_24,lab_nni_a_25_34,lab_nni_a_35_44,lab_nni_a_45_54,lab_nni_a_55_64,lab_nni_a_65_74,lab_nni_a_75ov,lab_nni_tot,lab_1_149_a_15_19,lab_1_149_a_20_24,lab_1_149_a_25_34,lab_1_149_a_35_44,lab_1_149_a_45_54,lab_1_149_a_55_64,lab_1_149_a_65_74,lab_1_149_a_75ov,lab_1_149_tot,lab_150_299_a_15_19,lab_150_299_a_20_24,lab_150_299_a_25_34,lab_150_299_a_35_44,lab_150_299_a_45_54,lab_150_299_a_55_64,lab_150_299_a_65_74,lab_150_299_a_75ov,lab_150_299_tot,lab_300_399_a_15_19,lab_300_399_a_20_24,lab_300_399_a_25_34,lab_300_399_a_35_44,lab_300_399_a_45_54,lab_300_399_a_55_64,lab_300_399_a_65_74,lab_300_399_a_75ov,lab_300_399_tot,lab_400_499_a_15_19,lab_400_499_a_20_24,lab_400_499_a_25_34,lab_400_499_a_35_44,lab_400_499_a_45_54,lab_400_499_a_55_64,lab_400_499_a_65_74,lab_400_499_a_75ov,lab_400_499_tot,lab_500_649_a_15_19,lab_500_649_a_20_24,lab_500_649_a_25_34,lab_500_649_a_35_44,lab_500_649_a_45_54,lab_500_649_a_55_64,lab_500_649_a_65_74,lab_500_649_a_75ov,lab_500_649_tot,lab_650_799_a_15_19,lab_650_799_a_20_24,lab_650_799_a_25_34,lab_650_799_a_35_44,lab_650_799_a_45_54,lab_650_799_a_55_64,lab_650_799_a_65_74,lab_650_799_a_75ov,lab_650_799_tot,lab_800_999_a_15_19,lab_800_999_a_20_24,lab_800_999_a_25_34,lab_800_999_a_35_44,lab_800_999_a_45_54,lab_800_999_a_55_64,lab_800_999_a_65_74,lab_800_999_a_75ov,lab_800_999_tot,lab_1000_1249_a_15_19,lab_1000_1249_a_20_24,lab_1000_1249_a_25_34,lab_1000_1249_a_35_44,lab_1000_1249_a_45_54,lab_1000_1249_a_55_64,lab_1000_1249_a_65_74,lab_1000_1249_a_75ov,lab_1000_1249_tot,lab_1250_1499_a_15_19,lab_1250_1499_a_20_24,lab_1250_1499_a_25_34,lab_1250_1499_a_35_44,lab_1250_1499_a_45_54,lab_1250_1499_a_55_64,lab_1250_1499_a_65_74,lab_1250_1499_a_75ov,lab_1250_1499_tot,lab_1500_1749_a_15_19,lab_1500_1749_a_20_24,lab_1500_1749_a_25_34,lab_1500_1749_a_35_44,lab_1500_1749_a_45_54,lab_1500_1749_a_55_64,lab_1500_1749_a_65_74,lab_1500_1749_a_75ov,lab_1500_1749_tot,lab_1750_1999_a_15_19,lab_1750_1999_a_20_24,lab_1750_1999_a_25_34,lab_1750_1999_a_35_44,lab_1750_1999_a_45_54,lab_1750_1999_a_55_64,lab_1750_1999_a_65_74,lab_1750_1999_a_75ov,lab_1750_1999_tot,lab_2000_2999_a_15_19,lab_2000_2999_a_20_24,lab_2000_2999_a_25_34,lab_2000_2999_a_35_44,lab_2000_2999_a_45_54,lab_2000_2999_a_55_64,lab_2000_2999_a_65_74,lab_2000_2999_a_75ov,lab_2000_2999_tot,lab_3000mo_a_15_19,lab_3000mo_a_20_24,lab_3000mo_a_25_34,lab_3000mo_a_35_44,lab_3000mo_a_45_54,lab_3000mo_a_55_64,lab_3000mo_a_65_74,lab_3000mo_a_75ov,lab_3000mo_tot,lab_pins_a_15_19,lab_pins_a_20_24,lab_pins_a_25_34,lab_pins_a_35_44,lab_pins_a_45_54,lab_pins_a_55_64,lab_pins_a_65_74,lab_pins_a_75ov,lab_pins_tot,lab_tot_a_15_19,lab_tot_a_20_24,lab_tot_a_25_34,lab_tot_a_35_44,lab_tot_a_45_54,lab_tot_a_55_64,lab_tot_a_65_74,lab_tot_a_75ov,lab_tot_tot,oidns_nni_a_15_19,oidns_nni_a_20_24,oidns_nni_a_25_34,oidns_nni_a_35_44,oidns_nni_a_45_54,oidns_nni_a_55_64,oidns_nni_a_65_74,oidns_nni_a_75ov,oidns_nni_t,oidns_1_149_a_15_19,oidns_1_149_a_20_24,oidns_1_149_a_25_34,oidns_1_149_a_35_44,oidns_1_149_a_45_54,oidns_1_149_a_55_64,oidns_1_149_a_65_74,oidns_1_149_a_75ov,oidns_1_149_t,oidns_150_299_a_15_19,oidns_150_299_a_20_24,oidns_150_299_a_25_34,oidns_150_299_a_35_44,oidns_150_299_a_45_54,oidns_150_299_a_55_64,oidns_150_299_a_65_74,oidns_150_299_a_75ov,oidns_150_299_t,oidns_300_399_a_15_19,oidns_300_399_a_20_24,oidns_300_399_a_25_34,oidns_300_399_a_35_44,oidns_300_399_a_45_54,oidns_300_399_a_55_64,oidns_300_399_a_65_74,oidns_300_399_a_75ov,oidns_300_399_t,oidns_400_499_a_15_19,oidns_400_499_a_20_24,oidns_400_499_a_25_34,oidns_400_499_a_35_44,oidns_400_499_a_45_54,oidns_400_499_a_55_64,oidns_400_499_a_65_74,oidns_400_499_a_75ov,oidns_400_499_t,oidns_500_649_a_15_19,oidns_500_649_a_20_24,oidns_500_649_a_25_34,lga_name16
25060,68,266,251,327,300,78,11,1322,3,6,4,3,3,5,0,0,25,203,32,13,3,6,12,9,0,270,56,58,39,13,20,26,12,4,223,21,58,48,26,28,31,15,3,224,15,53,47,43,33,37,18,3,250,3,59,64,40,69,58,24,6,323,6,37,87,61,66,54,15,0,333,0,28,61,56,62,49,9,3,269,0,13,47,47,46,30,13,0,203,0,3,20,21,22,17,6,0,97,0,0,14,8,14,4,0,0,43,0,0,3,12,7,5,0,0,35,0,0,3,17,4,8,0,0,40,0,0,3,0,0,3,0,0,7,5,9,7,11,8,8,0,0,53,325,351,465,364,400,344,120,23,2386,3,4,3,7,4,0,0,0,23,14,4,3,0,4,0,0,0,28,3,7,3,4,3,4,0,0,25,0,6,7,3,3,3,0,0,30,3,11,9,3,3,8,0,3,35,3,7,12,Moonee Valley (C)
25150,26,116,140,162,150,40,3,650,3,0,0,0,3,0,0,0,10,105,6,0,9,7,6,3,0,136,32,28,10,6,14,15,3,0,109,8,16,6,11,19,19,0,0,75,0,8,9,14,18,14,4,0,70,3,12,16,16,34,18,9,0,114,3,27,22,25,32,28,8,3,144,0,16,26,21,27,21,5,0,115,0,3,15,19,19,17,5,0,77,0,3,8,8,11,4,3,0,30,0,0,3,0,0,3,0,0,14,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,0,0,16,154,122,123,137,190,137,43,5,915,0,0,0,0,0,0,3,0,11,8,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,10,0,0,0,Moorabool (S)
25250,147,635,480,509,467,125,3,2390,12,3,7,3,5,5,0,0,36,135,34,20,15,16,13,3,0,235,33,57,57,38,48,39,14,0,288,19,73,87,49,58,49,11,5,344,9,56,88,57,60,44,18,4,337,10,56,117,75,96,75,23,10,465,3,58,135,80,119,98,21,0,519,5,36,115,86,93,73,14,0,431,3,13,63,64,64,50,14,3,268,0,7,33,30,31,30,0,0,136,0,5,20,20,33,17,5,0,89,0,0,10,20,11,5,0,0,53,0,0,8,13,13,8,0,0,38,0,3,7,3,0,6,0,0,17,3,5,4,14,6,14,0,0,50,234,419,775,559,650,521,130,23,3307,3,3,3,7,3,0,0,0,19,10,6,0,3,3,0,0,0,22,4,11,6,3,5,4,3,0,33,0,5,11,7,4,3,5,0,40,0,0,9,5,5,5,0,0,34,0,7,19,Moreland (C)
25340,103,239,322,479,422,122,7,1735,23,4,3,7,8,4,6,0,54,451,30,21,14,23,24,11,0,585,110,74,33,42,61,75,21,5,422,57,85,48,55,70,78,29,3,420,41,77,62,83,95,101,39,10,505,24,109,105,101,172,152,51,11,724,23,116,166,151,191,167,42,3,862,8,74,145,154,226,131,28,3,759,3,36,103,101,115,84,23,0,463,0,11,42,44,53,29,10,0,193,0,3,21,23,41,23,3,0,121,0,3,20,21,24,19,0,0,85,0,0,7,23,22,6,4,0,63,0,3,3,4,8,7,3,3,34,20,8,14,22,21,13,7,3,107,758,631,797,847,1126,923,276,42,5401,9,3,3,4,3,8,0,0,26,26,3,3,7,0,3,0,0,41,7,3,4,9,9,11,0,0,40,4,0,6,3,6,9,5,9,38,0,6,3,7,7,10,7,5,49,0,4,5,Mornington Peninsula (S)
17100,192,566,556,617,459,89,3,2511,3,0,3,3,0,3,0,0,13,26,10,3,0,0,3,0,0,47,14,21,19,8,19,8,4,0,98,6,35,38,22,41,30,0,0,162,12,30,37,23,41,20,3,0,163,12,47,61,44,52,53,6,3,275,6,50,99,73,95,59,7,0,392,3,29,87,54,88,54,13,0,342,6,16,78,58,68,38,8,0,266,0,4,39,30,37,19,0,0,135,0,6,17,18,22,9,4,0,70,0,3,9,9,4,6,0,0,33,0,4,10,12,11,3,0,0,32,0,0,0,0,3,0,3,0,11,0,4,5,12,3,0,0,0,28,87,258,510,372,478,302,47,11,2074,0,3,4,0,4,0,3,0,19,4,3,0,3,0,0,0,0,15,0,6,3,0,6,0,0,0,22,3,5,9,4,0,3,0,0,30,0,3,11,0,3,3,6,0,27,0,11,7,Strathfield (A)
17150,202,428,492,641,577,171,18,2638,18,8,7,5,6,7,0,0,46,568,46,22,23,18,13,4,0,698,179,121,46,35,43,48,18,4,496,51,98,84,50,63,59,16,7,419,25,103,108,56,76,70,27,7,475,16,87,143,113,133,107,35,6,640,17,74,143,117,161,158,32,3,710,13,67,128,123,139,134,40,3,646,5,38,85,107,118,99,27,3,469,0,11,40,51,58,33,14,4,207,0,3,32,40,30,27,3,0,139,0,0,17,28,29,13,0,0,92,0,0,14,28,22,15,4,3,85,4,3,3,5,13,6,0,0,27,16,7,13,11,15,18,6,0,79,917,669,884,796,930,805,224,36,5246,4,8,3,3,5,3,0,3,29,27,0,3,0,9,0,0,0,39,4,4,9,3,6,4,0,3,37,3,9,7,13,3,3,4,4,54,3,6,18,11,10,3,3,3,52,6,13,12,Sutherland Shire (A)
17200,579,1568,1414,1579,1342,281,29,6931,25,18,22,15,14,10,0,0,110,264,108,76,39,31,30,3,0,560,172,305,273,115,94,94,24,3,1075,116,493,633,188,132,127,29,3,1723,86,592,1089,330,194,171,33,6,2505,68,433,914,408,354,323,81,12,2592,40,346,878,495,495,430,92,9,2787,31,234,763,442,480,424,74,3,2437,13,117,460,369,318,230,51,3,1553,11,69,260,205,189,130,22,3,890,3,35,196,188,171,117,17,0,724,0,16,93,98,109,68,16,0,399,0,16,90,76,71,52,11,0,324,0,3,21,32,24,22,10,4,108,16,32,66,43,53,43,15,0,251,845,2815,5831,3029,2719,2267,487,47,18039,34,40,92,58,25,11,11,6,279,61,62,31,32,19,14,6,7,225,32,96,75,39,30,20,12,7,313,22,100,97,41,35,23,8,12,344,30,88,128,53,52,35,18,15,414,14,117,187,Sydney (C)
17310,94,233,278,394,322,105,12,1493,10,0,4,3,7,5,0,0,32,134,4,5,11,13,19,3,0,180,63,22,25,27,37,29,10,0,216,34,25,38,41,48,50,12,4,248,29,29,38,44,61,53,21,3,283,32,72,91,71,76,74,19,0,440,43,112,169,122,139,96,20,4,708,19,98,238,130,139,102,12,0,744,9,34,140,94,75,57,9,0,424,0,7,31,32,31,10,7,0,117,0,4,8,13,14,5,3,0,45,0,0,4,5,0,8,0,0,20,0,0,4,8,0,3,0,0,12,3,0,0,3,0,7,0,0,14,12,7,12,12,8,5,0,0,65,395,416,806,616,658,518,130,19,3554,0,0,0,4,0,3,0,0,15,9,0,0,0,0,0,0,0,17,7,0,0,0,0,7,0,0,14,0,0,0,0,3,5,0,3,18,0,3,3,5,0,3,0,0,18,3,5,0,Tamworth Regional (A)
17350,3,20,19,42,33,11,3,140,3,0,0,0,0,0,0,0,3,8,0,0,0,6,3,0,0,16,8,0,0,0,3,5,0,0,25,7,4,3,3,3,12,3,0,29,0,3,3,0,5,3,0,0,15,9,0,0,5,6,3,8,0,28,0,3,4,7,6,11,0,0,41,0,4,8,9,9,4,0,0,35,0,3,7,5,4,0,0,0,25,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,11,39,25,39,40,50,56,10,4,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,Temora (A)
17400,11,23,36,39,43,7,0,159,0,0,0,0,3,0,0,0,7,17,0,3,4,0,3,0,0,24,3,4,6,5,3,9,0,0,30,0,0,3,7,8,9,7,0,43,3,0,0,6,3,15,6,0,37,0,7,5,4,10,4,4,0,41,0,3,14,9,9,10,4,4,50,0,10,4,3,11,14,3,0,49,0,0,4,0,4,8,0,0,20,0,0,3,3,0,3,0,0,10,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,10,23,24,48,49,70,89,27,5,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,0,0,0,Tenterfield (A)
22310,56,127,119,171,198,57,11,750,14,0,4,0,3,0,0,0,26,163,31,15,4,16,12,10,4,245,56,75,37,15,18,28,17,7,252,24,69,47,30,26,31,14,4,240,10,47,52,23,36,40,20,6,237,13,41,74,39,46,50,21,4,277,4,57,96,54,59,54,20,4,345,0,16,77,62,54,52,10,0,278,3,4,37,28,48,51,5,3,181,0,3,23,17,16,23,0,0,89,0,0,23,16,14,11,0,0,62,0,0,7,17,15,3,0,0,44,0,0,12,13,9,8,0,0,50,0,0,3,3,3,0,0,0,11,4,4,8,8,3,5,5,0,40,286,358,513,329,388,355,125,32,2387,4,0,3,10,5,3,0,0,26,6,3,3,3,0,3,0,0,25,6,4,3,6,3,0,0,0,28,3,3,3,10,5,10,0,3,37,0,4,6,3,5,3,3,6,27,0,4,13,Glen Eira (C)
22410,50,140,175,326,223,38,4,964,7,3,0,0,0,0,0,0,14,66,7,0,7,5,10,0,0,101,24,7,12,9,13,12,4,3,85,4,8,8,16,21,19,4,3,95,7,8,3,15,30,23,6,0,93,12,12,24,27,39,20,7,0,136,5,20,23,18,37,24,6,0,130,0,10,20,20,29,27,4,3,112,0,8,14,13,35,23,4,0,96,0,3,3,9,11,11,3,0,45,0,0,4,6,16,0,3,0,35,0,0,3,3,7,10,0,0,23,0,0,0,3,14,8,0,0,25,0,0,0,5,3,4,3,0,11,0,5,3,7,6,13,7,0,33,127,98,128,169,257,200,57,13,1045,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,3,0,12,0,0,0,Glenelg (S)
22490,9,38,45,62,38,14,3,210,0,0,0,0,0,4,0,0,5,30,6,3,4,0,4,0,0,43,8,9,4,3,7,8,7,0,48,3,6,8,8,4,6,0,0,36,3,4,5,15,13,10,7,0,58,5,15,16,15,8,9,3,0,72,4,18,17,20,16,12,3,0,90,0,6,14,12,22,15,7,0,75,0,4,12,16,11,9,3,0,55,0,0,3,7,4,3,0,0,16,0,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,51,73,80,107,104,81,28,8,526,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,Golden Plains (S)
22620,190,455,493,705,586,126,8,2618,26,3,5,3,4,8,0,0,45,385,25,15,10,20,24,3,0,489,102,73,36,31,55,52,22,3,378,51,73,65,67,58,72,22,3,414,21,75,88,54,93,93,22,9,452,28,95,119,123,155,125,26,5,665,17,133,217,155,179,179,15,8,909,8,88,162,135,128,119,15,3,658,0,44,91,66,84,71,4,0,362,0,8,27,46,38,26,0,0,155,0,3,19,27,34,18,0,0,108,0,4,8,7,11,3,7,0,35,0,3,13,4,7,0,0,0,34,0,0,0,3,0,3,0,0,16,7,8,9,4,22,14,0,0,73,654,640,879,756,884,809,143,32,4798,5,0,3,6,0,7,3,0,24,15,6,5,6,0,0,0,0,33,6,5,3,4,0,7,3,0,23,6,11,4,10,0,10,3,3,45,0,0,7,3,7,7,7,4,39,3,6,4,Greater Bendigo (C)
22670,963,2780,3141,3561,2620,421,29,13690,17,23,12,17,8,6,5,0,93,235,57,30,35,26,29,6,0,416,127,120,93,76,79,78,16,0,588,55,131,117,95,116,106,20,8,653,38,126,166,106,155,106,45,3,738,53,178,273,239,288,215,57,7,1307,45,308,536,553,587,372,83,0,2491,13,218,524,456,529,342,59,0,2152,15,78,279,316,300,215,28,0,1233,0,19,129,142,130,88,13,0,530,3,11,69,72,83,41,9,0,293,0,3,54,41,40,28,8,0,164,0,6,34,47,38,18,0,0,148,0,0,12,13,6,4,3,0,42,12,23,41,31,37,24,10,4,178,612,1308,2368,2240,2437,1675,358,29,11035,8,8,17,17,12,9,3,0,74,21,10,8,8,3,8,0,0,61,9,12,12,7,9,12,4,0,61,3,16,20,8,12,11,7,9,88,4,10,19,14,16,12,3,5,91,3,18,31,Greater Dandenong (C)
22750,412,897,1004,1419,1249,262,19,5381,47,12,4,10,7,8,0,0,83,812,94,36,19,45,41,13,5,1061,205,191,65,77,97,119,30,0,775,72,139,90,110,131,142,57,12,751,40,160,111,119,176,186,61,11,865,32,174,175,186,262,229,66,16,1149,22,183,283,246,328,248,55,3,1372,20,134,253,213,295,241,40,0,1198,0,53,185,198,178,159,22,8,804,3,12,85,85,97,54,14,0,353,3,11,55,55,51,32,4,0,215,0,3,37,34,35,13,0,0,129,0,3,35,48,36,20,3,0,137,0,0,6,3,12,6,3,0,32,23,24,16,43,47,33,9,0,185,1285,1190,1426,1455,1790,1524,375,56,9111,11,3,8,14,14,3,0,3,44,41,4,10,11,5,0,4,0,77,14,16,9,16,11,14,4,7,81,3,6,12,5,8,12,4,3,54,8,8,10,10,24,17,5,8,84,4,12,13,Greater Geelong (C)
25430,20,64,64,62,83,24,3,317,7,0,0,0,3,0,0,0,7,70,3,0,3,9,4,0,0,91,11,10,3,3,11,14,3,0,55,8,15,11,7,14,13,0,0,70,8,15,25,12,24,21,5,0,117,14,40,58,35,39,34,5,4,226,12,81,83,63,87,68,6,0,392,3,36,84,54,79,65,13,3,325,0,15,36,29,28,29,0,0,135,0,3,4,4,9,8,0,0,36,0,0,0,3,7,5,0,0,17,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,9,0,6,14,0,0,33,131,228,315,217,306,267,35,10,1507,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,7,0,0,0,0,4,0,6,0,13,3,0,0,0,3,0,0,0,6,0,0,0,Mount Alexander (S)
25490,32,90,97,186,123,25,6,566,3,0,0,0,0,0,0,0,12,44,4,0,4,11,5,0,0,69,11,4,8,5,13,10,4,0,58,3,14,13,11,8,20,0,0,71,9,11,8,13,14,16,6,0,77,16,14,13,18,27,33,12,3,127,6,34,29,21,35,17,6,0,143,11,23,39,25,35,35,4,0,174,4,13,37,31,38,34,3,3,162,0,4,19,19,17,21,0,0,83,0,0,7,27,9,8,0,0,52,0,0,6,6,13,3,3,0,32,0,0,8,3,8,8,0,0,22,0,0,0,3,4,0,0,0,8,6,0,0,0,3,11,4,0,31,111,129,196,195,244,211,46,9,1142,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,3,0,9,0,0,0,3,0,3,7,0,15,0,0,3,Moyne (S)
25620,10,27,43,53,57,23,3,214,3,0,0,0,3,6,0,0,18,24,3,3,3,7,4,0,0,48,10,6,3,10,9,15,0,0,61,0,3,0,12,13,9,0,0,49,0,4,4,10,11,16,0,0,39,5,9,8,13,21,15,9,0,79,5,3,10,14,21,13,6,0,67,0,3,7,15,18,28,0,0,72,0,3,3,7,10,8,0,0,35,0,0,8,7,6,4,0,0,19,0,0,0,6,4,0,4,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,0,0,0,3,3,0,15,54,50,58,96,122,117,26,3,522,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,0,0,3,0,0,3,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,Murrindindi (S)
25710,25,56,62,91,115,44,0,409,3,0,0,0,3,3,0,0,8,185,23,3,3,3,4,5,0,235,36,37,8,13,16,14,10,0,125,10,18,3,12,16,11,3,3,74,4,21,11,11,18,19,12,3,97,3,16,19,9,22,21,12,3,92,4,21,16,20,30,17,7,0,122,3,10,17,22,23,14,7,0,98,0,8,27,8,24,19,4,0,87,0,0,10,11,14,9,4,0,45,0,0,0,8,12,7,0,0,26,0,0,3,3,0,4,3,0,15,0,0,4,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,17,262,155,119,122,178,139,70,12,1058,0,0,0,3,3,0,0,0,17,9,0,0,0,0,0,0,0,15,3,0,0,4,0,0,0,0,7,0,3,0,0,0,0,3,0,9,4,3,0,0,0,3,0,0,10,0,4,0,Nillumbik (S)
25810,13,56,49,71,88,24,0,310,3,0,0,0,0,0,4,0,10,41,3,0,6,0,4,0,0,57,13,8,8,7,3,13,0,0,50,10,5,8,7,13,18,9,0,63,6,9,18,18,20,11,0,3,81,6,22,11,18,26,22,4,3,112,12,33,49,27,41,28,0,0,180,3,29,53,25,21,26,0,0,159,0,3,10,21,26,16,3,4,90,0,0,6,3,8,7,3,0,30,0,3,0,3,4,6,0,0,11,0,3,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,21,88,124,161,140,177,150,35,5,879,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,7,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,Northern Grampians (S)
25900,170,416,326,342,257,77,3,1632,11,11,8,3,3,4,0,0,37,83,49,19,13,10,12,0,0,186,30,74,69,32,24,28,7,0,262,28,114,134,32,27,46,11,0,397,13,96,142,42,39,34,19,3,395,14,81,153,57,67,54,16,3,453,3,54,137,76,83,72,10,0,431,3,30,144,77,68,72,22,0,417,0,12,91,48,69,42,7,0,278,0,8,36,31,38,20,3,0,146,0,4,20,20,43,13,5,0,113,0,0,12,22,22,5,0,0,64,0,0,28,27,26,3,4,0,92,0,0,0,8,9,3,3,0,20,3,4,20,5,7,6,3,0,50,189,547,1018,502,533,428,122,9,3349,3,4,15,16,10,5,0,0,47,8,3,7,0,0,0,0,0,24,7,3,4,6,0,3,0,0,29,0,12,14,7,4,10,4,4,56,0,11,16,5,7,4,4,3,60,0,15,23,Port Phillip (C)
25990,3,28,37,46,29,0,0,146,3,0,0,0,0,0,0,0,4,11,3,0,0,0,0,0,0,13,4,0,3,0,3,9,0,0,21,3,3,3,0,9,6,3,0,28,0,10,3,7,3,10,0,0,32,5,5,6,4,7,7,3,0,40,0,10,4,9,5,10,3,0,47,0,3,3,4,3,10,4,0,38,0,0,5,5,3,8,3,0,22,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,32,35,40,40,67,18,0,259,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,Pyrenees (S)
26080,3,4,0,0,8,0,0,18,3,0,0,0,0,0,0,0,6,19,0,0,0,4,0,0,0,22,3,0,0,0,0,10,0,0,16,0,0,0,0,3,7,0,0,14,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,11,0,3,3,3,5,0,0,0,17,0,0,3,5,0,0,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,8,11,20,23,28,8,0,125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Queenscliffe (B)
26170,22,99,143,224,212,54,3,761,8,0,0,0,4,3,0,0,13,77,6,4,4,9,8,3,0,110,17,14,8,11,23,34,8,0,116,9,14,16,21,35,39,14,0,147,9,11,17,22,30,30,11,3,140,11,20,37,21,48,29,10,0,176,3,19,37,24,47,34,6,0,178,3,19,44,29,47,37,7,0,189,3,9,34,26,45,29,5,0,142,0,4,13,18,12,12,3,0,67,0,0,12,14,23,14,0,0,61,0,0,11,13,14,9,3,0,49,0,0,0,3,7,4,0,0,20,0,0,3,0,0,3,0,0,11,4,3,3,4,3,12,0,0,24,153,124,241,207,338,287,81,13,1434,0,0,0,0,3,0,0,0,4,3,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,3,9,0,0,0,3,0,3,5,3,15,3,0,0,0,0,5,4,0,15,0,0,0,South Gippsland (S)
26260,17,47,64,101,95,28,4,358,0,0,3,0,0,0,0,0,3,49,3,4,0,3,5,0,0,69,13,10,7,5,5,17,4,0,67,14,7,6,4,12,20,11,0,77,3,7,5,9,18,9,8,3,64,7,17,17,14,19,24,6,0,109,8,15,17,21,39,25,7,0,129,5,11,21,27,25,26,3,0,114,0,3,10,15,8,17,3,0,56,0,0,0,3,9,7,4,0,21,0,4,0,0,8,5,0,0,12,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,0,18,96,79,100,101,153,163,51,15,756,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,8,0,0,0,Southern Grampians (S)
26350,89,147,93,166,156,30,3,707,8,10,4,3,0,0,0,0,32,161,62,14,4,9,12,5,0,261,57,124,60,38,12,38,13,4,345,28,125,104,35,42,37,9,0,385,15,122,114,45,55,34,12,3,397,11,67,140,33,74,67,18,7,410,3,50,103,70,77,61,28,0,382,0,26,110,68,69,77,14,0,362,0,19,53,45,54,34,13,0,221,0,4,27,28,29,14,3,0,100,0,3,16,22,27,14,3,0,86,0,0,6,16,11,9,3,0,44,0,3,21,12,28,10,3,0,68,0,3,5,7,6,3,3,0,27,8,4,10,11,5,9,3,0,51,295,627,779,430,499,407,122,23,3181,4,3,10,8,3,9,0,3,37,11,4,0,0,3,0,0,0,22,3,9,9,8,3,0,0,0,29,0,8,12,7,3,4,0,4,45,3,12,7,11,10,4,0,5,51,0,7,20,Stonnington (C)
