lga_code16,maopd_tot_a_20_24,maopd_tot_a_25_34,maopd_tot_a_35_44,maopd_tot_a_45_54,maopd_tot_a_55_64,maopd_tot_a_65_74,maopd_tot_a_75ov,maopd_tot_tot,lab_nni_a_15_19,lab_nni_a_20_24,lab_nni_a_25_34,lab_nni_a_35_44,lab_nni_a_45_54,lab_nni_a_55_64,lab_nni_a_65_74,lab_nni_a_75ov,lab_nni_tot,lab_1_149_a_15_19,lab_1_149_a_20_24,lab_1_149_a_25_34,lab_1_149_a_35_44,lab_1_149_a_45_54,lab_1_149_a_55_64,lab_1_149_a_65_74,lab_1_149_a_75ov,lab_1_149_tot,lab_150_299_a_15_19,lab_150_299_a_20_24,lab_150_299_a_25_34,lab_150_299_a_35_44,lab_150_299_a_45_54,lab_150_299_a_55_64,lab_150_299_a_65_74,lab_150_299_a_75ov,lab_150_299_tot,lab_300_399_a_15_19,lab_300_399_a_20_24,lab_300_399_a_25_34,lab_300_399_a_35_44,lab_300_399_a_45_54,lab_300_399_a_55_64,lab_300_399_a_65_74,lab_300_399_a_75ov,lab_300_399_tot,lab_400_499_a_15_19,lab_400_499_a_20_24,lab_400_499_a_25_34,lab_400_499_a_35_44,lab_400_499_a_45_54,lab_400_499_a_55_64,lab_400_499_a_65_74,lab_400_499_a_75ov,lab_400_499_tot,lab_500_649_a_15_19,lab_500_649_a_20_24,lab_500_649_a_25_34,lab_500_649_a_35_44,lab_500_649_a_45_54,lab_500_649_a_55_64,lab_500_649_a_65_74,lab_500_649_a_75ov,lab_500_649_tot,lab_650_799_a_15_19,lab_650_799_a_20_24,lab_650_799_a_25_34,lab_650_799_a_35_44,lab_650_799_a_45_54,lab_650_799_a_55_64,lab_650_799_a_65_74,lab_650_799_a_75ov,lab_650_799_tot,lab_800_999_a_15_19,lab_800_999_a_20_24,lab_800_999_a_25_34,lab_800_999_a_35_44,lab_800_999_a_45_54,lab_800_999_a_55_64,lab_800_999_a_65_74,lab_800_999_a_75ov,lab_800_999_tot,lab_1000_1249_a_15_19,lab_1000_1249_a_20_24,lab_1000_1249_a_25_34,lab_1000_1249_a_35_44,lab_1000_1249_a_45_54,lab_1000_1249_a_55_64,lab_1000_1249_a_65_74,lab_1000_1249_a_75ov,lab_1000_1249_tot,lab_1250_1499_a_15_19,lab_1250_1499_a_20_24,lab_1250_1499_a_25_34,lab_1250_1499_a_35_44,lab_1250_1499_a_45_54,lab_1250_1499_a_55_64,lab_1250_1499_a_65_74,lab_1250_1499_a_75ov,lab_1250_1499_tot,lab_1500_1749_a_15_19,lab_1500_1749_a_20_24,lab_1500_1749_a_25_34,lab_1500_1749_a_35_44,lab_1500_1749_a_45_54,lab_1500_1749_a_55_64,lab_1500_1749_a_65_74,lab_1500_1749_a_75ov,lab_1500_1749_tot,lab_1750_1999_a_15_19,lab_1750_1999_a_20_24,lab_1750_1999_a_25_34,lab_1750_1999_a_35_44,lab_1750_1999_a_45_54,lab_1750_1999_a_55_64,lab_1750_1999_a_65_74,lab_1750_1999_a_75ov,lab_1750_1999_tot,lab_2000_2999_a_15_19,lab_2000_2999_a_20_24,lab_2000_2999_a_25_34,lab_2000_2999_a_35_44,lab_2000_2999_a_45_54,lab_2000_2999_a_55_64,lab_2000_2999_a_65_74,lab_2000_2999_a_75ov,lab_2000_2999_tot,lab_3000mo_a_15_19,lab_3000mo_a_20_24,lab_3000mo_a_25_34,lab_3000mo_a_35_44,lab_3000mo_a_45_54,lab_3000mo_a_55_64,lab_3000mo_a_65_74,lab_3000mo_a_75ov,lab_3000mo_tot,lab_pins_a_15_19,lab_pins_a_20_24,lab_pins_a_25_34,lab_pins_a_35_44,lab_pins_a_45_54,lab_pins_a_55_64,lab_pins_a_65_74,lab_pins_a_75ov,lab_pins_tot,lab_tot_a_15_19,lab_tot_a_20_24,lab_tot_a_25_34,lab_tot_a_35_44,lab_tot_a_45_54,lab_tot_a_55_64,lab_tot_a_65_74,lab_tot_a_75ov,lab_tot_tot,oidns_nni_a_15_19,oidns_nni_a_20_24,oidns_nni_a_25_34,oidns_nni_a_35_44,oidns_nni_a_45_54,oidns_nni_a_55_64,oidns_nni_a_65_74,oidns_nni_a_75ov,oidns_nni_t,oidns_1_149_a_15_19,oidns_1_149_a_20_24,oidns_1_149_a_25_34,oidns_1_149_a_35_44,oidns_1_149_a_45_54,oidns_1_149_a_55_64,oidns_1_149_a_65_74,oidns_1_149_a_75ov,oidns_1_149_t,oidns_150_299_a_15_19,oidns_150_299_a_20_24,oidns_150_299_a_25_34,oidns_150_299_a_35_44,oidns_150_299_a_45_54,oidns_150_299_a_55_64,oidns_150_299_a_65_74,oidns_150_299_a_75ov,oidns_150_299_t,oidns_300_399_a_15_19,oidns_300_399_a_20_24,oidns_300_399_a_25_34,oidns_300_399_a_35_44,oidns_300_399_a_45_54,oidns_300_399_a_55_64,oidns_300_399_a_65_74,oidns_300_399_a_75ov,oidns_300_399_t,oidns_400_499_a_15_19,oidns_400_499_a_20_24,oidns_400_499_a_25_34,oidns_400_499_a_35_44,oidns_400_499_a_45_54,oidns_400_499_a_55_64,oidns_400_499_a_65_74,oidns_400_499_a_75ov,oidns_400_499_t,oidns_500_649_a_15_19,oidns_500_649_a_20_24,oidns_500_649_a_25_34,lga_name16
21830,35,59,92,137,113,39,4,490,3,3,0,0,0,0,3,0,15,74,8,8,0,4,8,0,0,100,14,11,14,8,11,14,3,5,87,10,11,8,16,15,33,7,0,94,0,14,17,10,16,16,11,0,73,9,25,21,22,22,25,5,0,126,4,22,32,27,23,23,5,0,128,3,30,32,33,29,31,4,0,151,3,11,27,21,27,22,7,0,121,0,3,3,12,12,12,0,0,38,0,7,8,4,8,11,3,0,38,0,0,11,9,21,5,0,0,43,0,0,0,0,4,5,0,0,11,0,0,3,0,0,4,0,0,14,3,3,4,4,8,4,0,0,30,131,143,185,171,200,203,47,13,1084,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,0,5,3,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,Corangamite (S)
21890,241,592,545,753,607,114,14,2910,14,8,4,3,11,0,0,0,42,211,42,12,14,19,9,9,0,317,81,84,61,39,36,32,5,8,350,27,90,73,41,55,47,14,7,351,14,88,89,58,64,64,14,3,393,14,56,127,71,102,103,29,0,499,3,71,154,115,151,112,20,0,628,5,52,120,78,137,82,17,0,494,0,10,66,54,63,42,12,0,253,0,4,29,29,43,20,3,0,127,0,3,16,20,25,18,4,0,91,0,0,15,10,13,8,0,0,52,0,0,9,16,9,8,3,0,44,0,0,0,7,3,4,4,0,16,7,7,9,12,12,14,8,0,67,378,516,789,560,745,574,137,26,3731,7,7,7,9,7,0,0,0,32,8,0,7,3,3,0,0,0,23,4,16,14,0,3,5,4,0,47,5,7,15,5,7,3,3,6,38,0,5,13,6,9,3,3,3,46,0,11,14,Darebin (C)
22110,57,124,156,244,212,71,9,877,10,3,0,4,8,8,4,0,41,114,9,8,11,15,15,5,0,169,26,17,15,21,32,31,5,0,145,22,21,23,33,30,45,14,0,193,9,19,32,31,44,48,19,5,212,7,31,62,43,80,82,17,5,335,13,37,78,53,86,72,11,5,340,4,21,51,59,86,62,17,0,299,0,10,43,33,55,50,10,0,201,0,3,21,14,14,9,0,0,56,0,0,6,3,9,13,0,0,32,0,0,5,7,3,3,3,0,17,0,0,0,0,0,0,0,0,8,0,0,3,0,0,3,0,0,8,5,6,7,5,8,9,4,0,38,211,179,343,319,476,448,108,16,2099,3,0,3,0,3,7,0,0,12,14,0,0,0,0,0,0,0,13,0,0,0,4,0,5,0,3,17,0,0,3,0,3,3,3,6,22,0,0,0,3,3,3,5,0,20,4,0,3,East Gippsland (S)
22170,188,330,378,527,454,128,16,2068,18,7,10,5,7,4,0,0,43,394,40,15,14,12,17,8,0,498,118,64,41,34,36,47,7,3,346,35,53,31,36,49,55,21,8,293,34,61,51,51,60,71,17,4,350,26,85,71,105,139,106,42,8,588,25,90,123,122,149,106,36,0,652,3,48,114,78,117,94,20,3,479,0,31,84,86,105,57,12,6,377,0,10,48,47,49,12,0,0,159,0,5,15,27,22,10,0,0,81,0,7,12,10,13,4,0,0,46,0,0,20,19,12,9,3,0,61,0,0,3,10,5,0,0,0,19,14,7,11,14,12,19,3,0,75,664,504,644,649,798,599,175,30,4065,0,4,9,7,4,4,0,0,34,15,3,0,0,4,0,0,0,23,3,9,11,0,5,4,4,0,35,7,9,11,7,9,3,4,3,50,4,3,0,4,10,7,3,3,36,0,4,8,Frankston (C)
22250,11,38,32,62,69,26,4,251,3,0,0,0,0,0,0,0,3,29,3,0,0,5,7,0,0,44,4,3,0,7,3,11,3,0,35,6,3,3,3,16,13,4,0,47,0,4,7,5,9,12,5,4,39,8,9,19,9,28,19,9,0,99,7,10,11,17,19,22,3,3,94,0,10,17,19,31,13,3,0,82,0,3,12,13,13,18,0,0,54,0,0,6,0,0,7,0,0,17,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,5,4,0,3,0,13,52,42,75,92,129,116,37,4,538,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,Gannawarra (S)
22830,103,264,354,490,478,119,16,1848,14,0,3,0,3,6,0,0,33,190,12,6,7,11,19,3,0,252,59,33,24,24,33,25,6,0,208,16,41,38,37,44,51,18,3,253,23,37,52,64,61,53,23,3,313,9,58,82,90,120,86,29,0,477,23,88,152,109,115,111,16,6,616,6,59,102,78,132,95,18,5,502,3,22,91,82,118,82,14,0,415,0,11,40,40,51,41,6,0,194,0,10,21,27,38,24,3,0,129,0,0,14,21,23,7,0,0,60,0,0,3,5,7,3,3,0,21,0,0,0,3,3,6,4,0,16,5,3,5,23,10,17,10,5,74,350,370,651,603,772,630,159,22,3558,5,0,3,0,3,6,0,0,24,10,3,0,0,3,0,0,0,17,5,0,0,4,3,0,0,0,18,0,0,8,3,0,4,10,0,21,3,0,3,3,0,3,6,0,26,0,9,5,Greater Shepparton (C)
22910,4,21,21,45,42,12,0,154,5,0,0,0,0,0,3,0,9,21,3,0,0,3,9,0,0,43,11,6,10,12,10,18,0,0,76,0,12,10,13,17,11,16,0,85,3,8,13,16,14,17,3,0,66,4,16,7,14,27,20,3,0,88,0,5,12,20,14,23,3,0,78,0,5,5,16,23,14,3,0,62,0,0,4,11,11,3,3,0,36,0,0,0,5,8,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,0,0,0,12,47,56,71,103,133,117,39,3,586,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,Hepburn (S)
22980,5,23,26,38,46,11,0,147,0,0,0,0,0,0,3,0,4,13,3,3,0,0,3,0,0,25,0,0,0,0,0,9,0,0,14,4,6,0,0,0,10,0,0,21,4,0,3,0,5,3,0,0,14,3,5,6,5,10,10,7,4,47,6,17,31,23,23,15,0,0,107,3,13,9,15,12,17,0,0,73,3,0,3,3,3,5,0,0,17,0,0,0,0,0,3,0,0,8,0,3,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,43,49,59,57,56,73,13,5,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Hindmarsh (S)
23110,300,1030,1154,1359,1005,140,9,5040,7,5,3,0,3,7,0,0,23,154,24,12,9,11,10,5,0,229,42,51,30,19,25,34,11,0,210,16,36,50,28,31,30,9,0,200,18,35,45,25,42,41,12,3,211,16,42,69,63,74,75,12,5,355,19,57,148,128,114,90,19,0,578,9,75,156,175,165,106,11,0,698,3,26,125,179,180,104,15,3,630,0,6,48,125,127,79,3,0,393,0,3,39,69,71,53,7,0,243,0,0,25,39,36,21,4,0,125,0,4,29,35,41,25,0,0,135,0,0,3,0,3,3,0,0,8,0,5,9,14,20,15,3,0,65,281,369,795,909,938,686,119,15,4102,5,4,9,7,4,4,0,0,32,8,0,0,0,0,0,0,0,12,5,6,5,3,0,3,0,0,24,0,5,0,9,3,0,0,4,24,3,4,8,3,3,6,0,0,26,3,6,16,Hobsons Bay (C)
23190,29,62,93,114,103,24,3,431,7,0,0,0,3,0,0,0,14,99,0,3,7,6,10,0,0,129,26,13,15,11,9,16,3,4,94,15,16,16,8,14,13,9,0,83,9,12,17,14,22,22,17,0,110,4,18,20,21,25,36,8,3,142,3,27,35,28,20,26,11,0,142,0,11,34,14,28,22,4,0,113,0,8,14,12,13,20,0,0,70,0,0,4,3,5,4,0,0,20,0,0,3,0,8,0,0,0,12,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,5,3,0,4,3,0,3,3,0,13,160,107,149,126,158,190,50,9,955,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,13,0,3,0,0,0,0,0,3,11,0,0,3,Horsham (RC)
23270,927,2784,2757,3189,2061,342,9,12202,28,6,17,10,4,11,4,0,84,396,58,23,21,26,22,10,0,560,157,126,81,59,83,57,15,4,588,70,138,127,96,98,74,20,0,624,31,160,186,101,112,121,28,3,740,47,171,283,225,288,183,51,5,1253,38,196,461,401,438,310,43,8,1894,24,177,484,417,464,275,39,4,1884,10,80,278,288,350,218,22,0,1241,3,31,124,146,168,107,16,0,588,0,9,83,85,68,50,10,0,310,0,7,58,37,42,24,4,0,174,0,5,38,43,36,17,4,4,136,0,0,6,17,14,6,0,0,43,10,19,34,31,36,30,7,0,160,810,1184,2279,1983,2230,1499,264,30,10283,6,8,14,14,15,10,0,0,63,24,6,3,5,3,4,0,0,56,4,13,13,3,8,5,8,3,58,10,17,20,13,12,7,8,6,95,3,11,14,8,20,10,3,3,74,5,27,39,Hume (C)
23350,9,27,48,108,79,13,3,301,6,0,0,0,0,4,0,0,9,41,0,0,5,5,8,0,0,57,7,10,3,5,11,16,5,0,57,3,3,3,8,10,17,3,0,43,5,3,5,6,16,22,5,0,61,3,5,14,9,15,24,7,0,81,0,16,9,9,22,23,9,0,85,0,12,22,11,28,25,3,0,99,0,3,21,27,33,33,4,0,129,0,0,19,29,31,21,3,0,106,0,0,9,14,24,11,0,0,62,0,0,3,10,9,9,4,0,31,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,0,0,12,60,52,113,139,218,214,42,4,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,8,0,0,0,Indigo (S)
23430,439,1305,1395,1794,1324,257,19,6638,16,10,13,9,13,3,0,0,64,396,73,32,28,29,25,6,3,590,111,125,82,66,47,53,23,7,508,38,105,94,43,73,66,30,3,460,23,108,114,76,107,72,34,4,544,24,151,201,176,203,165,44,12,970,22,158,363,284,353,284,54,3,1525,18,106,294,248,311,241,39,6,1252,3,38,157,170,219,154,35,0,780,0,5,72,89,87,65,5,0,334,0,4,32,53,55,34,3,0,179,0,3,15,33,29,23,3,0,102,0,7,21,32,37,13,4,0,103,0,0,0,5,11,5,0,0,22,16,19,16,26,31,17,10,0,130,669,913,1498,1328,1603,1214,302,41,7562,3,3,11,10,3,5,0,0,46,10,11,3,3,7,4,0,0,38,4,13,10,10,13,7,0,3,56,3,7,9,9,8,6,6,0,45,0,5,21,13,10,9,3,3,71,0,14,23,Kingston (C) (Vic.)
23670,370,898,1142,1455,1138,219,15,5324,20,6,4,8,11,0,0,0,49,418,67,17,19,30,23,12,3,597,140,135,42,42,58,73,16,0,516,41,91,63,55,64,80,20,11,429,31,106,75,58,103,100,40,3,518,27,109,145,127,163,177,53,10,811,20,127,247,205,286,208,42,6,1141,11,78,225,193,221,183,30,0,934,3,30,136,133,153,131,20,0,611,0,5,61,59,81,42,11,0,255,0,0,25,42,40,26,4,0,146,0,0,14,27,18,18,3,0,81,0,0,11,16,16,9,0,0,56,0,4,4,3,3,3,5,0,23,11,9,14,17,25,22,5,0,100,720,783,1092,996,1275,1100,252,35,6259,3,4,11,14,4,5,4,0,43,21,5,3,3,3,3,0,0,34,0,7,3,7,10,7,7,0,33,3,8,3,12,12,11,6,6,58,4,3,11,6,9,8,0,4,56,0,4,14,Knox (C)
23810,83,390,492,670,588,85,10,2353,10,3,3,3,9,6,0,0,41,217,12,13,4,17,24,0,0,292,52,30,30,30,40,57,16,0,249,21,32,24,47,51,50,16,0,242,14,32,33,37,66,59,17,3,262,8,48,63,69,92,77,24,6,400,0,32,77,72,80,74,17,0,357,0,27,55,60,65,57,13,0,277,0,11,48,49,51,45,5,0,206,0,8,36,32,40,22,3,0,143,0,6,27,42,30,31,5,0,143,0,0,19,39,46,36,5,0,144,0,4,23,37,49,37,5,0,144,0,0,8,3,8,7,0,0,31,9,3,4,9,15,16,6,0,65,347,257,469,531,656,601,123,16,2992,5,5,5,3,3,4,0,0,24,14,3,0,0,0,0,0,0,18,7,3,0,0,4,0,5,0,25,3,0,3,8,8,7,4,0,32,3,3,3,3,3,8,7,0,29,3,5,10,Latrobe (C) (Vic.)
23940,13,20,25,45,72,15,0,205,0,0,0,0,0,0,0,0,4,21,4,0,0,0,3,0,0,30,3,3,8,0,4,4,4,0,22,3,4,0,0,5,6,3,3,30,0,3,7,5,7,5,7,0,32,0,8,7,18,14,10,5,0,63,5,8,20,19,17,17,3,0,90,0,4,13,12,18,13,0,0,69,0,0,8,7,3,12,4,0,37,0,0,4,0,3,3,0,0,16,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,36,35,75,73,84,79,19,3,406,0,0,3,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,Loddon (S)
24130,39,67,99,135,114,57,0,538,7,0,0,3,0,3,3,0,23,150,20,14,3,10,8,3,0,203,35,25,13,18,20,24,8,4,141,10,20,8,22,31,20,7,0,125,14,22,20,9,29,19,3,0,119,9,29,49,27,28,40,7,3,197,7,48,57,25,39,32,11,0,221,0,22,44,33,43,28,9,0,184,0,17,36,36,30,21,7,0,141,0,0,9,11,12,12,0,0,44,0,0,5,11,5,3,4,0,34,0,0,0,3,7,0,0,0,7,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,3,3,0,5,3,3,0,26,246,206,255,201,264,222,69,12,1480,0,0,0,4,3,0,3,0,8,5,0,0,3,0,0,3,0,11,0,0,0,0,3,0,0,0,8,0,0,0,3,4,3,3,0,11,0,0,3,0,0,3,0,3,12,4,0,0,Macedon Ranges (S)
24210,47,125,151,203,203,62,3,813,4,0,0,0,3,0,0,0,15,219,38,8,4,9,10,5,0,293,73,89,22,7,18,38,12,0,267,15,62,38,20,36,29,16,6,218,12,53,45,26,52,40,9,3,241,11,38,44,28,44,63,22,6,252,0,38,54,53,54,40,16,3,263,3,10,61,30,53,48,13,0,221,0,4,28,17,50,23,10,4,136,0,0,6,19,17,14,3,0,76,0,0,15,11,18,7,3,0,53,0,0,6,10,9,6,0,0,35,0,0,0,16,3,0,0,0,21,0,0,0,5,0,0,0,0,10,3,8,8,3,3,5,4,0,34,339,344,338,254,366,327,114,21,2107,3,0,0,4,0,0,3,0,17,3,4,0,3,3,3,0,0,14,3,3,0,3,4,0,3,0,17,0,0,4,3,4,3,0,0,17,0,3,8,6,4,0,3,0,27,0,8,9,Manningham (C)
24250,12,7,36,35,40,7,0,146,0,0,0,0,0,3,0,0,4,32,0,3,0,3,3,0,0,42,0,0,3,0,17,9,4,0,37,0,0,3,4,5,5,14,0,33,0,4,3,4,11,15,7,0,47,4,5,15,6,21,14,7,0,63,0,7,11,7,23,7,6,0,60,0,10,10,12,4,12,4,0,47,0,0,6,9,5,3,0,0,29,0,0,0,3,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,45,27,49,52,100,86,33,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,Mansfield (S)
24330,210,621,610,686,581,123,4,2876,3,6,4,3,8,0,0,0,31,151,18,23,8,14,4,0,3,216,41,73,33,23,30,42,4,0,251,19,67,62,47,46,35,11,0,286,12,64,76,49,55,61,10,3,324,5,76,97,65,82,70,17,0,410,3,64,125,107,106,70,15,3,492,4,33,97,79,121,104,15,0,460,0,16,73,72,63,44,11,0,270,0,3,35,42,33,21,0,0,136,0,4,13,23,17,13,8,0,76,0,3,9,9,8,5,0,0,38,0,0,15,10,15,8,0,0,50,0,0,0,0,3,0,0,0,9,4,9,8,13,16,9,8,0,68,252,426,676,551,606,496,97,14,3116,3,3,3,4,0,3,0,0,20,7,3,3,3,3,0,0,0,25,5,5,12,6,4,3,4,0,36,0,5,12,6,13,8,4,4,53,4,3,5,5,9,7,3,0,41,0,3,7,Maribyrnong (C)
24410,166,355,444,586,413,95,15,2118,10,5,6,0,0,8,0,0,26,360,35,13,14,11,15,9,0,456,119,93,29,27,34,35,9,3,347,26,69,53,38,34,41,21,4,288,26,59,54,47,68,58,33,3,334,8,66,74,71,117,91,35,4,469,12,84,143,108,165,129,37,0,683,11,74,156,105,163,129,30,0,662,0,19,109,124,137,109,22,0,518,0,8,41,62,56,51,12,0,229,0,3,24,37,34,22,0,0,120,0,0,12,15,21,7,0,0,60,0,0,8,11,5,8,0,0,32,0,0,0,0,0,0,0,0,6,9,8,9,14,25,10,3,0,84,577,524,729,677,872,703,200,23,4306,3,0,4,6,10,3,0,0,31,14,3,5,0,6,4,0,0,27,6,9,3,9,7,3,0,0,33,4,4,6,5,5,3,3,0,34,0,4,3,0,7,9,8,3,35,0,7,7,Maroondah (C)
24600,373,1396,1518,1674,1233,257,17,6534,31,42,40,21,9,8,3,0,153,397,234,100,31,38,35,19,3,856,236,475,370,99,99,101,42,6,1411,128,580,643,162,150,123,39,10,1844,95,537,957,242,220,177,63,8,2302,45,482,930,392,351,316,81,10,2600,33,276,806,473,442,378,93,5,2512,18,169,627,390,394,314,68,9,1979,9,91,366,291,332,219,53,9,1375,4,39,184,220,178,126,24,0,771,3,15,148,140,131,107,12,0,552,0,21,104,148,135,85,11,0,499,3,16,141,186,197,102,20,3,669,0,4,27,23,38,32,8,4,138,13,47,55,58,54,55,8,0,291,1023,3022,5495,2864,2771,2183,536,74,17960,30,37,72,54,58,17,8,5,281,74,69,34,25,19,3,11,3,236,36,90,60,28,19,19,8,10,271,14,64,91,45,31,22,17,16,302,8,69,96,58,33,28,29,14,330,10,70,170,Melbourne (C)
24650,135,422,486,428,274,45,3,1835,15,0,3,3,3,3,3,0,31,246,12,7,6,7,10,6,0,290,77,60,17,18,23,30,10,0,240,33,52,34,23,28,35,12,0,218,15,32,37,36,39,28,13,0,190,13,47,45,52,67,54,18,3,296,15,34,57,69,85,53,9,0,328,4,35,67,62,57,40,11,0,275,0,16,53,39,43,23,3,0,182,0,6,23,36,22,9,3,0,102,0,7,24,19,12,9,0,0,69,0,0,12,8,6,3,0,0,26,0,0,13,8,8,0,0,0,28,0,0,3,8,0,0,0,0,13,10,10,10,14,8,9,3,0,52,417,307,404,404,410,297,87,9,2342,7,3,3,0,0,0,4,0,22,7,4,0,0,3,3,0,0,14,0,3,7,3,3,6,0,0,26,0,3,4,5,6,4,5,0,29,3,0,3,5,6,6,3,0,19,0,7,8,Melton (C)
24780,73,249,247,349,322,70,3,1327,11,6,0,0,0,12,3,0,29,142,12,9,11,6,7,3,0,189,63,29,28,24,37,36,10,0,228,16,46,39,26,43,42,12,0,226,9,32,50,43,64,54,22,6,280,13,52,86,72,96,80,15,0,414,13,70,124,63,96,93,16,3,471,9,43,91,75,87,80,12,0,398,0,12,47,40,50,48,10,0,208,0,3,18,30,24,23,3,0,95,0,0,13,12,17,5,0,0,47,0,0,3,3,4,3,0,0,12,0,0,0,0,0,0,0,0,3,3,3,3,0,4,3,0,0,15,12,8,7,7,11,6,6,0,61,294,310,512,405,536,493,113,11,2670,0,0,4,3,0,0,0,0,10,9,0,0,0,0,3,0,3,18,3,0,7,3,3,3,0,4,24,3,3,4,6,3,5,6,5,24,0,3,0,3,5,8,3,0,29,0,0,7,Mildura (RC)
24850,60,109,103,157,160,32,0,649,8,0,3,0,0,3,0,0,14,125,6,13,9,10,8,0,0,168,29,17,9,12,19,28,8,0,132,10,19,23,19,25,23,7,0,125,3,17,18,15,24,19,3,0,107,10,26,38,33,38,28,5,0,176,7,27,30,28,44,34,10,0,167,3,33,46,35,59,29,4,0,215,0,9,36,33,31,27,4,0,141,0,3,12,16,20,18,3,0,71,0,0,5,3,8,5,0,0,34,0,0,0,7,8,3,3,0,13,0,0,3,4,6,3,0,0,14,0,0,3,0,3,0,0,0,11,4,5,3,0,9,0,0,0,30,195,163,237,210,300,243,55,3,1406,6,0,3,0,0,0,0,0,12,7,0,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,0,6,0,4,4,0,0,3,0,0,16,0,0,5,Mitchell (S)
24900,45,96,136,190,197,55,4,731,9,0,0,0,8,0,0,0,16,110,3,4,6,9,9,0,0,147,21,8,10,4,14,25,3,3,86,10,10,23,4,24,28,9,3,109,16,12,29,23,32,19,12,0,140,15,33,45,30,46,37,11,3,224,12,62,61,52,55,61,12,3,322,3,26,52,66,56,45,12,0,265,0,18,51,52,52,43,5,0,230,0,6,30,36,39,22,3,0,128,0,7,11,25,23,15,3,0,83,0,0,13,25,13,19,0,0,76,0,0,8,13,4,4,0,0,24,0,0,0,0,3,0,0,3,8,10,3,7,3,23,15,0,0,61,212,186,349,343,391,340,63,15,1909,8,3,3,0,5,0,0,3,18,10,0,0,0,4,3,0,0,14,0,0,3,0,0,3,0,0,7,0,0,0,3,3,0,6,0,16,0,7,0,0,0,3,0,4,12,0,0,4,Moira (S)
24970,397,1051,1087,1458,1132,227,15,5434,9,8,7,8,11,3,0,0,42,288,80,41,21,34,20,4,3,501,99,129,87,58,60,68,26,3,527,44,131,128,78,93,103,36,5,618,26,116,119,104,110,116,28,8,629,25,104,182,150,195,153,52,11,867,16,107,250,217,307,185,35,3,1120,3,60,207,191,216,189,37,3,906,3,27,140,158,170,164,16,3,663,0,12,78,67,103,65,17,0,343,0,7,48,60,77,46,14,0,247,0,5,26,35,31,24,0,0,121,0,0,42,41,30,25,3,0,143,0,3,8,8,12,6,0,0,39,7,17,21,29,22,20,4,3,116,517,810,1377,1222,1470,1183,265,43,6889,6,11,14,5,14,7,3,3,62,30,9,8,10,3,4,0,3,70,8,18,11,14,12,8,3,0,69,3,12,16,12,15,7,0,0,63,3,16,21,15,14,9,9,11,86,6,25,24,Monash (C)
