lga_code16,m_m1_train_15_24,m_m1_train_25_34,m_m1_train_35_44,m_m1_train_45_54,m_m1_train_55_64,m_m1_train_65_74,m_m1_train_75ov,m_m1_train_tot,m_m1_bus_15_24,m_m1_bus_25_34,m_m1_bus_35_44,m_m1_bus_45_54,m_m1_bus_55_64,m_m1_bus_65_74,m_m1_bus_75ov,m_m1_bus_tot,m_m1_ferry_15_24,m_m1_ferry_25_34,m_m1_ferry_35_44,m_m1_ferry_45_54,m_m1_ferry_55_64,m_m1_ferry_65_74,m_m1_ferry_75ov,m_m1_ferry_tot,m_m1_tram_inc_lr_15_24,m_m1_tram_inc_lr_25_34,m_m1_tram_inc_lr_35_44,m_m1_tram_inc_lr_45_54,m_m1_tram_inc_lr_55_64,m_m1_tram_inc_lr_65_74,m_m1_tram_inc_lr_75ov,m_m1_tram_inc_lr_tot,m_m1_taxi_15_24,m_m1_taxi_25_34,m_m1_taxi_35_44,m_m1_taxi_45_54,m_m1_taxi_55_64,m_m1_taxi_65_74,m_m1_taxi_75ov,m_m1_taxi_tot,m_m1_carasdriv_15_24,m_m1_carasdriv_25_34,m_m1_carasdriv_35_44,m_m1_carasdriv_45_54,m_m1_carasdriv_55_64,m_m1_carasdriv_65_74,m_m1_carasdriv_75ov,m_m1_carasdriv_tot,m_m1_caraspas_15_24,m_m1_caraspas_25_34,m_m1_caraspas_35_44,m_m1_caraspas_45_54,m_m1_caraspas_55_64,m_m1_caraspas_65_74,m_m1_caraspas_75ov,m_m1_caraspas_tot,m_m1_truck_15_24,m_m1_truck_25_34,m_m1_truck_35_44,m_m1_truck_45_54,m_m1_truck_55_64,m_m1_truck_65_74,m_m1_truck_75ov,m_m1_truck_tot,m_m1_mbikescoot_15_24,m_m1_mbikescoot_25_34,m_m1_mbikescoot_35_44,m_m1_mbikescoot_45_54,m_m1_mbikescoot_55_64,m_m1_mbikescoot_65_74,m_m1_mbikescoot_75ov,m_m1_mbikescoot_tot,m_m1_bicycle_15_24,m_m1_bicycle_25_34,m_m1_bicycle_35_44,m_m1_bicycle_45_54,m_m1_bicycle_55_64,m_m1_bicycle_65_74,m_m1_bicycle_75ov,m_m1_bicycle_tot,m_m1_other_15_24,m_m1_other_25_34,m_m1_other_35_44,m_m1_other_45_54,m_m1_other_55_64,m_m1_other_65_74,m_m1_other_75ov,m_m1_other_tot,m_m1_wlkonly_15_24,m_m1_wlkonly_25_34,m_m1_wlkonly_35_44,m_m1_wlkonly_45_54,m_m1_wlkonly_55_64,m_m1_wlkonly_65_74,m_m1_wlkonly_75ov,m_m1_wlkonly_tot,m_m1_tot_m1_15_24,m_m1_tot_m1_25_34,m_m1_tot_m1_35_44,m_m1_tot_m1_45_54,m_m1_tot_m1_55_64,m_m1_tot_m1_65_74,m_m1_tot_m1_75ov,m_m1_tot_m1_tot,m_m2_trnbus_15_24,m_m2_trnbus_25_34,m_m2_trnbus_35_44,m_m2_trnbus_45_54,m_m2_trnbus_55_64,m_m2_trnbus_65_74,m_m2_trnbus_75ov,m_m2_trnbus_tot,m_m2_trnfer_15_24,m_m2_trnfer_25_34,m_m2_trnfer_35_44,m_m2_trnfer_45_54,m_m2_trnfer_55_64,m_m2_trnfer_65_74,m_m2_trnfer_75ov,m_m2_trnfer_tot,m_m2_trntrm_inc_lr_15_24,m_m2_trntrm_inc_lr_25_34,m_m2_trntrm_inc_lr_35_44,m_m2_trntrm_inc_lr_45_54,m_m2_trntrm_inc_lr_55_64,m_m2_trntrm_inc_lr_65_74,m_m2_trntrm_inc_lr_75ov,m_m2_trntrm_inc_lr_tot,m_m2_trncarasdriv_15_24,m_m2_trncarasdriv_25_34,m_m2_trncarasdriv_35_44,m_m2_trncarasdriv_45_54,m_m2_trncarasdriv_55_64,m_m2_trncarasdriv_65_74,m_m2_trncarasdriv_75ov,m_m2_trncarasdriv_tot,m_m2_trncaraspas_15_24,m_m2_trncaraspas_25_34,m_m2_trncaraspas_35_44,m_m2_trncaraspas_45_54,m_m2_trncaraspas_55_64,m_m2_trncaraspas_65_74,m_m2_trncaraspas_75ov,m_m2_trncaraspas_tot,m_m2_trnoth_15_24,m_m2_trnoth_25_34,m_m2_trnoth_35_44,m_m2_trnoth_45_54,m_m2_trnoth_55_64,m_m2_trnoth_65_74,m_m2_trnoth_75ov,m_m2_trnoth_tot,m_m2_train_and_tot_15_24,m_m2_train_and_tot_25_34,m_m2_train_and_tot_35_44,m_m2_train_and_tot_45_54,m_m2_train_and_tot_55_64,m_m2_train_and_tot_65_74,m_m2_train_and_tot_75ov,m_m2_train_and_tot_tot,m_m2_busfer_15_24,m_m2_busfer_25_34,m_m2_busfer_35_44,m_m2_busfer_45_54,m_m2_busfer_55_64,m_m2_busfer_65_74,m_m2_busfer_75ov,m_m2_busfer_tot,m_m2_bustrm_inc_lr_15_24,m_m2_bustrm_inc_lr_25_34,m_m2_bustrm_inc_lr_35_44,m_m2_bustrm_inc_lr_45_54,m_m2_bustrm_inc_lr_55_64,m_m2_bustrm_inc_lr_65_74,m_m2_bustrm_inc_lr_75ov,m_m2_bustrm_inc_lr_tot,m_m2_buscarasdriv_15_24,m_m2_buscarasdriv_25_34,m_m2_buscarasdriv_35_44,m_m2_buscarasdriv_45_54,m_m2_buscarasdriv_55_64,m_m2_buscarasdriv_65_74,m_m2_buscarasdriv_75ov,m_m2_buscarasdriv_tot,m_m2_buscaraspas_15_24,m_m2_buscaraspas_25_34,m_m2_buscaraspas_35_44,m_m2_buscaraspas_45_54,m_m2_buscaraspas_55_64,m_m2_buscaraspas_65_74,m_m2_buscaraspas_75ov,m_m2_buscaraspas_tot,m_m2_busoth_15_24,m_m2_busoth_25_34,m_m2_busoth_35_44,m_m2_busoth_45_54,m_m2_busoth_55_64,m_m2_busoth_65_74,m_m2_busoth_75ov,m_m2_busoth_tot,lga_name16
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,56,41,32,5,0,185,16,12,17,6,3,0,0,57,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,0,3,10,7,4,0,0,24,29,56,53,51,26,5,0,223,65,117,130,115,72,14,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,5,15,0,0,3,0,0,20,95,65,41,30,18,3,0,242,0,9,7,8,7,0,0,30,0,0,0,0,0,0,0,5,15,10,14,9,16,3,0,69,4746,7156,6318,6122,4073,839,83,29335,1041,458,261,172,107,30,3,2071,24,79,123,132,116,21,3,484,116,202,180,246,172,21,0,927,177,240,219,212,105,10,0,964,49,91,42,56,53,19,0,305,470,285,164,148,114,35,10,1223,6734,8597,7370,7130,4779,985,104,35692,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,14,18,4,3,3,0,0,0,31,0,3,3,3,4,0,0,12,Townsville (C)
31000,2600,5282,4963,3580,2020,285,15,18753,3936,6100,4525,3040,1785,332,32,19753,113,386,256,162,121,26,0,1061,5,11,14,8,8,0,0,49,115,223,190,181,99,42,11,862,25022,54081,56165,51803,31805,6957,653,226484,4923,3056,1872,1274,895,199,32,12241,180,590,735,923,748,225,20,3412,838,2020,1983,1826,950,77,5,7695,786,2298,2463,1874,721,58,3,8205,166,474,521,521,367,103,18,2172,2749,4125,2110,1595,1077,282,43,11976,41429,78636,75795,66767,40599,8592,835,312654,582,860,723,476,296,50,5,2996,3,10,3,4,0,0,0,23,0,0,3,0,0,0,0,3,478,1117,1618,1410,746,113,6,5493,195,219,166,137,101,9,0,826,67,137,187,140,90,13,0,632,1323,2344,2698,2171,1236,193,13,9982,23,83,64,57,18,6,0,248,0,4,0,0,0,0,0,4,232,409,431,289,147,31,3,1545,217,150,88,66,21,5,0,549,45,132,98,54,22,3,0,352,Brisbane (C)
31900,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,361,449,555,627,572,135,21,2717,102,43,20,19,8,5,0,206,3,22,45,50,46,20,7,190,4,3,5,8,15,0,0,39,6,5,6,7,11,0,0,39,6,4,8,13,12,10,3,51,21,29,29,56,48,30,8,218,511,559,675,785,710,198,43,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,4,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,6,4,4,14,0,0,36,8,12,15,16,14,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,0,3,3,0,0,0,0,5,143,59,53,47,36,11,0,343,4,3,14,6,0,0,0,26,0,0,3,0,0,0,0,4,23,21,28,9,17,3,0,96,2430,4744,5407,5508,3827,930,88,22934,756,286,220,149,88,26,7,1538,13,50,72,114,75,31,7,366,37,114,133,153,93,18,0,550,141,190,227,209,123,24,0,909,48,75,67,77,50,18,3,335,216,298,193,199,160,59,19,1152,3802,5846,6414,6465,4475,1121,119,28244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,15,21,3,4,3,0,0,0,35,6,7,3,3,0,0,0,18,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,36,38,43,10,0,190,13,6,3,7,0,0,0,31,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,8,0,0,0,3,5,0,0,7,9,4,3,8,4,3,0,32,34,27,21,16,22,3,0,127,80,73,69,75,79,25,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,0,0,0,0,0,0,0,0,50,70,26,22,16,3,0,196,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,14,446,667,688,935,842,202,29,3804,198,131,64,54,34,9,3,491,0,15,12,21,24,9,6,88,7,9,8,12,17,3,3,51,17,10,10,11,9,0,0,56,16,16,10,9,17,8,0,77,45,56,49,59,92,32,9,339,771,968,874,1130,1045,272,50,5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,14,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,15,8,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,3,6,5,4,0,42,18,21,10,25,21,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19,20,18,5,0,70,0,0,0,0,3,0,0,8,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,3,0,0,20,6,3,3,11,10,3,0,36,9,16,40,31,36,6,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,0,0,0,0,0,0,0,4,31,20,8,8,6,0,0,78,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,5,3,3,0,5,0,0,19,1463,2099,2315,2621,2059,457,46,11054,450,184,96,71,45,7,6,857,8,25,55,87,81,21,3,277,29,50,65,88,65,4,3,312,43,28,29,45,33,8,0,192,6,10,20,24,22,13,0,100,75,72,67,107,100,40,11,466,2111,2501,2651,3055,2415,550,73,13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,Bundaberg (R)
32270,3,0,3,0,0,0,0,7,38,205,243,235,101,11,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,598,1355,1386,1209,776,143,24,5497,160,164,131,121,70,7,0,656,4,24,29,29,33,6,0,129,6,13,8,15,17,4,0,58,20,14,3,9,5,3,0,56,11,22,28,39,31,6,3,146,62,89,97,77,75,31,8,441,916,1891,1927,1731,1107,209,32,7819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,37,29,11,0,0,100,0,3,3,3,0,0,0,7,0,5,3,4,0,0,0,9,Central Highlands (R) (Qld)
32310,0,0,0,0,0,0,0,3,6,20,20,16,10,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,217,243,257,232,69,5,1173,48,17,20,11,9,3,0,101,0,5,5,14,16,3,0,40,7,7,8,3,3,3,0,25,6,0,4,3,4,0,0,21,5,5,4,4,3,3,0,22,41,28,32,22,27,13,0,169,257,290,342,333,300,94,7,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,7,0,0,0,27,0,3,0,3,0,0,0,6,0,3,0,0,0,0,0,3,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,15,16,24,0,0,77,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,12,3,0,0,21,9,13,27,29,26,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,10,67,77,61,35,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,56,191,166,157,125,29,0,725,21,74,53,40,23,0,0,213,3,9,5,8,3,3,0,33,0,3,3,0,0,0,0,9,0,6,0,4,0,0,0,12,11,54,52,42,20,0,0,182,24,48,50,41,41,7,0,215,127,448,414,362,250,45,4,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,6,Cloncurry (S)
32500,0,0,0,0,0,0,0,0,16,14,6,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,226,261,264,165,34,0,1038,29,31,29,10,15,4,0,111,7,5,8,10,14,3,0,39,3,6,4,3,3,0,0,20,0,4,16,4,6,0,0,32,0,8,4,6,8,0,3,36,30,59,26,34,19,7,0,182,167,360,349,338,236,49,5,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,6,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,9,4,5,4,8,13,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,83,65,72,48,10,0,322,18,14,3,5,3,0,0,40,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,3,6,3,3,5,4,0,0,24,0,7,3,3,3,0,0,10,8,9,6,14,9,6,0,51,69,128,93,100,66,16,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,0,0,0,0,0,0,4,20,58,53,41,23,3,0,203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,4,0,0,0,6,675,1267,1256,1215,812,219,44,5487,199,145,91,93,48,11,0,580,17,47,60,69,45,15,7,260,6,11,14,21,15,3,3,76,21,23,16,23,21,3,0,94,15,39,50,55,41,11,6,216,92,109,112,137,114,48,11,632,1036,1698,1657,1653,1122,324,71,7567,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,7,0,0,4,0,0,0,0,5,0,0,4,0,3,0,0,12,Western Downs (R)
37340,0,0,6,3,0,0,0,9,38,63,46,48,31,3,0,229,8,22,11,18,4,0,0,57,0,0,0,0,0,0,0,0,3,8,3,4,0,3,0,23,480,930,922,1024,798,182,27,4362,208,148,74,38,39,12,3,517,4,11,10,18,31,16,3,94,8,25,26,28,17,7,0,113,11,22,20,22,17,3,0,96,23,61,48,51,30,12,0,224,186,262,120,107,106,36,3,824,970,1552,1285,1366,1080,273,33,6552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,8,8,4,3,0,0,17,8,4,3,0,0,0,0,15,0,0,0,3,0,0,0,5,Whitsunday (R)
41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,171,267,231,325,291,71,14,1376,36,17,6,6,11,0,0,78,0,0,5,7,6,3,0,20,0,0,0,4,5,0,0,14,0,3,0,0,3,0,0,13,0,5,0,8,9,5,0,19,16,19,17,27,18,13,4,118,229,318,265,376,340,92,21,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,8,3,0,0,28,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,0,0,0,13,4,7,3,5,11,3,0,28,8,22,15,18,14,5,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,15,10,3,0,56,4,0,4,3,0,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,26,7,7,0,0,64,17,25,50,28,19,4,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,0,0,0,0,0,0,0,7,11,3,0,3,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,154,319,358,429,335,96,13,1694,52,31,23,25,10,3,3,145,0,9,8,4,15,0,0,32,0,7,17,9,18,0,0,51,25,39,21,16,9,4,0,107,0,10,8,12,10,3,5,45,33,62,36,47,43,7,3,239,281,485,466,543,443,114,20,2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,20,16,16,5,0,76,0,3,0,0,0,0,0,9,0,0,3,3,0,0,0,12,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,11,4,8,5,9,5,0,0,38,20,34,31,28,26,12,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Etheridge (S)
33200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,41,27,59,44,9,3,214,9,0,0,0,0,0,0,11,0,3,0,3,0,8,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,5,0,0,0,8,10,11,12,18,12,4,0,68,46,59,46,84,65,26,3,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flinders (S) (Qld)
