lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Elliston (DC),41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,9,0,3,0,3,0,0,0,17,0,0,0,3,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Franklin Harbour (DC),41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,3,0,0,0,14,3,0,0,7,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,20,4,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
Gawler (T),42030,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,11,0,15,0,4,0,0,0,5,0,5,0,12,0,27,0,0,0,3,0,7,3,4,0,23,0,45,3,3,0,8,3,28,0,9,4,16,0,75,8,7,0,40,5,60,3,22,5,38,3,177,15,12,0,43,3,82,0,14,3,27,0,192,10,11,0,98,9,62,0,5,3,15,0,214,41,10,0,88,6,67,4,4,3,22,0,247,86,19,4,151,18,57,5,8,0,12,0,362,110,11,0,105,15,25,6,0,4,3,0,290,60,4,7,69,10,14,3,5,0,0,0,175,42,3,0,33,3,13,0,0,0,0,0,100,65,3,0,40,5,11,0,0
Goyder (DC),42110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,3,0,0,0,12,4,0,0,5,0,5,0,0,0,7,0,22,0,0,0,3,0,8,0,3,0,8,0,23,0,0,0,16,0,12,0,0,0,5,0,31,6,3,3,20,4,16,4,0,3,4,0,59,4,0,0,20,0,3,0,0,0,3,0,35,5,3,0,13,0,0,0,0,0,0,0,26,5,0,0,16,3,8,0,7,0,3,0,40,7,0,4,3,4,3,0,0,0,0,0,21,4,0,0,9,0,0,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,0,0,7,7,0,0,5,3,3,0,0
Grant (DC),42250,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,11,3,3,0,0,0,7,0,0,0,0,0,14,4,0,0,5,0,13,0,10,0,8,0,36,12,5,0,27,0,20,0,7,3,6,0,73,12,8,3,36,3,11,3,6,0,6,0,89,10,6,0,38,0,13,0,3,0,0,0,76,19,7,0,47,4,25,0,6,0,3,0,102,44,6,0,84,4,17,0,6,0,3,0,162,34,9,3,45,4,11,0,3,0,0,4,107,24,0,0,25,3,6,0,0,0,0,0,63,19,0,0,12,4,3,0,0,0,0,0,44,24,6,0,19,4,4,4,0
Ashburton (S),50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,8,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,4,0,8,0,3,0,0,0,24,3,0,0,7,0,12,0,0,4,0,0,29,15,0,0,29,3,89,3,9,9,3,0,156,15,8,0,39,6,7,4,3,0,0,0,85,28,3,3,25,0,6,4,0,0,0,0,72,14,4,0,3,8,45,0,0,5,0,0,79,67,3,9,66,17,30,3,3
Flinders Ranges (DC),41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,5,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0
Holdfast Bay (C),42600,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,5,0,6,0,7,0,19,0,4,0,0,0,14,0,14,0,11,0,53,0,9,0,4,0,13,0,15,0,10,0,51,7,11,0,23,0,40,0,17,7,24,0,123,13,11,0,38,7,32,3,16,3,17,0,140,3,13,0,54,4,44,0,16,0,15,0,159,22,18,0,81,7,48,0,14,3,16,0,214,85,14,3,209,22,85,0,21,4,13,0,463,99,23,3,241,25,33,3,11,0,15,0,460,106,16,3,175,19,27,5,10,0,3,0,376,90,3,0,79,8,54,0,7,3,4,0,250,232,29,7,253,28,80,3,4
Kangaroo Island (DC),42750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,13,3,3,0,0,0,4,3,7,0,3,0,22,3,8,0,17,0,9,0,3,0,6,0,50,0,3,0,21,7,0,0,0,0,0,0,37,0,8,0,17,0,7,0,4,0,3,0,40,3,8,0,22,0,4,0,0,0,0,0,42,7,8,0,26,3,3,0,0,0,0,0,50,11,3,0,11,0,0,0,0,0,0,0,32,5,0,0,10,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,7,6,0,0,6,0,0,0,0
Karoonda East Murray (DC),43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,0,0,0,3,0,10,3,0,0,4,3,7,0,0,0,0,0,16,3,0,0,7,0,4,0,0,0,0,0,17,4,3,0,3,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0,0,0,0,7,13,0,0,5,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingston (DC) (SA),43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,8,3,3,0,4,0,6,0,3,0,3,0,19,3,4,0,9,0,6,0,3,0,0,0,24,3,0,0,3,0,3,0,0,0,3,0,18,4,3,0,3,0,6,3,0,0,0,0,24,0,0,0,10,0,0,0,0,0,0,0,15,3,0,0,12,3,0,0,0,0,0,0,22,3,0,0,10,3,0,0,0,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,5,10,3,0,8,0,0,0,0
Light (RegC),43650,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,10,5,0,0,3,0,5,0,8,0,19,0,41,8,7,0,7,0,22,3,7,3,12,0,63,3,8,0,29,5,27,0,6,4,14,0,102,15,12,0,76,8,37,3,12,3,8,0,173,13,6,0,67,5,44,3,10,4,11,0,170,33,5,0,84,5,48,4,9,0,8,0,190,76,21,3,149,12,61,7,3,3,8,3,350,78,0,3,115,7,22,4,3,0,3,0,238,63,0,4,70,6,17,0,0,0,4,0,165,43,0,0,24,3,4,0,3,0,0,0,86,61,0,0,42,11,13,3,3
Lower Eyre Peninsula (DC),43710,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,5,0,12,4,0,0,3,0,7,0,0,0,0,0,15,0,0,0,4,0,13,0,0,0,7,0,27,3,0,0,21,0,13,0,0,0,4,0,45,9,4,0,33,0,10,0,0,0,0,0,65,3,4,0,21,0,8,0,0,0,0,0,39,7,6,0,28,0,7,0,0,0,0,0,49,24,3,0,49,0,10,0,4,0,0,0,97,15,0,0,25,0,3,0,4,0,0,0,53,13,0,0,26,0,0,0,0,0,0,0,47,3,0,0,11,0,0,0,0,0,0,0,17,10,4,0,13,3,0,0,0
Loxton Waikerie (DC),43790,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,3,0,0,0,3,0,3,3,7,0,20,0,0,0,0,0,10,0,12,0,6,0,35,3,3,0,11,0,20,0,8,0,5,0,53,10,8,3,26,3,27,0,14,0,13,0,104,17,9,3,46,9,30,0,10,0,10,0,137,15,0,0,58,5,21,0,3,0,7,0,113,12,4,0,47,4,15,0,3,0,4,0,100,50,3,3,91,8,16,0,4,0,3,0,185,39,3,0,54,6,9,4,0,0,0,0,118,22,0,0,16,0,0,0,0,0,0,0,48,10,0,0,7,0,0,0,0,0,0,0,27,13,0,0,8,3,4,3,0
Mallala (DC),43920,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,5,0,5,0,3,0,9,0,0,0,0,0,7,0,3,0,10,0,24,0,0,0,0,0,8,0,6,0,4,0,24,3,0,0,7,0,17,0,17,0,15,0,55,12,3,0,23,3,26,0,10,3,17,0,96,13,8,0,37,0,32,0,12,3,9,0,112,10,3,0,42,3,27,0,3,0,11,0,101,15,3,0,43,3,14,0,0,0,7,0,94,38,3,3,77,3,34,3,0,0,0,0,172,36,0,3,36,4,12,3,8,3,7,0,110,27,0,3,26,3,5,0,0,0,5,0,67,15,3,0,7,0,0,0,0,0,0,0,28,26,0,0,12,0,3,0,0
Mount Barker (DC),44550,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,5,0,5,0,3,0,3,0,0,0,3,4,11,0,17,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,9,0,20,0,3,0,0,0,6,0,9,0,8,0,31,3,9,0,7,0,10,0,15,4,14,0,64,5,11,0,19,0,39,3,23,5,21,0,133,18,26,3,58,7,89,3,32,7,30,0,279,16,25,0,119,16,92,0,28,3,22,0,330,26,21,3,133,21,96,3,18,3,13,0,331,49,26,0,185,13,84,3,25,3,9,0,388,149,22,11,297,44,112,4,15,7,14,0,676,146,24,12,243,28,47,8,3,0,4,0,516,110,9,6,130,15,14,8,3,4,5,0,299,70,3,3,52,9,36,0,4,0,0,0,180,134,4,12,121,17,36,4,7
Kimba (DC),43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,0,0,13,7,0,0,8,3,3,0,0,0,0,0,18,0,0,0,5,3,0,0,0,0,0,0,14,3,0,0,3,0,0,0,0,0,0,0,6,12,0,0,3,0,0,0,0,0,0,0,19,3,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Maralinga Tjarutja (AC),44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marion (C),44060,0,3,0,0,0,4,0,4,0,40,0,50,0,0,0,0,0,0,0,7,0,19,0,24,0,0,0,0,0,0,0,10,0,13,0,23,0,0,0,0,0,5,0,10,0,10,0,24,3,3,0,0,0,4,0,20,0,47,0,86,0,4,0,6,0,19,0,40,7,43,0,119,3,30,3,21,5,37,0,55,8,61,0,215,10,31,3,46,7,112,3,70,15,90,0,392,19,51,7,98,5,190,10,93,10,114,3,597,49,56,7,237,14,196,13,58,6,117,0,764,56,63,9,304,20,190,14,46,10,74,0,790,102,52,6,345,31,170,16,40,8,50,3,813,354,75,14,771,96,274,32,37,16,77,3,1745,385,53,19,623,83,98,12,23,8,22,0,1318,309,21,9,373,51,57,11,5,6,22,0,867,166,4,3,134,19,72,5,8,5,0,0,424,266,22,12,233,28,77,9,9
Mid Murray (DC),44210,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,0,5,0,13,0,0,0,3,0,5,0,0,0,3,0,15,3,3,0,3,0,3,0,6,0,6,0,27,3,5,0,9,0,11,0,10,0,11,0,50,9,4,0,11,0,20,0,3,3,14,0,65,3,4,0,25,0,20,0,0,0,4,0,58,7,4,0,21,0,17,0,3,0,8,0,65,8,3,0,31,3,7,0,4,0,3,0,62,25,3,0,40,3,13,0,0,0,3,0,87,20,3,0,23,3,6,0,0,0,0,0,53,11,0,0,8,3,3,0,0,0,0,0,24,6,0,0,5,0,0,0,0,0,0,0,12,6,0,0,8,4,0,0,0
Mitcham (C),44340,3,0,0,0,0,0,0,0,0,14,0,22,0,0,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,3,0,9,0,8,0,22,0,0,0,0,0,0,0,11,0,10,0,19,0,6,0,3,0,0,0,11,0,21,0,45,0,5,0,5,0,8,0,30,0,27,0,76,4,4,0,10,0,17,0,19,0,39,0,93,8,13,0,11,3,39,0,42,3,28,6,160,9,27,4,62,6,95,5,58,8,41,0,308,14,43,0,102,13,92,12,32,3,53,0,370,26,41,3,121,9,106,5,31,3,39,0,396,46,38,5,196,16,110,6,26,0,40,0,472,190,53,9,504,48,211,11,40,12,48,0,1132,253,34,13,575,57,94,19,30,5,37,0,1119,259,24,3,446,59,44,10,11,0,15,0,868,233,16,4,196,38,101,7,7,5,6,0,612,577,51,11,664,55,199,22,22
Mount Gambier (C),44620,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,8,4,11,0,31,4,0,0,3,0,5,0,5,0,12,0,32,0,12,0,3,0,22,0,4,0,25,0,65,0,10,0,15,3,33,3,25,4,30,0,116,5,15,0,57,6,77,3,23,3,28,0,217,21,17,0,105,11,54,4,14,11,13,0,252,33,11,8,137,14,57,8,13,3,8,0,289,39,16,0,116,7,56,0,7,0,5,0,260,134,15,0,204,27,40,3,8,4,6,3,433,104,0,3,129,16,17,0,3,3,5,0,280,66,3,0,54,3,7,3,0,0,3,0,131,37,3,0,16,3,7,0,3,0,0,0,73,57,3,0,35,3,12,0,0
Mount Remarkable (DC),44830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,5,0,6,0,3,0,15,3,0,0,0,0,4,0,0,0,0,0,8,3,3,0,12,0,0,0,0,0,6,0,27,3,0,0,4,0,4,0,0,0,4,0,14,5,0,0,8,0,3,0,0,0,0,0,21,8,4,0,8,0,7,0,0,0,0,0,23,9,0,0,16,0,3,0,0,0,0,0,29,5,0,0,19,0,3,0,0,0,0,0,27,4,0,0,3,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0
Murray Bridge (RC),45040,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,25,0,3,0,4,0,7,0,10,3,23,0,44,0,5,0,3,0,31,0,13,0,23,0,79,7,3,0,21,0,38,3,20,6,34,0,132,17,10,0,48,4,61,3,27,7,29,0,215,28,12,3,72,11,53,7,14,0,24,5,228,33,8,3,64,8,32,7,8,0,16,0,183,42,9,0,64,4,29,3,4,0,7,0,165,106,8,0,110,20,26,3,8,0,3,0,289,64,5,0,52,4,12,3,6,0,0,0,145,36,5,0,31,3,7,4,0,0,0,0,75,19,0,0,5,3,3,0,0,0,0,0,31,26,0,0,13,0,5,0,0
Orroroo/Carrieton (DC),45400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Naracoorte and Lucindale (DC),45090,3,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,3,0,4,0,11,0,0,0,17,0,12,0,0,0,0,0,31,4,3,0,11,0,20,0,5,3,6,0,56,3,0,3,28,3,24,0,3,5,10,0,78,5,0,3,55,0,25,3,8,0,6,0,112,17,5,3,51,3,21,3,4,0,0,0,103,9,4,0,38,7,7,0,3,0,0,0,67,42,8,0,53,3,9,0,0,3,3,0,125,22,0,0,37,3,0,0,0,0,0,0,68,19,0,0,16,0,0,0,0,0,0,0,39,6,0,0,9,0,3,0,0,0,0,0,16,14,0,0,18,0,3,0,0
Northern Areas (DC),45120,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,8,0,18,0,3,0,9,0,6,0,3,0,4,0,20,4,7,0,16,5,11,0,7,0,8,0,56,3,0,0,21,4,8,0,0,0,3,0,41,7,0,0,21,3,5,0,0,0,0,0,37,0,0,0,21,3,10,0,0,0,0,0,40,14,3,3,19,3,8,0,3,0,0,0,56,13,0,0,25,3,3,0,0,0,0,0,48,4,0,0,10,0,0,0,0,0,0,0,19,3,0,0,0,3,0,0,0,0,0,0,8,3,0,0,9,3,0,0,0
