LGA_MAIN11,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
32070,31715,31396,63111,4889,5140,10029,1875,1925,3800,1419,1560,2979,18250,19950,38200,619,662,1281,703,754,1457,169,198,367,649,650,1299,161,170,331,9,8,17,23854,25877,49731,3734,4254,7988,615,542,1157,33092,35813,68905,6719,5755,12474,71526,72964,144490,Cairns (R)
32250,460,388,848,110,112,222,28,20,48,9,8,17,211,193,404,0,3,3,8,7,15,0,0,0,7,13,20,0,0,0,0,0,0,263,244,507,19,19,38,4,9,13,396,384,780,144,126,270,1000,898,1898,Carpentaria (S)
32260,7758,7241,14999,1743,1686,3429,195,196,391,114,115,229,2007,1976,3983,46,50,96,71,64,135,15,18,33,56,46,102,6,6,12,3,7,10,2513,2478,4991,395,378,773,71,63,134,4722,4605,9327,908,715,1623,13388,12561,25949,Cassowary Coast (R)
32270,5640,4877,10517,1902,1724,3626,398,317,715,111,106,217,3500,3254,6754,69,71,140,89,66,155,44,35,79,54,53,107,7,6,13,0,4,4,4272,3912,8184,532,546,1078,93,75,168,6799,6257,13056,1552,893,2445,13991,12027,26018,Central Highlands (R)
32310,2917,2840,5757,687,775,1462,57,52,109,24,25,49,1233,1429,2662,4,8,12,29,20,49,9,5,14,37,37,74,3,0,3,0,0,0,1396,1576,2972,73,77,150,34,27,61,2190,2455,4645,504,359,863,5611,5654,11265,Charters Towers (R)
32330,443,480,923,6,7,13,3,0,3,3,0,3,46,44,90,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,52,47,99,3,0,3,0,0,0,61,54,115,6,8,14,510,542,1052,Cherbourg (S)
32450,685,538,1223,154,138,292,43,27,70,17,8,25,392,341,733,14,3,17,24,10,34,7,5,12,11,10,21,0,0,0,0,0,0,508,404,912,52,44,96,18,21,39,732,607,1339,276,156,432,1693,1301,2994,Cloncurry (S)
32500,937,780,1717,238,213,451,18,27,45,22,20,42,307,300,607,4,3,7,8,8,16,4,0,4,17,12,29,3,0,3,0,0,0,383,370,753,71,65,136,12,12,24,704,660,1364,635,132,767,2276,1572,3848,Cook (S)
32600,81,71,152,4,9,13,0,3,3,0,0,0,38,30,68,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,41,36,77,0,0,0,3,0,3,48,45,93,21,10,31,150,126,276,Croydon (S)
34800,264,202,466,34,42,76,28,23,51,8,3,11,131,63,194,0,0,0,3,9,12,4,0,4,13,3,16,0,0,0,0,0,0,187,101,288,16,11,27,3,3,6,240,157,397,86,27,113,590,386,976,McKinlay (S)
36250,33657,35029,68686,4404,4698,9102,1446,1530,2976,487,537,1024,16363,17752,34115,165,181,346,195,199,394,101,86,187,77,97,174,132,148,280,0,0,0,18966,20530,39496,3243,3389,6632,329,337,666,26942,28954,55896,2844,2621,5465,63443,66604,130047,Redland (C)
36300,218,191,409,41,31,72,11,10,21,3,0,3,74,88,162,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,94,104,198,13,4,17,3,3,6,151,142,293,41,31,72,410,364,774,Richmond (S)
36360,25127,25489,50616,3514,3805,7319,761,797,1558,342,343,685,13787,14482,28269,126,138,264,200,196,396,88,80,168,170,190,360,29,40,69,0,0,0,15503,16266,31769,1444,1444,2888,385,365,750,20846,21880,42726,4867,3621,8488,50840,50990,101830,Rockhampton (R)
36510,9399,9539,18938,1889,2138,4027,388,438,826,104,117,221,3382,3618,7000,47,49,96,66,82,148,24,36,60,34,30,64,38,42,80,0,0,0,4083,4412,8495,393,373,766,122,106,228,6487,7029,13516,940,757,1697,16826,17325,34151,Scenic Rim (R)
36580,5527,5339,10866,922,914,1836,180,203,383,69,66,135,2464,2657,5121,22,12,34,26,22,48,13,11,24,27,21,48,10,12,22,0,0,0,2811,3004,5815,152,169,321,92,66,158,3977,4153,8130,652,537,1189,10156,10029,20185,Somerset (R)
32750,52,46,98,15,11,26,7,6,13,0,7,7,41,32,73,6,5,11,4,3,7,0,3,3,0,0,0,0,0,0,0,0,0,58,56,114,4,4,8,3,0,3,80,71,151,8,4,12,140,121,261,Diamantina (S)
35670,346,340,686,9,9,18,0,0,0,0,0,0,22,21,43,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,28,21,49,3,0,3,0,0,0,40,30,70,0,0,0,386,370,756,Napranum (S)
35760,2797,2733,5530,621,629,1250,41,53,94,21,26,47,765,804,1569,6,4,10,14,20,34,10,3,13,13,8,21,0,0,0,0,0,0,870,918,1788,103,107,210,37,29,66,1631,1683,3314,390,313,703,4818,4729,9547,North Burnett (R)
35780,740,786,1526,18,24,42,3,3,6,6,7,13,118,139,257,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,132,153,285,11,14,25,3,3,6,164,194,358,45,44,89,949,1024,1973,Northern Peninsula Area (R)
32770,483,465,948,13,5,18,0,4,4,0,0,0,44,38,82,0,0,0,0,4,4,0,0,0,12,5,17,0,0,0,0,0,0,56,51,107,4,14,18,6,0,6,79,70,149,9,3,12,571,538,1109,Doomadgee (S)
33100,283,211,494,22,23,45,13,6,19,0,5,5,100,80,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,91,204,8,9,17,7,0,7,150,123,273,37,17,54,470,351,821,Etheridge (S)
33200,460,410,870,119,127,246,4,4,8,3,3,6,177,152,329,3,4,7,6,0,6,0,0,0,7,3,10,0,0,0,0,0,0,200,166,366,4,11,15,4,5,9,327,309,636,100,67,167,887,786,1673,Flinders (S)
33220,21526,22453,43979,3220,3658,6878,1356,1498,2854,626,662,1288,11894,13103,24997,206,202,408,274,287,561,118,134,252,208,241,449,87,110,197,4,0,4,14773,16237,31010,808,921,1729,302,286,588,19103,21102,40205,3111,2425,5536,43740,45980,89720,Fraser Coast (R)
33360,12942,11856,24798,2205,2147,4352,574,488,1062,328,326,654,7354,7170,14524,110,108,218,263,252,515,76,70,146,159,129,288,10,13,23,0,3,3,8874,8559,17433,1088,980,2068,183,142,325,12350,11828,24178,2507,1825,4332,27799,25509,53308,Gladstone (R)
33430,98533,104036,202569,13619,14134,27753,11574,12764,24338,3601,3910,7511,57061,61379,118440,1032,1133,2165,1024,1150,2174,655,781,1436,381,376,757,671,670,1341,0,0,0,75999,82163,158162,18062,19158,37220,1677,1595,3272,109357,117050,226407,17741,16703,34444,225631,237789,463420,Gold Coast (C)
34830,93,83,176,13,3,16,3,0,3,0,0,0,16,20,36,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,23,42,0,3,3,0,0,0,32,29,61,3,3,6,128,115,243,Mapoon (S)
34860,3149,2975,6124,739,777,1516,119,98,217,25,14,39,1230,1209,2439,22,26,48,22,17,39,3,0,3,17,22,39,3,4,7,0,0,0,1441,1390,2831,176,170,346,16,24,40,2372,2361,4733,656,494,1150,6177,5830,12007,Maranoa (R)
35010,85907,89138,175045,11137,12140,23277,4152,4435,8587,1763,1816,3579,46894,50751,97645,521,583,1104,609,627,1236,314,321,635,408,446,854,333,376,709,3,0,3,54997,59355,114352,7808,8298,16106,1244,1164,2408,75186,80957,156143,10022,8633,18655,171115,178728,349843,Moreton Bay (R)
35250,413,424,837,6,13,19,5,5,10,3,4,7,46,49,95,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,58,63,121,8,5,13,0,4,4,72,85,157,7,5,12,492,514,1006,Mornington (S)
35300,3991,3470,7461,1484,1385,2869,348,293,641,148,100,248,1732,1669,3401,64,47,111,83,55,138,42,25,67,92,90,182,12,16,28,0,0,0,2521,2295,4816,608,536,1144,77,62,139,4690,4278,8968,1652,1237,2889,10333,8985,19318,Mount Isa (C)
35600,1131,1113,2244,346,351,697,22,28,50,4,14,18,329,391,720,4,3,7,8,3,11,0,3,3,7,7,14,3,3,6,0,0,0,377,452,829,57,64,121,9,15,24,789,882,1671,193,145,338,2113,2140,4253,Murweh (S)
35790,966,889,1855,8,6,14,6,3,9,0,6,6,76,78,154,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,87,87,174,4,8,12,0,0,0,99,101,200,11,10,21,1076,1000,2076,Palm Island (S)
35800,506,467,973,134,140,274,22,25,47,7,5,12,108,118,226,4,0,4,3,3,6,3,0,3,3,3,6,0,0,0,0,0,0,150,154,304,10,15,25,6,3,9,300,312,612,57,53,110,863,832,1695,Paroo (S)
36070,253,243,496,7,10,17,3,3,6,0,0,0,37,34,71,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,40,40,80,3,0,3,0,0,0,50,50,100,3,0,3,306,293,599,Pormpuraaw (S)
40070,2665,2575,5240,432,417,849,251,218,469,251,263,514,137,105,242,2354,2165,4519,62,46,108,31,19,50,70,67,137,48,45,93,0,0,0,3204,2928,6132,2166,2429,4595,50,33,83,5852,5807,11659,1374,837,2211,9891,9219,19110,Adelaide (C)
40120,12305,12170,24475,1107,1155,2262,202,198,400,152,153,305,120,102,222,3043,3177,6220,73,66,139,18,14,32,69,58,127,17,19,36,0,0,0,3694,3787,7481,366,409,775,69,62,131,5236,5413,10649,702,597,1299,18243,18180,36423,Adelaide Hills (DC)
40220,5932,6166,12098,1118,1208,2326,99,105,204,111,124,235,83,92,175,2823,3077,5900,46,66,112,21,26,47,39,51,90,4,11,15,0,0,0,3226,3552,6778,144,194,338,51,60,111,4539,5014,9553,423,389,812,10894,11569,22463,Alexandrina (DC)
57840,8251,9220,17471,1050,1089,2139,264,257,521,218,219,437,179,178,357,84,71,155,4616,4741,9357,20,36,56,34,22,56,25,32,57,3,0,3,5443,5556,10999,2579,2466,5045,92,69,161,9164,9180,18344,1465,1385,2850,18880,19785,38665,South Perth (C)
61510,2973,2817,5790,356,388,744,57,53,110,40,43,83,98,103,201,23,21,44,48,47,95,609,648,1257,14,13,27,4,6,10,0,0,0,893,934,1827,35,32,67,9,13,22,1293,1367,2660,332,267,599,4598,4451,9049,Derwent Valley (M)
50770,486,465,951,59,50,109,0,3,3,3,4,7,3,0,3,0,3,3,132,153,285,0,0,0,4,3,7,0,0,0,0,0,0,142,166,308,16,16,32,3,3,6,220,235,455,27,29,56,733,729,1462,Boyup Brook (S)
44830,951,884,1835,91,112,203,10,6,16,0,5,5,9,11,20,216,233,449,0,0,0,3,3,6,19,12,31,0,0,0,0,0,0,257,270,527,10,16,26,10,3,13,368,401,769,68,65,133,1387,1350,2737,Mount Remarkable (DC)
51330,20540,21706,42246,1848,1865,3713,375,304,679,337,261,598,215,219,434,97,84,181,7388,7393,14781,39,30,69,60,51,111,32,26,58,14,16,30,8557,8384,16941,6640,6291,12931,189,192,381,17234,16732,33966,2569,1943,4512,40343,40381,80724,Canning (C)
51400,2981,3013,5994,541,584,1125,45,55,100,52,57,109,87,81,168,22,28,50,1930,2031,3961,16,14,30,12,19,31,12,7,19,6,5,11,2182,2297,4479,449,471,920,19,20,39,3191,3372,6563,439,383,822,6611,6768,13379,Capel (S)
40250,833,871,1704,66,65,131,9,14,23,4,10,14,3,4,7,77,80,157,9,12,21,0,0,0,53,29,82,0,0,0,0,0,0,155,149,304,13,7,20,3,0,3,237,221,458,27,38,65,1097,1130,2227,Anangu Pitjantjatjara (AC)
37400,395,338,733,91,94,185,11,11,22,4,0,4,110,101,211,0,0,0,4,0,4,3,0,3,6,6,12,0,0,0,0,0,0,138,118,256,4,6,10,4,3,7,237,221,458,34,20,54,666,579,1245,Winton (S)
40910,13770,14885,28655,953,1025,1978,121,138,259,151,153,304,72,100,172,4135,4494,8629,46,46,92,11,14,25,45,54,99,18,24,42,0,0,0,4599,5023,9622,1711,1804,3515,75,74,149,7338,7926,15264,794,840,1634,21902,23651,45553,Campbelltown (C)
41010,946,910,1856,209,209,418,12,14,26,16,9,25,24,24,48,279,286,565,18,22,40,0,3,3,12,10,22,0,0,0,0,0,0,361,368,729,23,29,52,17,12,29,610,618,1228,92,87,179,1648,1615,3263,Ceduna (DC)
41060,29808,31738,61546,1936,2030,3966,372,386,758,437,440,877,233,239,472,9674,10411,20085,115,119,234,43,37,80,106,108,214,65,57,122,0,0,0,11045,11797,22842,2950,2824,5774,174,147,321,16105,16798,32903,2568,2273,4841,48481,50809,99290,Charles Sturt (C)
41140,2338,2347,4685,493,501,994,40,49,89,21,23,44,50,46,96,835,879,1714,26,23,49,7,10,17,23,20,43,0,3,3,0,0,0,1002,1053,2055,30,42,72,17,14,31,1542,1610,3152,169,172,341,4049,4129,8178,Clare and Gilbert Valleys (DC)
37550,325,374,699,3,10,13,3,0,3,0,0,0,43,41,84,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,52,41,93,3,3,6,3,6,9,61,60,121,5,8,13,391,442,833,Woorabinda (S)
41330,509,342,851,89,86,175,9,7,16,17,12,29,0,6,6,123,106,229,9,7,16,0,3,3,9,0,9,0,0,0,0,0,0,167,141,308,36,30,66,5,8,13,297,265,562,109,75,184,915,682,1597,Coober Pedy (DC)
41560,3267,3437,6704,748,750,1498,47,48,95,30,35,65,42,50,92,1397,1523,2920,33,40,73,9,8,17,59,61,120,3,0,3,0,0,0,1620,1765,3385,41,54,95,24,23,47,2433,2592,5025,253,236,489,5953,6265,12218,Copper Coast (DC)
41750,351,315,666,51,45,96,0,0,0,0,4,4,5,0,5,72,72,144,8,4,12,0,0,0,5,9,14,0,0,0,0,0,0,90,89,179,3,3,6,3,3,6,147,140,287,18,9,27,516,464,980,Elliston (DC)
57910,44722,48281,93003,4258,4486,8744,1074,887,1961,948,829,1777,698,583,1281,346,286,632,20327,22053,42380,140,131,271,119,149,268,86,83,169,5,9,14,23743,25010,48753,9805,9450,19255,388,322,710,38194,39268,77462,6981,5928,12909,89897,93477,183374,Stirling (C)
57980,3277,3632,6909,467,523,990,128,140,268,122,142,264,87,86,173,35,44,79,1753,1830,3583,13,13,26,12,7,19,14,16,30,0,0,0,2164,2278,4442,1532,1573,3105,20,18,38,4183,4392,8575,592,585,1177,8052,8609,16661,Subiaco (C)
58050,26807,27070,53877,2855,3008,5863,390,353,743,330,280,610,365,350,715,120,109,229,12166,12659,24825,65,49,114,107,125,232,23,16,39,4,0,4,13570,13941,27511,2998,3132,6130,262,248,510,19685,20329,40014,3302,3149,6451,49794,50548,100342,Swan (C)
58190,129,93,222,22,22,44,0,0,0,0,0,0,0,0,0,3,3,6,34,26,60,0,0,0,0,0,0,0,0,0,0,0,0,37,29,66,8,4,12,0,0,0,67,55,122,19,5,24,215,153,368,Tammin (S)
37570,109,109,218,5,5,10,0,0,0,0,0,0,11,6,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,16,14,30,0,0,0,125,123,248,Wujal Wujal (S)
37600,935,966,1901,7,8,15,5,9,14,3,0,3,81,71,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,80,169,0,3,3,0,0,0,96,91,187,8,4,12,1039,1061,2100,Yarrabah (S)
39399,112,106,218,4,0,4,14,5,19,14,8,22,58,21,79,0,7,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,86,44,130,16,17,33,3,0,3,109,61,170,57,26,83,278,193,471,
39499,874,524,1398,296,157,453,515,417,932,279,259,538,2289,1937,4226,129,100,229,163,147,310,58,62,120,69,50,119,38,26,64,0,0,0,3540,2998,6538,739,741,1480,77,62,139,4652,3958,8610,1360,679,2039,6886,5161,12047,
43080,362,343,705,44,25,69,0,0,0,0,4,4,5,0,5,53,54,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,116,8,12,20,7,0,7,117,95,212,26,24,50,505,462,967,Karoonda East Murray (DC)
60410,4094,4155,8249,506,617,1123,39,39,78,64,49,113,88,111,199,18,21,39,29,37,66,1452,1647,3099,9,7,16,3,8,11,0,0,0,1702,1919,3621,40,43,83,19,25,44,2267,2604,4871,460,520,980,6821,7279,14100,Brighton (M)
60610,5118,5442,10560,538,613,1151,91,110,201,106,117,223,172,187,359,20,34,54,75,88,163,1835,2121,3956,13,14,27,3,5,8,0,0,0,2315,2676,4991,159,166,325,35,41,76,3047,3496,6543,482,486,968,8647,9424,18071,Burnie (C)
60810,6115,6315,12430,778,844,1622,125,140,265,117,153,270,220,219,439,27,42,69,105,115,220,1621,1886,3507,28,25,53,5,4,9,0,0,0,2248,2584,4832,74,75,149,28,32,60,3128,3535,6663,510,505,1015,9753,10355,20108,Central Coast (M)
61010,705,610,1315,96,74,170,10,16,26,20,19,39,16,23,39,3,6,9,16,12,28,146,149,295,0,3,3,0,0,0,0,0,0,211,228,439,12,13,25,3,7,10,322,322,644,78,59,137,1105,991,2096,Central Highlands (M)
61210,2241,2110,4351,513,557,1070,45,42,87,45,67,112,51,59,110,12,10,22,35,34,69,477,523,1000,4,3,7,3,3,6,0,0,0,672,741,1413,68,90,158,9,15,24,1262,1403,2665,226,140,366,3729,3653,7382,Circular Head (M)
61410,14385,15373,29758,1264,1431,2695,242,261,503,315,298,613,330,370,700,77,66,143,143,168,311,4779,5219,9998,31,36,67,30,35,65,0,0,0,5947,6453,12400,425,461,886,74,62,136,7710,8407,16117,1506,1124,2630,23601,24904,48505,Clarence (C)
43920,2682,2556,5238,190,169,359,19,20,39,18,15,33,15,11,26,814,838,1652,9,18,27,0,0,0,13,10,23,3,0,3,0,0,0,891,912,1803,26,43,69,18,11,29,1125,1135,2260,193,159,352,4000,3850,7850,Mallala (DC)
45540,563,529,1092,52,76,128,10,14,24,7,5,12,14,9,23,100,115,215,5,6,11,3,0,3,7,11,18,3,0,3,0,0,0,149,160,309,7,6,13,4,0,4,212,242,454,54,46,100,829,817,1646,Peterborough (DC)
45680,19835,19679,39514,1994,2163,4157,311,295,606,237,237,474,268,295,563,9321,10093,19414,106,102,208,55,54,109,147,164,311,40,33,73,6,7,13,10491,11280,21771,871,945,1816,296,282,578,13652,14670,28322,2382,2256,4638,35869,36605,72474,Playford (C)
46510,5315,5613,10928,342,380,722,93,83,176,110,107,217,54,52,106,1851,1983,3834,19,24,43,11,7,18,31,30,61,10,10,20,0,0,0,2179,2296,4475,930,788,1718,22,19,41,3473,3483,6956,476,371,847,9264,9467,18731,Prospect (C)
46670,2721,2739,5460,418,403,821,32,33,65,57,47,104,36,42,78,627,650,1277,13,21,34,5,3,8,7,13,20,0,0,0,0,0,0,777,809,1586,116,114,230,12,11,23,1323,1337,2660,298,289,587,4342,4365,8707,Renmark Paringa (DC)
46860,374,370,744,100,76,176,8,9,17,28,21,49,11,7,18,95,98,193,3,8,11,0,0,0,3,3,6,0,0,0,0,0,0,148,146,294,7,11,18,0,0,0,255,233,488,54,34,88,683,637,1320,Robe (DC)
48050,3172,3529,6701,915,1012,1927,61,61,122,70,88,158,67,69,136,1341,1549,2890,38,40,78,13,21,34,28,38,66,4,9,13,0,0,0,1622,1875,3497,93,106,199,27,25,52,2657,3018,5675,452,464,916,6281,7011,13292,Victor Harbor (C)
40700,11405,12761,24166,761,925,1686,210,252,462,165,195,360,106,118,224,3960,4510,8470,63,77,140,25,23,48,51,52,103,20,26,46,0,0,0,4600,5253,9853,1432,1601,3033,46,64,110,6839,7843,14682,820,829,1649,19064,21433,40497,Burnside (C)
41190,592,522,1114,113,103,216,5,4,9,4,5,9,6,4,10,89,79,168,8,3,11,0,0,0,0,5,5,0,0,0,0,0,0,112,100,212,8,4,12,0,7,7,233,214,447,22,24,46,847,760,1607,Cleve (DC)
45040,4898,5036,9934,1383,1485,2868,60,62,122,84,80,164,75,72,147,1390,1492,2882,39,34,73,11,9,20,38,50,88,0,6,6,0,0,0,1697,1805,3502,325,278,603,59,49,108,3464,3617,7081,923,527,1450,9285,9180,18465,Murray Bridge (RC)
41830,509,483,992,74,97,171,6,5,11,6,10,16,5,6,11,134,132,266,7,9,16,0,0,0,3,3,6,0,0,0,0,0,0,161,165,326,6,10,16,8,3,11,249,275,524,56,43,99,814,801,1615,Flinders Ranges (DC)
41960,380,335,715,78,87,165,0,5,5,3,3,6,4,0,4,72,84,156,13,9,22,0,0,0,0,3,3,0,0,0,0,0,0,92,104,196,6,9,15,3,0,3,179,200,379,51,50,101,610,585,1195,Franklin Harbour (DC)
46090,3737,3684,7421,908,1051,1959,27,40,67,26,23,49,36,31,67,649,721,1370,36,25,61,4,5,9,33,39,72,0,0,0,0,0,0,811,884,1695,89,98,187,27,18,45,1835,2051,3886,1040,656,1696,6612,6391,13003,Port Augusta (C)
46300,3562,3699,7261,1219,1312,2531,46,51,97,37,48,85,63,52,115,846,1000,1846,63,62,125,8,11,19,46,49,95,0,0,0,0,0,0,1109,1273,2382,88,102,190,31,36,67,2447,2723,5170,368,313,681,6377,6735,13112,Port Lincoln (C)
46450,5117,5187,10304,1194,1363,2557,47,32,79,47,38,85,41,32,73,942,1069,2011,33,41,74,11,8,19,41,40,81,7,5,12,0,0,0,1169,1265,2434,69,88,157,33,33,66,2465,2749,5214,393,359,752,7975,8295,16270,Port Pirie City and Dists (M)
61610,6513,7102,13615,984,1131,2115,129,134,263,134,148,282,205,223,428,39,38,77,101,112,213,2043,2349,4392,31,34,65,8,16,24,0,0,0,2690,3054,5744,115,146,261,58,40,98,3847,4371,8218,578,569,1147,10938,12042,22980,Devonport (C)
61810,2062,2063,4125,503,531,1034,48,49,97,44,44,88,85,83,168,19,23,42,35,36,71,188,231,419,10,5,15,3,0,3,0,0,0,432,471,903,28,26,54,15,9,24,978,1037,2015,141,115,256,3181,3215,6396,Dorset (M)
62010,235,197,432,69,56,125,5,7,12,16,15,31,6,11,17,3,0,3,3,6,9,24,27,51,3,0,3,3,3,6,0,0,0,63,69,132,3,4,7,0,0,0,135,129,264,28,19,47,398,345,743,Flinders (M)
42030,5261,5554,10815,792,914,1706,86,94,180,66,95,161,62,70,132,2208,2543,4751,33,38,71,12,9,21,30,29,59,8,8,16,0,0,0,2505,2886,5391,160,168,328,68,54,122,3525,4022,7547,470,465,935,9256,10041,19297,Gawler (T)
42110,1294,1229,2523,213,227,440,10,14,24,20,23,43,21,16,37,295,311,606,13,7,20,0,3,3,14,16,30,0,0,0,0,0,0,373,390,763,15,17,32,5,4,9,606,638,1244,87,73,160,1987,1940,3927,Goyder (DC)
42250,2530,2326,4856,336,314,650,26,30,56,101,108,209,24,22,46,493,483,976,14,22,36,4,4,8,6,6,12,4,3,7,0,0,0,672,678,1350,30,31,61,11,6,17,1049,1029,2078,296,115,411,3875,3470,7345,Grant (DC)
50250,1347,860,2207,363,298,661,194,88,282,194,86,280,256,154,410,88,38,126,1930,959,2889,40,27,67,52,31,83,13,7,20,0,0,0,2767,1390,4157,494,221,715,28,11,39,3652,1920,5572,1165,346,1511,6164,3126,9290,Ashburton (S)
50280,2752,2716,5468,713,736,1449,55,48,103,32,33,65,45,38,83,23,27,50,1026,1137,2163,15,7,22,11,14,25,3,5,8,0,0,0,1210,1309,2519,284,287,571,32,14,46,2239,2346,4585,459,375,834,5450,5437,10887,Augusta-Margaret River (S)
50350,3788,3929,7717,377,412,789,53,52,105,44,47,91,34,37,71,25,27,52,1448,1539,2987,14,9,23,7,6,13,5,6,11,0,0,0,1630,1723,3353,420,366,786,35,23,58,2462,2524,4986,401,337,738,6651,6790,13441,Bassendean (T)
50420,15126,15487,30613,1336,1373,2709,315,270,585,293,216,509,147,141,288,106,101,207,6186,6377,12563,37,37,74,45,35,80,15,28,43,4,0,4,7148,7205,14353,2968,2883,5851,124,94,218,11576,11555,23131,2048,1651,3699,28750,28693,57443,Bayswater (C)
50490,7455,7688,15143,986,979,1965,192,172,364,200,135,335,165,135,300,71,54,125,3579,3601,7180,17,15,32,39,26,65,6,14,20,0,0,0,4269,4152,8421,2196,1950,4146,121,100,221,7572,7181,14753,1650,1297,2947,16677,16166,32843,Belmont (C)
50560,508,444,952,56,71,127,0,0,0,0,0,0,6,0,6,3,0,3,136,151,287,0,5,5,0,4,4,0,0,0,0,0,0,145,160,305,11,9,20,3,0,3,215,240,455,48,37,85,771,721,1492,Beverley (S)
50630,372,314,686,79,93,172,22,5,27,24,5,29,25,17,42,3,3,6,372,210,582,5,3,8,13,9,22,0,0,0,0,0,0,464,252,716,82,53,135,5,0,5,630,398,1028,312,68,380,1314,780,2094,Boddington (S)
42600,8354,9561,17915,952,1062,2014,239,228,467,202,185,387,146,150,296,3572,3845,7417,69,74,143,16,36,52,64,48,112,24,22,46,0,0,0,4332,4588,8920,1149,1191,2340,61,50,111,6494,6891,13385,901,987,1888,15749,17439,33188,Holdfast Bay (C)
43220,376,356,732,58,52,110,0,0,0,3,0,3,3,0,3,43,45,88,3,4,7,0,0,0,0,3,3,0,0,0,0,0,0,52,52,104,4,10,14,0,0,0,114,114,228,27,26,53,517,496,1013,Kimba (DC)
43360,650,614,1264,181,204,385,14,4,18,24,22,46,3,5,8,152,175,327,3,3,6,0,6,6,5,5,10,0,0,0,0,0,0,201,220,421,5,6,11,6,3,9,393,433,826,51,29,80,1094,1076,2170,Kingston (DC)
43650,3984,3822,7806,432,439,871,64,55,119,49,50,99,53,56,109,1493,1544,3037,39,26,65,9,4,13,30,32,62,8,17,25,0,0,0,1745,1784,3529,106,100,206,7,7,14,2290,2330,4620,245,190,435,6519,6342,12861,Light (RegC)
