lga_code_2016,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot,lga_name16
10850,58,0,0,0,0,58,18,0,0,0,0,18,27,0,0,0,0,30,44,4,0,0,0,45,73,0,0,0,0,73,179,0,0,0,0,181,161,0,0,0,0,165,151,0,0,0,0,151,70,0,0,0,0,72,55,0,0,0,0,55,35,0,0,0,0,35,48,0,0,0,0,51,914,3,0,3,3,925,Blayney (A)
10900,537,11,3,0,5,557,266,11,0,0,0,275,220,3,3,0,0,226,372,4,3,0,0,381,476,6,4,0,0,489,1407,20,14,4,0,1448,1872,36,8,3,4,1925,2796,24,6,3,4,2826,1363,12,5,0,3,1382,990,6,0,0,0,1000,471,0,3,3,3,478,383,6,3,3,0,388,11162,132,50,17,20,11379,Blue Mountains (C)
10950,22,0,0,0,0,27,12,0,0,0,0,12,12,0,0,0,0,12,13,0,0,0,0,13,32,0,0,0,0,32,51,0,0,0,0,51,29,0,0,0,0,29,22,0,0,0,0,22,4,0,0,0,0,4,9,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,8,224,0,0,0,0,220,Bogan (A)
11100,95,23,80,0,0,206,30,15,25,0,0,62,23,0,27,0,0,57,42,12,32,0,0,85,52,27,68,0,0,151,138,54,191,0,0,379,130,48,260,3,0,448,270,105,461,0,3,836,224,98,339,3,0,660,380,233,298,3,5,917,419,125,136,3,4,695,108,39,65,0,0,217,1916,775,1988,16,10,4707,Botany Bay (C)
11150,3,0,0,0,0,3,14,0,0,0,0,14,12,0,0,0,0,12,27,0,0,0,0,27,26,0,0,0,0,32,36,0,0,0,0,36,25,0,0,0,0,26,14,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,7,7,0,0,0,0,7,181,0,0,3,5,190,Bourke (A)
11200,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,5,50,0,0,0,0,46,Brewarrina (A)
14850,278,8,7,3,0,296,147,8,9,4,0,171,124,6,3,0,0,134,283,15,5,6,0,320,348,18,3,3,0,372,951,53,13,9,4,1033,1014,40,3,9,3,1069,838,14,3,12,5,868,292,0,0,10,0,303,197,0,0,5,0,201,109,3,0,3,0,113,216,3,0,8,0,222,4788,167,49,73,19,5095,Lismore (C)
14870,96,4,0,3,0,105,77,3,0,0,0,83,54,6,0,7,0,59,119,4,0,4,0,136,185,8,0,9,0,202,473,9,0,31,6,517,378,0,0,40,3,415,344,0,0,24,3,372,148,0,0,3,3,155,101,0,0,7,0,111,47,0,0,0,0,45,109,3,0,3,0,114,2139,33,3,122,26,2320,Lithgow (C)
14900,838,68,49,0,0,958,278,24,30,0,0,326,249,26,19,0,0,301,373,40,48,0,0,454,603,67,72,0,0,740,1936,214,266,4,7,2426,2513,396,317,3,5,3228,4749,626,247,10,8,5639,3311,275,63,5,5,3660,3065,137,34,4,7,3255,1356,57,19,5,3,1437,996,93,40,0,7,1142,20265,2009,1211,29,49,23566,Liverpool (C)
14920,58,0,0,0,0,60,23,0,0,0,0,23,38,0,0,0,0,40,63,0,0,0,0,63,79,0,0,0,0,79,146,0,0,3,0,149,124,0,0,0,0,124,91,0,0,0,0,90,18,0,0,0,0,17,19,0,0,0,0,19,20,0,0,0,0,22,36,0,0,0,0,36,717,0,3,4,0,727,Liverpool Plains (A)
14950,40,0,0,0,0,40,13,0,0,0,0,13,18,0,0,0,0,16,31,0,0,0,0,33,49,0,0,0,0,49,85,0,0,0,0,85,33,0,0,0,0,35,25,0,0,0,0,24,10,0,0,0,0,10,12,0,0,0,0,12,3,0,0,0,0,3,26,0,0,0,0,26,337,0,0,3,4,345,Lockhart (A)
11250,141,6,0,0,0,146,167,0,0,0,0,164,157,0,0,0,0,161,291,3,0,0,0,298,302,3,0,3,0,306,486,0,0,0,0,487,240,3,0,0,0,237,141,0,0,0,0,139,44,0,0,0,0,42,27,0,0,0,0,27,27,0,0,0,0,27,109,0,0,0,0,111,2122,14,0,3,3,2150,Broken Hill (C)
13910,148,4,0,0,0,153,81,7,0,0,0,88,78,3,0,0,3,81,158,3,3,0,0,171,223,3,3,0,0,232,431,6,0,3,0,438,332,0,0,3,0,329,234,0,0,0,0,238,70,0,0,0,0,69,48,0,0,0,0,53,34,0,0,0,0,37,122,0,0,0,0,127,1962,31,14,9,6,2022,Hilltops (A)
14000,902,62,84,0,3,1057,265,24,27,0,0,316,212,13,20,0,4,250,317,20,30,0,0,374,392,32,83,0,3,509,1110,108,226,0,0,1441,1239,146,303,0,0,1685,2396,271,540,4,10,3222,2077,249,318,0,0,2655,3171,236,170,0,0,3579,2673,112,73,5,0,2863,635,45,45,0,3,721,15388,1307,1924,12,29,18661,Hornsby (A)
14100,80,9,3,0,0,91,6,4,3,0,0,19,7,0,4,0,0,13,19,3,0,0,0,26,26,3,4,0,0,30,67,10,18,0,0,91,46,14,21,0,0,78,101,32,25,0,0,157,69,23,17,0,0,114,138,35,32,0,3,207,491,51,18,0,0,562,66,3,6,0,0,81,1115,206,142,0,6,1472,Hunters Hill (A)
14170,347,402,233,15,4,1006,92,105,62,0,0,255,77,78,68,0,0,228,104,156,119,0,0,382,150,191,151,5,3,494,410,536,530,12,3,1491,412,547,699,6,0,1672,764,1033,1255,25,5,3081,631,921,757,5,12,2323,1143,1786,703,21,8,3672,1546,2450,355,20,19,4390,272,295,121,8,0,697,5955,8494,5053,122,59,19681,Inner West (A)
14200,93,0,0,0,0,97,59,0,0,0,0,66,59,0,0,0,0,65,169,0,0,0,0,177,178,0,0,0,7,186,417,3,0,0,3,431,269,3,0,3,3,275,215,0,0,7,3,224,64,0,0,0,0,64,53,0,0,0,0,53,25,0,0,0,0,25,87,3,0,0,0,93,1704,9,10,8,18,1754,Inverell (A)
14300,46,0,0,0,0,43,15,0,0,0,0,13,20,0,0,0,0,20,49,0,0,0,0,49,78,0,0,0,0,78,169,4,0,0,0,172,88,0,0,0,0,91,85,0,0,0,0,83,26,0,0,0,0,26,13,0,0,0,0,13,8,0,0,0,0,8,34,0,0,0,0,34,630,4,0,0,4,634,Junee (A)
14350,152,4,0,3,3,163,132,3,0,0,0,142,101,4,3,0,0,104,180,7,5,0,0,189,294,3,3,0,4,301,657,3,11,0,7,675,520,0,0,0,5,527,372,3,0,3,7,379,116,0,0,0,3,119,71,0,0,0,0,75,64,0,0,0,3,70,150,0,3,0,0,151,2799,30,31,15,27,2902,Kempsey (A)
14400,126,13,7,0,0,140,45,8,0,0,0,52,32,0,0,0,0,36,69,7,0,0,0,76,90,6,0,0,0,97,221,32,8,0,3,269,228,37,10,3,0,281,464,68,8,0,0,540,307,25,7,0,0,344,297,10,0,0,0,309,154,9,3,0,0,162,98,3,0,0,0,108,2121,231,50,9,3,2418,Kiama (A)
14500,891,20,107,0,0,1020,137,11,20,0,0,166,131,8,13,0,0,146,150,14,46,0,0,204,197,9,47,0,0,247,610,22,174,0,0,810,599,21,202,0,0,823,1263,44,510,0,0,1816,867,31,376,0,0,1280,2010,51,428,0,0,2490,4561,73,234,3,4,4871,587,15,73,0,0,675,12008,300,2225,6,12,14544,Ku-ring-gai (A)
14550,73,0,0,4,0,70,56,0,0,0,0,59,57,0,0,0,0,59,97,0,0,3,0,103,95,0,0,4,0,102,196,0,0,0,0,197,136,0,0,0,0,141,96,0,0,0,0,103,35,0,0,0,0,35,29,0,0,0,0,29,21,0,0,0,0,20,61,0,0,0,0,63,955,3,0,14,7,976,Kyogle (A)
14600,59,0,0,0,0,61,20,0,0,0,4,26,25,0,0,0,7,26,56,0,0,0,3,53,82,0,0,0,3,84,94,0,0,0,3,103,43,0,0,0,3,44,36,0,0,0,0,36,14,0,0,0,0,14,14,0,0,0,0,14,11,0,0,0,0,11,33,0,0,0,3,33,485,0,0,3,23,507,Lachlan (A)
14650,1122,65,24,0,5,1215,566,35,7,3,0,603,462,29,4,0,0,491,823,41,11,3,0,880,1205,32,8,3,0,1249,3443,167,54,10,5,3677,4657,182,51,7,4,4909,6465,156,45,10,10,6684,2743,52,27,3,0,2822,1824,19,10,0,3,1859,864,11,0,0,3,873,962,26,9,0,5,996,25136,816,238,34,33,26260,Lake Macquarie (C)
14700,171,10,69,0,0,247,28,0,18,0,0,45,19,6,13,0,0,38,21,4,28,0,0,51,33,4,49,0,0,86,115,18,151,0,0,280,94,14,239,0,0,340,238,29,434,0,0,704,155,23,348,0,0,529,318,46,359,0,0,720,956,68,154,0,0,1177,126,12,64,0,0,207,2271,232,1932,0,5,4436,Lane Cove (A)
14750,56,0,0,0,0,62,34,0,0,0,0,35,42,0,4,0,0,45,83,4,0,0,0,88,120,0,0,0,0,120,295,0,3,0,0,309,203,3,0,3,0,213,154,3,0,0,0,153,45,0,0,0,0,50,34,0,0,0,0,34,26,0,0,0,0,28,67,0,3,0,0,73,1155,11,18,3,10,1199,Leeton (A)
15050,354,12,0,3,0,372,193,12,4,0,0,212,156,3,0,0,0,160,317,6,0,0,6,332,486,30,3,0,0,522,1533,68,6,3,3,1623,2086,66,4,3,0,2162,2701,39,0,4,3,2742,1077,5,0,0,9,1086,626,3,3,3,0,642,279,0,0,0,0,281,361,4,0,0,3,371,10169,256,29,19,27,10506,Maitland (C)
15240,501,32,20,6,3,558,314,15,6,3,3,339,257,14,7,3,0,285,531,24,16,4,5,575,694,32,16,11,8,764,1743,71,44,10,7,1881,1558,46,22,4,4,1635,1388,21,9,5,10,1431,445,6,10,0,3,468,320,3,3,4,0,334,172,3,3,0,3,180,402,10,3,0,3,420,8322,284,156,54,48,8865,Mid-Coast (A)
15270,98,3,3,0,0,106,96,0,0,0,0,93,73,0,0,0,0,76,115,4,0,3,0,129,154,0,0,3,0,163,402,3,3,3,5,413,478,8,4,5,0,489,578,7,3,3,7,595,254,0,0,0,0,259,159,0,0,0,0,162,101,0,0,0,6,104,110,0,0,0,0,114,2623,28,17,14,16,2700,Mid-Western Regional (A)
15300,65,9,0,0,0,73,24,0,0,0,0,31,35,0,0,0,0,40,67,6,0,0,0,72,107,6,3,0,0,111,249,7,6,0,0,263,177,4,3,0,3,186,121,11,0,0,0,132,40,6,0,0,0,44,37,0,0,0,0,39,35,3,0,0,0,40,73,3,0,0,0,81,1031,54,18,6,11,1115,Moree Plains (A)
15350,137,31,54,0,0,223,18,9,23,0,0,50,14,4,10,0,0,29,7,4,19,0,0,31,19,13,35,0,0,60,68,22,99,0,0,191,38,17,95,0,0,154,102,42,201,0,0,335,45,18,127,0,0,190,113,68,201,0,3,382,709,220,187,0,8,1124,102,24,41,0,0,165,1377,462,1092,3,12,2942,Mosman (A)
15520,97,3,0,3,0,106,52,0,0,3,0,52,42,0,0,0,0,47,87,0,3,0,0,92,109,5,5,0,0,113,228,3,3,0,0,234,196,0,0,3,0,198,213,0,0,3,0,214,56,0,0,0,0,58,40,0,0,0,0,40,30,0,0,3,0,30,81,0,0,3,0,86,1227,17,19,13,3,1278,Murray River (A)
15560,44,0,0,0,0,48,17,0,0,0,0,17,25,0,0,0,0,25,38,0,0,0,0,38,47,0,0,0,0,47,64,0,0,0,0,70,50,0,0,0,0,45,15,0,0,0,0,15,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,28,0,0,0,0,27,333,0,0,4,0,340,Murrumbidgee (A)
15650,49,0,0,0,0,50,28,0,0,0,0,28,27,0,0,0,0,30,58,0,0,0,0,58,95,3,3,0,0,101,329,8,3,0,0,339,357,9,0,0,3,367,392,3,0,0,0,394,168,4,0,0,0,168,128,0,0,0,0,133,41,0,0,0,0,47,91,0,0,0,0,96,1770,31,6,3,10,1808,Muswellbrook (A)
15700,100,0,3,0,0,108,79,0,4,0,0,82,81,0,3,5,0,96,146,0,0,0,0,150,169,3,3,3,0,180,393,6,3,3,0,411,306,10,3,3,0,314,255,0,0,0,0,261,87,0,0,0,0,88,48,0,0,0,0,49,22,0,0,0,0,20,95,3,0,0,0,96,1788,25,20,17,7,1858,Nambucca (A)
15750,77,0,0,0,6,82,41,0,0,4,0,46,37,0,0,0,0,37,79,0,0,0,0,77,110,0,0,0,0,109,267,0,0,0,0,265,252,3,0,0,0,256,208,0,0,3,0,220,63,0,0,0,0,64,48,0,0,0,0,48,36,0,0,0,0,35,85,0,0,3,0,97,1304,7,7,17,8,1335,Narrabri (A)
15800,49,0,0,0,0,49,31,0,0,0,0,31,35,0,0,0,0,35,73,0,0,0,0,71,95,0,0,0,0,95,134,0,0,0,0,139,73,0,0,0,0,73,40,0,0,0,0,38,18,0,0,0,0,18,10,0,0,0,0,10,14,0,0,0,0,14,37,0,0,0,0,37,608,4,0,0,0,611,Narrandera (A)
15850,64,0,0,0,0,65,38,0,0,0,0,38,21,0,0,0,0,26,58,0,0,0,0,56,76,0,0,0,0,75,151,0,0,0,0,154,94,0,0,0,4,95,63,0,0,0,0,63,30,0,0,0,0,31,22,0,0,0,0,22,23,0,0,0,0,23,38,0,0,0,0,36,655,3,0,0,5,668,Narromine (A)
15900,744,84,43,0,0,872,325,40,14,0,0,378,324,27,18,0,0,375,538,42,32,0,0,610,748,83,37,0,0,872,2234,269,133,3,3,2637,2932,311,181,3,6,3435,3991,341,177,6,6,4525,1858,132,62,0,4,2061,1300,110,50,3,0,1466,778,84,55,0,0,920,611,44,35,0,0,697,16384,1568,853,26,30,18853,Newcastle (C)
15950,108,83,248,0,0,440,7,16,51,0,0,72,11,18,45,0,0,73,12,13,65,0,0,89,17,31,120,0,0,164,63,85,307,0,0,456,40,75,384,0,0,500,103,166,723,0,0,992,61,112,572,0,0,746,134,222,761,0,0,1121,525,418,685,0,3,1628,74,55,115,0,0,250,1156,1286,4090,6,4,6542,North Sydney (A)
15990,1119,120,280,3,3,1525,281,21,82,0,0,385,253,34,92,0,0,376,325,33,132,0,0,495,425,36,181,0,0,637,1331,144,598,0,3,2082,1343,155,783,12,5,2300,2570,246,1572,11,9,4409,2230,249,1133,4,3,3623,4386,433,1199,9,5,6031,6851,488,643,7,15,8000,1141,83,235,3,4,1473,22248,2053,6931,55,55,31339,Northern Beaches (A)
16100,32,0,0,0,0,29,11,0,0,0,0,15,20,0,0,0,0,18,27,0,0,0,0,27,50,0,0,0,0,47,130,0,0,0,3,135,111,0,0,0,4,111,83,0,0,3,0,89,45,0,0,0,3,47,21,0,0,0,3,26,20,0,0,0,0,24,26,0,0,0,0,26,575,0,0,8,22,600,Oberon (A)
16150,152,3,0,0,0,155,88,0,0,0,0,93,78,0,0,0,0,81,212,4,3,0,0,218,291,14,4,0,0,312,826,31,11,0,3,872,1014,27,7,0,3,1050,1036,5,0,0,4,1050,387,3,0,0,0,397,267,0,0,0,0,267,131,0,0,0,0,132,163,7,0,0,4,172,4648,98,35,3,16,4794,Orange (C)
16200,90,0,0,0,0,91,46,0,0,0,3,47,54,0,0,3,0,51,117,0,0,0,0,117,132,0,0,0,0,133,394,3,0,0,0,400,274,0,0,0,0,270,197,0,0,0,3,200,80,0,0,0,0,79,50,0,0,0,0,50,29,0,0,0,0,29,78,0,0,0,0,79,1529,12,5,4,11,1555,Parkes (A)
16260,848,205,307,0,5,1364,195,54,78,3,0,339,194,49,74,0,0,318,276,80,140,0,0,493,371,119,185,3,0,672,1110,372,688,9,5,2183,1175,482,1034,3,3,2694,2321,967,1751,8,10,5058,1720,656,866,6,4,3250,2372,658,569,7,9,3612,1790,335,256,0,3,2388,589,135,171,0,3,902,12953,4104,6112,52,51,23273,Parramatta (C)
16350,811,53,16,0,3,887,364,26,6,0,0,398,323,23,11,0,0,350,532,57,25,0,0,615,767,87,53,3,0,908,2433,274,143,0,7,2862,3548,454,116,7,0,4124,6400,528,79,0,15,7015,3753,145,22,3,7,3930,2569,78,8,3,10,2673,1076,30,0,0,7,1114,1041,65,18,0,0,1117,23617,1823,494,22,46,26001,Penrith (C)
11700,13,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,45,0,0,0,3,53,Central Darling (A)
11300,111,42,73,0,0,232,18,15,10,0,0,43,21,9,17,0,0,42,29,13,23,0,0,56,44,22,35,0,0,102,107,44,78,0,0,237,90,48,101,0,0,242,188,115,197,0,3,497,134,74,126,0,0,336,249,118,89,0,5,461,314,109,31,7,0,458,93,28,34,0,0,160,1403,640,810,7,11,2857,Burwood (A)
11350,206,3,6,7,3,223,91,5,0,0,3,105,64,0,4,0,0,71,106,5,5,4,3,121,146,12,4,0,3,170,404,20,18,6,5,452,384,26,10,0,5,435,611,33,14,3,3,662,305,31,7,0,9,350,265,21,4,3,0,293,179,3,4,3,0,190,192,9,7,0,0,213,2960,171,91,35,32,3291,Byron (A)
11400,86,0,0,0,0,86,37,0,0,0,0,38,51,0,0,0,0,53,91,0,0,0,0,91,140,0,0,0,0,140,314,0,3,0,0,319,243,0,0,3,4,249,253,0,0,0,3,259,125,0,0,0,0,125,119,0,0,0,0,121,93,0,0,0,0,93,96,0,0,0,0,98,1639,0,5,7,7,1662,Cabonne (A)
11450,364,6,0,0,0,367,114,7,0,0,0,128,104,3,0,0,0,105,182,5,0,0,0,183,281,10,0,0,0,293,889,41,3,0,0,934,1343,68,0,0,0,1413,3195,121,7,3,3,3325,2491,51,5,0,3,2549,1975,19,0,0,3,2003,762,9,0,0,3,773,471,11,0,0,0,479,12162,350,20,5,18,12556,Camden (A)
11500,673,65,16,0,4,751,284,34,5,0,0,324,251,43,14,0,0,302,422,73,11,3,0,510,710,99,10,0,0,819,2160,398,61,3,0,2621,3086,509,78,3,3,3686,4785,495,91,3,4,5378,2120,146,30,4,4,2300,1400,63,14,0,4,1480,629,38,12,0,0,677,689,76,7,0,0,777,17207,2051,329,22,20,19629,Campbelltown (C) (NSW)
11520,304,58,208,7,0,582,69,13,36,0,0,112,52,14,47,0,0,109,62,11,78,0,0,149,129,31,109,0,0,269,298,74,324,8,3,707,268,86,374,6,0,735,487,139,908,6,4,1550,369,125,664,12,0,1170,648,242,777,4,3,1680,1339,229,458,4,11,2030,220,38,138,0,0,402,4232,1064,4112,55,19,9489,Canada Bay (A)
11570,1177,317,235,3,11,1740,325,82,104,0,0,518,323,84,76,3,0,481,485,134,150,4,0,785,658,191,251,3,0,1104,1923,635,932,13,6,3501,2183,837,1154,14,11,4200,4035,1474,1242,15,15,6785,2826,993,394,11,18,4242,3305,956,303,12,10,4581,1911,408,159,3,11,2485,1156,266,182,6,0,1613,20296,6374,5179,93,81,32031,Canterbury-Bankstown (A)
11600,33,0,0,0,0,31,8,0,0,0,0,10,12,0,0,0,0,12,22,0,0,0,0,22,26,0,0,0,0,26,38,0,0,0,0,39,14,0,0,0,0,14,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,15,183,0,0,5,0,185,Carrathool (A)
11650,1666,125,76,11,6,1881,713,71,37,4,0,830,587,84,41,4,3,719,1170,110,44,5,4,1329,1641,132,75,12,9,1864,5063,400,224,8,3,5698,7120,464,246,23,10,7861,9670,394,184,24,13,10274,4280,94,86,7,8,4469,3004,87,51,4,8,3163,1523,29,20,4,0,1584,1523,76,51,10,6,1665,37966,2072,1134,119,61,41343,Central Coast (C) (NSW)
