lga_code_2016,m_0_299_ds_ds_sept_house,m_0_299_ds_ds_sd_row_tce_hs_t,m_0_299_ds_ds_flat_apart,m_0_299_ds_ds_other_dwg,m_0_299_ds_ns,m_0_299_tot,m_300_449_ds_separate_hse,m_300_449_ds_sd_row_tc_hse_th,m_300_449_ds_flat_apart,m_300_449_ds_other_dwg,m_300_449_ds_ns,m_300_449_tot,m_450_599_ds_separate_hse,m_450_599_ds_sd_row_tce_hs_th,m_450_599_ds_flat_apart,m_450_599_ds_other_dwg,m_450_599_ds_ns,m_450_599_tot,m_600_799_ds_separate_hse,m_600_799_ds_sd_row_tc_hs_th,m_600_799_ds_flat_apart,m_600_799_ds_other_dwg,m_600_799_ds_ns,m_600_799_tot,m_800_999_ds_separate_hse,m_800_999_ds_sd_row_tc_hs_th,m_800_999_ds_flat_apart,m_800_999_ds_other_dwg,m_800_999_ds_ns,m_800_999_tot,m_1000_1399_ds_separate_hse,m_1000_1399_ds_sd_rw_tc_h_th,m_1000_1399_ds_flat_apart,m_1000_1399_ds_other_dwg,m_1000_1399_ds_ns,m_1000_1399_tot,m_1400_1799_ds_separate_hse,m_1400_1799_ds_sd_rw_tc_h_th,m_1400_1799_ds_flat_apart,m_1400_1799_ds_other_dwg,m_1400_1799_ds_ns,m_1400_1799_tot,m_1800_2399_ds_separate_hse,m_1800_2399_ds_sd_rw_tc_h_th,m_1800_2399_ds_flat_apart,m_1800_2399_ds_other_dwg,m_1800_2399_ds_ns,m_1800_2399_tot,m_2400_2999_ds_separate_hse,m_2400_2999_ds_sd_rw_tc_h_th,m_2400_2999_ds_flat_apart,m_2400_2999_ds_other_dwg,m_2400_2999_ds_ns,m_2400_2999_tot,m_3000_3999_ds_separate_hse,m_3000_3999_ds_sd_rw_tc_h_th,m_3000_3999_ds_flt_apart,m_3000_3999_ds_other_dwg,m_3000_3999_ds_ns,m_3000_3999_tot,m_4000_over_ds_separate_hse,m_4000_ov_ds_sd_rw_tce_hs_th,m_4000_over_ds_flat_apart,m_4000_over_ds_other_dwg,m_4000_ds_over_ns,m_4000_over_tot,mort_rpmnt_ns_ds_separat_hs,mrt_rpmt_ns_ds_sd_rw_tc_hs_th,mrt_rpmt_ns_ds_flat_apart,mort_rpmnt_ns_ds_other_dwg,mort_rpmnt_ns_ds_ns,mort_rpmnt_ns_total,tot_ds_separate_hse,tot_ds_sd_row_tce_hse_thse,tot_ds_flat_apartment,tot_ds_other_dwg,tot_ds_ns,tot_tot,lga_name16
30300,45,0,0,0,0,52,17,0,0,0,0,16,8,0,0,0,0,8,32,0,0,0,0,32,36,0,0,0,0,36,79,0,0,0,4,83,41,0,0,0,0,40,37,0,0,0,0,37,15,0,0,0,0,15,17,0,0,0,0,17,19,0,0,0,0,18,28,0,0,0,0,31,382,0,0,4,3,388,Balonne (S)
30370,116,0,0,0,3,120,30,0,0,0,0,34,35,0,0,0,0,35,48,0,0,0,0,48,101,0,0,0,0,97,251,0,3,3,0,258,265,0,0,4,0,269,217,0,0,3,0,219,101,0,0,0,0,100,86,0,0,0,0,85,52,0,0,0,0,52,84,0,0,0,0,84,1379,4,8,10,3,1410,Banana (S)
30410,40,0,0,0,0,40,13,0,0,0,0,13,9,0,0,0,0,5,22,0,0,0,0,27,17,0,0,0,0,15,39,0,0,0,0,44,21,0,0,3,0,22,16,0,0,0,0,16,11,0,0,0,0,11,3,0,0,0,0,3,12,0,0,0,0,8,23,0,0,0,0,23,216,0,0,6,0,225,Barcaldine (R)
30450,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,15,0,0,0,0,22,Barcoo (S)
30760,19,0,0,0,0,19,9,0,0,0,0,9,16,0,0,0,0,16,25,0,0,0,0,25,20,0,0,0,0,23,33,0,0,0,0,33,8,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,3,3,0,0,0,0,3,7,0,0,3,0,8,10,0,0,0,0,10,161,0,0,8,0,161,Blackall-Tambo (R)
34710,32,0,0,0,0,38,8,0,0,0,0,8,9,0,0,0,0,9,20,0,0,0,0,17,36,0,0,3,0,37,82,0,0,0,0,82,55,0,0,0,0,58,51,0,0,0,0,55,12,0,0,0,0,12,6,0,0,0,0,8,11,0,0,0,0,11,19,0,0,3,0,30,344,0,0,19,4,367,Longreach (R)
34770,569,9,6,10,3,603,202,11,0,0,0,219,187,11,4,3,0,200,363,20,7,4,0,398,596,28,14,5,0,649,1710,85,26,17,4,1837,2313,100,25,14,8,2461,3679,61,33,13,10,3792,2063,25,17,4,4,2115,1330,19,9,4,3,1365,572,4,10,4,0,597,643,13,3,4,4,670,14224,394,151,74,45,14888,Mackay (R)
34800,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,8,46,0,0,4,0,45,McKinlay (S)
34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapoon (S)
34860,132,0,0,6,3,142,27,0,0,0,0,32,28,0,0,0,0,33,57,0,0,0,0,56,98,0,0,0,0,104,216,0,0,3,0,219,198,0,0,0,0,202,179,0,0,0,0,180,80,0,0,0,0,89,69,0,0,0,0,76,52,0,0,0,0,52,97,0,0,0,0,103,1250,5,3,21,14,1289,Maranoa (R)
34880,97,0,0,0,0,98,60,0,0,0,0,60,49,0,0,0,0,49,103,0,0,0,0,105,141,0,0,0,0,142,415,0,0,10,0,420,392,0,0,4,3,394,391,3,0,3,3,395,140,0,0,0,0,137,110,0,0,0,0,113,61,0,0,0,0,61,112,0,0,0,0,110,2070,3,3,20,8,2103,Mareeba (S)
35010,2263,93,41,0,7,2406,1033,66,15,4,0,1114,887,47,25,10,3,972,1628,88,38,7,3,1753,2239,135,59,5,4,2444,6856,447,179,7,13,7505,10245,419,138,18,8,10834,14310,269,125,13,18,14732,6040,55,53,4,3,6160,3946,27,30,0,3,4007,1743,8,14,7,3,1774,2135,47,28,10,3,2226,53329,1711,735,76,67,55919,Moreton Bay (R)
35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Mornington (S)
35300,55,3,0,0,3,60,21,0,0,0,0,25,29,3,0,0,0,33,37,0,0,3,0,40,87,3,0,3,0,89,212,9,0,13,6,243,375,12,5,3,0,401,611,7,3,6,0,634,223,4,0,0,0,226,121,4,0,0,0,122,79,0,0,0,0,79,77,0,3,0,0,84,1924,50,16,34,13,2038,Mount Isa (C)
35600,53,0,0,0,0,55,29,0,0,0,0,30,25,0,0,0,0,25,50,0,0,0,0,49,52,0,0,0,0,52,85,0,0,0,0,85,44,0,0,0,0,45,43,0,0,0,0,47,10,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,10,30,0,0,0,0,29,440,0,0,7,3,453,Murweh (S)
35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Napranum (S)
35740,351,33,12,0,0,400,150,16,6,0,0,177,127,15,10,0,0,146,216,27,11,3,0,253,297,23,16,0,3,333,829,71,50,3,3,951,924,77,41,7,4,1055,1238,62,38,3,7,1344,597,28,19,0,6,651,445,18,7,0,5,480,269,9,13,3,3,296,305,12,10,0,3,329,5742,380,230,24,39,6421,Noosa (S)
35760,81,0,0,9,0,85,47,0,0,3,0,50,49,0,0,3,0,54,100,0,0,0,0,97,109,0,0,3,0,113,186,0,0,3,0,195,103,0,0,0,0,105,99,0,0,0,0,97,26,0,0,0,0,32,30,0,0,0,0,30,26,0,0,0,0,26,58,0,0,5,3,62,911,0,3,27,10,950,North Burnett (R)
35780,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,15,Northern Peninsula Area (R)
35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Palm Island (S)
35800,37,0,0,0,0,37,18,0,0,0,0,18,5,0,0,0,0,6,12,0,0,0,0,12,7,0,0,0,0,7,9,0,0,0,0,9,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,13,0,0,0,0,16,121,0,0,4,3,124,Paroo (S)
36070,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,Pormpuraaw (S)
36150,10,0,0,0,0,12,5,0,0,0,0,8,11,0,0,0,0,11,12,0,0,0,0,12,8,0,0,0,0,8,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,82,0,0,3,0,83,Quilpie (S)
36250,903,36,17,0,5,964,374,25,3,0,0,406,334,21,11,0,0,367,589,47,16,0,0,648,768,64,24,0,3,852,2113,179,44,4,11,2348,2826,246,54,0,4,3134,5354,146,35,3,3,5545,2934,25,13,3,6,2984,1913,29,11,0,0,1947,874,8,7,0,0,892,818,20,12,3,3,849,19809,835,238,13,39,20944,Redland (C)
36300,17,0,0,0,0,13,5,0,0,0,0,3,6,0,0,0,0,6,12,0,0,0,0,14,7,0,0,0,0,7,6,0,0,0,3,10,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,70,0,0,0,9,76,Richmond (S)
36370,369,6,0,3,0,375,219,3,3,0,0,230,197,6,0,3,0,203,380,10,0,0,0,392,635,16,6,6,0,664,1936,32,13,10,3,1996,2121,24,23,4,0,2172,1951,22,18,11,6,2000,601,4,0,3,0,613,406,0,5,0,0,410,200,0,0,0,3,198,346,6,7,0,3,358,9351,120,82,35,15,9614,Rockhampton (R)
36510,230,5,3,0,0,242,128,3,0,0,0,133,107,4,0,0,0,108,224,5,0,0,0,226,253,5,3,3,0,269,808,12,4,5,0,830,898,5,0,3,3,915,1069,0,0,3,0,1076,492,0,0,3,0,497,338,3,0,4,0,347,169,0,0,4,0,182,258,0,0,3,0,262,4970,44,12,33,10,5073,Scenic Rim (R)
36580,133,0,0,0,0,130,85,0,0,0,0,83,96,0,0,0,0,96,175,0,0,0,0,179,249,0,0,0,0,246,560,3,0,3,3,565,568,0,0,4,3,577,533,3,0,6,5,540,203,0,0,0,0,203,126,0,0,0,5,130,58,0,0,0,0,60,165,0,0,0,0,168,2945,10,0,14,17,2987,Somerset (R)
36630,230,0,4,3,0,240,160,3,0,0,0,166,163,0,0,3,0,171,287,4,0,6,0,297,360,3,0,0,3,366,758,7,6,3,6,774,585,0,3,3,4,599,369,0,0,0,4,374,118,0,0,0,0,118,82,0,0,3,0,84,61,0,0,0,0,61,191,0,0,4,0,198,3363,21,14,33,14,3448,South Burnett (R)
36660,222,0,0,7,4,235,141,7,0,0,0,147,134,0,0,0,5,140,245,4,0,0,0,248,363,9,0,4,0,378,940,13,0,5,3,958,701,4,0,0,6,712,501,4,0,0,0,508,152,0,0,0,0,152,107,0,0,0,0,106,61,0,0,7,3,72,177,0,0,0,3,179,3735,39,7,25,24,3831,Southern Downs (R)
36720,1529,117,116,11,7,1779,714,90,48,10,0,865,570,62,46,6,3,687,996,74,79,14,4,1164,1457,130,111,7,8,1721,4097,443,325,17,18,4898,5261,445,333,8,9,6058,8435,304,296,14,23,9067,3911,78,105,12,13,4126,2670,48,84,5,5,2823,1302,24,46,5,8,1387,1401,89,53,8,6,1551,32347,1895,1648,117,114,36124,Sunshine Coast (R)
36820,143,0,0,4,0,152,98,0,3,0,0,103,74,0,0,0,0,76,145,0,0,0,0,152,194,0,3,0,0,199,505,3,7,3,4,517,418,0,0,3,0,421,400,0,0,4,3,406,140,0,0,0,0,138,83,0,3,0,4,87,80,0,0,0,0,79,127,0,0,0,0,128,2401,4,20,28,14,2463,Tablelands (R)
36910,837,21,14,7,8,879,472,23,11,3,0,514,396,21,9,0,4,439,797,32,15,5,0,854,1113,67,19,7,0,1210,3477,185,57,14,13,3746,3956,148,35,10,16,4163,3613,79,22,12,16,3734,1399,14,6,4,0,1417,855,14,4,0,4,881,439,4,3,4,3,456,631,21,0,3,0,658,17979,636,203,72,66,18955,Toowoomba (R)
36950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,3,0,6,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,0,27,3,0,4,0,39,Torres (S)
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,811,37,30,3,3,877,370,15,13,0,0,406,329,13,9,0,0,351,735,43,31,4,0,816,1023,65,34,5,0,1128,3474,199,124,16,4,3810,4750,136,103,8,8,5004,5526,60,91,9,20,5705,2137,19,28,7,3,2193,1374,11,34,7,7,1430,629,11,27,4,4,680,792,26,17,3,7,841,21944,634,537,73,49,23237,Townsville (C)
32260,157,3,3,9,3,165,83,0,0,0,0,83,70,0,3,3,0,81,174,0,3,7,3,193,257,3,0,8,0,270,626,7,11,3,3,649,493,4,0,3,8,510,373,0,4,7,0,387,144,0,0,0,3,152,88,0,0,3,3,93,47,0,0,0,0,51,132,3,4,6,3,149,2647,16,32,46,27,2775,Cassowary Coast (R)
32270,121,0,0,3,3,131,29,3,0,3,0,34,42,0,0,0,0,51,79,0,3,3,3,94,113,0,3,4,14,127,319,8,8,5,10,349,375,15,8,5,3,407,609,10,5,8,10,641,301,0,3,4,5,314,216,0,0,0,3,219,109,0,0,0,7,118,116,0,3,0,5,125,2429,47,36,41,59,2608,Central Highlands (R) (Qld)
32310,81,0,0,3,3,92,34,0,0,0,0,32,41,0,0,0,0,41,75,3,0,0,0,76,112,3,0,0,0,116,244,3,0,0,0,252,217,0,0,0,0,215,164,0,0,0,0,167,56,0,0,0,0,63,55,0,0,3,0,52,27,3,0,0,0,33,66,0,0,3,0,68,1174,13,3,16,4,1202,Charters Towers (R)
37300,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,22,5,3,0,0,31,32,7,0,0,0,45,59,21,0,0,0,88,66,3,0,0,0,68,44,3,0,0,0,47,17,4,0,0,0,19,21,0,0,0,0,19,279,53,5,5,0,341,Weipa (T)
37310,264,0,0,3,3,267,83,0,0,0,0,80,79,0,0,0,0,84,180,3,0,0,7,190,271,3,0,0,0,276,552,7,0,4,3,565,546,3,0,0,0,555,491,7,0,0,4,499,212,0,0,0,0,215,119,0,0,0,0,116,82,0,0,0,0,85,158,0,0,0,0,163,3037,18,6,16,18,3092,Western Downs (R)
30900,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,4,0,17,Boulia (S)
31000,5820,395,599,12,15,6848,2010,158,200,5,4,2381,1670,164,194,6,3,2036,2821,260,357,12,0,3453,3782,358,521,6,6,4674,11282,1334,1838,17,28,14505,14373,2175,2788,34,42,19417,25488,2469,3412,38,60,31460,15911,874,1330,22,43,18168,14779,575,972,24,28,16381,10008,296,624,13,24,10971,4250,279,388,14,17,4938,112191,9328,13230,199,282,135231,Brisbane (C)
31750,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,29,Bulloo (S)
31820,543,7,11,4,3,571,374,10,4,8,0,393,325,4,0,3,0,336,646,7,12,5,0,679,803,22,11,8,4,841,2228,37,29,11,6,2316,2071,22,31,3,5,2126,1505,7,18,6,0,1536,477,3,4,3,0,487,295,0,3,0,3,307,150,3,0,3,4,158,455,5,9,5,0,472,9867,130,133,61,31,10218,Bundaberg (R)
31900,96,0,3,3,0,106,55,0,0,0,0,55,62,0,0,0,0,67,109,0,4,0,0,121,184,0,0,0,0,186,401,0,8,4,0,412,319,0,5,3,0,328,239,0,0,0,0,246,97,0,0,0,0,97,52,0,0,0,0,53,44,0,0,0,3,46,101,0,0,0,0,101,1761,3,26,17,3,1805,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Burke (S)
32080,687,26,54,0,5,780,319,19,43,0,0,381,284,25,35,3,0,343,605,72,100,9,5,787,811,95,177,4,7,1098,2649,256,290,7,5,3209,3575,119,239,13,11,3956,4198,79,138,4,8,4428,1477,6,49,0,3,1536,981,13,35,4,3,1040,517,9,25,0,3,553,648,28,40,3,0,724,16753,743,1224,51,53,18832,Cairns (R)
32250,5,0,0,0,0,9,3,0,0,0,0,0,4,0,0,3,0,5,7,0,0,0,0,7,10,0,0,0,0,10,22,0,0,0,0,24,10,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,9,64,0,0,11,3,84,Carpentaria (S)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,15,0,0,0,0,15,31,0,0,5,0,30,21,0,0,0,3,29,32,0,0,0,3,31,12,0,0,0,0,12,3,0,0,0,0,3,5,0,0,0,3,5,3,0,0,0,0,10,143,0,0,11,9,164,Cloncurry (S)
32500,19,0,0,3,0,22,9,0,0,3,0,13,7,0,0,0,0,10,17,0,0,3,0,19,22,0,0,3,0,22,61,0,0,5,0,67,44,0,0,5,0,51,28,0,0,11,0,32,14,0,0,4,0,12,6,0,0,0,0,6,12,0,0,0,0,11,25,0,0,6,0,29,253,0,0,44,5,298,Cook (S)
32600,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,Croydon (S)
37340,151,4,10,4,4,170,60,0,3,3,0,62,58,0,3,0,0,59,108,7,10,0,0,125,201,4,14,3,0,227,490,21,21,11,4,546,536,24,16,9,7,586,681,20,19,3,5,734,368,9,0,6,3,385,231,6,0,8,3,251,104,3,4,0,4,111,170,3,7,3,0,183,3164,100,110,43,32,3447,Whitsunday (R)
33360,285,0,3,10,3,301,133,3,6,3,0,145,128,0,0,3,0,131,208,7,4,0,0,224,329,4,10,4,0,352,904,30,17,8,3,960,1319,19,19,6,0,1364,1983,24,11,14,0,2031,1166,8,8,3,4,1189,832,0,7,7,5,847,323,3,3,3,3,332,327,3,3,5,6,341,7941,103,95,63,21,8221,Gladstone (R)
33430,2231,489,340,9,4,3070,861,233,126,3,5,1224,660,220,115,0,5,996,1230,406,251,15,7,1910,1743,578,358,9,11,2696,5252,1977,1159,19,19,8428,7138,2472,1243,14,23,10894,13609,1922,1161,17,35,16744,7543,581,376,5,14,8523,5403,364,317,14,9,6098,3129,198,219,0,18,3564,2384,389,273,5,9,3059,51180,9825,5948,111,146,67207,Gold Coast (C)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,10,Diamantina (S)
41140,70,0,0,0,0,70,58,0,0,0,3,61,53,0,0,0,0,54,105,0,0,0,0,105,116,0,0,0,0,118,252,6,0,0,0,260,197,4,0,0,0,205,139,0,0,0,0,136,52,0,0,0,0,54,26,3,0,0,0,28,29,0,0,0,0,32,47,0,0,0,0,50,1142,12,0,10,8,1173,Clare and Gilbert Valleys (DC)
33220,562,18,6,13,8,602,367,21,3,4,3,390,361,7,0,5,3,380,656,20,6,8,8,691,799,24,6,13,0,839,2222,57,18,17,19,2335,2026,36,11,16,9,2091,1596,20,9,6,12,1640,476,0,3,7,3,486,311,3,3,0,0,323,134,0,0,0,3,141,427,13,4,6,0,452,9937,215,70,100,71,10387,Fraser Coast (R)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,46,8,4,3,0,58,23,3,0,3,0,29,33,6,4,4,0,46,35,12,10,0,0,59,65,9,9,3,0,88,180,19,8,3,0,211,203,25,14,3,0,242,226,8,8,3,5,245,84,3,3,0,0,93,67,4,0,0,0,73,40,9,0,0,3,45,63,3,4,0,0,70,1073,96,64,21,14,1259,Douglas (S)
33100,11,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,46,0,0,3,4,50,Etheridge (S)
33200,12,10,0,0,0,26,9,0,0,0,3,14,4,0,0,0,0,10,16,0,0,0,0,16,11,6,0,0,0,10,15,7,0,0,0,19,3,4,0,0,0,10,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,10,4,0,0,3,16,81,38,0,0,4,123,Flinders (S) (Qld)
33610,84,0,0,0,0,83,35,0,0,3,0,39,27,0,0,0,0,28,62,0,0,0,3,63,86,0,0,0,0,85,193,0,0,0,0,192,167,0,0,0,0,174,160,0,0,0,0,159,48,0,0,0,0,48,42,0,0,0,0,42,25,0,0,0,0,27,51,0,0,0,0,55,970,6,10,13,11,1005,Goondiwindi (R)
33620,325,3,0,5,0,336,241,3,0,0,0,250,195,0,0,3,0,200,366,6,0,12,0,392,517,4,3,11,0,531,1268,10,3,8,7,1295,1108,3,3,7,5,1124,866,9,3,6,3,876,255,3,0,6,0,264,144,0,0,0,0,148,105,0,0,0,0,103,248,0,0,6,0,262,5652,40,13,72,20,5790,Gympie (R)
33800,71,0,0,0,0,77,44,0,0,0,0,45,33,0,0,0,0,33,85,0,0,3,0,84,82,0,0,0,0,88,196,0,3,0,0,205,158,0,0,0,0,166,134,0,0,0,0,134,46,0,0,0,0,46,30,0,0,0,0,30,15,0,0,0,0,17,60,0,0,0,0,62,954,0,4,8,6,975,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,Hope Vale (S)
33960,828,14,3,3,0,846,445,14,0,0,0,459,405,17,0,0,0,427,727,36,3,0,0,765,1175,46,10,0,0,1237,4338,134,17,3,3,4501,5444,95,16,3,4,5561,5034,76,0,11,12,5126,1658,9,0,3,0,1670,1068,8,0,3,0,1074,428,5,0,4,0,437,889,17,3,0,3,910,22439,472,52,32,18,23016,Ipswich (C)
33980,74,0,0,3,3,78,26,0,0,0,0,26,28,0,0,0,0,28,54,0,0,5,0,58,58,0,0,0,3,61,131,3,4,3,0,139,125,0,0,0,0,127,170,0,3,0,0,175,81,0,0,0,0,83,57,0,0,0,0,59,22,0,0,0,0,22,68,0,0,0,0,71,900,6,9,11,5,933,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,195,5,3,8,0,205,75,3,3,0,0,80,79,3,0,0,0,89,147,0,4,3,0,153,196,3,3,0,0,206,566,7,13,6,3,603,723,7,14,3,0,748,1115,9,12,5,4,1146,595,0,5,3,0,605,374,0,3,0,0,383,151,0,3,0,0,157,199,4,4,3,0,203,4417,48,72,35,14,4583,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,169,0,0,0,0,168,152,0,0,0,0,154,120,0,0,3,0,127,231,0,0,3,0,237,299,3,0,7,0,306,1025,6,0,9,5,1046,1016,5,0,14,4,1044,1059,3,0,12,3,1079,291,0,0,0,6,302,184,0,0,0,0,186,84,0,0,0,0,84,209,0,0,6,0,216,4837,20,4,61,29,4948,Lockyer Valley (R)
