lga_code16,cl_nfd_400_499_mng,cl_nfd_400_499_pro,cl_nfd_400_499_tectw,cl_nfd_400_499_copsw,cl_nfd_400_499_claw,cl_nfd_400_499_swks,cl_nfd_400_499_maopdv,cl_nfd_400_499_lab,cl_nfd_400_499_idns,cl_nfd_400_499_tot,cl_nfd_500_649_mng,cl_nfd_500_649_pro,cl_nfd_500_649_tectw,cl_nfd_500_649_copsw,cl_nfd_500_649_claw,cl_nfd_500_649_swks,cl_nfd_500_649_maopdv,cl_nfd_500_649_lab,cl_nfd_500_649_idns,cl_nfd_500_649_tot,cl_nfd_650_799_mng,cl_nfd_650_799_pro,cl_nfd_650_799_tectw,cl_nfd_650_799_copsw,cl_nfd_650_799_claw,cl_nfd_650_799_swks,cl_nfd_650_799_maopdv,cl_nfd_650_799_lab,cl_nfd_650_799_idns,cl_nfd_650_799_tot,cl_nfd_800_999_mng,cl_nfd_800_999_pro,cl_nfd_800_999_tectw,cl_nfd_800_999_copsw,cl_nfd_800_999_claw,cl_nfd_800_999_swks,cl_nfd_800_999_maopdv,cl_nfd_800_999_lab,cl_nfd_800_999_idns,cl_nfd_800_999_tot,cl_nfd_1000_1249_mng,cl_nfd_1000_1249_pro,cl_nfd_1000_1249_tectw,cl_nfd_1000_1249_copsw,cl_nfd_1000_1249_claw,cl_nfd_1000_1249_swks,cl_nfd_1000_1249_maopdv,cl_nfd_1000_1249_lab,cl_nfd_1000_1249_idns,cl_nfd_1000_1249_tot,cl_nfd_1250_1499_mng,cl_nfd_1250_1499_pro,cl_nfd_1250_1499_tectw,cl_nfd_1250_1499_copsw,cl_nfd_1250_1499_claw,cl_nfd_1250_1499_swks,cl_nfd_1250_1499_maopdv,cl_nfd_1250_1499_lab,cl_nfd_1250_1499_idns,cl_nfd_1250_1499_tot,cl_nfd_1500_1749_mng,cl_nfd_1500_1749_pro,cl_nfd_1500_1749_tectw,cl_nfd_1500_1749_copsw,cl_nfd_1500_1749_claw,cl_nfd_1500_1749_swks,cl_nfd_1500_1749_maopdv,cl_nfd_1500_1749_lab,cl_nfd_1500_1749_idns,cl_nfd_1500_1749_tot,cl_nfd_1750_1999_mng,cl_nfd_1750_1999_pro,cl_nfd_1750_1999_tectw,cl_nfd_1750_1999_copsw,cl_nfd_1750_1999_claw,cl_nfd_1750_1999_swks,cl_nfd_1750_1999_maopdv,cl_nfd_1750_1999_lab,cl_nfd_1750_1999_idns,cl_nfd_1750_1999_tot,cl_nfd_2000_2999_mng,cl_nfd_2000_2999_pro,cl_nfd_2000_2999_tectw,cl_nfd_2000_2999_copsw,cl_nfd_2000_2999_claw,cl_nfd_2000_2999_swks,cl_nfd_2000_2999_maopdv,cl_nfd_2000_2999_lab,cl_nfd_2000_2999_idns,cl_nfd_2000_2999_tot,cl_nfd_3000mo_mng,cl_nfd_3000mo_pro,cl_nfd_3000mo_tectw,cl_nfd_3000mo_copsw,cl_nfd_3000mo_claw,cl_nfd_3000mo_swks,cl_nfd_3000mo_maopdv,cl_nfd_3000mo_lab,cl_nfd_3000mo_idns,cl_nfd_3000mo_tot,cl_nfd_pins_mng,cl_nfd_pins_pro,cl_nfd_pins_tectw,cl_nfd_pins_copsw,cl_nfd_pins_claw,cl_nfd_pins_swks,cl_nfd_pins_maopdv,cl_nfd_pins_lab,cl_nfd_pins_idns,cl_nfd_pins_tot,cl_nfd_tot_mng,cl_nfd_tot_pro,cl_nfd_tot_tectw,cl_nfd_tot_copsw,cl_nfd_tot_claw,cl_nfd_tot_swks,cl_nfd_tot_maopdv,cl_nfd_tot_lab,cl_nfd_tot_idns,cl_nfd_tot_tot,ciii_iv_nni_mng,ciii_iv_nni_pro,ciii_iv_nni_tectw,ciii_iv_nni_copsw,ciii_iv_nni_claw,ciii_iv_nni_swks,ciii_iv_nni_maopdv,ciii_iv_nni_lab,ciii_iv_nni_idns,ciii_iv_nni_tot,ciii_iv_1_149_mng,ciii_iv_1_149_pro,ciii_iv_1_149_tectw,ciii_iv_1_149_copsw,ciii_iv_1_149_claw,ciii_iv_1_149_swks,ciii_iv_1_149_maopdv,ciii_iv_1_149_lab,ciii_iv_1_149_idns,ciii_iv_1_149_tot,ciii_iv_150_299_mng,ciii_iv_150_299_pro,ciii_iv_150_299_tectw,ciii_iv_150_299_copsw,ciii_iv_150_299_claw,ciii_iv_150_299_swks,ciii_iv_150_299_maopdv,ciii_iv_150_299_lab,ciii_iv_150_299_idns,ciii_iv_150_299_tot,ciii_iv_300_399_mng,ciii_iv_300_399_pro,ciii_iv_300_399_tectw,ciii_iv_300_399_copsw,ciii_iv_300_399_claw,ciii_iv_300_399_swks,ciii_iv_300_399_maopdv,ciii_iv_300_399_lab,ciii_iv_300_399_idns,ciii_iv_300_399_tot,ciii_iv_400_499_mng,ciii_iv_400_499_pro,ciii_iv_400_499_tectw,ciii_iv_400_499_copsw,ciii_iv_400_499_claw,ciii_iv_400_499_swks,ciii_iv_400_499_maopdv,ciii_iv_400_499_lab,ciii_iv_400_499_idns,ciii_iv_400_499_tot,ciii_iv_500_649_mng,ciii_iv_500_649_pro,ciii_iv_500_649_tectw,ciii_iv_500_649_copsw,ciii_iv_500_649_claw,ciii_iv_500_649_swks,ciii_iv_500_649_maopdv,ciii_iv_500_649_lab,ciii_iv_500_649_idns,ciii_iv_500_649_tot,ciii_iv_650_799_mng,ciii_iv_650_799_pro,ciii_iv_650_799_tectw,ciii_iv_650_799_copsw,ciii_iv_650_799_claw,ciii_iv_650_799_swks,ciii_iv_650_799_maopdv,ciii_iv_650_799_lab,ciii_iv_650_799_idns,ciii_iv_650_799_tot,ciii_iv_800_999_mng,ciii_iv_800_999_pro,ciii_iv_800_999_tectw,ciii_iv_800_999_copsw,ciii_iv_800_999_claw,ciii_iv_800_999_swks,ciii_iv_800_999_maopdv,ciii_iv_800_999_lab,ciii_iv_800_999_idns,ciii_iv_800_999_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,3,0,0,0,14,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,0,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,9,5,6,10,7,11,14,3,77,0,0,0,0,0,3,0,0,0,5,0,0,5,3,4,0,0,3,0,17,9,0,4,7,5,0,3,3,0,26,13,4,3,3,0,0,0,8,0,32,3,0,7,3,0,3,0,0,0,19,12,0,13,9,3,5,3,3,0,44,16,4,21,5,7,3,12,12,0,79,10,0,27,8,6,3,14,13,3,94,Blayney (A)
10900,6,4,4,8,15,4,0,6,0,57,3,7,6,18,25,7,4,6,0,70,3,7,6,30,11,8,4,7,0,78,3,4,3,12,18,3,0,13,0,60,12,4,5,8,16,6,3,3,0,62,3,3,4,3,10,0,3,0,0,29,4,3,0,8,3,0,3,0,0,18,0,0,3,5,0,0,0,0,0,10,5,4,0,3,0,4,0,0,0,17,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,55,46,30,124,112,60,23,56,3,498,9,0,3,0,3,3,3,3,0,23,3,6,9,24,10,6,0,12,0,64,13,20,36,41,16,23,0,29,0,176,3,15,50,61,27,20,7,36,0,219,15,16,73,76,18,36,6,41,3,285,26,37,117,120,65,35,10,64,8,481,43,35,193,168,64,45,18,63,5,630,49,30,247,116,74,32,34,50,4,646,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,3,6,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,9,4,0,4,0,0,0,0,3,0,14,3,0,3,3,0,0,0,3,0,16,8,0,7,0,3,0,0,3,0,21,6,0,6,3,3,0,0,0,0,20,3,0,13,9,3,0,3,3,0,36,Bogan (A)
11100,3,0,3,8,6,4,6,5,0,38,0,3,3,16,17,9,8,11,0,77,0,3,7,28,36,16,14,12,0,117,4,13,5,32,45,24,23,17,4,162,12,13,20,33,57,16,9,11,3,175,22,15,10,28,39,12,15,9,3,145,14,9,10,15,25,12,9,5,0,98,13,5,4,14,11,9,4,7,0,73,37,16,11,14,22,6,5,7,3,123,23,8,4,0,4,3,3,0,3,47,0,0,3,0,3,0,5,0,4,17,134,92,84,201,276,119,105,85,22,1124,0,3,8,0,0,4,3,3,4,28,0,5,7,8,0,3,3,4,4,31,0,0,17,9,3,16,8,10,3,69,6,3,26,19,12,25,11,16,4,108,7,3,39,35,19,21,24,22,3,182,10,8,70,62,36,62,40,44,4,340,35,22,155,111,92,71,108,72,9,674,55,21,310,136,145,101,170,99,28,1060,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,8,5,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,3,0,12,3,0,0,0,0,0,19,0,3,5,4,10,0,3,0,4,26,4,0,12,6,4,0,0,3,3,35,Bourke (A)
11200,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,7,0,3,0,3,0,0,3,0,16,6,0,0,8,0,0,0,0,0,17,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,5,6,0,5,3,0,49,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,11,8,0,0,5,0,3,0,0,0,16,3,0,0,0,3,3,0,3,0,22,8,0,9,6,4,0,0,3,0,36,6,0,7,17,4,3,3,7,0,60,10,3,21,17,4,0,9,7,3,75,Junee (A)
14350,4,0,0,9,6,8,0,7,0,32,0,0,0,14,9,7,0,9,0,43,3,7,5,22,15,4,3,4,3,67,3,3,0,11,9,4,3,3,3,43,4,3,0,11,6,0,9,0,0,31,3,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,17,15,76,57,33,17,31,3,285,10,0,4,0,0,3,3,3,3,22,6,0,3,7,3,4,0,4,3,31,13,0,16,20,10,12,0,16,0,95,16,6,35,24,8,19,3,25,5,158,23,17,39,45,24,19,8,24,0,199,23,28,82,86,33,26,19,40,3,338,39,27,105,98,47,33,21,49,3,421,41,27,153,70,62,31,37,49,7,464,Kempsey (A)
11250,0,0,0,3,0,4,0,0,0,5,4,0,0,6,5,0,3,3,0,29,0,3,0,4,8,3,0,0,0,22,6,4,3,5,6,3,0,0,0,28,3,4,0,5,10,0,0,0,0,19,0,0,0,3,4,0,0,0,0,14,0,4,0,0,0,0,5,0,0,14,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,14,8,38,45,21,11,10,0,168,0,0,0,0,0,0,0,0,0,6,0,0,6,3,3,3,0,0,0,13,3,0,15,6,0,5,0,7,0,42,0,4,21,8,6,5,9,5,0,55,6,4,20,23,9,13,7,13,0,95,9,12,52,43,26,14,5,16,0,173,19,12,47,60,22,10,3,17,8,203,16,18,90,62,56,17,10,14,0,280,Broken Hill (C)
13910,4,0,0,4,3,0,0,5,0,16,9,0,0,6,5,8,0,0,0,28,4,0,3,6,0,6,0,5,0,25,11,0,0,8,3,4,3,5,0,36,3,0,4,0,3,6,0,0,0,19,3,0,0,0,4,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,45,7,13,30,39,25,7,29,0,193,8,0,7,0,3,0,0,3,0,19,9,0,0,3,0,3,0,0,0,18,9,0,6,9,5,4,3,24,0,63,11,4,20,11,9,3,3,13,0,69,11,6,39,24,3,17,8,12,0,124,31,16,53,47,30,14,5,29,3,242,36,14,94,47,23,26,13,50,3,311,51,14,117,36,35,25,35,50,0,358,Hilltops (A)
14000,0,4,4,25,30,7,0,11,0,72,9,3,6,32,28,5,5,5,3,99,11,12,18,30,43,17,14,17,0,162,12,10,13,30,49,13,10,13,6,151,20,11,16,21,38,15,17,5,0,144,13,7,3,14,26,7,13,8,0,93,14,9,4,4,12,3,7,3,0,55,10,0,3,3,10,4,5,0,0,34,16,8,3,6,7,3,3,0,0,47,20,6,7,0,5,0,0,0,0,33,0,0,0,0,7,0,0,0,0,15,140,83,90,193,279,104,70,73,15,1048,9,0,9,5,4,3,0,0,0,37,0,5,21,20,10,10,3,12,0,87,8,9,51,42,31,32,4,17,0,203,23,4,70,62,22,21,4,33,3,238,19,15,82,95,35,35,14,31,3,333,44,32,172,132,80,44,16,52,5,572,59,39,238,184,98,67,52,83,11,829,84,49,411,150,111,63,70,107,13,1059,Hornsby (A)
14100,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,3,0,8,0,0,0,0,9,4,0,0,0,16,0,3,0,8,5,0,0,0,0,15,0,0,0,4,8,0,0,0,0,16,0,3,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,6,9,5,24,31,16,4,8,0,107,0,0,3,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,0,10,0,0,8,8,0,0,0,3,0,19,5,3,3,9,0,0,3,3,0,25,3,0,12,17,4,0,0,0,3,36,0,0,11,15,5,3,4,7,0,51,3,0,17,17,11,3,4,4,0,67,8,6,29,15,6,0,0,13,3,81,Hunters Hill (A)
14170,3,5,7,21,22,11,5,13,0,93,5,11,12,40,36,19,5,14,0,141,9,21,16,50,27,18,17,18,5,180,24,17,13,46,45,42,12,26,4,233,23,21,15,25,50,21,19,11,9,194,38,17,12,11,32,17,15,8,0,146,23,14,9,11,18,4,7,3,0,93,20,8,5,10,9,7,3,3,0,67,25,14,10,3,10,12,5,5,0,90,18,0,0,0,5,4,0,0,3,33,0,0,0,6,4,3,0,0,0,20,198,144,103,243,291,179,98,117,23,1399,15,5,24,3,0,5,3,3,4,59,6,6,12,7,6,10,3,8,3,63,3,10,39,40,14,15,13,17,0,159,16,15,69,73,23,33,13,25,3,270,17,22,104,94,29,32,12,39,4,362,26,54,242,151,57,60,40,62,7,696,54,46,330,237,114,87,59,81,13,1030,109,59,571,191,142,84,83,110,25,1365,Inner West (A)
14200,4,0,0,3,6,3,0,0,0,16,0,3,0,5,10,3,0,4,0,25,7,0,0,6,3,5,0,8,0,37,0,0,5,5,3,4,0,5,0,30,5,0,0,3,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,11,7,37,30,22,6,34,0,177,18,0,3,0,0,0,0,0,0,22,7,0,4,0,3,0,0,3,0,22,14,9,5,11,3,5,3,6,0,60,16,5,15,17,3,13,0,16,0,84,20,3,24,31,9,15,9,18,0,128,17,10,50,45,22,27,8,26,3,213,27,11,77,56,36,20,13,36,3,287,41,17,138,45,32,22,20,56,8,379,Inverell (A)
14400,0,0,0,4,8,3,0,3,0,17,4,3,0,7,6,4,0,3,0,30,3,0,6,3,4,4,0,0,0,22,0,3,0,8,4,0,0,0,0,21,0,0,0,0,4,0,0,0,0,14,3,0,0,0,3,0,0,0,0,18,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,15,8,31,43,27,4,18,0,166,4,0,0,0,0,0,0,6,0,3,0,0,0,3,3,0,0,0,0,21,5,3,11,8,7,5,0,6,0,50,6,5,24,24,5,6,5,18,0,89,5,4,20,28,8,8,3,14,0,92,19,6,59,26,26,10,5,13,0,152,13,6,68,39,20,8,6,18,3,186,19,9,97,43,26,6,6,12,0,228,Kiama (A)
14500,3,3,0,27,15,8,0,7,0,61,5,8,4,23,11,14,0,0,0,69,3,10,11,24,24,10,3,9,0,90,4,12,10,22,34,12,3,3,0,107,8,11,13,19,37,6,0,3,0,100,3,8,9,12,24,6,0,0,0,59,8,10,3,6,10,3,0,7,3,51,5,4,4,0,3,5,0,0,0,19,17,7,3,0,3,8,0,3,3,46,9,4,3,0,4,4,0,0,4,34,7,0,0,3,0,0,0,3,0,13,79,82,55,157,183,92,12,51,14,738,3,3,0,0,0,7,0,3,0,16,0,0,11,11,3,0,0,7,0,42,5,5,17,27,18,13,3,7,0,97,10,8,31,57,12,9,0,11,0,139,10,10,40,65,22,9,0,13,5,175,22,14,78,84,43,17,3,27,3,288,28,28,112,108,39,24,6,38,4,382,39,29,216,102,50,21,19,47,4,536,Ku-ring-gai (A)
14550,3,3,0,3,0,0,0,3,0,9,0,0,3,4,3,0,0,3,0,15,3,0,3,0,3,0,0,7,0,11,4,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,9,3,16,17,6,0,15,0,87,6,0,0,0,3,0,0,0,3,8,0,3,4,0,0,4,0,7,3,20,11,3,4,3,3,3,3,3,0,33,9,0,7,9,3,3,3,0,3,34,5,0,11,10,3,4,5,10,0,49,16,4,26,21,10,5,4,13,0,100,9,5,24,16,6,7,3,15,4,89,16,3,23,8,8,3,8,11,0,85,Kyogle (A)
14600,0,0,3,3,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,10,0,3,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,3,6,7,4,4,3,3,0,58,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,11,4,3,5,3,0,0,0,3,0,24,3,0,9,6,3,3,3,0,0,28,16,0,14,11,11,7,8,11,0,60,18,5,12,16,5,10,9,10,0,86,16,0,28,13,3,0,9,5,0,78,Lachlan (A)
14650,5,6,9,38,25,26,3,11,0,120,4,16,14,51,58,30,12,21,0,204,14,17,12,47,48,28,12,18,3,195,24,4,8,33,77,27,15,23,3,205,28,12,19,31,58,15,16,18,0,193,13,13,9,11,33,14,3,3,0,90,9,11,6,8,9,5,3,3,0,56,7,0,4,7,3,4,3,0,0,37,11,4,6,7,4,6,4,0,0,48,6,0,8,0,4,3,3,0,0,23,5,0,0,7,12,4,0,0,0,26,148,90,112,277,372,199,75,132,16,1407,24,8,34,5,7,6,5,6,5,99,13,11,21,41,18,35,6,38,3,181,12,22,96,98,58,88,15,72,10,476,25,39,131,157,78,83,24,71,14,627,38,43,189,218,119,117,35,97,10,859,62,73,362,430,194,144,59,131,11,1464,113,103,600,514,262,196,103,205,21,2118,190,107,953,362,357,166,172,200,28,2518,Lake Macquarie (C)
14700,0,0,0,8,4,0,0,0,0,17,0,0,0,5,5,6,0,4,0,17,3,0,3,10,14,5,0,0,0,41,0,4,8,14,6,5,3,0,0,39,7,0,8,3,15,0,0,5,0,43,5,3,3,0,5,4,0,0,0,23,3,9,0,0,7,3,0,3,0,30,3,0,0,0,4,0,0,0,0,12,15,8,0,0,3,3,0,0,0,30,8,0,0,0,3,3,0,0,0,18,0,0,0,0,3,0,0,0,0,3,52,34,29,43,70,33,9,16,4,299,4,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,3,0,16,0,0,5,10,3,6,0,5,0,32,0,3,7,10,3,6,0,12,0,42,3,0,12,9,15,12,0,7,0,62,0,6,33,38,10,16,10,0,0,120,10,13,60,31,27,17,9,9,3,162,26,8,99,30,27,14,14,11,5,240,Lane Cove (A)
14750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,14,10,0,0,3,4,4,0,3,0,16,0,0,3,3,9,0,0,5,0,20,3,0,0,0,13,0,0,3,0,18,0,0,3,0,3,0,0,4,0,13,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,5,14,34,9,3,15,0,109,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,11,0,0,15,3,3,0,0,5,0,28,8,4,14,10,3,3,0,0,0,46,3,0,13,10,12,7,3,3,0,54,13,4,15,20,8,3,3,12,0,88,16,9,53,16,28,7,11,29,0,178,25,10,66,21,20,8,21,53,0,231,Leeton (A)
14850,3,3,6,9,14,10,3,11,0,55,7,0,5,18,24,12,3,12,0,83,10,5,10,20,30,10,7,11,3,109,5,3,9,15,31,14,9,15,0,98,10,7,4,13,17,4,4,4,0,65,3,0,3,0,9,3,0,0,0,22,3,10,5,3,5,0,0,0,0,21,0,4,0,0,3,0,7,0,0,14,0,0,0,0,3,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9,0,0,4,0,0,0,0,0,0,9,57,38,47,91,157,65,35,69,6,561,14,0,11,3,0,0,0,0,7,33,4,0,12,13,0,3,4,14,0,56,14,4,34,30,13,33,3,25,6,157,19,13,37,42,14,29,3,36,7,199,19,15,82,58,29,46,13,37,0,290,36,26,118,137,68,55,22,74,7,536,74,40,234,127,123,66,45,84,5,797,72,41,321,133,139,58,70,74,7,926,Lismore (C)
14870,0,0,0,4,4,0,0,0,0,14,0,0,0,8,6,0,0,0,0,16,0,0,6,3,13,3,3,0,0,30,0,0,5,6,12,0,0,0,0,29,3,3,0,4,10,3,0,3,0,26,4,0,0,0,3,0,0,0,0,11,3,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,3,0,0,9,4,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,12,15,37,51,9,11,17,0,175,6,0,3,0,0,0,0,0,0,13,3,3,3,5,0,3,0,3,0,28,3,0,13,12,12,13,0,9,0,57,7,3,19,19,10,7,3,11,0,82,10,3,13,19,14,9,6,18,0,94,14,7,44,41,29,15,8,10,3,185,20,18,51,48,30,20,8,26,4,217,19,8,99,37,48,17,17,30,0,275,Lithgow (C)
14900,7,5,4,26,23,11,4,9,3,95,8,11,18,47,47,26,11,26,3,199,10,4,12,37,47,21,31,22,5,198,16,12,28,41,76,30,36,20,7,267,27,17,24,21,98,18,30,16,3,262,20,8,18,15,55,14,28,14,3,170,20,10,7,8,27,8,7,3,4,95,17,7,6,4,7,4,3,0,0,49,25,6,8,16,5,6,7,0,0,64,18,3,0,0,6,6,0,0,0,38,0,0,0,4,3,0,0,0,3,19,172,93,131,251,443,185,169,133,39,1609,12,3,18,5,6,4,7,10,8,72,3,4,20,20,14,21,3,11,6,111,5,16,68,60,39,52,16,39,3,303,10,20,79,107,58,48,18,56,6,404,18,14,142,99,54,53,24,57,7,478,55,36,251,222,116,93,71,95,8,956,92,48,413,281,210,103,174,159,21,1511,120,78,709,235,306,147,303,167,41,2098,Liverpool (C)
14920,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,13,0,4,3,3,3,0,0,0,0,12,3,0,0,5,0,0,0,8,0,22,3,0,3,0,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,4,8,14,15,7,14,10,0,81,3,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,3,0,6,3,3,0,0,3,0,19,13,3,11,7,0,0,3,4,0,45,5,5,4,5,6,0,3,3,0,32,11,5,11,9,4,4,3,5,0,58,14,0,26,9,15,7,7,10,0,91,17,3,28,12,9,3,12,19,0,100,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,3,7,0,0,3,0,35,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,16,10,0,3,3,0,0,0,3,0,22,3,0,5,3,3,0,0,4,0,16,13,0,5,10,5,0,0,0,0,30,11,3,0,4,0,0,0,4,0,27,9,0,6,5,3,0,0,6,0,39,Lockhart (A)
