lga_code16,cl_nfd_400_499_mng,cl_nfd_400_499_pro,cl_nfd_400_499_tectw,cl_nfd_400_499_copsw,cl_nfd_400_499_claw,cl_nfd_400_499_swks,cl_nfd_400_499_maopdv,cl_nfd_400_499_lab,cl_nfd_400_499_idns,cl_nfd_400_499_tot,cl_nfd_500_649_mng,cl_nfd_500_649_pro,cl_nfd_500_649_tectw,cl_nfd_500_649_copsw,cl_nfd_500_649_claw,cl_nfd_500_649_swks,cl_nfd_500_649_maopdv,cl_nfd_500_649_lab,cl_nfd_500_649_idns,cl_nfd_500_649_tot,cl_nfd_650_799_mng,cl_nfd_650_799_pro,cl_nfd_650_799_tectw,cl_nfd_650_799_copsw,cl_nfd_650_799_claw,cl_nfd_650_799_swks,cl_nfd_650_799_maopdv,cl_nfd_650_799_lab,cl_nfd_650_799_idns,cl_nfd_650_799_tot,cl_nfd_800_999_mng,cl_nfd_800_999_pro,cl_nfd_800_999_tectw,cl_nfd_800_999_copsw,cl_nfd_800_999_claw,cl_nfd_800_999_swks,cl_nfd_800_999_maopdv,cl_nfd_800_999_lab,cl_nfd_800_999_idns,cl_nfd_800_999_tot,cl_nfd_1000_1249_mng,cl_nfd_1000_1249_pro,cl_nfd_1000_1249_tectw,cl_nfd_1000_1249_copsw,cl_nfd_1000_1249_claw,cl_nfd_1000_1249_swks,cl_nfd_1000_1249_maopdv,cl_nfd_1000_1249_lab,cl_nfd_1000_1249_idns,cl_nfd_1000_1249_tot,cl_nfd_1250_1499_mng,cl_nfd_1250_1499_pro,cl_nfd_1250_1499_tectw,cl_nfd_1250_1499_copsw,cl_nfd_1250_1499_claw,cl_nfd_1250_1499_swks,cl_nfd_1250_1499_maopdv,cl_nfd_1250_1499_lab,cl_nfd_1250_1499_idns,cl_nfd_1250_1499_tot,cl_nfd_1500_1749_mng,cl_nfd_1500_1749_pro,cl_nfd_1500_1749_tectw,cl_nfd_1500_1749_copsw,cl_nfd_1500_1749_claw,cl_nfd_1500_1749_swks,cl_nfd_1500_1749_maopdv,cl_nfd_1500_1749_lab,cl_nfd_1500_1749_idns,cl_nfd_1500_1749_tot,cl_nfd_1750_1999_mng,cl_nfd_1750_1999_pro,cl_nfd_1750_1999_tectw,cl_nfd_1750_1999_copsw,cl_nfd_1750_1999_claw,cl_nfd_1750_1999_swks,cl_nfd_1750_1999_maopdv,cl_nfd_1750_1999_lab,cl_nfd_1750_1999_idns,cl_nfd_1750_1999_tot,cl_nfd_2000_2999_mng,cl_nfd_2000_2999_pro,cl_nfd_2000_2999_tectw,cl_nfd_2000_2999_copsw,cl_nfd_2000_2999_claw,cl_nfd_2000_2999_swks,cl_nfd_2000_2999_maopdv,cl_nfd_2000_2999_lab,cl_nfd_2000_2999_idns,cl_nfd_2000_2999_tot,cl_nfd_3000mo_mng,cl_nfd_3000mo_pro,cl_nfd_3000mo_tectw,cl_nfd_3000mo_copsw,cl_nfd_3000mo_claw,cl_nfd_3000mo_swks,cl_nfd_3000mo_maopdv,cl_nfd_3000mo_lab,cl_nfd_3000mo_idns,cl_nfd_3000mo_tot,cl_nfd_pins_mng,cl_nfd_pins_pro,cl_nfd_pins_tectw,cl_nfd_pins_copsw,cl_nfd_pins_claw,cl_nfd_pins_swks,cl_nfd_pins_maopdv,cl_nfd_pins_lab,cl_nfd_pins_idns,cl_nfd_pins_tot,cl_nfd_tot_mng,cl_nfd_tot_pro,cl_nfd_tot_tectw,cl_nfd_tot_copsw,cl_nfd_tot_claw,cl_nfd_tot_swks,cl_nfd_tot_maopdv,cl_nfd_tot_lab,cl_nfd_tot_idns,cl_nfd_tot_tot,ciii_iv_nni_mng,ciii_iv_nni_pro,ciii_iv_nni_tectw,ciii_iv_nni_copsw,ciii_iv_nni_claw,ciii_iv_nni_swks,ciii_iv_nni_maopdv,ciii_iv_nni_lab,ciii_iv_nni_idns,ciii_iv_nni_tot,ciii_iv_1_149_mng,ciii_iv_1_149_pro,ciii_iv_1_149_tectw,ciii_iv_1_149_copsw,ciii_iv_1_149_claw,ciii_iv_1_149_swks,ciii_iv_1_149_maopdv,ciii_iv_1_149_lab,ciii_iv_1_149_idns,ciii_iv_1_149_tot,ciii_iv_150_299_mng,ciii_iv_150_299_pro,ciii_iv_150_299_tectw,ciii_iv_150_299_copsw,ciii_iv_150_299_claw,ciii_iv_150_299_swks,ciii_iv_150_299_maopdv,ciii_iv_150_299_lab,ciii_iv_150_299_idns,ciii_iv_150_299_tot,ciii_iv_300_399_mng,ciii_iv_300_399_pro,ciii_iv_300_399_tectw,ciii_iv_300_399_copsw,ciii_iv_300_399_claw,ciii_iv_300_399_swks,ciii_iv_300_399_maopdv,ciii_iv_300_399_lab,ciii_iv_300_399_idns,ciii_iv_300_399_tot,ciii_iv_400_499_mng,ciii_iv_400_499_pro,ciii_iv_400_499_tectw,ciii_iv_400_499_copsw,ciii_iv_400_499_claw,ciii_iv_400_499_swks,ciii_iv_400_499_maopdv,ciii_iv_400_499_lab,ciii_iv_400_499_idns,ciii_iv_400_499_tot,ciii_iv_500_649_mng,ciii_iv_500_649_pro,ciii_iv_500_649_tectw,ciii_iv_500_649_copsw,ciii_iv_500_649_claw,ciii_iv_500_649_swks,ciii_iv_500_649_maopdv,ciii_iv_500_649_lab,ciii_iv_500_649_idns,ciii_iv_500_649_tot,ciii_iv_650_799_mng,ciii_iv_650_799_pro,ciii_iv_650_799_tectw,ciii_iv_650_799_copsw,ciii_iv_650_799_claw,ciii_iv_650_799_swks,ciii_iv_650_799_maopdv,ciii_iv_650_799_lab,ciii_iv_650_799_idns,ciii_iv_650_799_tot,ciii_iv_800_999_mng,ciii_iv_800_999_pro,ciii_iv_800_999_tectw,ciii_iv_800_999_copsw,ciii_iv_800_999_claw,ciii_iv_800_999_swks,ciii_iv_800_999_maopdv,ciii_iv_800_999_lab,ciii_iv_800_999_idns,ciii_iv_800_999_tot,lga_name16
13550,0,0,0,3,5,0,0,0,0,10,0,0,3,0,0,0,0,0,0,11,4,0,0,7,8,4,0,4,0,27,4,0,0,4,11,5,0,0,0,26,3,0,3,0,6,5,3,5,0,21,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,22,7,5,25,36,21,12,18,0,150,12,0,7,0,0,0,0,0,0,18,3,0,0,4,0,5,0,4,0,16,7,3,9,15,3,3,0,11,0,46,5,0,13,6,8,6,0,10,0,52,10,4,17,7,6,12,0,4,0,57,15,11,26,25,12,9,6,14,8,119,23,8,42,25,17,15,20,9,4,159,25,12,61,19,22,9,19,9,0,184,Gunnedah (A)
13660,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,4,3,3,3,0,42,8,0,0,0,3,0,0,3,0,11,7,0,0,0,0,0,0,5,0,10,7,0,0,0,4,0,0,3,0,14,6,0,4,4,0,0,3,0,0,18,11,0,3,3,3,0,0,5,0,28,10,3,3,8,3,0,0,7,0,39,17,8,12,14,7,3,3,7,0,67,18,3,21,3,11,0,7,19,0,82,Gwydir (A)
13800,3,0,7,6,9,7,0,3,0,35,3,3,3,23,15,11,4,13,0,70,8,7,12,18,19,6,4,14,0,76,11,9,0,15,19,3,11,6,0,77,12,3,6,11,30,11,4,5,0,78,3,3,9,3,17,0,4,0,0,49,4,4,9,3,9,4,0,4,0,41,5,3,6,0,0,0,4,0,0,17,13,3,0,3,3,0,0,0,0,23,7,0,0,0,0,0,0,0,0,9,0,0,3,3,4,0,0,0,0,19,71,38,58,104,146,59,42,47,8,567,3,0,14,3,5,0,3,4,3,40,0,5,11,13,11,10,3,7,3,57,6,5,42,32,27,21,9,25,3,184,20,12,64,35,29,24,13,25,7,229,24,14,89,75,53,21,16,38,3,328,27,33,170,117,63,43,33,62,10,563,59,28,243,137,96,51,43,77,17,750,83,30,384,113,107,49,83,82,11,943,Hawkesbury (C)
13850,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,9,3,6,3,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,13,0,0,3,7,3,0,0,0,0,21,4,0,12,5,4,4,0,3,0,36,3,0,12,3,11,0,3,11,0,51,9,0,22,6,0,5,10,3,0,56,Hay (A)
16380,4,0,5,15,13,12,3,5,0,51,10,5,11,33,27,22,0,12,0,120,11,8,17,43,38,17,6,8,0,149,23,10,7,20,43,29,3,6,0,137,11,3,4,21,30,8,9,7,0,91,8,5,4,4,16,3,3,8,0,57,4,6,0,7,5,9,4,3,0,34,3,0,0,3,3,0,0,0,0,14,4,3,0,0,0,3,0,0,0,18,3,4,0,3,0,3,0,0,0,13,0,0,0,0,3,3,0,0,0,11,86,54,48,171,200,128,35,73,4,805,13,0,14,0,3,6,5,6,6,52,15,0,10,14,11,23,0,7,0,90,20,12,51,53,27,34,13,24,3,249,29,11,91,90,22,44,20,49,3,367,34,22,112,106,48,63,20,69,4,479,60,58,235,229,100,95,37,85,7,892,76,59,336,249,154,120,48,117,9,1167,130,48,497,163,199,94,102,120,8,1381,Port Macquarie-Hastings (A)
16400,7,4,0,7,9,4,4,7,4,46,5,5,9,17,17,13,3,15,0,81,3,3,9,18,20,9,4,15,0,78,11,6,7,11,10,9,8,7,0,72,7,9,3,13,28,13,9,0,0,81,3,0,9,9,7,4,3,0,0,35,5,3,11,4,3,5,3,5,0,43,3,0,9,4,3,0,0,0,0,15,0,6,7,0,3,4,4,0,0,27,0,3,0,0,4,0,0,0,0,15,0,0,0,0,4,0,0,0,0,7,60,47,62,113,123,75,37,58,8,581,11,0,13,4,4,0,0,3,0,36,5,5,8,17,3,17,3,11,0,70,11,4,37,34,22,30,11,30,3,177,15,6,51,53,29,30,15,49,0,251,19,20,74,87,46,51,8,49,6,369,34,31,149,147,71,65,24,69,11,597,65,37,264,160,101,77,51,81,3,837,88,41,410,124,101,62,87,102,8,1023,Port Stephens (A)
16490,0,0,0,4,3,4,0,3,0,18,0,0,0,9,3,7,0,5,0,27,3,3,0,17,16,3,3,7,0,53,6,0,3,11,8,3,7,4,0,46,6,3,3,3,13,7,0,5,0,32,10,0,3,0,16,3,0,0,3,39,0,0,0,3,7,0,0,0,0,17,3,0,0,3,8,0,0,0,0,12,7,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,46,16,21,53,80,35,23,33,7,307,11,0,7,0,0,0,3,3,0,23,3,4,5,13,3,0,3,4,0,35,5,0,19,13,9,7,3,6,0,71,12,3,23,24,8,4,3,10,3,98,9,3,43,21,10,20,4,16,0,135,22,3,72,40,22,23,19,20,4,224,26,12,126,45,41,20,23,41,3,339,48,8,224,48,71,20,71,45,4,542,Queanbeyan-Palerang Regional (A)
16550,0,3,0,17,11,5,3,5,0,49,0,10,11,19,16,14,3,8,0,81,3,7,0,22,22,14,8,6,0,78,16,9,14,26,53,12,10,7,0,145,17,10,10,16,37,10,14,7,0,120,15,7,12,12,26,10,10,10,0,94,11,13,12,7,25,3,11,3,0,81,3,7,3,3,13,0,8,0,0,35,4,3,3,4,10,9,3,13,0,52,9,3,0,4,3,0,0,0,0,24,0,0,0,6,3,5,0,0,3,21,88,83,72,148,237,92,66,78,10,867,0,0,13,4,0,3,4,4,0,29,3,9,7,11,3,3,0,5,0,46,4,4,15,40,11,13,3,10,0,103,7,8,35,41,24,7,4,11,0,138,6,18,55,47,16,23,10,29,3,197,18,22,86,96,45,17,6,30,8,322,25,26,161,126,84,36,32,55,10,539,66,15,276,130,91,44,76,71,15,774,Randwick (C)
16610,4,0,0,12,0,0,0,0,0,13,3,3,3,11,0,6,0,3,0,27,3,4,0,9,5,3,0,10,0,30,3,3,0,9,10,5,3,5,0,35,4,3,0,3,8,0,5,4,0,24,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,9,51,34,20,16,29,3,193,3,0,3,7,0,3,0,4,0,20,6,0,3,0,0,0,0,4,3,23,4,3,16,12,5,8,3,16,0,58,9,8,21,23,9,8,3,11,0,98,21,6,18,32,15,13,6,22,0,129,13,10,39,59,25,11,9,38,3,207,25,18,83,56,21,27,22,56,4,315,27,17,105,43,41,7,35,85,4,369,Richmond Valley (A)
16650,0,3,0,11,12,14,0,8,0,49,4,5,4,20,21,13,9,7,0,80,3,3,7,22,21,26,15,12,4,105,9,3,3,20,28,21,11,10,0,106,7,9,13,20,21,10,14,0,0,92,5,5,6,11,15,9,6,0,0,56,10,3,0,3,14,18,4,0,0,51,4,6,3,0,6,3,3,0,0,33,12,0,3,0,5,5,6,0,0,32,3,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,14,64,40,45,126,166,124,62,47,10,686,0,0,12,9,3,0,0,3,0,28,0,6,7,10,3,3,0,8,0,35,4,3,21,10,11,3,10,16,5,78,3,4,43,36,14,16,9,22,8,156,14,6,70,50,14,23,9,18,3,203,24,19,103,92,30,50,29,38,4,397,24,20,144,106,60,70,51,48,5,525,53,34,223,120,88,67,73,65,14,735,Rockdale (C)
16700,0,9,0,12,20,11,0,10,0,73,6,9,8,35,32,11,3,10,3,127,7,9,12,22,54,18,9,13,0,149,26,23,15,23,71,9,11,15,3,195,23,32,23,18,71,12,10,9,0,208,18,23,12,17,67,6,5,4,5,161,26,37,18,6,47,15,4,8,5,167,21,35,8,3,13,11,0,0,3,100,64,79,13,0,20,11,0,0,0,186,56,24,0,0,5,15,0,0,0,105,7,6,3,7,8,0,0,0,3,30,272,291,134,177,445,142,51,84,20,1623,4,0,11,3,3,5,3,3,6,36,3,3,15,10,9,14,0,5,0,57,3,10,29,36,24,33,7,13,0,161,13,7,49,53,24,21,8,25,7,206,13,12,77,65,44,35,10,34,7,301,24,28,140,122,78,67,27,50,9,545,33,49,245,153,144,77,23,63,12,795,83,65,367,159,192,65,63,71,8,1081,Ryde (C)
16900,0,0,0,13,8,14,3,7,0,50,4,0,3,17,16,13,0,3,0,60,12,3,4,30,22,17,4,4,0,102,13,4,3,21,22,3,5,6,0,73,7,0,4,8,20,3,8,4,0,58,5,3,0,7,7,3,0,0,0,28,7,0,3,4,5,0,3,0,0,16,3,0,0,3,0,0,0,0,0,9,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,48,17,27,129,123,76,23,45,3,497,5,0,5,8,3,0,3,0,3,30,3,3,11,13,0,17,0,14,0,64,4,8,28,41,8,39,7,21,0,165,12,7,52,66,19,39,7,22,0,225,12,7,76,56,37,49,8,31,3,275,28,18,160,141,46,64,16,32,3,508,49,33,203,146,73,73,20,58,13,665,83,27,268,122,87,74,43,64,9,775,Shellharbour (C)
16950,5,5,12,20,24,12,0,8,0,89,8,9,15,48,24,19,7,19,0,143,13,16,14,38,36,35,3,17,0,164,7,9,5,29,35,20,9,13,0,138,5,7,13,12,35,10,8,9,0,101,12,7,9,12,14,0,5,3,0,66,3,3,4,10,3,3,4,4,3,44,4,3,0,6,7,3,0,3,0,26,6,11,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,81,65,75,199,219,127,45,93,5,918,13,0,7,8,4,0,5,3,4,47,6,3,22,28,20,18,3,16,0,113,27,9,61,58,31,47,9,53,3,299,28,32,103,97,50,53,19,67,10,461,41,34,142,132,71,62,20,76,0,586,66,67,297,266,135,122,34,123,11,1119,108,76,437,253,161,129,70,123,12,1371,131,75,588,218,183,107,99,131,19,1558,Shoalhaven (C)
17000,4,0,0,3,4,0,0,0,0,17,0,0,3,0,11,4,9,0,0,26,3,0,0,13,9,5,3,3,0,36,0,0,0,3,7,3,3,3,0,27,8,0,4,4,3,3,3,0,0,23,5,0,4,0,5,0,14,0,0,28,0,0,0,0,3,0,10,0,0,19,0,0,0,0,0,0,11,0,0,12,3,3,10,0,0,0,24,0,3,53,4,0,11,0,3,0,3,0,0,20,0,0,0,0,6,0,0,0,0,6,34,9,28,43,61,19,89,19,6,314,7,0,6,0,0,0,6,5,0,30,0,0,6,10,5,0,0,6,0,33,6,0,6,19,13,14,4,10,0,80,5,4,19,19,16,15,4,11,0,102,5,6,16,22,24,24,6,24,0,127,17,12,42,50,24,21,24,32,5,232,25,8,88,90,45,24,36,44,3,365,29,6,138,49,56,23,60,46,13,424,Singleton (A)
17040,4,0,0,3,5,0,0,5,0,23,8,0,3,4,9,0,6,9,0,31,5,3,0,5,11,5,0,5,0,36,9,0,0,7,7,13,3,0,0,42,10,4,3,7,4,7,0,3,0,29,0,0,0,0,3,0,3,0,0,13,7,0,0,3,3,0,0,0,0,15,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,53,11,11,40,48,34,17,31,4,242,6,0,5,0,0,0,0,0,0,12,6,0,3,6,3,8,3,3,0,38,10,6,13,18,0,11,3,17,0,82,14,4,21,29,10,12,5,20,0,111,15,7,21,23,15,22,6,12,3,128,37,9,66,59,34,26,18,36,3,287,49,13,92,77,44,38,31,49,3,402,66,12,169,63,27,23,47,53,5,470,Snowy Monaro Regional (A)
17080,0,0,0,3,0,0,0,0,0,5,3,0,4,6,3,4,0,3,0,24,3,3,0,5,7,0,0,4,0,22,3,0,3,0,4,0,0,4,0,20,4,4,3,0,3,0,0,3,0,24,3,4,3,0,6,0,3,0,0,14,0,3,3,0,0,0,4,0,0,14,0,3,0,0,0,0,0,0,0,9,3,4,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,32,19,16,22,28,15,19,19,3,157,3,3,0,0,0,0,3,0,0,7,4,0,0,7,0,0,0,3,0,11,7,0,9,12,6,0,0,5,0,49,3,6,13,11,4,3,0,8,0,56,12,3,13,15,11,11,3,7,0,82,13,8,30,34,18,15,9,26,0,160,22,9,50,28,26,12,16,20,4,182,32,11,66,26,23,10,19,40,0,235,Snowy Valleys (A)
17420,9,10,3,12,30,27,0,10,0,107,5,9,14,38,44,25,0,11,0,153,16,3,12,40,67,39,12,15,3,211,19,18,12,46,56,33,9,13,5,211,30,20,15,26,92,29,8,11,5,225,27,18,15,11,45,20,3,6,0,146,15,17,11,12,33,14,0,5,0,104,13,11,6,3,12,12,0,0,0,67,32,28,6,0,9,22,0,0,3,100,26,10,4,0,4,14,0,0,0,55,5,0,0,0,3,0,0,3,4,20,202,148,119,245,437,263,39,111,27,1594,12,3,17,3,3,3,0,3,6,50,6,9,21,30,10,24,0,13,5,115,15,15,65,76,29,56,7,39,4,299,19,21,84,95,49,69,8,39,3,392,25,16,118,112,58,81,16,32,3,465,44,44,242,213,126,105,22,59,13,874,64,51,350,239,173,88,49,89,11,1117,137,76,454,244,236,118,89,100,20,1471,The Hills Shire (A)
17550,4,7,7,22,17,4,8,10,0,70,10,9,8,24,30,14,0,10,0,106,3,6,3,37,32,20,7,16,3,111,17,6,6,30,27,17,7,9,3,116,23,6,6,18,28,5,9,7,0,106,7,3,3,5,20,4,10,3,0,54,7,7,3,3,7,4,0,0,0,26,3,3,0,3,4,4,0,0,0,15,3,3,0,0,3,3,0,0,0,14,3,0,0,0,0,3,0,0,0,11,0,0,0,3,3,3,0,4,0,13,91,49,45,168,180,99,40,76,10,761,3,3,12,0,0,3,4,4,3,30,9,9,13,21,11,12,0,17,9,87,23,10,45,58,28,28,8,38,0,239,20,18,75,68,42,47,11,48,3,332,26,10,89,119,45,56,18,53,3,428,55,53,197,232,99,86,45,98,11,872,74,40,309,227,129,91,58,103,15,1051,84,54,444,178,142,86,103,129,16,1233,Tweed (A)
17620,0,0,0,5,0,0,0,3,0,6,9,0,3,4,3,6,0,3,0,25,0,0,0,9,4,3,0,7,0,21,0,0,3,3,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,24,0,17,19,22,23,0,24,0,123,7,0,0,0,0,0,0,3,0,17,7,0,3,0,0,0,0,0,0,19,11,3,9,8,4,3,0,8,3,54,14,0,8,15,4,7,0,14,0,63,17,9,13,17,17,3,3,9,0,81,14,10,36,24,10,5,3,25,3,125,26,16,49,27,28,11,8,34,0,197,24,11,74,14,29,11,4,36,3,205,Upper Hunter Shire (A)
17640,0,0,0,0,0,4,0,0,0,7,12,0,0,3,3,0,0,3,0,19,3,0,0,0,3,0,0,0,0,6,4,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,5,0,9,20,5,3,5,0,75,10,0,3,0,0,0,0,0,0,16,3,0,0,0,0,0,0,3,0,12,8,0,9,3,3,0,0,5,0,25,9,0,7,11,5,0,0,3,0,40,10,0,7,8,3,0,0,5,0,43,23,3,13,16,8,0,0,9,3,71,13,4,23,9,4,5,4,6,0,74,21,0,36,6,7,0,5,14,0,89,Upper Lachlan Shire (A)
17650,0,0,0,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,8,6,0,0,4,0,46,7,0,0,0,0,0,0,0,0,10,4,0,3,0,5,0,0,3,0,9,3,0,3,3,0,0,0,0,0,12,8,0,10,7,4,0,0,0,0,21,3,0,7,4,0,0,0,7,0,17,13,3,15,5,3,7,0,10,0,50,10,3,17,10,6,0,3,8,5,56,13,0,14,4,3,3,7,11,0,58,Uralla (A)
17750,6,3,7,14,10,8,0,10,0,55,6,4,5,22,19,13,6,4,0,88,9,15,14,38,37,10,5,20,0,135,13,6,11,21,35,10,6,7,0,114,14,7,15,12,51,7,4,13,0,122,14,8,3,9,31,3,5,4,0,72,8,8,4,6,13,3,3,3,0,36,6,4,0,9,3,3,3,0,0,26,3,3,0,6,3,3,3,0,0,14,3,0,0,0,0,3,0,0,0,11,3,0,0,3,3,0,0,0,0,14,86,47,57,154,208,81,45,73,6,754,13,0,7,0,3,4,0,3,3,34,3,3,13,15,8,19,3,7,0,67,10,5,30,58,15,32,7,27,0,192,15,6,59,64,28,43,8,38,3,257,22,7,98,85,44,25,13,51,6,348,56,29,168,164,107,84,35,60,0,703,59,37,339,306,150,104,66,108,10,1181,133,52,577,169,218,104,93,124,12,1489,Wagga Wagga (C)
17850,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,3,0,3,0,13,3,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,7,14,3,4,8,0,51,4,0,0,0,0,0,0,3,0,7,4,0,4,0,0,0,0,0,0,8,10,0,3,0,0,0,0,0,0,19,4,0,0,4,3,0,0,4,0,16,7,0,4,3,0,0,0,0,0,17,6,6,14,4,3,0,0,3,0,43,5,4,9,4,7,0,4,7,0,39,11,0,10,3,7,0,8,8,0,48,Walcha (A)
17900,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,3,10,3,9,3,0,37,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,3,0,0,3,3,0,3,3,0,19,3,0,3,0,3,0,0,3,0,14,8,0,7,6,0,0,6,6,0,34,12,0,11,12,0,6,6,6,0,48,10,4,9,13,3,0,7,3,0,58,8,3,15,11,0,0,3,7,3,45,Walgett (A)
17950,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,4,5,5,3,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,11,7,0,5,0,0,0,0,7,0,20,7,0,3,3,0,0,0,3,0,20,4,0,7,0,4,0,0,6,0,26,0,3,17,0,0,0,4,6,3,36,Warren (A)
18020,0,0,0,5,0,0,0,0,0,6,3,3,0,3,0,0,0,0,0,8,3,0,0,3,0,0,0,3,0,15,0,0,3,0,0,0,0,0,0,12,3,0,0,0,6,0,0,0,0,7,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,33,7,3,14,19,11,0,8,0,91,14,0,0,0,0,0,0,4,0,21,8,0,3,0,0,0,0,3,0,13,13,0,7,4,7,0,0,3,0,36,6,0,5,5,0,3,3,9,0,40,19,0,11,7,0,5,0,3,0,52,10,4,25,18,6,5,6,15,0,87,7,10,25,15,18,5,4,16,3,103,27,4,35,21,7,9,13,11,0,125,Warrumbungle Shire (A)
