LGA_MAIN11,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_estat_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_estat_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_estat_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_over_LT_Real_eSte_agent,R_650_over_LT_Ste_ter_hsg_aut,R_650_over_LT_Psn_not_Sme_hhd,R_650_ovr_LT_hs_coop_com_ch_g,R_650_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_650_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot,LGA_NAME11
10850,7,6,19,3,12,21,68,6,17,9,16,0,0,48,43,10,19,4,13,3,92,111,16,40,0,3,0,170,42,0,25,0,0,0,67,47,0,17,0,0,0,64,29,0,6,0,0,0,35,5,0,4,0,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,5,5,8,0,6,0,24,298,54,150,23,37,24,586,Blayney (A)
10900,4,25,86,7,15,103,240,0,38,16,15,3,0,72,45,87,93,72,6,3,306,170,80,165,35,14,3,467,223,19,173,13,15,0,443,659,41,225,14,19,3,961,1215,18,268,12,11,8,1532,722,13,115,3,11,4,868,196,0,29,0,3,0,228,42,0,8,0,0,0,50,29,0,9,3,0,3,44,33,29,58,26,12,7,165,3338,350,1245,200,109,134,5376,Blue Mountains (C)
10950,0,12,13,0,25,21,71,3,9,3,0,7,0,22,17,5,26,8,20,0,76,25,13,23,5,11,0,77,7,11,12,0,4,0,34,7,4,6,0,10,0,27,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,17,59,57,94,13,85,21,329,Bogan (A)
10050,11,95,56,12,23,41,238,26,240,27,39,14,3,349,710,226,153,31,15,10,1145,822,109,247,27,29,7,1241,431,67,171,7,24,6,706,778,34,179,5,28,3,1027,634,7,126,0,10,5,782,241,0,50,0,6,0,297,39,0,13,0,0,0,52,12,0,3,0,3,0,18,17,0,9,0,4,0,30,62,48,33,22,15,12,192,3783,826,1067,143,171,87,6077,Albury (C)
10110,3,43,50,7,39,54,196,14,100,10,3,7,0,134,125,115,68,30,21,3,362,394,99,106,29,16,3,647,257,28,57,10,7,6,365,390,24,91,8,7,3,523,362,3,77,3,3,3,451,211,3,34,0,5,3,256,20,0,5,4,0,0,29,0,0,0,0,0,0,0,6,4,7,0,0,0,17,20,32,14,9,17,4,96,1802,451,519,103,122,79,3076,Armidale Dumaresq (A)
10470,13,67,83,21,26,77,287,10,137,14,9,5,0,175,158,144,102,13,25,4,446,374,113,153,13,10,6,669,295,49,146,4,14,0,508,611,15,145,3,7,5,786,559,3,113,3,3,0,681,274,0,44,0,3,0,321,31,3,3,0,0,0,37,6,0,0,0,0,0,6,10,3,4,0,0,0,17,44,23,31,7,13,5,123,2385,557,838,73,106,97,4056,Bathurst Regional (A)
11000,0,0,27,0,10,24,61,0,5,8,0,6,0,19,8,4,37,0,9,0,58,12,5,23,0,4,0,44,7,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,4,0,13,30,14,105,3,33,27,212,Bombala (A)
11450,7,20,54,18,13,37,149,0,115,0,4,7,0,126,5,63,25,0,13,0,106,16,36,50,9,3,3,117,39,8,37,6,4,0,94,106,12,75,0,5,0,198,409,25,169,3,13,3,622,888,22,181,5,13,5,1114,486,3,62,0,3,3,557,96,0,16,0,3,3,118,25,5,10,0,0,0,40,35,13,31,11,10,6,106,2112,322,710,56,87,60,3347,Camden (A)
10150,9,18,64,16,9,32,148,9,64,7,17,4,4,105,17,38,47,30,7,3,142,57,43,64,33,4,4,205,92,3,63,8,11,0,177,259,12,85,12,6,0,374,1035,16,179,9,11,0,1250,2029,4,243,9,19,8,2312,622,7,97,0,5,3,734,239,0,41,3,3,0,286,191,4,34,3,4,0,236,64,23,49,18,10,8,172,4623,232,973,158,93,62,6141,Ashfield (A)
10200,31,97,110,19,11,47,315,3,198,3,11,3,3,221,27,197,46,16,12,0,298,76,126,73,21,12,8,316,96,36,51,13,26,0,222,452,48,129,20,22,5,676,1324,37,278,7,49,13,1708,2008,36,382,8,52,20,2506,1178,3,186,5,24,7,1403,336,3,57,0,8,0,404,174,3,18,0,3,3,201,119,53,99,9,14,23,317,5824,837,1432,129,236,129,8587,Auburn (C)
10250,9,59,70,25,21,68,252,3,207,6,20,11,0,247,28,119,58,40,40,3,288,91,97,100,12,72,6,378,126,16,105,3,32,0,282,333,33,160,7,19,3,555,744,14,252,0,20,3,1033,805,10,215,5,15,3,1053,191,0,48,4,0,0,243,40,0,14,0,0,3,57,20,4,12,3,3,0,42,24,42,26,16,8,6,122,2414,601,1066,135,241,95,4552,Ballina (A)
10300,0,3,12,3,25,19,62,0,6,0,5,0,0,11,18,4,21,12,7,0,62,15,8,34,3,10,0,70,8,0,3,0,0,0,11,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,0,5,0,12,41,21,86,23,47,19,237,Balranald (A)
10350,22,657,245,31,22,178,1155,3,1415,12,45,11,6,1492,49,1080,93,90,23,12,1347,72,764,135,102,36,13,1122,89,222,151,35,27,10,534,290,285,250,54,41,5,925,1612,335,551,39,101,15,2653,3387,161,771,23,145,28,4515,1192,11,265,9,48,7,1532,264,10,61,3,7,0,345,106,23,30,0,10,4,173,149,333,172,37,36,28,755,7235,5296,2736,468,507,306,16548,Bankstown (C)
11250,5,12,62,6,55,40,180,5,14,22,0,17,0,58,127,31,177,16,39,4,394,279,35,137,7,34,0,492,108,3,51,0,8,0,170,57,3,28,4,9,0,101,40,0,15,0,8,0,63,17,0,3,0,0,0,20,5,0,0,0,3,0,8,0,0,0,0,0,0,0,5,0,3,0,0,0,8,12,5,34,0,11,0,62,660,103,532,33,184,44,1556,Broken Hill (C)
11300,16,38,53,7,11,45,170,0,115,4,4,3,0,126,14,60,28,14,3,0,119,28,25,45,14,5,0,117,28,6,31,3,3,0,71,169,8,40,7,3,3,230,293,9,66,6,8,3,385,940,16,133,11,19,4,1123,736,0,127,4,17,3,887,245,4,48,3,6,0,306,171,3,42,3,5,3,227,60,27,47,8,11,8,161,2700,311,664,84,94,69,3922,Burwood (A)
11350,3,13,66,3,18,110,213,4,20,11,7,9,0,51,27,49,65,11,11,3,166,46,25,152,21,15,0,259,46,4,146,3,12,0,211,110,11,151,8,17,0,297,264,10,262,5,30,3,574,582,15,362,3,14,3,979,271,3,142,3,3,3,425,112,0,70,0,3,3,188,71,0,48,0,4,5,128,26,10,57,4,14,8,119,1562,160,1532,68,150,138,3610,Byron (A)
11500,7,426,104,27,16,71,651,8,1007,13,27,9,5,1069,21,1248,71,50,5,5,1400,147,968,150,57,16,10,1348,292,372,207,16,16,5,908,1053,576,369,46,35,12,2091,2783,298,565,19,51,10,3726,1700,35,330,0,20,10,2095,295,7,53,3,6,3,367,38,6,12,0,0,0,56,35,19,16,0,3,4,77,111,312,87,19,30,27,586,6490,5274,1977,264,207,162,14374,Campbelltown (C)
11520,17,95,115,23,23,85,358,0,252,6,7,22,3,290,9,155,22,33,16,3,238,19,83,39,16,23,3,183,31,37,50,5,51,3,177,64,16,67,3,38,0,188,319,22,146,9,19,7,522,1329,19,255,3,28,4,1638,2013,11,279,3,15,9,2330,1466,0,201,4,9,4,1684,1180,11,197,3,10,9,1410,92,39,76,9,24,16,256,6539,740,1453,118,278,146,9274,Canada Bay (A)
11550,51,326,169,43,18,119,726,4,819,8,46,13,5,895,44,569,87,96,15,8,819,185,377,142,93,30,3,830,320,102,138,28,20,11,619,1430,108,274,32,49,3,1896,4309,101,551,33,98,30,5122,2584,66,453,10,94,20,3227,1083,10,206,0,25,11,1335,356,7,61,0,6,0,430,185,7,42,3,12,0,249,185,189,133,24,37,35,603,10736,2681,2264,408,417,245,16751,Canterbury (C)
11600,0,8,25,0,75,20,128,0,0,6,10,0,0,16,6,3,26,0,11,3,49,8,0,40,0,9,3,60,0,0,11,0,0,0,11,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,25,14,11,126,10,112,26,299,Carrathool (A)
11700,0,12,19,4,93,22,150,0,13,3,10,0,0,26,0,56,13,18,13,0,100,0,8,8,0,0,0,16,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,16,0,96,49,32,115,22,314,Central Darling (A)
11720,11,65,89,3,28,83,279,5,174,10,16,4,0,209,100,173,97,5,14,4,393,360,133,164,11,32,6,706,310,26,134,3,17,3,493,791,17,182,3,20,0,1013,739,8,114,9,16,3,889,315,0,43,3,4,0,365,27,4,11,0,0,0,42,7,0,3,0,0,0,10,12,0,8,0,3,3,26,49,40,41,3,18,15,166,2726,640,896,56,156,117,4591,Cessnock (C)
11730,9,45,117,15,59,116,361,4,112,29,13,16,3,177,97,105,191,76,57,11,537,376,74,340,36,36,4,866,329,25,205,5,27,5,596,683,18,244,10,27,11,993,693,7,156,4,19,3,882,166,6,29,0,0,0,201,15,0,5,3,0,0,23,0,0,0,0,3,0,3,15,3,9,0,4,0,31,34,35,44,6,20,3,142,2421,430,1369,168,268,156,4812,Clarence Valley (A)
11750,4,17,22,20,48,26,137,3,20,3,8,8,0,42,33,25,29,16,68,3,174,56,20,7,3,55,0,141,31,0,8,0,10,0,49,39,0,10,0,6,0,55,27,0,3,0,4,0,34,9,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,0,0,9,3,3,7,3,13,0,29,211,88,92,50,212,29,682,Cobar (A)
11800,15,116,121,20,26,111,409,3,363,21,13,7,8,415,47,226,156,69,79,12,589,427,159,285,46,65,5,987,427,55,222,19,32,8,763,846,92,327,20,50,9,1344,1412,29,423,8,39,8,1919,1008,10,201,0,23,5,1247,204,3,31,0,3,0,241,32,3,8,0,0,0,43,36,5,15,0,8,0,64,56,90,56,29,27,23,281,4513,1151,1866,224,359,189,8302,Coffs Harbour (C)
11860,0,0,21,0,25,29,75,0,0,7,0,0,0,7,3,0,19,0,0,0,22,3,0,0,0,5,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,9,0,47,0,42,29,127,Conargo (A)
12000,0,4,37,3,4,10,58,0,3,9,5,9,3,29,6,6,34,0,4,3,53,12,0,36,0,5,0,53,6,0,8,0,0,0,14,9,0,14,0,0,0,23,3,0,3,0,0,0,6,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,0,3,3,11,39,13,153,8,25,19,257,Coolamon (A)
12050,3,8,32,3,12,22,80,14,27,16,3,3,3,66,92,18,45,9,8,3,175,80,29,55,6,13,3,186,73,3,34,0,5,3,118,106,3,39,0,3,0,151,52,0,16,0,4,0,72,8,0,11,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,3,3,0,0,0,12,13,3,10,3,5,0,34,447,94,264,24,56,34,919,Cooma-Monaro (A)
12150,3,7,41,0,46,35,132,3,16,5,6,4,0,34,17,44,52,33,14,8,168,33,15,31,4,9,0,92,3,0,5,0,0,0,8,3,0,5,0,0,0,8,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,9,0,12,5,30,69,82,155,43,85,48,482,Coonamble (A)
12200,0,19,25,0,16,29,89,10,46,3,0,3,0,62,58,49,37,0,3,3,150,82,34,57,0,11,0,184,24,5,23,0,4,0,56,29,0,12,0,3,0,44,21,0,11,0,0,0,32,0,0,4,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,7,6,16,3,0,8,3,36,237,169,178,0,48,35,667,Cootamundra (A)
12300,0,7,33,5,15,30,90,6,10,4,6,6,0,32,78,16,65,7,7,5,178,144,4,83,4,8,4,247,71,0,48,0,4,0,123,137,0,34,0,9,0,180,37,0,18,0,4,0,59,4,0,0,0,3,0,7,3,0,3,0,3,0,9,3,0,3,0,0,0,6,3,0,3,0,3,0,9,10,3,19,4,6,0,42,496,40,313,26,68,39,982,Corowa Shire (A)
12350,6,23,49,11,21,30,140,9,57,21,3,5,0,95,133,30,58,17,20,7,265,231,49,115,0,10,5,410,84,0,33,3,8,0,128,70,0,16,0,3,0,89,17,0,7,0,3,0,27,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,11,5,7,13,3,10,0,38,558,169,326,37,80,42,1212,Cowra (A)
13550,4,9,54,4,49,41,161,3,15,11,10,9,0,48,83,44,58,14,13,0,212,145,54,56,9,15,3,282,95,25,48,3,3,3,177,135,13,40,0,7,0,195,87,3,20,0,3,0,113,42,0,10,4,4,0,60,6,0,4,0,0,0,10,3,0,0,0,0,0,3,3,0,5,0,0,0,8,15,3,25,3,20,3,69,621,166,331,47,123,50,1338,Gunnedah (A)
13650,0,7,27,0,23,20,77,3,0,6,0,0,3,12,21,13,38,0,9,3,84,28,14,41,14,5,0,102,8,8,19,6,3,0,44,7,3,9,0,0,0,19,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,9,3,12,0,27,77,48,149,23,52,26,375,Guyra (A)
12500,3,6,20,4,3,12,48,22,9,7,0,4,0,42,125,64,53,17,5,5,269,178,28,33,6,7,0,252,39,0,16,0,4,0,59,50,0,5,0,0,0,55,17,0,6,0,0,0,23,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,8,9,0,5,0,29,452,115,149,27,28,17,788,Deniliquin (A)
12600,4,81,60,9,29,62,245,12,193,8,14,3,3,233,290,243,83,18,20,3,657,550,109,140,30,20,4,853,348,36,131,7,14,4,540,593,18,184,4,10,3,812,388,16,77,0,11,0,492,174,0,27,4,3,0,208,10,0,3,0,0,0,13,4,0,3,0,0,0,7,15,3,3,0,3,3,27,32,50,42,3,13,11,151,2420,749,761,89,126,93,4238,Dubbo (C)
12700,0,12,39,8,18,24,101,0,9,8,3,3,0,23,20,0,35,3,8,0,66,48,8,52,0,8,0,116,32,7,28,0,3,0,70,60,0,31,3,0,3,97,39,0,13,0,0,0,52,15,0,4,0,0,0,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13,0,5,0,27,227,36,226,17,45,27,578,Dungog (A)
12750,4,32,94,4,33,77,244,7,98,12,13,10,3,143,63,131,115,61,24,8,402,287,47,218,20,25,9,606,260,37,163,11,14,3,488,566,38,218,0,17,4,843,448,11,136,0,12,0,607,163,0,40,3,4,0,210,9,0,7,0,0,0,16,0,0,3,0,0,0,3,10,0,6,3,3,0,22,21,20,44,8,14,4,111,1838,414,1056,123,156,108,3695,Eurobodalla (A)
12850,49,385,243,25,21,158,881,6,938,10,30,6,7,997,89,980,136,103,35,8,1351,280,674,249,81,71,12,1367,466,231,266,45,69,9,1086,1481,264,425,63,92,17,2342,2394,320,614,36,148,37,3549,3015,87,615,9,163,32,3921,571,8,102,0,24,8,713,103,11,17,0,10,0,141,72,14,23,3,12,0,124,164,242,192,26,54,33,711,8690,4154,2892,421,705,321,17183,Fairfield (C)
12900,7,20,45,6,34,49,161,11,51,10,3,3,0,78,95,56,60,4,13,0,228,220,22,83,0,9,0,334,51,0,25,0,0,0,76,23,0,12,0,5,0,40,12,0,7,0,5,0,24,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,7,10,15,0,18,3,53,431,163,262,13,87,52,1008,Forbes (A)
12950,0,7,30,3,15,25,80,9,22,14,3,3,0,51,55,29,41,9,10,0,144,55,3,48,8,9,0,123,11,0,9,0,0,0,20,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,0,4,3,6,0,17,137,61,155,26,43,25,447,Gilgandra (A)
13010,4,0,35,3,27,28,97,8,3,10,8,3,3,35,105,34,57,21,11,3,231,151,29,65,4,8,3,260,85,6,13,3,5,0,112,56,3,13,0,0,0,72,10,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,14,7,11,7,8,0,47,433,82,213,49,65,40,882,Glen Innes Severn (A)
13050,0,6,32,3,21,11,73,8,8,5,0,0,0,21,28,18,32,5,15,3,101,54,6,35,0,5,3,103,45,3,17,0,3,0,68,42,0,18,0,0,0,60,35,0,4,0,0,0,39,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,0,8,3,20,215,44,155,8,52,20,494,Gloucester (A)
