lga_code_2016,ireland_2011,ireland_2012,ireland_2013,ireland_2014,ireland_2015,ireland_2016,ireland_yr_arrival_notstated,ireland_tot,italy_before_1946,italy_1946_1955,italy_1956_1965,italy_1966_1975,italy_1976_1985,italy_1986_1995,italy_1996_2005,italy_2006_2010,italy_2011,italy_2012,italy_2013,italy_2014,italy_2015,italy_2016,italy_yr_arrival_notstated,italy_tot,japan_before_1946,japan_1946_1955,japan_1956_1965,japan_1966_1975,japan_1976_1985,japan_1986_1995,japan_1996_2005,japan_2006_2010,japan_2011,japan_2012,japan_2013,japan_2014,japan_2015,japan_2016,japan_yr_arrival_notstated,japan_tot,korea_rep_sth_before_1946,korea_rep_sth_1946_1955,korea_rep_sth_1956_1965,korea_rep_sth_1966_1975,korea_rep_sth_1976_1985,korea_rep_sth_1986_1995,korea_rep_sth_1996_2005,korea_rep_sth_2006_2010,korea_republic_south_2011,korea_republic_south_2012,korea_republic_south_2013,korea_republic_south_2014,korea_republic_south_2015,korea_republic_south_2016,korea_repub_sth_arrival_notstated,korea_republic_south_tot,lebanon_before_1946,lebanon_1946_1955,lebanon_1956_1965,lebanon_1966_1975,lebanon_1976_1985,lebanon_1986_1995,lebanon_1996_2005,lebanon_2006_2010,lebanon_2011,lebanon_2012,lebanon_2013,lebanon_2014,lebanon_2015,lebanon_2016,lebanon_yr_arrival_notstated,lebanon_tot,malaysia_before_1946,malaysia_1946_1955,malaysia_1956_1965,malaysia_1966_1975,malaysia_1976_1985,malaysia_1986_1995,malaysia_1996_2005,malaysia_2006_2010,malaysia_2011,malaysia_2012,malaysia_2013,malaysia_2014,malaysia_2015,malaysia_2016,malaysia_yr_arrival_notstated,malaysia_tot,malta_before_1946,malta_1946_1955,malta_1956_1965,malta_1966_1975,malta_1976_1985,malta_1986_1995,malta_1996_2005,malta_2006_2010,malta_2011,malta_2012,malta_2013,malta_2014,malta_2015,malta_2016,malta_yr_arrival_notstated,malta_tot,netherlands_before_1946,netherlands_1946_1955,netherlands_1956_1965,netherlands_1966_1975,netherlands_1976_1985,netherlands_1986_1995,netherlands_1996_2005,netherlands_2006_2010,netherlands_2011,netherlands_2012,netherlands_2013,netherlands_2014,netherlands_2015,netherlands_2016,netherlands_yr_arrival_notstated,netherlands_tot,new_zealand_before_1946,new_zealand_1946_1955,new_zealand_1956_1965,new_zealand_1966_1975,new_zealand_1976_1985,new_zealand_1986_1995,new_zealand_1996_2005,new_zealand_2006_2010,new_zealand_2011,new_zealand_2012,new_zealand_2013,new_zealand_2014,new_zealand_2015,new_zealand_2016,new_zealand_yr_arrival_notstated,new_zealand_tot,pakistan_before_1946,pakistan_1946_1955,pakistan_1956_1965,pakistan_1966_1975,pakistan_1976_1985,pakistan_1986_1995,pakistan_1996_2005,pakistan_2006_2010,pakistan_2011,pakistan_2012,pakistan_2013,pakistan_2014,pakistan_2015,pakistan_2016,pakistan_yr_arrival_notstated,pakistan_tot,philippines_before_1946,philippines_1946_1955,philippines_1956_1965,philippines_1966_1975,philippines_1976_1985,philippines_1986_1995,philippines_1996_2005,philippines_2006_2010,philippines_2011,philippines_2012,philippines_2013,philippines_2014,philippines_2015,philippines_2016,philippines_yr_arrival_notstated,philippines_tot,poland_before_1946,poland_1946_1955,poland_1956_1965,poland_1966_1975,poland_1976_1985,poland_1986_1995,poland_1996_2005,poland_2006_2010,poland_2011,poland_2012,poland_2013,poland_2014,poland_2015,poland_2016,poland_yr_arrival_notstated,poland_tot,singapore_before_1946,singapore_1946_1955,singapore_1956_1965,singapore_1966_1975,singapore_1976_1985,singapore_1986_1995,singapore_1996_2005,singapore_2006_2010,singapore_2011,singapore_2012,singapore_2013,singapore_2014,singapore_2015,singapore_2016,singapore_yr_arrival_notstated,singapore_tot,lga_name16
37010,32,17,8,6,3,0,6,316,12,120,133,75,24,9,11,20,3,11,6,12,10,0,29,475,0,3,0,0,3,13,36,29,7,3,3,12,8,6,4,132,0,0,0,0,8,16,47,85,21,7,17,28,18,12,11,264,0,0,0,3,3,0,3,0,0,0,0,0,0,0,3,18,0,0,61,69,45,36,31,48,10,14,10,17,9,17,21,393,0,26,23,8,6,5,0,0,0,0,0,0,0,0,3,73,0,104,105,50,45,14,42,30,3,5,3,8,3,3,12,417,9,11,70,359,860,759,863,592,160,167,121,75,63,36,177,4314,0,0,0,0,0,0,6,29,3,20,6,11,3,6,0,94,0,0,3,14,133,266,171,564,107,104,75,70,62,32,51,1649,0,5,11,8,20,24,9,14,0,0,0,6,0,0,8,104,0,0,5,38,13,18,22,14,0,4,0,3,3,0,9,140,Townsville (C)
31000,385,275,205,129,132,69,97,4369,68,993,1464,681,147,118,181,181,69,103,139,167,154,93,229,4790,5,31,27,56,93,441,1079,653,153,171,178,214,328,269,329,4015,0,0,3,21,132,631,2038,2830,544,671,678,603,802,642,574,10160,0,13,33,146,86,107,76,53,13,9,19,11,11,12,11,608,9,11,188,534,938,1337,1308,1365,253,281,343,532,622,435,211,8374,4,107,105,52,26,13,13,9,0,10,3,3,0,3,15,365,5,620,518,225,253,158,262,215,29,67,40,48,57,38,93,2636,48,114,413,1975,5736,6801,9730,6945,1768,1630,1301,1042,926,517,1438,40384,0,3,3,22,54,84,361,464,135,182,219,248,267,191,70,2309,0,4,15,126,1018,2472,1806,2735,559,480,530,470,457,253,299,11212,7,170,85,79,445,413,179,150,41,44,45,27,60,16,57,1817,11,5,43,237,274,400,770,595,117,151,177,248,289,281,121,3729,Brisbane (C)
31900,0,15,0,0,4,6,0,34,15,138,119,16,11,0,0,0,0,0,0,0,9,4,29,348,0,0,0,0,0,0,0,3,0,0,0,0,14,4,28,44,0,0,0,0,0,0,13,6,5,0,0,5,10,3,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,4,0,0,0,0,0,5,0,32,0,0,3,29,29,32,34,7,3,5,0,0,0,0,8,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,10,12,3,3,8,4,10,0,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,14,11,16,7,17,11,18,380,29,152,223,64,9,12,35,34,9,22,30,21,27,10,47,730,0,0,0,11,24,230,618,375,51,66,44,45,34,44,138,1690,0,0,0,0,11,28,130,254,65,67,79,47,63,80,75,903,0,3,3,5,10,3,0,0,0,0,0,0,0,0,0,22,3,0,19,48,64,52,44,41,0,10,10,9,12,10,8,327,0,40,32,10,9,4,0,0,0,0,0,0,3,3,4,111,0,109,129,63,76,43,68,45,14,12,9,4,8,13,16,604,6,16,103,448,964,992,986,617,167,138,113,73,77,66,176,4940,0,0,0,0,7,3,9,11,4,6,6,4,3,3,0,69,0,0,5,21,187,375,339,401,91,85,76,87,60,36,47,1826,0,16,18,0,59,30,24,26,6,3,0,3,3,0,3,188,0,0,11,25,23,30,20,10,5,3,5,3,8,0,5,141,Cairns (R)
32250,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,7,0,3,0,0,0,0,0,0,0,0,0,0,23,0,3,0,12,8,6,5,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,0,21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,0,0,0,0,13,5,6,67,29,135,95,12,0,0,0,3,0,0,3,10,9,9,12,324,0,0,0,0,0,0,11,7,0,0,3,6,23,7,12,81,0,0,0,0,0,0,0,6,3,6,0,3,13,7,8,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,5,0,0,0,0,0,0,0,28,6,36,18,3,0,0,0,0,0,0,0,0,0,0,3,61,0,31,28,17,3,3,6,0,0,0,0,0,6,10,0,104,0,5,31,74,139,124,87,45,14,10,5,4,8,0,20,569,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,3,28,39,33,65,7,14,14,32,37,11,15,293,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,14,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,3,5,3,11,5,6,3,128,4,87,90,35,4,0,4,3,0,3,0,3,14,21,26,301,0,0,0,0,0,0,9,4,0,0,0,3,21,8,33,84,0,0,0,0,0,3,29,27,4,14,11,9,22,24,32,170,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,17,14,15,10,13,0,3,5,0,8,6,6,106,0,38,24,10,3,0,0,0,0,0,0,0,0,0,3,86,0,145,105,41,34,13,26,7,0,3,0,5,4,0,10,403,6,14,54,227,513,381,281,196,32,22,37,12,26,15,90,1906,0,0,0,0,0,0,0,9,0,3,6,3,5,3,0,31,0,0,0,5,93,129,101,90,10,14,23,37,35,12,17,573,0,8,7,0,7,6,0,5,0,0,0,0,3,0,0,31,0,0,4,3,6,0,6,3,0,0,0,0,4,0,3,27,Bundaberg (R)
32270,9,10,0,0,0,0,0,47,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,0,4,3,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,9,0,3,0,4,0,0,0,0,0,0,3,54,0,0,7,60,153,163,251,224,102,56,37,17,12,0,44,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,12,28,121,29,30,35,29,14,3,11,331,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,Central Highlands (R) (Qld)
32310,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,3,4,0,0,0,0,0,0,0,0,0,3,26,0,3,0,18,55,38,25,16,6,0,0,6,0,0,3,175,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,11,4,11,3,3,0,8,10,0,3,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,3,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,24,21,28,21,4,4,3,3,3,3,7,138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,21,0,0,4,7,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cloncurry (S)
32500,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,7,8,3,0,0,0,0,0,0,0,0,0,0,27,0,3,4,22,39,16,25,10,0,3,0,0,0,0,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,5,0,0,0,4,4,4,0,37,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,7,13,28,23,12,13,3,3,3,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,28,6,0,0,0,0,4,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,Weipa (T)
37310,9,14,4,0,0,0,3,101,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,3,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,0,4,3,0,0,0,0,0,0,3,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,21,5,9,3,0,0,0,0,4,0,0,3,3,62,3,3,12,39,122,80,104,114,39,15,24,4,3,3,23,584,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,9,0,0,0,0,11,18,14,124,34,63,61,60,18,16,18,446,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,12,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,15,Western Downs (R)
37340,3,0,3,0,3,8,9,76,0,21,24,10,0,0,4,0,0,3,3,14,9,5,8,112,0,0,0,0,0,5,12,9,0,0,3,10,25,17,20,86,0,0,0,0,0,0,7,14,4,3,3,16,48,21,68,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,3,0,7,0,8,5,4,7,0,5,63,0,11,3,7,0,0,0,0,0,0,0,0,0,0,0,22,0,35,36,14,11,8,5,3,0,0,0,4,3,4,3,129,0,4,22,117,226,169,262,141,59,44,38,40,44,20,59,1247,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,39,45,31,70,15,23,31,40,21,5,13,337,0,0,0,3,9,4,5,8,0,0,0,0,0,0,0,31,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,Whitsunday (R)
41140,0,3,0,0,0,3,0,12,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,17,4,3,0,0,3,0,0,0,0,0,0,0,29,0,0,0,9,12,13,8,3,0,0,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,5,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,Clare and Gilbert Valleys (DC)
32750,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,3,0,0,3,5,0,69,0,27,23,16,0,0,3,5,0,7,3,8,3,0,10,104,0,0,0,0,0,9,10,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,8,9,0,3,3,8,3,5,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,3,0,0,3,27,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,10,0,26,20,12,15,9,16,3,0,4,0,0,0,3,4,116,3,5,19,62,84,80,102,56,20,18,16,16,15,11,35,529,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,12,11,4,0,0,0,3,4,6,0,57,0,0,0,0,6,3,3,3,0,0,0,0,0,0,3,27,0,0,0,5,0,4,3,0,0,0,0,0,0,0,0,12,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,6,3,0,4,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,8,3,10,0,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flinders (S) (Qld)
33220,0,0,0,3,0,3,13,137,0,37,29,40,11,3,16,7,0,0,0,7,0,0,13,149,0,0,3,0,0,5,19,3,4,0,0,0,0,0,3,37,0,0,0,0,0,3,5,9,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,18,31,19,19,9,14,0,0,0,0,0,4,3,121,0,41,34,16,3,0,0,0,0,0,0,0,0,0,5,102,0,187,141,49,44,18,23,4,0,0,0,0,0,0,21,498,3,15,70,309,676,616,566,285,49,53,30,45,31,15,136,2904,0,0,0,0,0,0,11,12,3,7,3,0,0,0,0,41,0,0,3,10,106,125,98,103,20,16,24,21,26,3,30,584,0,6,6,8,26,4,0,3,0,4,0,0,0,0,0,69,0,0,0,9,10,3,9,5,4,0,0,0,0,0,3,39,Fraser Coast (R)
33360,9,22,0,7,7,0,3,118,0,17,6,12,0,0,0,9,0,4,0,0,11,3,3,71,0,0,0,0,3,3,5,0,0,0,0,0,0,0,3,13,0,0,0,0,0,3,10,8,0,3,3,0,5,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,10,9,8,14,3,3,13,10,6,0,4,95,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,21,0,49,49,25,11,0,5,8,0,3,0,0,3,0,0,160,0,3,19,148,403,347,422,430,124,129,146,61,38,20,77,2366,0,0,0,0,0,0,0,3,0,3,0,7,9,0,0,22,0,0,0,4,51,66,61,231,74,79,77,82,71,46,35,869,0,3,4,3,6,9,3,5,0,0,0,3,0,0,3,39,0,0,0,9,3,0,5,4,0,6,3,4,0,0,0,33,Gladstone (R)
33430,74,60,52,49,39,22,48,1407,14,445,572,347,76,68,81,79,20,34,31,49,36,25,104,1981,0,19,16,44,111,834,1324,710,155,162,157,148,144,167,249,4236,0,0,0,8,79,329,784,833,128,144,163,177,204,176,142,3161,5,13,34,90,56,38,14,5,0,0,0,3,10,0,14,291,7,11,63,182,227,268,307,238,47,70,54,65,85,51,65,1731,0,214,183,72,28,11,3,4,3,3,0,0,0,0,15,535,0,591,465,188,183,93,168,83,14,9,4,13,21,7,61,1910,38,89,437,1749,5391,7330,10967,8579,2026,1788,1371,1131,893,594,1607,43979,0,4,3,7,17,26,99,70,33,31,29,33,25,31,16,428,0,3,19,83,482,978,822,669,142,187,148,160,197,124,132,4145,11,101,87,72,266,195,105,92,12,14,21,22,17,0,19,1026,8,9,27,92,78,129,242,123,19,17,25,37,31,28,41,892,Gold Coast (C)
33610,4,3,0,0,3,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,27,19,17,12,9,3,4,3,3,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,34,9,3,3,3,0,5,7,79,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Goondiwindi (R)
