lga_code16,sws_nni_h_0,sws_nni_h_1_15,sws_nni_h_16_24,sws_nni_h_25_34,sws_nni_h_35_39,sws_nni_h_40,sws_nni_h_41_48,sws_nni_h_49mo,sws_nni_h_ns,sws_nni_h_tot,sws_1_149_h_0,sws_1_149_h_1_15,sws_1_149_h_16_24,sws_1_149_h_25_34,sws_1_149_h_35_39,sws_1_149_h_40,sws_1_149_h_41_48,sws_1_149_h_49mo,sws_1_149_h_ns,sws_1_149_h_tot,sws_150_299_h_0,sws_150_299_h_1_15,sws_150_299_h_16_24,sws_150_299_h_25_34,sws_150_299_h_35_39,sws_150_299_h_40,sws_150_299_h_41_48,sws_150_299_h_49mo,sws_150_299_h_ns,sws_150_299_h_tot,sws_300_399_h_0,sws_300_399_h_1_15,sws_300_399_h_16_24,sws_300_399_h_25_34,sws_300_399_h_35_39,sws_300_399_h_40,sws_300_399_h_41_48,sws_300_399_h_49mo,sws_300_399_h_ns,sws_300_399_h_tot,sws_400_499_h_0,sws_400_499_h_1_15,sws_400_499_h_16_24,sws_400_499_h_25_34,sws_400_499_h_35_39,sws_400_499_h_40,sws_400_499_h_41_48,sws_400_499_h_49mo,sws_400_499_h_ns,sws_400_499_h_tot,sws_500_649_h_0,sws_500_649_h_1_15,sws_500_649_h_16_24,sws_500_649_h_25_34,sws_500_649_h_35_39,sws_500_649_h_40,sws_500_649_h_41_48,sws_500_649_h_49mo,sws_500_649_h_ns,sws_500_649_h_tot,sws_650_799_h_0,sws_650_799_h_1_15,sws_650_799_h_16_24,sws_650_799_h_25_34,sws_650_799_h_35_39,sws_650_799_h_40,sws_650_799_h_41_48,sws_650_799_h_49mo,sws_650_799_h_ns,sws_650_799_h_tot,sws_800_999_h_0,sws_800_999_h_1_15,sws_800_999_h_16_24,sws_800_999_h_25_34,sws_800_999_h_35_39,sws_800_999_h_40,sws_800_999_h_41_48,sws_800_999_h_49mo,sws_800_999_h_ns,sws_800_999_h_tot,sws_1000_1249_h_0,sws_1000_1249_h_1_15,sws_1000_1249_h_16_24,sws_1000_1249_h_25_34,sws_1000_1249_h_35_39,sws_1000_1249_h_40,sws_1000_1249_h_41_48,sws_1000_1249_h_49mo,sws_1000_1249_h_ns,sws_1000_1249_h_tot,sws_1250_1499_h_0,sws_1250_1499_h_1_15,sws_1250_1499_h_16_24,sws_1250_1499_h_25_34,sws_1250_1499_h_35_39,sws_1250_1499_h_40,sws_1250_1499_h_41_48,sws_1250_1499_h_49mo,sws_1250_1499_h_ns,sws_1250_1499_h_tot,sws_1500_1749_h_0,sws_1500_1749_h_1_15,sws_1500_1749_h_16_24,sws_1500_1749_h_25_34,sws_1500_1749_h_35_39,sws_1500_1749_h_40,sws_1500_1749_h_41_48,sws_1500_1749_h_49mo,sws_1500_1749_h_ns,sws_1500_1749_h_tot,sws_1750_1999_h_0,sws_1750_1999_h_1_15,sws_1750_1999_h_16_24,sws_1750_1999_h_25_34,sws_1750_1999_h_35_39,sws_1750_1999_h_40,sws_1750_1999_h_41_48,sws_1750_1999_h_49mo,sws_1750_1999_h_ns,sws_1750_1999_h_tot,sws_2000_2999_h_0,sws_2000_2999_h_1_15,sws_2000_2999_h_16_24,sws_2000_2999_h_25_34,sws_2000_2999_h_35_39,sws_2000_2999_h_40,sws_2000_2999_h_41_48,sws_2000_2999_h_49mo,sws_2000_2999_h_ns,sws_2000_2999_h_tot,sws_3000mo_h_0,sws_3000mo_h_1_15,sws_3000mo_h_16_24,sws_3000mo_h_25_34,sws_3000mo_h_35_39,sws_3000mo_h_40,sws_3000mo_h_41_48,sws_3000mo_h_49mo,sws_3000mo_h_ns,sws_3000mo_h_tot,sws_pins_h_0,sws_pins_h_1_15,sws_pins_h_16_24,sws_pins_h_25_34,sws_pins_h_35_39,sws_pins_h_40,sws_pins_h_41_48,sws_pins_h_49mo,sws_pins_h_ns,sws_pins_h_tot,sws_tot_h_0,sws_tot_h_1_15,sws_tot_h_16_24,sws_tot_h_25_34,sws_tot_h_35_39,sws_tot_h_40,sws_tot_h_41_48,sws_tot_h_49mo,sws_tot_h_ns,sws_tot_h_tot,maopd_nni_h_0,maopd_nni_h_1_15,maopd_nni_h_16_24,maopd_nni_h_25_34,maopd_nni_h_35_39,maopd_nni_h_40,maopd_nni_h_41_48,maopd_nni_h_49mo,maopd_nni_h_ns,maopd_nni_h_tot,maopd_1_149_h_0,maopd_1_149_h_1_15,maopd_1_149_h_16_24,maopd_1_149_h_25_34,maopd_1_149_h_35_39,maopd_1_149_h_40,maopd_1_149_h_41_48,maopd_1_149_h_49mo,maopd_1_149_h_ns,maopd_1_149_h_tot,maopd_150_299_h_0,maopd_150_299_h_1_15,maopd_150_299_h_16_24,maopd_150_299_h_25_34,maopd_150_299_h_35_39,maopd_150_299_h_40,maopd_150_299_h_41_48,maopd_150_299_h_49mo,maopd_150_299_h_ns,maopd_150_299_h_tot,maopd_300_399_h_0,maopd_300_399_h_1_15,maopd_300_399_h_16_24,maopd_300_399_h_25_34,maopd_300_399_h_35_39,maopd_300_399_h_40,maopd_300_399_h_41_48,maopd_300_399_h_49mo,maopd_300_399_h_ns,maopd_300_399_h_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,3,0,16,3,0,0,0,0,0,0,20,3,8,0,3,0,0,0,0,0,13,0,4,3,3,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,13,0,3,4,10,3,0,3,0,0,22,0,0,3,3,5,3,0,0,0,15,0,0,0,0,7,3,3,0,0,20,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,42,18,24,31,9,11,18,3,159,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,Blayney (A)
10900,0,3,0,0,0,0,0,0,0,9,13,216,14,3,0,0,0,0,3,253,9,148,43,16,0,3,0,0,3,220,3,74,49,19,9,3,0,0,0,158,6,53,96,38,11,6,3,5,0,212,6,29,81,90,25,8,5,12,3,257,13,18,24,55,63,20,6,13,3,217,4,10,18,26,41,31,17,22,0,168,6,8,10,11,29,24,12,14,0,110,0,3,3,3,6,11,4,27,0,68,0,0,3,4,0,7,0,11,0,28,0,3,3,0,0,8,3,5,0,21,0,0,0,0,0,3,3,16,0,25,0,0,0,0,3,3,0,7,0,17,0,11,7,0,3,6,0,8,0,38,60,569,347,266,190,142,60,135,23,1794,0,3,0,0,0,0,0,0,0,6,0,24,3,0,0,0,0,0,0,27,3,23,5,0,0,0,0,0,0,28,0,7,5,9,6,0,0,3,0,34,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,7,0,0,3,3,0,0,0,3,0,7,0,0,0,3,3,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,8,6,8,3,3,9,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Bogan (A)
11100,7,14,9,0,0,9,0,0,3,33,31,282,25,9,0,0,0,0,5,343,19,226,88,18,4,3,0,3,4,354,5,127,158,36,3,3,0,0,3,335,16,70,203,66,15,11,0,7,8,379,15,61,166,199,73,34,4,13,10,570,16,19,101,174,192,78,14,13,3,620,20,20,45,108,249,136,36,33,10,660,11,8,17,57,158,143,66,52,4,521,12,6,12,23,86,111,39,40,0,333,0,3,9,8,53,98,27,42,0,235,3,5,0,7,27,56,23,45,0,161,4,3,9,5,20,75,37,73,0,223,0,0,0,3,5,21,11,38,0,90,0,4,7,13,12,13,0,7,12,58,168,842,835,725,892,788,261,356,65,4932,0,3,3,3,3,0,0,0,0,9,0,24,7,7,3,5,0,0,0,42,3,28,23,10,5,3,0,0,0,72,5,31,44,14,5,8,3,7,13,120,Botany Bay (C)
11150,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,4,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,8,6,12,4,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,7,0,9,3,0,0,0,0,0,0,16,0,3,3,3,0,0,0,0,3,14,3,5,3,0,0,0,0,0,0,8,0,0,0,7,6,3,0,0,0,16,0,0,0,3,0,6,3,0,0,13,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,17,15,8,20,3,3,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Junee (A)
14350,3,5,0,0,0,0,0,3,0,10,9,129,3,4,0,4,0,0,5,156,7,45,13,8,0,0,0,0,3,83,6,28,32,19,3,3,0,4,0,89,4,21,44,37,8,6,0,3,6,123,14,20,30,54,26,4,0,8,0,159,5,12,10,39,53,11,8,7,0,142,3,0,3,16,33,13,13,5,0,86,0,3,0,0,6,7,12,8,0,36,0,0,0,0,8,7,7,6,0,26,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,3,14,46,264,145,167,140,59,50,54,30,951,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,5,3,11,4,3,3,0,0,0,0,22,Kempsey (A)
11250,0,3,0,0,0,0,0,0,0,5,3,78,7,0,0,0,0,0,5,95,4,50,11,4,0,0,0,0,3,77,3,30,22,13,0,6,0,0,0,72,3,16,25,26,9,4,0,0,3,78,6,15,20,35,20,7,0,0,0,108,8,0,8,15,50,13,0,3,0,100,4,0,0,8,26,15,18,6,0,74,0,0,3,3,8,4,4,7,0,36,0,3,0,0,6,9,3,6,0,25,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,19,29,196,96,100,128,59,32,36,12,697,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3,10,0,10,0,3,0,0,0,0,0,16,Broken Hill (C)
13910,0,6,0,0,0,0,0,3,0,7,4,74,3,0,3,0,0,0,3,87,4,29,8,0,4,0,0,0,0,48,3,13,18,11,3,0,0,6,0,54,0,13,27,15,3,3,0,3,0,66,0,11,24,46,17,4,0,3,0,104,0,9,7,24,39,15,13,3,0,119,0,0,3,6,20,13,15,9,0,68,0,3,0,0,11,6,11,13,0,52,0,0,0,0,3,5,5,12,0,29,0,0,0,0,3,5,0,4,0,18,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,6,0,4,0,3,0,0,0,0,0,12,18,159,100,105,100,54,57,71,9,674,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,7,4,0,0,0,0,3,0,15,0,3,4,0,0,0,0,4,0,15,Hilltops (A)
14000,16,21,9,4,3,10,0,3,0,58,56,635,37,7,0,3,0,0,14,759,20,399,145,27,3,6,0,0,3,601,6,154,178,39,10,10,0,8,3,421,8,73,210,63,22,11,0,0,3,392,13,52,129,154,59,24,9,18,8,472,9,23,46,130,120,73,29,29,3,455,19,20,23,57,140,77,40,28,3,406,6,9,13,11,90,98,38,47,0,322,3,6,8,12,32,42,25,38,0,170,3,0,4,5,21,36,19,41,0,136,0,0,6,3,6,30,12,35,0,87,0,5,0,0,15,26,21,39,0,110,0,0,7,3,3,9,8,36,3,70,0,14,13,7,4,6,3,3,5,48,161,1409,824,524,531,474,210,324,47,4510,0,3,3,0,0,0,0,0,0,9,0,24,3,0,0,3,0,0,0,31,0,38,16,3,3,0,0,3,5,63,5,14,26,3,3,4,0,6,0,55,Hornsby (A)
