lga_code16,sws_nni_h_0,sws_nni_h_1_15,sws_nni_h_16_24,sws_nni_h_25_34,sws_nni_h_35_39,sws_nni_h_40,sws_nni_h_41_48,sws_nni_h_49mo,sws_nni_h_ns,sws_nni_h_tot,sws_1_149_h_0,sws_1_149_h_1_15,sws_1_149_h_16_24,sws_1_149_h_25_34,sws_1_149_h_35_39,sws_1_149_h_40,sws_1_149_h_41_48,sws_1_149_h_49mo,sws_1_149_h_ns,sws_1_149_h_tot,sws_150_299_h_0,sws_150_299_h_1_15,sws_150_299_h_16_24,sws_150_299_h_25_34,sws_150_299_h_35_39,sws_150_299_h_40,sws_150_299_h_41_48,sws_150_299_h_49mo,sws_150_299_h_ns,sws_150_299_h_tot,sws_300_399_h_0,sws_300_399_h_1_15,sws_300_399_h_16_24,sws_300_399_h_25_34,sws_300_399_h_35_39,sws_300_399_h_40,sws_300_399_h_41_48,sws_300_399_h_49mo,sws_300_399_h_ns,sws_300_399_h_tot,sws_400_499_h_0,sws_400_499_h_1_15,sws_400_499_h_16_24,sws_400_499_h_25_34,sws_400_499_h_35_39,sws_400_499_h_40,sws_400_499_h_41_48,sws_400_499_h_49mo,sws_400_499_h_ns,sws_400_499_h_tot,sws_500_649_h_0,sws_500_649_h_1_15,sws_500_649_h_16_24,sws_500_649_h_25_34,sws_500_649_h_35_39,sws_500_649_h_40,sws_500_649_h_41_48,sws_500_649_h_49mo,sws_500_649_h_ns,sws_500_649_h_tot,sws_650_799_h_0,sws_650_799_h_1_15,sws_650_799_h_16_24,sws_650_799_h_25_34,sws_650_799_h_35_39,sws_650_799_h_40,sws_650_799_h_41_48,sws_650_799_h_49mo,sws_650_799_h_ns,sws_650_799_h_tot,sws_800_999_h_0,sws_800_999_h_1_15,sws_800_999_h_16_24,sws_800_999_h_25_34,sws_800_999_h_35_39,sws_800_999_h_40,sws_800_999_h_41_48,sws_800_999_h_49mo,sws_800_999_h_ns,sws_800_999_h_tot,sws_1000_1249_h_0,sws_1000_1249_h_1_15,sws_1000_1249_h_16_24,sws_1000_1249_h_25_34,sws_1000_1249_h_35_39,sws_1000_1249_h_40,sws_1000_1249_h_41_48,sws_1000_1249_h_49mo,sws_1000_1249_h_ns,sws_1000_1249_h_tot,sws_1250_1499_h_0,sws_1250_1499_h_1_15,sws_1250_1499_h_16_24,sws_1250_1499_h_25_34,sws_1250_1499_h_35_39,sws_1250_1499_h_40,sws_1250_1499_h_41_48,sws_1250_1499_h_49mo,sws_1250_1499_h_ns,sws_1250_1499_h_tot,sws_1500_1749_h_0,sws_1500_1749_h_1_15,sws_1500_1749_h_16_24,sws_1500_1749_h_25_34,sws_1500_1749_h_35_39,sws_1500_1749_h_40,sws_1500_1749_h_41_48,sws_1500_1749_h_49mo,sws_1500_1749_h_ns,sws_1500_1749_h_tot,sws_1750_1999_h_0,sws_1750_1999_h_1_15,sws_1750_1999_h_16_24,sws_1750_1999_h_25_34,sws_1750_1999_h_35_39,sws_1750_1999_h_40,sws_1750_1999_h_41_48,sws_1750_1999_h_49mo,sws_1750_1999_h_ns,sws_1750_1999_h_tot,sws_2000_2999_h_0,sws_2000_2999_h_1_15,sws_2000_2999_h_16_24,sws_2000_2999_h_25_34,sws_2000_2999_h_35_39,sws_2000_2999_h_40,sws_2000_2999_h_41_48,sws_2000_2999_h_49mo,sws_2000_2999_h_ns,sws_2000_2999_h_tot,sws_3000mo_h_0,sws_3000mo_h_1_15,sws_3000mo_h_16_24,sws_3000mo_h_25_34,sws_3000mo_h_35_39,sws_3000mo_h_40,sws_3000mo_h_41_48,sws_3000mo_h_49mo,sws_3000mo_h_ns,sws_3000mo_h_tot,sws_pins_h_0,sws_pins_h_1_15,sws_pins_h_16_24,sws_pins_h_25_34,sws_pins_h_35_39,sws_pins_h_40,sws_pins_h_41_48,sws_pins_h_49mo,sws_pins_h_ns,sws_pins_h_tot,sws_tot_h_0,sws_tot_h_1_15,sws_tot_h_16_24,sws_tot_h_25_34,sws_tot_h_35_39,sws_tot_h_40,sws_tot_h_41_48,sws_tot_h_49mo,sws_tot_h_ns,sws_tot_h_tot,maopd_nni_h_0,maopd_nni_h_1_15,maopd_nni_h_16_24,maopd_nni_h_25_34,maopd_nni_h_35_39,maopd_nni_h_40,maopd_nni_h_41_48,maopd_nni_h_49mo,maopd_nni_h_ns,maopd_nni_h_tot,maopd_1_149_h_0,maopd_1_149_h_1_15,maopd_1_149_h_16_24,maopd_1_149_h_25_34,maopd_1_149_h_35_39,maopd_1_149_h_40,maopd_1_149_h_41_48,maopd_1_149_h_49mo,maopd_1_149_h_ns,maopd_1_149_h_tot,maopd_150_299_h_0,maopd_150_299_h_1_15,maopd_150_299_h_16_24,maopd_150_299_h_25_34,maopd_150_299_h_35_39,maopd_150_299_h_40,maopd_150_299_h_41_48,maopd_150_299_h_49mo,maopd_150_299_h_ns,maopd_150_299_h_tot,maopd_300_399_h_0,maopd_300_399_h_1_15,maopd_300_399_h_16_24,maopd_300_399_h_25_34,maopd_300_399_h_35_39,maopd_300_399_h_40,maopd_300_399_h_41_48,maopd_300_399_h_49mo,maopd_300_399_h_ns,maopd_300_399_h_tot,lga_name16
37010,6,31,0,4,3,3,0,4,0,59,69,1097,51,20,7,4,3,5,19,1264,41,557,192,61,12,7,3,7,14,888,16,275,279,104,13,16,8,6,6,724,25,157,297,193,35,11,6,8,10,753,27,107,193,383,135,46,26,25,15,967,37,42,79,241,435,115,84,48,7,1084,19,23,31,93,364,176,114,69,4,891,14,8,17,40,142,141,89,100,4,549,9,3,6,9,49,79,57,112,0,331,0,3,4,8,34,46,19,83,0,202,0,4,6,0,10,15,11,50,0,101,0,3,3,7,11,22,14,65,0,127,0,3,0,3,6,3,3,36,0,66,5,27,11,14,14,7,0,6,10,96,265,2350,1162,1183,1277,694,447,624,96,8096,3,7,8,6,3,4,3,3,0,34,3,53,5,4,3,0,0,4,0,76,3,70,16,11,0,5,0,3,4,122,3,37,33,17,11,4,4,14,4,135,Townsville (C)
31000,57,164,52,33,20,31,9,48,24,435,311,5596,343,60,30,24,6,27,98,6500,186,3874,1305,315,46,59,16,52,83,5934,134,2032,1801,594,112,74,29,60,66,4897,120,1174,2070,1067,240,115,40,76,66,4965,172,734,1590,2415,820,321,129,208,75,6461,176,297,737,1762,2440,894,416,367,77,7175,148,198,317,775,2391,1466,732,580,62,6675,128,111,179,401,1524,1464,729,867,50,5454,64,61,69,164,781,964,519,814,23,3463,39,47,57,102,484,787,370,762,17,2668,28,20,33,57,216,411,229,488,3,1478,35,48,38,57,257,523,335,826,10,2127,16,63,42,54,99,290,160,748,11,1482,19,181,73,92,89,62,40,65,100,728,1647,14602,8722,7939,9540,7494,3750,5987,764,60436,11,23,15,12,22,18,3,19,11,126,30,316,42,20,13,4,10,8,7,452,27,385,201,75,32,18,6,27,20,793,36,292,377,149,69,63,22,52,30,1094,Brisbane (C)
31900,0,0,0,0,0,0,0,0,0,8,7,104,4,0,4,0,0,0,3,122,3,42,7,3,0,0,0,3,0,61,0,14,18,5,3,0,0,0,0,48,0,11,12,14,5,0,0,0,0,48,0,0,10,37,13,7,3,6,0,79,0,4,7,18,28,18,6,4,0,86,3,0,0,5,22,15,4,10,0,58,0,3,3,0,7,5,19,11,0,43,0,0,0,0,0,9,6,5,0,18,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,3,18,23,179,61,92,91,57,39,43,11,595,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,9,0,3,3,3,0,0,0,5,0,14,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burke (S)
32080,3,35,3,3,0,3,3,8,0,65,42,870,46,10,4,3,0,5,10,995,28,372,148,41,11,3,3,14,7,620,12,169,167,99,20,8,3,10,7,494,20,119,225,151,48,20,10,13,8,608,33,92,211,397,151,66,31,37,16,1029,34,32,78,330,450,163,70,49,13,1206,19,22,45,127,420,210,123,87,7,1067,13,20,17,52,189,146,112,120,3,662,5,5,12,23,54,69,57,89,3,314,5,0,4,8,28,41,34,66,0,189,3,7,3,3,8,17,22,27,0,86,4,5,3,3,4,24,16,50,3,122,0,7,3,4,3,16,3,37,0,68,0,25,13,12,21,9,6,6,6,108,218,1774,980,1265,1418,786,489,619,86,7634,5,3,3,3,0,3,0,9,6,24,5,27,0,0,3,0,3,6,0,47,0,40,22,5,0,4,3,4,6,84,3,28,36,10,7,4,3,4,0,105,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,10,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,0,8,0,3,0,3,0,0,0,14,3,131,5,0,0,0,0,0,0,147,3,41,9,4,0,0,3,5,0,74,4,33,27,14,5,4,3,3,0,95,4,15,32,30,9,3,3,7,0,102,3,12,30,63,21,6,3,10,3,149,3,8,12,33,84,21,5,5,0,168,0,3,5,7,39,17,12,8,0,92,0,4,3,7,12,15,17,10,0,63,0,0,0,0,11,3,11,6,0,32,0,0,0,0,5,0,0,10,0,13,0,0,0,0,0,5,0,4,0,7,0,3,0,0,3,3,0,5,0,16,0,0,0,0,0,0,0,0,0,6,0,6,0,7,3,0,0,4,0,19,31,257,128,170,185,79,48,79,9,989,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,3,3,3,0,0,3,0,3,0,19,0,3,5,4,0,0,0,4,0,16,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,0,13,3,0,0,0,0,3,0,22,17,454,22,0,4,0,3,0,6,508,24,210,80,28,8,7,3,10,12,379,8,106,115,56,14,4,0,12,3,315,12,66,107,96,24,14,3,4,4,333,13,41,100,229,100,17,10,22,3,531,13,22,35,123,173,42,50,22,4,491,11,3,13,47,153,80,52,41,3,400,9,6,13,8,62,43,55,44,0,241,0,4,3,3,13,14,21,37,0,97,0,0,3,0,11,15,8,26,0,65,0,0,0,0,6,3,4,12,0,24,0,0,0,0,0,6,0,10,0,22,0,0,3,0,3,0,3,4,0,14,3,17,12,3,10,3,4,3,8,69,113,945,520,610,569,248,218,252,51,3519,7,5,0,0,0,0,0,4,0,15,0,19,4,0,0,7,0,0,0,30,0,32,5,5,0,5,4,11,0,67,7,24,26,14,3,3,7,18,0,88,Bundaberg (R)
32270,4,7,0,0,0,0,0,0,0,15,5,140,11,0,0,0,0,0,3,159,4,65,33,6,4,0,0,3,3,122,4,40,28,16,0,0,0,6,3,94,4,20,31,16,0,0,0,3,0,73,5,14,21,56,27,6,0,3,0,132,3,7,14,29,60,9,7,4,3,144,3,0,5,13,38,15,10,7,0,86,0,0,0,5,15,22,13,9,0,69,0,0,3,0,9,4,6,10,0,36,0,0,0,0,3,8,3,12,0,25,0,0,0,0,0,3,0,9,0,18,0,0,3,0,0,3,0,14,0,20,0,0,0,0,0,3,0,3,0,8,0,13,3,6,3,3,0,5,0,25,42,298,143,157,159,74,55,86,14,1015,3,3,0,0,0,3,0,4,0,10,0,5,0,0,0,0,3,3,0,10,0,13,0,0,4,0,0,3,0,26,3,8,4,10,0,0,0,6,4,34,Central Highlands (R) (Qld)
32310,0,7,0,0,0,0,0,0,0,6,3,49,6,0,0,0,0,0,3,56,0,12,11,0,0,0,0,3,0,26,0,11,12,4,0,0,0,3,0,26,3,4,15,13,0,3,3,0,0,41,0,4,12,26,15,3,4,0,0,58,0,4,4,15,24,9,3,3,3,62,0,0,7,0,12,3,3,8,0,36,0,0,4,0,5,4,4,4,0,22,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,7,82,61,65,56,28,20,32,11,375,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,12,0,0,0,4,5,0,0,0,0,5,0,0,0,4,6,0,0,4,0,14,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,9,8,14,20,7,5,12,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,Cloncurry (S)
32500,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,4,0,3,3,0,0,5,0,0,0,9,0,3,0,14,5,3,0,3,0,24,0,0,0,8,6,4,0,3,0,17,0,0,0,3,3,0,3,3,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,19,12,17,9,17,0,98,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,11,0,3,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,12,0,0,0,5,4,3,0,0,0,15,0,0,0,0,4,0,0,3,0,10,0,0,0,0,4,3,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,17,15,11,22,9,9,9,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,3,0,3,0,0,0,3,0,9,8,157,12,0,0,0,0,0,4,178,8,61,28,3,0,3,3,3,0,108,5,26,30,16,3,8,0,0,0,89,9,18,35,37,15,6,4,0,4,129,6,10,31,60,24,4,10,3,0,147,5,4,9,32,65,19,25,9,0,168,3,3,4,15,44,31,26,12,0,142,3,3,3,8,15,24,15,21,0,95,3,0,3,3,3,14,5,18,0,56,0,0,0,0,6,12,8,9,0,33,0,0,0,0,6,3,0,12,0,14,0,0,0,0,3,0,3,14,0,22,0,0,0,5,0,0,3,0,0,16,0,6,5,3,0,0,0,0,3,27,46,299,161,184,188,111,102,100,22,1220,0,3,0,0,3,0,0,9,0,17,0,11,3,0,0,0,0,3,0,21,0,10,3,3,3,0,0,3,0,27,3,3,3,3,0,3,0,7,3,22,Western Downs (R)
37340,0,4,0,0,0,0,0,3,0,6,13,165,14,9,0,0,0,0,3,198,3,41,13,10,4,0,0,4,6,81,4,27,39,12,3,0,0,4,0,89,3,25,56,49,7,8,0,3,0,146,4,14,40,88,39,18,7,5,3,216,7,4,11,70,99,47,23,12,0,275,6,3,13,17,76,45,22,11,3,194,0,4,4,12,11,18,20,20,0,88,0,0,3,3,4,12,3,11,0,27,0,0,0,0,0,0,3,10,0,20,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,4,0,7,0,14,0,0,0,0,0,3,0,7,0,8,0,11,3,3,3,5,0,0,0,27,46,299,189,272,244,158,74,103,22,1417,0,3,0,0,0,0,0,3,0,6,3,10,0,0,0,0,0,0,0,10,0,15,4,3,3,4,0,4,0,33,0,12,6,3,0,3,0,0,0,27,Whitsunday (R)
41140,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,35,3,12,6,0,0,0,0,0,0,32,0,11,12,0,0,0,0,0,0,23,0,5,16,15,0,0,0,0,0,41,0,12,11,20,6,7,0,7,0,62,3,4,5,16,16,5,3,3,0,57,4,0,3,8,10,10,3,4,0,36,0,0,3,3,5,9,4,11,0,38,0,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,6,21,78,59,60,54,33,23,39,3,366,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,3,0,0,0,3,0,0,11,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,4,0,0,3,0,0,0,0,9,0,35,0,0,0,0,0,3,0,37,0,18,11,3,0,0,0,0,0,35,0,13,19,11,3,0,0,0,0,47,3,12,18,11,0,6,0,0,3,55,3,4,20,25,18,3,0,9,0,82,3,7,6,25,38,9,6,6,0,93,0,0,3,15,30,15,18,16,0,101,0,0,4,6,7,11,8,15,0,51,0,0,0,0,3,7,3,4,0,19,0,0,0,3,3,0,0,7,0,20,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,5,7,0,14,0,0,0,0,3,4,0,3,0,14,0,0,0,0,3,0,0,0,0,9,13,96,76,108,101,57,52,78,12,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,11,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,3,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,7,3,3,3,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flinders (S) (Qld)
33220,3,22,0,3,5,0,0,9,0,37,24,410,29,3,0,3,0,4,4,480,9,207,68,22,7,0,0,6,8,325,13,111,112,44,14,9,4,8,4,322,8,77,147,85,18,14,6,11,8,377,13,56,86,190,86,22,15,19,7,495,6,23,43,131,201,81,26,28,5,556,10,14,18,36,146,60,50,42,3,377,3,4,5,16,53,37,23,48,0,197,7,0,4,3,19,16,17,27,0,84,3,0,0,0,9,5,0,18,0,40,3,0,3,3,5,15,3,14,0,35,0,0,0,0,3,3,8,11,0,24,0,5,0,3,6,0,0,8,0,27,0,14,5,7,4,13,0,0,0,45,104,948,530,548,567,279,149,259,42,3434,0,0,0,0,0,0,0,0,0,5,5,17,3,4,0,0,0,0,0,26,3,24,8,0,0,0,3,0,0,46,6,32,19,10,4,7,3,3,3,85,Fraser Coast (R)
33360,3,14,3,3,0,0,0,0,0,26,24,350,24,4,0,0,0,3,12,420,12,152,56,25,5,4,0,6,4,260,6,66,88,31,7,0,0,3,5,206,12,30,86,56,13,4,0,5,0,211,4,24,86,129,34,9,3,3,0,298,10,12,26,95,99,30,30,16,4,314,7,8,8,37,91,39,28,18,0,230,3,8,7,14,26,18,22,31,4,133,0,4,0,0,12,6,9,12,0,43,0,0,0,3,3,10,4,29,0,49,0,0,0,0,0,7,0,9,0,16,0,0,0,0,0,0,0,18,0,22,0,0,0,3,0,0,0,11,0,14,0,9,9,4,6,3,0,0,7,38,83,668,379,403,303,141,107,166,35,2280,3,3,0,0,3,0,0,3,3,11,0,15,0,0,0,0,0,0,0,24,0,8,9,4,0,3,0,0,0,23,0,22,9,5,0,4,0,7,0,47,Gladstone (R)
