lga_code16,f_m2_trnfer_15_24,f_m2_trnfer_25_34,f_m2_trnfer_35_44,f_m2_trnfer_45_54,f_m2_trnfer_55_64,f_m2_trnfer_65_74,f_m2_trnfer_75ov,f_m2_trnfer_tot,f_m2_trntrm_inc_lr_15_24,f_m2_trntrm_inc_lr_25_34,f_m2_trntrm_inc_lr_35_44,f_m2_trntrm_inc_lr_45_54,f_m2_trntrm_inc_lr_55_64,f_m2_trntrm_inc_lr_65_74,f_m2_trntrm_inc_lr_75ov,f_m2_trntrm_inc_lr_tot,f_m2_trncarasdriv_15_24,f_m2_trncarasdriv_25_34,f_m2_trncarasdriv_35_44,f_m2_trncarasdriv_45_54,f_m2_trncarasdriv_55_64,f_m2_trncarasdriv_65_74,f_m2_trncarasdriv_75ov,f_m2_trncarasdriv_tot,f_m2_trncaraspas_15_24,f_m2_trncaraspas_25_34,f_m2_trncaraspas_35_44,f_m2_trncaraspas_45_54,f_m2_trncaraspas_55_64,f_m2_trncaraspas_65_74,f_m2_trncaraspas_75ov,f_m2_trncaraspas_tot,f_m2_trnoth_15_24,f_m2_trnoth_25_34,f_m2_trnoth_35_44,f_m2_trnoth_45_54,f_m2_trnoth_55_64,f_m2_trnoth_65_74,f_m2_trnoth_75ov,f_m2_trnoth_tot,f_m2_train_and_tot_15_24,f_m2_train_and_tot_25_34,f_m2_train_and_tot_35_44,f_m2_train_and_tot_45_54,f_m2_train_and_tot_55_64,f_m2_train_and_tot_65_74,f_m2_train_and_tot_75ov,f_m2_train_and_tot_tot,f_m2_busfer_15_24,f_m2_busfer_25_34,f_m2_busfer_35_44,f_m2_busfer_45_54,f_m2_busfer_55_64,f_m2_busfer_65_74,f_m2_busfer_75ov,f_m2_busfer_tot,f_m2_bustrm_inc_lr_15_24,f_m2_bustrm_inc_lr_25_34,f_m2_bustrm_inc_lr_35_44,f_m2_bustrm_inc_lr_45_54,f_m2_bustrm_inc_lr_55_64,f_m2_bustrm_inc_lr_65_74,f_m2_bustrm_inc_lr_75ov,f_m2_bustrm_inc_lr_tot,f_m2_buscarasdriv_15_24,f_m2_buscarasdriv_25_34,f_m2_buscarasdriv_35_44,f_m2_buscarasdriv_45_54,f_m2_buscarasdriv_55_64,f_m2_buscarasdriv_65_74,f_m2_buscarasdriv_75ov,f_m2_buscarasdriv_tot,f_m2_buscaraspas_15_24,f_m2_buscaraspas_25_34,f_m2_buscaraspas_35_44,f_m2_buscaraspas_45_54,f_m2_buscaraspas_55_64,f_m2_buscaraspas_65_74,f_m2_buscaraspas_75ov,f_m2_buscaraspas_tot,f_m2_busoth_15_24,f_m2_busoth_25_34,f_m2_busoth_35_44,f_m2_busoth_45_54,f_m2_busoth_55_64,f_m2_busoth_65_74,f_m2_busoth_75ov,f_m2_busoth_tot,f_m2_bustot_15_24,f_m2_bustot_25_34,f_m2_bustot_35_44,f_m2_bustot_45_54,f_m2_bustot_55_64,f_m2_bustot_65_74,f_m2_bustot_75ov,f_m2_bustot_tot,f_m2_other_m2_15_24,f_m2_other_m2_25_34,f_m2_other_m2_35_44,f_m2_other_m2_45_54,f_m2_other_m2_55_64,f_m2_other_m2_65_74,f_m2_other_m2_75ov,f_m2_other_m2_tot,f_m2_tot_m2_15_24,f_m2_tot_m2_25_34,f_m2_tot_m2_35_44,f_m2_tot_m2_45_54,f_m2_tot_m2_55_64,f_m2_tot_m2_65_74,f_m2_tot_m2_75ov,f_m2_tot_m2_tot,f_m3_trn_and_2_oth_ms_15_24,f_m3_trn_and_2_oth_ms_25_34,f_m3_trn_and_2_oth_ms_35_44,f_m3_trn_and_2_oth_ms_45_54,f_m3_trn_and_2_oth_ms_55_64,f_m3_trn_and_2_oth_ms_65_74,f_m3_trn_and_2_oth_ms_75ov,f_m3_trn_and_2_oth_ms_tot,f_m3_bus2othms_ex_tn_15_24,f_m3_bus2othms_ex_tn_25_34,f_m3_bus2othms_ex_tn_35_44,f_m3_bus2othms_ex_tn_45_54,f_m3_bus2othms_ex_tn_55_64,f_m3_bus2othms_ex_tn_65_74,f_m3_bus2othms_ex_tn_75ov,f_m3_bus2othms_ex_tn_tot,f_m3_other_m3_15_24,f_m3_other_m3_25_34,f_m3_other_m3_35_44,f_m3_other_m3_45_54,f_m3_other_m3_55_64,f_m3_other_m3_65_74,f_m3_other_m3_75ov,f_m3_other_m3_tot,f_m3_tot_m3_15_24,f_m3_tot_m3_25_34,f_m3_tot_m3_35_44,f_m3_tot_m3_45_54,f_m3_tot_m3_55_64,f_m3_tot_m3_65_74,f_m3_tot_m3_75ov,f_m3_tot_m3_tot,f_wkd_at_home_15_24,f_wkd_at_home_25_34,f_wkd_at_home_35_44,f_wkd_at_home_45_54,f_wkd_at_home_55_64,f_wkd_at_home_65_74,f_wkd_at_home_75ov,f_wkd_at_home_tot,f_did_not_go_to_work_15_24,f_did_not_go_to_work_25_34,f_did_not_go_to_work_35_44,f_did_not_go_to_work_45_54,f_did_not_go_to_work_55_64,f_did_not_go_to_work_65_74,f_did_not_go_to_work_75ov,f_did_not_go_to_work_tot,f_mt_ns_15_24,f_mt_ns_25_34,f_mt_ns_35_44,f_mt_ns_45_54,f_mt_ns_55_64,f_mt_ns_65_74,f_mt_ns_75ov,f_mt_ns_tot,f_tot_15_24,f_tot_25_34,f_tot_35_44,f_tot_45_54,f_tot_55_64,f_tot_65_74,f_tot_75ov,f_tot_tot,p_m1_train_15_24,p_m1_train_25_34,p_m1_train_35_44,p_m1_train_45_54,p_m1_train_55_64,p_m1_train_65_74,p_m1_train_75ov,p_m1_train_tot,p_m1_bus_15_24,p_m1_bus_25_34,p_m1_bus_35_44,p_m1_bus_45_54,p_m1_bus_55_64,p_m1_bus_65_74,p_m1_bus_75ov,p_m1_bus_tot,p_m1_ferry_15_24,p_m1_ferry_25_34,p_m1_ferry_35_44,p_m1_ferry_45_54,p_m1_ferry_55_64,p_m1_ferry_65_74,p_m1_ferry_75ov,p_m1_ferry_tot,lga_name16
36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,3,0,4,0,0,9,0,0,6,3,3,0,0,12,55,105,108,89,75,6,0,434,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,Torres Strait Island (R)
37010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,0,18,23,3,7,7,0,0,0,44,0,8,0,3,0,0,0,12,32,17,7,9,4,3,0,74,40,58,55,62,35,11,0,261,82,78,63,80,45,9,0,359,0,0,0,4,4,0,0,4,0,0,3,9,4,0,0,19,0,8,6,8,3,0,0,29,0,5,10,23,6,0,0,51,53,255,416,364,309,111,21,1526,1192,1291,826,687,618,137,14,4762,51,50,52,40,38,19,6,257,7658,9263,8905,8842,5686,985,100,41441,8,16,3,3,3,0,0,36,224,131,100,79,47,12,0,595,3,14,16,10,15,0,0,56,Townsville (C)
31000,12,7,0,4,6,0,0,39,0,0,0,0,0,0,0,5,649,1431,1557,1242,640,77,3,5602,235,353,270,259,130,21,0,1264,33,57,40,31,10,3,0,173,1639,2777,2426,2004,1126,163,3,10134,46,78,67,56,34,0,0,276,0,0,0,3,0,0,0,5,332,550,601,435,242,31,0,2195,410,333,206,177,120,24,0,1281,53,98,67,36,28,3,0,284,845,1053,947,703,425,57,3,4040,338,503,408,352,228,35,0,1854,2821,4334,3769,3057,1777,256,10,16030,310,427,294,304,169,24,0,1529,75,87,59,45,32,3,0,307,13,23,21,13,15,0,0,81,403,534,374,364,208,28,0,1907,497,2497,4896,4272,2767,1019,164,16107,9039,11151,8762,6256,4924,1365,121,41615,421,467,373,400,309,99,83,2163,55424,85605,77894,71758,43230,8326,708,342943,6040,11643,9649,7392,4097,565,31,39409,9923,14425,9342,7061,4227,732,56,45769,300,820,496,344,218,46,3,2217,Brisbane (C)
31900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,13,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,58,67,84,48,7,288,80,81,41,78,60,18,0,357,13,3,8,7,8,6,5,48,538,553,675,813,643,157,29,3413,0,0,0,0,0,0,0,0,16,15,3,3,0,0,0,35,0,0,0,0,0,0,0,0,Burdekin (S)
31950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,9,13,7,10,7,5,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Burke (S)
32080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,7,30,12,9,8,3,3,0,70,8,3,4,0,5,0,0,26,48,14,20,13,7,3,0,109,33,54,36,49,15,7,0,190,81,74,56,61,22,12,0,303,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,18,0,3,0,6,3,0,0,18,5,6,4,6,5,0,0,33,32,223,443,430,325,158,29,1635,720,860,779,681,548,152,13,3753,56,52,62,50,39,21,16,297,5031,7148,8214,8113,5296,1103,106,34999,0,6,6,0,0,0,0,8,325,176,150,136,104,16,0,914,7,13,13,7,3,0,0,50,Cairns (R)
32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,8,11,3,0,37,0,4,7,4,4,0,0,19,0,3,3,0,3,0,0,8,48,80,72,88,86,16,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carpentaria (S)
32260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,17,8,3,0,6,4,0,0,22,15,8,4,8,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,86,89,96,63,14,407,98,97,96,107,133,35,4,578,11,18,15,20,8,11,3,81,787,963,1027,1321,1137,265,34,5545,0,0,0,0,0,0,0,3,107,135,36,48,33,3,0,365,0,0,0,0,0,0,0,3,Cassowary Coast (R)
30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,4,3,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,24,30,8,15,30,6,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Boulia (S)
31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,17,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,25,15,18,21,4,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulloo (S)
31820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,3,3,0,0,0,0,14,20,13,11,13,4,0,0,62,24,22,13,11,9,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,5,0,0,0,6,26,90,192,256,227,116,37,942,385,380,289,351,348,68,7,1832,28,21,27,37,28,22,14,178,2559,2751,3257,3931,2904,548,89,16038,0,0,4,0,0,0,0,4,70,36,12,14,12,3,0,147,0,7,3,4,0,0,0,9,Bundaberg (R)
32270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,14,6,6,6,3,0,3,0,29,12,11,15,5,3,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,30,121,124,145,116,47,6,579,139,215,146,122,98,16,0,733,12,11,18,19,5,3,4,76,956,1413,1327,1301,737,166,22,5931,4,0,3,0,0,0,0,6,51,226,256,266,107,12,0,924,0,0,0,0,0,0,0,0,Central Highlands (R) (Qld)
32310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,8,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,50,42,53,20,8,210,55,40,54,46,37,8,0,239,10,0,3,3,8,0,0,29,344,364,480,519,368,97,20,2181,0,0,0,0,0,0,0,6,6,26,20,14,12,0,0,79,0,0,0,0,0,0,0,0,Charters Towers (R)
32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,3,17,32,40,44,39,8,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cherbourg (S)
32450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,0,3,0,4,0,0,0,7,0,9,3,8,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,16,4,10,10,0,49,8,23,22,16,11,3,0,84,0,4,4,3,0,0,0,17,118,221,150,155,104,23,5,787,0,0,0,0,0,0,0,0,6,71,87,70,44,0,0,281,0,0,0,0,0,0,0,0,Cloncurry (S)
32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,3,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,18,17,3,0,58,20,39,21,21,20,4,0,121,3,3,4,3,4,0,0,19,134,259,218,218,197,37,5,1061,0,0,0,0,0,0,0,0,24,26,6,4,3,0,0,66,0,0,0,0,0,0,0,0,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,12,16,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,0,0,24,8,30,13,16,9,0,0,75,0,0,6,0,0,0,0,6,84,169,140,161,66,6,3,625,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,0,0,0,Weipa (T)
37310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,3,7,3,0,0,0,0,24,9,7,3,3,0,0,0,32,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,12,21,95,153,172,173,109,34,759,145,214,148,137,147,36,3,829,21,6,8,12,12,11,0,76,1037,1285,1419,1478,1073,299,65,6657,0,0,0,0,0,0,0,3,28,74,63,54,28,10,0,252,0,0,0,0,0,0,0,3,Western Downs (R)
37340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,7,3,7,3,3,0,0,28,12,11,5,4,6,0,0,42,22,16,15,10,9,0,0,76,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,3,0,0,0,4,3,0,3,4,3,0,0,8,8,68,123,109,102,52,16,479,162,195,127,156,129,18,0,789,17,4,19,21,20,4,3,92,1182,1630,1521,1521,1099,234,36,7224,0,4,3,7,4,0,0,13,90,122,62,64,35,5,0,376,12,27,14,18,8,0,0,83,Whitsunday (R)
41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,43,44,55,28,7,194,53,63,59,61,77,27,3,342,0,3,0,8,8,5,0,22,253,343,394,505,425,125,22,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,18,16,16,11,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,10,0,0,3,3,0,0,0,9,23,52,46,33,21,0,0,168,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,5,0,0,16,3,3,3,5,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,61,50,63,36,8,235,48,65,54,74,60,14,3,324,9,3,3,9,3,0,0,24,320,547,585,675,497,135,19,2781,0,0,0,0,0,0,0,0,14,12,7,5,0,0,0,45,0,0,0,0,0,0,0,3,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,12,8,3,0,38,4,5,0,3,3,0,0,19,0,0,0,0,0,0,0,0,17,33,26,45,33,13,4,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Etheridge (S)
33200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,14,21,19,5,77,0,3,3,10,4,3,0,31,0,0,0,4,0,0,3,12,50,61,58,82,69,37,11,361,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Flinders (S) (Qld)
