lga_code16,f_m2_trnfer_15_24,f_m2_trnfer_25_34,f_m2_trnfer_35_44,f_m2_trnfer_45_54,f_m2_trnfer_55_64,f_m2_trnfer_65_74,f_m2_trnfer_75ov,f_m2_trnfer_tot,f_m2_trntrm_inc_lr_15_24,f_m2_trntrm_inc_lr_25_34,f_m2_trntrm_inc_lr_35_44,f_m2_trntrm_inc_lr_45_54,f_m2_trntrm_inc_lr_55_64,f_m2_trntrm_inc_lr_65_74,f_m2_trntrm_inc_lr_75ov,f_m2_trntrm_inc_lr_tot,f_m2_trncarasdriv_15_24,f_m2_trncarasdriv_25_34,f_m2_trncarasdriv_35_44,f_m2_trncarasdriv_45_54,f_m2_trncarasdriv_55_64,f_m2_trncarasdriv_65_74,f_m2_trncarasdriv_75ov,f_m2_trncarasdriv_tot,f_m2_trncaraspas_15_24,f_m2_trncaraspas_25_34,f_m2_trncaraspas_35_44,f_m2_trncaraspas_45_54,f_m2_trncaraspas_55_64,f_m2_trncaraspas_65_74,f_m2_trncaraspas_75ov,f_m2_trncaraspas_tot,f_m2_trnoth_15_24,f_m2_trnoth_25_34,f_m2_trnoth_35_44,f_m2_trnoth_45_54,f_m2_trnoth_55_64,f_m2_trnoth_65_74,f_m2_trnoth_75ov,f_m2_trnoth_tot,f_m2_train_and_tot_15_24,f_m2_train_and_tot_25_34,f_m2_train_and_tot_35_44,f_m2_train_and_tot_45_54,f_m2_train_and_tot_55_64,f_m2_train_and_tot_65_74,f_m2_train_and_tot_75ov,f_m2_train_and_tot_tot,f_m2_busfer_15_24,f_m2_busfer_25_34,f_m2_busfer_35_44,f_m2_busfer_45_54,f_m2_busfer_55_64,f_m2_busfer_65_74,f_m2_busfer_75ov,f_m2_busfer_tot,f_m2_bustrm_inc_lr_15_24,f_m2_bustrm_inc_lr_25_34,f_m2_bustrm_inc_lr_35_44,f_m2_bustrm_inc_lr_45_54,f_m2_bustrm_inc_lr_55_64,f_m2_bustrm_inc_lr_65_74,f_m2_bustrm_inc_lr_75ov,f_m2_bustrm_inc_lr_tot,f_m2_buscarasdriv_15_24,f_m2_buscarasdriv_25_34,f_m2_buscarasdriv_35_44,f_m2_buscarasdriv_45_54,f_m2_buscarasdriv_55_64,f_m2_buscarasdriv_65_74,f_m2_buscarasdriv_75ov,f_m2_buscarasdriv_tot,f_m2_buscaraspas_15_24,f_m2_buscaraspas_25_34,f_m2_buscaraspas_35_44,f_m2_buscaraspas_45_54,f_m2_buscaraspas_55_64,f_m2_buscaraspas_65_74,f_m2_buscaraspas_75ov,f_m2_buscaraspas_tot,f_m2_busoth_15_24,f_m2_busoth_25_34,f_m2_busoth_35_44,f_m2_busoth_45_54,f_m2_busoth_55_64,f_m2_busoth_65_74,f_m2_busoth_75ov,f_m2_busoth_tot,f_m2_bustot_15_24,f_m2_bustot_25_34,f_m2_bustot_35_44,f_m2_bustot_45_54,f_m2_bustot_55_64,f_m2_bustot_65_74,f_m2_bustot_75ov,f_m2_bustot_tot,f_m2_other_m2_15_24,f_m2_other_m2_25_34,f_m2_other_m2_35_44,f_m2_other_m2_45_54,f_m2_other_m2_55_64,f_m2_other_m2_65_74,f_m2_other_m2_75ov,f_m2_other_m2_tot,f_m2_tot_m2_15_24,f_m2_tot_m2_25_34,f_m2_tot_m2_35_44,f_m2_tot_m2_45_54,f_m2_tot_m2_55_64,f_m2_tot_m2_65_74,f_m2_tot_m2_75ov,f_m2_tot_m2_tot,f_m3_trn_and_2_oth_ms_15_24,f_m3_trn_and_2_oth_ms_25_34,f_m3_trn_and_2_oth_ms_35_44,f_m3_trn_and_2_oth_ms_45_54,f_m3_trn_and_2_oth_ms_55_64,f_m3_trn_and_2_oth_ms_65_74,f_m3_trn_and_2_oth_ms_75ov,f_m3_trn_and_2_oth_ms_tot,f_m3_bus2othms_ex_tn_15_24,f_m3_bus2othms_ex_tn_25_34,f_m3_bus2othms_ex_tn_35_44,f_m3_bus2othms_ex_tn_45_54,f_m3_bus2othms_ex_tn_55_64,f_m3_bus2othms_ex_tn_65_74,f_m3_bus2othms_ex_tn_75ov,f_m3_bus2othms_ex_tn_tot,f_m3_other_m3_15_24,f_m3_other_m3_25_34,f_m3_other_m3_35_44,f_m3_other_m3_45_54,f_m3_other_m3_55_64,f_m3_other_m3_65_74,f_m3_other_m3_75ov,f_m3_other_m3_tot,f_m3_tot_m3_15_24,f_m3_tot_m3_25_34,f_m3_tot_m3_35_44,f_m3_tot_m3_45_54,f_m3_tot_m3_55_64,f_m3_tot_m3_65_74,f_m3_tot_m3_75ov,f_m3_tot_m3_tot,f_wkd_at_home_15_24,f_wkd_at_home_25_34,f_wkd_at_home_35_44,f_wkd_at_home_45_54,f_wkd_at_home_55_64,f_wkd_at_home_65_74,f_wkd_at_home_75ov,f_wkd_at_home_tot,f_did_not_go_to_work_15_24,f_did_not_go_to_work_25_34,f_did_not_go_to_work_35_44,f_did_not_go_to_work_45_54,f_did_not_go_to_work_55_64,f_did_not_go_to_work_65_74,f_did_not_go_to_work_75ov,f_did_not_go_to_work_tot,f_mt_ns_15_24,f_mt_ns_25_34,f_mt_ns_35_44,f_mt_ns_45_54,f_mt_ns_55_64,f_mt_ns_65_74,f_mt_ns_75ov,f_mt_ns_tot,f_tot_15_24,f_tot_25_34,f_tot_35_44,f_tot_45_54,f_tot_55_64,f_tot_65_74,f_tot_75ov,f_tot_tot,p_m1_train_15_24,p_m1_train_25_34,p_m1_train_35_44,p_m1_train_45_54,p_m1_train_55_64,p_m1_train_65_74,p_m1_train_75ov,p_m1_train_tot,p_m1_bus_15_24,p_m1_bus_25_34,p_m1_bus_35_44,p_m1_bus_45_54,p_m1_bus_55_64,p_m1_bus_65_74,p_m1_bus_75ov,p_m1_bus_tot,p_m1_ferry_15_24,p_m1_ferry_25_34,p_m1_ferry_35_44,p_m1_ferry_45_54,p_m1_ferry_55_64,p_m1_ferry_65_74,p_m1_ferry_75ov,p_m1_ferry_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,30,35,31,13,135,26,32,30,26,22,8,0,148,4,0,4,3,3,3,5,19,155,185,226,250,193,63,24,1093,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,Blayney (A)
10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,3,0,0,21,7,0,3,0,0,0,0,17,3,0,4,0,0,0,0,5,24,18,19,10,10,3,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,7,9,7,4,9,7,3,0,45,29,30,23,28,20,7,0,136,8,3,3,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,3,0,0,23,27,113,306,309,261,140,24,1184,367,249,259,254,281,87,8,1504,20,3,8,13,14,13,3,84,1711,1487,2034,2552,2045,553,61,10440,165,87,64,71,59,13,0,456,25,15,3,17,4,4,0,67,0,0,0,0,0,0,0,0,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,13,9,9,56,8,14,9,7,11,4,0,55,4,0,3,0,0,3,0,10,76,105,105,137,80,30,15,547,0,0,0,0,0,0,0,0,9,11,23,19,8,3,0,73,0,0,0,0,0,0,0,0,Bogan (A)
11100,0,13,3,4,3,0,0,23,0,6,4,0,0,0,0,5,22,41,36,38,29,0,0,166,15,27,14,6,11,3,0,72,0,4,5,0,0,0,0,15,166,327,169,153,113,13,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,15,10,3,0,0,51,16,14,8,8,7,0,0,47,3,0,0,0,0,0,0,13,28,32,16,12,11,0,0,106,6,14,29,16,7,0,0,73,199,382,215,184,128,16,0,1122,24,50,26,17,20,0,0,132,4,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,30,50,30,22,19,0,0,147,14,76,154,99,57,9,3,418,400,510,516,435,231,40,3,2140,41,35,22,45,25,11,6,185,2456,4677,4346,4056,2100,348,39,18022,629,1536,949,608,314,50,3,4095,474,559,254,223,128,36,0,1673,0,3,4,0,0,0,0,8,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,9,0,3,43,8,15,3,5,3,3,0,35,0,0,0,0,4,0,0,11,53,126,104,117,74,26,5,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,24,0,7,0,3,0,4,0,15,0,0,0,0,4,0,0,5,22,49,36,63,52,11,3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,18,30,17,10,110,13,28,13,15,21,5,0,95,3,4,0,0,0,0,4,18,93,174,148,180,145,48,9,798,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Junee (A)
14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,7,4,0,0,0,17,10,3,8,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,56,68,80,55,16,294,134,105,113,130,136,35,3,648,18,14,17,21,13,11,5,102,616,676,900,1209,1039,220,36,4693,0,0,0,3,0,0,0,9,12,9,5,5,3,3,0,33,0,0,0,0,0,0,0,3,Kempsey (A)
11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,3,0,0,16,3,7,5,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22,24,38,12,0,115,77,100,75,82,83,21,5,445,3,3,4,6,11,3,5,37,465,702,638,791,663,122,14,3397,0,0,0,0,0,0,0,0,4,4,4,3,3,0,0,15,4,0,3,0,0,0,0,5,Broken Hill (C)
13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,52,77,68,60,30,320,90,82,82,77,76,28,0,431,13,11,9,8,5,3,3,47,480,493,665,829,635,199,44,3346,0,0,0,0,0,3,0,6,0,0,0,0,3,3,0,9,0,0,0,3,0,0,0,3,Hilltops (A)
14000,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,25,12,24,31,4,0,126,35,19,7,7,11,0,0,78,0,0,0,3,0,0,0,3,130,126,70,78,69,18,4,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,16,15,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0,17,8,6,3,3,0,0,44,16,9,23,26,9,3,0,92,168,147,98,111,82,20,4,631,20,30,14,14,7,0,0,83,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,25,30,14,12,6,0,0,92,46,185,542,633,383,156,33,1978,766,482,491,389,369,153,9,2659,31,32,27,35,16,12,3,158,3607,3656,4360,5207,3733,895,91,21549,497,616,322,291,226,60,5,2017,187,105,71,55,47,16,0,479,0,0,3,4,0,0,0,5,Hornsby (A)
14100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,23,11,11,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,0,0,3,0,0,13,0,0,0,0,3,0,0,3,0,8,0,5,5,0,0,20,0,0,3,3,5,0,0,10,10,35,17,16,14,3,0,95,3,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,12,0,14,64,66,49,37,4,243,44,66,61,52,66,30,4,324,3,0,3,3,0,3,4,22,246,479,510,680,499,170,19,2612,3,19,4,0,0,0,0,33,37,53,41,20,21,9,0,186,3,0,0,0,3,0,0,6,Hunters Hill (A)
14170,0,3,4,3,3,3,0,19,3,12,0,3,5,0,0,24,23,65,42,53,24,3,0,210,18,39,18,22,20,0,0,122,6,7,5,3,0,0,0,25,237,519,234,235,179,26,7,1438,3,3,0,3,0,0,0,5,3,0,0,3,5,0,0,12,10,11,6,6,7,0,0,42,25,9,8,8,10,0,0,57,7,9,7,0,3,0,0,27,40,28,22,28,17,3,0,145,17,31,28,27,14,3,0,131,292,583,290,291,214,35,7,1711,53,75,34,33,22,3,0,226,3,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,53,84,34,41,27,3,0,239,51,325,670,668,386,156,21,2276,619,745,687,399,359,149,14,2977,52,70,51,54,27,17,4,273,3941,7440,6610,6393,4240,1084,108,29823,935,1870,1036,792,572,87,4,5298,637,862,387,321,262,80,12,2559,0,6,7,7,3,3,0,30,Inner West (A)
14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,5,0,0,0,14,3,4,0,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,62,57,79,57,14,303,66,73,66,71,63,16,5,352,15,5,18,10,10,7,9,80,445,503,603,739,594,157,43,3074,0,0,0,0,0,0,0,3,3,0,4,0,4,0,0,14,0,0,0,0,0,0,0,3,Inverell (A)
14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,3,4,3,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,83,99,81,38,12,343,133,65,71,81,74,21,0,447,6,0,4,6,6,3,0,25,523,404,582,677,569,124,19,2897,19,3,4,5,0,0,0,33,3,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,Kiama (A)
14500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,18,30,12,21,17,3,0,99,13,10,8,7,9,0,0,47,3,4,0,3,0,0,0,12,114,158,64,60,51,14,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,7,4,0,3,0,0,0,17,0,0,0,0,0,0,0,3,8,8,6,8,0,0,0,26,4,8,18,21,11,0,5,61,135,169,79,85,59,14,5,545,21,23,12,11,11,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,23,14,11,13,0,0,76,52,162,532,677,415,262,68,2177,508,388,352,344,347,163,30,2121,25,14,21,21,15,12,5,110,2475,2916,3299,4485,3134,1051,157,17509,403,545,288,254,188,50,7,1735,86,51,30,28,28,9,0,231,0,3,0,0,0,0,0,3,Ku-ring-gai (A)
14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,30,37,48,35,10,183,22,18,27,31,37,6,0,140,5,4,3,6,3,0,3,27,115,155,215,320,319,75,18,1225,6,10,4,9,3,0,0,29,3,9,8,3,0,0,0,23,0,0,0,0,0,0,0,0,Kyogle (A)
14600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,15,23,24,26,5,113,26,33,19,26,32,4,3,130,0,3,0,3,4,0,3,16,141,221,197,248,214,68,22,1112,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,Lachlan (A)
14650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,15,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,11,10,8,5,8,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,15,28,4,3,5,0,0,0,37,3,0,0,0,0,0,0,0,34,10,3,14,0,0,0,59,21,17,13,20,12,3,0,84,66,42,27,39,19,4,0,198,5,0,0,0,3,0,0,12,0,4,0,3,0,0,0,5,0,3,0,0,0,0,0,3,4,4,0,4,3,0,0,19,48,280,553,525,392,123,19,1939,1112,897,749,649,615,140,14,4178,63,41,35,45,36,14,12,238,5773,5958,6180,6844,4689,809,79,30335,26,38,22,17,13,4,0,120,210,109,82,73,54,6,0,542,0,0,3,0,0,0,0,5,Lake Macquarie (C)
14700,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,21,12,11,5,3,0,73,4,16,9,9,3,0,0,39,0,4,0,0,0,0,0,10,86,196,81,48,28,11,0,451,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,15,10,3,0,0,6,0,0,16,0,0,0,4,0,0,0,11,9,12,7,11,3,3,0,39,5,0,3,5,6,0,0,25,100,204,92,65,34,9,0,513,9,16,12,8,7,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,11,9,7,4,0,58,14,47,136,140,119,60,8,523,137,188,151,101,104,46,3,733,12,15,7,12,9,4,3,67,901,1998,1752,1591,1085,307,36,7682,192,482,277,146,74,21,3,1188,137,312,154,88,70,21,0,785,0,3,0,3,3,0,0,8,Lane Cove (A)
14750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,32,26,15,4,109,31,55,44,52,29,13,5,220,12,8,0,5,3,3,4,31,302,374,409,506,381,88,22,2074,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,Leeton (A)
14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,7,10,9,9,10,3,0,46,18,11,9,10,12,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,56,116,133,163,74,21,575,275,235,267,229,282,56,7,1341,20,7,23,23,10,11,14,110,1434,1595,2189,2715,2251,441,50,10672,0,0,3,0,0,0,0,3,30,12,13,10,11,4,0,92,3,0,0,0,0,0,0,3,Lismore (C)
14870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,14,4,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,27,33,58,53,22,3,202,89,114,95,89,81,25,0,498,10,7,12,7,7,0,0,48,476,597,721,837,658,149,21,3452,4,9,3,9,3,0,0,19,3,6,0,3,0,0,0,18,0,0,0,0,0,0,0,0,Lithgow (C)
14900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,26,19,22,22,3,0,107,19,17,3,13,10,3,0,66,0,3,0,0,0,0,0,9,112,149,64,83,79,13,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,5,8,0,0,31,31,14,11,8,10,0,0,67,0,3,0,0,0,0,0,4,36,21,11,16,10,0,0,101,40,33,33,23,14,3,0,142,185,201,115,122,102,14,0,747,27,10,11,17,10,0,0,77,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,27,10,8,17,7,5,0,81,52,315,461,418,239,71,5,1555,753,855,615,433,403,94,17,3172,67,68,71,61,51,15,5,335,5145,7308,7465,7040,4457,742,61,32221,279,591,307,261,169,31,4,1637,305,174,149,198,136,23,3,982,0,3,0,0,0,0,0,4,Liverpool (C)
14920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,40,46,40,10,175,17,23,31,29,41,12,3,149,8,0,4,3,3,4,0,26,112,180,214,290,255,88,20,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool Plains (A)
14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,16,16,17,3,71,6,13,15,11,10,3,0,55,0,0,0,0,3,3,0,10,30,61,74,106,100,36,3,411,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart (A)
