lga_code16,p_aged_15_yr_over_m,p_aged_15_yr_over_f,p_aged_15_yr_over_p,lab_for_st_empl_worked_ft_m,lab_for_st_empl_worked_ft_f,lab_for_st_empl_worked_ft_p,lab_for_st_empl_worked_pt_m,lab_for_st_empl_worked_pt_f,lab_for_st_empl_worked_pt_p,lab_for_st_empl_awy_frm_wrk_m,lab_for_st_empl_awy_frm_wrk_f,lab_for_st_empl_awy_frm_wrk_p,lab_for_st_unemp_lkg_fr_wrk_m,lab_for_st_unemp_lkg_fr_wrk_f,lab_for_st_unemp_lkg_fr_wrk_p,lab_for_st_tot_labour_force_m,lab_for_st_tot_labour_force_f,lab_for_st_tot_labour_force_p,lab_for_st_n_the_lbour_frce_m,lab_for_st_n_the_lbour_frce_f,lab_for_st_n_the_lbour_frce_p,percent_unemployment_m,percent_unemployment_f,percent_unemployment_p,pcent_lab_force_particip_m,pcent_lab_force_particip_f,pcent_lab_force_particip_p,pcent_employmnt_to_pop_m,pcent_employmnt_to_pop_f,pcent_employmnt_to_pop_p,non_sc_quals_postgrad_deg_m,non_sc_quals_postgrad_deg_f,non_sc_quals_postgrad_deg_p,non_sc_qua_gra_dip_gra_cer_m,non_sc_qua_gra_dip_gra_cer_f,non_sc_qua_gra_dip_gra_cer_p,non_sc_quals_bachelor_deg_m,non_sc_quals_bachelor_deg_f,non_sc_quals_bachelor_deg_p,non_sc_quals_adv_dip_dip_m,non_sc_quals_adv_dip_dip_f,non_sc_quals_adv_dip_dip_p,non_sc_quals_cert3a4_level_m,non_sc_quals_cert3a4_level_f,non_sc_quals_cert3a4_level_p,non_sc_quals_cert1a2_level_m,non_sc_quals_cert1a2_level_f,non_sc_quals_cert1a2_level_p,non_sc_quals_certnfd_level_m,non_sc_quals_certnfd_level_f,non_sc_quals_certnfd_level_p,non_sc_quals_certtot_level_m,non_sc_quals_certtot_level_f,non_sc_quals_certtot_level_p,mig_lvd_same_add_1_yr_ago_m,mig_lvd_same_add_1_yr_ago_f,mig_lvd_same_add_1_yr_ago_p,mig_lvd_diff_add_1_yr_ago_m,mig_lvd_diff_add_1_yr_ago_f,mig_lvd_diff_add_1_yr_ago_p,mig_lvd_same_add_5_yr_ago_m,mig_lvd_same_add_5_yr_ago_f,mig_lvd_same_add_5_yr_ago_p,mig_lvd_diff_add_5_yr_ago_m,mig_lvd_diff_add_5_yr_ago_f,mig_lvd_diff_add_5_yr_ago_p,lga_name16
59330,223,206,431,82,43,120,24,45,61,9,0,11,11,11,17,115,96,211,79,84,165,9.6,11.5,8.1,51.6,46.6,49.0,51.6,42.7,44.5,0,3,5,0,4,4,9,23,30,6,15,20,46,22,67,0,3,3,3,6,7,56,23,79,199,179,377,24,23,46,138,121,261,70,86,153,Wyalkatchem (S)
59360,1201,499,1697,638,148,784,71,87,155,71,21,84,28,15,44,805,272,1076,117,142,257,3.5,5.5,4.1,67.0,54.5,63.4,64.9,51.3,60.3,4,4,9,0,6,6,39,45,80,52,35,85,307,50,356,8,18,24,11,5,20,322,74,396,792,387,1177,185,83,272,529,268,789,430,184,611,Yilgarn (S)
59370,1438,1482,2923,496,275,773,167,343,506,50,30,81,49,42,94,758,692,1444,520,643,1155,6.5,6.1,6.5,52.7,46.7,49.4,49.6,43.7,46.5,18,20,40,7,24,37,97,183,278,88,151,235,353,149,503,10,24,36,24,48,73,387,217,609,1339,1354,2693,204,218,420,955,917,1873,511,587,1095,York (S)
60210,2572,2466,5046,586,307,897,307,583,885,71,78,149,130,103,235,1095,1072,2163,1289,1214,2501,11.9,9.6,10.9,42.6,43.5,42.9,37.5,39.3,38.3,39,46,79,13,38,52,159,252,408,126,196,325,693,288,983,24,59,81,50,82,128,764,425,1196,2341,2250,4595,380,377,753,1727,1611,3339,897,927,1822,Break O'Day (M)
60410,5938,6493,12433,2526,1363,3885,616,1680,2301,174,198,372,357,232,592,3671,3481,7153,1900,2610,4510,9.7,6.7,8.3,61.8,53.6,57.5,55.8,49.9,52.7,24,56,80,30,61,90,195,323,516,266,412,675,1548,897,2448,81,179,259,85,209,288,1719,1285,2999,6280,6467,12750,919,1056,1972,4461,4475,8938,2213,2618,4832,Brighton (M)
60610,7299,7969,15262,2794,1520,4316,870,1996,2866,207,244,457,440,301,740,4316,4063,8379,2566,3464,6026,10.2,7.4,8.8,59.1,51.0,54.9,53.0,47.2,50.1,119,118,234,53,118,172,431,681,1110,385,637,1026,1957,1035,2991,115,213,328,113,211,326,2183,1461,3650,7089,7619,14712,1093,1267,2362,5024,5241,10270,2821,3251,6073,Burnie (C)
60810,8084,8870,16954,3172,1616,4790,954,2323,3282,244,283,521,393,259,656,4756,4487,9247,2914,3895,6813,8.3,5.8,7.1,58.8,50.6,54.5,54.1,47.6,50.7,137,156,294,82,142,221,529,888,1419,464,768,1233,2351,1098,3446,105,189,290,115,262,378,2570,1551,4120,7965,8534,16505,1164,1257,2421,5866,6162,12028,2941,3278,6217,Central Coast (M) (Tas.)
61010,1032,837,1871,379,136,512,109,186,290,33,31,64,45,29,76,562,382,946,357,391,748,8.0,7.6,8.0,54.5,45.6,50.6,50.5,42.2,46.3,11,20,34,10,10,14,64,74,141,52,53,108,213,93,309,13,26,38,18,18,37,247,138,389,966,823,1791,92,95,181,737,604,1334,290,271,559,Central Highlands (M) (Tas.)
70420,2953,2840,5790,863,683,1543,202,232,430,121,132,253,345,302,650,1528,1356,2885,1123,1239,2361,22.6,22.3,22.5,51.7,47.7,49.8,40.2,36.9,38.4,48,58,101,26,58,83,147,247,396,126,145,277,547,227,778,40,63,106,31,42,75,625,332,958,2908,2840,5750,538,543,1085,2166,2134,4304,1005,994,1997,Barkly (R)
70540,72,52,127,5,3,7,0,3,3,0,0,0,14,7,17,16,16,31,51,39,88,87.5,43.8,54.8,22.2,30.8,24.4,6.9,11.5,7.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,9,0,3,3,10,5,16,81,69,145,3,0,3,77,56,131,3,5,11,Belyuen (S)
70620,1721,1455,3176,595,283,875,123,130,252,92,41,138,277,261,541,1081,722,1806,446,649,1092,25.6,36.1,30.0,62.8,49.6,56.9,47.1,31.2,39.8,20,20,42,17,19,32,78,101,182,61,51,107,302,76,385,26,32,66,52,28,80,385,139,525,1803,1676,3481,246,198,440,1408,1418,2827,501,325,824,Central Desert (R)
70700,762,692,1454,220,145,362,57,90,148,43,43,84,39,23,57,354,302,657,255,272,525,11.0,7.6,8.7,46.5,43.6,45.2,42.0,40.2,40.9,11,21,38,6,13,18,36,62,100,34,57,92,184,66,252,24,22,46,29,25,48,226,114,342,553,511,1064,163,162,320,417,357,776,258,280,540,Coomalie (S)
72330,2901,2611,5510,465,420,881,168,238,407,119,106,230,208,149,359,959,918,1874,1425,1190,2613,21.7,16.2,19.2,33.1,35.2,34.0,25.9,29.3,27.5,46,48,101,23,36,57,116,217,332,79,98,177,268,144,416,48,63,113,36,37,74,351,252,597,2131,2303,4436,314,319,637,1704,1893,3602,566,588,1151,MacDonnell (R)
