lga_code16,f_ewft_25_29_om_uie,f_ewft_25_29_cfw,f_ewft_25_29_es_ns,f_ewft_25_29_tot,f_ewft_30_34_e,f_ewft_30_34_om_ie,f_ewft_30_34_om_uie,f_ewft_30_34_cfw,f_ewft_30_34_es_ns,f_ewft_30_34_tot,f_ewft_35_39_e,f_ewft_35_39_om_ie,f_ewft_35_39_om_uie,f_ewft_35_39_cfw,f_ewft_35_39_es_ns,f_ewft_35_39_tot,f_ewft_40_44_e,f_ewft_40_44_om_ie,f_ewft_40_44_om_uie,f_ewft_40_44_cfw,f_ewft_40_44_es_ns,f_ewft_40_44_tot,f_ewft_45_49_e,f_ewft_45_49_om_ie,f_ewft_45_49_om_uie,f_ewft_45_49_cfw,f_ewft_45_49_es_ns,f_ewft_45_49_tot,f_ewft_50_54_e,f_ewft_50_54_om_ie,f_ewft_50_54_om_uie,f_ewft_50_54_cfw,f_ewft_50_54_es_ns,f_ewft_50_54_tot,f_ewft_55_59_e,f_ewft_55_59_om_ie,f_ewft_55_59_om_uie,f_ewft_55_59_cfw,f_ewft_55_59_es_ns,f_ewft_55_59_tot,f_ewft_60_64_e,f_ewft_60_64_om_ie,f_ewft_60_64_om_uie,f_ewft_60_64_cfw,f_ewft_60_64_es_ns,f_ewft_60_64_tot,f_ewft_65_69_e,f_ewft_65_69_om_ie,f_ewft_65_69_om_uie,f_ewft_65_69_cfw,f_ewft_65_69_es_ns,f_ewft_65_69_tot,f_ewft_70_74_e,f_ewft_70_74_om_ie,f_ewft_70_74_om_uie,f_ewft_70_74_cfw,f_ewft_70_74_es_ns,f_ewft_70_74_tot,f_ewft_75ov_e,f_ewft_75ov_om_ie,f_ewft_75ov_om_uie,f_ewft_75ov_cfw,f_ewft_75ov_es_ns,f_ewft_75ov_tot,f_ewft_tot_e,f_ewft_tot_om_ie,f_ewft_tot_om_uie,f_ewft_tot_cfw,f_ewft_tot_es_ns,f_ewft_tot_tot,f_ewpt_15_19_e,f_ewpt_15_19_om_ie,f_ewpt_15_19_om_uie,f_ewpt_15_19_cfw,f_ewpt_15_19_es_ns,f_ewpt_15_19_tot,f_ewpt_20_24_e,f_ewpt_20_24_om_ie,f_ewpt_20_24_om_uie,f_ewpt_20_24_cfw,f_ewpt_20_24_es_ns,f_ewpt_20_24_tot,f_ewpt_25_29_e,f_ewpt_25_29_om_ie,f_ewpt_25_29_om_uie,f_ewpt_25_29_cfw,f_ewpt_25_29_es_ns,f_ewpt_25_29_tot,f_ewpt_30_34_e,f_ewpt_30_34_om_ie,f_ewpt_30_34_om_uie,f_ewpt_30_34_cfw,f_ewpt_30_34_es_ns,f_ewpt_30_34_tot,f_ewpt_35_39_e,f_ewpt_35_39_om_ie,f_ewpt_35_39_om_uie,f_ewpt_35_39_cfw,f_ewpt_35_39_es_ns,f_ewpt_35_39_tot,f_ewpt_40_44_e,f_ewpt_40_44_om_ie,f_ewpt_40_44_om_uie,f_ewpt_40_44_cfw,f_ewpt_40_44_es_ns,f_ewpt_40_44_tot,f_ewpt_45_49_e,f_ewpt_45_49_om_ie,f_ewpt_45_49_om_uie,f_ewpt_45_49_cfw,f_ewpt_45_49_es_ns,f_ewpt_45_49_tot,f_ewpt_50_54_e,f_ewpt_50_54_om_ie,f_ewpt_50_54_om_uie,f_ewpt_50_54_cfw,f_ewpt_50_54_es_ns,f_ewpt_50_54_tot,f_ewpt_55_59_e,f_ewpt_55_59_om_ie,f_ewpt_55_59_om_uie,f_ewpt_55_59_cfw,f_ewpt_55_59_es_ns,f_ewpt_55_59_tot,f_ewpt_60_64_e,f_ewpt_60_64_om_ie,f_ewpt_60_64_om_uie,f_ewpt_60_64_cfw,f_ewpt_60_64_es_ns,f_ewpt_60_64_tot,f_ewpt_65_69_e,f_ewpt_65_69_om_ie,f_ewpt_65_69_om_uie,f_ewpt_65_69_cfw,f_ewpt_65_69_es_ns,f_ewpt_65_69_tot,f_ewpt_70_74_e,f_ewpt_70_74_om_ie,f_ewpt_70_74_om_uie,f_ewpt_70_74_cfw,f_ewpt_70_74_es_ns,f_ewpt_70_74_tot,f_ewpt_75ov_e,f_ewpt_75ov_om_ie,f_ewpt_75ov_om_uie,f_ewpt_75ov_cfw,f_ewpt_75ov_es_ns,f_ewpt_75ov_tot,f_ewpt_tot_e,f_ewpt_tot_om_ie,f_ewpt_tot_om_uie,f_ewpt_tot_cfw,f_ewpt_tot_es_ns,f_ewpt_tot_tot,f_eafw_e,f_eafw_om_ie,f_eafw_om_uie,f_eafw_cfw,f_eafw_es_ns,f_eafw_tot,f_h_ns_e,f_h_ns_om_ie,f_h_ns_om_uie,f_h_ns_cfw,f_h_ns_es_ns,f_h_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_ewft_15_19_e,p_ewft_15_19_om_ie,p_ewft_15_19_om_uie,p_ewft_15_19_cfw,p_ewft_15_19_es_ns,p_ewft_15_19_tot,p_ewft_20_24_e,p_ewft_20_24_om_ie,p_ewft_20_24_om_uie,p_ewft_20_24_cfw,p_ewft_20_24_es_ns,p_ewft_20_24_tot,p_ewft_25_29_e,p_ewft_25_29_om_ie,p_ewft_25_29_om_uie,p_ewft_25_29_cfw,p_ewft_25_29_es_ns,p_ewft_25_29_tot,p_ewft_30_34_e,p_ewft_30_34_om_ie,p_ewft_30_34_om_uie,p_ewft_30_34_cfw,p_ewft_30_34_es_ns,p_ewft_30_34_tot,p_ewft_35_39_e,p_ewft_35_39_om_ie,p_ewft_35_39_om_uie,p_ewft_35_39_cfw,lga_name16
37310,21,3,0,368,255,17,12,12,3,289,230,26,22,13,4,298,316,31,35,19,0,399,310,25,34,22,7,399,289,28,40,22,7,383,224,33,41,21,3,325,131,21,32,31,3,224,28,10,26,22,0,82,0,4,17,12,0,39,0,0,9,15,0,28,2534,193,297,197,30,3253,321,0,0,9,5,339,200,0,3,3,0,212,190,3,6,11,0,208,226,17,24,22,4,286,278,15,25,17,6,338,275,11,20,6,3,315,281,13,21,14,4,332,239,14,23,10,10,288,203,15,32,16,3,266,130,15,26,13,3,198,51,3,15,14,5,88,20,0,15,26,0,63,5,0,12,9,0,33,2420,105,233,168,47,2967,260,10,15,7,3,300,88,0,9,21,14,142,5306,308,564,396,89,6657,295,0,3,3,3,304,859,14,17,6,10,900,1094,17,69,9,3,1190,1041,71,72,18,10,1209,906,106,85,26,Western Downs (R)
37340,17,0,0,570,367,15,28,3,5,416,304,18,28,9,4,365,312,46,32,12,3,408,344,37,36,10,0,424,307,47,45,12,3,410,249,32,40,14,0,335,135,18,30,7,0,201,36,10,22,10,3,79,6,3,3,3,0,13,0,0,7,3,3,11,3220,239,292,100,27,3877,265,0,0,3,7,274,201,0,3,3,0,210,215,0,7,3,0,225,257,13,24,13,5,314,270,19,22,4,4,317,293,16,33,13,8,361,240,15,27,5,5,295,261,8,33,9,3,310,234,16,25,14,3,290,152,11,18,12,0,198,64,4,13,7,3,89,17,7,8,4,0,33,7,3,3,6,0,16,2477,104,218,96,34,2931,228,4,20,8,12,275,99,4,4,14,19,141,6029,355,526,220,92,7224,273,0,0,0,3,279,1075,7,9,0,11,1102,1271,33,33,0,6,1344,989,49,61,12,10,1122,831,66,61,17,Whitsunday (R)
41140,0,0,0,86,42,4,7,0,0,57,47,4,8,0,0,59,71,8,3,3,0,90,80,9,12,5,3,112,85,7,10,3,3,105,59,7,10,4,4,91,36,4,14,3,0,59,12,4,10,3,0,28,0,3,3,0,0,8,0,0,3,5,0,9,584,54,85,31,11,768,91,0,0,0,0,89,75,0,3,0,0,76,64,4,0,3,0,74,81,0,9,4,0,99,87,7,13,3,0,110,100,0,9,6,4,123,114,11,17,3,0,138,95,5,18,0,5,118,115,4,14,8,4,137,77,9,16,9,0,106,37,9,9,10,0,57,9,0,3,3,0,15,0,0,6,4,0,14,944,50,103,50,10,1160,85,3,9,3,0,103,18,0,7,4,5,34,1628,105,205,92,35,2063,53,0,0,0,0,52,159,3,5,0,5,174,206,8,10,4,0,228,146,14,28,3,3,194,115,28,20,4,Clare and Gilbert Valleys (DC)
32750,0,0,0,6,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,11,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,3,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,66,3,8,0,0,73,9,0,0,0,0,11,7,0,0,0,0,7,20,0,0,0,0,19,11,0,0,0,0,11,12,0,3,0,Diamantina (S)
32770,0,0,0,16,18,0,0,0,0,18,11,0,0,0,0,11,6,0,0,0,0,10,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80,9,0,0,0,0,9,4,0,0,0,0,4,8,0,0,0,0,7,9,0,0,0,0,9,15,0,0,0,0,15,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,69,7,0,0,0,0,7,5,0,0,0,3,11,162,0,0,0,3,168,4,0,0,0,0,4,11,0,0,0,0,11,27,0,0,0,0,27,21,0,0,0,0,24,28,0,0,0,Doomadgee (S)
32810,9,0,4,184,132,9,4,3,0,145,105,6,12,0,3,131,119,25,21,9,3,179,137,17,13,3,0,168,120,22,26,3,0,174,98,18,22,0,0,140,54,11,16,4,0,87,14,6,11,3,0,40,3,0,5,3,0,14,3,0,0,0,0,4,1114,126,138,30,16,1422,82,0,0,0,3,83,58,0,0,0,0,61,79,0,6,0,0,80,97,3,8,0,0,107,95,3,13,6,3,126,97,6,18,0,0,120,104,12,17,3,0,138,125,5,17,0,0,154,106,3,23,6,0,142,82,5,15,5,0,105,29,3,14,5,0,50,9,4,0,3,5,21,5,5,0,3,0,17,970,49,137,39,17,1214,76,3,8,4,3,94,41,3,0,7,5,54,2200,184,286,81,35,2781,80,0,0,0,0,80,261,0,0,0,3,267,360,5,13,0,4,381,341,11,21,4,0,380,264,27,30,3,Douglas (S)
33100,0,0,0,6,6,0,0,0,0,8,5,0,0,0,0,8,3,0,0,0,0,3,7,0,3,7,0,20,9,3,3,4,0,15,11,0,3,0,0,18,3,0,0,3,0,10,0,0,0,3,0,6,0,0,0,3,0,5,0,0,0,0,0,0,56,6,12,22,3,108,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,26,4,0,3,0,37,4,0,0,0,0,9,3,0,4,0,0,3,97,13,17,30,4,155,7,0,0,0,0,11,14,0,0,0,0,16,21,0,0,0,0,21,19,3,4,0,0,28,10,0,3,0,Etheridge (S)
33200,0,0,0,24,6,4,0,0,0,17,9,0,5,0,0,10,13,3,3,3,0,18,15,3,10,3,0,23,15,0,3,0,0,25,16,3,5,5,0,28,5,0,4,0,0,12,3,3,3,3,0,14,0,3,4,5,0,10,0,0,4,4,0,8,126,21,36,31,0,218,3,0,0,0,0,3,12,0,0,0,0,12,4,0,0,0,0,9,5,0,3,0,0,12,3,0,0,0,0,3,9,0,0,0,0,15,17,0,0,0,0,18,4,0,0,0,0,7,7,0,3,3,0,9,7,0,0,0,0,5,3,0,0,0,0,6,0,0,3,3,0,3,0,0,0,0,0,0,87,8,13,9,0,118,6,0,4,0,0,15,8,0,3,3,0,16,228,28,57,45,3,361,20,0,0,0,0,26,39,0,0,0,0,41,49,3,3,0,0,54,27,5,4,7,0,50,21,6,6,4,Flinders (S) (Qld)
33220,19,0,3,555,496,23,16,10,0,546,573,23,46,8,4,656,787,44,70,10,4,923,903,57,66,14,7,1057,818,70,65,19,8,978,660,52,61,16,11,791,323,40,42,18,5,424,68,17,17,9,3,119,16,7,4,9,0,27,3,0,6,9,0,15,5806,347,423,119,46,6749,899,3,10,8,10,924,512,0,14,0,7,532,493,8,15,5,5,524,559,10,36,21,8,635,660,20,73,18,3,770,729,36,61,17,8,851,808,30,55,18,13,918,747,29,59,27,8,869,764,29,64,33,11,892,469,34,43,24,7,577,154,11,25,17,3,211,47,4,23,8,7,81,11,4,11,5,0,29,6843,214,485,201,75,7824,571,12,28,5,11,638,182,10,21,21,41,271,13414,583,960,350,179,15480,384,0,9,0,3,397,1133,14,26,3,10,1179,1224,33,56,3,8,1318,1299,80,89,13,4,1483,1393,99,116,24,Fraser Coast (R)
33360,15,0,0,736,525,11,22,5,0,560,419,27,28,12,3,492,663,46,43,12,0,767,617,47,57,16,5,740,575,45,30,15,8,676,387,28,26,15,3,458,138,12,26,5,0,195,29,4,12,14,0,67,11,3,5,0,0,24,0,0,0,3,0,10,4783,245,273,105,34,5433,622,0,0,3,5,633,407,0,6,0,3,420,361,6,25,13,3,400,508,12,55,16,0,590,535,20,61,3,3,619,599,16,53,16,3,685,562,25,32,11,3,627,492,24,43,14,3,576,373,15,38,21,3,449,207,4,30,16,3,262,67,7,20,10,0,103,18,5,7,8,0,43,10,0,3,0,0,12,4780,128,363,131,32,5432,464,9,30,9,12,514,132,7,12,16,15,174,10149,388,677,253,87,11554,400,4,0,3,5,409,1468,4,16,3,8,1504,1886,28,34,3,3,1954,1892,60,56,8,6,2019,1815,77,62,12,Gladstone (R)
33430,187,26,17,7127,5568,290,255,42,29,6191,4871,396,303,70,29,5672,5553,602,383,63,29,6630,6054,684,474,95,43,7340,5450,644,397,87,36,6617,4432,489,321,61,55,5360,2398,316,215,53,21,3000,709,149,125,32,11,1024,129,65,30,7,6,238,31,11,8,6,3,52,48182,3840,2787,553,303,55665,6578,16,23,29,32,6676,5963,27,114,38,33,6171,4392,98,248,57,32,4821,4598,251,497,145,36,5536,4815,375,606,183,25,6004,5160,479,637,190,48,6511,4713,444,601,159,35,5946,4291,342,483,154,36,5314,3769,302,459,169,30,4724,2642,275,396,130,38,3475,1378,227,240,115,28,1993,428,91,81,52,13,664,121,36,41,33,3,232,48839,2967,4428,1448,380,58066,3685,130,164,74,69,4124,1438,98,119,112,212,1980,102147,7036,7499,2193,961,119832,2546,9,27,9,24,2621,11325,150,268,20,64,11829,14798,698,639,60,55,16247,14308,1354,900,97,90,16757,13028,1729,1054,168,Gold Coast (C)
33610,7,0,3,137,86,6,5,4,3,100,70,6,9,4,0,94,90,11,18,3,0,115,96,11,23,11,4,143,99,16,14,5,3,135,86,12,16,13,0,130,33,7,11,11,3,61,12,5,6,3,0,32,0,0,4,7,0,9,3,0,4,3,0,9,818,76,117,73,12,1099,86,0,0,0,0,90,56,0,0,0,3,62,76,0,5,0,0,86,91,8,9,5,0,116,93,11,12,6,0,121,90,7,11,5,0,107,88,8,5,4,0,109,82,4,10,3,0,97,73,0,8,4,3,93,48,3,7,7,0,64,18,3,7,6,0,31,12,0,6,3,0,18,3,0,0,3,0,5,814,46,84,48,14,1006,82,6,11,9,4,104,20,4,3,7,5,46,1733,135,211,132,35,2254,90,0,0,0,0,95,249,0,4,5,3,267,293,9,16,3,3,321,268,22,23,6,0,327,207,33,26,7,Goondiwindi (R)
33620,14,0,3,260,216,18,11,10,3,256,246,16,30,13,3,306,283,34,41,22,3,390,382,33,57,15,0,486,335,34,56,17,5,450,295,21,56,33,0,408,144,20,38,11,3,214,32,10,20,20,3,87,5,3,10,12,0,35,5,3,3,9,0,17,2508,199,343,166,25,3251,428,0,4,0,4,443,244,0,7,5,3,258,239,3,12,6,3,260,284,9,21,19,5,341,352,23,34,14,3,434,398,16,33,8,4,459,449,19,44,14,0,522,464,14,37,8,3,524,396,21,53,15,3,491,245,4,51,9,0,315,73,11,26,19,3,133,29,3,18,12,0,59,3,0,3,7,0,17,3608,121,343,144,35,4257,293,6,30,12,8,351,88,3,14,20,25,145,6502,336,728,346,92,8005,242,0,3,3,0,251,602,6,20,8,3,644,641,23,40,3,9,712,636,52,51,20,5,764,630,64,96,22,Gympie (R)
33800,0,0,0,65,48,4,4,3,0,52,44,4,10,0,0,55,70,5,8,3,3,91,94,5,6,5,0,114,107,9,9,5,0,135,75,4,8,3,0,91,59,7,6,5,0,81,12,3,7,3,3,25,3,0,0,6,0,7,0,0,0,5,0,9,650,40,76,39,5,821,112,0,0,0,3,116,36,0,0,0,0,42,42,0,0,0,0,51,72,0,11,3,0,83,73,0,7,0,0,92,97,10,11,0,0,116,110,4,4,5,0,124,153,3,10,10,3,178,107,4,7,4,0,125,74,6,3,5,0,85,30,4,9,0,0,46,7,0,0,0,0,11,3,3,6,0,0,19,927,31,69,38,12,1086,73,4,0,8,0,81,27,0,3,9,3,40,1681,74,142,98,24,2025,88,0,0,0,0,88,193,0,7,0,0,199,204,6,3,0,3,224,140,17,12,3,4,170,152,17,22,4,Hinchinbrook (S)
33830,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,10,11,0,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0,70,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,9,0,0,0,0,9,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,43,5,0,0,0,0,5,0,0,0,0,0,0,109,3,3,0,0,120,6,0,0,0,0,12,15,0,0,0,0,17,29,0,3,0,0,35,20,3,0,0,0,24,16,0,0,0,Hope Vale (S)
33960,51,8,3,1934,1577,27,74,8,9,1695,1462,56,88,7,12,1630,1638,94,105,22,9,1866,1770,87,108,14,15,1997,1623,83,89,23,18,1832,1192,53,70,13,3,1336,580,29,49,18,5,678,155,15,20,5,0,194,25,10,3,0,0,42,6,3,4,0,0,12,13597,477,674,105,74,14930,2045,6,4,4,8,2070,1477,0,17,3,14,1515,1041,10,71,21,8,1151,1304,43,120,24,9,1496,1350,43,121,19,5,1542,1385,44,119,27,5,1576,1232,45,103,26,5,1415,1120,52,81,20,22,1295,927,36,55,24,9,1056,585,33,71,16,6,718,238,24,29,19,3,308,65,3,19,7,4,94,11,3,5,8,0,34,12787,343,820,220,98,14265,1187,16,53,16,13,1284,391,12,22,16,52,497,27966,849,1561,354,242,30979,783,3,3,0,3,798,3251,28,59,7,21,3365,4429,95,145,14,20,4702,4301,161,207,14,19,4698,3916,265,223,19,Ipswich (C)
33980,9,0,0,442,413,9,14,3,0,448,253,8,11,3,3,280,324,23,17,13,0,378,301,12,13,8,3,334,276,19,18,10,3,329,188,11,24,18,0,237,64,3,7,17,3,91,8,8,5,4,0,24,0,0,0,8,0,12,0,0,0,0,0,8,2630,96,140,83,26,2982,149,0,0,3,0,160,92,0,5,3,3,98,165,4,20,3,0,189,195,7,25,7,0,235,219,6,19,9,0,259,176,8,14,4,0,200,160,0,8,8,0,178,116,5,11,4,5,145,80,4,13,4,3,105,50,3,8,10,0,63,19,3,7,3,0,27,3,4,4,6,0,17,0,0,0,5,0,9,1431,49,123,67,17,1690,294,3,12,8,8,327,96,3,14,9,3,133,4457,158,281,174,53,5127,212,0,4,0,7,217,903,7,6,6,12,937,1779,27,30,0,11,1850,2198,74,48,12,13,2341,1892,80,35,9,Isaac (R)
34420,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,8,0,0,0,0,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,59,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,10,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,59,0,0,0,0,0,0,3,0,0,0,0,3,120,0,0,0,0,118,7,0,0,0,0,7,21,0,0,0,0,21,17,0,0,0,0,17,16,0,0,0,0,16,14,0,0,0,Kowanyama (S)
34530,13,3,0,208,156,10,16,3,0,181,130,20,16,12,0,177,190,23,21,9,0,240,237,22,28,6,6,297,224,27,32,14,0,296,176,20,25,9,3,232,105,11,21,10,0,144,17,3,19,11,0,51,5,0,3,3,0,10,3,0,3,5,0,10,1621,137,208,81,20,2066,325,0,0,0,4,328,168,0,5,0,0,170,114,0,8,3,0,131,181,11,20,3,0,219,213,11,24,6,0,262,199,24,19,11,3,261,233,25,24,13,0,291,203,8,26,12,0,244,162,9,29,9,5,214,126,13,23,4,0,169,47,6,15,11,3,74,15,4,4,4,0,27,4,0,8,0,0,19,1979,106,210,92,26,2412,153,0,14,0,3,177,52,3,6,18,19,90,3806,255,427,193,59,4742,142,0,3,0,3,145,440,0,11,0,3,460,430,17,36,6,4,492,420,37,39,9,3,506,353,51,59,12,Livingstone (S)
34570,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,43,0,3,0,0,41,7,0,0,0,0,7,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,3,8,0,0,0,0,10,87,0,3,0,0,88,9,0,0,0,0,8,4,0,0,0,0,4,7,0,0,0,0,7,9,0,0,0,0,10,15,0,0,0,Lockhart River (S)
34580,8,3,4,303,198,8,6,0,0,218,194,7,17,3,0,223,262,21,18,4,0,303,266,23,18,10,4,316,273,16,31,11,0,324,203,14,22,8,3,241,111,14,27,6,0,162,17,3,12,4,0,41,3,4,8,5,3,22,0,0,0,7,0,11,2120,118,162,66,23,2486,329,0,0,6,6,341,259,0,6,0,3,273,199,3,15,4,3,235,205,4,23,5,3,252,215,9,27,8,3,266,231,5,25,9,3,274,257,10,30,10,0,309,224,14,28,13,5,278,204,9,29,12,4,257,130,12,17,11,0,170,63,11,18,10,0,104,15,5,4,15,0,38,10,0,4,0,0,11,2352,76,235,101,33,2800,199,10,5,6,8,229,74,12,3,13,18,114,4746,213,405,181,75,5625,178,0,3,0,3,189,581,3,4,0,11,596,674,26,37,4,3,752,533,33,31,7,7,613,485,46,34,14,Lockyer Valley (R)
34590,80,15,10,2670,2149,85,105,21,20,2382,1998,124,151,26,14,2307,2211,168,149,37,14,2577,2299,220,180,31,9,2739,2166,194,138,33,12,2544,1694,187,128,26,12,2042,851,91,84,19,8,1050,220,43,32,7,0,306,30,10,8,6,0,60,4,4,0,0,0,10,18681,1204,1087,226,107,21306,2784,8,11,20,32,2851,2097,5,37,8,9,2160,1611,27,95,41,12,1779,1797,70,192,49,11,2123,1879,105,196,62,13,2254,1810,114,202,69,12,2214,1793,118,197,64,19,2192,1504,120,145,52,16,1841,1381,104,155,59,16,1717,967,68,123,48,10,1211,376,56,68,31,6,543,99,15,29,12,6,157,19,3,12,10,6,47,18122,811,1455,528,167,21087,1523,53,73,38,20,1710,581,25,53,39,90,787,38912,2091,2675,828,384,44890,1336,3,18,10,6,1371,4857,74,107,12,26,5077,5767,200,262,25,29,6282,5547,441,369,39,41,6435,5203,587,424,56,Logan (C)
41010,0,0,0,40,24,0,0,0,0,27,24,0,0,0,0,25,30,7,3,0,0,45,50,3,0,0,0,57,44,0,6,0,0,55,41,4,0,0,0,45,16,3,4,0,0,25,7,0,0,0,0,13,3,0,0,0,0,4,0,0,0,0,0,0,330,24,18,11,4,384,26,0,0,0,0,25,15,0,0,0,0,15,26,0,0,3,0,31,24,3,0,0,0,27,29,0,0,5,0,36,29,0,4,0,0,36,25,3,3,0,0,36,20,3,3,0,0,32,33,0,3,0,0,34,26,0,0,3,0,32,10,0,0,3,0,19,5,0,0,0,0,5,0,0,0,0,0,0,274,9,28,9,3,334,47,3,3,0,4,54,16,0,0,0,0,19,675,33,51,19,12,791,28,0,0,0,0,28,98,0,3,0,0,100,98,3,4,0,0,101,65,4,4,6,0,84,60,4,10,5,Ceduna (DC)
41060,27,6,0,1048,818,28,37,0,3,886,626,32,39,4,0,706,703,38,52,6,0,807,963,55,72,4,6,1102,920,62,66,4,9,1062,759,54,62,0,11,884,479,25,20,0,3,528,111,11,10,0,0,132,16,4,3,0,3,30,12,0,0,0,0,15,7142,327,407,37,41,7949,1023,3,0,8,6,1045,1122,3,22,5,14,1164,667,19,23,9,9,728,731,24,65,18,3,838,806,25,79,13,9,936,872,40,73,19,7,1013,963,37,79,14,9,1099,912,36,75,11,9,1043,826,42,69,22,5,969,565,31,58,14,4,672,228,23,37,20,3,304,67,17,17,13,3,108,14,6,3,3,0,31,8793,309,598,170,81,9950,697,22,44,4,10,776,184,3,10,14,37,246,16815,659,1052,223,176,18922,307,0,3,0,3,315,1703,20,35,0,12,1771,2447,89,141,10,13,2704,2427,150,155,7,20,2749,2025,198,161,17,Charles Sturt (C)
37400,0,0,0,8,18,0,0,0,0,24,8,0,0,0,0,6,3,0,9,3,0,17,18,7,0,3,0,24,25,0,0,6,0,31,8,0,5,4,0,15,11,3,3,0,0,20,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,129,11,23,19,0,186,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,7,3,0,0,0,0,5,0,0,4,0,0,4,0,0,0,0,0,3,57,5,4,3,4,70,16,0,0,0,0,20,4,0,0,0,0,7,207,17,32,24,3,281,12,0,0,0,0,19,36,0,0,0,0,41,28,0,3,0,0,37,32,0,6,0,0,38,22,0,0,0,Winton (S)
37550,0,0,0,3,12,0,0,0,0,12,6,0,0,0,0,6,10,0,0,0,0,11,5,0,0,0,0,5,15,0,0,0,0,16,9,0,0,0,0,13,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,77,0,4,0,0,86,0,0,0,0,0,0,9,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,46,3,0,0,0,0,4,3,0,0,0,0,6,127,3,7,0,0,135,4,0,0,0,0,4,11,0,0,0,0,11,15,0,0,0,0,15,15,0,0,0,0,20,13,0,0,0,Woorabinda (S)
