lga_code16,f_ewft_25_29_om_uie,f_ewft_25_29_cfw,f_ewft_25_29_es_ns,f_ewft_25_29_tot,f_ewft_30_34_e,f_ewft_30_34_om_ie,f_ewft_30_34_om_uie,f_ewft_30_34_cfw,f_ewft_30_34_es_ns,f_ewft_30_34_tot,f_ewft_35_39_e,f_ewft_35_39_om_ie,f_ewft_35_39_om_uie,f_ewft_35_39_cfw,f_ewft_35_39_es_ns,f_ewft_35_39_tot,f_ewft_40_44_e,f_ewft_40_44_om_ie,f_ewft_40_44_om_uie,f_ewft_40_44_cfw,f_ewft_40_44_es_ns,f_ewft_40_44_tot,f_ewft_45_49_e,f_ewft_45_49_om_ie,f_ewft_45_49_om_uie,f_ewft_45_49_cfw,f_ewft_45_49_es_ns,f_ewft_45_49_tot,f_ewft_50_54_e,f_ewft_50_54_om_ie,f_ewft_50_54_om_uie,f_ewft_50_54_cfw,f_ewft_50_54_es_ns,f_ewft_50_54_tot,f_ewft_55_59_e,f_ewft_55_59_om_ie,f_ewft_55_59_om_uie,f_ewft_55_59_cfw,f_ewft_55_59_es_ns,f_ewft_55_59_tot,f_ewft_60_64_e,f_ewft_60_64_om_ie,f_ewft_60_64_om_uie,f_ewft_60_64_cfw,f_ewft_60_64_es_ns,f_ewft_60_64_tot,f_ewft_65_69_e,f_ewft_65_69_om_ie,f_ewft_65_69_om_uie,f_ewft_65_69_cfw,f_ewft_65_69_es_ns,f_ewft_65_69_tot,f_ewft_70_74_e,f_ewft_70_74_om_ie,f_ewft_70_74_om_uie,f_ewft_70_74_cfw,f_ewft_70_74_es_ns,f_ewft_70_74_tot,f_ewft_75ov_e,f_ewft_75ov_om_ie,f_ewft_75ov_om_uie,f_ewft_75ov_cfw,f_ewft_75ov_es_ns,f_ewft_75ov_tot,f_ewft_tot_e,f_ewft_tot_om_ie,f_ewft_tot_om_uie,f_ewft_tot_cfw,f_ewft_tot_es_ns,f_ewft_tot_tot,f_ewpt_15_19_e,f_ewpt_15_19_om_ie,f_ewpt_15_19_om_uie,f_ewpt_15_19_cfw,f_ewpt_15_19_es_ns,f_ewpt_15_19_tot,f_ewpt_20_24_e,f_ewpt_20_24_om_ie,f_ewpt_20_24_om_uie,f_ewpt_20_24_cfw,f_ewpt_20_24_es_ns,f_ewpt_20_24_tot,f_ewpt_25_29_e,f_ewpt_25_29_om_ie,f_ewpt_25_29_om_uie,f_ewpt_25_29_cfw,f_ewpt_25_29_es_ns,f_ewpt_25_29_tot,f_ewpt_30_34_e,f_ewpt_30_34_om_ie,f_ewpt_30_34_om_uie,f_ewpt_30_34_cfw,f_ewpt_30_34_es_ns,f_ewpt_30_34_tot,f_ewpt_35_39_e,f_ewpt_35_39_om_ie,f_ewpt_35_39_om_uie,f_ewpt_35_39_cfw,f_ewpt_35_39_es_ns,f_ewpt_35_39_tot,f_ewpt_40_44_e,f_ewpt_40_44_om_ie,f_ewpt_40_44_om_uie,f_ewpt_40_44_cfw,f_ewpt_40_44_es_ns,f_ewpt_40_44_tot,f_ewpt_45_49_e,f_ewpt_45_49_om_ie,f_ewpt_45_49_om_uie,f_ewpt_45_49_cfw,f_ewpt_45_49_es_ns,f_ewpt_45_49_tot,f_ewpt_50_54_e,f_ewpt_50_54_om_ie,f_ewpt_50_54_om_uie,f_ewpt_50_54_cfw,f_ewpt_50_54_es_ns,f_ewpt_50_54_tot,f_ewpt_55_59_e,f_ewpt_55_59_om_ie,f_ewpt_55_59_om_uie,f_ewpt_55_59_cfw,f_ewpt_55_59_es_ns,f_ewpt_55_59_tot,f_ewpt_60_64_e,f_ewpt_60_64_om_ie,f_ewpt_60_64_om_uie,f_ewpt_60_64_cfw,f_ewpt_60_64_es_ns,f_ewpt_60_64_tot,f_ewpt_65_69_e,f_ewpt_65_69_om_ie,f_ewpt_65_69_om_uie,f_ewpt_65_69_cfw,f_ewpt_65_69_es_ns,f_ewpt_65_69_tot,f_ewpt_70_74_e,f_ewpt_70_74_om_ie,f_ewpt_70_74_om_uie,f_ewpt_70_74_cfw,f_ewpt_70_74_es_ns,f_ewpt_70_74_tot,f_ewpt_75ov_e,f_ewpt_75ov_om_ie,f_ewpt_75ov_om_uie,f_ewpt_75ov_cfw,f_ewpt_75ov_es_ns,f_ewpt_75ov_tot,f_ewpt_tot_e,f_ewpt_tot_om_ie,f_ewpt_tot_om_uie,f_ewpt_tot_cfw,f_ewpt_tot_es_ns,f_ewpt_tot_tot,f_eafw_e,f_eafw_om_ie,f_eafw_om_uie,f_eafw_cfw,f_eafw_es_ns,f_eafw_tot,f_h_ns_e,f_h_ns_om_ie,f_h_ns_om_uie,f_h_ns_cfw,f_h_ns_es_ns,f_h_ns_tot,f_tot_e,f_tot_om_ie,f_tot_om_uie,f_tot_cfw,f_tot_es_ns,f_tot_tot,p_ewft_15_19_e,p_ewft_15_19_om_ie,p_ewft_15_19_om_uie,p_ewft_15_19_cfw,p_ewft_15_19_es_ns,p_ewft_15_19_tot,p_ewft_20_24_e,p_ewft_20_24_om_ie,p_ewft_20_24_om_uie,p_ewft_20_24_cfw,p_ewft_20_24_es_ns,p_ewft_20_24_tot,p_ewft_25_29_e,p_ewft_25_29_om_ie,p_ewft_25_29_om_uie,p_ewft_25_29_cfw,p_ewft_25_29_es_ns,p_ewft_25_29_tot,p_ewft_30_34_e,p_ewft_30_34_om_ie,p_ewft_30_34_om_uie,p_ewft_30_34_cfw,p_ewft_30_34_es_ns,p_ewft_30_34_tot,p_ewft_35_39_e,p_ewft_35_39_om_ie,p_ewft_35_39_om_uie,p_ewft_35_39_cfw,lga_name16
24970,29,10,8,3783,3354,81,53,10,8,3510,2670,90,48,12,11,2832,2727,129,69,22,8,2951,2967,153,93,23,8,3250,2686,147,95,20,11,2957,2117,89,55,7,10,2276,1163,70,29,9,0,1274,326,24,14,5,3,375,65,12,3,0,3,85,15,4,0,0,0,23,23586,837,491,128,81,25120,1465,0,9,6,12,1496,2298,7,24,14,15,2351,1614,24,42,20,10,1701,1818,67,97,28,11,2010,2119,104,126,45,4,2400,2330,130,170,77,10,2715,2206,123,150,34,19,2530,1860,95,109,35,11,2114,1638,69,117,33,10,1869,1229,80,72,20,3,1410,591,46,64,20,3,722,167,19,29,13,3,231,47,6,9,5,3,77,19392,776,1018,338,107,21622,1831,36,57,22,26,1975,641,32,32,40,75,818,45447,1679,1591,523,295,49544,373,0,0,0,0,374,3754,37,47,11,21,3873,8162,188,151,15,36,8549,8759,433,251,36,45,9520,7829,538,245,33,Monash (C)
25060,52,4,5,1281,1024,44,54,9,3,1135,743,48,54,9,3,856,731,86,64,7,4,900,843,107,73,7,3,1035,863,77,52,15,8,1009,574,61,39,11,6,690,282,28,28,7,6,350,68,11,10,0,0,86,16,4,3,0,0,21,10,3,0,3,0,18,7058,501,435,66,48,8108,1124,0,9,7,12,1151,1268,9,16,8,10,1312,647,10,30,9,6,697,682,39,79,16,7,816,791,59,114,30,0,991,875,74,97,44,10,1093,868,64,85,30,12,1064,741,65,65,23,11,904,680,50,62,25,5,824,491,46,70,18,7,625,196,24,20,13,6,260,49,12,12,3,3,73,21,6,0,3,0,32,8439,451,648,221,88,9845,606,29,33,4,5,681,229,12,15,19,38,316,16329,991,1135,314,184,18945,188,0,0,3,3,199,1384,16,50,3,9,1455,2443,108,135,17,19,2725,2353,214,173,12,12,2759,1915,273,164,20,Moonee Valley (C)
25150,7,4,0,173,104,4,8,4,3,127,119,8,9,0,3,140,123,12,13,8,4,162,169,18,12,3,0,211,134,17,19,10,3,170,110,17,16,8,3,159,54,5,3,0,0,68,13,0,3,3,0,25,3,3,10,3,0,14,0,0,3,0,0,7,1118,97,106,40,19,1389,281,0,0,0,4,288,182,0,0,0,0,191,124,4,7,3,0,138,136,15,19,14,3,179,172,12,16,16,0,211,206,17,22,7,3,252,229,13,17,7,3,272,202,13,24,12,0,255,162,16,18,14,0,212,123,9,18,8,0,157,35,15,5,3,0,62,5,8,8,12,0,28,3,0,0,4,0,6,1863,113,151,104,11,2242,135,12,15,3,3,165,54,5,0,9,3,73,3173,217,273,156,37,3861,102,0,0,6,0,105,297,12,24,0,3,327,362,24,28,4,0,420,315,41,30,4,3,404,298,58,33,3,Moorabool (S)
25250,67,9,11,1352,944,52,125,5,8,1132,734,64,85,8,6,893,669,80,120,4,13,879,744,94,91,15,3,946,808,84,68,16,3,976,658,54,47,8,5,773,378,34,20,3,3,431,93,13,10,0,6,125,17,3,3,0,0,27,9,0,0,0,0,10,6918,509,654,71,63,8213,570,3,10,0,9,594,1149,5,28,13,8,1195,849,10,52,5,3,925,789,31,113,21,4,964,792,59,201,32,10,1102,875,64,168,31,15,1153,961,60,114,33,4,1169,792,49,78,17,6,949,684,53,60,17,4,822,473,31,57,9,4,566,226,17,28,14,3,278,53,6,8,6,0,76,29,7,5,4,3,43,8232,407,915,204,82,9840,582,18,34,14,8,659,282,19,25,19,44,384,16012,944,1629,313,192,19091,171,0,5,3,3,185,1291,32,62,3,11,1390,2605,132,219,18,23,2992,2398,272,329,31,17,3049,1871,332,285,19,Moreland (C)
25340,46,3,4,1106,733,43,59,5,6,844,604,76,52,3,3,736,840,113,111,26,9,1103,1061,153,131,18,3,1368,1019,150,126,35,10,1340,812,103,93,21,3,1035,437,73,46,13,3,573,114,28,30,7,3,186,17,14,5,9,0,53,9,7,4,4,0,27,7757,789,713,157,55,9473,1661,3,3,6,18,1688,1379,6,11,8,7,1409,746,13,62,10,8,844,916,43,116,40,12,1128,1094,113,167,50,8,1421,1381,128,220,72,15,1824,1421,132,201,55,16,1829,1209,105,162,38,14,1517,1190,98,142,43,13,1495,856,94,122,38,14,1123,418,65,87,41,8,620,130,27,55,26,3,242,39,13,11,21,3,84,12439,839,1360,440,129,15218,900,49,63,21,15,1050,353,24,27,27,60,493,21451,1703,2173,652,262,26234,679,3,3,0,3,689,2339,24,77,4,18,2459,2495,98,182,6,14,2793,1998,224,240,13,24,2495,1739,349,219,17,Mornington Peninsula (S)
17100,4,0,3,643,514,17,6,0,3,545,417,21,15,3,0,459,452,38,14,3,0,511,496,39,27,3,4,564,504,38,28,6,5,583,428,25,18,3,6,482,243,24,3,0,3,270,67,12,0,0,0,86,5,3,0,0,0,16,5,0,0,0,0,5,4117,228,126,23,29,4532,227,0,4,0,0,230,454,0,7,3,3,464,276,7,10,3,0,300,275,14,14,4,0,318,248,18,29,9,4,308,294,27,29,4,3,359,263,27,26,11,6,327,278,26,32,7,4,352,226,23,24,10,0,284,140,13,17,7,0,182,64,15,7,4,3,92,36,7,7,0,0,44,16,6,3,0,0,23,2802,178,214,63,29,3289,260,3,8,11,3,283,125,6,3,14,18,166,7309,419,353,112,84,8268,141,3,4,0,3,148,895,13,19,0,14,939,1582,60,38,0,7,1694,1690,118,55,4,9,1874,1513,172,79,6,Strathfield (A)
17150,61,3,8,1908,1148,92,100,10,5,1353,974,119,91,13,7,1203,1298,139,117,10,7,1573,1439,189,153,27,8,1813,1391,179,131,18,13,1731,1273,127,86,10,9,1514,610,69,57,6,7,759,157,45,23,7,3,225,25,12,11,4,0,49,9,0,7,3,0,20,11817,1035,859,111,76,13897,2528,0,20,8,19,2571,2055,3,33,8,15,2107,1030,22,62,10,10,1132,1226,68,136,36,5,1472,1466,129,240,54,12,1894,1759,163,250,37,12,2222,1624,137,218,30,12,2025,1550,99,166,33,14,1865,1457,112,148,33,11,1763,982,105,124,41,10,1266,484,66,64,25,3,651,161,37,25,18,6,246,28,16,14,18,0,80,16343,970,1502,355,120,19290,1074,48,63,23,15,1218,391,17,29,13,53,507,29622,2072,2459,502,268,34920,826,0,0,0,4,834,3064,42,73,0,22,3208,3981,235,195,12,19,4441,3180,441,281,15,19,3938,2821,609,352,20,Sutherland Shire (A)
17200,254,23,103,31806,28630,432,384,33,66,29542,20002,514,361,31,76,20996,16202,679,418,22,64,17386,14052,651,404,37,59,15202,11274,627,366,36,56,12354,7980,383,260,26,55,8694,4149,219,157,12,36,4576,1350,103,65,4,12,1538,271,31,19,7,6,335,88,15,10,4,4,119,149522,3902,2767,248,599,157036,2851,3,26,11,16,2908,9785,49,99,26,70,10032,7700,65,231,47,55,8089,7621,173,316,62,30,8205,7930,249,348,60,41,8630,6527,254,344,49,29,7202,4811,244,279,51,22,5414,3548,205,223,43,34,4049,2927,179,210,34,15,3366,2369,147,206,44,20,2774,1269,116,150,34,18,1586,470,47,51,14,11,593,151,25,22,19,11,226,57948,1755,2509,489,379,63077,9241,130,147,44,77,9636,2976,96,113,109,370,3665,219692,5877,5535,891,1426,233414,1944,13,12,3,20,1987,25388,118,181,27,118,25831,61081,849,666,57,233,62883,64974,1995,1165,98,200,68430,51863,2644,1278,100,Sydney (C)
17310,17,7,5,715,557,9,31,4,4,611,537,30,40,6,0,613,620,43,44,6,3,712,692,40,58,14,3,810,648,38,57,23,8,770,613,36,54,17,3,728,296,27,39,27,3,396,85,12,26,18,0,140,12,4,10,4,0,31,8,3,12,3,0,25,5430,249,399,135,43,6252,593,0,0,4,7,608,343,0,5,0,4,363,409,11,18,3,0,442,480,5,34,9,3,539,501,15,46,13,0,578,488,21,37,18,4,565,515,17,37,13,6,587,539,18,37,15,3,610,450,21,45,16,11,534,321,21,49,20,3,414,144,7,34,18,0,207,55,10,24,10,0,100,14,0,11,13,3,34,4856,142,376,158,49,5577,488,11,22,17,13,550,163,4,12,26,33,243,10936,404,813,330,140,12622,422,0,0,5,6,432,1344,15,27,5,11,1404,1626,50,60,8,15,1752,1524,63,98,13,18,1710,1281,98,122,12,Tamworth Regional (A)
17350,4,0,0,36,24,0,3,0,0,33,31,0,6,0,0,38,42,3,3,0,0,51,45,3,14,3,0,64,61,3,14,7,0,89,44,0,12,3,0,60,22,3,12,3,0,43,5,3,3,6,0,16,0,0,3,3,0,9,0,0,0,0,0,0,365,24,73,27,3,494,43,0,0,3,0,50,44,0,3,0,0,44,38,0,4,4,0,46,33,3,11,3,0,48,42,0,15,0,0,54,58,4,8,0,0,74,59,3,8,0,0,64,60,3,8,0,0,74,40,0,0,7,0,49,37,5,10,3,0,50,12,0,3,3,0,21,8,0,0,0,0,6,3,0,0,5,0,6,476,19,66,26,3,600,45,0,4,0,0,54,17,0,3,4,4,28,898,44,155,64,11,1170,52,0,0,0,0,57,94,0,0,0,0,101,92,6,9,3,0,104,89,7,21,5,0,117,80,7,22,6,Temora (A)
17400,0,3,0,35,16,0,0,4,0,21,25,7,0,3,0,30,40,0,9,0,0,50,42,0,11,5,0,57,30,0,11,5,0,42,45,5,17,12,0,82,24,0,9,14,0,56,8,0,17,4,0,25,0,0,5,8,0,14,0,0,0,4,0,9,291,20,81,61,4,457,29,0,0,4,3,36,21,0,0,0,0,21,21,0,3,0,0,27,23,0,0,0,0,25,36,0,11,0,0,44,44,3,7,3,0,60,33,3,4,3,0,43,37,0,8,8,0,52,55,3,9,3,4,74,48,0,9,6,0,67,12,0,6,12,0,32,3,0,5,3,0,15,3,0,4,0,0,10,366,18,62,50,7,509,44,0,7,6,5,54,9,0,4,6,8,28,709,36,158,120,27,1046,21,0,0,0,0,21,65,0,4,3,0,68,75,3,12,3,3,91,59,0,3,7,0,73,66,6,11,9,Tenterfield (A)
22310,36,6,0,1272,1017,46,67,7,0,1129,706,58,67,3,3,839,771,100,66,13,3,955,851,116,101,14,9,1082,825,113,96,14,0,1042,698,71,68,12,8,857,444,38,45,3,5,534,118,28,13,0,3,158,22,3,7,0,0,36,8,7,3,0,0,16,7252,608,574,69,38,8539,750,0,5,6,3,774,1162,10,33,8,6,1222,789,19,51,3,6,873,787,35,109,20,9,960,800,83,138,38,12,1062,940,103,161,37,4,1238,972,106,196,32,6,1309,826,82,152,20,3,1082,775,51,97,29,5,963,594,58,100,21,4,779,299,57,75,25,4,461,102,21,32,8,4,170,40,13,8,3,0,67,8843,628,1170,269,67,10964,620,29,57,8,5,722,216,12,24,13,27,287,16929,1275,1817,354,133,20514,144,0,3,0,0,145,1108,12,32,3,3,1160,2307,101,122,12,6,2547,2250,213,186,16,4,2670,1663,309,199,16,Glen Eira (C)
22410,3,4,0,94,77,0,3,3,0,84,85,10,7,3,3,109,130,7,17,9,3,169,154,12,23,3,4,194,175,13,28,6,0,219,141,12,33,13,3,202,63,0,27,10,0,99,17,6,9,12,3,44,0,0,7,3,0,17,0,0,8,6,0,10,1027,69,169,66,18,1349,193,0,0,4,3,202,118,0,3,0,3,120,109,0,9,3,0,116,106,0,10,3,3,127,155,0,13,4,3,179,214,13,10,5,3,244,203,9,14,7,0,226,217,11,20,5,0,250,193,9,18,6,3,229,143,7,10,12,0,173,53,9,11,5,7,75,12,3,5,6,0,24,3,5,9,3,0,15,1718,66,132,58,26,1996,169,6,16,4,4,198,60,0,10,13,13,88,2967,140,321,143,56,3630,98,0,0,0,0,99,265,0,8,0,0,279,262,8,19,7,3,294,294,10,28,3,0,338,313,20,31,10,Glenelg (S)
22490,3,0,0,48,36,12,8,0,0,58,39,9,6,3,0,52,48,7,14,4,0,68,50,10,3,4,3,67,30,16,12,7,3,62,35,8,6,3,0,61,22,0,9,3,0,35,0,8,7,6,0,23,0,3,0,8,0,7,0,0,3,0,0,4,346,64,77,33,7,530,58,3,0,0,0,63,57,0,0,0,0,59,43,4,3,0,0,49,53,6,7,3,0,73,57,12,13,8,0,97,80,10,15,7,0,110,90,13,23,4,4,128,69,8,11,4,3,95,68,3,9,7,0,84,47,3,13,10,0,79,22,7,6,7,0,32,0,0,8,4,0,13,4,0,0,0,0,7,652,70,111,54,7,890,61,7,9,9,3,87,16,5,0,9,0,31,1073,141,199,101,21,1536,37,0,0,0,0,40,115,3,6,0,0,126,145,3,6,3,0,158,139,29,18,4,3,194,129,29,35,4,Golden Plains (S)
22620,20,4,3,1270,835,31,36,5,8,913,704,46,46,6,9,812,936,60,50,4,3,1063,1039,78,54,16,15,1198,1085,80,77,22,8,1268,883,45,63,18,4,1023,444,41,29,9,8,532,92,14,13,9,3,132,13,3,8,5,0,29,10,0,0,3,0,16,8326,415,425,109,54,9336,1261,0,3,3,19,1281,1290,0,9,3,9,1314,810,13,40,10,6,879,1013,34,63,21,6,1139,1041,51,81,28,10,1214,1138,45,76,18,8,1289,1115,44,78,28,11,1281,1086,37,66,18,10,1211,1084,38,69,16,13,1228,718,33,65,20,7,839,228,26,42,28,3,318,62,9,21,9,0,110,24,4,6,6,3,50,10877,332,624,209,107,12149,1094,21,32,14,28,1185,258,10,21,25,37,343,20552,783,1098,349,230,23014,476,0,3,3,8,485,2215,13,35,4,13,2290,2918,73,100,13,18,3116,2498,152,134,17,17,2814,2154,219,173,23,Greater Bendigo (C)
22670,34,7,17,2552,2207,56,43,12,15,2328,1907,86,67,13,14,2084,2207,120,76,12,23,2428,2568,170,89,24,24,2863,2441,133,100,19,9,2699,1924,97,65,8,15,2105,1005,45,39,6,4,1107,275,41,11,9,3,335,52,12,0,0,0,62,13,3,0,0,0,21,18505,785,540,111,127,20071,951,3,0,7,7,966,1398,7,14,22,8,1447,1044,18,40,17,6,1124,1293,57,59,20,12,1448,1566,62,67,28,18,1738,1676,73,103,24,16,1888,1624,76,78,24,13,1818,1369,77,66,24,10,1545,1185,49,64,28,16,1343,885,61,46,14,19,1020,383,43,25,12,6,471,103,13,14,7,0,136,34,10,4,0,0,46,13518,538,577,235,124,14992,1257,45,20,19,14,1358,591,23,27,34,100,779,33878,1390,1162,400,376,37204,563,3,6,0,7,579,4108,49,63,4,34,4256,7099,198,172,32,56,7554,7507,375,224,41,57,8204,6953,495,258,37,Greater Dandenong (C)
22750,73,10,15,3056,2161,65,73,17,9,2324,1679,82,94,13,10,1882,1970,149,109,26,8,2260,2242,139,141,30,13,2569,2321,136,123,29,19,2624,1801,108,92,26,6,2036,845,61,53,20,14,987,176,31,39,3,0,254,36,3,12,3,0,55,11,6,3,3,0,25,18199,828,837,178,108,20140,2657,3,6,8,22,2707,2664,4,43,14,14,2740,1621,19,82,20,9,1752,1973,63,174,55,14,2271,2324,109,223,47,17,2719,2747,138,221,58,21,3183,2557,117,190,41,24,2929,2411,93,178,37,18,2736,2244,83,150,43,23,2547,1533,80,131,50,7,1800,527,56,78,35,8,709,140,19,28,25,5,220,35,8,15,15,0,78,23443,797,1516,446,187,26381,2133,61,82,31,44,2344,563,32,31,38,100,754,44334,1706,2458,695,428,49624,753,3,0,0,6,765,4072,33,97,6,25,4229,6118,168,278,16,54,6640,5615,366,349,36,24,6391,4895,505,340,34,Greater Geelong (C)
25430,3,0,0,123,81,0,0,0,0,84,83,7,14,0,0,105,114,10,19,4,0,145,128,17,29,4,5,179,150,7,31,3,6,200,134,20,20,5,0,178,63,12,23,5,0,93,14,3,9,0,0,29,3,0,3,3,0,8,0,3,5,0,0,8,1031,71,154,28,10,1296,139,0,0,0,0,138,122,0,4,3,0,134,84,0,3,4,3,97,103,7,14,0,0,125,127,8,17,7,0,164,134,6,39,3,0,183,192,8,31,4,3,235,178,10,32,8,0,228,157,8,25,3,0,194,142,8,21,3,0,180,47,7,16,6,0,76,15,3,8,3,0,33,6,3,10,9,0,28,1450,57,226,53,17,1805,134,6,16,7,5,165,45,0,0,12,12,68,2665,138,395,103,43,3341,55,0,0,0,0,58,301,4,4,4,4,315,350,3,11,3,0,364,267,8,19,0,3,294,253,22,43,7,Mount Alexander (S)
25490,3,0,0,86,74,3,5,5,0,92,56,11,18,0,0,84,62,12,21,8,0,97,86,15,28,12,3,146,86,19,41,18,3,163,62,15,34,7,0,128,24,9,20,9,3,65,8,4,19,11,0,34,0,3,8,4,0,17,0,3,8,8,0,15,619,96,200,83,14,1026,83,0,0,0,3,87,81,0,0,3,0,93,51,0,4,3,0,61,75,3,12,3,0,93,86,5,8,3,0,111,78,4,21,8,0,113,98,12,9,4,0,123,106,6,12,6,3,140,109,4,18,11,3,149,72,9,20,11,0,107,18,6,15,19,0,57,10,3,4,8,0,25,3,0,10,13,0,28,877,57,141,94,15,1182,95,5,17,7,0,129,25,3,5,11,6,52,1615,168,372,197,41,2387,84,0,0,0,0,88,226,3,10,0,3,244,285,23,32,5,4,350,247,30,51,3,4,336,245,52,54,8,Moyne (S)
25620,3,0,0,60,56,4,0,0,3,62,37,0,6,0,0,46,64,12,12,3,0,87,71,13,16,3,0,101,84,13,18,4,3,125,70,15,15,7,0,104,33,9,8,9,0,54,9,4,11,4,0,30,3,0,3,3,0,8,0,0,3,5,0,10,552,66,88,37,9,751,87,0,0,3,0,93,67,0,3,0,0,72,46,0,0,0,0,49,65,4,3,6,0,84,80,4,8,3,0,105,96,8,18,0,3,125,102,14,15,3,7,130,103,13,11,4,3,130,106,8,15,8,3,139,92,3,12,7,0,117,25,3,6,13,3,56,4,0,6,12,0,28,3,0,4,4,0,16,887,58,109,64,17,1135,80,13,11,3,3,108,21,0,5,6,3,44,1538,142,214,111,33,2032,51,0,0,0,0,55,135,3,5,0,0,139,138,3,16,3,0,164,154,11,13,0,0,180,127,21,17,0,Murrindindi (S)
25710,18,0,0,324,168,11,25,0,0,203,139,24,20,4,3,191,189,38,21,10,3,257,219,40,42,10,4,309,199,50,36,7,3,295,181,37,23,4,3,251,94,18,10,0,3,136,27,17,5,0,0,54,3,4,3,0,0,11,0,5,3,0,0,7,1760,251,209,47,19,2279,560,3,10,3,4,579,422,3,11,3,8,449,165,3,18,0,0,185,228,13,52,10,0,309,236,36,78,19,0,368,365,50,95,15,3,524,379,53,80,8,0,518,373,56,66,13,0,505,320,48,58,21,3,451,228,53,37,17,3,332,85,23,30,12,3,160,31,13,10,10,0,65,4,4,3,0,0,16,3396,358,548,136,32,4463,176,15,27,10,3,232,68,3,11,8,13,96,5396,621,786,197,59,7069,120,0,0,3,0,125,490,5,22,0,0,521,632,27,66,3,3,726,438,63,73,0,8,582,389,110,80,13,Nillumbik (S)
25810,4,0,0,105,52,5,0,0,0,62,53,5,4,0,0,60,77,7,9,6,0,100,94,9,8,8,0,117,115,17,18,10,0,157,71,7,16,8,4,100,58,8,8,7,3,94,20,4,10,10,0,41,3,0,3,0,0,7,0,0,3,4,0,4,739,59,89,47,11,947,112,0,0,0,0,114,93,0,3,0,0,94,67,0,0,0,0,70,66,0,9,7,0,75,89,3,7,6,3,107,103,11,6,0,0,118,131,5,3,4,0,145,108,11,8,3,0,126,122,6,7,0,0,137,94,0,12,8,3,114,13,4,15,7,0,40,10,4,0,4,0,23,3,0,5,0,0,10,1008,33,78,43,9,1165,113,9,5,5,8,136,29,0,0,5,10,47,1888,103,172,96,29,2292,62,0,0,0,0,63,221,0,3,0,6,228,273,8,10,3,4,298,172,13,15,4,7,209,170,18,9,6,Northern Grampians (S)
25900,53,10,13,4317,3627,105,129,15,16,3886,2218,107,83,20,8,2439,1805,161,114,13,8,2099,1601,229,90,21,7,1945,1304,174,97,9,4,1580,951,114,65,10,12,1153,488,72,33,7,3,604,152,26,19,3,3,203,34,10,8,0,0,50,15,3,3,0,0,17,18161,1052,712,96,88,20113,569,0,10,3,7,590,1557,3,34,10,11,1613,1293,26,72,8,10,1403,1251,58,127,15,11,1457,1148,83,132,34,3,1401,1112,121,158,22,6,1418,961,116,153,23,3,1255,704,85,127,19,8,932,600,67,107,18,9,803,510,62,67,19,5,666,265,56,52,21,5,397,76,19,20,7,0,124,37,10,11,10,0,65,10064,700,1064,201,84,12121,1076,34,55,15,19,1198,393,15,29,26,49,514,29697,1805,1863,345,237,33950,247,0,7,0,3,256,3311,39,52,3,13,3422,8612,193,164,17,43,9029,8861,515,339,29,36,9781,6646,629,283,33,Port Phillip (C)
25990,3,0,0,27,16,0,0,0,0,19,14,0,0,7,0,20,25,7,3,0,0,33,37,0,9,6,3,48,29,7,5,4,0,50,30,3,4,0,3,43,19,4,9,4,0,31,7,3,4,6,0,20,0,0,0,0,0,5,0,0,0,0,0,0,221,28,40,26,3,318,36,0,0,0,3,44,21,0,0,0,0,28,15,0,0,3,0,20,28,0,3,0,0,33,29,0,7,0,0,44,36,3,4,4,0,52,39,4,3,9,0,53,44,5,0,3,0,58,51,3,4,8,0,66,28,3,3,11,0,41,14,0,4,5,0,30,0,3,8,0,0,14,0,0,3,0,0,3,356,22,35,53,3,473,42,6,5,3,3,50,5,3,0,4,7,18,623,54,81,82,19,861,18,0,0,0,0,15,63,0,3,3,0,71,79,8,6,3,0,95,60,4,5,5,0,72,69,16,5,10,Pyrenees (S)
26080,0,0,0,21,13,0,0,0,0,15,15,0,0,0,0,17,20,4,3,0,0,30,31,4,8,0,0,43,30,3,4,0,0,34,31,4,3,0,0,39,6,6,0,0,0,12,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,180,30,20,5,0,237,50,0,0,0,0,50,36,0,0,0,0,37,19,0,0,0,0,19,22,0,0,0,0,22,28,0,5,0,0,33,35,3,5,0,0,49,39,6,0,0,0,46,42,3,7,3,0,55,49,5,3,5,0,57,41,4,13,0,0,56,11,0,4,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,366,20,37,16,4,440,37,3,4,0,3,44,6,3,3,0,5,14,594,53,66,18,11,736,9,0,0,0,0,9,31,0,0,0,0,36,42,0,0,0,0,45,35,0,3,0,0,38,44,0,3,0,Queenscliffe (B)
