LGA_MAIN11,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total,LGA_NAME11
58330,641,3,0,16,0,660,679,0,0,3,3,685,91,0,0,0,0,91,13,0,0,0,0,13,92,3,3,0,0,98,0,11,0,0,0,11,13,0,3,9,0,25,14,0,0,0,0,14,223,14,6,9,0,252,12,0,0,0,0,12,31,0,0,3,0,34,1586,17,6,31,3,1643,Toodyay (S)
61510,1248,6,36,7,0,1297,1391,12,6,3,0,1412,213,21,16,3,0,253,163,6,34,0,0,203,255,4,20,7,0,286,5,0,12,0,0,17,45,0,3,3,0,51,23,0,3,0,0,26,704,31,88,13,0,836,16,3,0,0,0,19,103,0,5,0,0,108,3462,52,135,23,0,3672,Derwent Valley (M)
61610,3164,143,99,43,3,3452,2882,32,33,11,6,2964,721,99,161,0,0,981,554,277,102,0,0,933,653,99,71,6,3,832,40,19,8,3,0,70,61,19,12,26,0,118,38,15,7,0,0,60,2067,528,361,35,3,2994,43,11,4,4,0,62,179,57,33,19,0,288,8335,771,530,112,12,9760,Devonport (C)
61810,1160,0,21,4,3,1188,789,0,11,0,0,800,132,0,23,0,0,155,47,0,18,0,0,65,217,3,17,3,0,240,6,0,21,0,0,27,66,0,5,3,0,74,43,0,0,0,0,43,511,3,84,6,0,604,31,0,6,3,0,40,56,0,4,0,3,63,2547,3,126,13,6,2695,Dorset (M)
62010,150,3,0,0,0,153,73,0,0,0,0,73,0,0,0,0,0,0,25,3,0,0,0,28,36,0,0,0,0,36,11,0,0,0,0,11,23,0,0,0,0,23,10,0,0,0,0,10,105,3,0,0,0,108,3,0,0,0,0,3,8,0,0,0,0,8,339,6,0,0,0,345,Flinders (M)
62210,912,0,9,10,0,931,777,0,0,0,0,777,275,5,41,4,0,325,137,18,62,0,0,217,160,0,30,0,0,190,6,7,7,0,0,20,15,5,7,3,0,30,16,0,3,0,0,19,609,35,150,7,0,801,14,0,4,0,0,18,57,6,15,0,0,78,2369,41,178,17,0,2605,George Town (M)
62410,786,33,10,17,0,846,359,12,3,15,0,389,89,6,7,3,0,105,27,0,3,0,0,30,176,12,8,9,0,205,0,0,0,0,0,0,38,0,4,6,0,48,23,4,0,0,0,27,353,22,22,18,0,415,15,0,3,3,0,21,43,4,0,3,0,50,1556,71,38,56,0,1721,Glamorgan/Spring Bay (M)
62610,5018,255,462,21,0,5756,5664,199,277,8,0,6148,1123,245,514,5,0,1887,793,298,435,0,0,1526,1173,172,416,22,0,1783,70,32,97,0,0,199,158,26,90,5,0,279,58,9,39,0,0,106,3375,782,1591,32,0,5780,57,18,24,0,0,99,370,46,96,0,0,512,14484,1300,2450,61,0,18295,Glenorchy (C)
62810,5589,386,514,24,9,6522,4871,388,364,20,8,5651,1163,603,1258,30,9,3063,159,88,403,0,0,650,1093,477,915,47,9,2541,55,31,147,0,0,233,70,22,90,9,0,191,64,15,33,4,3,119,2604,1236,2846,90,21,6797,77,75,82,3,0,237,252,39,110,4,0,405,13393,2124,3916,141,38,19612,Hobart (C)
63010,2340,15,3,50,0,2408,2157,10,3,18,0,2188,336,10,6,5,0,357,58,12,18,0,0,88,397,12,10,8,0,427,13,20,0,0,0,33,73,4,5,8,0,90,45,3,0,3,0,51,922,61,39,24,0,1046,42,0,3,0,0,45,103,10,3,7,0,123,5564,96,51,99,0,5810,Huon Valley (M)
63210,977,7,3,11,0,998,814,3,3,8,0,828,91,0,3,0,0,94,20,3,6,0,0,29,157,4,0,6,0,167,5,12,3,0,0,20,22,0,0,0,3,25,22,6,0,3,0,31,317,25,12,9,3,366,15,0,0,0,0,15,34,3,0,0,0,37,2157,38,18,28,3,2244,Kentish (M)
58470,11,0,0,5,0,16,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,47,0,0,0,0,47,3,0,0,0,0,3,3,0,0,0,0,3,68,0,0,5,0,73,Upper Gascoyne (S)
58510,1925,471,332,3,0,2731,2569,734,456,6,0,3765,1133,743,1157,0,8,3041,280,200,185,0,0,665,876,442,366,0,0,1684,20,31,206,0,0,257,65,42,65,0,0,172,40,26,16,0,0,82,2414,1484,1995,0,8,5901,57,62,176,0,0,295,170,108,115,0,0,393,7135,2859,3074,9,8,13085,Victoria Park (T)
64010,7348,242,351,29,5,7975,7744,189,219,21,0,8173,2138,440,803,24,0,3405,1043,414,362,0,3,1822,1739,235,418,32,3,2427,68,77,67,3,6,221,158,54,80,14,0,306,130,23,38,3,0,194,5276,1243,1768,76,12,8375,109,28,91,0,0,228,502,75,95,7,3,682,20979,1777,2524,133,20,25433,Launceston (C)
58400,61,0,0,3,0,64,28,0,0,3,0,31,0,0,0,0,0,0,4,0,6,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,35,0,6,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,128,0,6,6,0,140,Trayning (S)
63610,4533,114,169,28,0,4844,4664,116,132,13,0,4925,749,93,164,3,3,1012,204,27,106,0,0,337,746,65,135,12,0,958,30,55,17,0,0,102,71,4,13,3,0,91,54,6,4,0,0,64,1854,250,439,18,3,2564,63,13,15,0,0,91,182,13,18,0,0,213,11296,506,773,59,3,12637,Kingborough (M)
63810,1442,49,16,14,0,1521,1226,20,7,6,3,1262,247,51,26,5,3,332,65,26,29,0,0,120,271,17,22,5,0,315,12,3,19,0,0,34,47,8,3,0,0,58,22,0,7,3,0,32,664,105,106,13,3,891,26,3,0,0,0,29,70,3,3,3,0,79,3428,180,132,36,6,3782,Latrobe (M)
58540,144,0,0,5,0,149,63,0,0,0,0,63,0,0,0,0,0,0,16,0,0,0,0,16,28,0,0,0,0,28,6,0,0,0,0,6,43,6,0,0,0,49,19,0,0,0,0,19,112,6,0,0,0,118,4,0,0,0,0,4,11,0,0,0,0,11,334,6,0,5,0,345,Victoria Plains (S)
65010,866,0,7,4,0,877,931,0,0,3,3,937,51,0,0,0,0,51,12,0,12,0,0,24,187,0,0,0,0,187,0,0,10,0,0,10,49,0,5,0,0,54,29,0,3,3,0,35,328,0,30,3,0,361,27,0,0,0,0,27,50,0,3,0,0,53,2202,0,40,10,3,2255,Southern Midlands (M)
65210,457,0,0,7,0,464,267,0,3,3,0,273,36,0,0,0,0,36,0,5,0,3,0,8,96,0,0,0,0,96,0,3,0,0,0,3,9,0,4,3,0,16,9,0,0,0,0,9,150,8,4,6,0,168,7,0,0,0,0,7,39,0,0,0,0,39,920,8,7,16,0,951,Tasman (M)
65410,1982,104,58,24,0,2168,1700,24,6,7,0,1737,301,49,57,0,0,407,194,100,34,0,0,328,326,45,38,6,0,415,14,19,15,0,0,48,36,7,8,11,0,62,29,3,3,0,0,35,900,223,155,17,0,1295,26,3,6,3,0,38,106,18,13,0,0,137,4714,372,238,51,0,5375,Waratah/Wynyard (M)
65610,814,3,3,11,0,831,466,0,0,7,0,473,162,8,8,0,0,178,20,0,9,0,0,29,167,0,6,0,0,173,6,0,3,0,0,9,104,0,34,0,0,138,18,0,5,0,0,23,477,8,65,0,0,550,14,0,4,0,0,18,54,0,0,5,0,59,1825,11,72,23,0,1931,West Coast (M)
65810,3290,62,39,34,4,3429,3035,38,22,6,0,3101,538,108,50,3,0,699,82,24,13,0,0,119,430,44,32,3,0,509,8,20,3,0,0,31,57,13,5,11,0,86,43,3,5,3,0,54,1158,212,108,20,0,1498,37,16,0,3,0,56,153,15,6,3,0,177,7673,343,175,66,4,8261,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58570,2515,400,244,5,4,3168,2562,647,702,8,0,3919,931,690,1265,5,8,2899,51,135,246,0,0,432,890,355,486,13,0,1744,15,41,29,0,0,85,62,30,41,0,0,133,40,12,22,7,0,81,1989,1263,2089,25,8,5374,35,49,8,4,0,96,130,43,77,3,0,253,7231,2402,3120,45,12,12810,Vincent (T)
58610,293,4,0,3,0,300,224,0,0,0,0,224,19,7,0,0,0,26,21,9,0,0,0,30,54,4,0,3,0,61,0,14,0,0,0,14,31,3,0,0,0,34,13,0,0,0,0,13,138,37,0,3,0,178,0,0,0,0,0,0,24,0,0,0,0,24,679,41,0,6,0,726,Wagin (S)
58680,78,0,0,0,0,78,38,3,0,3,0,44,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,35,0,0,0,0,35,5,0,0,0,0,5,5,0,0,0,0,5,161,3,0,3,0,167,Wandering (S)
58760,9269,582,209,195,0,10255,25340,1168,227,10,0,26745,4922,489,121,0,0,5532,774,424,152,0,0,1350,3153,261,88,9,0,3511,64,47,28,0,0,139,314,22,9,54,0,399,162,11,6,0,0,179,9389,1254,404,63,0,11110,380,386,56,6,0,828,790,88,52,6,0,936,45168,3478,948,280,0,49874,Wanneroo (C)
58820,457,12,0,15,5,489,484,6,0,0,0,490,90,13,0,0,0,103,22,6,9,0,0,37,105,17,0,0,0,122,0,3,0,0,0,3,13,4,0,4,0,21,7,4,0,0,0,11,237,47,9,4,0,297,8,18,0,0,0,26,31,7,0,0,0,38,1217,90,9,19,5,1340,Waroona (S)
58890,173,0,0,0,0,173,67,0,0,5,0,72,4,0,0,0,0,4,5,0,3,0,0,8,38,0,0,3,0,41,0,0,4,0,0,4,20,0,3,0,0,23,12,0,0,0,0,12,79,0,10,3,0,92,8,0,0,0,0,8,5,0,0,0,4,9,332,0,10,8,4,354,West Arthur (S)
59030,50,0,0,0,0,50,13,0,0,0,0,13,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,27,0,0,0,0,27,3,0,0,0,0,3,6,0,0,0,0,6,99,0,0,0,0,99,Westonia (S)
59100,143,0,0,3,0,146,56,0,0,0,0,56,0,0,0,0,0,0,8,0,3,0,0,11,30,0,3,0,0,33,0,0,3,0,0,3,14,0,0,0,0,14,8,0,0,0,0,8,60,0,9,0,0,69,5,0,0,3,0,8,13,0,0,0,0,13,277,0,9,6,0,292,Wickepin (S)
59170,152,0,0,0,0,152,97,0,0,0,0,97,7,0,0,0,0,7,6,10,3,0,0,19,42,0,0,0,0,42,3,0,0,0,0,3,21,0,0,0,0,21,16,0,0,0,0,16,95,10,3,0,0,108,5,0,0,0,0,5,0,0,0,3,0,3,349,10,3,3,0,365,Williams (S)
59250,12,0,0,6,3,21,4,0,0,0,0,4,0,0,0,0,0,0,23,6,7,0,0,36,7,0,0,0,0,7,6,0,0,0,0,6,23,3,7,0,0,33,6,0,0,0,0,6,65,9,14,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,81,9,14,6,3,113,Wiluna (S)
59310,199,0,4,6,0,209,142,0,3,3,0,148,17,0,0,0,0,17,16,0,13,0,0,29,59,0,6,3,0,68,3,0,9,0,0,12,30,3,3,0,0,36,8,0,3,0,0,11,133,3,34,3,0,173,9,0,0,3,0,12,21,0,0,0,0,21,504,3,41,15,0,563,Wongan-Ballidu (S)
59320,74,0,0,3,0,77,41,0,0,0,0,41,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,32,0,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,152,0,0,3,0,155,Woodanilling (S)
59330,94,3,0,3,0,100,42,0,0,0,0,42,3,0,0,0,0,3,9,0,3,0,0,12,22,0,0,0,0,22,0,5,3,0,0,8,13,0,0,0,0,13,8,0,0,0,0,8,55,5,6,0,0,66,3,0,0,0,0,3,8,0,3,0,0,11,202,8,9,3,0,222,Wyalkatchem (S)
59360,179,3,0,4,3,189,100,3,0,3,0,106,4,3,0,0,0,7,14,7,0,0,0,21,52,9,0,0,3,64,0,0,0,0,0,0,39,8,0,0,0,47,16,5,0,0,0,21,125,32,0,0,3,160,11,0,0,0,0,11,12,0,0,0,0,12,427,38,0,7,6,478,Yilgarn (S)
59370,559,17,4,0,0,580,432,0,3,3,3,441,66,0,0,5,0,71,26,25,8,0,0,59,83,4,0,0,0,87,0,0,0,0,0,0,24,0,0,0,0,24,19,0,0,0,0,19,218,29,8,5,0,260,11,0,0,0,0,11,37,0,0,0,0,37,1257,46,15,8,3,1329,York (S)
59399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70420,115,0,0,27,3,145,167,0,4,9,0,180,21,0,14,0,0,35,419,29,20,13,7,488,64,8,22,9,0,103,123,3,7,13,0,146,161,10,26,15,12,224,36,3,3,8,0,50,824,53,92,58,19,1046,19,0,3,17,0,39,68,13,11,26,0,118,1193,66,110,137,22,1528,Barkly (S)
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,25,0,8,0,0,33,0,0,0,0,0,0,0,0,0,0,3,3,25,0,8,0,3,36,Belyuen (S)
70620,16,0,0,5,0,21,3,0,0,0,3,6,0,0,0,0,0,0,367,0,4,4,0,375,3,0,0,3,0,6,64,0,0,0,3,67,87,0,15,0,3,105,23,0,0,3,0,26,544,0,19,10,6,579,18,0,0,5,3,26,28,0,0,6,0,34,609,0,19,26,12,666,Central Desert (S)
70700,117,0,0,22,5,144,93,0,3,0,0,96,12,0,0,0,0,12,23,0,3,0,0,26,36,0,3,4,3,46,12,0,0,0,0,12,23,0,0,3,0,26,12,0,0,3,0,15,118,0,6,10,3,137,7,0,0,0,0,7,15,0,0,4,0,19,350,0,9,36,8,403,Coomalie (S)
71000,3320,495,517,252,3,4587,5314,1025,1273,37,27,7676,1416,1031,2428,20,13,4908,887,265,616,4,4,1776,1087,567,982,35,16,2687,96,31,42,3,3,175,683,213,338,69,3,1306,75,29,53,6,6,169,4244,2136,4459,137,45,11021,59,30,17,29,6,141,325,137,211,142,6,821,13262,3823,6477,597,87,24246,Darwin (C)
72330,32,3,0,12,4,51,8,0,0,0,0,8,0,0,0,3,0,3,379,0,8,9,0,396,6,0,0,0,0,6,216,0,4,5,0,225,127,0,28,21,3,179,29,0,3,0,0,32,757,0,43,38,3,841,19,0,3,8,0,30,68,0,5,5,0,78,884,3,51,63,7,1008,MacDonnell (S)
72800,626,58,42,9,4,739,3171,261,276,5,5,3718,1174,243,331,0,0,1748,484,209,175,0,0,868,521,112,120,4,0,757,23,3,7,0,0,33,640,25,19,5,0,689,31,3,10,0,0,44,2873,595,662,9,0,4139,16,3,0,8,0,27,116,31,32,15,0,194,6802,948,1012,46,9,8817,Palmerston (C)
73600,68,0,7,49,5,129,25,0,0,6,5,36,0,0,0,0,0,0,379,0,14,3,0,396,13,0,0,6,0,19,225,0,4,10,0,239,92,0,13,7,5,117,25,0,5,3,0,33,734,0,36,29,5,804,11,0,4,7,4,26,56,0,9,15,0,80,894,0,56,106,19,1075,Roper Gulf (S)
74050,5,0,0,3,0,8,8,0,0,0,0,8,0,0,0,0,0,0,300,0,37,0,0,337,3,0,0,0,0,3,88,0,6,0,0,94,49,0,16,3,0,68,10,0,0,0,0,10,450,0,59,3,0,512,10,0,4,0,0,14,17,0,0,0,0,17,490,0,63,6,0,559,Tiwi Islands (S)
74500,53,0,0,25,3,81,22,0,0,3,0,25,0,0,0,0,0,0,534,0,41,5,0,580,27,0,5,4,0,36,103,0,6,6,0,115,146,0,30,16,4,196,45,0,5,7,0,57,855,0,87,38,4,984,15,0,6,4,0,25,40,0,0,14,0,54,985,0,93,84,7,1169,Victoria-Daly (S)
74560,47,0,3,7,0,57,72,0,0,3,0,75,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,18,0,0,4,0,22,3,0,0,0,0,3,7,0,0,0,0,7,147,0,3,14,0,164,Wagait (S)
