lga_code16,m_15_19_e,m_15_19_om_ie,m_15_19_om_uie,m_15_19_cfw,m_15_19_se_ns,m_15_19_total,m_20_24_e,m_20_24_om_ie,m_20_24_om_uie,m_20_24_cfw,m_20_24_es_ns,m_20_24_total,m_25_29_e,m_25_29_om_ie,m_25_29_om_uie,m_25_29_cfw,m_25_29_es_ns,m_25_29_total,m_30_34_e,m_30_34_om_ie,m_30_34_om_uie,m_30_34_cfw,m_30_34_es_ns,m_30_34_total,m_35_39_e,m_35_39_om_ie,m_35_39_om_uie,m_35_39_cfw,m_35_39_es_ns,m_35_39_total,m_40_44_e,m_40_44_om_ie,m_40_44_om_uie,m_40_44_cfw,m_40_44_es_ns,m_40_44_total,m_45_49_e,m_45_49_om_ie,m_45_49_om_uie,m_45_49_cfw,m_45_49_es_ns,m_45_49_total,m_50_54_e,m_50_54_om_ie,m_50_54_om_uie,m_50_54_cfw,m_50_54_es_ns,m_50_54_total,m_55_59_e,m_55_59_om_ie,m_55_59_om_uie,m_55_59_cfw,m_55_59_es_ns,m_55_59_total,m_60_64_e,m_60_64_om_ie,m_60_64_om_uie,m_60_64_cfw,m_60_64_es_ns,m_60_64_total,m_65_69_e,m_65_69_om_ie,m_65_69_om_uie,m_65_69_cfw,m_65_69_es_ns,m_65_69_total,m_70_74_e,m_70_74_om_ie,m_70_74_om_uie,m_70_74_cfw,m_70_74_es_ns,m_70_74_total,m_75ov_e,m_75ov_om_ie,m_75ov_om_uie,m_75ov_cfw,m_75ov_es_ns,m_75ov_total,m_total_e,m_total_om_ie,m_total_om_uie,m_total_cfw,m_total_es_ns,m_total_total,f_15_19_e,f_15_19_om_ie,f_15_19_om_uie,f_15_19_cfw,f_15_19_es_ns,f_15_19_total,f_20_24_e,f_20_24_om_ie,f_20_24_om_uie,f_20_24_cfw,f_20_24_es_ns,f_20_24_total,f_25_29_e,f_25_29_om_ie,f_25_29_om_uie,f_25_29_cfw,f_25_29_es_ns,f_25_29_total,f_30_34_e,f_30_34_om_ie,f_30_34_om_uie,f_30_34_cfw,f_30_34_es_ns,f_30_34_total,f_35_39_e,f_35_39_om_ie,f_35_39_om_uie,f_35_39_cfw,f_35_39_es_ns,f_35_39_total,f_40_44_e,f_40_44_om_ie,f_40_44_om_uie,f_40_44_cfw,f_40_44_es_ns,f_40_44_total,f_45_49_e,f_45_49_om_ie,f_45_49_om_uie,f_45_49_cfw,f_45_49_es_ns,f_45_49_total,f_50_54_e,f_50_54_om_ie,f_50_54_om_uie,f_50_54_cfw,f_50_54_es_ns,f_50_54_total,f_55_59_e,f_55_59_om_ie,f_55_59_om_uie,f_55_59_cfw,f_55_59_es_ns,f_55_59_total,f_60_64_e,f_60_64_om_ie,f_60_64_om_uie,f_60_64_cfw,f_60_64_es_ns,f_60_64_total,f_65_69_e,f_65_69_om_ie,f_65_69_om_uie,f_65_69_cfw,f_65_69_es_ns,f_65_69_total,f_70_74_e,f_70_74_om_ie,f_70_74_om_uie,f_70_74_cfw,f_70_74_es_ns,f_70_74_total,f_75ov_e,f_75ov_om_ie,f_75ov_om_uie,f_75ov_cfw,f_75ov_es_ns,f_75ov_total,f_total_e,f_total_om_ie,f_total_om_uie,f_total_cfw,f_total_es_ns,f_total_total,p_15_19_e,p_15_19_om_ie,p_15_19_om_uie,p_15_19_cfw,p_15_19_es_ns,p_15_19_total,p_20_24_e,p_20_24_om_ie,p_20_24_om_uie,p_20_24_cfw,p_20_24_es_ns,p_20_24_total,p_25_29_e,p_25_29_om_ie,p_25_29_om_uie,p_25_29_cfw,p_25_29_es_ns,p_25_29_total,p_30_34_e,p_30_34_om_ie,p_30_34_om_uie,p_30_34_cfw,p_30_34_es_ns,p_30_34_total,p_35_39_e,p_35_39_om_ie,p_35_39_om_uie,p_35_39_cfw,p_35_39_es_ns,p_35_39_total,p_40_44_e,p_40_44_om_ie,lga_name16
12850,1258,10,8,20,21,1320,2721,74,60,27,45,2930,3018,197,133,25,41,3417,3003,361,213,30,46,3651,2685,410,234,26,37,3389,2647,450,286,41,68,3491,2733,465,299,48,46,3598,2697,506,397,36,44,3688,2407,433,352,55,50,3291,1551,300,245,25,36,2153,685,169,101,20,17,995,158,77,37,16,9,293,60,26,19,6,6,125,25626,3484,2386,384,458,32333,1345,7,14,18,17,1403,2365,16,53,21,35,2488,2453,50,112,29,34,2679,2396,100,134,43,28,2701,2224,131,150,42,19,2562,2452,171,191,49,36,2892,2406,162,199,42,24,2828,2369,187,206,45,32,2842,1888,152,144,30,28,2241,1192,106,72,28,26,1416,398,42,40,15,16,517,91,17,8,10,9,137,28,9,4,6,5,49,21608,1149,1324,371,306,24752,2601,20,18,41,38,2721,5093,86,115,42,74,5416,5476,244,246,54,82,6097,5399,464,344,70,73,6349,4905,543,382,68,59,5960,5100,623,Fairfield (C)
12870,130,0,4,0,3,138,222,3,3,0,0,231,214,8,16,0,4,249,199,16,15,6,3,244,176,22,26,4,4,233,198,30,36,8,0,274,215,36,28,14,8,303,230,38,36,12,9,327,235,37,40,13,11,333,185,24,37,21,9,270,73,18,25,7,3,128,19,13,18,16,3,72,5,4,12,13,3,33,2123,250,297,115,58,2835,136,0,0,3,5,143,151,0,0,0,3,157,138,0,11,3,4,150,153,7,11,4,0,174,141,8,13,9,0,179,161,11,23,16,3,221,209,17,16,11,3,257,228,7,13,12,3,257,203,10,19,11,6,252,122,12,27,11,0,171,38,9,10,7,3,73,19,8,3,4,0,34,7,0,11,3,0,17,1713,104,156,97,32,2093,273,0,5,3,8,287,376,3,4,0,3,389,349,7,23,8,9,398,356,28,21,10,3,421,319,30,39,14,4,417,363,44,Federation (A)
12900,121,0,0,3,4,127,190,0,3,0,10,195,157,3,15,0,7,182,130,11,23,0,3,162,135,20,30,7,3,187,108,20,27,8,0,168,108,20,44,12,3,188,122,24,54,15,6,216,136,21,55,6,0,217,74,22,57,20,0,173,44,11,18,19,3,92,21,7,22,6,4,54,7,0,21,23,3,53,1341,150,373,106,47,2018,96,0,0,0,0,96,131,0,3,0,0,134,174,0,3,0,0,178,164,3,11,3,0,184,145,3,13,9,3,172,154,5,21,4,4,192,171,13,17,7,3,201,188,10,20,4,3,233,149,3,29,8,3,192,90,10,24,15,4,136,21,3,19,12,0,55,5,0,3,12,0,24,3,4,16,11,0,29,1486,65,169,80,28,1839,215,0,0,4,9,226,318,0,7,0,8,329,333,6,17,3,10,361,288,17,33,5,3,343,276,20,35,10,3,356,261,25,Forbes (A)
12930,868,11,7,12,10,900,1722,31,38,15,14,1815,1914,138,118,21,18,2215,1893,245,154,24,11,2324,1503,314,204,24,16,2067,1488,342,213,31,22,2087,1324,430,228,34,15,2034,1347,358,291,44,15,2070,1118,343,263,31,34,1791,762,187,187,25,18,1182,341,150,139,29,5,666,93,72,68,11,3,243,46,51,29,21,4,146,14412,2667,1938,324,193,19538,1159,3,11,5,9,1192,1989,12,20,9,22,2051,2294,55,70,25,20,2457,2195,95,141,26,16,2469,2001,124,143,40,12,2310,2223,164,186,40,19,2631,2295,186,185,40,13,2722,2219,208,166,41,15,2647,1958,118,147,30,26,2271,1160,66,118,18,16,1379,478,48,48,17,10,608,141,23,24,4,3,199,36,11,14,13,3,78,20138,1113,1267,314,178,23010,2024,12,16,14,15,2088,3710,40,60,24,36,3867,4201,198,187,44,38,4668,4083,337,294,52,26,4797,3506,444,342,62,26,4376,3710,506,Georges River (A)
12950,25,0,0,3,0,33,56,0,3,0,0,66,60,0,21,0,0,82,37,0,9,5,0,50,30,0,29,3,0,67,38,3,25,0,0,62,48,5,15,9,6,86,44,13,26,9,6,94,50,9,26,7,0,95,29,4,31,6,0,80,22,3,21,11,0,55,3,3,9,7,0,27,3,6,23,11,0,41,450,53,240,78,12,832,32,0,0,0,5,36,48,0,0,3,0,49,50,3,3,0,0,59,54,0,3,0,0,54,47,5,5,3,0,63,48,0,9,3,3,71,50,6,11,0,0,78,64,5,16,9,0,98,78,5,7,5,3,101,45,3,21,4,0,73,14,3,10,9,0,30,5,0,11,4,0,28,3,0,4,3,0,15,537,29,109,51,15,738,54,0,0,7,3,62,107,0,8,3,3,117,104,3,20,0,0,139,91,0,13,5,0,105,81,7,32,9,0,127,84,3,Gilgandra (A)
13010,82,0,0,0,3,89,93,0,8,4,3,109,88,0,10,0,0,97,89,4,11,5,0,116,91,7,19,5,3,132,87,11,21,4,4,124,101,10,28,10,3,149,92,13,37,12,7,162,128,16,59,16,4,222,72,13,29,19,10,139,37,5,31,12,8,95,5,5,35,19,0,64,9,5,17,20,3,55,979,102,304,120,44,1554,91,0,0,0,3,97,110,0,0,0,0,116,91,0,5,0,3,101,81,6,14,5,0,102,118,0,8,11,3,140,127,12,12,3,6,151,148,5,25,3,0,181,130,8,22,17,3,179,131,12,19,18,0,175,90,4,18,15,5,124,31,10,20,17,0,74,12,0,15,8,3,39,10,0,4,10,0,27,1159,50,157,106,30,1506,174,0,0,0,11,183,203,0,6,4,4,219,182,0,18,0,3,204,170,11,27,8,0,219,206,8,27,14,6,268,206,16,Glen Innes Severn (A)
13310,372,0,0,0,6,379,511,9,19,3,3,540,459,29,34,0,4,520,460,34,35,3,6,545,452,41,44,4,0,541,463,46,55,4,8,583,499,47,71,3,5,625,491,69,81,8,8,653,446,60,61,21,11,597,300,47,56,10,10,418,132,29,47,17,8,231,34,22,29,12,4,99,16,5,19,16,0,66,4634,425,550,109,71,5787,387,0,0,0,15,402,441,3,3,0,3,452,505,9,16,5,3,542,508,15,22,8,3,554,476,14,29,7,0,530,536,21,42,8,3,615,608,24,39,3,8,681,624,23,53,17,6,729,528,24,34,17,6,607,345,21,28,7,7,408,104,17,13,18,3,158,34,7,12,11,3,69,13,0,5,7,0,34,5114,177,301,118,60,5770,758,0,0,4,16,781,952,6,23,3,4,992,966,34,50,11,11,1060,967,48,61,14,10,1095,926,57,68,10,3,1065,999,72,Goulburn Mulwaree (A)
13340,88,0,0,10,0,94,104,0,3,3,3,116,112,3,11,3,0,134,123,6,19,5,0,159,75,24,27,3,3,132,91,25,25,11,3,154,93,32,48,6,6,184,125,32,57,16,3,230,110,43,52,13,0,227,76,24,56,17,7,176,25,19,41,25,4,111,20,5,19,20,5,73,8,9,19,23,0,64,1055,222,378,168,38,1864,80,0,0,4,3,86,70,0,0,0,0,75,83,0,6,0,3,93,96,5,6,4,0,113,79,12,20,6,0,114,95,6,23,5,3,134,118,11,21,20,5,172,131,15,31,8,3,191,116,16,33,20,0,183,80,18,25,19,0,133,35,10,20,8,3,76,12,3,7,20,0,42,3,3,11,13,0,29,990,103,201,132,25,1450,167,0,0,10,3,182,177,3,6,5,3,193,199,3,16,6,3,231,215,11,27,15,0,276,150,30,45,11,3,244,185,34,Greater Hume Shire (A)
13450,416,3,0,3,7,428,546,4,11,7,6,575,632,15,30,4,6,689,563,47,48,10,11,678,476,62,57,10,13,625,475,80,48,17,7,622,486,93,50,13,11,655,456,87,72,32,11,663,419,85,80,26,16,625,313,65,55,23,4,452,117,32,51,23,10,235,43,15,20,22,3,108,12,11,19,20,3,61,4956,609,534,213,99,6401,388,0,3,4,8,407,494,0,7,3,7,512,640,8,18,4,3,668,517,17,30,9,3,576,458,21,38,10,0,532,528,26,34,7,4,592,576,32,25,11,9,650,526,39,49,10,10,634,451,42,28,13,3,534,283,34,39,13,8,381,96,12,23,24,3,156,29,10,9,7,0,57,6,6,7,11,0,32,4998,231,305,131,62,5728,805,6,4,6,15,837,1044,4,16,11,12,1090,1275,24,42,10,6,1357,1080,60,76,18,18,1247,940,89,91,20,14,1152,999,100,Griffith (C)
13510,104,0,0,0,3,111,165,0,3,0,0,174,136,7,17,0,4,157,138,14,22,4,3,175,146,20,15,3,3,187,142,21,24,3,9,194,141,23,42,7,4,221,174,24,51,12,4,268,171,23,38,12,0,250,129,24,38,8,5,203,52,11,19,10,7,104,15,4,20,14,0,59,11,0,23,21,4,56,1527,169,302,108,45,2159,130,0,0,4,3,134,130,0,6,3,0,141,131,0,10,0,0,141,140,6,10,9,0,171,159,15,16,7,3,190,173,17,14,3,3,211,184,9,19,4,0,218,204,10,22,8,4,250,187,10,15,12,3,230,131,11,22,3,0,164,39,7,16,12,5,72,4,0,8,8,3,33,3,0,12,10,0,26,1609,79,162,90,31,1973,232,0,0,4,7,246,292,0,7,3,3,309,264,8,22,0,0,295,278,18,34,8,3,345,307,30,33,10,3,385,318,37,Gundagai (A)
13550,155,0,0,0,14,169,204,0,7,0,0,211,204,9,9,0,4,223,193,17,14,0,3,224,186,22,18,4,4,232,163,29,32,4,8,239,168,17,24,6,4,219,168,35,41,16,0,262,185,27,56,19,8,295,130,42,50,16,8,241,53,13,22,19,3,113,12,6,10,13,0,52,5,9,9,19,0,44,1823,236,289,125,57,2530,155,0,0,0,3,159,192,0,0,0,0,200,194,4,11,0,3,220,199,17,16,3,4,241,186,12,23,3,4,233,182,14,26,5,4,230,212,7,33,10,3,265,183,7,27,12,3,239,189,17,27,10,3,247,121,13,17,19,3,179,36,9,16,10,0,73,10,0,3,15,0,32,3,3,8,7,6,25,1870,105,214,106,43,2333,309,0,0,0,13,325,400,0,8,5,0,410,401,15,20,3,7,443,389,30,32,5,4,465,379,37,34,7,5,466,346,43,Gunnedah (A)
13660,32,3,0,0,0,35,61,3,0,0,0,65,69,3,5,0,0,78,47,5,16,4,0,63,58,6,13,3,0,79,59,12,16,13,0,93,58,11,33,12,0,114,62,14,33,20,0,128,58,12,33,16,0,114,37,3,22,16,0,91,20,6,26,15,3,70,4,3,16,22,0,49,3,3,8,14,3,38,564,91,222,134,14,1029,29,0,0,0,0,34,40,0,0,0,0,47,43,0,6,3,0,53,43,0,10,11,0,59,51,0,7,3,0,68,54,3,13,15,0,83,69,12,18,9,0,104,66,6,18,18,3,115,46,3,21,17,0,85,42,3,15,14,3,69,15,4,13,18,0,40,4,0,5,12,0,30,0,0,0,10,0,20,504,34,116,124,15,799,66,3,3,3,3,76,99,3,0,0,3,109,115,3,9,3,0,126,84,5,22,14,0,128,107,7,24,8,0,144,110,13,Gwydir (A)
13800,877,8,3,7,9,900,1238,29,46,6,19,1333,1197,70,89,4,14,1387,1008,114,99,5,7,1241,867,149,138,8,11,1175,889,215,146,13,8,1272,875,236,163,20,17,1309,856,201,158,19,14,1244,833,157,160,28,13,1200,477,164,130,13,5,792,231,86,76,27,9,426,74,40,39,17,0,179,35,27,24,13,3,103,9464,1494,1264,196,139,12553,885,3,12,7,8,917,1108,10,27,10,3,1161,922,23,62,10,8,1034,868,36,71,27,8,1014,870,61,82,29,13,1059,1063,108,114,36,11,1329,1081,134,125,27,10,1377,1064,99,136,40,15,1359,936,84,87,22,13,1143,525,58,77,22,11,690,206,45,28,28,4,319,60,14,12,7,6,96,16,5,11,14,0,49,9608,689,851,281,111,11537,1766,5,15,16,19,1819,2348,37,73,16,25,2496,2122,91,153,20,27,2414,1876,152,172,31,22,2250,1739,211,216,32,25,2230,1954,319,Hawkesbury (C)
13850,44,0,0,0,0,44,58,0,3,0,0,64,50,3,4,0,0,57,40,0,4,5,3,55,31,7,0,0,0,42,34,6,10,0,0,52,39,9,13,0,0,69,69,15,14,3,3,98,50,8,16,5,6,83,32,6,15,13,0,63,20,4,6,4,3,35,9,3,3,0,0,15,0,3,3,7,0,11,480,66,97,43,13,696,39,0,0,0,0,35,41,3,3,0,0,48,36,0,3,0,0,40,35,3,5,0,0,48,40,0,0,0,0,44,42,8,5,5,0,57,40,3,12,4,0,62,70,7,14,6,0,93,56,6,9,5,3,77,28,3,7,4,0,47,16,5,3,3,0,26,0,0,0,3,0,8,0,0,0,4,0,7,446,35,65,39,12,594,78,0,0,0,0,78,95,4,4,0,0,107,85,3,9,0,0,93,79,3,13,3,0,102,74,6,5,3,0,87,84,10,Hay (A)
16380,773,0,5,4,19,804,904,4,38,3,16,965,960,30,82,10,13,1088,929,79,99,11,13,1132,931,116,143,12,20,1223,1061,152,214,13,14,1458,1118,169,219,17,16,1538,1117,182,225,28,18,1568,1016,173,263,31,19,1497,622,134,240,52,22,1062,239,95,126,48,3,507,67,41,77,21,6,214,39,19,33,31,11,127,9778,1186,1757,282,175,13182,972,0,3,3,15,993,906,7,15,6,4,934,1014,17,43,11,6,1087,972,44,99,21,11,1146,1079,64,106,16,11,1274,1397,78,157,29,20,1683,1584,96,148,33,16,1877,1533,114,159,37,20,1863,1486,79,169,40,21,1794,838,53,122,48,10,1071,262,34,53,27,10,387,78,13,34,23,3,149,19,3,17,14,5,58,12137,598,1129,309,156,14328,1739,0,9,7,35,1794,1817,10,50,10,18,1904,1975,42,116,23,13,2177,1906,126,200,28,24,2285,2016,174,253,25,26,2493,2453,225,Port Macquarie-Hastings (A)
16400,767,3,3,3,7,785,1302,12,28,3,12,1360,1618,28,39,9,10,1703,1456,54,73,3,8,1600,1317,84,80,11,14,1497,1414,141,110,9,15,1681,1410,135,97,12,13,1673,1364,155,139,15,15,1692,1179,141,144,20,10,1493,658,128,105,25,8,932,210,71,72,17,5,384,53,31,32,17,3,152,42,17,19,20,8,103,12789,1001,948,179,137,15059,869,3,4,4,11,889,930,3,24,0,9,969,908,11,25,3,10,958,884,26,78,11,11,1002,878,42,89,21,7,1028,1050,77,117,17,7,1265,1046,71,122,28,8,1280,1032,77,83,20,7,1221,800,78,105,19,14,1019,495,54,90,24,9,663,159,23,36,18,5,245,40,20,26,11,3,100,11,7,4,4,7,39,9091,482,803,187,102,10669,1628,5,11,11,20,1673,2228,14,49,7,20,2324,2526,36,68,13,12,2657,2338,82,150,14,15,2600,2196,118,167,31,20,2530,2458,218,Port Stephens (A)
16490,532,4,0,3,6,543,791,14,24,0,7,833,894,53,43,7,3,1002,794,85,59,4,9,950,624,101,54,4,7,795,668,149,63,8,3,893,638,142,111,9,10,908,550,138,96,13,15,815,472,125,84,26,8,719,305,96,93,26,11,526,141,51,63,30,7,296,38,26,35,25,0,128,17,14,33,26,3,97,6472,996,772,184,84,8501,487,0,3,4,0,506,510,0,8,3,3,526,548,5,22,3,0,573,478,24,41,10,5,556,470,37,48,17,6,578,567,50,55,17,5,691,566,71,83,22,12,759,549,58,72,11,9,694,468,42,65,28,5,608,312,29,51,21,3,423,101,18,35,23,5,183,29,8,14,17,5,77,7,3,10,13,3,36,5100,353,506,185,61,6206,1019,3,5,14,6,1049,1303,16,29,3,5,1357,1438,62,65,5,3,1574,1271,112,103,16,11,1510,1103,132,100,20,15,1369,1240,199,Queanbeyan-Palerang Regional (A)
16550,618,4,5,4,11,640,1876,18,63,17,15,1984,2470,118,112,17,21,2738,2358,187,193,14,17,2767,2088,280,202,15,14,2600,1923,295,209,14,24,2471,1731,304,230,23,25,2307,1651,332,249,24,28,2282,1454,239,225,22,23,1968,1011,181,200,21,12,1426,500,95,126,17,4,748,215,50,55,11,4,326,73,29,34,11,0,148,17966,2132,1908,205,201,22421,634,3,8,3,8,664,2104,11,44,12,20,2183,2905,40,92,17,18,3068,2881,86,146,18,9,3134,2402,141,210,33,11,2791,2137,174,224,26,21,2580,2073,159,224,37,13,2512,1895,138,195,27,21,2278,1709,108,140,23,17,1993,1159,59,108,23,8,1354,540,40,54,12,19,661,174,23,27,7,9,238,60,9,17,11,6,107,20675,987,1486,234,182,23565,1252,5,17,10,21,1303,3980,30,105,27,34,4169,5378,159,198,32,38,5805,5238,273,341,33,23,5905,4492,417,417,48,25,5395,4062,465,Randwick (C)
16610,230,0,0,4,6,238,293,0,11,0,5,313,268,5,15,4,4,296,241,8,21,3,9,280,261,21,28,0,0,318,303,25,33,7,7,376,325,21,43,11,13,415,317,20,69,8,13,431,342,25,73,14,7,460,262,30,64,18,3,380,74,13,32,26,7,144,17,11,26,17,0,71,8,3,22,15,4,54,2945,196,438,136,77,3793,236,0,0,0,3,235,218,0,8,3,0,227,192,4,16,5,3,220,214,8,13,7,5,248,234,17,22,3,11,280,281,4,26,10,3,330,324,14,32,0,3,370,332,5,41,13,3,396,298,16,28,12,4,355,238,6,34,10,5,293,80,7,18,13,9,128,13,0,11,11,4,34,3,0,8,13,4,30,2660,87,258,90,49,3139,466,0,0,4,9,476,509,3,10,3,6,536,464,8,35,8,7,517,454,17,36,7,10,527,499,36,46,3,11,604,587,31,Richmond Valley (A)
16650,557,0,3,3,3,569,1238,17,34,4,16,1308,1355,101,105,14,18,1584,1461,167,140,14,18,1800,1198,196,167,16,19,1596,1224,214,161,19,10,1623,1166,244,165,11,19,1610,1084,217,168,13,20,1501,945,159,167,14,17,1302,620,114,130,14,9,884,272,70,93,20,4,461,74,29,28,16,9,152,25,23,27,8,3,79,11218,1540,1392,168,167,14486,497,5,3,3,6,514,1165,6,23,7,15,1221,1368,30,54,14,3,1468,1227,64,75,21,7,1388,1073,60,81,18,13,1241,1119,80,112,28,14,1358,1143,80,106,18,13,1355,1079,64,97,20,13,1276,887,60,74,24,11,1048,597,42,56,4,10,713,246,23,31,16,9,320,66,6,7,4,9,95,15,3,5,8,3,38,10488,530,719,180,121,12041,1058,4,9,9,12,1084,2407,27,57,13,30,2524,2721,124,161,25,19,3055,2681,232,217,31,29,3195,2270,254,245,35,30,2839,2348,294,Rockdale (C)
16700,1167,3,12,0,14,1198,3304,24,57,10,18,3414,4389,138,117,25,36,4712,5777,227,162,25,37,6229,5980,318,141,28,25,6491,5530,374,220,27,29,6179,4573,415,219,27,30,5262,3950,431,258,37,18,4697,2877,331,220,21,28,3477,1772,217,167,29,21,2204,690,134,119,6,14,965,213,49,42,16,3,316,88,30,36,13,8,175,40314,2690,1771,273,280,45316,1491,0,6,4,17,1519,3660,12,35,8,32,3743,4454,43,78,13,12,4606,5104,100,130,30,20,5383,4572,110,153,36,20,4885,4411,174,183,45,11,4822,3911,185,184,37,20,4339,3396,176,160,28,20,3785,2793,124,140,27,26,3103,1625,77,84,21,14,1818,643,45,43,15,16,756,179,8,14,6,7,218,64,5,13,0,11,102,36303,1057,1231,286,211,39091,2659,4,25,10,25,2717,6970,31,87,18,48,7163,8846,186,198,38,46,9317,10872,331,291,56,56,11607,10547,428,295,67,43,11374,9944,547,Ryde (C)
16900,688,3,6,8,14,711,896,7,29,3,12,950,658,44,44,5,5,761,611,85,76,9,13,789,601,91,89,4,5,793,581,102,87,5,8,788,592,131,95,10,11,835,506,107,108,13,11,750,488,79,87,17,4,674,283,74,73,15,5,455,94,38,31,3,7,176,27,11,13,11,3,69,14,14,4,4,4,35,6043,782,742,108,106,7781,837,3,3,8,7,859,1012,4,23,3,16,1055,799,17,53,6,5,882,814,35,89,12,10,954,803,40,114,16,7,981,990,40,99,20,5,1150,978,58,70,11,7,1129,925,40,90,16,9,1090,806,41,45,10,8,910,421,17,41,12,3,500,97,17,11,8,3,134,27,9,3,7,3,48,13,0,0,4,7,20,8525,325,632,136,93,9711,1521,6,8,11,23,1574,1914,13,52,9,30,2008,1465,58,95,11,17,1640,1424,118,163,22,19,1746,1402,133,205,20,13,1774,1565,140,Shellharbour (C)
16950,974,0,11,7,22,1016,1463,16,34,6,18,1541,1392,55,131,0,24,1601,1309,88,139,7,18,1566,1181,145,186,14,18,1543,1252,202,226,29,22,1729,1289,173,233,21,17,1739,1340,179,325,30,24,1892,1292,219,293,39,21,1861,789,159,249,45,21,1267,295,89,148,36,17,591,92,43,70,33,14,251,35,28,39,28,12,135,12707,1414,2074,296,246,16732,1173,0,6,6,27,1203,1310,10,17,6,14,1362,1278,18,64,16,23,1399,1265,60,104,23,21,1474,1222,80,144,28,7,1485,1489,114,167,36,17,1822,1629,118,187,43,33,2008,1718,108,212,46,22,2106,1668,128,189,56,25,2066,987,66,158,47,25,1282,329,41,83,40,13,514,59,14,39,27,6,145,17,11,16,12,12,74,14133,772,1407,381,236,16932,2147,0,14,13,41,2223,2771,25,56,16,29,2901,2665,75,198,25,42,3002,2573,144,241,30,44,3036,2406,225,327,43,30,3030,2738,313,Shoalhaven (C)
17000,489,0,3,3,3,495,883,3,6,0,17,907,1150,18,15,0,11,1195,1332,34,21,3,6,1395,1308,47,18,7,7,1381,1162,49,25,4,11,1257,1074,58,36,6,8,1183,973,53,44,8,20,1094,799,55,47,9,4,911,420,38,41,19,3,516,108,31,38,24,7,203,23,8,30,23,0,77,13,7,13,13,3,49,9721,402,328,114,101,10666,340,0,3,0,3,343,424,4,9,5,3,436,477,3,12,3,0,496,502,17,24,3,4,558,457,22,20,8,3,515,551,29,27,15,5,627,495,28,33,10,10,569,451,24,22,11,9,521,349,24,28,11,0,415,159,13,24,17,3,207,55,7,15,21,5,102,15,4,12,10,0,36,3,0,6,11,0,18,4275,169,244,126,46,4855,826,0,4,3,6,838,1300,6,13,6,19,1344,1620,27,30,8,13,1697,1835,50,43,5,12,1952,1764,74,37,13,14,1897,1711,76,Singleton (A)
17040,311,0,0,3,3,321,578,5,13,5,9,605,517,7,20,4,3,548,343,12,48,5,3,417,262,34,33,11,4,344,345,47,64,14,4,476,332,56,86,10,8,488,349,61,90,17,5,522,323,72,92,24,11,522,225,50,80,28,10,392,81,28,64,23,5,206,23,17,42,31,3,125,14,9,35,40,6,98,3702,398,669,210,72,5053,312,3,0,0,3,321,523,7,3,4,3,544,446,3,16,11,4,479,341,15,16,7,3,386,291,22,43,11,3,372,356,37,52,18,3,463,408,44,55,26,0,534,432,48,56,20,3,558,346,29,53,20,3,449,203,25,59,13,4,300,98,21,29,22,8,170,30,7,19,28,3,92,10,0,11,11,8,40,3804,265,409,187,51,4709,622,3,3,3,7,644,1106,8,15,9,13,1150,961,13,32,11,7,1028,688,34,58,6,7,797,552,59,73,20,3,714,703,84,Snowy Monaro Regional (A)
17080,138,0,0,3,4,151,199,3,0,3,5,206,237,4,14,0,4,261,249,11,18,3,7,294,233,20,22,3,7,275,261,28,30,11,7,335,251,20,35,10,9,326,307,40,43,13,11,407,302,22,61,14,3,406,183,27,69,17,7,307,56,17,57,15,5,151,23,9,28,19,0,82,10,7,27,27,3,70,2450,214,399,142,67,3278,135,0,3,4,3,148,163,0,11,4,9,182,172,0,10,3,3,189,202,11,16,6,3,231,193,11,19,4,3,234,245,22,21,4,10,296,256,13,22,9,9,316,268,11,19,11,7,319,255,22,29,19,3,325,150,13,36,15,3,214,48,9,28,19,4,110,11,3,13,14,0,40,5,4,3,8,0,20,2105,111,231,110,56,2611,275,0,3,10,11,296,359,3,11,6,7,391,410,4,24,3,7,446,450,22,31,10,6,526,424,31,40,10,5,513,503,52,Snowy Valleys (A)
17420,1869,3,17,12,12,1918,3047,45,76,9,30,3208,3045,159,136,10,30,3379,3076,307,181,26,27,3620,2751,501,216,31,10,3515,2594,643,275,48,28,3590,2180,610,290,27,23,3132,1965,639,315,45,20,2980,1544,494,292,45,25,2397,1034,410,228,41,19,1726,458,290,189,26,16,976,164,123,82,27,10,409,68,52,41,28,4,194,23805,4273,2336,374,257,31046,2572,7,22,8,11,2624,3430,15,60,3,20,3534,2961,56,101,10,26,3150,2993,162,144,44,16,3369,2993,244,251,60,22,3574,3225,366,283,85,10,3979,3153,340,255,55,23,3824,2701,320,229,52,28,3328,2149,227,174,50,25,2627,1330,159,134,48,9,1679,575,100,93,31,12,810,135,51,34,26,3,249,35,16,20,11,4,87,28261,2064,1804,493,206,32820,4443,9,46,19,21,4540,6479,63,130,16,51,6736,6004,216,233,22,52,6528,6073,475,329,71,40,6993,5745,743,465,91,36,7086,5827,1014,The Hills Shire (A)
