LGA_MAIN11,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings,LGA_NAME11
23350,224,1634,2174,922,498,5452,163,5615,Indigo (S)
23430,4134,19497,20514,5312,2367,51824,1620,53444,Kingston (C)
23670,2212,14849,22283,7519,4008,50871,1183,52054,Knox (C)
23810,2448,9976,9785,3179,1482,26870,1078,27948,Latrobe (C)
23940,162,903,1063,434,364,2926,111,3037,Loddon (S)
24130,453,3649,6146,2484,1462,14194,326,14520,Macedon Ranges (S)
24210,1531,10783,16835,5592,3106,37847,776,38623,Manningham (C)
24250,113,993,1156,384,253,2899,87,2986,Mansfield (S)
24330,4068,11411,7777,1699,556,25511,936,26447,Maribyrnong (C)
24410,2296,13183,15253,4424,2301,37457,929,38386,Maroondah (C)
24600,16020,16348,5472,818,244,38902,1072,39974,Melbourne (C)
24650,1425,10036,15490,4656,2327,33934,1042,34976,Melton (S)
24780,1601,6500,6979,2245,1076,18401,848,19249,Mildura (RC)
24850,520,3387,4635,1750,1137,11429,387,11816,Mitchell (S)
24900,637,3626,3875,1439,784,10361,389,10750,Moira (S)
24970,4501,20357,23469,6718,2854,57899,1479,59378,Monash (C)
25060,4711,14965,14052,3826,1687,39241,1317,40558,Moonee Valley (C)
25150,443,2726,4011,1557,1021,9758,320,10078,Moorabool (S)
25250,8124,23944,16141,4048,1595,53852,1992,55844,Moreland (C)
25340,2726,18280,22033,6251,3062,52352,1798,54150,Mornington Peninsula (S)
25430,428,2569,2487,851,537,6872,227,7099,Mount Alexander (S)
25490,219,1604,2219,927,684,5653,151,5804,Moyne (S)
25620,174,1478,1945,802,452,4851,182,5033,Murrindindi (S)
25710,421,3887,8749,3465,2547,19069,294,19363,Nillumbik (S)
25810,370,1541,1742,589,331,4573,196,4769,Northern Grampians (S)
25900,7749,21086,10217,1486,461,40999,1070,42069,Port Phillip (C)
25990,106,754,1007,418,291,2576,109,2685,Pyrenees (S)
26080,63,538,452,100,27,1180,37,1217,Queenscliffe (B)
26170,390,3298,4096,1525,829,10138,314,10452,South Gippsland (S)
26260,437,2108,2265,920,599,6329,206,6535,Southern Grampians (S)
26350,6187,16826,11578,2506,997,38094,1009,39103,Stonnington (C)
26430,167,1217,1445,550,303,3682,168,3850,Strathbogie (S)
26490,270,2530,4106,1269,650,8825,232,9057,Surf Coast (S)
26610,615,2387,2748,934,522,7206,359,7565,Swan Hill (RC)
26670,106,678,857,353,248,2242,83,2325,Towong (S)
26700,688,3538,3949,1369,698,10242,390,10632,Wangaratta (RC)
26730,844,4300,4690,1253,549,11636,379,12015,Warrnambool (C)
26810,943,5219,5726,2122,1120,15130,535,15665,Wellington (S)
26890,80,494,628,280,219,1701,56,1757,West Wimmera (S)
26980,4785,20663,21070,5303,2232,54053,1420,55473,Whitehorse (C)
27070,2604,14653,20777,7080,3611,48725,1496,50221,Whittlesea (C)
27170,882,4554,5268,1539,572,12815,406,13221,Wodonga (RC)
27260,2419,17462,22620,6240,2721,51462,1340,52802,Wyndham (C)
27350,6606,14620,7158,1268,328,29980,982,30962,Yarra (C)
27450,1920,13837,21014,7739,4959,49469,1211,50680,Yarra Ranges (S)
27630,174,946,930,410,270,2730,123,2853,Yarriambiack (S)
29399,25,60,24,7,11,127,3,130,Unincorporated Vic
30250,153,54,5,0,3,215,6,221,Aurukun (S)
30300,97,459,593,258,149,1556,65,1621,Balonne (S)
30370,256,1460,1886,849,528,4979,181,5160,Banana (S)
30410,76,346,376,171,151,1120,80,1200,Barcaldine (R)
30450,7,30,41,25,20,123,10,133,Barcoo (S)
30760,75,294,252,113,92,826,39,865,Blackall Tambo (R)
50280,146,1391,1718,611,242,4108,101,4209,Augusta-Margaret River (S)
50350,489,2092,2016,611,337,5545,168,5713,Bassendean (T)
50420,2086,9265,8554,2504,1173,23582,763,24345,Bayswater (C)
50490,1272,5191,4694,1410,571,13138,553,13691,Belmont (C)
22750,5880,28925,30443,8750,4012,78010,2517,80527,Greater Geelong (C)
51820,1648,9369,13356,4403,2242,31018,822,31840,Cockburn (C)
51890,187,934,1249,462,316,3148,129,3277,Collie (S)
36710,6526,44011,44849,12820,5367,113573,3138,116711,Sunshine Coast (R)
51400,85,1104,2164,791,422,4566,89,4655,Capel (S)
51470,10,69,82,30,23,214,8,222,Carnamah (S)
51540,177,631,621,254,130,1813,137,1950,Carnarvon (S)
52240,12,108,147,67,57,391,21,412,Cranbrook (S)
34800,20,90,87,33,55,285,15,300,McKinlay (S)
53080,35,148,100,25,18,326,31,357,Dundas (S)
53220,160,566,589,201,114,1630,62,1692,East Pilbara (S)
53290,241,1382,1842,713,388,4566,167,4733,Esperance (S)
53360,26,290,344,131,61,852,20,872,Exmouth (S)
53430,1280,4430,3664,923,338,10635,388,11023,Fremantle (C)
53920,292,261,97,36,22,708,22,730,Halls Creek (S)
54410,37,118,156,48,58,417,21,438,Kellerberrin (S)
54480,3,38,86,33,43,203,4,207,Kent (S)
54550,40,189,274,122,96,721,28,749,Kojonup (S)
55110,1577,10129,9715,2946,1286,25653,806,26459,Mandurah (C)
56580,350,1985,3009,1005,521,6870,153,7023,Nedlands (C)
40250,219,208,72,15,7,521,8,529,Anangu Pitjantjatjara (AC)
41140,158,1035,1317,507,312,3329,71,3400,Clare and Gilbert Valleys (DC)
55880,3,46,66,26,45,186,3,189,Mount Marshall (S)
41560,336,2094,1854,623,282,5189,167,5356,Copper Coast (DC)
47910,50,342,400,130,89,1011,37,1048,Tumby Bay (DC)
56230,144,1587,1965,802,518,5016,162,5178,Murray (S)
56300,21,166,201,75,42,505,13,518,Nannup (S)
57140,20,139,160,60,53,432,18,450,Pingelly (S)
57210,80,490,679,314,190,1753,52,1805,Plantagenet (S)
57280,224,876,1415,630,349,3494,221,3715,Port Hedland (T)
57350,16,151,131,66,50,414,6,420,Quairading (S)
57420,20,221,284,93,61,679,37,716,Ravensthorpe (S)
48830,215,1691,1657,565,371,4499,119,4618,Yorke Peninsula (DC)
56790,66,405,475,190,90,1226,43,1269,Northampton (S)
56860,0,24,31,15,14,84,3,87,Nungarin (S)
65810,311,2496,3324,1243,705,8079,182,8261,West Tamar (M)
69399,0,0,0,0,0,0,0,0,
69499,0,0,0,0,0,0,0,0,
57700,97,1028,2229,1209,979,5542,100,5642,Serpentine-Jarrahdale (S)
57770,28,129,122,37,26,342,8,350,Shark Bay (S)
57840,1226,6540,5868,1598,644,15876,380,16256,South Perth (C)
57910,6017,29430,28265,7874,3513,75099,2220,77319,Stirling (C)
57980,962,3460,2206,492,156,7276,184,7460,Subiaco (C)
58050,1723,10301,14858,5478,3130,35490,1052,36542,Swan (C)
58190,8,46,44,30,16,144,3,147,Tammin (S)
58260,15,71,103,24,24,237,11,248,Three Springs (S)
73600,414,341,149,41,33,978,97,1075,Roper Gulf (S)
74050,367,128,33,5,3,536,23,559,Tiwi Islands (S)
79399,221,1039,656,174,59,2149,78,2227,Unincorporated NT
58510,1552,5451,4157,1064,393,12617,471,13088,Victoria Park (T)
62210,219,891,903,322,159,2494,109,2603,George Town (M)
58610,43,231,246,96,88,704,23,727,Wagin (S)
58680,0,25,66,30,36,157,9,166,Wandering (S)
58760,1757,14653,21649,7152,3502,48713,1164,49877,Wanneroo (C)
58820,55,392,513,201,142,1303,39,1342,Waroona (S)
58890,5,77,126,73,63,344,8,352,West Arthur (S)
79499,0,0,0,0,0,0,0,0,
89399,7978,47517,50279,14539,6565,126878,2547,129425,Unincorporated ACT
89499,0,0,0,0,0,0,0,0,
99399,55,256,213,84,45,653,40,693,Unincorp. Other Territories
99499,0,0,0,0,0,0,0,0,
18350,833,6065,6387,1891,1022,16198,493,16691,Wingecarribee (A)
18400,463,3249,5553,2487,1774,13526,425,13951,Wollondilly (A)
18450,8201,26783,24315,6968,3090,69357,2408,71765,Wollongong (C)
18500,3074,9159,5867,1223,523,19846,618,20464,Woollahra (A)
18550,4544,22070,18995,5548,2555,53712,2198,55910,Wyong (A)
17900,342,929,679,217,149,2316,174,2490,Walgett (A)
17950,94,333,365,157,95,1044,56,1100,Warren (A)
18000,3981,18856,19491,4839,2245,49412,1225,50637,Warringah (A)
59250,31,46,18,7,7,109,3,112,Wiluna (S)
59320,3,32,49,27,42,153,4,157,Woodanilling (S)
59330,17,73,78,23,20,211,9,220,Wyalkatchem (S)
59340,321,762,685,234,148,2150,114,2264,Wyndham-East Kimberley (S)
59350,6,14,14,3,14,51,6,57,Yalgoo (S)
59399,0,0,0,0,0,0,0,0,
11250,820,3148,2249,630,221,7068,367,7435,Broken Hill (C)
70540,18,12,0,0,0,30,6,36,Belyuen (S)
13320,1010,6675,4492,1130,451,13758,548,14306,Great Lakes (A)
13340,136,1043,1364,611,319,3473,138,3611,Greater Hume Shire (A)
13380,1419,7120,6410,1786,787,17522,638,18160,Greater Taree (C)
13450,654,2619,3235,1022,563,8093,361,8454,Griffith (C)
13500,78,432,562,186,105,1363,41,1404,Gundagai (A)
13550,344,1497,1632,577,286,4336,154,4490,Gunnedah (A)
10050,1732,7067,6639,1790,737,17965,652,18617,Albury (C)
10110,779,3415,2887,851,378,8310,278,8588,Armidale Dumaresq (A)
12050,287,1375,1399,431,226,3718,110,3828,Cooma-Monaro (A)
12150,182,500,501,174,111,1468,68,1536,Coonamble (A)
12200,272,1161,984,295,137,2849,106,2955,Cootamundra (A)
12300,251,1669,1683,450,181,4234,175,4409,Corowa Shire (A)
12350,386,1681,1629,565,269,4530,211,4741,Cowra (A)
18050,5016,11341,6230,1088,367,24042,829,24871,Waverley (A)
18100,96,499,511,203,136,1445,55,1500,Weddin (A)
18150,353,1072,1012,342,163,2942,122,3064,Wellington (A)
18200,197,718,954,333,143,2345,118,2463,Wentworth (A)
18250,3393,11250,7535,1501,541,24220,481,24701,Willoughby (C)
10150,3140,7329,3450,666,262,14847,447,15294,Ashfield (A)
10200,3161,9392,6492,1538,582,21165,915,22080,Auburn (C)
10250,1171,6116,5731,1531,595,15144,451,15595,Ballina (A)
10300,73,238,314,109,62,796,33,829,Balranald (A)
10350,6319,20613,19118,6039,2900,54989,2249,57238,Bankstown (C)
10470,1033,4653,4999,1672,845,13202,454,13656,Bathurst Regional (A)
10550,666,4937,4819,1307,522,12251,423,12674,Bega Valley (A)
10600,293,2062,1803,505,194,4857,150,5007,Bellingen (A)
10650,192,1225,1158,353,169,3097,147,3244,Berrigan (A)
10750,8518,33074,34435,10201,4313,90541,3116,93657,Blacktown (C)
10800,141,720,817,329,175,2182,80,2262,Bland (A)
10850,129,782,950,384,222,2467,82,2549,Blayney (A)
10900,2260,10890,10094,2876,1272,27392,639,28031,Blue Mountains (C)
10950,94,347,346,132,68,987,61,1048,Bogan (A)
11000,74,329,374,145,52,974,30,1004,Bombala (A)
11050,44,328,349,128,82,931,35,966,Boorowa (A)
11100,2426,5942,3992,871,341,13572,548,14120,Botany Bay (C)
11150,127,328,277,87,57,876,62,938,Bourke (A)
11200,134,211,130,41,36,552,20,572,Brewarrina (A)
17800,72,473,581,207,107,1440,73,1513,Wakool (A)
17850,73,364,463,188,86,1174,43,1217,Walcha (A)
11300,2177,4371,2779,745,303,10375,352,10727,Burwood (A)
11350,550,4504,4159,1121,458,10792,405,11197,Byron (A)
11400,217,1226,1946,752,443,4584,120,4704,Cabonne (A)
11450,599,4388,8275,2712,1510,17484,390,17874,Camden (A)
11500,4438,17546,15891,5311,2519,45705,1583,47288,Campbelltown (C)
11520,2820,11859,9765,2124,808,27376,643,28019,Canada Bay (A)
11550,7131,19291,12716,3369,1467,43974,1953,45927,Canterbury (C)
11600,50,283,357,156,95,941,43,984,Carrathool (A)
11700,104,274,193,73,48,692,45,737,Central Darling (A)
11720,1171,6149,6801,2207,1247,17575,653,18228,Cessnock (C)
11730,1444,7834,6605,1909,790,18582,675,19257,Clarence Valley (A)
11750,135,647,609,182,86,1659,63,1722,Cobar (A)
11800,2093,10447,9105,2501,1028,25174,903,26077,Coffs Harbour (C)
11860,7,105,235,116,70,533,16,549,Conargo (A)
12000,79,465,577,205,119,1445,44,1489,Coolamon (A)
12500,290,1073,1054,257,90,2764,149,2913,Deniliquin (A)
12600,1098,4951,5161,1604,751,13565,474,14039,Dubbo (C)
12700,143,909,1208,495,269,3024,89,3113,Dungog (A)
12750,885,6233,4905,1302,492,13817,518,14335,Eurobodalla (A)
12850,6710,18918,17632,6702,3441,53403,2434,55837,Fairfield (C)
12900,258,1225,1327,401,197,3408,155,3563,Forbes (A)
12950,119,540,566,218,137,1580,71,1651,Gilgandra (A)
13010,286,1301,1127,399,199,3312,156,3468,Glen Innes Severn (A)
13050,142,770,696,238,93,1939,61,2000,Gloucester (A)
13100,5969,23954,20983,5728,2617,59251,2046,61297,Gosford (C)
13310,896,3731,3605,1253,600,10085,373,10458,Goulburn Mulwaree (A)
17100,1650,4656,3279,975,457,11017,361,11378,Strathfield (A)
17150,5046,24508,30000,9144,4773,73471,1880,75351,Sutherland Shire (A)
17200,28299,32497,8705,1106,371,70978,2196,73174,Sydney (C)
17310,1552,7453,7747,2477,1128,20357,786,21143,Tamworth Regional (A)
17350,185,819,793,273,128,2198,93,2291,Temora (A)
17400,213,1003,906,299,170,2591,93,2684,Tenterfield (A)
17420,1419,13090,24979,8440,4516,52444,853,53297,The Hills Shire (A)
17450,67,443,476,162,89,1237,53,1290,Tumbarumba (A)
17500,287,1464,1523,490,275,4039,162,4201,Tumut Shire (A)
17550,2642,14276,11225,2987,1253,32383,1274,33657,Tweed (A)
17620,334,1701,2024,684,329,5072,171,5243,Upper Hunter Shire (A)
17640,98,787,1114,446,279,2724,75,2799,Upper Lachlan Shire (A)
17650,106,681,853,310,189,2139,65,2204,Uralla (A)
22310,5242,19876,17765,4027,1612,48522,1372,49894,Glen Eira (C)
22410,400,2559,2832,1051,585,7427,286,7713,Glenelg (S)
22490,92,1209,2772,1237,843,6153,149,6302,Golden Plains (S)
22620,2658,12889,14387,4851,2271,37056,1162,38218,Greater Bendigo (C)
22670,4947,16930,14622,4767,2053,43319,2172,45491,Greater Dandenong (C)
30900,16,47,46,22,18,149,16,165,Boulia (S)
31000,36163,145159,135956,38153,15694,371125,9652,380777,Brisbane (C)
36070,89,54,16,0,3,162,0,162,Pormpuraaw (S)
36150,38,117,129,46,37,367,13,380,Quilpie (S)
36250,2814,15361,19555,6912,3380,48022,1149,49171,Redland (C)
36300,24,93,89,53,34,293,20,313,Richmond (S)
36360,2854,13307,13916,4766,2318,37161,1375,38536,Rockhampton (R)
36510,507,4182,5158,1976,1108,12931,346,13277,Scenic Rim (R)
36580,290,2533,2874,1175,696,7568,248,7816,Somerset (R)
36630,669,4460,4065,1479,736,11409,451,11860,South Burnett (R)
36660,891,4476,4624,1554,858,12403,459,12862,Southern Downs (R)
31750,4,40,37,11,22,114,6,120,Bulloo (S)
31820,2411,13219,12131,3514,1565,32840,1193,34033,Bundaberg (R)
31900,409,2023,2545,864,430,6271,217,6488,Burdekin (S)
31950,12,38,34,13,5,102,13,115,Burke (S)
32070,4987,21848,20655,5499,2211,55200,1929,57129,Cairns (R)
32250,86,220,173,57,43,579,65,644,Carpentaria (S)
32260,752,3680,3726,1178,534,9870,439,10309,Cassowary Coast (R)
32270,310,2303,3569,1549,952,8683,286,8969,Central Highlands (R)
32310,296,1438,1463,511,314,4022,184,4206,Charters Towers (R)
36810,1003,5683,5954,2011,925,15576,660,16236,Tablelands (R)
36910,3841,19734,20121,6672,3266,53634,1550,55184,Toowoomba (R)
36950,229,330,143,32,22,756,58,814,Torres (S)
36960,613,230,59,8,3,913,31,944,Torres Strait Island (R)
37010,3721,20416,23784,7678,3473,59072,1897,60969,Townsville (C)
50560,26,201,234,79,92,632,24,656,Beverley (S)
50630,22,140,221,108,73,564,14,578,Boddington (S)
50770,22,144,248,104,79,597,17,614,Boyup Brook (S)
50840,72,559,649,266,140,1686,40,1726,Bridgetown-Greenbushes (S)
50910,18,84,112,52,56,322,17,339,Brookton (S)
50980,483,1493,1543,535,293,4347,238,4585,Broome (S)
51080,13,85,133,69,79,379,19,398,Broomehill-Tambellup (S)
51120,23,105,152,58,41,379,10,389,Bruce Rock (S)
51190,935,4668,4393,1407,537,11940,389,12329,Bunbury (C)
51260,520,3656,4448,1433,657,10714,284,10998,Busselton (S)
51310,497,2883,3683,1155,572,8790,179,8969,Cambridge (T)
51330,1826,9691,11470,4113,2167,29267,812,30079,Canning (C)
32330,108,94,32,5,7,246,0,246,Cherbourg (S)
32450,101,286,289,121,56,853,56,909,Cloncurry (S)
32500,150,538,386,123,67,1264,71,1335,Cook (S)
32600,4,31,23,10,12,80,24,104,Croydon (S)
37300,29,280,467,140,49,965,37,1002,Weipa (T)
37310,562,3305,4060,1612,1041,10580,371,10951,Western Downs (R)
37340,771,3826,4024,1219,581,10421,426,10847,Whitsunday (R)
51610,6,80,167,92,68,413,8,421,Chapman Valley (S)
32750,22,41,16,8,10,97,4,101,Diamantina (S)
41750,9,119,178,57,47,410,16,426,Elliston (DC)
32770,108,55,28,7,11,209,4,213,Doomadgee (S)
33100,14,102,116,43,35,310,32,342,Etheridge (S)
33200,47,198,207,104,77,633,34,667,Flinders (S)
33220,2815,15468,12165,3567,1467,35482,1267,36749,Fraser Coast (R)
33360,774,5604,8024,2957,1459,18818,586,19404,Gladstone (R)
33430,11361,65472,70372,20169,8791,176165,5454,181619,Gold Coast (C)
33610,216,1194,1435,556,270,3671,165,3836,Goondiwindi (R)
33620,1012,6413,6386,2057,952,16820,635,17455,Gympie (R)
33800,278,1439,1706,605,294,4322,165,4487,Hinchinbrook (S)
33830,79,95,34,16,3,227,0,227,Hope Vale (S)
33960,3861,19030,21178,7018,3518,54605,1723,56328,Ipswich (C)
33980,161,1624,2782,1184,711,6462,189,6651,Isaac (R)
34420,138,57,26,6,5,232,0,232,Kowanyama (S)
34570,51,42,12,0,3,108,3,111,Lockhart River (S)
34580,541,3459,4513,1840,1071,11424,477,11901,Lockyer Valley (R)
34590,5380,28568,34517,12904,7106,88475,2822,91297,Logan (C)
34710,128,505,516,202,110,1461,66,1527,Longreach (R)
34770,1889,11132,15502,5788,2980,37291,1271,38562,Mackay (R)
34830,28,25,13,3,0,69,3,72,Mapoon (S)
34860,258,1259,1576,718,456,4267,179,4446,Maranoa (R)
35010,7834,44465,51502,16744,8513,129058,3547,132605,Moreton Bay (R)
35250,120,78,27,8,3,236,11,247,Mornington (S)
35300,507,2115,2376,754,363,6115,284,6399,Mount Isa (C)
35600,130,577,567,208,112,1594,60,1654,Murweh (S)
35670,86,57,21,13,3,180,3,183,Napranum (S)
35760,228,1386,1325,506,337,3782,202,3984,North Burnett (R)
35780,206,200,98,35,10,549,13,562,Northern Peninsula Area (R)
35790,227,115,29,6,3,380,7,387,Palm Island (S)
35800,63,258,194,92,60,667,41,708,Paroo (S)
37400,45,176,173,63,55,512,36,548,Winton (S)
37550,107,77,21,7,4,216,8,224,Woorabinda (S)
51960,64,404,459,182,93,1202,45,1247,Coolgardie (S)
52030,20,115,156,78,46,415,5,420,Coorow (S)
37570,31,27,8,5,0,71,0,71,Wujal Wujal (S)
37600,133,166,77,31,11,418,3,421,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,
54280,600,3005,3734,1479,707,9525,350,9875,Kalgoorlie/Boulder (C)
40070,2453,3621,1474,265,80,7893,285,8178,Adelaide (C)
40700,1156,6218,6324,1762,781,16241,355,16596,Burnside (C)
40910,1661,7183,6632,1856,863,18195,514,18709,Campbelltown (C)
41010,117,399,466,163,96,1241,33,1274,Ceduna (DC)
41060,4672,16709,14168,3912,1620,41081,1377,42458,Charles Sturt (C)
41190,26,224,251,107,67,675,13,688,Cleve (DC)
41330,81,259,211,77,29,657,54,711,Coober Pedy (DC)
41830,39,205,241,105,56,646,41,687,Flinders Ranges (DC)
41960,27,125,172,90,44,458,21,479,Franklin Harbour (DC)
42030,686,3117,2766,915,482,7966,212,8178,Gawler (T)
42110,91,543,566,245,189,1634,50,1684,Goyder (DC)
42250,43,528,1127,558,385,2641,74,2715,Grant (DC)
42600,1560,6248,4794,1242,512,14356,479,14835,Holdfast Bay (C)
42750,108,599,689,234,113,1743,38,1781,Kangaroo Island (DC)
43080,8,103,132,79,71,393,19,412,Karoonda East Murray (DC)
43220,14,100,153,82,54,403,10,413,Kimba (DC)
43360,33,302,363,122,72,892,32,924,Kingston (DC)
43650,104,1125,2071,828,562,4690,100,4790,Light (RegC)
43710,37,452,740,305,171,1705,29,1734,Lower Eyre Peninsula (DC)
43790,263,1457,1635,621,369,4345,128,4473,Loxton Waikerie (DC)
43920,66,645,1162,581,405,2859,59,2918,Mallala (DC)
44000,13,7,3,0,0,23,0,23,Maralinga Tjarutja (AC)
44060,3494,13155,11680,3234,1317,32880,957,33837,Marion (C)
