LGA_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,LGA_NAME11
23270,408,256,664,623,252,875,397,788,1185,736,1873,2609,3639,1069,4708,3601,1090,4691,3334,946,4280,3907,907,4814,3694,651,4345,6139,634,6773,4643,137,4780,2903,252,3155,1690,22,1712,761,9,770,960,5,965,4216,169,4385,1047,486,1533,42698,9546,52244,Hume (C)
23350,29,28,57,61,33,94,18,120,138,56,349,405,365,236,601,395,185,580,372,126,498,371,126,497,355,65,420,593,82,675,463,5,468,218,34,252,181,3,184,53,0,53,80,0,80,432,21,453,66,91,157,4108,1504,5612,Indigo (S)
23430,287,350,637,424,354,778,177,1115,1292,375,2992,3367,2573,2175,4748,2606,1645,4251,2771,1363,4134,2882,1339,4221,2816,1029,3845,5077,1148,6225,4650,191,4841,3776,697,4473,2571,71,2642,1127,22,1149,1515,25,1540,3516,288,3804,738,760,1498,37881,15564,53445,Kingston (C)
23670,256,248,504,367,241,608,223,782,1005,431,2104,2535,2437,1505,3942,2616,1234,3850,2832,1122,3954,3305,1102,4407,3399,704,4103,6180,871,7051,5024,192,5216,3785,371,4156,2477,46,2523,1189,21,1210,1499,18,1517,3994,227,4221,731,523,1254,40745,11311,52056,Knox (C)
22410,51,47,98,65,71,136,37,256,293,112,631,743,639,374,1013,566,267,833,488,201,689,454,165,619,439,104,543,687,110,797,465,16,481,281,47,328,201,3,204,65,0,65,74,0,74,510,33,543,109,145,254,5243,2470,7713,Glenelg (S)
23810,133,163,296,238,271,509,169,978,1147,386,2174,2560,2208,1242,3450,1870,911,2781,1652,671,2323,1487,617,2104,1497,399,1896,2353,422,2775,1777,57,1834,1313,276,1589,833,19,852,340,3,343,342,8,350,1949,123,2072,522,546,1068,19069,8880,27949,Latrobe (C)
23940,26,31,57,49,40,89,20,137,157,43,344,387,302,175,477,290,121,411,267,57,324,183,41,224,153,19,172,184,19,203,106,0,106,29,6,35,31,0,31,12,0,12,15,3,18,215,14,229,53,54,107,1978,1061,3039,Loddon (S)
24130,85,90,175,105,94,199,58,218,276,104,617,721,685,438,1123,756,327,1083,811,290,1101,863,281,1144,839,198,1037,1641,195,1836,1332,14,1346,1178,158,1336,752,8,760,327,9,336,389,3,392,1241,60,1301,188,168,356,11354,3168,14522,Macedon Ranges (S)
24210,344,270,614,436,222,658,158,482,640,320,1363,1683,1921,1098,3019,1947,796,2743,2250,590,2840,2065,633,2698,2146,485,2631,3617,525,4142,3030,104,3134,3287,440,3727,2380,34,2414,1250,17,1267,2143,16,2159,3257,142,3399,523,330,853,31074,7547,38621,Manningham (C)
24250,30,25,55,30,26,56,13,101,114,37,220,257,223,155,378,202,134,336,213,86,299,197,54,251,186,43,229,280,31,311,165,4,169,87,20,107,56,0,56,17,0,17,27,0,27,203,15,218,42,61,103,2008,975,2983,Mansfield (S)
24330,203,311,514,257,261,518,172,772,944,299,1411,1710,1339,844,2183,1215,821,2036,1110,753,1863,1303,850,2153,1215,725,1940,2098,792,2890,1995,260,2255,1573,544,2117,1238,89,1327,550,38,588,876,41,917,1401,393,1794,310,390,700,17154,9295,26449,Maribyrnong (C)
24410,142,213,355,222,221,443,147,647,794,299,2022,2321,1661,1528,3189,1876,1188,3064,2123,1047,3170,2270,1031,3301,2259,696,2955,4096,762,4858,3531,169,3700,2626,328,2954,1739,47,1786,742,15,757,988,15,1003,2583,201,2784,506,447,953,27810,10577,38387,Maroondah (C)
24600,834,3042,3876,346,890,1236,211,1109,1320,267,1191,1458,766,1301,2067,815,1463,2278,873,1391,2264,944,1746,2690,1110,1614,2724,1912,2333,4245,1932,665,2597,1987,2626,4613,1623,349,1972,941,193,1134,1837,289,2126,1535,1207,2742,205,429,634,18138,21838,39976,Melbourne (C)
24650,242,169,411,233,154,387,207,468,675,384,947,1331,1836,695,2531,2016,809,2825,2080,750,2830,2547,774,3321,2624,510,3134,4540,433,4973,3857,108,3965,2332,192,2524,1342,22,1364,591,13,604,601,5,606,2511,98,2609,576,308,884,28519,6455,34974,Melton (S)
24780,123,128,251,216,199,415,131,657,788,292,1410,1702,1548,959,2507,1405,706,2111,1357,482,1839,1310,357,1667,1234,211,1445,1626,226,1852,1128,45,1173,497,105,602,343,10,353,124,0,124,161,4,165,1363,62,1425,396,436,832,13254,5997,19251,Mildura (RC)
24850,75,56,131,94,86,180,55,239,294,144,531,675,754,407,1161,750,336,1086,696,284,980,795,237,1032,838,175,1013,1329,151,1480,975,24,999,612,79,691,397,0,397,141,0,141,166,3,169,951,43,994,239,153,392,9011,2804,11815,Mitchell (S)
24900,100,70,170,126,83,209,60,344,404,142,860,1002,1012,552,1564,879,379,1258,868,264,1132,662,198,860,675,97,772,881,97,978,586,17,603,241,42,283,158,4,162,49,4,53,84,3,87,714,36,750,233,229,462,7470,3279,10749,Moira (S)
24970,685,848,1533,602,487,1089,282,981,1263,470,2582,3052,3210,1962,5172,3099,1480,4579,3264,1128,4392,3237,1185,4422,3250,925,4175,5358,1169,6527,4652,262,4914,4328,776,5104,3121,113,3234,1495,43,1538,2349,55,2404,4184,554,4738,696,542,1238,44282,15092,59374,Monash (C)
25060,242,299,541,362,378,740,210,964,1174,344,2153,2497,2038,1371,3409,1762,1099,2861,1808,971,2779,1724,1144,2868,1776,876,2652,3157,1114,4271,3102,267,3369,2933,797,3730,2301,89,2390,1167,43,1210,1883,56,1939,2606,396,3002,565,562,1127,27980,12579,40559,Moonee Valley (C)
25150,74,50,124,76,72,148,59,216,275,101,520,621,663,327,990,573,255,828,590,242,832,683,222,905,662,131,793,1093,133,1226,838,21,859,600,89,689,358,3,361,139,0,139,173,0,173,789,28,817,175,122,297,7646,2431,10077,Moorabool (S)
25250,365,508,873,579,524,1103,276,1413,1689,485,3287,3772,3224,1998,5222,2704,1693,4397,2618,1521,4139,2791,1664,4455,2650,1494,4144,4571,1736,6307,4087,551,4638,3010,1080,4090,2315,201,2516,1082,117,1199,1399,127,1526,3282,961,4243,767,765,1532,36205,19640,55845,Moreland (C)
25340,283,371,654,403,368,771,226,1153,1379,503,3470,3973,3484,2653,6137,3460,1874,5334,3687,1226,4913,3129,1148,4277,3249,703,3952,4989,751,5740,3733,104,3837,2925,464,3389,1915,34,1949,762,15,777,1099,8,1107,3936,225,4161,875,927,1802,38658,15494,54152,Mornington Peninsula (S)
25430,26,57,83,73,62,135,32,255,287,97,665,762,522,467,989,521,288,809,529,181,710,473,147,620,417,111,528,540,69,609,357,14,371,227,45,272,109,3,112,37,0,37,69,0,69,485,32,517,86,103,189,4600,2499,7099,Mount Alexander (S)
25490,48,30,78,53,36,89,26,126,152,57,335,392,389,255,644,392,181,573,404,151,555,437,103,540,430,65,495,596,46,642,419,9,428,215,40,255,154,4,158,35,3,38,107,0,107,437,18,455,116,88,204,4315,1490,5805,Moyne (S)
22310,398,624,1022,356,416,772,181,956,1137,268,2347,2615,1755,2031,3786,1811,1572,3383,2081,1464,3545,2072,1534,3606,2165,1243,3408,3815,1497,5312,3533,340,3873,3898,1135,5033,3098,122,3220,1541,69,1610,2690,69,2759,3103,482,3585,560,669,1229,33325,16570,49895,Glen Eira (C)
25620,42,59,101,60,54,114,33,159,192,72,338,410,375,231,606,358,202,560,360,87,447,321,114,435,352,82,434,441,54,495,311,10,321,171,24,195,100,3,103,31,0,31,44,0,44,354,28,382,87,79,166,3512,1524,5036,Murrindindi (S)
25710,78,55,133,88,72,160,54,191,245,116,466,582,551,384,935,743,293,1036,877,282,1159,978,291,1269,1090,239,1329,2117,235,2352,2152,41,2193,2084,177,2261,1587,11,1598,787,8,795,1143,4,1147,1788,55,1843,214,111,325,16447,2915,19362,Nillumbik (S)
25810,19,41,60,43,48,91,29,160,189,55,433,488,420,272,692,367,194,561,352,120,472,311,86,397,280,35,315,375,41,416,238,15,253,127,34,161,95,0,95,22,0,22,26,4,30,333,20,353,82,92,174,3174,1595,4769,Northern Grampians (S)
25900,185,445,630,201,392,593,100,1023,1123,185,1774,1959,891,1458,2349,840,1589,2429,921,1616,2537,951,2051,3002,1051,1858,2909,2140,2670,4810,2384,649,3033,2735,3078,5813,2230,337,2567,1308,184,1492,2805,328,3133,1906,999,2905,237,548,785,21070,20999,42069,Port Phillip (C)
25990,24,23,47,32,23,55,22,90,112,40,288,328,277,132,409,231,120,351,217,52,269,175,48,223,148,14,162,172,26,198,101,0,101,39,22,61,25,6,31,8,0,8,18,0,18,193,14,207,49,55,104,1771,913,2684,Pyrenees (S)
26080,8,6,14,10,10,20,3,25,28,9,86,95,66,98,164,64,59,123,78,28,106,65,26,91,73,19,92,88,31,119,85,4,89,57,25,82,45,0,45,17,0,17,21,0,21,83,3,86,5,18,23,777,438,1215,Queenscliffe (B)
26170,67,78,145,115,102,217,45,292,337,128,774,902,827,493,1320,768,332,1100,829,269,1098,661,193,854,684,134,818,968,113,1081,661,25,686,356,64,420,199,3,202,62,0,62,127,0,127,722,29,751,187,146,333,7406,3047,10453,South Gippsland (S)
26260,32,32,64,61,54,115,27,204,231,80,537,617,455,374,829,446,273,719,482,181,663,393,157,550,429,71,500,596,82,678,384,20,404,196,45,241,144,6,150,40,0,40,65,0,65,417,39,456,83,130,213,4330,2205,6535,Southern Grampians (S)
26350,259,640,899,216,405,621,89,774,863,147,1433,1580,807,1364,2171,859,1321,2180,895,1356,2251,971,1587,2558,1151,1517,2668,2069,1906,3975,2134,562,2696,2905,2225,5130,2338,265,2603,1323,146,1469,3236,215,3451,2325,818,3143,318,529,847,22042,17063,39105,Stonnington (C)
26430,19,28,47,48,28,76,21,118,139,54,318,372,336,222,558,293,135,428,294,110,404,255,80,335,205,48,253,311,44,355,194,3,197,105,24,129,62,0,62,25,3,28,33,0,33,266,17,283,58,93,151,2579,1271,3850,Strathbogie (S)
26490,64,48,112,74,60,134,28,155,183,71,374,445,419,347,766,512,265,777,586,203,789,531,163,694,570,114,684,890,159,1049,793,28,821,583,104,687,404,8,412,172,5,177,205,10,215,833,77,910,114,88,202,6849,2208,9057,Surf Coast (S)
26610,58,50,108,81,70,151,48,235,283,104,547,651,597,376,973,525,294,819,556,187,743,506,148,654,493,91,584,618,69,687,438,28,466,195,40,235,138,5,143,44,3,47,62,0,62,561,39,600,175,185,360,5199,2367,7566,Swan Hill (RC)
26670,14,19,33,31,17,48,11,85,96,25,200,225,196,106,302,174,73,247,197,55,252,148,37,185,159,20,179,182,12,194,122,4,126,55,12,67,38,0,38,18,0,18,21,0,21,199,0,199,45,48,93,1635,688,2323,Towong (S)
26700,45,67,112,96,95,191,52,378,430,124,803,927,773,554,1327,781,439,1220,757,259,1016,745,225,970,682,115,797,977,112,1089,685,23,708,330,55,385,213,4,217,65,0,65,107,3,110,669,42,711,145,215,360,7246,3389,10635,Wangaratta (RC)
26730,53,63,116,87,124,211,48,345,393,133,772,905,730,646,1376,804,427,1231,741,333,1074,792,275,1067,782,227,1009,1198,208,1406,864,45,909,463,79,542,325,11,336,112,5,117,136,10,146,715,87,802,166,208,374,8149,3865,12014,Warrnambool (C)
26810,102,110,212,155,175,330,84,445,529,179,1207,1386,1251,765,2016,1121,545,1666,1046,370,1416,935,298,1233,904,181,1085,1255,192,1447,922,31,953,635,120,755,427,3,430,147,3,150,172,3,175,1274,60,1334,277,272,549,10886,4780,15666,Wellington (S)
26890,12,15,27,23,17,40,10,51,61,25,173,198,145,95,240,127,67,194,138,35,173,91,30,121,106,25,131,124,21,145,104,0,104,47,14,61,26,0,26,3,0,3,24,0,24,134,3,137,27,45,72,1166,591,1757,West Wimmera (S)
26980,487,764,1251,462,458,920,242,1059,1301,406,2808,3214,2513,2370,4883,2702,1641,4343,2844,1291,4135,2861,1267,4128,2734,990,3724,4805,1255,6060,4343,255,4598,4219,755,4974,3120,71,3191,1450,32,1482,2106,34,2140,3577,383,3960,527,641,1168,39398,16074,55472,Whitehorse (C)
27070,382,264,646,531,251,782,284,737,1021,518,1659,2177,3635,933,4568,3155,961,4116,3142,871,4013,3804,905,4709,3655,573,4228,6387,602,6989,5048,115,5163,2860,220,3080,1728,38,1766,757,13,770,871,16,887,3749,173,3922,952,434,1386,41458,8765,50223,Whittlesea (C)
27170,44,76,120,92,88,180,99,368,467,171,729,900,789,577,1366,838,475,1313,837,371,1208,907,342,1249,913,248,1161,1341,182,1523,1110,53,1163,526,79,605,344,4,348,122,0,122,127,3,130,920,81,1001,165,201,366,9345,3877,13222,Wodonga (RC)
27260,387,304,691,447,241,688,310,633,943,542,1321,1863,2567,1060,3627,2771,1172,3943,2916,1168,4084,3589,1212,4801,3657,881,4538,6721,924,7645,5590,189,5779,3895,446,4341,2271,55,2326,1037,20,1057,1273,31,1304,3725,246,3971,775,423,1198,42473,10326,52799,Wyndham (C)
27350,137,255,392,233,365,598,209,854,1063,290,1360,1650,959,895,1854,809,941,1750,721,896,1617,805,1185,1990,791,1040,1831,1536,1595,3131,1832,594,2426,1941,1787,3728,1729,392,2121,1021,212,1233,2031,346,2377,1422,1198,2620,219,363,582,16685,14278,30963,Yarra (C)
27450,220,252,472,347,278,625,191,811,1002,432,2300,2732,2603,1674,4277,2870,1381,4251,3050,1116,4166,3481,1007,4488,3471,663,4134,5837,717,6554,4695,101,4796,3200,340,3540,1964,44,2008,883,16,899,1110,12,1122,4057,198,4255,803,557,1360,39214,11467,50681,Yarra Ranges (S)
27630,22,20,42,31,36,67,17,101,118,35,329,364,255,169,424,211,91,302,243,56,299,178,53,231,164,19,183,212,33,245,122,3,125,55,11,66,44,3,47,10,0,10,22,3,25,177,0,177,62,65,127,1860,992,2852,Yarriambiack (S)
29399,3,4,7,4,7,11,0,3,3,0,8,8,5,6,11,8,3,11,10,7,17,3,6,9,4,5,9,3,8,11,10,0,10,8,3,11,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,61,66,127,Unincorporated Vic
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30250,0,0,0,4,0,4,3,3,6,7,0,7,12,3,15,28,0,28,9,3,12,25,3,28,14,5,19,26,4,30,15,5,20,3,3,6,0,3,3,3,0,3,0,0,0,26,0,26,15,0,15,190,32,222,Aurukun (S)
30300,21,14,35,21,16,37,10,45,55,27,72,99,86,58,144,99,50,149,107,47,154,106,45,151,90,30,120,136,23,159,105,9,114,48,7,55,40,3,43,14,4,18,24,0,24,180,8,188,48,26,74,1162,457,1619,Balonne (S)
30370,75,20,95,58,34,92,27,87,114,47,244,291,252,147,399,249,153,402,224,92,316,250,93,343,278,82,360,530,82,612,341,22,363,475,143,618,258,10,268,90,3,93,143,7,150,384,27,411,132,99,231,3813,1345,5158,Banana (S)
30410,12,13,25,15,9,24,12,37,49,15,95,110,54,39,93,63,37,100,62,27,89,79,35,114,61,21,82,97,19,116,75,4,79,46,13,59,39,0,39,13,0,13,19,0,19,130,5,135,33,20,53,825,374,1199,Barcaldine (R)
30450,3,0,3,0,0,0,0,4,4,0,6,6,6,6,12,7,3,10,8,6,14,8,6,14,6,4,10,10,3,13,10,0,10,3,3,6,3,3,6,0,0,0,0,0,0,17,0,17,4,3,7,85,47,132,Barcoo (S)
30760,10,8,18,10,19,29,0,29,29,16,66,82,57,36,93,51,35,86,56,27,83,60,8,68,55,9,64,62,5,67,43,3,46,22,8,30,23,0,23,4,0,4,17,0,17,81,3,84,17,25,42,584,281,865,Blackall Tambo (R)
33610,39,32,71,38,29,67,17,73,90,35,236,271,242,165,407,238,151,389,252,96,348,256,122,378,273,51,324,372,51,423,222,8,230,149,25,174,95,6,101,32,3,35,48,3,51,298,22,320,77,80,157,2683,1153,3836,Goondiwindi (R)
33620,137,113,250,179,134,313,114,505,619,269,1365,1634,1906,856,2762,1584,523,2107,1419,346,1765,1182,285,1467,1062,171,1233,1368,166,1534,832,25,857,429,63,492,250,7,257,82,3,85,96,5,101,1300,66,1366,315,295,610,12524,4928,17452,Gympie (R)
33800,18,27,45,40,45,85,25,124,149,45,372,417,357,209,566,310,163,473,330,83,413,282,71,353,300,41,341,417,43,460,289,9,298,133,19,152,109,0,109,47,0,47,48,3,51,335,10,345,101,83,184,3186,1302,4488,Hinchinbrook (S)
33830,0,0,0,4,3,7,8,6,14,4,7,11,29,3,32,29,3,32,22,3,25,31,3,34,14,0,14,15,3,18,6,3,9,12,0,12,6,0,6,4,0,4,0,0,0,4,0,4,3,3,6,191,37,228,Hope Vale (S)
33960,216,248,464,369,247,616,271,882,1153,547,2619,3166,3317,1744,5061,3478,1524,5002,3388,1375,4763,3973,1367,5340,3801,960,4761,6626,889,7515,5445,222,5667,3050,323,3373,1878,54,1932,757,17,774,857,23,880,4063,327,4390,834,637,1471,42870,13458,56328,Ipswich (C)
33980,70,45,115,28,18,46,17,46,63,15,106,121,146,99,245,110,99,209,147,91,238,151,94,245,198,96,294,452,168,620,420,31,451,1164,394,1558,631,33,664,317,11,328,551,45,596,597,39,636,145,79,224,5159,1494,6653,Isaac (R)
34420,0,0,0,0,0,0,0,4,4,4,5,9,20,0,20,30,4,34,22,8,30,39,7,46,17,3,20,24,8,32,22,0,22,0,5,5,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,187,44,231,Kowanyama (S)
34580,76,73,149,104,90,194,75,219,294,152,686,838,976,420,1396,881,354,1235,883,244,1127,859,192,1051,871,120,991,1256,116,1372,857,34,891,415,54,469,285,10,295,81,4,85,94,5,99,885,85,970,245,198,443,8995,2904,11899,Lockyer Valley (R)
36300,8,0,8,6,0,6,0,0,0,3,19,22,15,19,34,19,12,31,27,9,36,19,13,32,20,3,23,22,4,26,21,0,21,7,3,10,10,3,13,0,0,0,5,0,5,23,3,26,12,9,21,217,97,314,Richmond (S)
36360,201,195,396,256,257,513,160,815,975,403,2403,2806,2459,1470,3929,2143,1097,3240,2041,866,2907,2050,738,2788,2061,595,2656,3674,648,4322,3001,132,3133,2174,399,2573,1515,54,1569,599,18,617,786,41,827,3664,286,3950,691,644,1335,27878,10658,38536,Rockhampton (R)
36510,88,80,168,150,91,241,68,278,346,159,747,906,1035,558,1593,1001,383,1384,944,279,1223,929,218,1147,925,124,1049,1383,141,1524,955,16,971,569,70,639,352,9,361,131,3,134,162,0,162,1002,51,1053,194,184,378,10047,3232,13279,Scenic Rim (R)
36580,50,43,93,99,67,166,45,179,224,104,485,589,750,284,1034,634,217,851,624,165,789,559,118,677,543,67,610,724,85,809,476,17,493,278,28,306,162,3,165,53,3,56,64,0,64,569,40,609,152,129,281,5886,1930,7816,Somerset (R)
36630,64,71,135,165,107,272,86,337,423,185,998,1183,1321,511,1832,1062,414,1476,874,222,1096,767,178,945,653,121,774,865,112,977,543,20,563,358,78,436,229,5,234,67,3,70,78,3,81,810,72,882,283,196,479,8410,3448,11858,South Burnett (R)
36660,79,80,159,150,109,259,66,354,420,168,957,1125,1259,675,1934,1091,488,1579,1028,295,1323,913,175,1088,858,134,992,1128,121,1249,655,21,676,302,47,349,164,7,171,50,3,53,74,0,74,885,48,933,256,221,477,9126,3735,12861,Southern Downs (R)
36710,718,679,1397,1064,777,1841,534,2520,3054,1196,6804,8000,8353,5589,13942,8312,3782,12094,8557,2586,11143,7730,2168,9898,7635,1542,9177,10944,1592,12536,7831,403,8234,5089,909,5998,3298,96,3394,1181,46,1227,1747,55,1802,9017,944,9961,1523,1492,3015,84729,31984,116713,Sunshine Coast (R)
36810,142,128,270,186,146,332,102,539,641,229,1242,1471,1410,742,2152,1177,557,1734,1171,322,1493,978,286,1264,968,149,1117,1335,145,1480,868,25,893,512,86,598,319,10,329,82,5,87,138,5,143,1455,81,1536,360,336,696,11432,4804,16236,Tablelands (R)
36910,277,294,571,400,345,745,233,1132,1365,507,3419,3926,3660,2579,6239,3667,1968,5635,3498,1423,4921,3579,1277,4856,3509,807,4316,5460,886,6346,4093,177,4270,2441,368,2809,1653,39,1692,629,18,647,830,20,850,4112,340,4452,762,781,1543,39310,15873,55183,Toowoomba (R)
36950,7,0,7,3,3,6,6,10,16,7,19,26,26,17,43,26,22,48,27,15,42,39,17,56,32,27,59,75,31,106,66,8,74,46,20,66,41,5,46,21,0,21,17,0,17,142,3,145,31,8,39,612,205,817,Torres (S)
36960,3,3,6,3,4,7,15,72,87,33,31,64,89,20,109,141,22,163,82,6,88,114,10,124,77,6,83,98,3,101,42,8,50,8,7,15,8,0,8,5,0,5,4,0,4,19,0,19,6,3,9,747,195,942,Torres Strait Island (R)
37010,242,347,589,339,333,672,249,1099,1348,480,2419,2899,2543,1848,4391,2745,1743,4488,2809,1603,4412,3346,1738,5084,3439,1254,4693,6341,1365,7706,5809,392,6201,3868,745,4613,2777,129,2906,1182,50,1232,1408,52,1460,5948,773,6721,823,729,1552,44348,16619,60967,Townsville (C)
45890,221,368,589,375,449,824,274,1664,1938,572,3874,4446,3031,1982,5013,2885,1708,4593,2427,1335,3762,2564,1296,3860,2357,890,3247,3750,921,4671,3182,204,3386,1731,346,2077,1081,53,1134,464,23,487,503,14,517,2431,359,2790,550,769,1319,28398,16255,44653,Port Adelaide Enfield (C)
46090,18,25,43,38,35,73,48,179,227,76,336,412,331,208,539,316,161,477,295,133,428,264,127,391,253,107,360,438,102,540,353,9,362,201,43,244,138,8,146,52,3,55,44,3,47,450,35,485,89,113,202,3404,1627,5031,Port Augusta (C)
46300,32,21,53,41,39,80,29,180,209,66,442,508,400,286,686,380,230,610,345,143,488,328,136,464,320,79,399,478,63,541,341,26,367,201,40,241,138,0,138,39,3,42,70,0,70,410,45,455,86,83,169,3704,1816,5520,Port Lincoln (C)
46450,23,34,57,76,87,163,46,304,350,103,775,878,730,339,1069,545,209,754,479,118,597,358,134,492,354,106,460,570,60,630,411,12,423,185,50,235,125,3,128,36,3,39,55,0,55,446,16,462,97,122,219,4639,2372,7011,Port Pirie City and Dists (M)
30900,4,0,4,0,3,3,3,3,6,0,6,6,0,0,0,9,16,25,9,10,19,11,7,18,8,5,13,11,5,16,5,0,5,4,6,10,3,0,3,3,0,3,0,0,0,23,3,26,8,0,8,101,64,165,Boulia (S)
31000,2128,3199,5327,2123,2516,4639,1246,6512,7758,2422,16038,18460,12947,13104,26051,14819,10664,25483,15652,9641,25293,17249,10827,28076,17919,8877,26796,32938,12187,45125,32296,3566,35862,30363,9058,39421,23315,1493,24808,11044,764,11808,18353,1020,19373,23677,5308,28985,3479,4030,7509,261970,118804,380774,Brisbane (C)
34570,0,0,0,0,0,0,3,3,6,0,7,7,9,3,12,9,0,9,11,3,14,15,0,15,8,0,8,17,4,21,6,0,6,4,0,4,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,91,20,111,Lockhart River (S)
31750,0,3,3,0,0,0,0,0,0,0,10,10,7,4,11,0,8,8,9,7,16,6,0,6,11,0,11,9,4,13,12,0,12,7,0,7,3,0,3,0,0,0,0,0,0,15,0,15,5,0,5,84,36,120,Bulloo (S)
31820,211,178,389,323,277,600,225,1008,1233,464,2518,2982,3718,1545,5263,3033,1045,4078,2580,676,3256,2203,531,2734,2039,336,2375,2659,306,2965,1823,48,1871,1038,159,1197,673,7,680,204,9,213,310,3,313,2467,178,2645,640,597,1237,24610,9421,34031,Bundaberg (R)
31900,44,45,89,53,46,99,26,147,173,75,445,520,442,268,710,423,216,639,438,159,597,406,147,553,440,60,500,626,79,705,480,11,491,252,42,294,172,3,175,56,0,56,98,0,98,505,23,528,163,100,263,4699,1791,6490,Burdekin (S)
31950,0,0,0,0,0,0,0,3,3,0,3,3,3,3,6,7,4,11,7,7,14,3,11,14,12,0,12,7,0,7,11,0,11,6,4,10,0,0,0,0,0,0,4,0,4,15,0,15,3,4,7,78,39,117,Burke (S)
32070,318,416,734,421,418,839,305,1372,1677,620,2712,3332,2897,2351,5248,2971,2281,5252,3151,1891,5042,3328,1558,4886,3492,1066,4558,5604,1218,6822,4508,282,4790,2681,572,3253,1825,79,1904,678,36,714,839,33,872,4902,599,5501,887,816,1703,39427,17700,57127,Cairns (R)
32250,4,7,11,11,10,21,4,16,20,6,35,41,27,26,53,25,30,55,36,15,51,30,26,56,28,11,39,50,13,63,43,0,43,20,6,26,17,0,17,5,0,5,8,0,8,87,6,93,27,13,40,428,214,642,Carpentaria (S)
32260,103,80,183,105,71,176,68,268,336,118,638,756,796,451,1247,729,427,1156,695,246,941,646,194,840,722,137,859,927,112,1039,609,22,631,332,56,388,200,9,209,63,0,63,119,6,125,825,70,895,255,212,467,7312,2999,10311,Cassowary Coast (R)
32270,62,54,116,61,43,104,29,126,155,53,262,315,265,168,433,217,191,408,245,141,386,314,158,472,348,147,495,772,225,997,651,59,710,1204,304,1508,709,30,739,330,22,352,534,29,563,865,80,945,178,95,273,6837,2134,8971,Central Highlands (R)
32310,35,32,67,47,32,79,25,106,131,56,289,345,312,156,468,270,113,383,250,78,328,214,84,298,228,56,284,327,64,391,270,9,279,207,38,245,136,7,143,45,3,48,49,3,52,444,23,467,115,84,199,3030,1177,4207,Charters Towers (R)
32330,0,0,0,3,0,3,6,15,21,16,4,20,26,3,29,44,11,55,28,3,31,37,0,37,14,0,14,19,0,19,7,0,7,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,211,36,247,Cherbourg (S)
32450,3,3,6,5,3,8,3,20,23,11,27,38,38,22,60,29,28,57,30,21,51,31,34,65,36,32,68,84,34,118,65,3,68,62,17,79,47,0,47,25,0,25,34,0,34,95,14,109,23,31,54,621,289,910,Cloncurry (S)
32500,14,12,26,19,19,38,8,52,60,22,122,144,87,61,148,81,63,144,70,38,108,75,33,108,60,20,80,113,26,139,64,3,67,32,13,45,17,3,20,3,0,3,14,3,17,117,13,130,38,20,58,834,501,1335,Cook (S)
32600,3,0,3,0,0,0,0,4,4,0,8,8,4,6,10,5,3,8,6,0,6,6,0,6,5,0,5,16,3,19,3,0,3,3,4,7,0,0,0,0,0,0,0,0,0,17,0,17,7,3,10,75,31,106,Croydon (S)
34590,494,391,885,621,402,1023,498,1360,1858,985,3446,4431,5428,2526,7954,5773,2377,8150,5404,1941,7345,6596,1898,8494,6670,1220,7890,10985,1162,12147,8865,352,9217,5173,464,5637,3096,72,3168,1359,24,1383,1532,24,1556,7017,512,7529,1623,1005,2628,72119,19176,91295,Logan (C)
