LGA_MAIN11,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot,LGA_NAME11
34710,15,20,35,13,12,25,8,30,38,9,81,90,74,68,142,62,61,123,63,44,107,101,35,136,95,30,125,140,32,172,144,8,152,51,20,71,51,3,54,10,0,10,19,3,22,157,11,168,32,25,57,1044,483,1527,Longreach (R)
34770,180,193,373,250,186,436,129,575,704,265,1587,1852,1690,996,2686,1434,813,2247,1573,728,2301,1715,735,2450,1901,558,2459,3659,774,4433,3324,178,3502,3196,650,3846,2446,93,2539,1061,52,1113,1368,93,1461,4497,341,4838,742,581,1323,29430,9133,38563,Mackay (R)
34800,5,4,9,0,3,3,0,3,3,3,14,17,13,11,24,10,19,29,9,14,23,14,10,24,18,6,24,31,7,38,13,0,13,6,3,9,10,0,10,5,3,8,13,0,13,28,0,28,10,13,23,188,110,298,McKinlay (S)
36150,3,3,6,6,6,12,3,8,11,7,20,27,16,19,35,19,16,35,24,14,38,20,11,31,23,8,31,24,5,29,22,0,22,10,3,13,6,0,6,0,3,3,4,0,4,49,3,52,15,11,26,251,130,381,Quilpie (S)
36250,220,238,458,322,256,578,184,813,997,390,2564,2954,2682,1697,4379,2687,1145,3832,2669,902,3571,2758,818,3576,2959,624,3583,5512,628,6140,4815,161,4976,3622,332,3954,2410,46,2456,1065,21,1086,1437,26,1463,3744,234,3978,667,524,1191,38143,11029,49172,Redland (C)
32750,0,0,0,0,0,0,0,6,6,0,0,0,4,6,10,3,10,13,7,4,11,6,3,9,0,8,8,14,3,17,3,0,3,4,0,4,0,3,3,0,0,0,0,0,0,17,0,17,0,0,0,58,43,101,Diamantina (S)
35670,0,0,0,7,0,7,4,13,17,9,0,9,21,0,21,31,0,31,15,3,18,20,4,24,18,0,18,14,3,17,3,0,3,6,0,6,3,0,3,3,0,3,3,0,3,4,0,4,0,0,0,161,23,184,Napranum (S)
35760,64,33,97,56,43,99,24,102,126,60,308,368,374,199,573,315,160,475,302,83,385,201,68,269,258,38,296,270,52,322,170,10,180,96,25,121,70,0,70,12,0,12,37,0,37,310,19,329,119,108,227,2738,1248,3986,North Burnett (R)
35780,3,3,6,6,3,9,9,15,24,13,14,27,46,13,59,63,21,84,41,13,54,45,6,51,41,5,46,55,12,67,40,3,43,18,5,23,9,0,9,5,3,8,7,0,7,18,0,18,18,11,29,437,127,564,Northern Peninsula Area (R)
32770,0,0,0,3,0,3,5,4,9,0,0,0,20,3,23,29,3,32,20,0,20,27,7,34,21,3,24,22,0,22,17,4,21,9,0,9,4,0,4,4,0,4,4,0,4,3,3,6,0,0,0,188,27,215,Doomadgee (S)
33100,10,3,13,10,3,13,0,10,10,3,30,33,28,18,46,20,20,40,16,5,21,16,4,20,21,6,27,15,6,21,18,0,18,7,9,16,3,0,3,0,0,0,8,0,8,28,3,31,13,11,24,216,128,344,Etheridge (S)
33200,10,12,22,10,5,15,4,12,16,8,53,61,44,14,58,36,37,73,43,12,55,34,12,46,37,15,52,52,7,59,38,4,42,28,6,34,14,0,14,6,0,6,11,0,11,59,3,62,28,12,40,462,204,666,Flinders (S)
33220,205,222,427,411,276,687,252,1066,1318,578,2947,3525,4247,1790,6037,3581,1095,4676,3044,763,3807,2321,553,2874,1989,316,2305,2678,286,2964,1773,54,1827,913,148,1061,523,6,529,179,3,182,232,5,237,2744,187,2931,716,646,1362,26386,10363,36749,Fraser Coast (R)
33360,107,122,229,121,102,223,86,279,365,155,736,891,965,441,1406,747,323,1070,720,292,1012,728,357,1085,897,296,1193,1852,490,2342,1636,79,1715,2016,458,2474,1441,71,1512,606,21,627,833,61,894,1645,151,1796,317,255,572,14872,4534,19406,Gladstone (R)
33430,1373,1584,2957,1410,1273,2683,861,3697,4558,1629,8473,10102,10135,7326,17461,10591,6141,16732,11012,4975,15987,11116,4395,15511,11528,3052,14580,17794,3597,21391,14302,1061,15363,9622,2099,11721,6544,279,6823,2615,128,2743,3923,127,4050,12051,2014,14065,2449,2443,4892,128955,52664,181619,Gold Coast (C)
34830,0,0,0,0,0,0,0,3,3,3,4,7,7,0,7,8,3,11,7,4,11,6,4,10,6,0,6,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,50,18,68,Mapoon (S)
34860,68,27,95,44,36,80,22,109,131,41,197,238,221,138,359,219,134,353,251,104,355,220,98,318,252,77,329,443,63,506,360,20,380,207,67,274,177,6,183,61,0,61,92,7,99,463,30,493,102,91,193,3243,1204,4447,Maranoa (R)
35010,561,561,1122,872,626,1498,572,2233,2805,1210,6246,7456,8183,4841,13024,8205,3478,11683,7949,2651,10600,8513,2529,11042,8682,1766,10448,14723,1810,16533,12377,363,12740,8526,910,9436,5553,105,5658,2260,35,2295,2735,40,2775,9460,626,10086,1847,1557,3404,102228,30377,132605,Moreton Bay (R)
35250,0,0,0,3,3,6,4,6,10,7,9,16,23,0,23,33,4,37,19,6,25,22,4,26,12,5,17,22,7,29,20,0,20,6,5,11,6,0,6,0,0,0,3,0,3,5,3,8,3,5,8,188,57,245,Mornington (S)
35300,29,42,71,24,29,53,23,64,87,43,187,230,165,116,281,175,130,305,169,120,289,165,168,333,197,127,324,483,283,766,492,43,535,689,249,938,576,42,618,287,14,301,423,57,480,522,53,575,128,89,217,4590,1813,6403,Mount Isa (C)
35600,14,10,24,11,13,24,5,43,48,21,133,154,106,55,161,105,60,165,88,42,130,95,43,138,77,28,105,161,16,177,115,6,121,53,18,71,38,0,38,8,0,8,29,0,29,178,5,183,40,40,80,1144,512,1656,Murweh (S)
35790,0,0,0,0,4,4,3,15,18,7,4,11,21,5,26,39,5,44,28,3,31,69,4,73,36,0,36,51,0,51,29,5,34,20,0,20,17,0,17,4,0,4,0,0,0,9,0,9,0,6,6,333,51,384,Palm Island (S)
35800,4,10,14,5,15,20,6,31,37,7,63,70,36,36,72,40,22,62,45,20,65,44,14,58,41,10,51,39,12,51,46,0,46,20,7,27,15,0,15,3,0,3,7,0,7,66,3,69,20,21,41,444,264,708,Paroo (S)
36070,0,0,0,4,0,4,3,3,6,0,0,0,14,0,14,23,3,26,15,3,18,24,4,28,11,4,15,16,7,23,9,0,9,10,0,10,0,3,3,0,0,0,0,0,0,4,0,4,0,0,0,133,27,160,Pormpuraaw (S)
37300,7,3,10,3,3,6,5,0,5,0,3,3,4,10,14,4,9,13,11,21,32,21,27,48,33,20,53,94,51,145,99,12,111,123,45,168,115,4,119,43,0,43,94,3,97,104,11,115,16,3,19,776,225,1001,Weipa (T)
37310,111,69,180,114,67,181,63,250,313,107,682,789,754,410,1164,686,334,1020,676,235,911,650,233,883,699,152,851,1080,180,1260,756,43,799,486,125,611,313,11,324,111,0,111,183,20,203,859,57,916,241,193,434,7889,3061,10950,Western Downs (R)
37340,75,77,152,90,72,162,49,231,280,86,545,631,623,424,1047,550,406,956,626,287,913,605,246,851,645,158,803,1061,220,1281,783,52,835,592,188,780,393,18,411,127,6,133,148,18,166,966,130,1096,185,166,351,7604,3244,10848,Whitsunday (R)
40910,132,123,255,200,149,349,74,495,569,139,1324,1463,1250,811,2061,1193,628,1821,1183,431,1614,1098,397,1495,1039,297,1336,1710,333,2043,1498,41,1539,1003,147,1150,727,14,741,282,4,286,370,3,373,1098,80,1178,210,227,437,13206,5504,18710,Campbelltown (C)
41010,7,5,12,9,16,25,4,27,31,16,67,83,71,61,132,73,60,133,84,38,122,67,38,105,83,22,105,133,20,153,84,7,91,62,6,68,35,0,35,11,0,11,11,0,11,111,4,115,23,17,40,884,388,1272,Ceduna (DC)
41060,203,296,499,331,411,742,226,1337,1563,400,3452,3852,2778,1899,4677,2527,1572,4099,2375,1173,3548,2366,1154,3520,2180,776,2956,3541,862,4403,3091,199,3290,1950,435,2385,1493,41,1534,637,23,660,763,20,783,2479,317,2796,480,670,1150,27820,14637,42457,Charles Sturt (C)
41140,16,14,30,39,31,70,24,96,120,31,254,285,238,152,390,263,117,380,269,83,352,213,77,290,223,41,264,307,50,357,232,4,236,131,24,155,73,3,76,30,0,30,31,0,31,236,19,255,40,39,79,2396,1004,3400,Clare and Gilbert Valleys (DC)
42750,19,12,31,24,34,58,9,71,80,29,140,169,123,112,235,124,69,193,143,49,192,145,45,190,118,18,136,122,13,135,89,0,89,52,6,58,17,0,17,3,0,3,10,0,10,127,5,132,23,30,53,1177,604,1781,Kangaroo Island (DC)
40070,135,545,680,51,237,288,34,325,359,40,451,491,142,402,544,190,343,533,213,320,533,193,372,565,203,317,520,386,458,844,376,113,489,349,446,795,315,49,364,154,24,178,302,22,324,284,210,494,36,141,177,3403,4775,8178,Adelaide (C)
40120,55,56,111,87,74,161,49,175,224,75,480,555,556,389,945,658,308,966,758,260,1018,789,267,1056,801,211,1012,1439,219,1658,1306,19,1325,1185,133,1318,845,13,858,362,4,366,577,5,582,1197,44,1241,133,84,217,10872,2741,13613,Adelaide Hills (DC)
40220,54,51,105,94,88,182,45,239,284,112,691,803,884,505,1389,874,334,1208,828,207,1035,649,171,820,584,103,687,814,104,918,487,14,501,304,37,341,161,3,164,57,0,57,75,3,78,654,38,692,138,103,241,6814,2691,9505,Alexandrina (DC)
37400,6,5,11,4,9,13,6,24,30,4,48,52,35,21,56,25,18,43,37,17,54,28,11,39,31,6,37,31,12,43,27,3,30,17,4,21,13,0,13,3,0,3,0,0,0,58,3,61,24,18,42,349,199,548,Winton (S)
41330,5,5,10,6,18,24,6,31,37,8,110,118,48,26,74,34,27,61,32,22,54,31,26,57,27,15,42,34,15,49,20,0,20,14,12,26,12,0,12,3,0,3,4,0,4,44,3,47,28,43,71,356,353,709,Coober Pedy (DC)
41560,36,26,62,58,41,99,19,202,221,64,533,597,645,290,935,513,172,685,420,100,520,328,77,405,309,48,357,419,50,469,213,9,222,112,28,140,79,0,79,23,3,26,38,3,41,294,15,309,82,105,187,3652,1702,5354,Copper Coast (DC)
41750,6,6,12,8,5,13,0,8,8,7,28,35,40,27,67,28,26,54,34,13,47,28,8,36,15,7,22,33,3,36,22,0,22,8,5,13,5,0,5,0,3,3,5,0,5,33,3,36,7,4,11,279,146,425,Elliston (DC)
37550,0,0,0,0,4,4,9,6,15,8,8,16,32,5,37,41,0,41,19,8,27,20,3,23,13,5,18,11,6,17,6,5,11,0,0,0,3,0,3,0,0,0,0,0,0,11,0,11,0,0,0,173,50,223,Woorabinda (S)
43080,7,3,10,11,3,14,10,10,20,3,38,41,36,19,55,39,12,51,33,7,40,12,10,22,30,4,34,26,3,29,19,0,19,3,4,7,8,0,8,0,0,0,6,0,6,38,0,38,5,13,18,286,126,412,Karoonda East Murray (DC)
54690,5,4,9,3,3,6,0,3,3,3,12,15,17,4,21,15,4,19,16,6,22,10,5,15,7,3,10,10,3,13,11,0,11,3,3,6,3,0,3,0,0,0,3,0,3,11,3,14,0,6,6,117,59,176,Koorda (S)
50980,27,46,73,33,30,63,40,98,138,41,131,172,131,100,231,172,110,282,161,113,274,174,124,298,189,101,290,367,130,497,421,41,462,366,110,476,274,20,294,109,13,122,172,19,191,497,75,572,83,68,151,3257,1329,4586,Broome (S)
51080,13,0,13,5,4,9,3,13,16,8,27,35,33,8,41,26,16,42,33,9,42,30,7,37,20,0,20,32,3,35,29,0,29,11,3,14,3,0,3,4,0,4,3,0,3,46,0,46,7,4,11,306,94,400,Broomehill-Tambellup (S)
51120,8,4,12,5,3,8,3,7,10,3,33,36,34,21,55,25,13,38,21,15,36,24,3,27,18,3,21,23,5,28,23,0,23,15,3,18,9,0,9,0,0,0,8,0,8,44,0,44,6,13,19,269,123,392,Bruce Rock (S)
51190,55,68,123,94,87,181,55,359,414,116,789,905,715,566,1281,682,406,1088,588,350,938,625,318,943,637,260,897,1027,322,1349,792,53,845,726,224,950,501,30,531,188,9,197,262,13,275,916,121,1037,170,206,376,8149,4181,12330,Bunbury (C)
51260,64,63,127,92,63,155,53,251,304,124,588,712,766,491,1257,701,292,993,718,244,962,632,203,835,682,128,810,1064,145,1209,793,36,829,550,91,641,369,9,378,125,5,130,208,0,208,1112,81,1193,123,132,255,8176,2822,10998,Busselton (S)
51310,38,56,94,45,52,97,18,116,134,38,275,313,143,298,441,205,238,443,262,237,499,235,220,455,298,174,472,500,255,755,473,42,515,1033,315,1348,792,19,811,450,18,468,1119,29,1148,742,92,834,53,88,141,6444,2524,8968,Cambridge (T)
37570,0,0,0,3,3,6,4,0,4,4,0,4,11,0,11,5,0,5,5,0,5,6,0,6,9,0,9,5,4,9,3,0,3,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,11,69,Wujal Wujal (S)
37600,0,0,0,3,3,6,3,22,25,12,3,15,37,3,40,67,3,70,47,3,50,52,3,55,41,3,44,51,0,51,38,0,38,11,0,11,0,0,0,4,0,4,3,0,3,8,3,11,0,0,0,377,46,423,Yarrabah (S)
39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43920,10,9,19,27,22,49,14,59,73,29,134,163,204,62,266,190,85,275,197,75,272,220,75,295,223,45,268,391,30,421,227,5,232,126,14,140,84,3,87,30,0,30,32,0,32,225,8,233,38,25,63,2267,651,2918,Mallala (DC)
53990,42,43,85,57,48,105,49,112,161,61,318,379,469,180,649,405,157,562,392,120,512,368,131,499,451,107,558,838,137,975,665,13,678,705,109,814,457,6,463,206,4,210,208,4,212,835,36,871,102,92,194,6310,1617,7927,Harvey (S)
51330,243,311,554,273,211,484,118,564,682,232,1397,1629,1209,951,2160,1352,740,2092,1350,710,2060,1505,744,2249,1463,595,2058,2737,690,3427,2442,181,2623,2457,437,2894,1640,56,1696,782,46,828,1177,51,1228,2461,370,2831,296,286,582,21737,8340,30077,Canning (C)
51400,28,19,47,34,20,54,19,55,74,55,120,175,230,74,304,241,62,303,208,73,281,218,72,290,274,40,314,559,71,630,450,11,461,502,55,557,283,4,287,110,3,113,112,0,112,537,30,567,54,31,85,3914,740,4654,Capel (S)
51470,3,3,6,3,0,3,0,8,8,0,18,18,15,12,27,11,12,23,5,3,8,12,8,20,13,4,17,28,4,32,8,3,11,5,3,8,3,0,3,0,0,0,3,0,3,23,3,26,3,3,6,135,84,219,Carnamah (S)
51540,17,15,32,20,13,33,10,52,62,15,109,124,115,77,192,96,63,159,94,54,148,95,46,141,89,43,132,156,43,199,112,4,116,105,32,137,69,5,74,36,0,36,38,0,38,198,12,210,57,59,116,1322,627,1949,Carnarvon (S)
40250,0,0,0,6,3,9,7,18,25,17,18,35,37,9,46,52,7,59,32,10,42,42,27,69,29,20,49,65,20,85,36,3,39,18,14,32,0,0,0,3,0,3,0,0,0,15,3,18,12,3,15,371,155,526,Anangu Pitjantjatjara (AC)
40310,37,37,74,54,53,107,30,174,204,74,557,631,584,311,895,515,267,782,553,213,766,572,193,765,577,100,677,912,109,1021,774,20,794,434,50,484,296,0,296,73,0,73,113,4,117,635,35,670,71,81,152,6304,2204,8508,Barossa (DC)
40430,10,9,19,11,11,22,7,47,54,9,100,109,127,65,192,83,33,116,85,24,109,43,11,54,54,7,61,56,9,65,44,0,44,21,11,32,26,0,26,6,0,6,16,0,16,67,0,67,14,23,37,679,350,1029,Barunga West (DC)
40520,21,19,40,50,50,100,24,151,175,58,367,425,453,208,661,341,137,478,290,92,382,248,88,336,264,45,309,365,42,407,217,7,224,99,13,112,69,0,69,13,0,13,36,3,39,248,9,257,84,62,146,2880,1293,4173,Berri and Barmera (DC)
44830,10,9,19,18,13,31,5,37,42,12,96,108,110,51,161,103,40,143,81,24,105,51,22,73,69,14,83,65,16,81,66,0,66,41,11,52,17,3,20,8,0,8,12,0,12,98,4,102,27,20,47,793,360,1153,Mount Remarkable (DC)
45040,30,48,78,71,77,148,50,279,329,81,668,749,716,354,1070,611,263,874,600,172,772,495,144,639,525,94,619,646,65,711,392,15,407,169,34,203,89,3,92,45,3,48,46,0,46,431,37,468,119,135,254,5116,2391,7507,Murray Bridge (RC)
45540,0,6,6,11,16,27,4,42,46,23,132,155,92,43,135,71,29,100,59,14,73,40,11,51,29,5,34,22,9,31,17,3,20,10,4,14,9,0,9,0,0,0,0,0,0,44,6,50,10,19,29,441,339,780,Peterborough (DC)
40700,134,147,281,111,135,246,49,287,336,67,719,786,441,818,1259,593,612,1205,731,527,1258,637,510,1147,637,434,1071,1168,415,1583,1097,59,1156,1317,419,1736,1132,12,1144,585,12,597,1134,6,1140,1217,95,1312,132,206,338,11182,5413,16595,Burnside (C)
41190,8,9,17,12,10,22,3,14,17,8,60,68,44,29,73,38,29,67,64,17,81,40,22,62,52,17,69,65,8,73,33,0,33,18,4,22,18,0,18,4,0,4,4,0,4,42,3,45,3,11,14,456,233,689,Cleve (DC)
46670,24,26,50,36,35,71,16,111,127,41,311,352,312,177,489,290,144,434,291,101,392,260,56,316,254,40,294,276,30,306,190,7,197,94,14,108,47,3,50,15,0,15,30,3,33,216,10,226,56,72,128,2448,1140,3588,Renmark Paringa (DC)
41830,4,5,9,7,7,14,6,27,33,10,49,59,67,24,91,46,30,76,30,4,34,38,18,56,35,16,51,56,5,61,36,3,39,24,6,30,16,3,19,7,0,7,9,0,9,70,0,70,13,14,27,474,211,685,Flinders Ranges (DC)
41960,3,9,12,5,6,11,3,11,14,5,33,38,57,24,81,30,16,46,28,7,35,24,6,30,27,7,34,49,6,55,25,0,25,12,6,18,12,0,12,3,3,6,9,0,9,38,0,38,9,6,15,339,140,479,Franklin Harbour (DC)
46860,5,3,8,5,3,8,3,22,25,5,31,36,41,34,75,48,22,70,38,15,53,26,15,41,41,3,44,43,4,47,44,0,44,12,0,12,5,0,5,0,0,0,3,0,3,45,0,45,8,18,26,372,170,542,Robe (DC)
46970,6,9,15,3,0,3,4,0,4,0,0,0,4,0,4,12,5,17,4,8,12,14,22,36,30,34,64,91,60,151,102,12,114,248,82,330,159,14,173,94,5,99,138,16,154,117,12,129,9,7,16,1035,286,1321,Roxby Downs (M)
47140,227,246,473,412,318,730,265,1163,1428,649,2759,3408,3653,1628,5281,3442,1610,5052,3272,1424,4696,3519,1247,4766,3260,709,3969,5062,655,5717,3563,137,3700,1748,199,1947,959,35,994,353,12,365,392,5,397,3034,225,3259,610,574,1184,34420,12946,47366,Salisbury (C)
47290,12,5,17,13,7,20,3,22,25,5,75,80,66,44,110,61,38,99,64,33,97,62,16,78,53,7,60,77,7,84,44,0,44,11,9,20,10,0,10,3,0,3,10,0,10,45,5,50,9,15,24,548,283,831,Southern Mallee (DC)
42030,22,45,67,54,45,99,30,217,247,101,643,744,661,408,1069,583,291,874,532,219,751,505,186,691,455,114,569,795,119,914,604,20,624,346,40,386,236,0,236,59,0,59,85,3,88,523,25,548,95,115,210,5686,2490,8176,Gawler (T)
42110,11,15,26,19,18,37,8,58,66,30,166,196,179,79,258,142,69,211,122,38,160,109,32,141,102,21,123,115,17,132,67,3,70,24,4,28,24,0,24,11,0,11,16,0,16,121,6,127,28,28,56,1128,554,1682,Goyder (DC)
42250,17,16,33,30,22,52,13,56,69,21,112,133,163,64,227,183,81,264,193,53,246,197,34,231,222,40,262,313,21,334,237,4,241,131,13,144,84,0,84,30,0,30,42,0,42,226,10,236,58,31,89,2160,557,2717,Grant (DC)
47490,11,10,21,8,13,21,0,26,26,7,55,62,57,45,102,59,29,88,64,11,75,37,10,47,44,3,47,67,7,74,39,0,39,21,4,25,12,0,12,8,0,8,8,0,8,74,3,77,16,8,24,532,224,756,Streaky Bay (DC)
47630,33,14,47,31,15,46,12,47,59,22,149,171,154,113,267,190,131,321,210,72,282,176,62,238,211,33,244,235,24,259,142,7,149,61,15,76,38,0,38,12,0,12,25,3,28,162,7,169,37,27,64,1751,719,2470,Tatiara (DC)
47700,122,131,253,203,209,412,116,643,759,220,1812,2032,2172,1177,3349,2236,979,3215,2387,875,3262,2326,854,3180,2354,530,2884,4270,522,4792,3611,128,3739,2148,214,2362,1387,18,1405,574,7,581,602,9,611,2365,108,2473,347,307,654,27440,8523,35963,Tea Tree Gully (C)
47800,15,11,26,31,25,56,13,60,73,28,176,204,203,121,324,193,88,281,178,50,228,150,35,185,151,17,168,144,12,156,81,3,84,38,6,44,30,0,30,8,0,8,17,0,17,148,9,157,39,38,77,1467,651,2118,The Coorong (DC)
47910,4,12,16,12,14,26,10,31,41,14,101,115,101,68,169,85,29,114,68,22,90,57,23,80,58,14,72,95,3,98,49,0,49,26,5,31,23,0,23,11,0,11,8,0,8,67,3,70,14,22,36,702,347,1049,Tumby Bay (DC)
54550,7,6,13,13,6,19,8,25,33,7,43,50,66,26,92,52,18,70,54,23,77,45,17,62,58,13,71,54,11,65,43,0,43,25,0,25,25,0,25,9,0,9,10,0,10,63,4,67,11,8,19,550,200,750,Kojonup (S)
45680,116,136,252,282,270,552,244,1025,1269,514,1998,2512,2741,996,3737,2337,1042,3379,1973,758,2731,2191,603,2794,1846,297,2143,2845,268,3113,1847,63,1910,790,108,898,441,4,445,148,4,152,161,3,164,1858,140,1998,492,464,956,20826,8179,29005,Playford (C)
42600,58,99,157,66,129,195,39,382,421,76,1023,1099,498,1003,1501,632,692,1324,704,609,1313,584,525,1109,662,363,1025,1058,431,1489,973,75,1048,851,308,1159,746,29,775,313,5,318,495,14,509,922,119,1041,95,257,352,8772,6063,14835,Holdfast Bay (C)
43220,3,8,11,0,6,6,0,5,5,0,32,32,34,18,52,19,15,34,27,12,39,27,10,37,36,0,36,50,3,53,20,0,20,20,4,24,13,0,13,3,0,3,9,0,9,18,3,21,9,7,16,288,123,411,Kimba (DC)
43360,8,8,16,9,7,16,6,29,35,7,69,76,92,54,146,74,33,107,81,26,107,59,18,77,55,13,68,66,6,72,43,5,48,17,8,25,17,0,17,4,0,4,5,0,5,71,5,76,15,16,31,629,297,926,Kingston (DC)
43650,19,19,38,35,35,70,13,79,92,32,211,243,290,130,420,301,124,425,290,103,393,340,85,425,405,51,456,604,48,652,466,5,471,282,24,306,180,0,180,59,0,59,75,0,75,394,13,407,45,32,77,3830,959,4789,Light (RegC)
43710,20,6,26,19,10,29,9,42,51,18,82,100,144,61,205,99,56,155,127,42,169,134,39,173,136,20,156,153,18,171,131,0,131,65,9,74,46,0,46,10,0,10,25,0,25,157,11,168,24,22,46,1317,418,1735,Lower Eyre Peninsula (DC)
43790,25,31,56,70,46,116,28,141,169,67,403,470,386,247,633,385,157,542,330,97,427,335,60,395,301,34,335,405,29,434,249,4,253,117,16,133,74,3,77,20,0,20,40,0,40,252,9,261,49,64,113,3133,1341,4474,Loxton Waikerie (DC)
44000,0,0,0,0,0,0,4,3,7,3,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,11,24,Maralinga Tjarutja (AC)
44060,150,226,376,199,342,541,123,1066,1189,340,2623,2963,1886,1639,3525,1942,1214,3156,1893,1022,2915,1912,932,2844,1798,580,2378,3244,664,3908,2869,140,3009,1665,317,1982,1086,51,1137,407,17,424,434,20,454,2010,274,2284,297,456,753,22255,11583,33838,Marion (C)
44210,18,29,47,35,25,60,24,124,148,35,339,374,357,168,525,306,105,411,270,86,356,212,67,279,196,45,241,220,23,243,136,6,142,62,16,78,26,0,26,5,0,5,23,0,23,208,13,221,41,68,109,2174,1114,3288,Mid Murray (DC)
44340,90,127,217,121,170,291,47,456,503,128,1181,1309,940,1103,2043,1097,726,1823,1245,615,1860,1187,602,1789,1239,425,1664,2118,507,2625,2024,91,2115,1862,256,2118,1483,14,1497,663,9,672,955,9,964,1693,145,1838,178,256,434,17070,6692,23762,Mitcham (C)
44550,41,52,93,75,70,145,42,185,227,95,508,603,584,465,1049,596,313,909,663,245,908,719,221,940,729,152,881,1275,164,1439,1045,30,1075,669,64,733,387,11,398,162,3,165,207,0,207,873,55,928,100,96,196,8262,2634,10896,Mount Barker (DC)
44620,37,54,91,86,107,193,74,385,459,172,833,1005,804,489,1293,708,439,1147,629,327,956,696,243,939,593,140,733,1009,130,1139,672,19,691,307,56,363,173,3,176,56,3,59,82,0,82,557,51,608,119,166,285,6774,3445,10219,Mount Gambier (C)
45090,25,22,47,30,25,55,7,69,76,30,175,205,187,136,323,187,130,317,256,91,347,254,72,326,236,29,265,324,39,363,210,3,213,73,20,93,61,7,68,37,0,37,44,3,47,221,19,240,59,41,100,2241,881,3122,Naracoorte and Lucindale (DC)
45120,12,10,22,33,9,42,12,62,74,28,160,188,170,101,271,127,66,193,127,35,162,122,49,171,104,36,140,144,16,160,110,4,114,46,8,54,35,0,35,3,0,3,19,3,22,134,4,138,23,28,51,1249,591,1840,Northern Areas (DC)
45290,105,176,281,104,189,293,44,529,573,101,1088,1189,603,854,1457,610,602,1212,638,569,1207,601,546,1147,569,441,1010,994,518,1512,903,91,994,823,347,1170,668,36,704,331,14,345,541,11,552,818,203,1021,115,221,336,8568,6435,15003,Norwood Payneham St Peters (C)
45340,205,267,472,421,422,843,267,1447,1714,623,3516,4139,4301,2375,6676,4346,1883,6229,4018,1618,5636,4217,1334,5551,4240,875,5115,6652,777,7429,5114,148,5262,2707,294,3001,1595,28,1623,614,8,622,649,5,654,3999,287,4286,633,639,1272,44601,15923,60524,Onkaparinga (C)
45400,3,0,3,0,4,4,0,16,16,9,21,30,25,19,44,25,7,32,30,10,40,26,5,31,16,4,20,33,5,38,19,0,19,18,0,18,4,0,4,0,0,0,7,0,7,33,3,36,0,13,13,248,107,355,Orroroo/Carrieton (DC)
46510,25,69,94,59,66,125,25,203,228,45,470,515,300,334,634,298,297,595,328,242,570,351,250,601,365,213,578,610,262,872,611,58,669,504,115,619,491,8,499,218,11,229,286,8,294,459,80,539,64,98,162,5039,2784,7823,Prospect (C)
47980,87,113,200,74,139,213,17,338,355,76,811,887,446,717,1163,495,572,1067,500,488,988,538,524,1062,588,403,991,1056,502,1558,908,92,1000,1100,395,1495,939,34,973,442,26,468,856,12,868,907,185,1092,91,164,255,9120,5515,14635,Unley (C)
