lga_name_2016,lga_code_2016,negnil_inc_be_wft,negnil_inc_be_wpt,negnil_inc_be_baw,negnil_inc_1eft_othpt,negnil_inc_1eft_othaw,negnil_inc_1eft_othnw,negnil_inc_1ept_othaw,negnil_inc_1ept_othnw,negnil_inc_1aw_othnw,negnil_inc_bnw,negnil_inc_lfsta_ns,negnil_inc_tot,i_1_149_be_wft,i_1_149_be_wpt,i_1_149_be_baw,i_1_149_1eft_othpt,i_1_149_1eft_othaw,i_1_149_1eft_othnw,i_1_149_1ept_othaw,i_1_149_1ept_othnw,i_1_149_1aw_othnw,i_1_149_bnw,i_1_149_lfsta_ns,i_1_149_tot,i_150_299_be_wft,i_150_299_be_wpt,i_150_299_be_baw,i_150_299_1eft_othpt,i_150_299_1eft_othaw,i_150_299_1eft_othnw,i_150_299_1ept_othaw,i_150_299_1ept_othnw,i_150_299_1aw_othnw,i_150_299_bnw,i_150_299_lfsta_ns,i_150_299_tot,i_300_399_be_wft,i_300_399_be_wpt,i_300_399_be_baw,i_300_399_1eft_othpt,i_300_399_1eft_othaw,i_300_399_1eft_othnw,i_300_399_1ept_othaw,i_300_399_1ept_othnw,i_300_399_1aw_othnw,i_300_399_bnw,i_300_399_lfsta_ns,i_300_399_tot,i_400_499_be_wft,i_400_499_be_wpt,i_400_499_be_baw,i_400_499_1eft_othpt,i_400_499_1eft_othaw,i_400_499_1eft_othnw,i_400_499_1ept_othaw,i_400_499_1ept_othnw,i_400_499_1aw_othnw,i_400_499_bnw,i_400_499_lfsta_ns,i_400_499_tot,i_500_649_be_wft,i_500_649_be_wpt,i_500_649_be_baw,i_500_649_1eft_othpt,i_500_649_1eft_othaw,i_500_649_1eft_othnw,i_500_649_1ept_othaw,i_500_649_1ept_othnw,i_500_649_1aw_othnw,i_500_649_bnw,i_500_649_lfsta_ns,i_500_649_tot,i_650_799_be_wft,i_650_799_be_wpt,i_650_799_be_baw,i_650_799_1eft_othpt,i_650_799_1eft_othaw,i_650_799_1eft_othnw,i_650_799_1ept_othaw,i_650_799_1ept_othnw,i_650_799_1aw_othnw,i_650_799_bnw,i_650_799_lfsta_ns,i_650_799_tot,i_800_999_be_wft,i_800_999_be_wpt,i_800_999_be_baw,i_800_999_1eft_othpt,i_800_999_1eft_othaw,i_800_999_1eft_othnw,i_800_999_1ept_othaw,i_800_999_1ept_othnw,i_800_999_1aw_othnw,i_800_999_bnw,i_800_999_lfsta_ns,i_800_999_tot,i_1000_1249_be_wft,i_1000_1249_be_wpt,i_1000_1249_be_baw,i_1000_1249_1eft_othpt,i_1000_1249_1eft_othaw,i_1000_1249_1eft_othnw,i_1000_1249_1ept_othaw,i_1000_1249_1ept_othnw,i_1000_1249_1aw_othnw,i_1000_1249_bnw,i_1000_1249_lfsta_ns,i_1000_1249_tot,i_1250_1499_be_wft,i_1250_1499_be_wpt,i_1250_1499_be_baw,i_1250_1499_1eft_othpt,i_1250_1499_1eft_othaw,i_1250_1499_1eft_othnw,i_1250_1499_1ept_othaw,i_1250_1499_1ept_othnw,i_1250_1499_1aw_othnw,i_1250_1499_bnw,i_1250_1499_lfsta_ns,i_1250_1499_tot,i_1500_1749_be_wft,i_1500_1749_be_wpt,i_1500_1749_be_baw,i_1500_1749_1eft_othpt,i_1500_1749_1eft_othaw,i_1500_1749_1eft_othnw,i_1500_1749_1ept_othaw,i_1500_1749_1ept_othnw,i_1500_1749_1aw_othnw,i_1500_1749_bnw,i_1500_1749_lfsta_ns,i_1500_1749_tot,i_1750_1999_be_wft,i_1750_1999_be_wpt,i_1750_1999_be_baw,i_1750_1999_1eft_othpt,i_1750_1999_1eft_othaw,i_1750_1999_1eft_othnw,i_1750_1999_1ept_othaw,i_1750_1999_1ept_othnw,i_1750_1999_1aw_othnw,i_1750_1999_bnw,i_1750_1999_lfsta_ns,i_1750_1999_tot,i_2000_2499_be_wft,i_2000_2499_be_wpt,i_2000_2499_be_baw,i_2000_2499_1eft_othpt,i_2000_2499_1eft_othaw,i_2000_2499_1eft_othnw,i_2000_2499_1ept_othaw,i_2000_2499_1ept_othnw,i_2000_2499_1aw_othnw,i_2000_2499_bnw,i_2000_2499_lfsta_ns,i_2000_2499_tot,i_2500_2999_be_wft,i_2500_2999_be_wpt,i_2500_2999_be_baw,i_2500_2999_1eft_othpt,i_2500_2999_1eft_othaw,i_2500_2999_1eft_othnw,i_2500_2999_1ept_othaw,i_2500_2999_1ept_othnw,i_2500_2999_1aw_othnw,i_2500_2999_bnw,i_2500_2999_lfsta_ns,i_2500_2999_tot,i_3000_3499_be_wft,i_3000_3499_be_wpt,i_3000_3499_be_baw,i_3000_3499_1eft_othpt,i_3000_3499_1eft_othaw,i_3000_3499_1eft_othnw,i_3000_3499_1ept_othaw,i_3000_3499_1ept_othnw,i_3000_3499_1aw_othnw,i_3000_3499_bnw,i_3000_3499_lfsta_ns,i_3000_3499_tot,i_3500_3999_be_wft,i_3500_3999_be_wpt,i_3500_3999_be_baw,i_3500_3999_1eft_othpt,i_3500_3999_1eft_othaw,i_3500_3999_1eft_othnw,i_3500_3999_1ept_othaw,i_3500_3999_1ept_othnw,i_3500_3999_1aw_othnw,i_3500_3999_bnw,i_3500_3999_lfsta_ns,i_3500_3999_tot,i_4000more_be_wft,i_4000more_be_wpt,i_4000more_be_baw,i_4000more_1eft_othpt,i_4000more_1eft_othaw,i_4000more_1eft_othnw,i_4000more_1ept_othaw,i_4000more_1ept_othnw
Scenic Rim (R),36510,10,0,0,0,0,4,0,0,5,45,0,67,4,3,0,0,0,0,0,3,0,25,0,41,4,0,0,0,0,3,0,9,0,24,0,37,0,0,0,0,0,0,0,0,0,15,0,21,8,8,0,5,0,6,0,19,6,161,3,217,4,4,0,7,0,13,3,34,3,71,3,137,10,14,3,20,0,34,3,57,13,663,4,816,12,23,0,29,0,63,3,68,3,213,6,423,41,36,4,70,4,73,3,48,15,219,3,508,64,37,7,98,8,64,3,48,15,149,3,496,54,20,0,85,5,36,3,22,0,39,0,271,88,31,0,90,7,46,4,21,0,32,3,316,194,18,3,115,10,59,3,13,10,33,3,466,99,13,7,76,3,13,9,4,0,18,0,240,78,3,0,44,11,7,4,0,0,5,0,161,39,3,0,12,0,15,0,3,3,3,0,76,48,12,0,30,4,13,3,5
Somerset (R),36580,4,0,0,0,0,0,0,0,0,24,0,35,6,3,0,0,0,3,0,0,0,14,0,28,3,0,0,0,0,0,0,6,0,12,0,24,0,0,0,0,0,0,0,0,0,9,0,9,10,3,0,3,0,3,0,11,0,146,3,186,3,3,0,0,0,11,0,21,3,62,0,102,6,15,3,3,0,17,0,44,6,455,3,547,13,12,3,15,0,40,3,55,10,112,8,266,18,21,3,37,4,47,3,33,4,126,0,302,39,18,0,55,3,42,0,18,6,71,3,258,36,3,0,30,3,32,0,8,0,23,0,134,48,6,0,37,3,17,0,3,3,13,0,141,126,17,4,75,6,38,0,3,3,21,0,289,81,7,0,30,3,8,0,4,3,5,0,134,44,0,0,18,4,3,0,0,0,3,0,71,18,0,0,3,0,7,0,0,0,3,0,34,21,0,0,9,0,3,0,5
South Burnett (R),36630,5,0,0,3,0,0,0,0,0,34,3,48,7,0,0,0,0,0,0,0,0,23,0,38,7,0,0,3,0,3,0,4,0,14,0,33,0,0,0,0,0,0,0,0,0,18,0,22,14,11,0,7,0,14,0,16,3,226,4,292,4,6,0,10,0,13,0,27,4,72,0,137,23,18,0,19,0,28,0,57,8,768,15,931,25,19,0,29,3,67,4,68,3,164,5,394,47,26,3,45,5,48,4,28,14,165,7,403,78,31,5,81,3,40,3,32,6,130,4,407,42,5,0,60,3,26,9,9,0,18,0,179,69,14,7,52,4,22,0,13,3,23,0,206,123,7,3,64,14,37,3,4,4,17,0,277,64,4,3,47,3,10,4,4,3,3,0,146,44,0,0,23,3,5,0,0,0,0,0,75,28,0,0,4,0,5,0,0,0,0,0,42,40,3,0,16,0,13,0,0
Southern Downs (R),36660,12,0,0,0,0,0,0,7,4,32,3,56,4,3,0,3,0,0,0,0,0,31,0,49,4,3,0,0,0,4,0,10,0,15,0,36,0,0,0,0,0,0,0,3,0,13,0,24,13,4,3,6,0,5,0,21,3,205,6,263,0,5,0,5,0,7,0,37,8,70,0,131,21,16,8,23,6,30,3,60,9,716,12,911,19,26,0,30,6,72,3,67,11,198,8,427,52,31,7,84,0,70,6,47,5,206,6,515,82,30,3,121,7,54,3,22,7,134,0,463,46,14,3,70,3,33,0,24,3,22,0,218,97,14,4,55,3,11,4,8,5,26,0,220,156,21,4,88,9,28,3,5,10,49,0,359,72,3,4,48,4,6,3,0,3,17,0,158,41,0,5,16,0,3,0,0,0,0,0,66,14,0,3,3,0,8,0,0,0,0,0,32,31,3,0,8,0,6,0,3
Sunshine Coast (R),36720,11,0,0,4,0,13,4,9,5,358,7,415,0,10,0,0,0,9,0,24,3,199,0,252,3,10,0,8,0,4,0,51,4,156,4,238,0,4,0,0,0,3,0,28,3,102,3,146,17,40,0,17,0,18,4,137,8,1193,14,1453,8,47,0,26,3,63,7,235,12,590,4,995,43,124,5,64,3,157,12,410,34,4239,43,5138,57,192,8,130,11,289,21,458,38,2021,25,3238,150,327,11,403,16,422,24,368,60,2184,17,3971,402,281,27,707,42,369,35,239,33,1365,14,3508,381,116,12,538,27,281,18,128,31,498,3,2030,572,115,21,547,26,237,23,93,21,466,8,2130,1411,168,40,891,84,356,36,142,38,497,5,3683,953,90,34,521,48,117,19,71,16,264,3,2143,552,44,12,228,35,57,9,26,7,107,4,1073,304,22,6,89,22,147,0,20,21,76,0,709,460,94,11,296,47,151,21,65
Tablelands (R),36820,3,0,0,4,0,4,0,0,0,20,0,38,6,0,0,0,0,7,0,3,0,29,0,42,0,0,0,0,0,0,0,7,0,16,0,29,0,0,0,3,0,0,0,0,0,10,0,18,8,8,0,3,0,4,0,20,4,125,3,171,0,10,0,4,0,5,0,25,0,45,3,87,20,17,3,10,0,19,0,38,8,468,4,583,22,26,0,17,3,45,0,51,6,136,3,304,32,33,6,44,3,53,4,35,10,179,5,408,41,15,3,58,0,34,4,25,4,87,3,284,47,9,3,28,9,26,3,7,0,23,0,153,53,10,4,32,3,26,0,8,0,23,0,158,96,19,7,47,14,23,0,10,12,17,0,246,54,12,5,52,3,7,0,3,0,7,0,150,38,0,0,16,3,3,0,0,0,3,0,70,18,0,0,3,0,4,0,4,0,4,0,37,34,3,3,18,0,0,0,7
Toowoomba (R),36910,10,0,3,5,0,6,0,3,0,153,3,189,17,0,0,3,0,4,0,5,0,105,0,138,9,3,0,6,0,5,3,23,3,54,3,98,0,0,0,0,0,4,0,22,0,36,0,55,26,22,3,19,0,20,0,42,13,525,7,683,12,15,0,9,0,42,3,116,7,199,0,415,36,60,11,35,3,97,7,193,26,2070,32,2573,44,75,12,90,15,203,9,208,31,766,20,1459,118,122,12,211,12,289,15,152,27,715,15,1679,265,114,14,364,22,216,15,94,22,488,17,1638,256,45,14,276,21,164,4,61,27,112,4,980,354,63,13,291,22,148,13,45,23,131,12,1101,974,72,19,475,50,231,20,59,17,148,7,2069,664,46,21,266,39,74,19,18,12,59,0,1210,395,20,8,147,29,23,3,19,3,35,0,679,188,8,3,57,12,52,0,3,0,25,0,349,282,28,12,134,16,67,3,21
Torres (S),36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,8,3,3,0,0,0,3,0,28,7,0,0,9,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0
Torres Strait Island (R),36960,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,0,3,0,9,0,13,0,0,0,0,0,4,0,0,0,3,0,11,3,0,0,3,0,3,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,4,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Townsville (C),37010,9,0,3,3,0,4,0,8,0,158,5,190,3,7,0,0,0,0,0,9,3,80,0,107,3,3,0,0,0,3,0,22,0,77,0,104,0,0,0,0,0,0,0,20,0,52,0,67,8,16,3,3,0,12,0,68,9,484,9,616,3,26,0,7,0,40,3,102,3,193,3,383,12,54,3,27,3,111,6,161,17,1451,28,1872,27,74,4,73,5,241,6,192,22,604,11,1256,82,107,4,210,9,313,12,174,24,683,10,1625,228,86,6,397,28,272,16,106,22,427,8,1606,280,46,4,312,24,221,11,60,23,140,3,1123,412,40,14,320,34,204,12,44,18,124,0,1223,1263,54,29,522,64,285,23,57,23,141,5,2479,925,34,22,305,66,114,17,22,13,59,0,1578,592,14,17,130,22,43,12,8,0,26,0,872,284,7,6,43,14,78,4,8,11,10,0,460,378,18,9,129,14,64,3,14
Brisbane (C),31000,30,9,3,16,0,28,0,34,6,1614,12,1752,14,18,0,7,0,10,0,87,3,558,0,698,10,21,5,12,0,11,0,197,20,385,6,665,0,3,0,4,0,23,3,158,12,219,0,421,18,93,6,32,0,72,19,362,28,2174,18,2819,18,125,3,49,3,198,14,560,37,973,10,1993,68,453,24,121,10,519,22,742,67,6474,103,8594,112,534,12,325,23,1059,38,914,96,3187,34,6333,290,806,29,1039,49,1464,59,935,112,3844,46,8675,973,652,41,1741,96,1295,68,688,97,2550,40,8242,1176,344,36,1636,87,1165,54,384,87,894,8,5866,2008,340,31,1589,104,1024,62,356,84,1021,11,6623,6814,462,137,3005,299,1768,101,509,110,1208,28,14442,6037,281,102,2192,254,660,59,264,62,549,4,10457,4444,184,83,1139,201,365,41,124,25,329,7,6940,3030,68,54,470,141,774,22,115,35,225,4,4938,5559,298,98,1683,257,965,58,317
Burdekin (S),31900,6,0,0,0,0,0,0,0,0,18,0,27,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,9,0,6,0,8,0,4,0,3,0,4,0,65,0,90,0,0,0,0,0,3,0,11,3,34,0,57,3,0,0,5,0,18,3,18,0,259,3,317,7,4,0,6,0,21,0,21,3,76,4,154,19,12,3,35,0,34,3,14,3,97,3,230,41,9,0,58,3,36,4,13,3,58,3,221,20,9,3,35,3,25,0,5,9,0,3,117,47,8,4,41,3,19,0,3,0,22,0,139,99,3,0,53,6,16,0,10,0,16,3,209,67,0,0,26,4,6,3,0,0,7,0,116,31,3,0,8,0,3,0,3,0,0,0,53,9,0,0,4,0,7,0,0,0,6,0,36,25,3,0,20,0,9,0,4
Boulia (S),30900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulloo (S),31750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Bundaberg (R),31820,12,4,3,6,0,3,0,0,3,111,3,143,12,3,0,0,0,5,0,5,0,98,0,128,3,4,0,7,0,3,0,20,3,60,0,103,0,0,0,0,0,3,0,4,6,27,0,44,14,16,4,18,0,20,3,47,3,655,17,789,3,11,0,12,0,40,0,98,7,291,5,467,23,47,7,28,7,73,8,154,22,2201,31,2598,32,40,3,59,8,161,0,161,22,669,10,1166,69,71,5,128,4,173,8,129,23,612,14,1232,149,62,11,208,9,146,9,55,10,371,3,1037,129,31,4,161,6,106,8,46,12,90,0,594,179,36,8,151,4,79,3,28,10,81,0,579,419,22,6,231,30,108,7,29,11,102,6,978,224,20,5,109,23,33,4,10,0,20,0,451,134,4,7,39,6,9,3,7,0,14,0,228,55,5,0,23,9,26,0,4,0,9,0,129,105,7,3,48,6,22,0,10
Burke (S),31950,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cairns (R),32080,13,0,0,0,0,9,0,5,0,150,3,182,3,0,0,4,0,0,0,15,0,63,3,89,0,0,0,0,0,0,0,31,3,60,0,97,0,0,0,0,0,3,0,25,0,41,0,71,11,14,0,4,3,19,3,46,3,373,3,483,6,17,0,14,3,34,0,112,3,169,3,362,19,62,4,31,6,99,7,150,13,1013,17,1433,25,77,3,70,8,184,14,178,15,439,4,1018,95,134,3,197,8,253,20,157,15,467,11,1364,292,112,11,348,24,205,19,112,16,286,11,1431,233,55,10,310,24,176,16,64,10,90,4,987,376,37,4,294,22,117,10,27,12,91,3,1001,1047,70,18,458,62,213,20,56,22,123,5,2088,688,26,11,280,47,77,18,20,11,46,3,1231,403,20,10,107,34,43,5,14,0,20,3,662,193,8,6,42,14,52,3,11,10,13,0,346,352,24,3,146,26,57,14,12
Carpentaria (S),32250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,21,0,0,0,0,0,5,0,0,0,7,0,12,0,0,0,0,0,3,0,0,0,5,0,18,3,0,0,9,0,0,0,0,0,5,0,20,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,0,0,12,21,0,0,3,0,0,0,0,0,0,0,30,8,0,0,7,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
Cassowary Coast (R),32260,4,0,0,0,0,3,0,3,0,37,5,53,3,0,0,4,0,6,0,0,0,29,0,47,3,0,0,0,0,3,0,7,0,16,0,29,0,0,0,0,0,0,0,0,0,8,0,12,8,5,0,0,0,4,0,28,0,140,0,193,3,0,0,0,0,4,0,16,0,50,0,77,10,21,3,14,3,22,0,51,4,390,9,540,12,13,5,29,4,48,4,56,9,149,4,322,40,26,3,64,3,48,3,46,0,133,5,377,84,29,0,87,3,48,7,21,4,69,0,354,58,12,0,73,10,24,0,14,0,20,0,207,94,14,3,57,8,24,3,8,5,25,0,243,164,11,0,81,13,20,4,8,3,30,0,341,88,3,3,36,10,5,0,4,0,5,0,155,43,3,3,12,0,3,0,0,0,3,0,73,20,0,0,3,0,3,0,0,0,5,0,35,34,3,0,26,3,3,0,3
Central Highlands (R) (Qld),32270,6,0,0,3,0,0,0,0,0,14,0,27,3,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,0,8,0,32,3,43,0,5,0,0,0,3,0,12,0,14,0,38,9,8,3,9,0,14,0,12,0,107,0,165,15,12,0,10,0,22,0,14,0,37,0,101,29,9,3,30,3,34,3,10,5,33,3,158,46,14,0,44,3,44,3,7,3,14,0,181,33,0,3,45,3,31,0,9,0,4,0,142,76,5,0,44,6,26,4,8,3,10,0,178,143,10,3,92,9,61,3,4,7,10,0,349,126,7,5,70,10,14,3,0,0,0,0,240,88,4,7,37,4,3,3,0,0,0,0,143,46,3,0,11,0,35,0,0,3,0,0,105,131,8,3,54,6,19,3,0
Charters Towers (R),32310,11,0,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,11,0,11,4,3,0,0,0,4,0,8,0,47,3,62,0,3,0,4,0,3,0,13,0,21,0,41,3,6,0,0,0,11,0,13,4,168,7,210,4,4,0,0,0,10,0,18,0,41,0,83,7,7,0,13,3,23,3,16,4,37,0,116,16,9,0,12,0,21,0,7,0,22,4,88,14,3,0,17,0,19,0,0,0,10,0,68,29,3,0,11,0,5,0,3,0,10,0,66,41,3,0,23,3,14,3,0,4,9,0,101,30,5,0,10,3,4,0,0,0,5,0,54,26,0,0,10,0,4,0,0,0,3,0,46,9,0,0,0,3,3,0,0,0,0,0,27,17,0,0,3,0,3,0,0
Croydon (S),32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etheridge (S),33100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,10,6,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flinders (S) (Qld),33200,8,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,8,3,20,0,4,0,0,0,3,0,3,0,7,0,12,11,0,0,3,0,0,0,0,0,3,0,16,6,0,0,0,0,4,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,12,12,0,0,3,0,0,0,0,0,0,0,15,13,0,0,12,0,0,0,0,0,0,0,24,4,0,0,7,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Cherbourg (S),32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloncurry (S),32450,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,3,0,7,3,0,0,9,0,7,0,0,0,0,0,15,7,0,0,7,0,3,0,0,0,0,0,13,20,0,3,0,4,5,0,0,0,0,0,41,15,0,0,8,0,0,0,0,0,0,0,24,14,0,0,0,0,3,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,10,19,0,0,4,0,0,0,0
Cook (S),32500,3,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,10,0,23,0,0,0,0,0,0,0,4,3,3,0,9,0,0,0,0,0,3,0,3,0,32,0,41,0,0,0,3,0,10,0,6,0,10,0,29,8,0,0,4,0,3,0,0,0,5,0,24,4,0,0,7,0,3,0,3,0,4,0,20,6,0,0,3,3,4,0,0,0,0,0,24,7,4,0,10,0,4,0,3,0,4,0,30,28,0,0,14,0,4,0,0,0,5,0,48,11,0,0,6,0,0,0,0,0,0,0,19,6,0,0,3,0,3,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,0
