LGA_MAIN11,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total,LGA_NAME11
18150,1692,883,833,991,1061,1059,850,513,146,8028,7,5,5,5,11,3,3,0,0,39,35,26,33,26,33,39,26,20,4,242,3,0,0,5,0,3,9,3,0,23,0,0,0,0,5,10,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,33,31,38,52,35,28,4,285,45,31,38,36,49,55,38,28,4,324,1737,914,871,1027,1110,1114,888,541,150,8352,Wellington (A)
18200,1296,687,593,801,948,903,620,300,105,6253,9,0,8,6,8,3,0,0,0,34,12,30,27,35,40,48,31,10,0,233,15,39,51,46,37,60,52,43,7,350,4,3,4,0,10,7,6,4,0,38,3,11,11,5,6,26,43,20,5,130,3,3,6,0,0,0,3,0,0,15,0,0,0,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,86,99,94,99,144,135,77,12,783,46,86,107,100,107,147,135,77,12,817,1342,773,700,901,1055,1050,755,377,117,7070,Wentworth (A)
18250,12574,7461,10316,10873,8850,6864,3985,2715,1435,65073,0,21,24,5,5,7,5,5,5,77,183,212,299,247,224,255,217,189,142,1968,3,3,29,13,15,13,10,4,0,90,4,10,12,22,13,19,13,5,0,98,4,3,0,0,0,5,5,0,0,17,0,3,6,3,14,7,9,0,0,42,0,0,0,0,5,6,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,194,234,353,289,275,309,260,198,146,2258,194,255,377,294,280,316,265,203,151,2335,12768,7716,10693,11167,9130,7180,4250,2918,1586,67408,Willoughby (C)
18350,8386,4448,3095,5166,5969,5892,5045,2842,1126,41969,12,12,9,13,7,7,11,3,0,74,102,244,171,184,211,184,169,67,36,1368,9,0,6,10,11,15,24,6,0,81,4,6,8,5,18,23,8,8,0,80,0,0,4,3,4,3,3,0,0,17,5,0,4,5,0,5,3,0,0,22,0,0,0,0,0,6,7,0,0,13,0,4,0,0,0,0,0,0,0,4,0,5,4,9,13,13,5,0,3,52,0,0,0,0,0,0,0,0,0,0,120,259,197,216,257,249,219,81,39,1637,132,271,206,229,264,256,230,84,39,1711,8518,4719,3301,5395,6233,6148,5275,2926,1165,43680,Wingecarribee (A)
18400,9829,5524,4438,6350,6119,4960,2691,1293,448,41652,7,4,8,5,8,6,3,0,0,41,110,188,126,89,56,89,62,34,11,765,3,4,0,0,3,0,6,3,0,19,7,4,13,6,7,8,6,3,0,54,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,120,202,139,98,69,102,80,40,11,861,127,206,147,103,77,108,83,40,11,902,9956,5730,4585,6453,6196,5068,2774,1333,459,42554,Wollondilly (A)
18450,34709,25936,22997,24697,25256,20858,15154,10782,4070,184459,43,40,53,24,36,31,15,11,9,262,668,1375,873,655,536,475,321,256,155,5314,27,18,43,31,34,28,20,5,0,206,18,31,30,45,32,41,25,15,0,237,0,3,3,8,3,5,5,3,0,30,7,7,11,8,16,4,5,0,0,58,3,3,3,4,8,5,3,0,0,29,0,4,0,7,0,0,0,0,0,11,3,20,16,15,21,15,0,0,0,90,0,0,0,0,0,0,0,0,0,0,726,1461,979,773,650,573,379,279,155,5975,769,1501,1032,797,686,604,394,290,164,6237,35478,27437,24029,25494,25942,21462,15548,11072,4234,190696,Wollongong (C)
18500,7879,5272,8913,7528,6342,5771,4131,2436,1476,49748,10,19,6,10,5,5,6,4,0,65,161,268,281,184,191,178,157,67,52,1539,5,15,21,11,17,16,10,4,0,99,6,11,14,11,15,29,15,3,0,104,0,0,3,4,0,6,7,4,0,24,0,7,5,10,3,4,13,4,0,46,0,0,0,0,3,0,6,0,0,9,0,0,3,0,0,0,0,0,0,3,0,7,5,0,3,6,9,0,0,30,0,0,0,0,0,0,0,0,0,0,172,308,332,220,232,239,217,82,52,1854,182,327,338,230,237,244,223,86,52,1919,8061,5599,9251,7758,6579,6015,4354,2522,1528,51667,Woollahra (A)
18550,29637,17489,15087,18574,18886,16765,13684,9221,3619,142962,34,30,18,30,16,30,7,11,7,183,641,817,592,470,446,410,379,266,149,4170,5,8,12,13,15,27,38,12,0,130,13,19,22,22,21,38,26,11,0,172,0,4,3,5,0,4,7,4,0,27,4,0,6,0,12,7,3,0,0,32,0,0,0,0,3,11,4,4,0,22,0,5,3,0,3,0,3,0,0,14,3,7,3,3,3,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,666,860,641,513,503,504,463,297,149,4596,700,890,659,543,519,534,470,308,156,4779,30337,18379,15746,19117,19405,17299,14154,9529,3775,147741,Wyong (A)
18710,3229,1525,1317,2282,2134,1834,1092,558,217,14188,6,3,5,5,7,0,3,0,0,29,116,42,20,48,53,50,27,16,6,378,5,3,6,3,5,17,8,3,3,53,0,0,4,0,3,7,3,0,0,17,0,0,0,0,0,5,10,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,5,22,25,16,21,9,10,3,3,3,112,0,0,0,0,0,0,0,0,0,0,146,70,51,72,70,92,51,22,12,586,152,73,56,77,77,92,54,22,12,615,3381,1598,1373,2359,2211,1926,1146,580,229,14803,Yass Valley (A)
18750,2597,1282,1110,1468,1501,1492,1075,677,310,11512,5,6,0,3,5,3,0,0,0,22,39,73,59,45,50,62,33,27,9,397,3,0,0,0,3,4,4,4,0,18,0,0,0,8,0,0,0,0,0,8,0,3,0,0,0,6,0,0,0,9,3,0,3,3,3,0,3,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,45,80,62,56,62,77,40,31,9,462,50,86,62,59,67,80,40,31,9,484,2647,1368,1172,1527,1568,1572,1115,708,319,11996,Young (A)
19399,177,63,130,143,178,167,108,55,11,1032,0,0,0,0,0,3,0,0,0,3,56,58,68,79,120,190,143,58,6,778,32,29,18,46,53,99,93,41,10,421,7,5,12,15,32,54,54,22,3,204,8,4,6,15,15,34,53,22,6,163,34,23,21,41,82,137,189,93,13,633,3,3,6,6,16,14,8,4,3,63,7,0,5,6,6,4,0,0,0,28,7,6,4,10,14,9,11,4,0,65,0,0,0,0,0,0,0,0,0,0,154,128,140,218,338,541,551,244,41,2355,154,128,140,218,338,544,551,244,41,2358,331,191,270,361,516,711,659,299,52,3390,Unincorporated NSW
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20110,1964,979,760,1363,1791,1732,1280,752,282,10903,0,0,4,0,0,12,4,4,6,30,31,24,47,28,28,47,13,0,0,218,253,281,148,142,111,120,59,33,17,1164,23,8,24,16,14,21,14,0,0,120,11,8,14,13,17,6,7,0,3,79,3,8,17,6,11,17,3,0,0,65,4,0,4,3,4,4,4,0,0,23,0,7,0,0,0,4,0,0,0,11,0,4,6,9,0,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,325,340,260,217,185,223,103,33,20,1706,325,340,264,217,185,235,107,37,26,1736,2289,1319,1024,1580,1976,1967,1387,789,308,12639,Alpine (S)
20260,1921,1030,1029,1329,1536,1576,1135,743,263,10562,3,3,3,0,3,0,3,5,4,24,0,3,0,3,3,0,0,0,0,9,34,68,52,44,49,31,28,16,9,331,0,3,3,0,0,4,0,4,0,14,4,0,3,0,4,0,6,0,0,17,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,38,77,62,47,59,39,34,20,9,385,41,80,65,47,62,39,37,25,13,409,1962,1110,1094,1376,1598,1615,1172,768,276,10971,Ararat (RC)
20570,17736,13309,10996,11611,11774,10111,6628,4492,1887,88544,20,27,15,12,9,18,6,7,0,114,5,29,21,19,18,34,13,7,0,146,313,1145,466,334,339,327,172,124,102,3322,4,12,9,20,16,26,12,0,0,99,5,4,9,16,14,14,13,5,0,80,8,3,3,4,4,8,15,5,0,50,0,3,7,3,6,3,7,0,0,29,0,0,0,0,0,5,0,0,0,5,0,8,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,335,1204,518,396,401,417,232,141,102,3746,355,1231,533,408,410,435,238,148,102,3860,18091,14540,11529,12019,12184,10546,6866,4640,1989,92404,Ballarat (C)
20660,20520,14599,15071,16663,15642,13786,8884,5890,2762,113817,25,20,23,19,15,15,7,7,6,137,7,29,36,37,29,22,13,13,3,189,359,518,539,378,291,300,302,247,181,3115,9,12,38,31,16,21,14,3,4,148,0,7,7,5,9,15,6,0,0,49,0,8,17,6,3,10,3,0,0,47,0,3,0,0,5,13,5,0,0,26,0,0,11,0,4,3,4,0,0,22,3,3,4,3,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,378,580,652,460,360,384,347,263,191,3615,403,600,675,479,375,399,354,270,197,3752,20923,15199,15746,17142,16017,14185,9238,6160,2959,117569,Banyule (C)
20740,4887,2481,2582,3446,3607,4001,3379,2081,790,27254,15,11,8,8,16,10,3,6,4,81,9,8,25,31,32,13,10,0,0,128,176,251,349,269,332,273,113,74,34,1871,5,5,17,26,24,19,8,4,0,108,7,0,3,8,12,6,3,0,3,42,0,3,3,10,6,10,3,0,0,35,4,0,0,5,7,11,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,201,267,400,349,416,332,142,78,37,2222,216,278,408,357,432,342,145,84,41,2303,5103,2759,2990,3803,4039,4343,3524,2165,831,29557,Bass Coast (S)
20830,8364,5036,4195,5165,5848,5395,3660,2116,804,40583,10,12,11,9,13,3,8,3,4,73,3,6,8,3,4,8,10,0,0,42,144,279,130,96,107,98,79,38,24,995,3,0,5,4,0,8,9,4,3,36,10,0,3,4,3,0,0,0,0,20,0,6,4,0,3,3,3,0,0,19,0,3,0,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,160,294,154,110,120,120,104,47,27,1136,170,306,165,119,133,123,112,50,31,1209,8534,5342,4360,5284,5981,5518,3772,2166,835,41792,Baw Baw (S)
20910,17495,10167,6770,13005,13850,11075,7106,4891,3106,87465,23,11,7,14,9,15,7,5,7,98,4,5,25,19,23,33,30,12,0,151,266,300,282,266,208,208,167,112,129,1938,8,6,8,12,18,12,17,3,3,87,5,3,6,4,4,8,6,3,0,39,3,8,6,6,4,8,9,6,3,53,3,3,0,3,3,3,3,3,0,21,0,0,3,5,3,0,0,0,0,11,3,0,0,0,0,5,5,0,0,13,0,0,0,0,0,0,0,0,0,0,292,325,330,315,263,277,237,139,135,2313,315,336,337,329,272,292,244,144,142,2411,17810,10503,7107,13334,14122,11367,7350,5035,3248,89876,Bayside (C)
21010,2321,1399,1045,1397,1968,1980,1343,909,392,12754,5,3,6,4,3,6,0,0,0,27,0,5,0,0,5,10,3,0,3,26,27,95,67,43,36,43,28,18,18,375,0,3,0,7,3,5,0,0,0,18,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,106,70,50,44,62,35,21,21,436,32,109,76,54,47,68,35,21,21,463,2353,1508,1121,1451,2015,2048,1378,930,413,13217,Benalla (RC)
21110,26959,23564,19462,20380,22448,17434,10483,7293,4377,152400,39,46,36,23,23,21,15,9,10,222,13,38,32,42,31,40,41,4,3,244,355,708,659,395,330,323,247,195,149,3361,7,13,18,22,15,31,18,13,4,141,4,9,11,8,10,21,13,5,3,84,0,9,14,15,16,20,14,11,0,99,0,7,0,4,9,8,23,5,0,56,0,5,4,3,3,3,3,0,0,21,0,8,10,4,7,5,3,0,0,37,0,0,0,0,0,0,0,0,0,0,379,797,748,493,421,451,362,233,159,4043,418,843,784,516,444,472,377,242,169,4265,27377,24407,20246,20896,22892,17906,10860,7535,4546,156665,Boroondara (C)
21180,34155,26325,28025,25513,23631,20197,11787,6387,2087,178107,50,29,57,41,24,17,17,6,6,247,4,9,16,15,16,20,3,5,3,91,520,575,743,479,341,237,179,166,92,3332,5,15,18,17,9,6,8,3,0,81,3,5,7,4,8,3,3,3,0,36,9,4,12,3,11,3,3,0,0,45,0,0,3,6,6,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,541,612,799,524,391,274,196,177,95,3609,591,641,856,565,415,291,213,183,101,3856,34746,26966,28881,26078,24046,20488,12000,6570,2188,181963,Brimbank (C)
21270,1132,562,423,662,875,928,681,496,221,5980,3,4,3,5,8,3,3,7,3,39,0,0,0,0,0,0,3,0,0,3,7,28,23,23,26,35,21,15,4,182,0,0,4,0,4,3,0,0,0,11,0,3,3,0,0,0,3,0,0,9,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,31,33,23,30,42,27,15,4,223,21,35,36,28,38,45,30,22,7,262,1153,597,459,690,913,973,711,518,228,6242,Buloke (S)
21370,7037,3912,3040,4335,4983,4425,3378,2183,853,34146,25,14,10,11,12,7,12,4,6,101,13,28,20,5,15,24,12,7,3,127,108,181,127,87,120,150,137,81,40,1031,7,3,4,7,11,23,11,4,0,70,0,4,5,7,5,4,10,0,3,38,0,0,0,0,6,11,4,0,0,21,3,3,3,0,3,3,3,3,0,21,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,131,219,159,111,164,218,177,95,46,1320,156,233,169,122,176,225,189,99,52,1421,7193,4145,3209,4457,5159,4650,3567,2282,905,35567,Campaspe (S)
21450,16998,9600,9620,10909,9674,7185,4303,2200,810,71299,16,17,11,14,8,7,3,4,6,86,3,6,8,4,4,8,7,5,0,45,183,371,264,159,99,91,64,27,15,1273,6,4,7,7,15,9,3,6,0,57,0,3,0,4,3,0,3,0,0,13,4,4,7,5,3,4,0,0,0,27,0,4,0,0,0,5,8,3,0,20,3,0,6,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,392,292,182,124,117,85,41,15,1447,215,409,303,196,132,124,88,45,21,1533,17213,10009,9923,11105,9806,7309,4391,2245,831,72832,Cardinia (S)
21610,57782,34912,35122,39111,34004,23153,12266,6730,2416,245496,70,45,56,33,37,21,4,8,0,274,20,18,33,35,24,31,22,6,0,189,532,984,771,474,335,279,183,148,62,3768,21,9,18,29,17,29,19,3,4,149,0,4,5,10,5,14,7,3,0,48,14,9,15,17,7,15,7,0,0,84,0,3,8,3,3,11,3,3,3,37,0,3,0,3,3,0,0,3,0,12,0,0,4,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,587,1030,854,571,397,382,241,166,69,4297,657,1075,910,604,434,403,245,174,69,4571,58439,35987,36032,39715,34438,23556,12511,6904,2485,250067,Casey (C)
21670,2002,1192,852,1317,1667,1868,1559,955,361,11773,8,5,5,5,3,0,3,0,0,29,0,0,0,0,0,6,3,0,0,9,38,66,40,48,54,56,34,18,20,374,3,0,0,5,8,0,3,3,0,22,0,0,0,0,4,0,0,0,0,4,4,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,4,0,7,0,5,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,71,46,53,69,62,43,25,20,434,53,76,51,58,72,62,46,25,20,463,2055,1268,903,1375,1739,1930,1605,980,381,12236,Central Goldfields (S)
21750,3735,2190,1872,2407,2730,2657,1745,1164,507,19007,13,7,5,6,6,8,4,4,3,56,3,3,3,6,6,15,0,3,0,39,71,122,94,83,85,88,61,38,11,653,0,3,9,3,3,3,3,3,0,27,3,3,9,3,0,4,7,0,0,29,0,3,3,3,3,4,0,0,0,16,0,0,3,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,77,137,124,98,100,114,75,44,11,780,90,144,129,104,106,122,79,48,14,836,3825,2334,2001,2511,2836,2779,1824,1212,521,19843,Colac-Otway (S)
21830,3310,1651,1338,1900,2297,1996,1530,994,386,15402,6,4,9,0,10,3,5,0,0,37,8,0,8,4,7,8,5,0,0,40,64,105,82,50,55,59,24,19,12,470,0,5,0,0,0,8,0,0,0,13,0,3,0,0,3,5,0,0,0,11,3,3,4,6,3,0,3,0,0,22,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,78,116,94,60,68,84,32,19,12,563,84,120,103,60,78,87,37,19,12,600,3394,1771,1441,1960,2375,2083,1567,1013,398,16002,Corangamite (S)
21890,21670,16600,24310,21930,16445,11664,8897,7400,2928,131844,21,42,41,29,18,18,9,10,12,200,3,49,23,26,22,32,4,0,0,159,270,716,675,473,302,249,161,87,57,2990,8,21,19,18,25,20,16,0,0,127,3,15,13,7,15,13,0,5,3,74,4,8,13,12,8,7,4,10,0,66,0,12,0,3,11,7,10,0,0,43,0,3,8,3,4,3,0,0,0,21,3,4,9,0,6,4,5,3,0,34,0,0,0,0,0,0,0,0,0,0,291,828,760,542,393,335,200,105,60,3514,312,870,801,571,411,353,209,115,72,3714,21982,17470,25111,22501,16856,12017,9106,7515,3000,135558,Darebin (C)
22110,7038,3851,3210,4458,5434,6112,4893,2807,1045,38848,16,18,9,14,11,14,10,0,3,95,10,4,25,15,29,39,33,7,3,165,388,353,279,207,241,339,272,110,40,2229,10,7,5,9,12,11,19,5,0,78,8,9,14,8,5,13,9,0,3,69,0,0,7,3,5,12,3,4,0,34,0,0,4,3,3,15,5,3,0,33,0,3,3,0,3,3,0,0,3,15,3,3,3,3,3,3,11,0,0,29,0,0,0,0,0,0,0,0,0,0,419,379,340,248,301,435,352,129,49,2652,435,397,349,262,312,449,362,129,52,2747,7473,4248,3559,4720,5746,6561,5255,2936,1097,41595,East Gippsland (S)
22170,23811,16080,16439,18043,17173,13824,8768,5290,2153,121581,20,12,18,16,16,12,5,11,3,113,4,18,17,10,21,21,28,7,3,129,366,758,530,353,259,243,208,185,137,3039,3,7,12,13,13,24,12,9,3,96,3,3,3,3,9,3,3,3,0,30,4,10,13,5,18,9,8,4,0,71,0,3,3,4,12,11,7,0,0,40,5,3,0,0,0,0,0,0,0,8,3,3,3,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,388,805,581,391,332,314,266,208,143,3428,408,817,599,407,348,326,271,219,146,3541,24219,16897,17038,18450,17521,14150,9039,5509,2299,125122,Frankston (C)
22250,1838,933,795,1085,1363,1407,1167,786,322,9696,7,5,3,0,3,4,3,0,3,28,0,3,3,3,0,4,4,0,0,17,28,57,31,29,40,65,31,17,11,309,3,0,0,3,3,0,3,3,0,15,3,0,3,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,60,40,35,46,69,41,20,11,356,41,65,43,35,49,73,44,20,14,384,1879,998,838,1120,1412,1480,1211,806,336,10080,Gannawarra (S)
22310,23111,15720,19155,19581,16992,13612,7974,6524,3838,126507,18,23,29,8,11,12,6,4,11,122,10,13,14,18,17,23,29,6,3,133,244,422,463,317,252,255,205,182,166,2506,4,9,14,11,11,23,11,3,3,89,0,3,3,0,3,8,10,3,3,33,0,8,4,0,5,9,16,5,3,50,0,3,0,0,3,9,5,3,0,23,0,0,6,0,0,3,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,258,458,504,351,291,330,276,202,178,2848,276,481,533,359,302,342,282,206,189,2970,23387,16201,19688,19940,17294,13954,8256,6730,4027,129477,Glen Eira (C)
22410,3543,1908,1689,2424,2870,2654,1675,1030,413,18206,11,8,11,11,4,5,5,6,6,67,3,3,3,3,10,3,0,3,0,28,60,102,81,73,60,85,42,27,10,540,0,0,3,0,6,0,3,0,4,16,5,8,8,7,19,23,20,6,0,96,3,0,5,0,0,3,0,0,0,11,0,0,0,0,3,9,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,113,100,83,98,126,65,36,14,706,82,121,111,94,102,131,70,42,20,773,3625,2029,1800,2518,2972,2785,1745,1072,433,18979,Glenelg (S)
22490,4220,1964,1680,2784,2849,2420,1243,486,141,17787,3,7,6,5,0,8,0,0,0,29,3,3,0,3,3,3,0,0,0,15,55,70,47,25,27,33,19,24,9,309,0,0,0,3,3,3,3,0,0,12,0,0,0,0,3,0,0,0,0,3,3,0,3,0,3,3,3,0,0,15,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,73,50,31,42,42,28,24,9,360,64,80,56,36,42,50,28,24,9,389,4284,2044,1736,2820,2891,2470,1271,510,150,18176,Golden Plains (S)
