lga_code16,m_australia_e,m_australia_om_ie,m_australia_om_uie,m_australia_cfw,m_australia_es_ns,m_australia_tot,m_canada_e,m_canada_om_ie,m_canada_om_uie,m_canada_cfw,m_canada_es_ns,m_canada_tot,m_china_e,m_china_om_ie,m_china_om_uie,m_china_cfw,m_china_es_ns,m_china_tot,m_croatia_e,m_croatia_om_ie,m_croatia_om_uie,m_croatia_cfw,m_croatia_es_ns,m_croatia_tot,m_egypt_e,m_egypt_om_ie,m_egypt_om_uie,m_egypt_cfw,m_egypt_es_ns,m_egypt_tot,m_fiji_e,m_fiji_om_ie,m_fiji_om_uie,m_fiji_cfw,m_fiji_es_ns,m_fiji_tot,m_fyrom_e,m_fyrom_om_ie,m_fyrom_om_uie,m_fyrom_cfw,m_fyrom_es_ns,m_fyrom_tot,m_germany_e,m_germany_om_ie,m_germany_om_uie,m_germany_cfw,m_germany_es_ns,m_germany_tot,m_greece_e,m_greece_om_ie,m_greece_om_uie,m_greece_cfw,m_greece_es_ns,m_greece_tot,m_hongkong_e,m_hongkong_om_ie,m_hongkong_om_uie,m_hongkong_cfw,m_hongkong_es_ns,m_hongkong_tot,m_india_e,m_india_om_ie,m_india_om_uie,m_india_cfw,m_india_es_ns,m_india_tot,m_indonesia_e,m_indonesia_om_ie,m_indonesia_om_uie,m_indonesia_cfw,m_indonesia_es_ns,m_indonesia_tot,m_iran_e,m_iran_om_ie,m_iran_om_uie,m_iran_cfw,m_iran_es_ns,m_iran_tot,m_iraq_e,m_iraq_om_ie,m_iraq_om_uie,m_iraq_cfw,m_iraq_es_ns,m_iraq_tot,m_ireland_e,m_ireland_om_ie,m_ireland_om_uie,m_ireland_cfw,m_ireland_es_ns,m_ireland_tot,m_italy_e,m_italy_om_ie,m_italy_om_uie,m_italy_cfw,m_italy_es_ns,m_italy_tot,m_japan_e,m_japan_om_ie,m_japan_om_uie,m_japan_cfw,m_japan_es_ns,m_japan_tot,m_koreasouth_e,m_koreasouth_om_ie,m_koreasouth_om_uie,m_koreasouth_cfw,m_koreasouth_es_ns,m_koreasouth_tot,m_lebanon_e,m_lebanon_om_ie,m_lebanon_om_uie,m_lebanon_cfw,m_lebanon_es_ns,m_lebanon_tot,m_malaysia_e,m_malaysia_om_ie,m_malaysia_om_uie,m_malaysia_cfw,m_malaysia_es_ns,m_malaysia_tot,m_malta_e,m_malta_om_ie,m_malta_om_uie,m_malta_cfw,m_malta_es_ns,m_malta_tot,m_netherlands_e,m_netherlands_om_ie,m_netherlands_om_uie,m_netherlands_cfw,m_netherlands_es_ns,m_netherlands_tot,m_nz_e,m_nz_om_ie,m_nz_om_uie,m_nz_cfw,m_nz_es_ns,m_nz_tot,m_pakistan_e,m_pakistan_om_ie,m_pakistan_om_uie,m_pakistan_cfw,m_pakistan_es_ns,m_pakistan_tot,m_philippines_e,m_philippines_om_ie,m_philippines_om_uie,m_philippines_cfw,m_philippines_es_ns,m_philippines_tot,m_poland_e,m_poland_om_ie,m_poland_om_uie,m_poland_cfw,m_poland_es_ns,m_poland_tot,m_singapore_e,m_singapore_om_ie,m_singapore_om_uie,m_singapore_cfw,m_singapore_es_ns,m_singapore_tot,m_sthafrica_e,m_sthafrica_om_ie,m_sthafrica_om_uie,m_sthafrica_cfw,m_sthafrica_es_ns,m_sthafrica_tot,m_srilanka_e,m_srilanka_om_ie,m_srilanka_om_uie,m_srilanka_cfw,m_srilanka_es_ns,m_srilanka_tot,m_thailand_e,m_thailand_om_ie,m_thailand_om_uie,m_thailand_cfw,m_thailand_es_ns,m_thailand_tot,m_turkey_e,m_turkey_om_ie,m_turkey_om_uie,m_turkey_cfw,m_turkey_es_ns,m_turkey_tot,m_uk_e,m_uk_om_ie,m_uk_om_uie,m_uk_cfw,m_uk_es_ns,m_uk_tot,m_usa_e,m_usa_om_ie,m_usa_om_uie,m_usa_cfw,m_usa_es_ns,m_usa_tot,m_vietnam_e,m_vietnam_om_ie,lga_name16
41060,11922,1242,1256,127,139,14691,28,5,3,0,0,37,178,40,20,9,0,250,42,10,12,0,0,69,25,6,3,0,0,41,25,0,3,3,0,28,9,0,7,0,0,13,65,15,13,8,0,103,78,23,25,0,4,132,43,5,0,0,0,51,748,58,67,3,11,881,7,0,0,0,0,10,64,7,9,0,0,78,23,0,3,0,0,25,38,5,5,0,0,52,166,51,70,10,0,301,15,0,0,0,0,15,47,10,3,4,0,59,12,5,4,0,3,24,90,8,3,3,0,108,20,3,3,0,0,26,46,3,10,0,0,59,182,13,17,3,0,219,61,0,7,0,0,62,151,3,3,0,0,161,53,7,13,0,0,74,21,4,0,0,0,28,91,0,5,0,0,99,61,4,3,0,0,67,39,4,0,0,0,41,3,4,0,0,0,10,1076,92,129,3,16,1312,45,0,6,0,0,50,305,34,Charles Sturt (C)
37400,181,29,35,25,10,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,Winton (S)
37550,109,8,3,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Woorabinda (S)
41190,216,39,132,48,6,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,Cleve (DC)
41750,98,23,64,44,6,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elliston (DC)
37570,45,0,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Wujal Wujal (S)
37600,180,3,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,Yarrabah (S)
41960,115,21,61,11,6,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,Franklin Harbour (DC)
40070,32547,1838,1567,122,236,36305,146,8,10,0,0,162,997,143,69,45,4,1248,31,4,3,0,3,41,60,3,4,0,0,62,49,4,0,0,0,58,12,0,0,0,0,16,216,15,12,0,6,248,98,25,15,9,3,152,259,19,3,0,0,282,1612,64,42,12,15,1734,92,0,3,0,0,97,195,19,12,7,0,229,34,4,3,0,0,46,183,11,6,0,0,191,271,51,35,4,7,372,74,8,3,0,0,82,163,22,21,5,0,216,24,12,3,0,0,38,527,46,26,7,3,597,31,4,0,0,0,36,120,16,3,0,0,136,483,40,23,3,3,557,202,12,6,0,0,216,497,0,0,0,7,507,151,7,12,0,0,175,142,4,6,0,0,156,341,17,11,0,0,371,265,6,11,0,0,279,106,7,0,3,0,120,17,3,0,0,0,21,3821,178,171,9,18,4196,261,9,4,0,0,275,416,26,Adelaide (C)
40120,2637,499,691,139,49,4015,5,6,0,0,0,13,16,0,3,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,6,0,0,25,4,0,3,0,0,8,3,3,0,0,0,3,57,3,5,0,0,58,11,0,0,0,0,8,5,0,3,0,0,7,3,0,0,0,0,3,8,0,3,0,0,15,13,8,5,6,0,26,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,4,0,0,15,0,0,0,0,0,3,9,3,15,0,0,27,29,11,9,3,0,54,0,0,0,0,0,0,27,0,0,0,0,34,5,0,7,0,0,12,3,0,0,0,0,3,18,3,11,0,0,34,21,0,3,0,0,20,4,0,0,0,0,9,0,0,0,0,0,0,215,74,72,18,0,383,13,8,7,0,0,25,28,0,Adelaide Hills (DC)
40220,1799,277,571,131,43,2826,4,0,0,0,0,4,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,21,0,3,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,8,3,7,5,0,15,28,8,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,112,22,47,4,0,192,3,0,5,0,0,8,3,0,Alexandrina (DC)
41330,174,14,33,11,8,243,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,6,0,0,3,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,18,0,0,0,0,0,3,0,0,Coober Pedy (DC)
41560,1305,154,277,54,49,1837,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,9,9,3,4,0,0,21,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,40,8,17,0,0,65,0,0,0,0,0,0,0,0,Copper Coast (DC)
40250,240,3,10,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0,0,Anangu Pitjantjatjara (AC)
40310,3554,305,425,125,54,4468,8,0,0,0,0,11,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,11,4,0,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,3,10,0,4,0,0,11,35,7,4,3,0,54,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,3,5,0,0,0,0,6,13,0,0,0,0,20,5,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,0,0,260,21,32,3,3,315,13,0,0,0,0,11,8,0,Barossa (DC)
40430,157,72,114,32,6,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Barunga West (DC)
40520,1423,115,219,70,29,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,7,7,5,7,4,0,25,0,0,0,0,0,0,20,3,4,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,6,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,0,3,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,63,3,7,0,0,74,7,0,0,0,0,7,0,0,Berri and Barmera (DC)
40700,3750,646,601,72,53,5115,11,0,0,0,0,16,93,38,11,9,0,151,0,0,0,0,0,0,3,0,3,0,0,10,3,0,0,0,0,8,0,0,0,0,0,0,22,3,6,0,0,34,11,3,9,0,0,23,17,0,0,0,0,23,202,11,14,0,0,227,14,0,0,0,0,12,19,0,6,0,0,27,3,0,0,0,0,3,17,0,3,0,0,17,33,15,15,4,0,65,3,0,0,0,0,8,23,3,3,6,0,39,6,8,0,0,0,11,36,19,9,7,0,62,3,0,0,0,0,6,12,3,3,3,0,24,54,13,10,3,0,73,11,0,0,0,0,11,34,0,3,0,0,43,4,3,10,0,0,15,14,3,4,0,0,28,41,6,5,0,0,54,25,3,0,0,0,31,12,0,0,0,0,12,3,0,0,0,0,5,377,68,61,9,3,516,15,10,8,0,0,35,30,6,Burnside (C)
40910,2157,350,424,38,17,2987,3,0,3,0,0,8,48,20,12,9,3,94,4,0,6,0,0,11,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,14,6,3,5,0,0,19,11,3,3,0,0,17,156,17,23,3,3,198,8,0,3,0,0,8,10,0,3,0,0,10,0,0,3,0,0,3,0,0,0,0,0,3,76,34,55,8,7,181,0,0,0,0,0,0,9,9,4,3,0,19,3,0,7,0,0,15,32,6,8,0,0,43,0,0,0,0,0,0,13,5,3,0,0,12,34,10,6,0,0,49,7,0,0,0,0,11,15,0,3,0,0,21,4,0,0,0,0,13,6,0,6,0,0,10,18,0,4,0,0,25,22,3,3,0,0,26,3,0,0,0,0,5,0,0,0,0,0,0,133,26,32,3,0,196,13,3,0,0,0,15,17,3,Campbelltown (C) (SA)
41830,117,23,52,23,7,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,Flinders Ranges (DC)
42030,1592,156,246,20,21,2030,0,0,0,0,0,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,4,3,0,3,0,0,10,18,3,4,3,0,27,0,0,0,0,0,3,6,0,0,0,0,8,3,0,0,0,0,7,5,0,0,0,0,5,10,0,0,0,0,9,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,149,24,48,3,6,226,6,3,0,0,0,9,9,0,Gawler (T)
42110,361,46,167,100,15,690,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,5,0,25,0,0,0,0,0,0,0,0,Goyder (DC)
42250,881,120,215,91,13,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,30,6,12,0,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,36,0,0,0,0,0,0,0,0,Grant (DC)
42600,2867,465,492,71,47,3946,8,3,3,0,0,14,55,8,11,8,0,82,3,0,0,0,0,5,5,0,0,3,0,12,3,0,0,0,0,3,0,0,0,0,0,0,9,7,6,0,0,22,12,0,0,0,0,15,15,3,0,0,0,22,143,9,5,3,0,156,9,0,3,0,0,13,12,3,8,0,0,23,0,0,0,0,0,3,15,0,4,0,0,24,16,3,9,0,0,28,0,0,5,0,0,4,11,0,6,0,0,19,3,4,0,0,0,9,9,4,3,0,0,16,0,0,0,0,0,0,11,7,0,3,0,16,44,11,10,0,0,69,10,0,0,0,0,10,41,0,0,0,0,41,9,0,6,0,0,11,6,3,0,0,0,3,27,3,7,0,0,40,14,3,0,0,0,18,16,0,4,0,0,18,0,0,0,0,0,3,282,53,63,5,8,416,12,3,4,0,0,18,31,3,Holdfast Bay (C)
42750,483,77,220,71,16,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,14,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,14,3,0,56,3,0,0,0,0,4,0,0,Kangaroo Island (DC)
43080,94,26,89,39,3,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,Karoonda East Murray (DC)
43360,251,45,106,35,7,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,Kingston (DC) (SA)
43650,1793,187,291,97,30,2398,3,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,11,19,0,3,0,0,23,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,137,15,28,5,0,185,4,0,0,0,0,7,4,0,Light (RegC)
