lga_code16,m_australia_e,m_australia_om_ie,m_australia_om_uie,m_australia_cfw,m_australia_es_ns,m_australia_tot,m_canada_e,m_canada_om_ie,m_canada_om_uie,m_canada_cfw,m_canada_es_ns,m_canada_tot,m_china_e,m_china_om_ie,m_china_om_uie,m_china_cfw,m_china_es_ns,m_china_tot,m_croatia_e,m_croatia_om_ie,m_croatia_om_uie,m_croatia_cfw,m_croatia_es_ns,m_croatia_tot,m_egypt_e,m_egypt_om_ie,m_egypt_om_uie,m_egypt_cfw,m_egypt_es_ns,m_egypt_tot,m_fiji_e,m_fiji_om_ie,m_fiji_om_uie,m_fiji_cfw,m_fiji_es_ns,m_fiji_tot,m_fyrom_e,m_fyrom_om_ie,m_fyrom_om_uie,m_fyrom_cfw,m_fyrom_es_ns,m_fyrom_tot,m_germany_e,m_germany_om_ie,m_germany_om_uie,m_germany_cfw,m_germany_es_ns,m_germany_tot,m_greece_e,m_greece_om_ie,m_greece_om_uie,m_greece_cfw,m_greece_es_ns,m_greece_tot,m_hongkong_e,m_hongkong_om_ie,m_hongkong_om_uie,m_hongkong_cfw,m_hongkong_es_ns,m_hongkong_tot,m_india_e,m_india_om_ie,m_india_om_uie,m_india_cfw,m_india_es_ns,m_india_tot,m_indonesia_e,m_indonesia_om_ie,m_indonesia_om_uie,m_indonesia_cfw,m_indonesia_es_ns,m_indonesia_tot,m_iran_e,m_iran_om_ie,m_iran_om_uie,m_iran_cfw,m_iran_es_ns,m_iran_tot,m_iraq_e,m_iraq_om_ie,m_iraq_om_uie,m_iraq_cfw,m_iraq_es_ns,m_iraq_tot,m_ireland_e,m_ireland_om_ie,m_ireland_om_uie,m_ireland_cfw,m_ireland_es_ns,m_ireland_tot,m_italy_e,m_italy_om_ie,m_italy_om_uie,m_italy_cfw,m_italy_es_ns,m_italy_tot,m_japan_e,m_japan_om_ie,m_japan_om_uie,m_japan_cfw,m_japan_es_ns,m_japan_tot,m_koreasouth_e,m_koreasouth_om_ie,m_koreasouth_om_uie,m_koreasouth_cfw,m_koreasouth_es_ns,m_koreasouth_tot,m_lebanon_e,m_lebanon_om_ie,m_lebanon_om_uie,m_lebanon_cfw,m_lebanon_es_ns,m_lebanon_tot,m_malaysia_e,m_malaysia_om_ie,m_malaysia_om_uie,m_malaysia_cfw,m_malaysia_es_ns,m_malaysia_tot,m_malta_e,m_malta_om_ie,m_malta_om_uie,m_malta_cfw,m_malta_es_ns,m_malta_tot,m_netherlands_e,m_netherlands_om_ie,m_netherlands_om_uie,m_netherlands_cfw,m_netherlands_es_ns,m_netherlands_tot,m_nz_e,m_nz_om_ie,m_nz_om_uie,m_nz_cfw,m_nz_es_ns,m_nz_tot,m_pakistan_e,m_pakistan_om_ie,m_pakistan_om_uie,m_pakistan_cfw,m_pakistan_es_ns,m_pakistan_tot,m_philippines_e,m_philippines_om_ie,m_philippines_om_uie,m_philippines_cfw,m_philippines_es_ns,m_philippines_tot,m_poland_e,m_poland_om_ie,m_poland_om_uie,m_poland_cfw,m_poland_es_ns,m_poland_tot,m_singapore_e,m_singapore_om_ie,m_singapore_om_uie,m_singapore_cfw,m_singapore_es_ns,m_singapore_tot,m_sthafrica_e,m_sthafrica_om_ie,m_sthafrica_om_uie,m_sthafrica_cfw,m_sthafrica_es_ns,m_sthafrica_tot,m_srilanka_e,m_srilanka_om_ie,m_srilanka_om_uie,m_srilanka_cfw,m_srilanka_es_ns,m_srilanka_tot,m_thailand_e,m_thailand_om_ie,m_thailand_om_uie,m_thailand_cfw,m_thailand_es_ns,m_thailand_tot,m_turkey_e,m_turkey_om_ie,m_turkey_om_uie,m_turkey_cfw,m_turkey_es_ns,m_turkey_tot,m_uk_e,m_uk_om_ie,m_uk_om_uie,m_uk_cfw,m_uk_es_ns,m_uk_tot,m_usa_e,m_usa_om_ie,m_usa_om_uie,m_usa_cfw,m_usa_es_ns,m_usa_tot,m_vietnam_e,m_vietnam_om_ie,lga_name16
43710,454,104,196,66,16,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,12,3,0,0,0,0,3,0,0,Lower Eyre Peninsula (DC)
43220,120,34,82,35,8,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kimba (DC)
43790,1460,209,311,107,32,2116,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,10,3,0,4,3,0,10,3,0,0,0,0,3,27,3,3,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,11,0,4,0,0,14,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,49,0,9,4,0,61,4,0,0,0,0,4,3,0,Loxton Waikerie (DC)
43920,477,88,164,39,20,787,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,30,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,21,0,0,0,0,21,11,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,33,7,14,0,0,58,0,0,0,0,0,0,4,3,Mallala (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maralinga Tjarutja (AC)
44060,6057,611,827,81,57,7636,18,0,0,0,0,27,95,34,24,6,0,161,9,3,3,0,0,14,7,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,34,8,8,0,0,53,14,8,5,0,0,28,21,7,0,0,0,26,298,29,31,8,4,374,9,0,5,0,0,12,60,8,16,0,0,79,4,0,0,0,0,11,23,3,6,0,0,33,25,14,4,0,0,46,9,0,0,0,0,11,14,3,0,0,0,16,11,3,4,0,4,17,27,8,10,3,3,46,6,0,0,0,0,8,23,3,4,0,4,35,81,13,12,0,0,108,29,6,0,0,0,36,67,0,0,0,0,68,29,6,4,0,0,40,8,0,4,0,0,13,46,13,8,0,0,68,19,0,4,0,0,26,9,0,0,0,0,18,3,4,0,0,0,3,746,61,126,8,5,946,39,3,3,0,0,46,38,5,Marion (C)
44210,684,101,230,92,27,1130,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,8,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,15,3,0,56,3,0,0,0,0,0,0,0,Mid Murray (DC)
44340,6815,619,786,95,58,8375,38,3,7,0,0,44,110,18,11,7,0,141,8,0,0,0,0,11,3,0,0,0,0,9,12,0,3,0,0,15,0,0,0,0,0,0,47,8,12,0,4,67,17,0,9,0,0,34,18,3,0,3,0,21,265,18,11,4,4,295,17,0,0,0,0,20,37,3,4,0,0,47,5,0,0,0,0,5,26,3,9,0,0,32,40,7,5,4,0,57,14,0,3,0,0,21,24,3,3,0,0,34,9,0,5,0,0,16,69,6,8,3,0,93,4,0,0,0,0,5,28,0,3,3,0,38,105,8,13,0,0,124,19,0,0,0,3,23,70,0,0,0,0,73,28,0,4,3,0,35,29,3,3,0,0,37,68,10,10,0,0,85,33,0,4,0,0,38,8,0,0,0,0,9,4,0,0,0,0,6,821,75,113,7,8,1026,55,4,6,0,0,66,31,4,Mitcham (C)
44550,2969,371,566,93,57,4050,5,3,0,0,0,8,8,4,3,3,0,21,3,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,10,4,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,50,7,0,3,0,56,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,10,3,3,0,0,16,3,0,0,0,0,5,3,0,0,0,0,5,0,0,3,0,0,5,11,5,0,0,0,18,0,0,0,0,0,0,11,4,7,0,0,13,27,6,6,0,0,38,6,0,0,0,0,6,14,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,3,24,6,3,0,0,35,9,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,212,41,67,14,5,334,17,0,0,0,0,14,3,0,Mount Barker (DC)
44620,4431,360,360,61,54,5262,3,0,0,0,0,8,12,5,5,0,0,16,3,0,0,0,0,3,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,4,3,0,0,0,0,3,26,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,14,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,20,4,3,0,0,22,59,6,5,0,0,66,7,0,0,0,0,8,11,0,0,0,0,11,0,3,0,0,0,3,0,0,0,0,0,0,21,3,3,0,0,29,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,142,11,12,0,4,164,8,3,0,0,0,12,3,0,Mount Gambier (C)
44830,181,45,137,78,6,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,0,15,0,0,0,0,0,0,0,0,Mount Remarkable (DC)
45040,2891,211,355,97,57,3610,3,0,0,0,0,3,155,8,0,4,3,162,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,6,0,0,16,0,0,0,0,0,0,16,0,0,0,0,16,58,3,0,0,0,60,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,9,3,4,0,3,18,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,9,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,9,56,0,4,0,0,63,5,0,0,0,0,11,101,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,3,11,0,5,0,0,15,24,0,0,0,0,27,0,4,0,0,0,4,3,0,0,0,0,3,146,3,21,3,3,176,12,0,0,0,0,13,40,0,Murray Bridge (RC)
45680,6546,339,534,85,85,7586,9,0,0,0,0,9,35,11,4,8,0,57,11,0,0,0,0,12,4,3,0,0,0,10,14,0,0,0,3,15,0,0,0,0,0,0,29,3,8,0,0,40,8,3,6,0,0,25,15,3,3,0,0,24,315,19,13,4,3,350,9,0,0,0,0,16,21,0,5,0,0,26,8,0,3,0,0,14,21,0,3,0,0,25,48,10,22,3,0,85,9,0,0,0,0,9,6,0,3,0,0,14,10,0,3,4,0,19,54,6,3,0,0,72,5,0,0,0,0,4,23,3,3,0,0,32,74,6,8,0,0,93,40,3,4,0,0,45,80,0,3,0,3,89,24,0,9,0,0,30,14,5,0,0,0,14,36,0,4,0,0,39,28,0,0,0,0,31,21,0,3,0,0,30,10,0,0,0,0,12,786,41,103,3,11,943,20,3,5,0,0,27,120,44,Playford (C)
45090,1158,192,318,143,26,1835,0,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,3,0,0,41,20,0,0,0,0,21,40,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,50,0,9,0,0,58,4,0,0,0,0,4,16,3,Naracoorte and Lucindale (DC)
45120,463,119,179,80,17,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,3,0,31,0,0,0,0,0,0,0,0,Northern Areas (DC)
45290,6006,1022,690,90,83,7886,26,3,0,0,0,30,157,22,23,16,0,225,6,3,0,0,0,7,13,5,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,32,5,3,0,0,47,22,4,3,0,0,33,29,5,0,0,0,41,312,10,23,4,3,356,13,0,3,0,0,19,27,3,0,0,0,30,4,0,0,0,0,9,23,7,5,0,0,29,109,37,49,8,5,205,11,0,0,0,0,11,48,5,14,4,4,73,12,4,6,0,3,29,60,10,20,0,0,89,0,0,0,0,0,3,8,4,3,0,0,14,81,7,11,0,0,104,34,3,0,0,0,36,72,0,3,0,0,75,40,3,5,0,0,45,15,7,3,0,0,29,47,7,6,0,0,62,47,3,0,0,0,52,8,0,0,0,0,14,3,0,0,0,0,3,500,90,62,7,9,674,25,5,12,0,0,43,58,3,Norwood Payneham St Peters (C)
45340,10452,1113,1778,207,137,13684,21,10,0,0,0,35,86,21,11,14,0,132,4,3,3,0,0,8,12,0,3,0,0,24,17,0,3,0,0,22,0,0,0,0,0,0,62,10,20,0,3,102,7,3,7,0,0,23,5,0,0,0,0,8,183,18,20,3,0,227,24,0,3,0,0,26,34,8,3,0,0,47,8,0,0,0,0,13,33,3,4,0,0,49,34,15,31,14,3,93,5,0,0,0,0,5,16,0,0,0,0,22,7,3,11,0,0,16,36,4,6,0,0,44,8,0,3,0,0,10,37,13,20,0,0,65,161,29,43,0,3,243,29,10,3,0,0,39,70,3,0,0,0,79,51,6,12,3,0,70,9,3,0,0,0,17,98,18,12,0,0,122,24,4,3,0,0,33,5,3,0,0,0,9,4,0,0,0,0,9,1517,194,384,35,25,2155,35,3,3,0,3,48,34,9,Onkaparinga (C)
45400,75,16,53,33,5,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,Orroroo/Carrieton (DC)
45540,122,6,40,13,7,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,Peterborough (DC)
45890,25918,1421,1253,137,217,28953,36,0,6,0,0,37,304,48,28,14,0,403,71,6,7,0,3,90,24,5,5,0,0,26,58,0,0,0,0,63,5,3,3,0,0,7,145,10,8,0,3,167,73,21,17,6,5,124,51,5,3,0,0,61,1414,115,117,13,18,1673,32,0,0,0,0,34,104,8,15,0,0,131,20,3,0,3,3,32,94,3,8,0,0,109,210,60,31,8,6,316,13,0,0,0,0,13,65,9,3,0,0,80,18,3,13,0,0,37,125,8,12,0,0,146,24,0,3,0,0,24,71,9,4,5,0,95,422,23,20,0,8,472,90,5,13,0,0,110,447,4,14,0,3,466,128,11,18,4,3,162,38,5,3,0,0,46,178,14,0,3,0,198,105,6,3,5,0,123,50,0,3,0,0,57,15,3,3,0,0,17,2804,128,121,12,28,3094,103,4,4,0,0,106,513,55,Port Adelaide Enfield (C)
46090,1944,86,135,12,30,2211,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,76,0,9,3,0,82,0,0,0,0,0,0,4,0,Port Augusta (C)
46300,2179,205,266,37,42,2733,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,13,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,22,7,4,0,4,36,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,77,6,16,3,0,99,7,0,3,0,0,8,3,0,Port Lincoln (C)
46450,2527,167,228,69,30,3021,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,11,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,3,0,0,7,32,0,3,3,0,37,9,3,0,0,0,10,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,27,4,0,3,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,80,0,7,0,0,87,3,0,0,0,0,3,4,3,Port Pirie City and Dists (M)
46510,1468,239,225,24,13,1967,3,0,3,0,0,4,25,11,6,5,0,42,3,0,7,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,13,8,3,4,0,0,20,3,0,0,0,0,3,75,24,21,3,0,120,0,0,0,0,0,3,7,0,3,0,0,6,3,0,0,0,0,3,4,3,0,0,0,7,17,12,10,0,0,38,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,3,15,0,3,0,0,16,0,0,0,0,0,3,3,0,0,0,0,7,20,5,7,0,0,25,6,0,3,0,0,4,12,0,0,0,0,12,10,3,0,0,0,11,3,0,0,0,0,3,10,3,0,0,0,8,7,0,0,0,0,9,6,3,0,0,0,9,3,0,0,0,0,3,109,18,24,3,3,166,7,0,0,0,0,7,24,3,Prospect (C)
46670,1334,134,194,60,26,1751,4,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,8,8,0,25,5,0,0,0,0,6,37,0,3,9,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,5,0,20,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,21,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,39,0,4,3,0,49,0,0,0,0,0,0,3,0,Renmark Paringa (DC)
46860,163,32,61,24,6,288,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,10,0,0,0,0,0,0,0,0,Robe (DC)
46970,1212,10,12,3,9,1250,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,0,0,36,0,0,0,0,0,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,23,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,59,3,0,0,0,0,3,0,0,Roxby Downs (M)
47140,17360,917,1010,131,167,19582,36,0,0,0,0,38,224,24,17,12,0,272,28,10,11,0,0,52,18,3,0,0,0,24,38,0,7,0,3,46,12,0,0,0,0,15,88,8,9,4,0,110,45,18,12,0,0,69,52,5,0,3,0,62,715,53,72,8,3,852,25,3,3,0,0,27,66,6,6,0,3,84,22,6,11,0,0,41,46,3,3,0,3,61,122,42,34,9,0,206,14,0,0,0,0,14,63,3,4,3,0,78,14,12,14,0,0,45,89,10,12,0,0,112,14,3,3,0,0,24,54,3,12,0,0,68,233,8,14,0,4,254,71,16,4,0,0,87,220,8,4,3,0,240,75,8,15,0,0,94,36,0,4,0,0,44,156,10,4,0,0,163,84,6,0,0,0,95,43,0,3,0,0,46,11,0,0,0,0,8,1836,128,161,16,12,2156,64,3,0,0,3,72,332,36,Salisbury (C)
