lga_code16,fts_none_mng,fts_none_pro,fts_none_tectw,fts_none_copsw,fts_none_claw,fts_none_swks,fts_none_maopdv,fts_none_lab,fts_none_idns,fts_none_tot,fts_1_15_mng,fts_1_15_pro,fts_1_15_tectw,fts_1_15_copsw,fts_1_15_claw,fts_1_15_swks,fts_1_15_maopdv,fts_1_15_lab,fts_1_15_idns,fts_1_15_tot,fts_16_24_mng,fts_16_24_pro,fts_16_24_tectw,fts_16_24_copsw,fts_16_24_claw,fts_16_24_swks,fts_16_24_maopdv,fts_16_24_lab,fts_16_24_idns,fts_16_24_tot,fts_25_34_mng,fts_25_34_pro,fts_25_34_tectw,fts_25_34_copsw,fts_25_34_claw,fts_25_34_swks,fts_25_34_maopdv,fts_25_34_lab,fts_25_34_idns,fts_25_34_tot,fts_35_39_mng,fts_35_39_pro,fts_35_39_tectw,fts_35_39_copsw,fts_35_39_claw,fts_35_39_swks,fts_35_39_maopdv,fts_35_39_lab,fts_35_39_idns,fts_35_39_tot,fts_40_mng,fts_40_pro,fts_40_tectw,fts_40_copsw,fts_40_claw,fts_40_swks,fts_40_maopdv,fts_40_lab,fts_40_idns,fts_40_tot,fts_41_48_mng,fts_41_48_pro,fts_41_48_tectw,fts_41_48_copsw,fts_41_48_claw,fts_41_48_swks,fts_41_48_maopdv,fts_41_48_lab,fts_41_48_idns,fts_41_48_tot,fts_49mo_mng,fts_49mo_pro,fts_49mo_tectw,fts_49mo_copsw,fts_49mo_claw,fts_49mo_swks,fts_49mo_maopdv,fts_49mo_lab,fts_49mo_idns,fts_49mo_tot,fts_ns_mng,fts_ns_pro,fts_ns_tectw,fts_ns_copsw,fts_ns_claw,fts_ns_swks,fts_ns_maopdv,fts_ns_lab,fts_ns_idns,fts_ns_tot,fts_tot_mng,fts_tot_pro,fts_tot_tectw,fts_tot_copsw,fts_tot_claw,fts_tot_swks,fts_tot_maopdv,fts_tot_lab,fts_tot_inad_des_tot,fts_tot_tot,pts_none_mng,pts_none_pro,pts_none_tectw,pts_none_copsw,pts_none_claw,pts_none_swks,pts_none_maopdv,pts_none_lab,pts_none_idns,pts_none_tot,pts_1_15_mng,pts_1_15_pro,pts_1_15_tectw,pts_1_15_copsw,pts_1_15_claw,pts_1_15_swks,pts_1_15_maopdv,pts_1_15_lab,pts_1_15_idns,pts_1_15_tot,pts_16_24_mng,pts_16_24_pro,pts_16_24_tectw,pts_16_24_copsw,pts_16_24_claw,pts_16_24_swks,pts_16_24_maopdv,pts_16_24_lab,pts_16_24_idns,pts_16_24_tot,pts_25_34_mng,pts_25_34_pro,pts_25_34_tectw,pts_25_34_copsw,pts_25_34_claw,pts_25_34_swks,pts_25_34_maopdv,pts_25_34_lab,pts_25_34_idns,pts_25_34_tot,pts_35_39_mng,pts_35_39_pro,pts_35_39_tectw,pts_35_39_copsw,pts_35_39_claw,pts_35_39_swks,pts_35_39_maopdv,pts_35_39_lab,pts_35_39_idns,pts_35_39_tot,pts_40_mng,pts_40_pro,pts_40_tectw,pts_40_copsw,pts_40_claw,pts_40_swks,pts_40_maopdv,pts_40_lab,pts_40_idns,pts_40_tot,pts_41_48_mng,pts_41_48_pro,pts_41_48_tectw,pts_41_48_copsw,pts_41_48_claw,pts_41_48_swks,pts_41_48_maopdv,pts_41_48_lab,pts_41_48_idns,pts_41_48_tot,pts_49mo_mng,pts_49mo_pro,pts_49mo_tectw,pts_49mo_copsw,pts_49mo_claw,pts_49mo_swks,pts_49mo_maopdv,pts_49mo_lab,pts_49mo_idns,pts_49mo_tot,pts_ns_mng,pts_ns_pro,pts_ns_tectw,pts_ns_copsw,pts_ns_claw,pts_ns_swks,pts_ns_maopdv,pts_ns_lab,pts_ns_idns,pts_ns_tot,pts_tot_mng,pts_tot_pro,pts_tot_tectw,pts_tot_copsw,pts_tot_claw,pts_tot_swks,pts_tot_maopdv,pts_tot_lab,pts_tot_inad_des_tot,pts_tot_tot,lga_name16
10850,0,0,0,5,0,0,0,3,0,10,0,0,3,18,0,23,0,37,0,81,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,29,0,28,0,44,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,6,3,0,0,0,0,0,10,0,0,4,3,3,0,0,0,0,15,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,12,6,4,0,3,0,48,Blayney (A)
10900,0,0,3,22,0,21,0,14,0,60,8,37,15,292,53,302,25,200,6,938,4,9,3,83,8,56,6,38,0,217,3,3,6,37,0,16,0,3,0,70,0,0,7,3,0,3,0,0,0,13,0,0,7,3,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,4,5,29,21,47,51,452,57,406,34,265,11,1344,0,0,0,7,0,0,0,0,0,11,0,6,3,17,3,6,0,18,0,55,0,0,3,27,8,14,0,11,0,68,0,4,11,13,0,13,0,5,0,45,3,3,36,15,0,3,0,7,0,63,0,4,40,8,9,0,0,6,0,64,0,0,16,8,0,3,0,0,0,23,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,8,6,20,115,91,20,38,3,46,4,353,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,14,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,0,25,Bogan (A)
11100,0,4,3,12,26,49,8,21,0,116,8,47,31,122,55,487,35,146,3,943,12,32,36,80,48,214,46,134,9,603,4,9,13,24,14,47,6,15,0,141,0,0,8,0,10,11,4,3,0,53,0,7,11,0,3,0,0,0,0,33,0,0,3,5,3,0,0,0,0,12,3,0,3,0,0,0,0,0,0,8,0,3,4,5,3,8,3,8,20,55,27,105,110,252,175,825,105,323,45,1961,0,0,7,3,0,0,0,0,0,14,0,3,7,8,3,31,0,10,0,64,3,5,12,25,15,25,21,30,3,134,3,4,15,14,13,24,8,6,0,87,8,13,42,6,19,6,7,6,0,103,9,12,71,3,11,3,0,0,0,108,0,3,25,0,6,0,0,0,0,42,8,3,17,3,0,0,0,0,0,31,0,0,7,0,0,3,0,0,4,16,27,39,202,67,67,93,36,48,9,604,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,12,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Brewarrina (A)
14300,0,0,0,0,0,0,0,4,0,4,0,0,0,12,0,11,0,10,0,35,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,12,0,11,0,19,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,6,0,3,0,24,Junee (A)
14350,0,0,0,6,3,10,0,6,0,27,0,3,0,45,8,137,0,83,0,271,0,0,0,7,0,9,0,13,0,25,0,0,0,5,0,8,0,3,0,12,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,21,0,4,9,61,16,164,0,108,13,380,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,4,0,6,0,16,0,0,0,9,0,9,0,3,0,17,0,0,3,3,0,6,0,0,0,11,3,0,21,3,0,0,0,3,0,32,0,0,10,4,0,0,0,0,0,20,0,0,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,10,41,23,7,22,0,15,0,119,Kempsey (A)
11250,0,0,0,4,0,4,0,8,0,19,0,3,3,15,0,75,4,37,0,138,0,0,0,4,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,7,13,33,0,88,7,43,3,195,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,18,0,0,3,7,0,3,0,0,0,17,0,0,0,10,0,4,0,0,0,17,0,3,12,0,3,0,0,0,0,23,0,3,11,0,6,0,0,0,0,11,0,3,0,0,0,0,0,0,0,6,0,3,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,3,14,26,24,7,10,3,4,3,101,Broken Hill (C)
13910,0,0,0,5,0,7,0,0,0,10,4,0,3,19,6,84,3,60,0,173,0,0,0,6,0,4,0,5,0,22,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,10,6,0,8,31,11,99,4,67,3,231,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,9,0,0,0,9,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,9,0,8,22,3,9,3,0,0,0,48,0,0,16,3,0,0,0,0,0,21,0,0,8,0,0,3,0,0,0,12,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,6,10,52,22,13,6,0,9,0,122,Hilltops (A)
14000,3,3,5,49,5,83,3,40,3,196,21,173,48,681,135,972,39,453,19,2545,25,42,24,205,42,248,15,101,6,704,3,8,7,66,15,55,10,21,0,169,0,3,9,19,4,12,0,3,0,52,3,3,8,3,3,3,5,3,0,29,0,0,5,3,0,0,0,3,0,13,0,3,0,0,0,3,0,0,0,10,0,4,4,12,4,17,0,8,15,69,63,240,119,1037,201,1393,65,625,45,3791,0,0,0,6,0,0,0,3,0,11,6,6,12,30,6,39,4,22,0,123,3,9,17,41,8,31,3,24,4,129,3,11,33,28,4,16,0,7,0,98,7,7,70,22,4,15,3,7,4,138,12,9,110,20,9,10,0,5,0,180,8,5,31,10,0,3,0,3,0,67,4,4,31,8,0,3,0,5,0,58,0,0,7,0,3,0,0,0,5,20,37,62,314,160,41,113,13,65,12,817,Hornsby (A)
14100,0,0,0,4,0,3,0,0,0,6,0,19,3,98,5,21,3,17,0,163,0,3,9,30,7,12,0,8,0,64,0,0,0,11,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,3,8,3,23,11,143,19,40,8,24,3,270,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,16,17,7,3,0,3,0,47,Hunters Hill (A)
14170,0,7,6,33,14,52,6,24,0,139,21,170,68,599,140,678,33,268,22,1996,21,60,84,236,77,270,42,160,9,955,16,16,14,67,39,54,6,18,0,230,4,14,17,12,6,13,0,0,0,66,3,4,8,8,12,4,3,3,0,45,0,0,16,3,4,4,0,5,0,30,3,3,3,7,4,0,0,0,0,22,0,8,6,32,6,25,6,10,19,107,66,284,216,997,297,1088,93,487,62,3594,0,0,3,9,0,0,0,3,3,14,0,11,3,33,11,46,0,14,0,121,6,9,35,55,17,38,8,37,3,213,7,14,34,47,13,29,3,8,0,148,10,8,66,21,12,17,4,0,0,149,9,17,111,15,16,5,0,3,0,171,8,6,43,9,5,3,0,0,3,74,4,5,28,5,7,3,0,5,0,57,0,3,9,4,3,0,0,3,8,25,51,73,332,188,75,140,19,71,22,975,Inner West (A)
14200,0,0,0,4,0,9,0,5,0,16,0,3,4,12,3,78,6,42,0,154,0,0,0,5,0,4,0,3,0,20,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,3,11,12,22,4,103,6,52,9,221,0,0,3,0,0,0,0,0,0,8,0,3,0,0,0,4,0,4,0,18,0,3,0,3,0,5,0,3,0,17,0,4,4,8,0,3,0,6,0,23,0,13,15,4,3,0,0,0,0,34,0,3,11,0,0,0,0,0,0,14,0,0,6,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,3,21,42,20,7,14,0,13,3,128,Inverell (A)
