LGA_MAIN11,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P,LGA_NAME11
56620,482,552,1034,109,75,184,90,95,185,33,31,64,19,18,37,251,219,470,189,281,470,7.6,8.2,7.9,52.1,39.7,45.5,48.1,36.4,41.9,0,11,11,7,3,10,21,33,54,11,14,25,48,36,84,564,618,1182,83,84,167,423,495,918,175,147,322,Ngaanyatjarraku (S)
55740,3301,3819,7120,1524,880,2404,513,971,1484,110,120,230,98,92,190,2245,2063,4308,824,1534,2358,4.4,4.5,4.4,68.0,54.0,60.5,65.0,51.6,57.8,343,248,591,86,154,240,834,978,1812,241,401,642,447,221,668,3035,3555,6590,621,843,1464,1886,2141,4027,1610,2055,3665,Mosman Park (T)
55810,299,217,516,127,62,189,13,30,43,17,3,20,9,8,17,166,103,269,90,101,191,5.4,7.8,6.3,55.7,47.5,52.2,52.7,43.8,48.9,3,0,3,3,3,6,10,20,30,9,10,19,81,12,93,229,181,410,91,76,167,139,104,243,158,128,286,Mount Magnet (S)
56930,562,673,1235,226,99,325,98,146,244,18,17,35,9,11,20,351,273,624,163,339,502,2.6,4.0,3.2,62.2,40.6,50.5,60.6,39.0,48.9,57,44,101,10,27,37,162,170,332,37,63,100,46,36,82,552,656,1208,78,118,196,383,463,846,229,296,525,Peppermint Grove (S)
57000,545,236,781,381,106,487,34,43,77,28,10,38,4,3,7,447,162,609,39,62,101,0.9,1.9,1.1,82.3,68.4,78.1,81.6,67.1,77.2,3,0,3,3,4,7,28,29,57,22,22,44,156,31,187,312,212,524,225,61,286,217,142,359,301,115,416,Perenjori (S)
57080,8796,7058,15854,4447,2626,7073,861,1089,1950,285,207,492,276,251,527,5869,4173,10042,1406,1864,3270,4.7,6.0,5.2,66.7,59.1,63.3,63.6,55.6,60.0,850,584,1434,161,197,358,2278,1921,4199,711,641,1352,1019,479,1498,4546,3740,8286,3034,2539,5573,1718,1405,3123,5632,4705,10337,Perth (C)
57140,459,449,908,202,74,276,42,101,143,16,18,34,25,12,37,285,205,490,148,222,370,8.8,5.9,7.6,62.1,45.7,54.0,56.6,43.0,49.9,3,4,7,0,7,7,10,33,43,21,29,50,102,55,157,485,454,939,77,82,159,320,291,611,200,215,415,Pingelly (S)
57210,2002,1922,3924,839,416,1255,259,477,736,97,85,182,71,57,128,1266,1035,2301,624,796,1420,5.6,5.5,5.6,63.3,53.8,58.6,59.7,50.8,55.4,21,13,34,12,39,51,116,175,291,100,166,266,486,285,771,1954,1969,3923,294,289,583,1339,1281,2620,765,834,1599,Plantagenet (S)
57280,6933,4904,11837,4027,1935,5962,327,676,1003,369,221,590,149,133,282,4872,2965,7837,492,1041,1533,3.1,4.5,3.6,70.3,60.5,66.2,68.1,57.8,63.8,83,65,148,54,73,127,418,599,1017,325,405,730,2158,723,2881,4286,3407,7693,2307,1729,4036,1744,1326,3070,4329,3388,7717,Port Hedland (T)
55950,209,191,400,136,59,195,18,42,60,10,13,23,0,5,5,164,119,283,41,70,111,0.0,4.2,1.8,78.1,62.0,70.4,78.1,59.4,69.2,3,0,3,0,3,3,4,14,18,5,15,20,44,26,70,216,198,414,29,29,58,156,148,304,73,67,140,Mukinbudin (S)
56020,336,219,555,187,64,251,21,47,68,12,9,21,9,7,16,229,127,356,64,75,139,3.9,5.5,4.5,68.4,58.0,64.3,65.7,54.8,61.4,0,5,5,4,0,4,9,26,35,14,18,32,72,24,96,319,211,530,63,51,114,186,133,319,156,105,261,Mullewa (S)
56090,15159,14407,29566,7133,3557,10690,1690,4131,5821,607,551,1158,357,360,717,9787,8599,18386,4589,5081,9670,3.6,4.2,3.9,64.6,59.7,62.2,62.2,57.2,59.8,376,308,684,187,333,520,1327,1921,3248,1097,1505,2602,4151,2065,6216,14494,14894,29388,1838,1915,3753,10465,10701,21166,4992,5274,10266,Mundaring (S)
56790,1336,1257,2593,535,235,770,124,324,448,72,60,132,53,19,72,784,638,1422,464,559,1023,6.8,3.0,5.1,58.7,50.8,54.9,54.8,49.2,52.1,6,6,12,6,11,17,52,103,155,58,101,159,366,169,535,1310,1248,2558,229,220,449,903,833,1736,544,537,1081,Northampton (S)
56860,92,85,177,45,21,66,9,22,31,3,0,3,6,0,6,63,43,106,27,37,64,9.5,0.0,5.7,67.7,51.8,60.2,61.3,51.8,56.8,0,3,3,0,0,0,4,8,12,4,9,13,21,6,27,98,91,189,17,7,24,65,62,127,42,36,78,Nungarin (S)
57350,400,436,836,172,75,247,37,106,143,26,15,41,14,17,31,249,213,462,137,212,349,5.6,8.0,6.7,62.4,48.9,55.3,58.9,45.0,51.6,0,0,0,0,13,13,20,36,56,15,26,41,93,48,141,437,475,912,40,54,94,308,320,628,135,168,303,Quairading (S)
57420,924,719,1643,554,199,753,78,147,225,54,48,102,14,14,28,700,408,1108,155,265,420,2.0,3.4,2.5,75.8,56.7,67.4,74.2,54.8,65.7,9,8,17,3,9,12,52,83,135,49,71,120,307,117,424,691,572,1263,397,305,702,416,339,755,572,458,1030,Ravensthorpe (S)
57490,39762,40657,80419,21065,9974,31039,3643,9958,13601,1969,1487,3456,1500,1522,3022,28177,22941,51118,8919,15694,24613,5.3,6.6,5.9,70.9,56.4,63.6,67.1,52.7,59.8,402,368,770,273,494,767,2113,3402,5515,2718,3482,6200,13156,7088,20244,38477,39397,77874,9486,9693,19179,21893,22359,44252,22275,23107,45382,Rockingham (C)
57560,11237,6958,18195,6707,2716,9423,396,1226,1622,560,327,887,164,142,306,7827,4411,12238,726,1392,2118,2.1,3.2,2.5,69.7,63.4,67.3,68.2,61.3,65.6,154,91,245,61,115,176,763,882,1645,520,562,1082,3606,1045,4651,6977,5235,12212,3382,2254,5636,2726,1999,4725,6844,4836,11680,Roebourne (S)
56160,47,41,88,19,14,33,5,0,5,7,4,11,0,0,0,31,18,49,12,17,29,0.0,0.0,0.0,66.0,45.0,56.3,66.0,45.0,56.3,0,3,3,0,0,0,0,3,3,3,0,3,12,0,12,47,37,84,7,10,17,24,18,42,28,23,51,Murchison (S)
56230,5772,5579,11351,2419,1021,3440,563,1303,1866,335,202,537,185,168,353,3502,2694,6196,1855,2554,4409,5.3,6.2,5.7,60.7,48.3,54.6,57.4,45.3,51.5,34,37,71,27,60,87,203,364,567,272,378,650,1775,833,2608,5641,5415,11056,986,1102,2088,3649,3498,7147,2584,2603,5187,Murray (S)
56300,567,496,1063,196,106,302,75,146,221,43,26,69,21,7,28,335,285,620,199,195,394,6.3,2.5,4.5,59.2,57.3,58.3,55.5,55.9,55.7,8,8,16,6,9,15,42,63,105,35,62,97,156,67,223,548,473,1021,92,91,183,382,325,707,231,209,440,Nannup (S)
59350,248,104,352,149,43,192,19,17,36,9,3,12,8,0,8,185,63,248,19,23,42,4.3,0.0,3.2,74.3,61.2,70.5,71.1,61.2,68.2,3,3,6,0,0,0,14,9,23,11,11,22,68,15,83,152,67,219,79,36,115,86,31,117,130,65,195,Yalgoo (S)
60810,8377,8953,17330,3523,1700,5223,913,2181,3094,315,292,607,340,258,598,5091,4431,9522,2842,4074,6916,6.7,5.8,6.3,60.8,49.5,54.9,56.7,46.6,51.5,90,88,178,66,119,185,498,804,1302,440,641,1081,2565,1389,3954,8733,9086,17819,1115,1307,2422,6115,6316,12431,3129,3534,6663,Central Coast (M)
56370,336,323,659,212,81,293,34,77,111,9,8,17,5,7,12,260,173,433,63,131,194,1.9,4.0,2.8,77.4,53.4,65.6,75.9,51.2,63.8,0,0,0,0,3,3,13,29,42,5,26,31,54,23,77,350,331,681,43,46,89,255,227,482,117,128,245,Narembeen (S)
56450,402,306,708,210,99,309,34,83,117,14,13,27,10,0,10,268,195,463,120,102,222,3.7,0.0,2.2,66.8,63.5,65.4,64.3,63.5,64.0,3,6,9,0,9,9,28,41,69,25,20,45,90,51,141,389,324,713,72,59,131,253,221,474,185,142,327,Narrogin (S)
60210,2621,2543,5164,653,326,979,301,547,848,102,98,200,151,82,233,1207,1053,2260,1270,1366,2636,12.5,7.8,10.3,46.1,41.4,43.8,40.3,38.2,39.3,26,26,52,20,26,46,114,221,335,104,179,283,704,366,1070,2563,2443,5006,425,425,850,1781,1673,3454,1041,1080,2121,Break O'Day (M)
60410,5457,6028,11485,2439,1268,3707,516,1414,1930,195,216,411,281,212,493,3431,3110,6541,1697,2539,4236,8.2,6.8,7.5,62.9,51.6,57.0,57.7,48.1,52.7,23,22,45,19,37,56,156,255,411,210,305,515,1578,1006,2584,6097,6394,12491,876,986,1862,4094,4155,8249,2269,2604,4873,Brighton (M)
60610,7346,8128,15474,3201,1654,4855,737,1878,2615,240,273,513,415,332,747,4593,4137,8730,2364,3530,5894,9.0,8.0,8.6,62.5,50.9,56.4,56.9,46.8,51.6,103,90,193,39,107,146,409,628,1037,350,531,881,2152,1277,3429,7473,8079,15552,1309,1482,2791,5118,5443,10561,3046,3496,6542,Burnie (C)
56730,4044,4222,8266,1782,987,2769,410,937,1347,183,166,349,184,131,315,2559,2221,4780,1107,1665,2772,7.2,5.9,6.6,63.3,52.6,57.8,58.7,49.5,54.0,34,35,69,28,50,78,171,311,482,166,269,435,1075,614,1689,3919,4100,8019,758,804,1562,2591,2671,5262,1755,1911,3666,Northam (S)
57630,49,44,93,21,15,36,3,4,7,0,0,0,3,0,3,27,19,46,11,20,31,11.1,0.0,6.5,54.0,43.2,48.9,48.0,43.2,45.7,3,0,3,0,0,0,4,4,8,0,4,4,4,3,7,35,37,72,7,7,14,20,21,41,23,22,45,Sandstone (S)
57700,6851,6720,13571,3755,1806,5561,715,1908,2623,356,270,626,183,181,364,5009,4165,9174,1522,2310,3832,3.7,4.3,4.0,73.1,62.0,67.6,70.4,59.3,64.9,70,68,138,42,96,138,357,572,929,382,605,987,2286,1184,3470,6841,6780,13621,1419,1513,2932,4038,4009,8047,3598,3766,7364,Serpentine-Jarrahdale (S)
57770,381,330,711,185,101,286,36,84,120,22,15,37,9,5,14,252,205,457,105,113,218,3.6,2.4,3.1,66.3,61.9,64.3,63.9,60.4,62.3,0,6,6,0,8,8,23,33,56,21,27,48,135,53,188,346,291,637,90,86,176,208,165,373,206,187,393,Shark Bay (S)
57840,16933,17966,34899,8420,5243,13663,2259,4193,6452,567,648,1215,525,510,1035,11771,10594,22365,3935,6279,10214,4.5,4.8,4.6,69.5,59.0,64.1,66.4,56.1,61.1,1415,1095,2510,402,609,1011,4049,4224,8273,1439,1834,3273,2452,1463,3915,14244,15259,29503,4102,4174,8276,8251,9220,17471,9165,9178,18343,South Perth (C)
57910,79332,83342,162674,39274,23363,62637,10209,19850,30059,2981,3049,6030,2505,2111,4616,54969,48373,103342,18517,29930,48447,4.6,4.4,4.5,69.3,58.0,63.5,66.1,55.5,60.7,3774,3009,6783,1393,2289,3682,13645,15916,29561,6848,8112,14960,15879,8610,24489,72697,77028,149725,15705,15824,31529,44722,48281,93003,38192,39268,77460,Stirling (C)
57980,7301,7866,15167,3417,2264,5681,1053,1797,2850,235,299,534,220,198,418,4925,4558,9483,1866,2806,4672,4.5,4.3,4.4,67.4,57.9,62.5,64.4,55.4,59.8,1043,795,1838,191,392,583,2144,2402,4546,547,701,1248,650,428,1078,6011,6411,12422,1821,2022,3843,3278,3632,6910,4183,4393,8576,Subiaco (C)
58050,41284,42724,84008,22578,12084,34662,4463,10629,15092,1928,1677,3605,1339,1361,2700,30308,25751,56059,8387,14673,23060,4.4,5.3,4.8,73.4,60.3,66.7,70.2,57.1,63.5,586,528,1114,331,546,877,2947,4149,7096,2585,3791,6376,11645,6256,17901,42769,43403,86172,7457,7537,14994,26807,27069,53876,19684,20332,40016,Swan (C)
58190,174,121,295,71,28,99,22,35,57,7,4,11,13,0,13,113,67,180,50,45,95,11.5,0.0,7.2,64.6,55.4,60.8,57.1,55.4,56.4,0,0,0,0,4,4,12,13,25,6,14,20,29,15,44,187,149,336,21,15,36,129,93,222,66,56,122,Tammin (S)
58260,247,222,469,137,51,188,18,59,77,6,9,15,7,11,18,168,130,298,59,78,137,4.2,8.5,6.0,68.3,58.3,63.5,65.4,53.4,59.7,0,0,0,0,0,0,12,21,33,19,21,40,65,33,98,249,232,481,44,40,84,171,153,324,97,88,185,Three Springs (S)
61810,2719,2767,5486,1111,453,1564,251,667,918,98,100,198,165,105,270,1625,1325,2950,968,1327,2295,10.2,7.9,9.2,59.8,47.9,53.8,53.7,44.1,48.9,17,34,51,11,18,29,95,189,284,88,160,248,767,422,1189,2885,2893,5778,340,390,730,2061,2063,4124,978,1037,2015,Dorset (M)
62010,348,319,667,154,77,231,55,92,147,15,6,21,12,11,23,236,186,422,94,117,211,5.1,5.9,5.5,67.8,58.5,63.4,64.4,55.0,59.9,10,12,22,3,8,11,16,41,57,33,29,62,88,44,132,339,287,626,42,49,91,236,196,432,134,128,262,Flinders (M)
58330,1782,1818,3600,724,370,1094,208,455,663,77,69,146,52,59,111,1061,953,2014,569,756,1325,4.9,6.2,5.5,59.5,52.4,55.9,56.6,49.2,52.9,31,24,55,10,26,36,85,156,241,103,171,274,545,256,801,1757,1777,3534,240,280,520,1242,1255,2497,641,715,1356,Toodyay (S)
62410,1821,1770,3591,579,252,831,236,425,661,73,70,143,76,49,125,964,796,1760,771,895,1666,7.9,6.2,7.1,52.9,44.9,49.0,48.8,42.2,45.5,25,19,44,8,24,32,110,154,264,97,148,245,496,234,730,1788,1709,3497,236,257,493,1280,1205,2485,659,662,1321,Glamorgan/Spring Bay (M)
62610,17178,19032,36210,7126,4200,11326,2087,4459,6546,592,653,1245,811,558,1369,10616,9870,20486,5735,8361,14096,7.6,5.7,6.7,61.8,51.9,56.6,57.1,48.9,52.8,201,222,423,104,217,321,896,1357,2253,867,1102,1969,4926,2977,7903,17287,18809,36096,2996,3208,6204,11824,12967,24791,7037,7723,14760,Glenorchy (C)
62810,20049,21497,41546,8331,5774,14105,3300,5671,8971,622,773,1395,818,611,1429,13071,12829,25900,5869,7647,13516,6.3,4.8,5.5,65.2,59.7,62.3,61.1,56.8,58.9,1756,1580,3336,553,970,1523,4463,5437,9900,1520,1867,3387,3131,1939,5070,17795,19019,36814,4440,4699,9139,11324,12284,23608,9838,10353,20191,Hobart (C)
63010,6040,6035,12075,2234,1109,3343,853,1563,2416,224,203,427,249,188,437,3560,3063,6623,2245,2764,5009,7.0,6.1,6.6,58.9,50.8,54.8,54.8,47.6,51.2,127,136,263,69,109,178,463,680,1143,336,518,854,1620,875,2495,6269,6158,12427,972,1018,1990,4166,4014,8180,2581,2655,5236,Huon Valley (M)
63210,2487,2411,4898,961,449,1410,276,596,872,113,87,200,118,81,199,1468,1213,2681,927,1120,2047,8.0,6.7,7.4,59.0,50.3,54.7,54.3,46.9,50.7,19,21,40,15,41,56,106,183,289,115,185,300,728,391,1119,2591,2467,5058,403,402,805,1812,1659,3471,998,1064,2062,Kentish (M)
63410,697,627,1324,372,173,545,82,159,241,34,31,65,19,8,27,507,371,878,159,230,389,3.7,2.2,3.1,72.7,59.1,66.3,70.0,57.8,64.2,4,10,14,0,15,15,30,77,107,34,46,80,209,86,295,638,582,1220,119,120,239,454,414,868,256,249,505,King Island (M)
63610,12798,14076,26874,5835,3209,9044,1803,4202,6005,450,547,997,437,332,769,8525,8290,16815,3838,5296,9134,5.1,4.0,4.6,66.6,58.9,62.6,63.2,56.5,59.7,643,556,1199,244,458,702,1906,2558,4464,1049,1373,2422,3291,1858,5149,13515,14404,27919,2241,2386,4627,8905,9557,18462,5790,6288,12078,Kingborough (M)
63810,3946,4066,8012,1719,810,2529,420,1041,1461,175,152,327,150,119,269,2464,2122,4586,1328,1806,3134,6.1,5.6,5.9,62.4,52.2,57.2,58.6,49.3,53.9,40,43,83,26,43,69,189,373,562,220,303,523,1235,645,1880,4067,4084,8151,610,668,1278,2680,2634,5314,1699,1865,3564,Latrobe (M)
64010,25053,27272,52325,10569,5901,16470,3187,6862,10049,861,922,1783,1240,971,2211,15857,14656,30513,8006,11435,19441,7.8,6.6,7.2,63.3,53.7,58.3,58.3,50.2,54.1,590,542,1132,247,438,685,2309,3433,5742,1411,1854,3265,6322,3786,10108,24721,26324,51045,4627,5108,9735,16243,17241,33484,11194,12335,23529,Launceston (C)
64210,7291,8023,15314,3412,1637,5049,826,2162,2988,275,302,577,240,214,454,4753,4315,9068,2272,3425,5697,5.0,5.0,5.0,65.2,53.8,59.2,61.9,51.1,56.2,96,88,184,49,113,162,440,773,1213,451,566,1017,2015,1245,3260,7776,8297,16073,997,1102,2099,5447,5740,11187,2805,3180,5985,Meander Valley (M)
64610,4907,4976,9883,2183,1013,3196,540,1310,1850,191,157,348,178,135,313,3092,2615,5707,1616,2186,3802,5.8,5.2,5.5,63.0,52.6,57.7,59.4,49.8,54.6,52,61,113,31,73,104,225,461,686,257,359,616,1418,678,2096,5190,5160,10350,665,742,1407,3661,3528,7189,1844,2019,3863,Northern Midlands (M)
58400,146,134,280,60,36,96,17,21,38,10,13,23,9,0,9,96,70,166,40,58,98,9.4,0.0,5.4,65.8,52.6,59.5,59.6,52.6,56.3,0,4,4,0,0,0,4,12,16,0,12,12,28,18,46,149,139,288,30,17,47,107,102,209,58,46,104,Trayning (S)
65010,2471,2325,4796,1040,463,1503,259,586,845,108,89,197,103,58,161,1510,1196,2706,816,1016,1832,6.8,4.8,5.9,61.1,51.5,56.4,56.9,49.0,53.1,19,29,48,8,14,22,79,134,213,105,143,248,633,345,978,2632,2503,5135,289,312,601,1923,1777,3700,821,861,1682,Southern Midlands (M)
65210,1021,953,1974,269,154,423,155,205,360,39,40,79,48,25,73,511,424,935,454,472,926,9.4,5.9,7.8,50.0,44.5,47.4,45.3,41.9,43.7,25,21,46,6,21,27,50,78,128,52,74,126,305,167,472,1040,965,2005,116,107,223,748,693,1441,347,331,678,Tasman (M)
58470,100,84,184,33,25,58,16,11,27,5,4,9,0,5,5,54,45,99,28,30,58,0.0,11.1,5.1,54.5,53.6,54.1,54.5,47.6,51.4,3,0,3,3,3,6,0,7,7,3,4,7,11,3,14,65,66,131,46,38,84,52,47,99,50,43,93,Upper Gascoyne (S)
58510,14182,13988,28170,6843,4227,11070,1884,2870,4754,477,471,948,491,474,965,9695,8042,17737,3117,4831,7948,5.1,5.9,5.4,68.4,57.5,63.0,64.9,54.1,59.5,892,726,1618,252,393,645,2561,2879,5440,1280,1360,2640,2560,1311,3871,11093,11169,22262,3572,3528,7100,5601,5820,11421,8175,7989,16164,Victoria Park (T)
65410,5409,5736,11145,2231,1062,3293,559,1387,1946,216,202,418,234,191,425,3240,2842,6082,1923,2693,4616,7.2,6.7,7.0,59.9,49.5,54.6,55.6,46.2,50.8,51,57,108,45,60,105,267,493,760,250,428,678,1586,858,2444,5586,5802,11388,816,844,1660,3891,4055,7946,2070,2223,4293,Waratah/Wynyard (M)
65610,1949,1767,3716,954,349,1303,153,393,546,86,78,164,99,70,169,1292,890,2182,546,775,1321,7.7,7.9,7.7,66.3,50.4,58.7,61.2,46.4,54.2,19,14,33,8,5,13,85,107,192,58,91,149,608,263,871,1938,1756,3694,341,331,672,1318,1163,2481,798,771,1569,West Coast (M)
65810,8512,9073,17585,3778,1934,5712,1092,2472,3564,316,328,644,309,263,572,5495,4997,10492,2670,3735,6405,5.6,5.3,5.5,64.5,55.1,59.7,60.9,52.2,56.4,243,200,443,102,166,268,755,1195,1950,607,790,1397,2548,1329,3877,8861,9278,18139,1341,1472,2813,6148,6386,12534,3436,3766,7202,West Tamar (M)
69399,82,29,111,53,8,61,3,3,6,4,5,9,4,3,7,64,19,83,7,8,15,6.3,15.8,8.4,79.0,63.3,74.8,74.1,53.3,68.5,0,0,0,0,3,3,6,3,9,13,0,13,25,9,34,45,20,65,28,12,40,27,14,41,43,18,61,
58540,400,295,695,245,84,329,40,85,125,14,12,26,6,6,12,305,187,492,68,99,167,2.0,3.2,2.4,76.1,63.6,70.8,74.6,61.6,69.1,4,3,7,0,5,5,29,39,68,13,28,41,77,43,120,405,316,721,60,61,121,300,211,511,135,122,257,Victoria Plains (S)
70200,9666,9945,19611,5392,4251,9643,873,1725,2598,471,488,959,251,162,413,6987,6626,13613,1527,2367,3894,3.6,2.4,3.0,72.3,66.6,69.4,69.7,65.0,67.3,320,400,720,152,323,475,962,1599,2561,649,834,1483,2493,1330,3823,8503,8615,17118,2662,2843,5505,4793,4786,9579,5451,5858,11309,Alice Springs (T)
58570,13838,13350,27188,7323,4745,12068,1803,3117,4920,482,480,962,419,330,749,10027,8672,18699,2487,3650,6137,4.2,3.8,4.0,72.5,65.0,68.8,69.4,62.5,66.0,924,843,1767,352,551,903,3426,3569,6995,1127,1289,2416,2147,1101,3248,11132,10953,22085,3330,3278,6608,6443,6461,12904,7196,6998,14194,Vincent (T)
58610,736,729,1465,340,139,479,78,186,264,25,29,54,24,16,40,467,370,837,236,330,566,5.1,4.3,4.8,63.5,50.8,57.2,60.3,48.6,54.5,6,0,6,3,11,14,23,59,82,22,31,53,177,89,266,768,743,1511,128,131,259,526,517,1043,295,303,598,Wagin (S)
58680,186,160,346,113,52,165,15,39,54,11,7,18,0,4,4,139,102,241,39,54,93,0.0,3.9,1.7,75.1,63.7,69.9,75.1,61.3,68.7,3,0,3,0,3,3,3,20,23,5,17,22,45,22,67,189,183,372,22,24,46,123,101,224,83,87,170,Wandering (S)
58760,56213,58751,114964,30960,15853,46813,6126,15421,21547,2696,2325,5021,1835,1917,3752,41617,35516,77133,11278,20333,31611,4.4,5.4,4.9,74.0,60.5,67.1,70.8,57.2,63.8,870,694,1564,445,792,1237,4389,6457,10846,3804,5797,9601,17222,9328,26550,58251,59575,117826,11815,12594,24409,31687,32224,63911,32530,34374,66904,Wanneroo (C)
58820,1409,1443,2852,691,254,945,113,330,443,79,56,135,44,46,90,927,686,1613,404,705,1109,4.7,6.7,5.6,65.8,47.6,56.6,62.7,44.4,53.4,12,5,17,3,14,17,48,95,143,53,87,140,460,231,691,1415,1487,2902,249,243,492,1005,1029,2034,564,599,1163,Waroona (S)
58890,353,330,683,223,88,311,28,90,118,26,16,42,4,5,9,281,199,480,58,118,176,1.4,2.5,1.9,79.6,60.3,70.3,78.5,58.8,69.0,3,3,6,0,4,4,15,37,52,13,35,48,71,39,110,394,359,753,32,43,75,304,257,561,96,114,210,West Arthur (S)
59030,137,91,228,85,32,117,9,22,31,8,11,19,4,0,4,106,65,171,24,23,47,3.8,0.0,2.3,76.8,71.4,74.7,73.9,71.4,72.9,3,0,3,0,3,3,6,14,20,5,6,11,33,16,49,118,88,206,36,18,54,69,57,126,73,42,115,Westonia (S)
71300,3035,3197,6232,595,452,1047,394,394,788,102,138,240,302,207,509,1393,1191,2584,1482,1837,3319,21.7,17.4,19.7,45.9,37.2,41.5,35.9,30.8,33.3,13,29,42,16,41,57,76,127,203,51,72,123,321,274,595,4088,4156,8244,280,254,534,3491,3561,7052,503,491,994,East Arnhem (S)
72200,3477,3401,6878,1759,1342,3101,303,519,822,197,182,379,142,132,274,2401,2175,4576,682,895,1577,5.9,6.1,6.0,69.0,64.0,66.5,64.9,60.1,62.5,46,59,105,27,76,103,207,432,639,234,248,482,987,502,1489,3117,3074,6191,969,972,1941,1670,1568,3238,2050,2092,4142,Katherine (T)
72300,8273,6699,14972,4414,2586,7000,692,1318,2010,524,323,847,203,144,347,5833,4371,10204,1308,1501,2809,3.5,3.3,3.4,70.5,65.2,68.1,68.1,63.1,65.8,84,107,191,58,130,188,362,746,1108,398,567,965,2735,1033,3768,7384,6312,13696,1445,1216,2661,4632,4083,8715,3714,2960,6674,Litchfield (M)
59100,307,271,578,181,51,232,27,78,105,11,10,21,9,3,12,228,142,370,61,114,175,3.9,2.1,3.2,74.3,52.4,64.0,71.3,51.3,61.9,0,0,0,0,11,11,10,26,36,15,24,39,46,36,82,337,318,655,24,22,46,249,217,466,79,91,170,Wickepin (S)
79399,3895,2465,6360,2095,1081,3176,159,446,605,192,135,327,57,38,95,2503,1700,4203,988,537,1525,2.3,2.2,2.3,64.3,68.9,66.1,62.8,67.4,64.6,74,82,156,34,76,110,273,370,643,232,229,461,1092,410,1502,2523,2008,4531,1071,912,1983,1167,824,1991,2138,1836,3974,Unincorporated NT
79499,953,775,1728,218,159,377,57,46,103,59,48,107,56,37,93,390,290,680,412,388,800,14.4,12.8,13.7,40.9,37.5,39.4,35.0,32.7,34.0,19,21,40,19,11,30,73,133,206,46,68,114,268,108,376,208,139,347,652,603,1255,111,60,171,711,646,1357,
89399,142236,148069,290305,77071,54798,131869,17846,33102,50948,5532,7269,12801,3967,3291,7258,104416,98460,202876,31001,43708,74709,3.8,3.3,3.6,73.4,66.5,69.9,70.6,64.3,67.4,14674,11014,25688,4448,6694,11142,28447,33382,61829,11483,14563,26046,23879,15155,39034,135831,140650,276481,30126,30838,60964,85384,89795,175179,70047,71830,141877,Unincorporated ACT
89499,302,271,573,92,80,172,34,47,81,16,4,20,25,32,57,167,163,330,92,92,184,15.0,19.6,17.3,55.5,60.1,57.7,47.2,48.3,47.7,29,16,45,4,12,16,52,71,123,16,24,40,46,38,84,68,44,112,213,233,446,34,15,49,232,249,481,
59170,380,350,730,238,96,334,48,115,163,18,23,41,9,3,12,313,237,550,52,99,151,2.9,1.3,2.2,82.6,67.9,75.5,80.2,67.0,73.9,3,3,6,0,9,9,20,47,67,15,29,44,82,38,120,406,360,766,45,49,94,286,251,537,127,129,256,Williams (S)
59250,748,287,1035,458,124,582,43,26,69,60,11,71,21,12,33,582,173,755,65,84,149,3.6,6.9,4.4,77.7,60.5,72.9,74.9,56.3,69.8,12,4,16,6,5,11,52,34,86,31,22,53,256,25,281,443,196,639,264,105,369,198,96,294,486,188,674,Wiluna (S)
