lga_code16,lga_name16,erp_2001,erp_2002,erp_2003,erp_2004,erp_2005,erp_2006,erp_2007,erp_2008,erp_2009,erp_2010,erp_2011,erp_2012pr,erp_2013pr,erp_2014pr,erp_2015pr,erp_2016pr,areasqkm16
35670,Napranum (S),785,799,819,836,856,876,881,890,901,910,908,923,928,948,970,1001,2004.3545
35740,Noosa (S),43496,44893,46063,47183,47635,48082,48595,49600,50315,50770,51038,51703,52407,53085,53629,54033,869.8657
35760,North Burnett (R),10450,10408,10415,10445,10403,10378,10322,10335,10377,10358,10374,10404,10478,10539,10597,10623,19669.8489
35780,Northern Peninsula Area (R),2055,2058,2069,2074,2070,2063,2168,2234,2273,2391,2463,2548,2623,2746,2844,2952,1052.0676
35790,Palm Island (S),2269,2249,2202,2155,2103,2070,2162,2265,2333,2430,2538,2543,2537,2541,2569,2602,71.9928
35800,Paroo (S),2172,2127,2106,2075,2042,1991,1946,1921,1909,1924,1937,1907,1856,1819,1749,1686,47612.8774
36070,Pormpuraaw (S),618,622,622,623,623,621,647,662,673,691,715,730,737,748,765,785,4395.3657
36150,Quilpie (S),1086,1064,1045,1025,1019,1012,994,992,996,1003,1007,985,947,921,876,833,67414.6563
36250,Redland (C),115832,118870,122994,126010,128654,130760,133596,136771,139859,141552,143711,145685,147242,148777,150041,151987,537.1669999999999
36300,Richmond (S),1128,1090,1062,1007,975,935,908,895,898,873,847,841,837,835,815,800,26580.7478
36370,Rockhampton (R),70480,70909,71499,72420,73185,74204,75195,76272,77448,78193,78939,80617,81854,82342,82301,81589,6570.2667
36510,Scenic Rim (R),30030,30715,31930,32749,33560,34231,34983,35578,36525,37167,37437,37967,38731,39898,40331,40975,4251.6225
36580,Somerset (R),17866,18117,18361,18609,19085,19608,19919,20366,21071,21717,22200,22767,23628,24484,24715,25173,5373.4337
36630,South Burnett (R),27651,27942,28251,28630,29050,29699,30114,30583,31173,31518,31803,32367,32699,32697,32712,32747,8381.558
36660,Southern Downs (R),31064,31361,31593,31729,32010,32411,32933,33451,33976,34313,34649,35013,35496,35589,35580,35622,7107.816
36720,Sunshine Coast (R),198931,205772,214931,223143,230168,236654,243309,250800,258047,263053,267241,274966,282203,289133,295983,303389,2253.8526
36820,Tablelands (R),21894,22201,22502,22699,22861,23228,23553,23885,24103,24230,24372,24625,24867,25130,25206,25312,11281.895
36910,Toowoomba (R),134955,136619,138528,140827,143791,145992,147927,150140,152525,154222,155473,157986,160096,161865,163243,164595,12957.2108
36950,Torres (S),3531,3560,3544,3512,3481,3373,3418,3457,3481,3485,3477,3565,3643,3713,3748,3789,883.7310000000001
36960,Torres Strait Island (R),4244,4314,4387,4400,4485,4548,4577,4606,4609,4600,4578,4601,4618,4699,4743,4785,490.031
37010,Townsville (C),142012,145115,147964,151172,155330,159482,163509,168503,173067,176528,180114,183771,186808,189304,190726,192058,3730.82
30900,Boulia (S),566,534,502,477,456,434,428,443,456,485,493,486,481,473,459,437,60905.7352
31000,Brisbane (C),885787,908289,930535,949935,967989,987831,1010222,1033472,1057692,1073144,1089879,1111796,1131832,1149393,1165914,1184215,1342.7188
37340,Whitsunday (R),27396,27996,28491,28977,29606,30255,30759,31337,31838,32140,32416,33418,34151,34433,34606,34626,23818.8922
31750,Bulloo (S),450,445,429,417,397,380,369,379,390,405,418,410,398,390,375,360,73723.75099999999
31820,Bundaberg (R),77430,78571,79559,80991,82876,84816,86486,88599,90335,91400,92063,93342,93932,94193,94258,94453,6432.6598
31900,Burdekin (S),18158,18038,17846,17636,17536,17451,17568,17653,17776,17786,17775,17862,17750,17696,17568,17313,5043.9317
31950,Burke (S),490,496,501,492,506,512,532,542,543,549,557,551,506,450,396,342,39684.0526
32080,Cairns (R),115373,117266,120286,123392,127336,131843,136251,141403,145962,148943,150992,154232,157120,159188,160771,162451,1689.3129
32250,Carpentaria (S),2246,2253,2242,2191,2080,2003,2087,2124,2136,2182,2197,2170,2146,2112,2092,2051,64121.0124
32260,Cassowary Coast (R),29536,29447,29438,29337,29124,28603,28706,28739,28761,28718,28636,28904,28996,29119,29208,29396,4687.8240000000005
32270,Central Highlands (R) (Qld),24581,25054,25540,26141,26661,27265,27596,28090,28714,29082,29541,29762,29820,29671,29241,28783,59834.8359
32310,Charters Towers (R),12007,11962,11939,11872,11783,11729,11915,12096,12239,12316,12434,12402,12386,12366,12233,12074,68382.1643
34420,Kowanyama (S),999,1012,1016,1030,1048,1063,1075,1079,1088,1103,1112,1078,1042,1015,997,984,2555.3325
34530,Livingstone (S),25863,26488,27280,28159,28755,29543,30629,31407,32474,32906,33394,34404,35322,36146,36691,37055,11757.8683
34570,Lockhart River (S),638,623,607,591,584,578,573,555,554,552,520,571,620,669,696,747,3574.5183
34580,Lockyer Valley (R),28213,28813,29078,29485,30524,31305,32050,32974,34333,35110,35880,36548,37678,38377,38881,39486,2269.0053
34590,Logan (C),234351,239515,244076,249161,253905,259116,264410,270628,277372,282189,287474,293860,300272,304875,308998,313785,958.1322
32330,Cherbourg (S),1186,1191,1197,1192,1188,1182,1190,1206,1222,1245,1264,1284,1293,1302,1307,1296,31.6002
32450,Cloncurry (S),3754,3664,3552,3424,3342,3248,3250,3308,3304,3301,3342,3356,3323,3264,3172,3114,47971.2596
32500,Cook (S),3636,3650,3611,3696,3626,3565,3650,3787,3988,4135,4409,4237,4272,4139,4319,4424,105724.3855
32600,Croydon (S),282,277,274,266,271,264,271,297,307,319,327,318,310,306,301,300,29497.9024
37300,Weipa (T),2131,2241,2367,2507,2721,2902,3133,3246,3303,3337,3423,3681,3805,3855,3954,4024,10.8218
37310,Western Downs (R),28715,28711,28636,28655,28837,29122,29520,30235,30893,31466,32365,32932,33475,33850,34010,34197,37937.4546
32750,Diamantina (S),320,313,301,295,294,291,290,295,296,293,292,295,299,303,302,297,94730.4545
41140,Clare and Gilbert Valleys (DC),8347,8378,8335,8320,8328,8370,8448,8537,8622,8759,8871,8961,9063,9136,9200,9233,1892.4466
41010,Ceduna (DC),3625,3643,3665,3676,3684,3702,3693,3672,3642,3638,3595,3593,3571,3572,3571,3559,5420.3436
41060,Charles Sturt (C),102897,102884,102776,102751,102797,103364,103897,104773,106320,107662,108680,109986,111214,112708,113959,114688,54.7876
32770,Doomadgee (S),1178,1166,1154,1142,1136,1129,1194,1235,1273,1327,1374,1368,1399,1423,1455,1474,1827.6518
32810,Douglas (S),10264,10442,10522,10453,10369,10524,10768,10995,11116,11146,11186,11367,11556,11719,11828,11997,2427.8626
33100,Etheridge (S),997,972,941,897,883,869,902,915,927,923,929,899,868,848,828,819,39199.2956
33200,Flinders (S) (Qld),2050,2016,2017,1946,1897,1844,1842,1837,1834,1834,1840,1792,1749,1704,1635,1569,41199.9374
33220,Fraser Coast (R),72781,74299,77048,80111,83010,86117,89109,92018,94813,96618,97661,99026,100291,101381,102202,102953,7102.9419
33360,Gladstone (R),45479,46592,47860,49517,50587,52051,53587,55425,57046,57697,59461,60582,62270,63561,63963,63288,10484.2862
33430,Gold Coast (C),379679,394631,410545,424005,436671,450075,466940,481569,495835,506135,515202,528712,541356,551985,563356,576918,1333.7031
33610,Goondiwindi (R),10219,10297,10326,10306,10297,10364,10468,10605,10722,10823,10900,10950,10962,10922,10862,10837,19258.1008
33620,Gympie (R),38062,38549,39389,40469,41682,42628,43634,44700,45774,46366,46837,47784,48478,49096,49550,50292,6883.9713
33800,Hinchinbrook (S),12172,12046,12004,11851,11814,11810,11822,11826,11829,11808,11817,11769,11622,11432,11207,10990,2807.1889
33830,Hope Vale (S),875,867,850,831,824,812,850,897,955,1011,1052,1049,1028,1005,973,967,1107.0641
33960,Ipswich (C),123934,126116,128646,132119,137324,141986,148133,154428,161664,167134,172200,178237,183705,189312,194438,200123,1084.9777
33980,Isaac (R),18169,18590,19050,19231,19785,20372,21018,21632,22237,22658,23188,23350,23294,22809,22206,21563,58707.9174
37400,Winton (S),1585,1567,1543,1473,1454,1423,1403,1372,1371,1359,1380,1346,1314,1279,1225,1156,53813.4826
41750,Elliston (DC),1150,1161,1170,1175,1172,1164,1150,1131,1107,1086,1066,1067,1070,1073,1078,1077,6741.9317
37550,Woorabinda (S),1014,987,966,943,915,886,902,916,934,957,976,983,983,986,984,992,390.5578
47630,Tatiara (DC),7032,7067,7115,7100,7070,7037,6974,6891,6841,6815,6740,6785,6811,6845,6868,6871,6527.2084
47700,Tea Tree Gully (C),99121,99116,99126,98713,98422,98456,98458,98504,98640,98624,98315,98615,98714,98981,99332,99518,95.2108
47800,The Coorong (DC),5893,5915,5880,5877,5837,5838,5809,5749,5708,5667,5657,5638,5614,5592,5572,5555,8833.4534
47910,Tumby Bay (DC),2580,2586,2592,2595,2606,2609,2610,2612,2618,2618,2616,2626,2641,2652,2673,2676,2669.0747
37570,Wujal Wujal (S),366,361,356,347,342,336,325,319,311,297,287,288,290,294,290,296,11.842
37600,Yarrabah (S),2236,2278,2323,2365,2410,2468,2498,2531,2535,2588,2595,2643,2686,2696,2698,2703,158.8381
40070,Adelaide (C),13211,13857,14533,15613,16573,17479,18549,19217,19914,20525,20920,21504,22082,22539,22974,23396,15.5733
40120,Adelaide Hills (DC),38549,38681,38829,38890,39066,39165,39204,39301,39424,39640,39699,39697,39646,39607,39568,39525,794.4957
40220,Alexandrina (DC),18091,18689,19297,20019,20611,21208,21843,22472,23027,23729,24125,24689,25196,25702,26201,26541,1826.8066
40250,Anangu Pitjantjatjara (AC),2661,2599,2543,2469,2389,2310,2352,2416,2476,2560,2660,2651,2623,2607,2571,2500,102353.0512
40310,Barossa (DC),19418,19619,19920,20370,20751,21096,21357,21641,21889,22257,22525,22864,23161,23509,23889,24256,893.5424
40430,Barunga West (DC),2585,2600,2596,2596,2590,2590,2587,2575,2560,2535,2496,2488,2496,2523,2545,2594,1590.3887
40520,Berri and Barmera (DC),11273,11244,11226,11197,11190,11239,11175,11029,10902,10819,10733,10774,10794,10834,10838,10808,476.1962
40700,Burnside (C),42403,42609,42730,42998,43272,43414,43549,43678,43969,44091,44092,44329,44559,44843,45164,45464,27.5183
40910,Campbelltown (C) (SA),46544,46661,46801,46883,47059,47383,47886,48379,49067,49531,49788,50279,50553,50846,51117,51265,24.3486
41190,Cleve (DC),1939,1958,1968,1976,1981,2000,1970,1916,1877,1852,1814,1805,1805,1807,1798,1809,5018.8484
41330,Coober Pedy (DC),2414,2298,2220,2150,2040,1984,1928,1860,1799,1781,1760,1792,1821,1840,1842,1842,77.6795
41560,Copper Coast (DC),10988,11054,11144,11266,11440,11649,12042,12382,12781,13033,13126,13461,13736,14014,14253,14446,772.9149
41830,Flinders Ranges (DC),1804,1791,1785,1776,1767,1767,1767,1753,1736,1728,1722,1716,1708,1698,1686,1671,4070.4827
41960,Franklin Harbour (DC),1250,1249,1248,1243,1240,1245,1252,1254,1254,1250,1238,1280,1292,1304,1328,1329,2755.5640000000003
42030,Gawler (T),18235,18459,18593,18746,18966,19241,19851,20270,20755,20939,20987,21242,21591,22186,22592,23192,41.1379
42110,Goyder (DC),4254,4278,4261,4267,4265,4271,4265,4249,4246,4246,4225,4241,4246,4246,4238,4220,6715.1418
42250,Grant (DC),7359,7436,7512,7546,7585,7613,7643,7729,7818,7917,7954,7938,7978,8122,8252,8374,1898.0143
42600,Holdfast Bay (C),33490,33447,33653,33730,34007,34371,34817,35375,35650,35940,36120,36184,36230,36283,36336,36399,13.752
42750,Kangaroo Island (DC),4227,4312,4303,4355,4392,4396,4427,4451,4477,4501,4522,4579,4636,4706,4777,4852,4400.8558
43080,Karoonda East Murray (DC),1276,1258,1233,1216,1200,1189,1163,1134,1110,1076,1050,1073,1086,1101,1116,1117,4415.7959
43220,Kimba (DC),1229,1209,1200,1183,1160,1147,1135,1122,1113,1108,1105,1108,1100,1094,1086,1078,5697.1076
43360,Kingston (DC) (SA),2339,2349,2354,2343,2404,2390,2393,2381,2381,2363,2343,2373,2386,2402,2416,2429,3339.7952
43650,Light (RegC),10494,10936,11491,11922,12325,12680,12994,13138,13464,13788,13984,14212,14427,14630,14871,15016,1276.8453
43710,Lower Eyre Peninsula (DC),4200,4269,4281,4345,4408,4537,4619,4712,4809,4911,5013,5188,5303,5433,5549,5670,4721.2875
43790,Loxton Waikerie (DC),12197,12171,12153,12081,12023,11902,11870,11771,11662,11561,11478,11514,11577,11684,11735,11746,7763.9231
43920,Mallala (DC),7354,7509,7710,7816,8023,8118,8255,8285,8324,8417,8483,8578,8650,8753,8832,8922,932.4913
44000,Maralinga Tjarutja (AC),136,132,129,123,116,111,98,88,84,80,75,78,74,70,66,62,102703.899
44060,Marion (C),78590,78960,79250,79611,79980,80646,81616,82536,83917,85110,85714,86880,87812,88741,89650,90602,55.6407
44210,Mid Murray (DC),8376,8357,8337,8307,8253,8216,8195,8199,8210,8200,8225,8303,8430,8572,8684,8795,6271.6254
44340,Mitcham (C),62010,62304,62801,62966,63265,63676,64017,64252,64678,64875,64999,65341,65603,65945,66182,66372,75.5468
44550,Mount Barker (DC),23664,24425,25140,25913,26706,27393,27990,28695,29367,29973,30353,31023,31545,32346,33137,33810,594.6405
44620,Mount Gambier (C),23750,23863,24096,24211,24495,24626,25004,25222,25402,25712,25773,26131,26398,26677,26892,26993,33.8938
44830,Mount Remarkable (DC),2998,2956,2937,2900,2899,2906,2918,2915,2906,2903,2906,2899,2909,2913,2919,2911,3422.7733
45040,Murray Bridge (RC),17023,17239,17427,17649,17931,18159,18594,19144,19556,19818,20137,20432,20697,20965,21226,21486,1831.7597
45090,Naracoorte and Lucindale (DC),8239,8311,8314,8300,8345,8354,8311,8294,8304,8314,8342,8448,8558,8633,8635,8619,4520.127
45120,Northern Areas (DC),4765,4761,4770,4751,4755,4760,4755,4717,4660,4603,4568,4588,4591,4606,4611,4613,2986.1818
45290,Norwood Payneham St Peters (C),33546,33915,34125,34389,34621,34967,35315,35594,35868,36190,36291,36352,36369,36403,36428,36443,15.1036
45340,Onkaparinga (C),150119,150642,150926,151155,151906,153244,154841,156775,159268,161579,163392,164972,166136,167254,168294,169073,518.1251
45400,Orroroo/Carrieton (DC),1013,1010,1009,994,970,959,958,938,915,893,884,894,893,898,909,909,3321.8238
45540,Peterborough (DC),2014,2009,2010,1994,1963,1946,1925,1887,1838,1792,1758,1739,1726,1715,1704,1705,3020.1420000000003
45680,Playford (C),68247,68767,69311,69752,70488,71385,72682,74514,76574,78623,80684,83044,85284,87481,89123,90669,345.20300000000003
45890,Port Adelaide Enfield (C),101371,102167,103051,103526,104370,105579,107820,110157,112299,114488,116492,118168,119856,121430,122789,123947,91.7586
46090,Port Augusta (C),13700,13701,13998,14059,14108,14251,14300,14348,14404,14438,14413,14457,14505,14516,14467,14380,1195.5836
46300,Port Lincoln (C),13842,13896,13992,13993,14012,14060,14144,14256,14364,14432,14462,14505,14554,14633,14638,14577,30.3681
46450,Port Pirie City and Dists (M),17568,17608,17536,17515,17511,17551,17610,17619,17650,17680,17627,17721,17810,17900,17868,17807,1760.7097
46510,Prospect (C),19106,19304,19472,19594,19714,19959,20219,20447,20634,20722,20690,20835,20948,21040,21086,21095,7.7915
46670,Renmark Paringa (DC),9793,9832,9674,9635,9678,9689,9657,9625,9567,9519,9429,9512,9577,9644,9707,9753,915.8655
46860,Robe (DC),1379,1385,1386,1376,1395,1386,1401,1408,1423,1431,1431,1429,1428,1430,1430,1422,1091.7162
46970,Roxby Downs (M),3618,3801,3930,3969,4014,4186,4370,4566,4670,4735,4826,4724,4601,4408,4314,4032,110.4762
47140,Salisbury (C),113849,114841,116172,117595,119469,121288,123789,126281,128854,131227,132880,134486,136113,137641,139228,140906,159.8432
47290,Southern Mallee (DC),2300,2262,2229,2210,2197,2187,2176,2165,2155,2137,2123,2105,2086,2070,2055,2058,5702.2095
47490,Streaky Bay (DC),1981,1997,2002,2015,2031,2067,2100,2126,2140,2157,2175,2172,2198,2186,2171,2175,6222.8591
47980,Unley (C),36405,36491,36668,36658,36805,37211,37512,37821,38113,38331,38374,38507,38545,38695,38828,38916,14.2703
48050,Victor Harbor (C),11062,11374,11664,11953,12180,12303,12694,13144,13508,13866,14176,14389,14551,14771,14946,15075,384.6255
48130,Wakefield (DC),6576,6586,6552,6536,6533,6533,6559,6585,6628,6692,6741,6779,6843,6901,6940,6954,3468.4881
51960,Coolgardie (S),4284,4240,4221,4052,4023,4005,3977,4011,4047,4080,4138,4146,4210,4061,3917,3710,30297.6977
52030,Coorow (S),1381,1378,1389,1366,1301,1259,1189,1157,1146,1126,1091,1097,1098,1083,1070,1050,4189.8791
48260,Walkerville (M),6995,7023,7061,7101,7118,7179,7199,7223,7259,7290,7308,7378,7422,7484,7783,7838,3.53
48340,Wattle Range (DC),12234,12287,12242,12220,12250,12224,12160,12144,12055,11990,11792,11871,11916,11958,11979,11975,3926.3233
48410,West Torrens (C),52056,52338,52564,52829,53069,53692,54508,55095,55896,56611,57026,57639,58175,58679,59151,59457,37.04
48540,Whyalla (C),22049,22009,21970,21947,21890,21989,22165,22275,22375,22497,22561,22614,22657,22706,22677,22503,1071.6099
48640,Wudinna (DC),1449,1438,1417,1391,1363,1346,1321,1305,1295,1291,1280,1273,1275,1282,1286,1288,5075.2783
48750,Yankalilla (DC),3832,3914,3959,4048,4151,4245,4331,4396,4442,4448,4451,4581,4750,4913,5078,5251,751.2577
48830,Yorke Peninsula (DC),11466,11492,11519,11498,11530,11474,11409,11360,11315,11252,11198,11229,11236,11250,11262,11278,5899.6079
49399,Unincorporated SA,5911,4878,4516,4303,4080,3858,4024,4190,4327,4456,4556,4383,4210,4045,3873,3667,622489.1953
50080,Albany (C),31362,31713,32020,32237,32726,33171,33310,33704,34164,34518,34873,35677,36436,37047,37322,37407,4310.8905
50210,Armadale (C),52391,52204,52049,52041,51795,52299,53735,55809,58508,61858,65395,69174,72907,75825,79093,82280,559.5261
50250,Ashburton (S),5969,6138,6467,6925,7263,7608,7939,8480,9004,9510,10227,11187,12028,12504,12969,13262,100816.1523
50280,Augusta-Margaret River (S),10228,10346,10639,10791,10936,11052,11195,11522,11766,11951,12228,12847,13461,13937,14320,14687,2122.3749
50350,Bassendean (T),14055,14165,14030,13996,13943,13896,14099,14358,14626,14897,15179,15522,15839,15997,15810,15563,10.3449
50420,Bayswater (C),56954,56947,57023,57033,56895,58195,59484,61139,62708,63886,65342,66667,67746,67923,67787,67478,32.7699
50490,Belmont (C),29919,30273,30358,30749,30966,31560,32742,33970,35204,36101,37358,38766,39926,40484,40933,41270,39.6519
50560,Beverley (S),1579,1586,1618,1625,1631,1646,1649,1634,1643,1619,1604,1653,1695,1710,1732,1748,2370.5195
50630,Boddington (S),1437,1408,1373,1382,1434,1427,1576,1747,1910,2138,2247,2249,2222,2123,2017,1864,1904.4791
50770,Boyup Brook (S),1649,1654,1622,1578,1572,1563,1564,1570,1591,1592,1617,1652,1663,1682,1672,1709,2826.4586
50840,Bridgetown-Greenbushes (S),4205,4262,4175,4073,4134,4134,4149,4199,4286,4337,4421,4542,4643,4672,4700,4661,1337.361
50910,Brookton (S),1048,1034,1040,1028,1038,1037,1022,1014,1007,995,969,990,995,1013,1002,990,1601.1532
50980,Broome (S),13249,13606,13837,14045,14219,14326,14577,14924,15172,15416,15737,16395,17219,17127,17069,16961,54371.5979
51080,Broomehill-Tambellup (S),1260,1245,1237,1222,1204,1208,1183,1175,1198,1177,1178,1185,1194,1191,1176,1160,2609.6585
51120,Bruce Rock (S),1132,1100,1097,1055,1040,1004,978,982,988,991,1002,988,990,967,956,941,2724.6944
51190,Bunbury (C),30616,30483,30382,30611,31035,31450,31152,31473,31993,32257,32580,32858,33060,33055,32976,32684,65.4163
51260,Busselton (C),23192,23843,24265,24581,25996,26711,27197,28393,29596,30664,31523,33203,34726,35915,36883,37673,1454.0505
51310,Cambridge (T),24501,24602,24660,24548,24706,25007,25305,25718,26093,26320,26730,27348,28023,28109,28148,28158,21.9936
51330,Canning (C),77474,78496,79186,79843,80261,80933,83123,85135,87242,88746,90736,92198,93618,93902,93897,93600,64.8789
51400,Capel (S),7136,7562,8005,8902,9733,10666,11330,12256,13274,14192,15059,15793,16572,17046,17374,17519,557.8983
51470,Carnamah (S),807,791,797,790,791,792,743,703,641,604,554,560,566,565,564,559,2870.9247
51540,Carnarvon (S),6751,6689,6571,6304,6160,6051,5943,5967,5972,5997,6076,6065,6057,5977,5869,5741,46574.4709
51610,Chapman Valley (S),880,874,891,914,924,943,989,1086,1141,1160,1198,1296,1354,1385,1419,1449,3981.3333
51680,Chittering (S),2948,3060,3138,3328,3541,3669,3818,3968,4209,4394,4533,4799,5122,5368,5502,5535,1219.9032
51750,Claremont (T),9166,9220,9247,9267,9349,9393,9463,9571,9716,9783,9924,9984,10201,10319,10447,10540,4.9556
51820,Cockburn (C),69359,70968,72207,73929,75741,77832,81453,84909,88935,91628,95036,99283,103174,105341,107229,108773,167.8989
51890,Collie (S),9109,9173,9206,9107,9076,9012,8972,8997,9122,9218,9343,9438,9500,9410,9172,8901,1709.8149
52100,Corrigin (S),1302,1292,1264,1217,1204,1200,1176,1165,1146,1126,1104,1122,1143,1154,1158,1180,2681.2709
52170,Cottesloe (T),7428,7487,7523,7595,7581,7652,7733,7884,8059,8106,8236,8326,8417,8371,8255,8089,3.8564
52240,Cranbrook (S),1072,1084,1102,1115,1125,1132,1111,1094,1113,1089,1110,1119,1129,1130,1116,1103,3276.0491
52310,Cuballing (S),725,727,754,769,804,817,830,836,851,873,891,896,901,900,896,877,1195.337
52380,Cue (S),396,396,376,373,352,342,320,307,303,287,279,276,272,250,225,198,13582.1956
52450,Cunderdin (S),1457,1426,1406,1344,1322,1317,1295,1295,1297,1322,1347,1372,1394,1412,1431,1466,1862.4458
52520,Dalwallinu (S),1889,1814,1705,1588,1520,1441,1363,1340,1330,1333,1303,1342,1376,1405,1433,1450,7224.3566
52590,Dandaragan (S),2952,2946,2949,2967,2964,3018,3052,3104,3203,3268,3292,3341,3309,3330,3290,3251,6711.5721
52660,Dardanup (S),8991,9220,9415,9640,10219,10837,11147,11648,12144,12531,12852,13420,13909,14147,14317,14390,525.8017
52730,Denmark (S),4734,4790,4837,4796,4798,4797,4858,4987,5153,5248,5373,5584,5793,5849,5917,5964,1859.8488
52800,Derby-West Kimberley (S),8501,8422,7801,7821,7882,8095,8267,8521,8698,8826,8966,9335,9501,8866,8559,8345,119761.1954
52870,Donnybrook-Balingup (S),4710,4691,4660,4680,4731,4951,4981,5095,5245,5349,5462,5625,5804,5896,5931,5930,1559.8561
52940,Dowerin (S),840,806,771,760,746,736,709,718,725,698,700,703,707,705,704,696,1863.0851
53010,Dumbleyung (S),753,738,716,702,691,677,651,649,637,626,626,640,650,648,656,674,2539.2249
53080,Dundas (S),1262,1240,1223,1182,1155,1127,1119,1149,1162,1160,1184,1135,1073,982,897,791,92885.0302
53150,East Fremantle (T),6787,6907,6971,6984,6985,7074,7098,7154,7244,7270,7443,7621,7789,7831,7803,7765,3.1384
53220,East Pilbara (S),5650,5909,6171,6563,6998,7667,8510,9651,10753,11522,12257,12522,12594,12167,11534,10952,372307.466
53290,Esperance (S),13369,13443,13569,13669,13694,13644,13585,13603,13721,13799,13879,14181,14441,14631,14723,14504,44797.5456
53360,Exmouth (S),2315,2277,2282,2266,2233,2205,2217,2255,2317,2364,2458,2566,2655,2713,2741,2776,6488.0705
53430,Fremantle (C),25769,26099,26100,26101,26108,26124,26648,27148,27607,27957,28651,29625,30319,30565,30630,30572,19.0103
53570,Gingin (S),4274,4381,4461,4504,4534,4577,4574,4646,4768,4786,4822,4991,5272,5352,5341,5308,3208.3585
53640,Gnowangerup (S),1585,1554,1523,1478,1456,1432,1395,1371,1358,1333,1307,1302,1295,1276,1255,1236,4265.0424
54280,Kalgoorlie/Boulder (C),29771,29737,30052,29939,29855,30086,30250,30910,31474,31750,32208,32866,33343,32566,31788,30871,95498.052
54310,Karratha (C),15118,15987,16998,17912,18864,20054,20587,21230,21996,22628,23634,24041,24464,23997,23083,22172,15239.4525
53710,Goomalling (S),970,967,965,967,961,973,970,981,1005,1019,1017,1028,1040,1042,1048,1041,1835.4294
53780,Gosnells (C),83662,85337,87585,90120,92600,94958,98035,101907,105782,109250,112435,116267,119658,121005,121873,122128,127.2975
53800,Greater Geraldton (C),34019,34288,34348,34454,35021,35736,35812,36731,37512,37860,38340,39081,39888,40131,39922,39496,9909.0003
53920,Halls Creek (S),3766,3796,3793,3748,3747,3762,3794,3845,3867,3874,3893,3851,3817,3738,3657,3592,133061.0128
53990,Harvey (S),18526,18450,18351,18754,19565,20450,20913,21819,22624,23230,23878,24874,25762,26307,26780,27029,1727.6068
54060,Irwin (S),3071,2976,2943,2957,3143,3218,3281,3403,3509,3569,3672,3740,3759,3711,3670,3611,2369.3298
54130,Jerramungup (S),1249,1247,1237,1231,1248,1186,1148,1121,1107,1101,1091,1102,1114,1121,1126,1126,6508.5904
54170,Joondalup (C),156410,156820,157067,157218,156453,156570,157225,158175,159156,160053,162205,163649,164763,164180,163044,160995,98.9285
54200,Kalamunda (S),48743,49063,49419,49909,51052,51423,52560,53540,54487,55572,56492,57717,58794,59290,59444,59349,324.2957
54340,Katanning (S),4501,4492,4460,4412,4404,4404,4366,4315,4293,4285,4290,4368,4409,4393,4307,4197,1518.1854
54410,Kellerberrin (S),1221,1211,1212,1206,1215,1230,1213,1200,1209,1207,1211,1236,1252,1251,1248,1239,1915.433
54480,Kent (S),641,618,629,626,596,599,583,568,560,529,529,540,549,556,559,567,5624.5818
54550,Kojonup (S),2308,2291,2300,2288,2260,2272,2181,2134,2069,2034,2030,2040,2046,2027,2024,2003,2930.9926
54620,Kondinin (S),1033,1030,1023,1013,1012,1019,1013,1025,1043,1060,1068,1030,981,911,918,880,7440.8016
54690,Koorda (S),490,488,491,488,477,470,454,447,448,450,448,447,446,440,436,426,2832.3131
54760,Kulin (S),910,906,910,906,912,922,882,865,855,854,855,847,828,798,778,771,4718.9219
54830,Kwinana (C),21807,22045,22403,22593,23053,23986,24960,26482,28047,29132,30697,32747,34873,36647,38369,40305,120.0121
54900,Lake Grace (S),1615,1597,1582,1563,1548,1530,1467,1428,1415,1407,1405,1395,1370,1319,1290,1281,11886.3199
54970,Laverton (S),1207,1117,1033,953,869,783,848,977,1072,1177,1288,1411,1431,1370,1302,1225,179984.60100000002
55040,Leonora (S),2007,1914,1855,1722,1599,1501,1723,1892,2136,2452,2628,2568,2425,2127,1815,1492,31915.0562
55110,Mandurah (C),48996,49601,51860,54581,56719,58811,61355,64940,68218,69969,73440,76541,79357,80912,82062,83099,174.8967
55180,Manjimup (S),10351,10237,10074,9953,9879,9718,9625,9606,9623,9564,9463,9491,9514,9482,9432,9375,7029.6077
55250,Meekatharra (S),1458,1413,1374,1354,1285,1225,1242,1270,1321,1359,1424,1435,1425,1332,1219,1102,100188.5477
55320,Melville (C),97202,97184,97002,96776,96699,96778,97911,98607,99882,100764,102135,103611,104542,104256,103612,102393,52.8506
55950,Mukinbudin (S),705,697,689,664,643,601,567,558,537,509,502,528,545,549,549,551,3426.9441
55390,Menzies (S),350,336,309,282,260,237,269,308,351,378,402,450,488,501,511,519,124110.9368
55460,Merredin (S),3783,3715,3656,3496,3442,3408,3352,3348,3348,3354,3374,3397,3386,3386,3387,3395,3293.7824
55530,Mingenew (S),586,585,583,558,521,504,495,483,476,477,489,488,487,480,471,461,1934.8857
56090,Mundaring (S),35415,35660,35820,35900,36195,36326,36569,36914,37466,37883,38364,39068,39704,39683,39545,39174,643.1794
55670,Morawa (S),989,971,957,924,886,860,854,867,879,886,911,891,871,832,796,758,3510.5928
55600,Moora (S),2705,2697,2683,2626,2593,2531,2487,2503,2537,2534,2556,2547,2530,2504,2502,2473,3763.0254
56860,Nungarin (S),276,273,269,266,258,255,252,247,238,234,236,246,254,256,258,258,1166.0245
