LGA_MAIN11,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
40910,5,4,9,816,1064,1880,0,0,0,3,0,3,42,19,61,7887,6336,14223,475,772,1247,181,5,186,89,14,103,151,23,174,118,19,137,139,156,295,9906,8412,18318,8,9,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,9,20,0,0,0,9,3,12,73,107,180,21,55,76,15,10,25,118,175,293,71,37,108,200,221,421,5,5,10,13,11,24,7,0,7,25,16,41,272,355,627,930,1513,2443,180,194,374,11513,10711,22224,Campbelltown (C)
41010,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,546,492,1038,65,56,121,18,3,21,3,0,3,25,0,25,17,4,21,87,89,176,771,647,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,55,45,100,65,77,142,12,8,20,909,785,1694,Ceduna (DC)
37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,46,4,14,18,0,0,0,0,0,0,0,0,0,3,0,3,57,63,120,94,93,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,5,5,10,99,105,204,Woorabinda (S)
41060,396,441,837,978,1392,2370,3,6,9,88,163,251,94,50,144,17536,13514,31050,1080,1690,2770,305,10,315,235,28,263,572,138,710,242,80,322,473,491,964,22002,18003,40005,54,60,114,0,0,0,6,11,17,38,49,87,9,12,21,10,7,17,117,139,256,0,0,0,9,17,26,42,58,100,25,66,91,8,8,16,84,149,233,275,266,541,476,554,1030,29,30,59,11,19,30,18,14,32,58,63,121,551,763,1314,2006,3270,5276,366,343,709,25459,22996,48455,Charles Sturt (C)
41140,0,0,0,18,6,24,0,0,0,0,0,0,0,0,0,1417,1208,2625,87,82,169,39,0,39,15,0,15,7,0,7,33,12,45,160,119,279,1776,1427,3203,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,11,9,20,21,12,33,3,0,3,0,0,0,0,0,0,3,0,3,236,200,436,203,294,497,26,27,53,2265,1960,4225,Clare and Gilbert Valleys (DC)
50250,6,5,11,1269,267,1536,31,0,31,3,0,3,9,4,13,1139,587,1726,329,123,452,65,7,72,12,14,26,31,33,64,310,82,392,492,312,804,3696,1434,5130,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,9,0,9,0,0,0,5,8,13,14,0,14,22,12,34,50,20,70,66,27,93,122,47,169,3,0,3,34,8,42,5,0,5,42,8,50,34,30,64,341,210,551,55,25,80,4290,1754,6044,Ashburton (S)
50280,8,0,8,44,7,51,0,0,0,0,0,0,3,3,6,1795,1508,3303,182,156,338,31,3,34,29,9,38,34,29,63,73,14,87,157,174,331,2356,1903,4259,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,3,0,3,0,0,0,5,0,5,11,0,11,28,14,42,42,17,59,0,0,0,3,0,3,6,0,6,9,0,9,269,277,546,352,439,791,38,40,78,3066,2676,5742,Augusta-Margaret River (S)
37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,31,33,64,46,47,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,52,47,99,Wujal Wujal (S)
37600,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,86,90,176,16,35,51,3,0,3,0,0,0,3,0,3,3,0,3,24,24,48,139,156,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,7,149,159,308,Yarrabah (S)
39399,3,0,3,0,0,0,3,0,3,0,0,0,4,3,7,32,20,52,3,3,6,4,0,4,3,0,3,0,0,0,45,4,49,15,5,20,112,35,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,78,7,4,11,157,82,239,
39499,47,21,68,109,103,212,9,5,14,0,0,0,5,3,8,942,455,1397,193,144,337,75,7,82,23,7,30,38,22,60,76,31,107,232,209,441,1749,1007,2756,8,7,15,0,0,0,0,0,0,3,9,12,5,3,8,3,3,6,19,22,41,0,3,3,0,0,0,3,0,3,3,3,6,0,3,3,6,9,15,18,8,26,43,39,82,5,0,5,4,0,4,3,0,3,12,0,12,55,45,100,295,275,570,47,24,71,2201,1390,3591,
41330,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,208,186,394,20,26,46,11,0,11,3,0,3,0,3,3,9,3,12,41,37,78,300,259,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,19,37,36,34,70,10,9,19,364,324,688,Coober Pedy (DC)
44620,6,0,6,31,15,46,3,3,6,3,0,3,21,8,29,4424,3841,8265,404,323,727,75,0,75,31,5,36,83,7,90,33,14,47,201,120,321,5315,4336,9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,6,66,21,87,69,24,93,0,0,0,0,0,0,4,3,7,4,3,7,109,169,278,471,797,1268,86,87,173,6054,5416,11470,Mount Gambier (C)
44830,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,342,317,659,26,25,51,17,0,17,3,0,3,3,0,3,19,6,25,47,42,89,464,390,854,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,137,80,217,64,90,154,14,13,27,690,576,1266,Mount Remarkable (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,11,23,Maralinga Tjarutja (AC)
40700,3,6,9,607,699,1306,3,0,3,4,0,4,32,34,66,6767,5733,12500,339,719,1058,62,0,62,92,18,110,342,135,477,85,37,122,304,283,587,8640,7664,16304,15,3,18,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,18,6,24,0,0,0,5,0,5,25,37,62,16,39,55,3,8,11,49,84,133,74,52,126,141,142,283,5,0,5,6,12,18,13,0,13,24,12,36,556,605,1161,798,1447,2245,128,143,271,10287,10013,20300,Burnside (C)
41190,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,276,181,457,18,18,36,9,0,9,4,0,4,4,0,4,8,4,12,59,37,96,381,240,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,106,77,183,28,49,77,3,5,8,522,371,893,Cleve (DC)
41830,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,204,218,422,24,19,43,14,0,14,3,0,3,0,0,0,8,4,12,42,38,80,301,279,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,35,33,68,43,51,94,4,0,4,393,366,759,Flinders Ranges (DC)
41960,0,0,0,25,4,29,0,0,0,0,0,0,0,0,0,150,144,294,21,8,29,3,0,3,3,0,3,3,4,7,11,3,14,23,26,49,239,189,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,3,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,34,25,59,36,42,78,3,0,3,322,256,578,Franklin Harbour (DC)
42750,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,622,548,1170,48,45,93,23,5,28,8,0,8,5,0,5,19,12,31,106,122,228,834,732,1566,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,6,3,9,13,7,20,19,13,32,0,0,0,0,0,0,3,0,3,3,0,3,150,123,273,127,155,282,20,23,43,1153,1046,2199,Kangaroo Island (DC)
43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,93,223,8,11,19,0,0,0,3,0,3,0,0,0,9,0,9,24,14,38,174,118,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,83,46,129,16,38,54,5,4,9,282,210,492,Karoonda East Murray (DC)
42030,147,155,302,21,5,26,3,0,3,0,3,3,4,4,8,3516,2891,6407,185,243,428,79,3,82,35,4,39,17,0,17,48,14,62,111,105,216,4166,3427,7593,12,25,37,0,0,0,0,0,0,21,34,55,6,13,19,3,0,3,42,72,114,0,0,0,0,0,0,3,5,8,3,5,8,0,0,0,6,10,16,33,13,46,81,95,176,6,19,25,0,0,0,0,0,0,6,19,25,88,166,254,423,699,1122,52,62,114,4816,4468,9284,Gawler (T)
42110,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,545,453,998,38,44,82,34,0,34,14,0,14,5,3,8,23,11,34,64,56,120,726,570,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,17,3,20,20,3,23,0,0,0,0,0,0,0,3,3,0,3,3,162,119,281,53,90,143,15,8,23,976,793,1769,Goyder (DC)
42250,0,0,0,11,3,14,0,4,4,0,3,3,0,0,0,1421,1127,2548,72,89,161,66,0,66,26,4,30,10,3,13,42,12,54,83,46,129,1731,1291,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,24,4,28,24,7,31,0,0,0,0,0,0,0,0,0,0,0,0,215,194,409,163,265,428,33,34,67,2166,1791,3957,Grant (DC)
43710,0,0,0,6,7,13,0,0,0,0,0,0,3,3,6,803,641,1444,52,58,110,28,0,28,7,3,10,12,4,16,22,9,31,59,45,104,992,770,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,3,12,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,150,122,272,113,135,248,23,14,37,1290,1044,2334,Lower Eyre Peninsula (DC)
43790,0,3,3,15,5,20,0,0,0,0,0,0,8,6,14,1819,1532,3351,126,123,249,43,0,43,15,3,18,20,3,23,34,10,44,196,127,323,2276,1812,4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,22,8,30,25,8,33,0,0,0,0,0,0,6,0,6,6,0,6,245,189,434,184,304,488,42,34,76,2778,2347,5125,Loxton Waikerie (DC)
43920,11,7,18,9,4,13,0,0,0,0,0,0,0,0,0,1579,1249,2828,89,72,161,85,6,91,11,0,11,12,0,12,22,11,33,61,40,101,1879,1389,3268,0,0,0,0,0,0,0,0,0,9,19,28,0,0,0,0,0,0,9,19,28,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,3,6,9,9,7,16,21,32,53,0,5,5,0,0,0,0,0,0,0,5,5,112,121,233,161,227,388,27,23,50,2200,1797,3997,Mallala (DC)
42600,251,223,474,252,239,491,0,3,3,222,279,501,22,10,32,5687,4825,10512,306,451,757,71,6,77,71,16,87,212,57,269,94,23,117,211,295,506,7399,6427,13826,18,17,35,0,0,0,4,6,10,17,27,44,7,3,10,10,5,15,56,58,114,0,0,0,29,31,60,7,9,16,5,19,24,7,3,10,48,62,110,64,68,132,168,188,356,4,6,10,0,6,6,5,0,5,9,12,21,317,335,652,778,1279,2057,126,110,236,8797,8351,17148,Holdfast Bay (C)
43220,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,166,103,269,8,6,14,11,0,11,0,0,0,0,0,0,3,3,6,36,24,60,227,139,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,60,138,18,49,67,3,5,8,329,253,582,Kimba (DC)
43360,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,329,257,586,32,23,55,14,5,19,3,0,3,9,0,9,11,3,14,60,28,88,461,316,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,73,53,126,47,85,132,15,15,30,602,472,1074,Kingston (DC)
43650,20,25,45,12,4,16,0,0,0,0,0,0,4,0,4,2592,2064,4656,148,133,281,89,5,94,27,3,30,18,3,21,47,14,61,122,76,198,3079,2327,5406,3,3,6,0,0,0,0,0,0,24,16,40,3,3,6,0,0,0,30,22,52,0,0,0,0,3,3,3,3,6,0,0,0,0,0,0,3,6,9,22,10,32,55,38,93,5,0,5,3,0,3,0,0,0,8,0,8,253,257,510,290,509,799,48,42,90,3733,3173,6906,Light (RegC)
44340,386,338,724,670,781,1451,0,0,0,10,26,36,44,23,67,10368,8827,19195,550,963,1513,131,4,135,170,21,191,470,93,563,136,56,192,420,355,775,13355,11487,24842,64,25,89,0,0,0,5,3,8,69,61,130,18,15,33,15,0,15,171,104,275,0,0,0,0,4,4,37,51,88,16,37,53,7,10,17,60,102,162,135,99,234,366,305,671,20,16,36,4,9,13,8,3,11,32,28,60,655,693,1348,1444,2517,3961,159,175,334,16011,15205,31216,Mitcham (C)
44550,5,3,8,244,232,476,3,0,3,0,0,0,11,6,17,5430,4544,9974,355,457,812,145,6,151,42,0,42,37,9,46,80,26,106,229,150,379,6581,5433,12014,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,4,6,10,0,0,0,0,0,0,56,59,115,15,31,46,7,3,10,78,93,171,74,38,112,156,137,293,0,0,0,6,0,6,8,3,11,14,3,17,350,486,836,678,1139,1817,84,82,166,7863,7280,15143,Mount Barker (DC)
45040,0,0,0,21,6,27,3,0,3,3,0,3,0,6,6,2975,2407,5382,305,316,621,103,4,107,44,6,50,31,5,36,43,13,56,186,140,326,3714,2903,6617,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,7,4,11,43,13,56,53,17,70,0,0,0,0,0,0,0,0,0,0,0,0,172,166,338,359,500,859,74,60,134,4372,3646,8018,Murray Bridge (RC)
45090,0,0,0,4,0,4,0,0,0,0,0,0,3,6,9,1468,1099,2567,145,121,266,39,4,43,17,0,17,17,0,17,37,7,44,131,108,239,1861,1345,3206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,19,5,24,0,0,0,0,0,0,3,0,3,3,0,3,240,196,436,219,281,500,46,25,71,2388,1852,4240,Naracoorte and Lucindale (DC)
45120,0,0,0,9,0,9,0,0,0,0,0,0,3,0,3,638,566,1204,48,33,81,40,0,40,11,0,11,10,3,13,31,7,38,91,67,158,881,676,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,6,0,6,12,6,18,18,6,24,0,0,0,0,0,0,0,0,0,0,0,0,175,129,304,70,114,184,12,12,24,1156,937,2093,Northern Areas (DC)
45290,9,3,12,688,955,1643,7,0,7,3,3,6,36,24,60,5268,4347,9615,332,618,950,78,0,78,102,18,120,362,148,510,64,18,82,454,501,955,7403,6635,14038,23,9,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,27,9,36,0,0,0,7,6,13,23,53,76,18,36,54,16,16,32,64,111,175,63,43,106,154,163,317,7,3,10,6,11,17,6,4,10,19,18,37,325,339,664,743,1267,2010,89,104,193,8733,8526,17259,Norwood Payneham St Peters (C)
45340,277,348,625,1076,1221,2297,11,7,18,9,15,24,51,26,77,28495,23164,51659,1749,1964,3713,642,16,658,385,33,418,249,34,283,410,86,496,514,502,1016,33868,27416,61284,168,107,275,0,0,0,0,7,7,201,264,465,24,44,68,7,3,10,400,425,825,0,0,0,3,8,11,74,112,186,49,98,147,12,4,16,138,222,360,369,209,578,907,856,1763,59,82,141,20,17,37,23,12,35,102,111,213,955,1417,2372,3525,5793,9318,498,458,956,39855,36051,75906,Onkaparinga (C)
46090,5,0,5,43,11,54,0,0,0,0,0,0,12,9,21,1966,1925,3891,215,216,431,51,0,51,28,6,34,44,3,47,35,9,44,137,121,258,2536,2300,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,3,0,3,10,3,13,20,9,29,30,12,42,0,0,0,0,0,0,0,3,3,0,3,3,35,54,89,322,382,704,41,27,68,2964,2778,5742,Port Augusta (C)
46300,0,3,3,22,10,32,0,0,0,0,0,0,10,10,20,2314,2074,4388,243,193,436,43,0,43,45,3,48,35,6,41,42,13,55,129,115,244,2883,2427,5310,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,0,6,33,13,46,39,16,55,0,0,0,0,0,0,7,0,7,7,0,7,76,129,205,321,396,717,68,55,123,3394,3023,6417,Port Lincoln (C)
46450,4,0,4,31,10,41,0,0,0,0,0,0,4,9,13,2276,2071,4347,202,193,395,60,0,60,40,5,45,75,17,92,42,13,55,173,130,303,2907,2448,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,40,33,7,40,0,0,0,0,0,0,4,0,4,4,0,4,117,137,254,385,473,858,64,47,111,3510,3112,6622,Port Pirie City and Dists (M)
50350,254,244,498,80,54,134,0,0,0,0,0,0,15,7,22,2436,1943,4379,189,201,390,48,3,51,34,6,40,97,18,115,44,12,56,63,67,130,3260,2555,5815,38,41,79,0,0,0,0,0,0,32,48,80,3,20,23,9,3,12,82,112,194,3,0,3,0,0,0,0,12,12,4,0,4,3,0,3,10,12,22,27,19,46,119,143,262,17,19,36,0,3,3,6,0,6,23,22,45,77,137,214,337,481,818,58,43,101,3874,3381,7255,Bassendean (T)
45400,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,119,101,220,8,7,15,10,0,10,4,0,4,0,0,0,9,5,14,15,21,36,170,134,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,54,32,86,22,28,50,4,4,8,256,198,454,Orroroo/Carrieton (DC)
46670,0,0,0,7,4,11,3,0,3,0,0,0,3,3,6,1529,1309,2838,123,134,257,27,0,27,21,0,21,15,3,18,19,11,30,116,75,191,1863,1539,3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,24,19,5,24,0,0,0,0,0,0,0,0,0,0,0,0,119,100,219,157,240,397,33,30,63,2191,1914,4105,Renmark Paringa (DC)
46860,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,222,175,397,8,16,24,3,0,3,3,3,6,3,3,6,7,3,10,31,15,46,280,218,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,54,50,104,40,47,87,10,3,13,389,322,711,Robe (DC)
46970,0,0,0,176,25,201,3,0,3,0,0,0,0,3,3,1049,643,1692,185,79,264,7,0,7,11,5,16,4,0,4,17,3,20,52,87,139,1504,845,2349,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,10,0,10,13,3,16,26,3,29,4,0,4,3,0,3,3,0,3,10,0,10,5,8,13,203,136,339,15,12,27,1763,1004,2767,Roxby Downs (M)
47140,384,510,894,749,1147,1896,11,3,14,3,3,6,49,34,83,22713,16210,38923,1661,1813,3474,490,18,508,310,24,334,232,21,253,264,76,340,398,312,710,27264,20171,47435,141,186,327,0,0,0,0,13,13,94,149,243,15,35,50,14,5,19,264,388,652,0,0,0,0,4,4,71,158,229,46,79,125,14,7,21,131,248,379,216,105,321,611,741,1352,46,88,134,6,14,20,6,5,11,58,107,165,401,645,1046,2327,3672,5999,495,458,953,31156,25794,56950,Salisbury (C)
47290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,225,522,32,24,56,10,0,10,8,0,8,7,0,7,21,4,25,50,47,97,425,300,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,124,75,199,40,61,101,6,9,15,598,448,1046,Southern Mallee (DC)
45540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,143,284,12,15,27,7,0,7,0,3,3,6,0,6,4,3,7,24,31,55,194,195,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,4,28,19,47,21,40,61,6,3,9,253,261,514,Peterborough (DC)
45680,235,338,573,249,318,567,10,0,10,0,3,3,15,6,21,12045,8721,20766,982,954,1936,369,21,390,167,13,180,109,8,117,142,37,179,241,226,467,14564,10645,25209,97,116,213,0,0,0,5,6,11,63,110,173,15,20,35,16,0,16,196,252,448,0,0,0,0,0,0,17,40,57,13,42,55,6,0,6,36,82,118,107,37,144,339,371,710,33,64,97,0,5,5,6,0,6,39,69,108,302,396,698,1299,2037,3336,296,233,529,16839,13751,30590,Playford (C)
45890,403,579,982,1254,1807,3061,10,0,10,12,22,34,128,54,182,18068,13453,31521,1185,1680,2865,277,13,290,284,45,329,474,88,562,240,63,303,531,450,981,22866,18254,41120,61,69,130,0,0,0,7,10,17,22,50,72,12,14,26,7,3,10,109,146,255,0,0,0,13,8,21,111,152,263,45,107,152,21,23,44,190,290,480,169,136,305,468,572,1040,33,33,66,19,25,44,10,3,13,62,61,123,471,617,1088,2027,3115,5142,364,333,697,26258,22952,49210,Port Adelaide Enfield (C)
