lga_code16,p_1_149_om_uie,p_1_149_cfw,p_1_149_es_ns,p_1_149_tot,p_150_299_e,p_150_299_om_ie,p_150_299_om_uie,p_150_299_cfw,p_150_299_es_ns,p_150_299_tot,p_300_399_e,p_300_399_om_ie,p_300_399_om_uie,p_300_399_cfw,p_300_399_es_ns,p_300_399_tot,p_400_499_e,p_400_499_om_ie,p_400_499_om_uie,p_400_499_cfw,p_400_499_es_ns,p_400_499_tot,p_500_649_e,p_500_649_om_ie,p_500_649_om_uie,p_500_649_cfw,p_500_649_es_ns,p_500_649_tot,p_650_799_e,p_650_799_om_ie,p_650_799_om_uie,p_650_799_cfw,p_650_799_es_ns,p_650_799_tot,p_800_999_e,p_800_999_om_ie,p_800_999_om_uie,p_800_999_cfw,p_800_999_es_ns,p_800_999_tot,p_1000_1249_e,p_1000_1249_om_ie,p_1000_1249_om_uie,p_1000_1249_cfw,p_1000_1249_es_ns,p_1000_1249_tot,p_1250_1499_e,p_1250_1499_om_ie,p_1250_1499_om_uie,p_1250_1499_cfw,p_1250_1499_es_ns,p_1250_1499_tot,p_1500_1749_e,p_1500_1749_om_ie,p_1500_1749_om_uie,p_1500_1749_cfw,p_1500_1749_es_ns,p_1500_1749_tot,p_1750_1999_e,p_1750_1999_om_ie,p_1750_1999_om_uie,p_1750_1999_cfw,p_1750_1999_es_ns,p_1750_1999_tot,p_2000_2999_e,p_2000_2999_om_ie,p_2000_2999_om_uie,p_2000_2999_cfw,p_2000_2999_es_ns,p_2000_2999_tot,p_3000mor_e,p_3000mor_om_ie,p_3000mor_om_uie,p_3000mor_cfw,p_3000mor_es_ns,p_3000mor_tot,p_persinc_ns_e,p_persinc_ns_om_ie,p_persinc_ns_om_uie,p_persinc_ns_cfw,p_persinc_ns_es_ns,p_persinc_ns_tot,p_tot_e,p_tot_om_ie,p_tot_om_uie,p_tot_cfw,p_tot_es_ns,p_tot_tot,lga_name16
43920,4,7,0,53,60,5,19,14,0,100,66,5,17,16,0,109,82,3,27,7,4,126,182,17,32,14,6,252,295,16,44,10,3,363,214,23,48,6,3,301,148,37,36,3,3,226,88,16,29,0,0,125,58,18,29,3,0,107,22,5,12,0,0,43,23,15,14,0,0,46,12,9,8,6,4,34,21,0,10,3,0,35,1320,168,341,99,34,1961,Mallala (DC)
44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,Maralinga Tjarutja (AC)
44060,87,25,18,1057,1037,22,148,29,10,1246,912,33,131,38,18,1138,1178,55,169,29,14,1440,1782,81,227,42,30,2152,2154,119,231,15,19,2536,2607,125,248,8,21,3009,2745,157,249,10,16,3187,1491,136,125,8,15,1773,1205,136,108,11,10,1464,790,58,50,4,3,911,770,130,86,4,3,993,201,101,60,8,3,375,229,12,26,3,13,285,18068,1203,1959,277,187,21697,Marion (C)
44210,11,18,3,97,77,11,24,31,0,147,99,8,40,15,7,170,129,9,36,27,3,208,186,19,56,16,7,282,230,20,62,12,4,332,261,14,48,8,0,332,212,16,39,6,5,269,128,8,10,6,3,159,74,13,9,6,0,106,39,7,19,0,0,67,33,6,9,0,0,54,9,9,10,3,3,38,34,0,7,9,8,58,1584,154,387,175,54,2351,Mid Murray (DC)
44340,66,18,11,1089,1070,23,113,30,9,1250,1006,40,133,36,19,1234,1283,43,142,22,19,1508,2013,80,211,25,18,2343,2449,85,203,18,21,2777,3018,127,217,22,21,3401,3365,155,209,22,25,3772,2440,131,140,15,10,2733,2174,140,89,7,17,2421,1541,98,71,4,5,1714,1566,137,114,15,8,1838,669,148,116,13,3,951,241,22,26,3,22,318,23881,1240,1854,297,201,27474,Mitcham (C)
44550,44,28,12,648,494,16,92,29,18,649,488,16,105,36,7,653,540,36,111,27,13,728,924,48,141,14,15,1153,1072,55,157,14,15,1309,1145,66,141,16,19,1379,950,102,125,15,16,1213,589,81,109,9,8,797,508,78,39,0,6,639,329,39,42,0,0,408,331,58,44,9,0,442,80,68,52,12,0,209,119,11,26,3,6,158,8137,690,1241,270,141,10480,Mount Barker (DC)
44620,17,14,7,574,450,10,48,17,15,535,517,22,46,7,8,600,749,15,78,19,11,870,1167,49,100,11,13,1342,1501,53,102,15,15,1687,1769,67,89,7,26,1955,1638,95,84,13,8,1838,939,76,58,0,7,1074,656,65,30,0,0,760,422,39,14,3,3,475,378,55,33,0,3,467,90,51,31,3,3,178,153,11,10,17,10,201,10983,620,749,144,135,12634,Mount Gambier (C)
44830,0,19,0,42,22,3,6,13,0,44,31,0,21,13,0,63,20,3,13,19,0,58,43,4,23,11,0,78,57,18,32,11,0,116,65,7,23,12,3,109,59,12,17,12,0,103,35,7,11,3,0,50,26,6,12,5,0,53,9,0,7,4,0,29,10,3,9,0,0,20,5,3,11,0,0,22,4,0,0,10,0,23,412,70,196,145,16,839,Mount Remarkable (DC)
45040,17,19,4,320,322,12,42,28,8,410,350,15,58,20,14,455,421,21,53,27,16,536,841,37,88,11,21,991,1334,55,73,12,19,1490,1406,41,65,10,25,1555,1092,45,76,7,15,1238,576,30,33,5,8,659,395,13,33,3,3,448,263,17,15,4,3,304,218,28,21,3,7,270,50,22,17,0,3,93,88,12,8,3,9,124,7676,361,611,200,153,8994,Murray Bridge (RC)
45090,5,17,0,152,109,10,28,23,0,172,123,8,44,17,3,195,172,21,51,26,4,276,361,20,65,31,6,488,488,40,55,18,4,609,479,32,56,15,9,594,411,48,79,20,6,569,248,34,41,8,6,337,149,14,38,7,4,209,76,15,12,0,0,101,81,16,19,8,0,126,25,30,22,5,3,93,36,5,10,12,7,62,2894,308,537,258,60,4057,Naracoorte and Lucindale (DC)
45120,8,8,0,68,53,0,20,6,4,84,64,11,17,19,3,112,80,14,27,7,3,129,134,20,35,11,7,204,129,19,28,8,3,193,165,22,25,9,0,217,146,33,44,15,3,235,90,18,22,9,3,142,59,13,18,0,6,95,45,5,3,4,0,61,47,8,15,3,0,75,8,8,15,4,0,35,17,3,4,7,0,28,1086,171,294,148,30,1728,Northern Areas (DC)
45290,42,23,9,1005,1015,24,85,18,23,1167,974,52,106,20,11,1165,1217,54,113,25,19,1424,1689,81,177,30,23,1996,2329,101,190,22,17,2659,2664,179,185,21,25,3079,2592,203,202,15,22,3036,1677,177,128,11,16,2007,1215,259,140,9,4,1633,932,150,72,3,5,1163,1003,263,113,12,9,1407,428,334,129,11,7,904,213,23,23,7,22,278,18909,1914,1730,285,206,23048,Norwood Payneham St Peters (C)
45340,143,48,30,2139,1707,50,304,102,28,2191,1718,99,312,81,22,2233,2135,112,403,61,45,2759,3385,166,583,55,46,4237,4023,215,471,49,49,4805,4385,265,497,49,39,5231,3948,327,433,36,40,4777,2271,237,258,21,15,2799,1777,236,213,15,13,2255,1255,117,104,13,3,1498,1028,164,136,15,13,1362,306,175,110,11,9,605,407,35,56,16,28,532,30330,2250,4069,705,374,37728,Onkaparinga (C)
45400,0,0,0,11,13,0,8,5,0,24,7,3,5,3,0,21,20,0,0,6,0,32,28,3,12,5,4,53,34,5,14,9,0,55,28,3,3,6,0,38,30,3,14,6,0,55,18,0,4,0,0,24,7,3,7,0,0,15,8,0,0,0,0,11,4,0,3,3,0,15,0,0,0,0,0,3,4,0,0,0,0,5,212,24,86,53,10,377,Orroroo/Carrieton (DC)
45540,6,0,0,11,24,0,9,0,0,30,28,4,9,4,0,43,45,0,7,0,3,54,59,3,4,0,3,63,47,0,13,0,0,58,46,3,13,3,3,62,27,3,3,0,0,33,17,0,5,0,3,33,21,0,3,0,0,21,19,0,3,0,0,18,8,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,14,355,16,69,16,13,474,Peterborough (DC)
45680,39,24,14,968,961,17,98,49,19,1142,1020,30,151,52,23,1277,1293,42,191,32,32,1581,2240,79,222,49,22,2615,2696,82,178,47,33,3038,3028,101,236,16,32,3408,3179,133,178,23,34,3548,1889,86,96,10,7,2087,1431,73,56,7,11,1580,983,24,39,7,7,1052,861,41,48,3,0,956,330,79,37,9,6,448,287,15,14,12,25,350,21149,828,1599,406,271,24249,Playford (C)
45890,94,34,37,1722,1776,50,201,61,32,2114,1758,79,253,55,46,2196,2285,110,268,50,54,2763,4138,180,457,65,66,4901,6737,271,371,47,68,7496,9303,343,364,32,66,10109,9223,371,345,27,47,10009,5823,298,209,15,32,6370,4651,305,167,10,20,5155,3305,169,89,8,12,3588,3712,278,121,13,9,4143,1059,247,90,9,13,1425,653,43,44,14,58,823,56126,2804,3122,536,569,63157,Port Adelaide Enfield (C)
46090,11,6,4,183,176,4,10,8,7,191,209,0,21,7,6,243,304,5,17,5,4,334,482,13,31,0,7,542,525,18,27,3,7,583,665,18,31,0,8,722,680,20,28,3,9,736,518,22,20,0,3,559,422,22,18,0,8,463,268,12,7,0,3,288,311,10,7,0,4,332,53,13,8,0,0,75,89,0,3,0,11,102,4882,161,238,33,73,5389,Port Augusta (C)
46300,16,8,7,311,206,5,21,5,12,246,298,8,26,9,9,352,408,8,38,6,10,480,617,18,62,15,0,713,738,28,56,12,16,844,810,38,58,7,17,925,759,53,54,8,12,894,463,46,41,5,0,565,362,53,44,6,3,463,223,32,17,9,0,282,206,34,21,4,0,266,53,41,28,6,6,134,95,8,9,0,5,116,5546,370,489,124,95,6625,Port Lincoln (C)
46450,12,11,5,287,222,4,27,22,7,281,299,7,30,13,7,349,424,7,51,12,10,498,553,15,47,13,13,638,612,25,47,8,7,698,723,42,50,5,11,832,676,25,51,7,6,758,631,16,23,4,3,680,523,35,26,5,7,589,312,13,21,3,3,358,320,28,19,0,0,365,108,38,17,4,0,162,95,3,5,5,4,115,5769,266,416,125,78,6652,Port Pirie City and Dists (M)
46510,11,12,0,309,228,9,34,15,5,287,217,15,46,3,7,291,289,30,55,9,3,379,500,29,68,5,6,602,540,41,72,15,5,677,663,46,90,3,4,804,629,64,72,8,0,773,368,59,16,5,3,451,275,51,29,3,0,363,206,36,24,0,3,267,190,57,28,5,3,285,59,48,16,8,0,132,51,14,13,3,4,83,4507,511,567,102,42,5735,Prospect (C)
46670,16,6,7,173,143,6,16,18,3,193,159,11,21,20,3,213,179,22,31,27,4,254,372,17,46,21,7,463,550,25,45,8,6,641,518,26,46,5,19,611,397,38,33,13,0,473,199,17,21,7,0,245,130,23,14,4,0,173,84,5,14,4,0,106,64,12,16,3,0,96,31,33,6,9,0,77,50,3,6,7,7,65,3022,237,333,175,58,3825,Renmark Paringa (DC)
46860,0,7,0,30,28,3,6,10,0,46,27,3,11,7,0,47,32,7,11,10,0,59,48,6,18,11,0,81,45,4,15,3,0,66,71,4,10,3,0,84,47,10,14,3,0,78,22,6,8,0,0,42,15,3,6,5,0,29,10,3,11,4,0,28,13,4,3,0,0,15,0,0,9,0,0,9,3,0,3,0,0,9,379,65,117,53,13,632,Robe (DC)
46970,3,0,0,37,50,3,3,5,0,61,37,0,4,0,0,42,59,0,0,0,3,59,96,3,5,4,4,111,97,0,3,0,0,97,120,0,0,0,0,125,139,3,0,0,6,149,173,3,3,0,0,182,212,0,0,0,0,220,280,0,3,0,0,280,607,5,0,0,6,615,202,5,3,0,0,210,19,0,0,0,0,20,2126,33,33,9,24,2233,Roxby Downs (M)
47140,71,33,26,1317,1302,43,201,72,24,1641,1417,65,197,63,31,1773,1819,88,225,34,31,2194,3242,137,364,38,40,3824,4802,196,341,37,55,5432,6239,210,341,26,49,6866,5873,275,309,17,45,6521,4034,214,173,6,32,4461,3316,190,107,16,20,3650,2286,123,64,5,8,2488,2946,210,97,4,16,3268,753,191,77,6,7,1029,462,25,51,4,26,571,39793,1999,2648,463,421,45320,Salisbury (C)
47290,7,0,0,33,21,0,9,10,3,43,33,3,10,11,0,55,41,7,15,4,3,75,81,12,23,8,0,130,88,8,28,8,6,133,91,4,18,10,3,126,106,7,19,10,3,143,58,3,18,4,0,79,39,5,13,0,0,61,18,4,8,0,0,29,24,0,7,0,0,34,3,9,3,0,0,14,3,0,6,4,0,12,639,59,186,80,22,989,Southern Mallee (DC)
47490,3,4,3,34,25,4,8,8,3,45,29,9,14,3,0,54,47,7,9,3,0,72,74,15,13,7,3,105,80,17,16,6,0,114,67,9,16,6,0,97,66,16,11,0,0,91,36,14,12,5,0,79,26,13,5,4,0,53,22,7,4,0,0,31,16,6,7,0,0,28,4,3,4,0,0,20,8,0,0,5,0,11,520,124,129,73,14,856,Streaky Bay (DC)
47630,18,16,0,124,93,8,36,27,3,167,104,15,29,18,4,173,145,13,52,18,5,238,267,15,61,12,8,359,436,21,71,29,26,578,436,33,60,15,0,548,348,24,83,10,4,468,141,25,40,7,3,216,128,17,23,4,0,177,72,15,5,3,0,99,50,14,17,3,3,86,8,19,10,4,3,48,32,6,10,7,4,57,2378,227,524,216,73,3426,Tatiara (DC)
47700,76,37,19,1487,1290,43,132,38,14,1517,1115,57,163,27,9,1376,1319,53,192,26,24,1607,1940,83,242,13,24,2302,2124,121,238,27,13,2536,2296,162,232,18,12,2727,2065,202,256,26,15,2568,1208,134,125,12,13,1486,959,129,97,12,3,1201,774,55,54,3,3,892,577,102,87,9,3,771,169,91,91,7,3,358,227,17,24,6,15,287,17459,1280,2037,319,181,21274,Tea Tree Gully (C)
47800,10,12,3,69,62,7,26,28,0,119,63,14,23,17,0,130,113,13,31,19,3,178,163,20,45,14,8,258,205,24,51,4,9,294,197,25,44,12,7,283,183,18,27,12,0,245,83,14,30,6,4,135,54,10,17,3,0,83,35,3,3,3,0,47,32,11,19,5,0,65,12,8,8,3,0,26,24,5,11,4,0,45,1271,178,362,186,40,2034,The Coorong (DC)
47910,3,3,0,34,32,0,10,13,0,50,25,0,15,8,3,47,36,5,23,3,3,62,62,6,19,9,0,99,63,3,20,9,5,103,75,7,34,3,0,120,74,13,24,10,0,114,36,18,18,8,0,75,18,13,8,3,0,45,14,4,6,3,0,25,11,5,13,0,0,32,5,5,7,12,0,29,3,0,6,12,0,17,479,80,215,91,18,885,Tumby Bay (DC)
47980,30,14,5,647,732,21,70,25,12,858,726,41,85,27,3,879,908,34,119,25,19,1102,1559,84,133,9,4,1788,1861,68,159,20,11,2116,2188,96,149,19,10,2466,2198,156,161,11,11,2548,1441,137,122,6,6,1715,1208,158,91,11,7,1483,763,105,58,5,4,935,1153,219,124,8,7,1515,517,315,129,10,10,977,185,21,21,8,7,242,16079,1470,1466,245,125,19383,Unley (C)
48050,17,11,0,256,178,3,49,22,3,252,212,7,50,8,6,282,293,16,66,12,8,390,471,19,87,11,10,603,492,30,68,9,6,609,445,19,66,8,7,548,396,31,56,3,5,495,224,20,30,0,0,277,156,29,29,0,3,220,113,18,13,0,0,147,99,19,32,0,4,148,26,11,16,3,3,61,41,10,6,5,0,62,3382,250,600,108,62,4396,Victor Harbor (C)
48130,14,7,3,93,62,3,17,5,0,90,86,5,17,8,0,122,118,9,32,10,3,164,196,17,36,16,3,263,331,25,46,12,4,415,396,18,54,10,7,490,264,23,52,17,4,357,132,10,29,6,0,185,99,15,48,7,4,172,71,8,22,0,0,100,62,16,20,4,0,105,9,7,16,4,0,40,42,3,10,3,7,58,1946,159,412,135,36,2689,Wakefield (DC)
50280,18,26,3,270,198,12,69,28,0,300,229,12,78,32,7,359,337,14,86,25,12,471,497,31,98,16,19,659,540,43,89,22,10,698,574,65,129,20,7,799,569,67,137,9,3,778,281,54,77,17,3,421,225,65,54,3,6,354,130,25,38,3,0,199,145,35,29,4,4,225,46,45,36,6,3,134,50,10,17,10,7,91,4048,494,967,264,83,5849,Augusta-Margaret River (S)
50350,11,9,0,153,149,3,24,8,3,181,151,9,25,8,3,198,253,9,22,0,6,288,344,22,61,4,7,433,531,20,40,3,5,602,743,25,65,3,5,850,809,43,67,7,7,940,605,34,41,3,6,686,472,56,41,0,3,569,287,34,26,0,3,345,334,57,26,4,3,421,79,53,10,3,0,150,81,5,5,0,7,94,4989,369,469,64,55,5942,Bassendean (T)
50420,59,36,9,1017,1017,42,88,24,10,1187,941,50,133,17,12,1151,1063,44,137,15,13,1273,1611,101,200,29,23,1965,1827,134,206,17,24,2206,2175,154,218,22,23,2595,2156,193,245,17,15,2631,1403,169,154,9,10,1744,1065,182,147,3,6,1408,736,111,69,7,3,921,814,170,111,8,8,1114,202,172,78,3,7,457,249,26,31,9,24,340,16244,1570,1886,305,205,20215,Bayswater (C)
50490,36,20,13,654,777,10,47,11,5,853,835,24,88,10,16,966,1224,35,82,13,15,1373,2001,71,118,11,14,2214,3033,90,140,15,27,3304,4522,115,168,16,39,4856,5575,176,154,6,28,5933,4095,127,113,9,19,4364,3310,171,102,8,7,3598,2449,105,56,0,14,2627,4274,212,104,4,19,4609,2004,255,72,11,15,2355,454,25,28,6,24,533,35232,1422,1304,179,263,38400,Belmont (C)
50560,0,3,0,15,12,3,9,3,3,26,20,0,8,6,0,34,16,3,7,3,3,28,25,0,15,9,3,47,33,8,17,0,0,59,48,4,15,5,0,80,37,8,13,7,0,62,14,8,4,4,0,30,13,3,9,0,0,19,14,3,4,0,0,21,9,10,5,3,0,26,0,10,4,0,3,23,3,3,5,0,0,9,252,68,111,50,12,486,Beverley (S)
51960,0,0,0,25,34,0,4,0,0,38,36,3,3,0,4,48,34,0,5,0,0,40,54,0,4,0,0,61,70,3,0,0,0,79,97,6,9,0,0,110,107,3,5,0,0,113,134,0,0,0,0,142,206,0,3,0,0,217,243,3,3,0,0,251,613,4,0,0,3,619,250,4,0,0,0,258,27,0,0,0,0,31,1928,40,41,10,23,2043,Coolgardie (S)
52030,0,0,0,3,4,0,3,0,0,11,14,0,4,3,0,23,7,0,8,4,0,26,19,7,9,8,0,36,19,3,3,0,0,30,29,5,11,4,0,52,36,7,7,6,0,63,13,0,6,0,0,22,14,17,3,0,3,41,3,7,8,0,0,19,10,3,4,0,0,19,0,3,10,3,0,13,0,0,0,6,0,4,198,49,77,38,9,373,Coorow (S)
50630,3,3,0,14,25,0,0,0,0,26,19,6,3,0,0,31,19,0,3,7,5,31,49,3,5,0,0,57,59,3,3,3,3,69,54,4,3,3,0,73,91,3,4,3,4,103,158,4,11,0,0,175,216,0,3,0,4,226,296,3,3,0,0,305,742,5,0,0,3,755,189,8,0,0,0,196,29,5,0,3,0,37,1974,47,49,38,25,2125,Boddington (S)
50770,7,3,0,19,13,3,10,10,0,37,10,4,13,9,0,35,15,0,10,10,3,39,36,12,13,13,3,73,40,5,24,4,0,71,48,6,22,4,0,81,55,4,27,6,5,95,31,5,6,5,0,46,22,3,10,4,0,35,18,4,0,3,0,26,15,12,12,0,0,43,3,4,4,6,0,23,3,0,3,5,0,10,318,62,172,95,16,654,Boyup Brook (S)
50840,13,12,3,84,56,4,17,11,0,96,78,4,21,14,0,117,79,0,15,13,0,106,111,6,39,3,5,167,128,8,42,8,6,188,129,3,31,3,3,171,127,8,32,11,6,184,92,4,19,7,0,128,89,7,12,0,3,112,82,3,12,0,0,98,110,4,7,0,0,121,26,4,10,0,0,45,24,3,10,3,0,35,1199,65,288,90,28,1674,Bridgetown-Greenbushes (S)
50910,3,0,0,6,10,0,3,0,0,12,10,0,0,3,0,17,20,0,3,5,0,32,34,6,3,6,0,59,40,4,12,3,0,55,37,3,4,0,0,45,33,7,14,3,0,57,28,0,5,5,3,44,13,9,7,3,0,32,10,3,4,3,0,22,12,3,9,0,0,21,0,0,5,0,0,10,3,0,5,5,0,20,263,41,77,46,5,427,Brookton (S)
50980,6,6,0,134,171,3,20,8,8,211,161,10,14,0,7,189,218,6,12,9,3,254,386,13,35,9,13,448,601,36,29,5,8,680,768,41,46,8,15,871,945,64,61,6,20,1105,681,46,38,0,9,776,653,44,27,0,5,731,532,34,33,3,4,605,763,61,30,4,6,861,249,51,38,5,3,348,105,7,6,0,8,137,6377,420,398,101,106,7401,Broome (S)
51260,43,31,7,631,436,21,96,31,13,592,546,20,110,32,12,718,735,27,115,16,11,907,1203,59,180,46,16,1504,1349,83,175,31,17,1649,1448,110,215,37,9,1822,1388,135,249,39,11,1826,822,93,129,13,12,1068,640,161,126,18,9,956,409,68,91,3,3,581,434,115,109,7,3,666,138,141,79,11,3,372,130,9,24,8,16,195,10250,1050,1770,408,150,13639,Busselton (C)
51310,30,6,6,511,458,13,39,19,3,531,445,15,55,11,11,535,551,21,63,6,7,647,913,33,81,20,9,1054,966,40,65,5,6,1078,1345,54,79,16,5,1505,1511,98,125,9,0,1744,1050,89,83,9,4,1238,916,109,74,13,3,1120,574,82,48,13,3,709,907,174,97,10,9,1192,479,287,194,18,7,991,154,12,11,0,10,179,10768,1028,1055,183,82,13119,Cambridge (T)
51330,87,36,16,1787,1889,42,128,48,23,2128,1688,89,154,36,27,1990,2046,73,202,32,12,2364,3160,153,234,39,28,3610,4467,196,277,42,44,5025,6637,283,294,34,63,7305,7732,387,338,36,48,8542,5333,302,237,19,37,5927,4271,367,186,16,20,4858,2995,215,116,11,19,3350,4218,414,187,17,12,4839,1417,494,126,20,14,2060,612,56,35,17,48,759,48270,3108,2614,482,407,54889,Canning (C)
51400,22,7,4,196,121,5,21,14,4,152,122,7,31,15,4,177,173,11,33,8,3,228,235,15,38,12,0,293,335,11,50,7,3,398,339,20,42,7,7,416,350,19,55,8,3,435,217,12,36,7,3,280,232,22,27,10,4,287,164,11,17,3,0,194,241,16,18,0,7,282,61,26,19,8,0,104,41,4,14,3,0,61,2805,177,425,128,40,3567,Capel (S)
51470,0,0,0,11,4,3,0,0,0,14,3,0,3,0,0,9,17,0,0,3,0,20,13,0,7,3,0,27,23,3,0,0,0,30,32,3,5,0,0,43,27,8,3,0,0,40,27,3,3,0,0,41,15,0,9,0,0,26,19,0,0,0,0,20,19,0,0,0,0,22,0,0,4,0,0,6,8,0,0,0,0,10,209,28,42,19,3,311,Carnamah (S)
48260,12,0,3,98,101,3,6,4,3,117,109,5,13,3,0,131,132,6,6,0,3,152,200,9,17,0,3,226,204,21,23,5,3,248,253,13,24,0,0,301,238,27,28,0,0,297,165,23,14,0,0,210,139,16,14,3,0,172,96,20,7,0,0,119,91,25,24,0,0,141,30,35,16,9,3,84,26,3,3,0,4,33,1870,207,218,34,23,2350,Walkerville (M)
48340,16,15,3,176,167,13,32,20,7,231,172,13,39,20,7,245,217,12,44,15,5,291,362,20,67,34,5,487,436,21,60,22,8,547,486,38,48,22,11,597,444,36,55,12,6,547,261,25,50,8,5,348,241,35,18,12,3,306,175,22,19,14,4,233,218,31,25,21,0,290,38,33,21,17,3,122,55,11,9,6,7,92,3416,308,505,274,88,4587,Wattle Range (DC)
48410,57,19,20,1091,1220,40,97,21,30,1409,1319,55,137,20,22,1549,1822,55,147,14,42,2079,2964,105,234,30,30,3358,4188,129,212,14,39,4589,5863,181,225,14,30,6310,6208,262,254,21,46,6784,4087,210,141,13,17,4471,3172,249,129,11,11,3568,2198,141,77,3,4,2434,2826,221,90,8,19,3166,980,273,101,10,11,1371,435,23,23,4,43,536,38389,1958,1947,259,368,42916,West Torrens (C)
48640,0,11,0,25,17,0,14,11,0,44,28,3,9,6,0,44,20,0,10,7,0,37,34,3,8,3,0,48,49,4,14,7,0,67,57,5,13,6,3,89,60,6,14,11,0,85,33,10,12,3,0,51,25,9,15,0,0,48,13,3,8,4,0,27,14,3,11,0,0,27,4,3,7,3,0,26,7,0,3,3,0,11,365,63,122,71,9,637,Wudinna (DC)
48750,8,5,0,70,55,9,16,8,3,93,59,8,24,11,0,102,77,10,29,3,5,123,138,7,38,9,0,195,130,14,35,7,0,190,103,17,36,9,5,168,89,23,38,4,3,161,56,12,22,13,0,99,35,8,11,0,0,47,16,3,3,0,0,28,26,13,8,0,0,47,8,3,17,0,0,26,11,3,5,3,0,22,857,128,289,113,21,1409,Yankalilla (DC)
48830,28,25,3,138,103,3,38,42,7,202,127,16,59,14,4,220,195,17,54,19,9,287,302,42,107,26,11,480,317,28,68,21,7,439,300,31,89,21,10,455,295,42,93,24,4,471,174,37,52,18,4,290,133,32,53,15,3,241,81,20,37,7,0,148,67,23,33,7,0,133,11,22,29,6,0,75,27,0,7,10,11,64,2222,339,760,316,76,3714,Yorke Peninsula (DC)
49399,0,6,0,54,72,7,13,7,3,95,52,5,9,9,5,83,63,5,12,10,3,98,157,13,17,0,5,189,170,21,15,7,3,212,278,12,11,4,0,312,453,15,22,12,3,499,431,9,14,5,3,466,693,5,13,6,4,726,777,14,11,4,5,806,1569,4,9,4,3,1589,560,11,12,10,8,591,71,0,8,0,5,84,5403,126,157,91,50,5831,Unincorporated SA
50080,41,32,8,617,475,14,76,26,7,603,624,14,96,38,19,789,766,35,132,32,11,974,1238,51,163,41,16,1510,1446,53,142,41,26,1710,1606,66,169,21,19,1886,1607,96,184,26,16,1920,1001,95,137,16,3,1249,902,93,101,16,7,1115,711,52,47,9,11,821,690,88,72,15,3,876,166,124,79,7,8,373,183,11,21,17,10,244,11983,802,1477,397,154,14818,Albany (C)
50210,69,29,13,1045,844,19,107,21,12,1004,778,48,97,22,13,958,909,39,134,22,7,1110,1326,72,187,36,10,1625,1649,75,135,10,16,1884,1732,102,201,19,11,2063,1799,155,214,19,18,2202,1277,119,125,7,9,1540,1085,124,134,12,3,1359,786,69,64,3,0,926,795,149,86,0,5,1029,192,114,72,10,8,392,228,16,27,9,16,294,14379,1133,1667,293,139,17605,Armadale (C)
50250,3,7,4,107,85,5,4,3,4,109,86,3,11,0,4,105,122,4,8,3,3,147,179,4,11,4,9,199,247,15,6,3,4,272,373,10,12,0,10,401,834,24,16,0,8,884,1109,15,10,0,7,1144,1419,21,6,4,12,1458,1920,14,6,0,16,1952,7425,33,15,3,32,7509,8616,67,23,0,18,8727,345,3,5,0,15,370,22915,208,141,39,143,23446,Ashburton (S)
51080,3,0,0,8,0,4,3,0,0,11,8,0,3,7,0,16,10,3,6,3,0,20,13,0,10,7,0,30,27,10,9,0,0,48,25,3,5,8,0,42,28,5,12,3,0,44,11,5,8,6,3,32,10,5,6,0,0,26,9,0,0,6,0,15,8,9,8,0,0,28,3,4,11,3,0,23,0,3,3,8,0,13,148,50,89,54,4,357,Broomehill-Tambellup (S)
51120,0,0,0,10,13,0,4,4,0,14,13,0,7,4,0,16,15,0,9,3,0,26,27,0,3,5,0,35,20,3,9,3,0,31,36,8,6,3,0,53,26,0,10,3,0,40,20,7,3,0,0,33,17,7,9,0,0,30,14,7,11,3,0,35,17,6,12,3,0,34,7,14,10,6,0,28,4,0,0,0,0,7,223,50,89,39,3,409,Bruce Rock (S)
51190,26,17,5,831,709,12,49,16,15,801,833,21,58,15,11,931,1082,41,83,15,9,1222,1813,42,118,14,28,2017,2240,54,105,6,19,2422,2616,86,133,13,10,2864,2690,107,161,17,19,2992,1863,126,121,9,10,2127,1496,144,96,11,12,1764,1149,73,57,9,11,1297,1471,152,90,7,15,1743,342,166,92,5,0,605,263,14,27,6,16,334,19397,1073,1218,213,188,22094,Bunbury (C)
51540,8,3,3,47,37,7,14,7,8,67,60,4,14,3,0,87,80,7,15,3,8,120,176,15,30,14,0,234,232,16,15,0,13,276,286,19,38,9,4,363,237,23,45,4,6,318,166,11,32,8,3,219,146,25,10,0,0,182,123,17,10,0,0,153,314,6,14,0,3,351,159,12,11,0,0,191,52,4,31,11,4,101,2127,172,304,83,57,2741,Carnarvon (S)
51610,3,3,0,16,4,0,8,3,0,9,7,3,6,0,0,24,8,0,0,5,0,21,11,0,4,6,3,31,16,7,5,4,0,29,21,8,9,0,0,37,23,5,10,3,0,40,13,6,4,3,0,26,14,9,7,0,0,37,4,3,4,0,0,13,8,7,3,0,0,17,6,3,9,0,0,11,6,3,0,0,0,16,162,56,80,38,4,337,Chapman Valley (S)
