LGA_MAIN11,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P,LGA_NAME11
53080,11,4,15,35,49,84,0,0,0,0,0,0,35,49,84,14,15,29,0,0,0,0,0,0,14,15,29,0,3,3,0,0,0,3,0,3,3,3,6,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,131,59,190,200,138,338,Dundas (S)
54620,11,7,18,36,45,81,0,0,0,0,0,0,36,45,81,10,3,13,0,3,3,4,3,7,14,9,23,0,0,0,0,0,0,4,0,4,0,11,11,0,0,0,4,11,15,3,3,6,0,3,3,3,0,3,0,3,3,0,0,0,6,9,15,0,3,3,0,3,3,0,0,0,0,6,6,75,27,102,146,114,260,Kondinin (S)
54690,5,3,8,27,24,51,0,0,0,0,0,0,27,24,51,0,5,5,0,0,0,3,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,42,40,82,Koorda (S)
53710,4,8,12,30,32,62,28,10,38,0,0,0,58,42,100,6,15,21,7,3,10,3,0,3,16,18,34,0,3,3,0,0,0,4,0,4,0,7,7,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,10,10,0,0,0,0,3,3,0,0,0,0,3,3,31,37,68,113,128,241,Goomalling (S)
54830,254,262,516,882,844,1726,158,138,296,194,212,406,1234,1194,2428,530,467,997,120,114,234,177,174,351,827,755,1582,75,75,150,26,49,75,109,78,187,105,145,250,5,3,8,320,350,670,87,154,241,48,98,146,18,25,43,66,127,193,3,0,3,222,404,626,5,23,28,33,80,113,0,3,3,38,106,144,2092,1338,3430,4987,4409,9396,Kwinana (T)
54900,15,6,21,69,74,143,0,0,0,3,0,3,72,74,146,8,17,25,0,0,0,0,4,4,8,21,29,0,0,0,0,0,0,0,6,6,3,11,14,0,0,0,3,17,20,3,0,3,0,0,0,0,0,0,0,8,8,0,0,0,3,8,11,0,0,0,3,5,8,3,3,6,6,8,14,46,28,74,153,162,315,Lake Grace (S)
64810,48,66,114,398,401,799,127,121,248,39,22,61,564,544,1108,283,254,537,87,96,183,29,22,51,399,372,771,45,44,89,13,18,31,62,39,101,40,73,113,0,0,0,160,174,334,23,49,72,15,35,50,7,12,19,27,65,92,0,3,3,72,164,236,6,6,12,12,53,65,0,3,3,18,62,80,444,411,855,1705,1793,3498,Sorell (M)
65010,27,26,53,254,233,487,23,30,53,5,14,19,282,277,559,136,117,253,37,43,80,9,14,23,182,174,356,25,24,49,3,3,6,24,11,35,11,22,33,0,0,0,63,60,123,5,19,24,8,10,18,0,3,3,7,20,27,0,0,0,20,52,72,3,9,12,6,12,18,0,0,0,9,21,30,236,214,450,819,824,1643,Southern Midlands (M)
54280,251,246,497,1044,1087,2131,295,291,586,105,97,202,1444,1475,2919,370,382,752,251,244,495,85,94,179,706,720,1426,26,23,49,9,24,33,117,80,197,97,169,266,8,0,8,257,296,553,132,61,193,72,41,113,17,31,48,93,163,256,3,3,6,317,299,616,8,14,22,35,75,110,3,3,6,46,92,138,2368,1810,4178,5389,4938,10327,Kalgoorlie/Boulder (C)
55390,3,4,7,15,20,35,0,0,0,0,0,0,15,20,35,14,7,21,0,0,0,0,0,0,14,7,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,44,47,91,Menzies (S)
53780,825,752,1577,3662,3353,7015,653,635,1288,673,624,1297,4988,4612,9600,1956,1782,3738,605,620,1225,527,541,1068,3088,2943,6031,398,325,723,169,281,450,342,210,552,398,590,988,16,13,29,1323,1419,2742,876,1146,2022,254,316,570,75,163,238,289,503,792,16,7,23,1510,2135,3645,129,124,253,173,334,507,8,4,12,310,462,772,5195,3997,9192,17239,16320,33559,Gosnells (C)
53920,36,31,67,96,102,198,153,125,278,19,32,51,268,259,527,62,45,107,41,41,82,5,11,16,108,97,205,8,3,11,0,8,8,3,9,12,10,15,25,3,0,3,24,35,59,0,0,0,0,0,0,0,0,0,7,16,23,0,0,0,7,16,23,3,0,3,3,4,7,0,0,0,6,4,10,150,108,258,599,550,1149,Halls Creek (S)
55040,17,20,37,64,66,130,0,0,0,3,0,3,67,66,133,19,12,31,3,0,3,3,3,6,25,15,40,3,3,6,0,0,0,4,0,4,17,3,20,0,0,0,24,6,30,0,0,0,3,0,3,6,0,6,16,10,26,0,0,0,25,10,35,3,0,3,0,9,9,0,0,0,3,9,12,464,206,670,625,332,957,Leonora (S)
55460,26,16,42,109,115,224,55,56,111,5,3,8,169,174,343,85,80,165,0,4,4,4,0,4,89,84,173,5,3,8,5,0,5,5,6,11,6,19,25,0,0,0,21,28,49,17,4,21,3,4,7,0,3,3,3,10,13,0,0,0,23,21,44,48,3,51,5,8,13,0,0,0,53,11,64,119,112,231,500,446,946,Merredin (S)
57210,40,47,87,162,152,314,7,5,12,17,18,35,186,175,361,138,118,256,4,3,7,22,19,41,164,140,304,10,13,23,3,10,13,15,12,27,20,63,83,4,0,4,52,98,150,3,4,7,4,5,9,0,4,4,6,21,27,0,0,0,13,34,47,5,4,9,3,7,10,0,0,0,8,11,19,255,156,411,718,661,1379,Plantagenet (S)
57280,89,84,173,471,444,915,97,106,203,9,14,23,577,564,1141,229,193,422,5,0,5,13,10,23,247,203,450,17,15,32,5,13,18,31,43,74,82,100,182,4,0,4,139,171,310,7,13,20,3,15,18,3,15,18,59,77,136,0,0,0,72,120,192,4,4,8,19,25,44,3,3,6,26,32,58,1919,1249,3168,3069,2423,5492,Port Hedland (T)
57350,5,4,9,49,52,101,0,0,0,0,3,3,49,55,104,16,13,29,0,0,0,0,0,0,16,13,29,0,0,0,0,0,0,0,3,3,3,5,8,0,0,0,3,8,11,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,6,6,3,0,3,0,0,0,0,0,0,3,0,3,22,19,41,98,105,203,Quairading (S)
57420,25,17,42,114,107,221,3,0,3,3,3,6,120,110,230,14,15,29,0,0,0,0,3,3,14,18,32,0,0,0,0,3,3,0,3,3,9,11,20,0,0,0,9,17,26,3,5,8,0,5,5,0,0,0,3,6,9,3,0,3,9,16,25,3,0,3,0,4,4,0,0,0,3,4,7,100,72,172,280,254,534,Ravensthorpe (S)
57490,848,816,1664,3909,3720,7629,560,524,1084,778,805,1583,5247,5049,10296,1871,1747,3618,496,539,1035,794,887,1681,3161,3173,6334,250,279,529,76,173,249,454,228,682,279,546,825,8,7,15,1067,1233,2300,402,678,1080,99,305,404,55,159,214,261,517,778,0,8,8,817,1667,2484,78,96,174,122,273,395,3,7,10,203,376,579,4042,3458,7500,15385,15772,31157,Rockingham (C)
57560,171,151,322,802,642,1444,160,163,323,14,11,25,976,816,1792,246,189,435,158,159,317,6,4,10,410,352,762,28,13,41,9,8,17,62,50,112,98,146,244,4,0,4,201,217,418,7,19,26,8,18,26,9,26,35,71,107,178,5,0,5,100,170,270,10,5,15,34,45,79,0,3,3,44,53,97,3307,1579,4886,5209,3338,8547,Roebourne (S)
58890,8,7,15,49,39,88,3,3,6,0,0,0,52,42,94,6,7,13,0,0,0,0,0,0,6,7,13,0,0,0,0,0,0,4,0,4,4,8,12,0,0,0,8,8,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,20,31,51,94,101,195,West Arthur (S)
54340,43,35,78,172,161,333,56,66,122,3,3,6,231,230,461,117,101,218,0,4,4,0,7,7,117,112,229,9,7,16,9,12,21,12,22,34,48,47,95,0,0,0,78,88,166,3,3,6,3,3,6,0,0,0,3,10,13,0,0,0,9,16,25,4,3,7,5,6,11,0,0,0,9,9,18,163,156,319,650,646,1296,Katanning (S)
54410,14,8,22,72,47,119,0,8,8,0,0,0,72,55,127,17,24,41,0,0,0,5,0,5,22,24,46,0,0,0,0,0,0,0,4,4,0,11,11,0,0,0,0,15,15,0,0,0,0,6,6,0,0,0,0,3,3,0,0,0,0,9,9,3,3,6,4,3,7,0,0,0,7,6,13,49,34,83,164,151,315,Kellerberrin (S)
54970,7,3,10,42,27,69,0,0,0,0,0,0,42,27,69,12,9,21,0,0,0,0,3,3,12,12,24,0,0,0,0,0,0,3,3,6,8,3,11,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,3,11,14,0,0,0,0,4,4,0,0,0,0,4,4,106,38,144,181,101,282,Laverton (S)
55110,447,453,900,1919,1798,3717,536,555,1091,548,521,1069,3003,2874,5877,897,862,1759,365,351,716,493,513,1006,1755,1726,3481,155,182,337,36,151,187,241,127,368,167,291,458,4,3,7,603,754,1357,228,404,632,57,175,232,28,56,84,117,307,424,0,5,5,430,947,1377,34,65,99,76,151,227,0,6,6,110,222,332,2984,2789,5773,9332,9765,19097,Mandurah (C)
55180,68,66,134,380,351,731,128,113,241,4,9,13,512,473,985,255,217,472,34,36,70,5,6,11,294,259,553,16,19,35,3,14,17,23,27,50,19,64,83,0,3,3,61,127,188,0,11,11,4,7,11,5,3,8,0,35,35,0,0,0,9,56,65,7,0,7,5,5,10,0,0,0,12,5,17,310,298,608,1266,1284,2550,Manjimup (S)
55250,3,13,16,30,27,57,0,0,0,11,15,26,41,42,83,12,17,29,0,0,0,9,5,14,21,22,43,0,0,0,0,0,0,4,0,4,3,3,6,0,0,0,7,3,10,0,0,0,0,0,0,3,0,3,6,5,11,0,0,0,9,5,14,3,0,3,0,0,0,0,0,0,3,0,3,175,129,304,259,214,473,Meekatharra (S)
55320,664,595,1259,2690,2403,5093,780,794,1574,342,368,710,3812,3565,7377,1279,1212,2491,937,1092,2029,811,786,1597,3027,3090,6117,233,211,444,116,176,292,316,120,436,208,396,604,8,6,14,881,909,1790,2133,2460,4593,447,510,957,185,218,403,520,691,1211,21,26,47,3306,3905,7211,61,81,142,118,240,358,4,3,7,183,324,507,2635,2530,5165,14508,14918,29426,Melville (C)
65210,11,5,16,96,81,177,5,3,8,0,3,3,101,87,188,43,29,72,0,3,3,0,6,6,43,38,81,0,6,6,0,5,5,0,0,0,7,11,18,0,0,0,7,22,29,0,0,0,0,3,3,0,0,0,4,7,11,0,0,0,4,10,14,5,3,8,3,6,9,0,0,0,8,9,17,85,96,181,259,267,526,Tasman (M)
55530,5,3,8,33,26,59,0,0,0,0,0,0,33,26,59,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,3,0,3,0,3,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,65,56,121,Mingenew (S)
56930,6,8,14,26,20,46,4,0,4,37,52,89,67,72,139,0,4,4,3,10,13,63,114,177,66,128,194,7,4,11,0,0,0,0,0,0,0,3,3,0,0,0,7,7,14,43,59,102,10,12,22,3,0,3,6,7,13,0,0,0,62,78,140,3,0,3,0,8,8,0,0,0,3,8,11,68,71,139,279,372,651,Peppermint Grove (S)
57000,11,0,11,28,23,51,0,0,0,3,3,6,31,26,57,5,8,13,0,3,3,3,0,3,8,11,19,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,6,3,9,0,3,3,0,3,3,0,0,0,0,6,6,69,15,84,128,66,194,Perenjori (S)
57080,24,20,44,61,49,110,25,19,44,24,14,38,110,82,192,44,31,75,21,23,44,31,24,55,96,78,174,65,50,115,76,103,179,19,17,36,70,79,149,0,0,0,230,249,479,473,512,985,200,162,362,31,43,74,188,161,349,4,4,8,896,882,1778,62,63,125,55,74,129,0,3,3,117,140,257,1631,1122,2753,3104,2573,5677,Perth (C)
57140,11,12,23,60,46,106,0,3,3,0,3,3,60,52,112,19,19,38,0,3,3,0,4,4,19,26,45,0,0,0,0,4,4,5,0,5,0,8,8,0,0,0,5,12,17,3,0,3,3,0,3,0,0,0,0,3,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,41,45,86,142,150,292,Pingelly (S)
55600,17,21,38,60,55,115,42,67,109,3,0,3,105,122,227,67,62,129,0,0,0,8,4,12,75,66,141,5,10,15,0,8,8,6,7,13,10,20,30,0,0,0,21,45,66,0,0,0,0,3,3,0,3,3,0,7,7,0,0,0,0,13,13,0,3,3,3,3,6,0,0,0,3,6,9,90,88,178,311,361,672,Moora (S)
65410,64,43,107,460,411,871,102,101,203,25,18,43,587,530,1117,353,280,633,90,121,211,15,17,32,458,418,876,54,88,142,16,36,52,56,42,98,42,66,108,3,0,3,171,232,403,22,45,67,8,32,40,4,8,12,37,71,108,0,0,0,71,156,227,14,16,30,16,25,41,0,3,3,30,44,74,428,389,817,1809,1812,3621,Waratah/Wynyard (M)
65610,30,23,53,108,106,214,93,80,173,3,0,3,204,186,390,113,97,210,3,3,6,0,3,3,116,103,219,7,5,12,0,13,13,13,6,19,21,25,46,0,0,0,41,49,90,0,4,4,3,6,9,0,0,0,12,13,25,0,0,0,15,23,38,0,4,4,5,5,10,0,3,3,5,12,17,207,184,391,618,580,1198,West Coast (M)
65810,94,102,196,760,695,1455,113,120,233,174,168,342,1047,983,2030,482,502,984,79,83,162,152,153,305,713,738,1451,84,91,175,14,35,49,73,37,110,73,93,166,0,3,3,244,259,503,98,135,233,51,83,134,10,24,34,70,158,228,0,0,0,229,400,629,12,16,28,21,67,88,0,0,0,33,83,116,603,573,1176,2963,3138,6101,West Tamar (M)
69399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,10,6,16,
69499,6,3,9,10,21,31,0,0,0,0,0,0,10,21,31,13,9,22,3,0,3,3,3,6,19,12,31,3,8,11,3,3,6,0,0,0,5,5,10,0,0,0,11,16,27,7,13,20,6,3,9,0,3,3,3,6,9,0,0,0,16,25,41,0,3,3,3,3,6,0,0,0,3,6,9,112,50,162,177,133,310,
79499,4,0,4,25,19,44,0,0,0,5,7,12,30,26,56,3,3,6,0,0,0,0,3,3,3,6,9,0,0,0,3,0,3,0,0,0,7,3,10,0,0,0,10,3,13,0,8,8,6,0,6,3,0,3,0,13,13,3,0,3,12,21,33,0,0,0,0,8,8,0,0,0,0,8,8,162,114,276,221,178,399,
55670,10,7,17,45,48,93,0,0,0,0,3,3,45,51,96,56,26,82,3,3,6,3,3,6,62,32,94,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,6,3,9,0,3,3,0,3,3,0,3,3,0,3,3,0,0,0,0,12,12,4,0,4,0,3,3,0,0,0,4,3,7,53,28,81,180,136,316,Morawa (S)
55810,11,4,15,25,26,51,0,0,0,3,0,3,28,26,54,5,11,16,0,0,0,3,0,3,8,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,28,89,108,69,177,Mount Magnet (S)
55740,38,53,91,181,159,340,40,57,97,88,145,233,309,361,670,34,24,58,23,166,189,133,284,417,190,474,664,18,14,32,17,22,39,10,13,23,17,37,54,5,0,5,67,86,153,160,234,394,54,61,115,10,22,32,50,88,138,4,3,7,278,408,686,6,7,13,14,19,33,0,0,0,20,26,46,302,330,632,1204,1738,2942,Mosman Park (T)
55880,3,5,8,39,28,67,0,0,0,0,0,0,39,28,67,0,4,4,0,3,3,4,0,4,4,7,11,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,3,3,12,4,16,64,50,114,Mount Marshall (S)
56520,38,26,64,159,164,323,42,41,83,3,4,7,204,209,413,178,156,334,0,3,3,0,3,3,178,162,340,7,4,11,0,8,8,7,18,25,15,40,55,0,0,0,29,70,99,4,5,9,3,3,6,0,5,5,6,23,29,0,0,0,13,36,49,0,3,3,3,3,6,0,0,0,3,6,9,164,142,306,629,651,1280,Narrogin (T)
55950,9,5,14,22,20,42,0,0,0,0,0,0,22,20,42,6,3,9,0,3,3,0,3,3,6,9,15,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,57,44,101,Mukinbudin (S)
56020,4,7,11,13,20,33,29,18,47,0,0,0,42,38,80,10,3,13,3,0,3,0,3,3,13,6,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,20,67,109,77,186,Mullewa (S)
56090,266,236,502,1161,961,2122,213,224,437,302,329,631,1676,1514,3190,427,443,870,323,345,668,450,425,875,1200,1213,2413,106,101,207,15,47,62,180,67,247,91,168,259,8,3,11,400,386,786,228,366,594,46,99,145,32,56,88,101,195,296,0,3,3,407,719,1126,25,30,55,37,94,131,0,3,3,62,127,189,2605,1179,3784,6616,5374,11990,Mundaring (S)
56580,167,165,332,604,509,1113,132,178,310,291,280,571,1027,967,1994,141,133,274,159,152,311,535,442,977,835,727,1562,33,26,59,23,16,39,25,5,30,25,66,91,0,3,3,106,116,222,736,716,1452,147,128,275,51,58,109,106,178,284,4,3,7,1044,1083,2127,9,21,30,24,50,74,0,0,0,33,71,104,531,519,1050,3743,3648,7391,Nedlands (C)
56620,13,10,23,107,81,188,0,0,0,0,0,0,107,81,188,31,21,52,0,0,0,0,0,0,31,21,52,0,0,0,0,3,3,4,0,4,3,6,9,0,0,0,7,9,16,0,0,0,0,6,6,0,0,0,0,7,7,0,0,0,0,13,13,0,0,0,3,3,6,0,0,0,3,3,6,64,47,111,225,184,409,Ngaanyatjarraku (S)
89399,2785,2414,5199,8522,8064,16586,3824,3619,7443,1819,1842,3661,14165,13525,27690,6319,6051,12370,3332,3298,6630,2035,2059,4094,11686,11408,23094,789,826,1615,427,635,1062,1439,891,2330,1758,2333,4091,37,26,63,4450,4711,9161,6692,7259,13951,2354,2192,4546,681,942,1623,3514,4554,8068,57,38,95,13298,14985,28283,490,287,777,752,1219,1971,23,23,46,1265,1529,2794,9896,8547,18443,57545,57119,114664,Unincorporated ACT
56160,3,0,3,5,8,13,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,17,16,33,Murchison (S)
56230,105,78,183,402,377,779,124,131,255,114,123,237,640,631,1271,232,241,473,46,49,95,72,89,161,350,379,729,22,34,56,9,9,18,67,18,85,14,52,66,3,0,3,115,113,228,33,56,89,8,17,25,10,7,17,16,48,64,0,3,3,67,131,198,3,7,10,5,32,37,0,0,0,8,39,47,611,515,1126,1896,1886,3782,Murray (S)
56300,6,6,12,47,28,75,3,3,6,8,3,11,58,34,92,21,11,32,5,4,9,6,8,14,32,23,55,3,0,3,0,0,0,4,3,7,3,7,10,0,0,0,10,10,20,0,3,3,0,4,4,0,0,0,0,8,8,0,0,0,0,15,15,0,4,4,4,0,4,0,0,0,4,4,8,42,31,73,152,123,275,Nannup (S)
56790,29,19,48,126,117,243,21,24,45,3,5,8,150,146,296,52,46,98,9,14,23,3,4,7,64,64,128,6,3,9,0,3,3,3,3,6,9,15,24,0,3,3,18,27,45,3,3,6,3,5,8,0,0,0,3,6,9,0,0,0,9,14,23,3,0,3,3,0,3,0,0,0,6,0,6,134,100,234,410,370,780,Northampton (S)
56370,6,11,17,24,34,58,3,0,3,0,3,3,27,37,64,13,15,28,4,0,4,0,0,0,17,15,32,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,31,25,56,87,91,178,Narembeen (S)
56450,6,6,12,24,23,47,15,28,43,0,3,3,39,54,93,69,43,112,0,0,0,3,0,3,72,43,115,0,0,0,0,4,4,3,0,3,3,5,8,0,0,0,6,9,15,3,0,3,0,0,0,0,3,3,3,3,6,0,0,0,6,6,12,0,0,0,3,0,3,0,0,0,3,0,3,27,25,52,159,143,302,Narrogin (S)
56860,5,0,5,9,11,20,6,4,10,0,0,0,15,15,30,7,7,14,0,0,0,0,0,0,7,7,14,0,3,3,0,0,0,3,0,3,0,3,3,0,0,0,3,6,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,40,34,74,Nungarin (S)
89499,3,3,6,7,4,11,3,5,8,0,0,0,10,9,19,4,9,13,3,3,6,3,0,3,10,12,22,4,0,4,6,0,6,0,3,3,3,3,6,0,0,0,13,6,19,14,13,27,8,3,11,0,3,3,8,6,14,0,0,0,30,25,55,7,3,10,0,3,3,0,0,0,7,6,13,44,18,62,117,79,196,
56730,74,88,162,363,354,717,108,115,223,9,23,32,480,492,972,209,189,398,58,67,125,28,12,40,295,268,563,20,27,47,5,8,13,39,30,69,29,67,96,0,3,3,93,135,228,7,12,19,11,14,25,0,5,5,23,40,63,0,0,0,41,71,112,4,8,12,13,25,38,3,3,6,20,36,56,580,524,1104,1583,1614,3197,Northam (S)
71000,532,482,1014,1923,1915,3838,340,398,738,328,342,670,2591,2655,5246,1546,1351,2897,308,274,582,403,430,833,2257,2055,4312,74,44,118,47,77,124,145,100,245,208,273,481,6,8,14,480,502,982,340,484,824,310,431,741,151,214,365,573,1055,1628,5,7,12,1379,2191,3570,76,71,147,147,268,415,6,7,13,229,346,575,5620,3973,9593,13088,12204,25292,Darwin (C)
57630,0,0,0,3,6,9,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,22,19,12,31,Sandstone (S)
57700,189,141,330,605,614,1219,63,53,116,257,232,489,925,899,1824,191,182,373,68,77,145,293,337,630,552,596,1148,54,42,96,7,19,26,86,57,143,41,80,121,0,3,3,188,201,389,69,140,209,13,44,57,7,24,31,31,72,103,0,4,4,120,284,404,13,14,27,15,47,62,0,3,3,28,64,92,777,451,1228,2779,2636,5415,Serpentine-Jarrahdale (S)
57770,3,3,6,39,28,67,0,0,0,0,0,0,39,28,67,7,8,15,0,0,0,0,0,0,7,8,15,3,0,3,0,0,0,3,0,3,0,3,3,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,3,3,27,17,44,82,66,148,Shark Bay (S)
57840,235,258,493,668,647,1315,271,267,538,256,220,476,1195,1134,2329,252,241,493,497,206,703,458,478,936,1207,925,2132,129,92,221,65,106,171,94,45,139,111,202,313,7,3,10,406,448,854,1215,1333,2548,378,332,710,104,106,210,279,342,621,7,4,11,1983,2117,4100,45,45,90,61,129,190,0,0,0,106,174,280,1571,1478,3049,6703,6534,13237,South Perth (C)
57910,1328,1289,2617,4037,3734,7771,1844,1792,3636,857,894,1751,6738,6420,13158,2065,1929,3994,1543,1470,3013,1202,1436,2638,4810,4835,9645,582,510,1092,521,642,1163,480,285,765,714,926,1640,32,17,49,2329,2380,4709,2564,3071,5635,917,1011,1928,304,413,717,1015,1437,2452,35,34,69,4835,5966,10801,248,267,515,361,562,923,18,15,33,627,844,1471,8121,7361,15482,28788,29095,57883,Stirling (C)
57980,87,119,206,407,405,812,33,43,76,88,79,167,528,527,1055,165,135,300,40,51,91,104,110,214,309,296,605,26,21,47,25,35,60,24,14,38,39,72,111,0,0,0,114,142,256,678,788,1466,331,277,608,38,35,73,150,218,368,3,3,6,1200,1321,2521,8,28,36,42,48,90,0,0,0,50,76,126,636,629,1265,2924,3110,6034,Subiaco (C)
