LGA_MAIN11,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T,LGA_NAME11
16150,7,0,761,6,29,3,0,32,0,38,0,3,9,0,12,0,12,4,0,0,0,0,0,4,10,32,12,0,44,0,54,0,0,0,0,0,0,0,764,35,12,4,51,0,815,129,0,0,0,0,0,129,0,10,3,0,13,0,13,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,10,6,0,16,0,16,0,0,0,0,0,0,0,129,10,6,0,16,0,145,42,0,0,0,0,0,42,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,6,0,0,0,0,0,0,0,45,0,3,0,3,0,48,6026,96,4,11,111,0,6137,77,246,18,0,264,0,341,0,16,66,0,82,0,82,12,0,0,9,9,0,21,89,262,84,9,355,0,444,0,3,0,0,3,0,3,6115,361,88,20,469,0,6584,Orange (C)
16180,6,0,397,17,10,0,0,10,0,27,0,0,4,0,4,0,4,0,0,0,0,0,0,0,17,10,4,0,14,0,31,0,0,0,0,0,0,0,408,16,4,0,20,0,428,124,3,0,0,3,0,127,3,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,7,0,0,0,0,0,0,0,127,7,0,0,7,0,134,35,0,0,0,0,0,35,3,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,8,0,0,0,0,0,0,0,38,5,0,0,5,0,43,2722,43,0,12,55,0,2777,88,82,0,0,82,0,170,0,0,4,0,4,0,4,3,0,0,0,0,0,3,91,82,4,0,86,0,177,6,0,0,0,0,0,6,2819,125,4,12,141,0,2960,Palerang (A)
16200,3,0,308,7,8,0,0,8,0,15,0,0,3,0,3,0,3,0,0,0,0,0,0,0,7,8,3,0,11,0,18,0,0,0,0,0,0,0,312,11,3,0,14,0,326,41,0,0,0,0,3,44,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,41,3,0,0,3,3,47,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,2410,9,0,9,18,12,2440,42,61,0,0,61,0,103,0,0,12,0,12,0,12,9,0,0,3,3,0,12,51,61,12,3,76,0,127,0,0,0,0,0,0,0,2461,70,12,12,94,12,2567,Parkes (A)
16250,64,0,1189,82,1413,147,0,1560,8,1650,4,255,290,0,545,0,549,0,0,0,0,0,0,0,86,1668,437,0,2105,8,2199,0,11,3,0,14,7,21,1211,1739,440,4,2183,15,3409,569,23,0,3,26,0,595,50,929,98,0,1027,0,1077,3,169,189,0,358,0,361,0,0,0,4,4,0,4,53,1098,287,4,1389,0,1442,0,0,0,0,0,11,11,622,1121,287,7,1415,11,2048,260,7,0,3,10,0,270,14,455,50,0,505,0,519,0,87,120,0,207,0,207,0,0,0,0,0,0,0,14,542,170,0,712,0,726,0,0,4,0,4,0,4,274,549,174,3,726,0,1000,9611,694,12,13,719,10,10340,975,14641,1234,22,15897,42,16914,30,1905,1666,3,3574,5,3609,16,22,4,80,106,0,122,1021,16568,2904,105,19577,47,20645,11,63,10,3,76,88,175,10643,17325,2926,121,20372,145,31160,Parramatta (C)
16350,89,3,3544,132,730,29,3,762,3,897,0,59,29,0,88,0,88,6,0,0,0,0,0,6,138,789,58,3,850,3,991,0,4,0,0,4,7,11,3590,876,58,9,943,13,4546,1104,33,0,0,33,0,1137,40,442,18,3,463,3,506,0,42,13,0,55,0,55,0,0,0,3,3,0,3,40,484,31,6,521,3,564,0,0,0,0,0,0,0,1144,517,31,6,554,3,1701,417,13,0,0,13,3,433,15,193,7,0,200,0,215,0,16,11,0,27,0,27,0,0,0,0,0,0,0,15,209,18,0,227,0,242,0,0,0,0,0,0,0,432,222,18,0,240,3,675,26714,915,7,39,961,6,27681,1046,5271,199,15,5485,12,6543,22,452,188,0,640,0,662,21,8,0,56,64,0,85,1089,5731,387,71,6189,12,7290,21,36,0,0,36,32,89,27824,6682,394,110,7186,50,35060,Penrith (C)
16370,21,0,1394,34,72,0,0,72,0,106,0,7,3,0,10,0,10,3,0,0,0,0,0,3,37,79,3,0,82,0,119,0,0,0,0,0,0,0,1410,100,3,0,103,0,1513,584,9,0,0,9,0,593,12,29,0,0,29,0,41,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,29,3,0,32,0,44,0,0,0,0,0,0,0,596,38,3,0,41,0,637,254,8,0,0,8,0,262,7,16,4,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,4,0,20,0,27,0,0,0,0,0,0,0,261,24,4,0,28,0,289,10394,194,0,18,212,3,10609,417,580,8,0,588,0,1005,0,21,20,0,41,0,41,20,0,0,0,0,0,20,437,601,28,0,629,0,1066,0,0,0,0,0,0,0,10831,795,28,18,841,3,11675,Pittwater (A)
16380,12,0,1474,12,33,0,0,33,0,45,0,0,0,0,0,0,0,6,0,0,3,3,0,9,18,33,0,3,36,0,54,0,0,0,0,0,0,0,1480,45,0,3,48,0,1528,229,3,0,0,3,0,232,5,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,10,0,0,0,0,0,0,0,234,8,0,0,8,0,242,57,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,10003,96,0,22,118,0,10121,163,197,0,0,197,0,360,0,7,3,0,10,0,10,16,0,0,18,18,0,34,179,204,3,18,225,0,404,0,0,0,0,0,0,0,10182,300,3,40,343,0,10525,Port Macquarie-Hastings (A)
16400,17,0,1289,26,20,3,0,23,0,49,3,3,3,0,6,0,9,0,0,0,0,0,0,0,29,23,6,0,29,0,58,0,0,0,0,0,0,0,1301,35,6,5,46,0,1347,372,4,0,0,4,0,376,7,7,0,0,7,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,10,0,0,10,0,17,0,0,0,0,0,0,0,379,14,0,0,14,0,393,135,0,0,0,0,0,135,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,135,3,0,0,3,0,138,10038,127,0,8,135,3,10176,152,208,15,0,223,0,375,9,18,6,0,24,0,33,14,0,0,8,8,0,22,175,226,21,8,255,0,430,3,0,0,0,0,0,3,10216,353,21,16,390,3,10609,Port Stephens (A)
16470,17,0,768,28,90,8,0,98,0,126,0,3,6,0,9,0,9,3,0,0,0,0,0,3,31,93,14,0,107,0,138,0,0,0,0,0,0,0,782,110,14,0,124,0,906,212,7,0,0,7,0,219,9,41,5,0,46,0,55,0,5,4,0,9,0,9,0,0,0,0,0,0,0,9,46,9,0,55,0,64,0,0,0,0,0,0,0,221,53,9,0,62,0,283,92,0,0,0,0,0,92,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,92,9,0,0,9,0,101,5633,206,0,6,212,3,5848,222,844,36,0,880,0,1102,9,43,35,0,78,0,87,15,0,0,9,9,0,24,246,887,71,9,967,0,1213,0,0,0,0,0,6,6,5879,1093,71,15,1179,9,7067,Queanbeyan (C)
16550,45,3,1195,79,511,22,0,533,3,615,0,42,30,0,72,3,75,0,0,0,0,0,3,3,79,553,52,0,605,9,693,4,4,0,0,4,0,8,1230,599,52,3,654,12,1896,640,31,3,0,34,0,674,45,342,23,0,365,0,410,0,34,25,0,59,0,59,0,0,0,0,0,0,0,45,376,48,0,424,0,469,5,0,0,0,0,3,8,690,407,51,0,458,3,1151,315,9,0,0,9,0,324,24,205,10,0,215,0,239,0,12,21,0,33,0,33,0,0,0,0,0,0,0,24,217,31,0,248,0,272,0,3,0,0,3,0,3,339,229,31,0,260,0,599,11993,592,6,12,610,6,12609,1068,4267,130,3,4400,12,5480,13,288,142,0,430,3,446,27,0,0,13,13,3,43,1108,4555,272,16,4843,18,5969,22,21,0,0,21,13,56,13123,5168,278,28,5474,37,18634,Randwick (C)
16610,8,0,472,12,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,3,0,15,0,0,0,0,0,0,0,476,11,0,0,11,0,487,90,0,0,0,0,0,90,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,93,0,0,0,0,0,93,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,3383,23,0,3,26,0,3409,60,15,0,0,15,0,75,0,0,3,0,3,0,3,9,0,0,14,14,0,23,69,15,3,14,32,0,101,0,0,0,0,0,0,0,3452,38,3,17,58,0,3510,Richmond Valley (A)
16650,50,0,594,61,909,75,0,984,3,1048,5,82,100,0,182,0,187,0,0,0,0,0,0,0,66,991,175,0,1166,3,1235,5,5,0,0,5,9,19,615,1041,180,0,1221,12,1848,216,11,3,3,17,0,233,33,585,49,0,634,0,667,0,68,64,0,132,0,132,0,0,0,3,3,0,3,33,653,113,3,769,0,802,0,4,0,0,4,5,9,249,668,116,6,790,5,1044,93,7,0,0,7,0,100,21,271,19,0,290,0,311,0,34,31,0,65,0,65,0,0,0,0,0,0,0,21,305,50,0,355,0,376,0,0,3,0,3,0,3,114,312,53,0,365,0,479,4646,549,21,3,573,0,5219,752,8641,479,3,9123,21,9896,18,732,483,3,1218,0,1236,12,11,0,25,36,0,48,782,9384,962,31,10377,21,11180,8,38,7,0,45,45,98,5436,9971,990,34,10995,66,16497,Rockdale (C)
16700,39,0,987,89,714,42,0,756,0,845,3,89,96,0,185,0,188,0,0,0,0,0,0,0,92,803,138,0,941,0,1033,0,0,3,0,3,0,3,1040,842,141,0,983,0,2023,567,18,0,0,18,0,585,39,504,36,0,540,3,582,4,51,70,0,121,0,125,0,3,0,0,3,0,3,43,558,106,0,664,3,710,0,5,0,0,5,0,5,610,581,106,0,687,3,1300,281,13,0,0,13,0,294,17,250,16,0,266,0,283,3,32,50,0,82,0,85,0,0,0,0,0,0,0,20,282,66,0,348,0,368,0,0,0,0,0,0,0,301,295,66,0,361,0,662,8829,483,4,3,490,10,9329,902,6276,301,0,6577,15,7494,23,593,520,0,1113,0,1136,9,15,0,9,24,3,36,934,6884,821,9,7714,18,8666,3,22,8,0,30,12,45,9766,7389,833,12,8234,40,18040,Ryde (C)
16900,44,0,1514,39,152,5,0,157,4,200,0,3,6,0,9,0,9,0,3,0,0,3,0,3,39,158,11,0,169,4,212,0,0,0,0,0,0,0,1509,202,11,0,213,4,1726,416,5,0,0,5,0,421,15,75,3,0,78,0,93,0,7,4,0,11,0,11,0,0,0,0,0,0,0,15,82,7,0,89,0,104,0,0,0,0,0,0,0,431,87,7,0,94,0,525,160,4,0,0,4,0,164,0,38,3,0,41,0,41,0,3,3,0,6,0,6,0,0,0,0,0,0,0,0,41,6,0,47,0,47,0,0,0,0,0,0,0,160,45,6,0,51,0,211,10240,332,0,9,341,6,10587,293,989,51,0,1040,4,1337,8,42,30,0,72,0,80,6,15,0,3,18,0,24,307,1046,81,3,1130,4,1441,6,3,0,0,3,0,9,10553,1381,81,12,1474,10,12037,Shellharbour (C)
16950,27,0,1819,20,29,4,0,33,0,53,4,0,0,0,0,0,4,0,0,0,3,3,0,3,24,29,4,3,36,0,60,0,0,0,0,0,0,0,1816,53,4,6,63,0,1879,375,7,0,0,7,0,382,11,4,0,0,4,0,15,0,0,4,0,4,0,4,0,0,0,0,0,0,0,11,4,4,0,8,0,19,0,0,0,0,0,0,0,386,11,4,0,15,0,401,95,0,0,0,0,0,95,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,95,3,0,0,3,0,98,12146,162,0,19,181,7,12334,176,265,19,0,284,0,460,8,3,21,0,24,0,32,11,0,0,18,18,6,35,195,268,40,18,326,6,527,8,0,0,0,0,0,8,12349,430,40,37,507,13,12869,Shoalhaven (C)
17000,3,0,596,9,9,0,0,9,0,18,0,0,3,0,3,0,3,0,0,0,0,0,0,0,9,9,3,0,12,0,21,0,0,0,0,0,0,0,602,12,3,0,15,0,617,114,0,0,0,0,0,114,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,114,3,0,0,3,0,117,29,0,0,0,0,0,29,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,29,3,0,0,3,0,32,4362,30,0,4,34,0,4396,68,101,0,0,101,0,169,0,6,3,0,9,0,9,6,0,0,6,6,0,12,74,107,3,6,116,0,190,0,0,0,0,0,0,0,4436,137,3,10,150,0,4586,Singleton (A)
17050,3,0,132,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,129,7,0,0,7,0,136,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,5,0,0,0,0,0,5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,8,1059,18,0,0,18,0,1077,23,32,0,0,32,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,32,0,55,0,0,0,0,0,0,0,1082,50,0,0,50,0,1132,Snowy River (A)
17150,91,0,4526,169,597,27,0,624,7,800,0,25,23,0,48,0,48,7,0,0,0,0,0,7,176,622,50,0,672,7,855,4,3,0,0,3,3,10,4615,708,53,5,766,10,5391,2432,45,0,3,48,0,2480,91,398,23,0,421,0,512,0,14,18,0,32,0,32,0,0,0,0,0,0,0,91,412,41,0,453,0,544,0,0,0,0,0,0,0,2523,457,41,3,501,0,3024,1049,16,0,0,16,0,1065,53,198,11,0,209,0,262,0,13,15,0,28,0,28,0,0,0,0,0,0,0,53,211,26,0,237,0,290,0,0,0,0,0,0,0,1102,227,26,0,253,0,1355,35016,927,11,44,982,11,36009,1602,4419,139,6,4564,7,6173,22,206,120,0,326,0,348,43,4,0,20,24,0,67,1667,4629,259,26,4914,7,6588,13,12,0,0,12,19,44,36696,5568,270,70,5908,37,42641,Sutherland Shire (A)
17200,12,0,389,39,141,17,0,158,0,197,0,32,35,0,67,0,67,0,0,0,3,3,0,3,39,173,52,3,228,0,267,0,0,0,0,0,0,0,416,185,52,3,240,0,656,205,4,0,0,4,0,209,22,114,10,0,124,0,146,0,28,26,0,54,0,54,0,0,0,0,0,0,0,22,142,36,0,178,0,200,0,0,0,0,0,0,0,227,146,36,0,182,0,409,129,0,0,0,0,0,129,7,62,5,0,67,0,74,0,19,28,0,47,0,47,0,0,0,0,0,0,0,7,81,33,0,114,0,121,0,0,0,0,0,0,0,136,81,33,0,114,0,250,5150,298,3,8,309,3,5462,670,2217,134,0,2351,0,3021,12,269,240,5,514,7,533,7,11,0,6,17,0,24,689,2497,374,11,2882,7,3578,4,9,0,0,9,9,22,5843,2804,377,19,3200,19,9062,Sydney (C)
17310,8,0,1123,13,18,0,0,18,0,31,0,0,3,0,3,0,3,3,0,0,0,0,0,3,16,18,3,0,21,0,37,0,0,0,0,0,0,0,1131,23,3,3,29,0,1160,159,0,0,0,0,0,159,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,159,5,0,0,5,0,164,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,37,8509,66,0,15,81,0,8590,86,138,3,0,141,0,227,0,10,9,0,19,0,19,9,0,0,15,15,0,24,95,148,12,15,175,0,270,3,0,0,0,0,0,3,8607,214,12,30,256,0,8863,Tamworth Regional (A)
17350,0,0,131,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,131,6,0,0,6,0,137,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,954,8,0,0,8,0,962,13,19,0,0,19,0,32,0,0,0,0,0,0,0,0,0,0,4,4,0,4,13,19,0,4,23,0,36,0,0,0,0,0,0,0,967,27,0,4,31,0,998,Temora (A)
17400,0,0,81,3,3,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,0,0,3,0,9,0,0,0,0,0,0,0,87,3,0,0,3,0,90,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,16,0,0,16,0,905,17,9,0,0,9,0,26,0,0,0,0,0,0,0,6,0,0,0,0,0,6,23,9,0,0,9,0,32,0,0,0,0,0,0,0,912,25,0,0,25,0,937,Tenterfield (A)
17420,117,3,3459,169,1651,73,3,1727,0,1896,0,108,101,0,209,5,214,0,0,0,0,0,0,0,169,1759,174,3,1936,5,2110,0,8,0,0,8,9,17,3508,1880,174,7,2061,17,5586,1784,68,3,3,74,0,1858,96,1167,55,3,1225,4,1325,0,93,75,0,168,0,168,4,0,0,0,0,0,4,100,1260,130,3,1393,4,1497,0,0,0,0,0,5,5,1884,1328,133,6,1467,9,3360,831,30,0,0,30,0,861,40,631,30,0,661,0,701,0,59,52,0,111,5,116,0,0,0,3,3,0,3,40,690,82,3,775,5,820,0,6,0,0,6,0,6,871,726,82,3,811,5,1687,25216,1057,11,22,1090,3,26309,1478,11648,440,26,12114,33,13625,12,809,538,0,1347,10,1369,13,10,0,21,31,0,44,1503,12467,978,47,13492,43,15038,8,41,5,0,46,43,97,26727,13565,994,69,14628,89,41444,The Hills Shire (A)
17450,0,0,76,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,76,5,0,0,5,0,81,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,6,0,6,12,0,522,0,26,0,0,26,0,26,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,26,4,0,30,0,30,0,0,0,0,0,0,0,510,32,4,6,42,0,552,Tumbarumba (A)
17500,0,0,239,3,5,0,0,5,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,5,0,0,5,0,11,0,0,0,0,0,0,0,245,5,0,0,5,0,250,23,0,0,0,0,0,23,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,23,3,0,0,3,0,26,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,1837,6,0,0,6,0,1843,15,60,0,0,60,0,75,3,0,0,0,0,0,3,3,0,0,0,0,0,3,21,60,0,0,60,0,81,0,3,0,0,3,0,3,1858,69,0,0,69,0,1927,Tumut Shire (A)
