LGA_MAIN11,Singapore_Before_1941,Singapore_1941_1950,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2005,Singapore_2006,Singapore_2007,Singapore_2008,Singapore_2009,Singapore_2010,Singapore_2011,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1941,South_Africa_1941_1950,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2005,South_Africa_2006,South_Africa_2007,South_Africa_2008,South_Africa_2009,South_Africa_2010,South_Africa_2011,South_Africa_Yr_arrival_ns,South_Africa_Tot,SE_Europe_nfd_Before_1941,SE_Europe_nfd_1941_1950,SE_Europe_nfd_1951_1960,SE_Europe_nfd_1961_1970,SE_Europe_nfd_1971_1980,SE_Europe_nfd_1981_1990,SE_Europe_nfd_1991_2000,SE_Europe_nfd_2001_2005,South_Eastern_Europe_nfd_2006,South_Eastern_Europe_nfd_2007,South_Eastern_Europe_nfd_2008,South_Eastern_Europe_nfd_2009,South_Eastern_Europe_nfd_2010,South_Eastern_Europe_nfd_2011,SE_Europe_nfd_arrival_ns,SE_Europe_nfd_Total,Sri_Lanka_Before_1941,Sri_Lanka_1941_1950,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2005,Sri_Lanka_2006,Sri_Lanka_2007,Sri_Lanka_2008,Sri_Lanka_2009,Sri_Lanka_2010,Sri_Lanka_2011,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1941,Thailand_1941_1950,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2005,Thailand_2006,Thailand_2007,Thailand_2008,Thailand_2009,Thailand_2010,Thailand_2011,Thailand_Yr_arrival_ns,Thailand_Tot,Turkey_Before_1941,Turkey_1941_1950,Turkey_1951_1960,Turkey_1961_1970,Turkey_1971_1980,Turkey_1981_1990,Turkey_1991_2000,Turkey_2001_2005,Turkey_2006,Turkey_2007,Turkey_2008,Turkey_2009,Turkey_2010,Turkey_2011,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1941,United_Kingdom_1941_1950,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2005,United_Kingdom_2006,United_Kingdom_2007,United_Kingdom_2008,United_Kingdom_2009,United_Kingdom_2010,United_Kingdom_2011,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1941,USA_1941_1950,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2005,United_States_America_2006,United_States_America_2007,United_States_America_2008,United_States_America_2009,United_States_America_2010,United_States_America_2011,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1941,Vietnam_1941_1950,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2005,Vietnam_2006,Vietnam_2007,Vietnam_2008,Vietnam_2009,Vietnam_2010,Vietnam_2011,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1941,Born_elsewhere_1941_1950,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2005,Born_elsewhere_2006,Born_elsewhere_2007,Born_elsewhere_2008,Born_elsewhere_2009,Born_elsewhere_2010,Born_elsewhere_2011,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1941,Tot_1941_1950,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2005,Tot_2006,Tot_2007,Tot_2008,Tot_2009,Tot_2010,Tot_2011,Tot_Yr_arrival_NS,Tot_Tot,LGA_NAME11
10150,0,0,6,13,10,26,17,13,3,7,0,3,3,0,3,104,0,0,6,14,19,34,18,19,3,4,3,3,0,0,3,126,0,3,8,15,3,5,8,0,0,0,0,0,0,0,0,42,0,0,0,3,16,34,23,12,5,4,3,0,9,3,7,119,0,0,0,0,4,37,71,58,15,23,27,20,3,7,13,278,0,0,0,17,33,20,15,8,5,0,6,0,0,3,5,112,12,25,70,232,188,185,161,107,24,24,22,26,25,10,66,1177,0,0,0,12,27,18,32,23,6,3,10,17,17,6,9,180,0,0,0,3,146,130,59,26,5,4,10,7,10,0,14,414,4,63,89,282,398,374,371,319,181,340,394,307,136,71,114,3443,30,230,1185,1921,1722,2605,2756,2153,723,988,1113,942,721,353,805,18247,Ashfield (A)
10200,0,0,0,0,13,42,26,28,10,5,14,9,3,14,4,168,0,0,3,4,24,24,33,51,5,6,9,20,6,0,7,192,0,3,4,24,6,0,6,3,0,0,0,0,0,0,3,49,0,0,0,4,15,307,484,167,42,44,71,67,37,22,32,1292,0,0,0,0,6,57,55,36,9,3,14,21,8,3,17,229,0,0,0,363,742,501,438,255,27,25,30,61,43,29,101,2615,8,21,45,152,87,71,61,54,18,11,20,9,17,11,61,646,0,0,0,0,4,18,26,12,4,13,12,10,8,3,13,123,0,0,3,9,1155,1261,438,92,22,44,33,30,37,17,206,3347,3,82,53,225,536,704,1642,1770,517,719,863,879,633,343,495,9464,15,209,486,1873,4148,6717,8506,6434,1638,2265,2545,2394,1643,945,2164,41982,Auburn (C)
10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,32,21,3,9,3,3,0,0,0,0,0,3,97,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,0,5,0,0,3,0,3,0,0,31,9,9,32,42,32,36,24,18,6,0,6,7,9,3,9,242,Bland (A)
10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,43,51,27,16,9,4,0,0,0,0,3,0,8,174,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,9,0,0,3,0,0,0,0,0,4,34,3,29,68,86,67,53,29,25,15,6,10,0,6,0,23,420,Blayney (A)
10900,0,5,0,9,16,6,8,4,0,0,0,0,0,3,6,57,0,3,6,29,74,61,34,25,0,7,11,3,3,0,8,264,0,7,12,22,5,0,8,0,0,0,0,0,0,0,0,54,0,0,0,20,9,13,12,4,0,0,0,0,0,0,3,61,0,0,0,0,0,16,19,27,3,3,3,4,3,6,3,87,0,0,0,3,3,3,5,0,0,0,0,0,0,0,0,14,49,202,625,1657,1137,696,460,215,47,46,56,45,17,16,206,5474,3,3,11,55,90,72,65,42,19,15,15,9,8,0,21,428,0,0,0,0,15,15,3,0,5,0,9,6,6,3,4,66,8,124,188,334,325,273,148,108,14,25,19,17,12,16,61,1672,90,557,1503,2843,2362,1946,1309,690,147,152,164,166,116,80,444,12569,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,6,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,3,0,17,3,6,12,12,10,17,3,3,6,8,5,6,3,6,10,110,Bogan (A)
11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,34,7,7,0,3,0,0,0,0,0,0,3,79,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,0,5,0,0,0,0,0,0,0,21,3,16,39,52,32,23,5,8,0,3,0,3,0,0,6,190,Bombala (A)
11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,11,8,4,6,4,0,0,0,0,0,0,0,63,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,4,3,0,4,0,0,3,0,26,0,6,33,23,20,14,16,8,6,0,4,5,0,6,0,141,Boorowa (A)
11100,0,0,3,5,16,16,21,20,3,4,4,3,5,4,4,108,0,0,0,3,29,23,54,47,13,3,9,3,4,7,3,198,0,0,4,33,6,5,19,0,0,0,0,0,0,0,3,70,0,0,0,3,0,29,53,5,10,13,3,7,0,3,0,126,0,0,0,3,4,34,41,46,12,15,13,11,5,0,6,190,0,0,4,89,127,85,59,26,7,9,0,6,3,3,18,436,5,21,90,237,202,148,162,98,17,14,17,23,8,3,66,1111,0,0,0,5,10,9,24,13,3,3,3,4,10,6,3,93,0,0,0,0,50,75,27,11,4,7,4,9,5,3,4,199,0,27,92,295,832,779,1075,541,166,213,204,180,192,76,188,4860,18,159,754,1867,2179,2741,3266,1891,512,551,605,583,521,255,699,16601,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,0,5,0,0,0,0,3,23,0,0,0,9,0,3,3,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,13,0,3,6,13,6,16,20,6,0,5,9,6,8,0,3,101,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,9,3,6,6,3,0,0,3,5,3,0,3,50,Brewarrina (A)
11720,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,15,0,0,3,6,9,6,13,4,7,3,5,9,4,0,3,72,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,10,0,0,0,0,0,4,13,9,4,0,3,0,5,4,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,80,231,395,212,122,66,56,14,7,22,8,9,6,98,1352,0,0,0,4,10,13,18,8,0,0,4,0,4,0,3,64,0,0,0,0,3,0,3,0,0,0,0,0,0,3,21,30,3,33,40,64,51,43,22,18,5,4,6,7,5,3,38,342,32,193,453,605,482,423,285,197,56,43,63,54,86,69,299,3340,Cessnock (C)
11250,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,12,0,0,0,0,0,5,0,4,0,3,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,0,0,4,7,3,3,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,13,46,57,37,21,11,8,3,3,6,0,0,3,18,230,0,0,0,4,3,3,0,3,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,13,7,4,3,4,12,4,3,3,0,0,3,11,71,17,43,145,113,81,96,56,51,23,28,28,24,25,17,79,826,Broken Hill (C)
11500,0,0,7,6,23,27,6,8,4,0,0,4,6,0,0,91,0,0,3,19,151,343,215,109,25,16,8,25,11,9,13,947,5,4,15,81,42,18,38,8,0,0,0,0,0,0,3,214,0,0,3,5,31,150,116,47,9,19,26,39,22,4,12,483,0,0,0,0,24,140,113,52,14,12,19,12,13,3,21,423,0,0,0,18,19,7,9,3,0,0,0,0,0,0,3,59,24,125,640,2040,1268,831,306,112,28,32,21,28,28,8,274,5765,0,5,3,12,35,36,56,37,6,16,8,16,10,8,14,262,0,0,0,3,96,266,127,22,13,9,11,16,12,0,27,602,4,82,194,607,1622,2618,2893,1469,290,325,323,266,200,152,415,11460,44,427,1744,4201,4986,8995,9221,4349,1090,1122,1154,968,706,468,1658,41133,Campbelltown (C)
11520,3,0,3,5,26,53,31,49,4,11,10,13,7,7,6,228,0,0,3,16,57,91,84,40,23,9,32,11,25,4,8,403,0,0,8,37,18,5,22,3,0,0,0,0,0,0,0,93,0,0,5,12,43,112,70,28,6,14,5,3,0,0,7,305,0,0,0,0,11,40,61,46,10,15,15,18,7,0,12,235,0,0,0,45,75,49,35,13,3,4,3,4,10,4,5,250,23,76,181,404,322,317,328,282,71,78,105,101,93,64,77,2522,0,4,3,14,50,39,59,45,7,13,16,16,39,8,10,323,0,3,0,0,195,168,41,13,4,5,15,4,0,5,19,472,8,82,147,342,564,505,466,367,112,168,178,165,132,80,103,3419,72,465,2408,3463,2854,3763,3950,3310,879,1011,1225,1009,938,519,1046,26912,Canada Bay (A)
11550,0,0,4,11,26,44,46,36,5,4,13,0,0,0,12,201,0,0,0,19,32,65,37,25,9,3,6,3,0,0,3,202,0,0,5,58,28,15,18,0,0,0,0,3,0,0,3,130,0,0,4,12,25,57,44,24,6,7,6,10,15,8,10,228,0,0,0,3,24,81,101,96,13,15,24,24,14,5,12,412,0,0,0,50,88,75,50,23,0,8,0,0,6,0,13,313,29,58,143,407,259,186,142,95,26,19,14,22,13,8,79,1500,0,3,6,19,22,24,42,34,3,5,3,13,4,0,12,190,0,0,0,9,578,1615,1084,264,82,87,84,101,75,55,211,4245,5,119,312,956,1756,2053,2874,2523,832,1180,1170,1163,825,442,605,16815,68,509,3051,7551,7576,11492,12344,7482,2232,2731,2776,2547,1954,1023,2794,66130,Canterbury (C)
