lga_code16,p_m3_trn_and_2_oth_ms_15_24,p_m3_trn_and_2_oth_ms_25_34,p_m3_trn_and_2_oth_ms_35_44,p_m3_trn_and_2_oth_ms_45_54,p_m3_trn_and_2_oth_ms_55_64,p_m3_trn_and_2_oth_ms_65_74,p_m3_trn_and_2_oth_ms_75ov,p_m3_trn_and_2_oth_ms_tot,p_m3_bus2othms_ex_tn_15_24,p_m3_bus2othms_ex_tn_25_34,p_m3_bus2othms_ex_tn_35_44,p_m3_bus2othms_ex_tn_45_54,p_m3_bus2othms_ex_tn_55_64,p_m3_bus2othms_ex_tn_65_74,p_m3_bus2othms_ex_tn_75ov,p_m3_bus2othms_ex_tn_tot,p_m3_other_m3_15_24,p_m3_other_m3_25_34,p_m3_other_m3_35_44,p_m3_other_m3_45_54,p_m3_other_m3_55_64,p_m3_other_m3_65_74,p_m3_other_m3_75ov,p_m3_other_m3_tot,p_m3_tot_m3_15_24,p_m3_tot_m3_25_34,p_m3_tot_m3_35_44,p_m3_tot_m3_45_54,p_m3_tot_m3_55_64,p_m3_tot_m3_65_74,p_m3_tot_m3_75ov,p_m3_tot_m3_tot,p_wkd_at_home_15_24,p_wkd_at_home_25_34,p_wkd_at_home_35_44,p_wkd_at_home_45_54,p_wkd_at_home_55_64,p_wkd_at_home_65_74,p_wkd_at_home_75ov,p_wkd_at_home_tot,p_did_not_go_to_work_15_24,p_did_not_go_to_work_25_34,p_did_not_go_to_work_35_44,p_did_not_go_to_work_45_54,p_did_not_go_to_work_55_64,p_did_not_go_to_work_65_74,p_did_not_go_to_work_75ov,p_did_not_go_to_work_tot,p_mt_ns_15_24,p_mt_ns_25_34,p_mt_ns_35_44,p_mt_ns_45_54,p_mt_ns_55_64,p_mt_ns_65_74,p_mt_ns_75ov,p_mt_ns_tot,p_tot_15_24,p_tot_25_34,p_tot_35_44,p_tot_45_54,p_tot_55_64,p_tot_65_74,p_tot_75ov,p_tot_tot,lga_name16
62610,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,11,0,0,0,0,0,0,0,4,3,3,6,3,0,0,0,16,7,56,113,94,84,54,8,406,448,391,323,344,314,72,10,1895,38,34,26,34,49,19,9,208,2626,3715,4023,4344,3294,627,79,18713,Glenorchy (C)
62810,0,0,0,4,0,0,0,7,10,13,11,4,8,0,0,53,4,3,3,5,3,0,0,26,22,21,13,16,11,0,0,85,46,168,311,353,348,194,48,1470,1223,1353,1156,1028,969,270,27,6028,72,78,52,66,71,24,24,390,6558,10850,11041,11607,8229,1708,195,50180,Hobart (C)
63010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,3,24,68,109,140,74,17,445,83,79,102,96,85,34,3,481,11,10,7,8,14,6,7,66,507,685,884,1000,886,252,42,4260,Huon Valley (M)
63210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,50,53,33,14,188,32,18,32,47,44,7,0,174,4,4,0,4,0,0,0,24,167,186,245,339,304,93,28,1358,Kentish (M)
63410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,12,31,15,10,95,3,14,14,19,22,6,0,71,0,0,0,0,3,0,0,8,66,155,121,182,164,51,19,765,King Island (M)
63610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,17,86,185,212,201,115,20,836,273,155,151,143,177,53,3,954,10,16,10,12,13,9,9,78,1437,1539,1719,1803,1525,392,54,8465,Kingborough (M)
63810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,32,51,52,38,12,204,69,65,52,85,68,20,0,362,6,3,4,4,11,10,4,38,433,554,661,819,666,185,28,3345,Latrobe (M) (Tas.)
64010,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,3,3,3,3,0,0,19,4,7,5,3,3,0,0,23,19,113,190,243,207,116,41,924,903,763,690,615,637,186,30,3822,49,48,51,46,64,26,10,301,5517,6441,6928,8003,5992,1234,153,34271,Launceston (C)
58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,4,4,0,29,0,0,0,0,7,3,0,15,0,0,0,0,0,0,0,5,12,15,26,43,37,23,3,152,Trayning (S)
64210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,76,128,148,91,24,543,118,118,106,125,141,43,3,657,16,11,5,9,8,9,0,61,714,888,1059,1345,1114,318,60,5500,Meander Valley (M)
64610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,59,90,98,59,27,364,95,82,69,81,91,36,3,459,10,6,3,4,15,7,3,51,660,836,918,1115,919,253,62,4765,Northern Midlands (M)
64810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,54,62,61,54,3,262,81,46,52,50,72,14,7,325,6,3,5,4,5,0,3,25,394,432,466,567,512,141,24,2521,Sorell (M)
58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,24,17,13,17,3,0,77,Upper Gascoyne (S)
58510,38,33,35,24,20,0,0,154,7,4,0,0,0,0,0,7,0,3,0,3,0,0,0,8,38,41,38,25,20,0,0,165,21,137,199,157,114,62,10,695,515,716,510,343,317,113,11,2521,41,64,39,34,29,16,0,239,3679,7772,6279,5443,3787,942,90,27996,Victoria Park (T)
70200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,7,3,0,5,0,5,0,0,13,18,48,68,77,74,27,8,314,163,234,160,169,176,38,3,943,26,34,29,16,10,6,0,124,1530,2868,2432,2546,2008,459,39,11884,Alice Springs (T)
71300,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,3,5,5,4,0,0,19,14,51,61,68,45,5,0,252,6,26,11,15,4,0,3,75,218,613,652,631,410,68,10,2592,East Arnhem (R)
58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,30,19,14,7,93,3,3,0,7,11,11,0,38,0,0,0,0,0,0,0,0,35,69,76,144,90,49,12,475,Victoria Plains (S)
72200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,39,27,29,32,23,3,178,63,90,55,45,52,23,3,323,8,6,12,6,5,0,0,45,605,1184,844,890,629,196,22,4368,Katherine (T)
72300,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,22,3,3,3,0,3,0,0,13,3,13,10,3,3,0,0,38,13,51,107,130,109,62,10,472,239,371,311,267,207,38,4,1440,39,37,34,41,32,4,6,187,2027,4509,3631,3170,1874,360,41,15611,Litchfield (M)
58570,47,42,28,16,10,0,0,140,0,7,0,0,0,0,0,11,0,0,3,0,0,0,0,5,46,46,30,23,14,0,0,153,10,145,208,207,159,60,19,812,421,500,316,265,223,91,16,1831,28,45,29,25,22,11,3,161,2914,5549,4494,4027,2802,780,95,20651,Vincent (C)
58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,13,11,19,0,83,8,6,13,8,31,6,0,62,0,0,0,3,0,0,3,4,67,89,143,152,149,64,13,681,Wagin (S)
58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,9,9,4,44,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,14,18,38,44,30,12,13,160,Wandering (S)
58760,39,18,3,3,0,0,0,67,9,0,0,0,0,0,0,14,3,3,3,3,0,0,0,11,52,24,8,4,3,0,0,91,87,513,760,730,451,177,19,2727,1129,792,657,558,460,152,13,3762,110,103,74,75,43,14,6,423,7921,9805,9512,9544,5730,1350,140,44004,Wanneroo (C)
58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,11,34,13,3,92,23,46,81,98,92,17,0,357,3,6,4,9,5,0,0,26,203,335,462,599,455,93,22,2172,Waroona (S)
58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,32,31,10,6,110,3,0,5,4,3,5,3,26,0,0,0,0,0,0,0,3,24,41,52,101,93,39,24,378,West Arthur (S)
59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,16,7,13,4,12,7,3,0,45,0,3,0,3,0,0,0,10,22,64,75,65,48,11,6,285,Westonia (S)
72800,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,12,56,80,42,30,11,0,226,156,135,102,78,54,20,0,550,13,15,10,9,9,5,0,63,1352,1849,1746,1432,836,174,19,7412,Palmerston (C)
59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,16,14,8,4,65,4,4,3,3,9,4,0,32,0,0,0,0,0,0,0,0,14,48,53,77,59,34,9,293,Wickepin (S)
74560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,13,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,18,6,3,0,47,Wagait (S)
59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,10,23,18,3,81,5,4,5,5,8,9,0,38,0,0,0,8,0,0,0,8,50,71,72,86,105,55,15,457,Williams (S)
59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,11,70,52,37,44,7,0,224,4,20,13,10,14,3,0,61,87,372,281,228,162,35,0,1157,Wiluna (S)
89399,0,10,12,6,3,0,0,45,43,46,45,31,12,0,0,170,8,30,29,16,12,0,0,92,51,88,79,56,34,0,0,307,322,930,1551,1438,1279,750,166,6436,5106,5420,4279,3110,2613,833,104,21465,286,294,263,234,163,69,50,1349,32752,54877,51950,46795,27483,6119,665,220648,Unincorporated ACT
99399,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,4,0,5,3,0,0,0,11,3,10,25,17,29,14,9,105,13,48,46,53,73,21,3,257,7,9,6,6,11,4,0,46,240,468,562,617,551,220,35,2692,Unincorp. Other Territories
59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,21,18,21,6,0,85,8,6,13,10,18,8,0,68,3,0,3,0,3,0,0,11,76,130,130,140,144,47,12,689,Wongan-Ballidu (S)
59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,25,13,7,0,56,4,3,7,4,5,4,0,28,0,0,0,0,0,0,0,3,18,31,38,48,44,15,6,189,Woodanilling (S)
59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,8,5,8,36,3,0,0,0,5,8,0,22,0,0,0,0,0,0,0,0,20,35,29,47,51,19,10,214,Wyalkatchem (S)
59360,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,24,8,11,3,57,15,61,57,57,35,5,0,220,4,6,9,14,6,4,0,45,82,293,270,369,227,58,13,1303,Yilgarn (S)
59370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,20,51,18,3,137,32,17,17,20,28,27,0,139,3,4,0,3,3,0,0,13,133,138,172,235,232,107,14,1031,York (S)
60210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,23,28,66,36,9,161,48,25,32,54,51,19,4,231,0,0,8,5,4,3,0,17,193,220,297,421,441,114,17,1707,Break O'Day (M)
60410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,25,40,34,34,9,5,151,72,65,65,45,48,13,3,312,10,0,3,13,6,0,4,30,421,598,593,632,460,98,14,2806,Brighton (M)
60610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,41,58,68,31,12,243,241,266,191,209,217,47,6,1171,16,11,9,26,16,14,3,87,1611,1837,2028,2606,1828,331,43,10292,Burnie (C)
60810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,34,87,93,115,70,12,428,150,91,114,145,124,33,7,674,21,12,10,12,14,3,3,74,864,873,1075,1444,1168,249,50,5723,Central Coast (M) (Tas.)
61010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,19,21,24,5,95,8,8,15,4,18,10,0,64,0,0,6,3,0,0,0,14,68,107,127,145,140,65,14,666,Central Highlands (M) (Tas.)
61210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,30,42,65,72,29,11,258,77,64,57,73,70,22,8,366,14,7,11,5,7,0,4,57,583,655,673,822,684,167,39,3618,Circular Head (M)
70420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,26,13,10,14,7,3,97,20,32,31,23,29,0,0,148,15,20,3,12,12,0,0,60,346,513,388,406,347,84,9,2097,Barkly (R)
70540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,8,4,0,0,33,Belyuen (S)
70620,0,0,0,0,0,0,0,0,3,7,3,6,0,0,0,18,0,0,0,0,0,0,0,0,3,4,3,6,0,0,0,21,0,7,0,10,7,0,3,32,7,39,37,39,20,3,0,148,4,3,6,4,7,0,0,27,117,360,325,328,197,37,3,1375,Central Desert (R)
70700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,10,6,4,37,6,11,4,13,3,3,0,39,4,0,0,0,5,3,0,9,69,99,90,148,125,36,3,574,Coomalie (S)
71000,0,0,0,0,0,0,0,3,11,10,12,6,5,0,0,44,3,5,12,6,3,0,0,31,14,20,20,13,8,0,0,77,24,161,259,256,222,116,24,1062,580,963,709,550,475,141,10,3424,96,164,95,90,56,25,11,539,6030,12287,10466,9353,6234,1465,135,45984,Darwin (C)
72330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,7,5,10,0,0,30,9,38,35,33,40,10,0,151,4,9,7,11,3,3,0,37,170,513,470,505,373,89,11,2132,MacDonnell (R)
