lga_code_2016,earners_persons_2010_11,earners_persons_2011_12,earners_persons_2012_13,earners_persons_2013_14,earners_persons_2014_15,median_age_of_earners_years_2010_11,median_age_of_earners_years_2011_12,median_age_of_earners_years_2012_13,median_age_of_earners_years_2013_14,median_age_of_earners_years_2014_15,income_aud_2010_11,income_aud_2011_12,income_aud_2012_13,income_aud_2013_14,income_aud_2014_15,median_aud_2010_11,median_aud_2011_12,median_aud_2012_13,median_aud_2013_14,median_aud_2014_15,mean_aud_2010_11,mean_aud_2011_12,mean_aud_2012_13,mean_aud_2013_14,mean_aud_2014_15,main_source_pc_of_earners_2010_11,main_source_pc_of_earners_2011_12,main_source_pc_of_earners_2012_13,main_source_pc_of_earners_2013_14,main_source_pc_of_earners_2014_15,lga_name16
14200,2200.0,2183.0,2198.0,2174.0,2116.0,52.0,52.0,52.0,52.0,53.0,18299249.0,23944576.0,11581237.0,14081212.0,26734609.0,3383.0,4363.0,2270.0,3231.0,5176.0,8318.0,10969.0,5269.0,6477.0,12635.0,12.1,12.4,11.3,11.5,12.9,Inverell (A)
14300,675.0,729.0,707.0,726.0,750.0,51.0,52.0,52.0,53.0,52.0,23113627.0,20428381.0,19416194.0,16169961.0,19146629.0,17009.0,12543.0,14200.0,13047.0,15161.0,34242.0,28022.0,27463.0,22273.0,25529.0,15.3,15.0,14.6,14.9,15.5,Junee (A)
14350,2954.0,2898.0,2831.0,2805.0,2841.0,52.0,53.0,53.0,54.0,54.0,26888397.0,21102890.0,21417295.0,23878511.0,29653005.0,4138.0,2913.0,3140.0,3311.0,4409.0,9102.0,7282.0,7565.0,8513.0,10438.0,10.7,9.9,10.0,10.0,10.7,Kempsey (A)
14400,1917.0,1976.0,2011.0,2030.0,2062.0,49.0,50.0,50.0,51.0,50.0,41638856.0,41840754.0,44411773.0,46843024.0,50017918.0,10666.0,11237.0,12636.0,11364.0,12596.0,21721.0,21174.0,22084.0,23075.0,24257.0,8.5,8.5,8.9,8.5,8.5,Kiama (A)
14500,9509.0,9640.0,9667.0,9721.0,9805.0,51.0,51.0,51.0,51.0,51.0,615695798.0,628571267.0,643308267.0,677653362.0,702741294.0,11785.0,12111.0,14011.0,14817.0,14995.0,64749.0,65204.0,66547.0,69710.0,71672.0,6.4,6.3,6.4,6.5,6.4,Ku-ring-gai (A)
14550,1674.0,1655.0,1617.0,1631.0,1628.0,53.0,54.0,54.0,55.0,55.0,8867516.0,7326522.0,3041607.0,4599152.0,10608984.0,1495.0,950.0,-295.0,222.0,926.0,5297.0,4427.0,1881.0,2820.0,6517.0,15.7,15.2,13.7,14.5,16.5,Kyogle (A)
14600,1309.0,1280.0,1267.0,1292.0,1283.0,52.0,53.0,54.0,53.0,54.0,52066039.0,30866847.0,35340521.0,43877649.0,55589641.0,20282.0,13024.0,14583.0,19583.0,25412.0,39775.0,24115.0,27893.0,33961.0,43328.0,24.3,19.9,21.5,22.9,24.6,Lachlan (A)
14650,10870.0,10837.0,10766.0,10835.0,11228.0,47.0,48.0,48.0,48.0,48.0,247939808.0,259888604.0,258703651.0,268401432.0,286420047.0,11039.0,11297.0,11664.0,11860.0,12180.0,22810.0,23982.0,24030.0,24772.0,25509.0,5.6,5.6,5.6,5.7,5.8,Lake Macquarie (C)
14700,2838.0,2883.0,2882.0,2872.0,3054.0,48.0,48.0,48.0,48.0,48.0,197789934.0,201717264.0,202465968.0,218069366.0,229745070.0,11952.0,12824.0,14031.0,15734.0,15757.0,69693.0,69968.0,70252.0,75929.0,75228.0,6.7,6.6,6.5,6.6,6.7,Lane Cove (A)
14750,1453.0,1310.0,1294.0,1335.0,1334.0,49.0,50.0,51.0,52.0,52.0,17126831.0,9688675.0,12825423.0,16940859.0,22933692.0,6594.0,4194.0,4931.0,6948.0,8279.0,11787.0,7396.0,9911.0,12690.0,17192.0,10.5,9.1,9.6,10.6,11.5,Leeton (A)
14850,5247.0,5102.0,5007.0,5054.0,5081.0,51.0,51.0,52.0,52.0,52.0,68883599.0,67842645.0,58885723.0,68765340.0,83372115.0,4341.0,4153.0,3793.0,4635.0,5785.0,13128.0,13297.0,11761.0,13606.0,16409.0,10.2,9.9,9.8,10.0,10.8,Lismore (C)
14870,1446.0,1442.0,1469.0,1492.0,1536.0,51.0,51.0,52.0,52.0,52.0,19143512.0,17555945.0,16190057.0,18384959.0,20309356.0,4628.0,4388.0,4752.0,4734.0,4733.0,13239.0,12175.0,11021.0,12322.0,13222.0,6.7,6.7,6.7,7.0,7.4,Lithgow (C)
14900,11085.0,11086.0,11252.0,11762.0,12557.0,43.0,44.0,44.0,44.0,43.0,212263681.0,220307157.0,229883158.0,258004096.0,281742955.0,14425.0,14972.0,15388.0,16327.0,17699.0,19149.0,19873.0,20430.0,21935.0,22437.0,7.9,7.8,7.8,8.1,8.4,Liverpool (C)
14920,1286.0,1302.0,1320.0,1287.0,1273.0,53.0,53.0,54.0,54.0,54.0,13817619.0,9097447.0,4188395.0,6463835.0,18750652.0,4434.0,4449.0,2013.0,3233.0,6279.0,10745.0,6987.0,3173.0,5022.0,14729.0,15.1,14.4,13.9,14.0,16.2,Liverpool Plains (A)
14950,714.0,703.0,709.0,711.0,687.0,51.0,51.0,52.0,52.0,52.0,22443888.0,20411722.0,21255183.0,23825354.0,25052184.0,17029.0,16987.0,16878.0,18540.0,21224.0,31434.0,29035.0,29979.0,33510.0,36466.0,24.4,24.0,23.7,25.1,25.8,Lockhart (A)
15050,3768.0,3739.0,3785.0,3877.0,4106.0,47.0,48.0,48.0,48.0,48.0,73070987.0,69298895.0,73522309.0,72378597.0,74595233.0,7681.0,6854.0,8274.0,7660.0,7970.0,19393.0,18534.0,19425.0,18669.0,18167.0,5.0,4.6,4.9,4.8,5.1,Maitland (C)
15240,8230.0,8076.0,8117.0,8007.0,8117.0,52.0,53.0,53.0,53.0,54.0,117226613.0,118064412.0,110373427.0,115202766.0,128136030.0,6795.0,6854.0,6457.0,7228.0,8041.0,14244.0,14619.0,13598.0,14388.0,15786.0,10.1,9.8,9.7,9.8,10.3,Mid-Coast (A)
15270,2790.0,2830.0,2850.0,2823.0,2939.0,52.0,52.0,53.0,53.0,53.0,31920142.0,30950516.0,21683063.0,22591284.0,29738211.0,3453.0,2790.0,1123.0,1435.0,3573.0,11441.0,10937.0,7608.0,8003.0,10118.0,10.4,9.6,8.7,8.9,10.5,Mid-Western Regional (A)
15300,1807.0,1771.0,1816.0,1802.0,1781.0,51.0,51.0,51.0,52.0,52.0,48125966.0,59880621.0,60739717.0,38101765.0,45915821.0,13675.0,12125.0,12704.0,10586.0,7865.0,26633.0,33812.0,33447.0,21144.0,25781.0,13.8,13.0,12.9,12.7,12.3,Moree Plains (A)
15350,2845.0,2863.0,2845.0,2940.0,2937.0,50.0,50.0,51.0,51.0,51.0,254128460.0,248215292.0,229325440.0,258751265.0,266622904.0,12057.0,12532.0,12721.0,14933.0,14600.0,89325.0,86698.0,80606.0,88011.0,90781.0,7.0,7.0,6.9,7.0,6.9,Mosman (A)
15520,1569.0,1539.0,1515.0,1503.0,1531.0,51.0,51.0,52.0,53.0,53.0,21104219.0,18264702.0,24916377.0,28993712.0,36477884.0,8338.0,6848.0,8923.0,8499.0,12494.0,13451.0,11868.0,16446.0,19291.0,23826.0,13.7,12.8,13.0,12.6,13.8,Murray River (A)
15560,731.0,753.0,764.0,765.0,760.0,51.0,52.0,52.0,52.0,52.0,9820731.0,7077882.0,18157897.0,18587896.0,29925456.0,5409.0,4684.0,12912.0,15813.0,20877.0,13435.0,9400.0,23767.0,24298.0,39376.0,15.2,14.1,18.5,18.1,19.8,Murrumbidgee (A)
15650,1050.0,1044.0,1017.0,984.0,1018.0,51.0,51.0,51.0,51.0,51.0,13791646.0,11531473.0,5156765.0,4768075.0,8051985.0,4508.0,3589.0,1430.0,1407.0,2265.0,13135.0,11045.0,5071.0,4846.0,7910.0,5.5,4.9,4.4,4.5,5.0,Muswellbrook (A)
15700,2104.0,2036.0,2048.0,2018.0,2003.0,53.0,53.0,53.0,54.0,55.0,24802350.0,24698857.0,21888780.0,24480150.0,25473240.0,4924.0,5180.0,4845.0,5027.0,6152.0,11788.0,12131.0,10688.0,12131.0,12718.0,12.3,11.9,11.8,11.7,11.8,Nambucca (A)
15750,2031.0,2043.0,2047.0,2019.0,1999.0,52.0,52.0,52.0,52.0,53.0,38086923.0,37805186.0,31907169.0,29595394.0,39874557.0,7334.0,6996.0,4247.0,2866.0,7221.0,18753.0,18505.0,15587.0,14658.0,19947.0,13.4,12.8,12.1,11.1,13.6,Narrabri (A)
15800,915.0,885.0,867.0,866.0,883.0,51.0,52.0,53.0,54.0,54.0,27785492.0,19969753.0,20235656.0,23605606.0,25895916.0,12953.0,12587.0,13327.0,15484.0,16058.0,30367.0,22565.0,23340.0,27258.0,29327.0,16.7,15.1,15.3,16.0,17.6,Narrandera (A)
15850,1124.0,1084.0,1097.0,1071.0,1105.0,52.0,52.0,52.0,53.0,53.0,31448712.0,17683830.0,19334727.0,20895965.0,26063940.0,14223.0,9814.0,8283.0,8307.0,12628.0,27979.0,16313.0,17625.0,19511.0,23587.0,18.2,16.0,15.7,15.0,17.6,Narromine (A)
15900,8454.0,8511.0,8731.0,8950.0,9226.0,46.0,46.0,46.0,46.0,46.0,251569390.0,268040457.0,279343904.0,287398504.0,319413763.0,10324.0,10487.0,10605.0,10941.0,11352.0,29757.0,31493.0,31994.0,32112.0,34621.0,5.1,5.1,5.2,5.4,5.5,Newcastle (C)
15950,5734.0,5722.0,5887.0,6096.0,6240.0,45.0,46.0,46.0,46.0,45.0,266098057.0,274701989.0,294707112.0,314411168.0,330358590.0,9358.0,9756.0,10565.0,11558.0,11352.0,46407.0,48008.0,50061.0,51577.0,52942.0,5.6,5.6,5.6,5.8,5.7,North Sydney (A)
15990,23849.0,24207.0,24729.0,24899.0,25420.0,46.0,46.0,46.0,46.0,47.0,707583733.0,730670400.0,752360201.0,805039097.0,859926739.0,12756.0,13053.0,13453.0,14654.0,14922.0,29669.0,30184.0,30424.0,32332.0,33829.0,8.2,8.1,8.2,8.2,8.1,Northern Beaches (A)
16100,817.0,810.0,818.0,817.0,834.0,54.0,54.0,53.0,54.0,54.0,11560138.0,11465232.0,7816922.0,9167579.0,15178165.0,7007.0,6141.0,3430.0,3746.0,8357.0,14149.0,14155.0,9556.0,11221.0,18199.0,14.0,13.2,12.5,12.5,14.5,Oberon (A)
16150,3235.0,3173.0,3202.0,3231.0,3269.0,49.0,49.0,50.0,49.0,50.0,71911774.0,70868988.0,68982829.0,69854730.0,71536504.0,8519.0,8471.0,7512.0,7962.0,9142.0,22229.0,22335.0,21544.0,21620.0,21883.0,7.2,7.0,6.9,7.1,7.2,Orange (C)
16200,1944.0,1864.0,1850.0,1818.0,1865.0,52.0,52.0,52.0,52.0,53.0,49513946.0,33957604.0,26407986.0,33181277.0,49838933.0,12065.0,9362.0,7786.0,9695.0,13444.0,25470.0,18218.0,14275.0,18252.0,26723.0,14.3,12.5,12.0,12.4,14.0,Parkes (A)
16260,13594.0,13591.0,13990.0,14333.0,14995.0,44.0,44.0,44.0,44.0,43.0,273478885.0,276438452.0,304510411.0,318902386.0,342566216.0,10496.0,11451.0,12288.0,13315.0,14000.0,20118.0,20340.0,21766.0,22250.0,22845.0,6.6,6.6,6.7,6.8,6.7,Parramatta (C)
16350,10686.0,10687.0,10766.0,10962.0,11414.0,44.0,44.0,44.0,44.0,44.0,212162392.0,219405302.0,224406780.0,233542947.0,250048177.0,11604.0,12319.0,12464.0,13790.0,14082.0,19854.0,20530.0,20844.0,21305.0,21907.0,6.0,5.9,6.0,6.0,6.1,Penrith (C)
12380,13116.0,13428.0,14033.0,14725.0,15698.0,41.0,41.0,41.0,41.0,40.0,231443027.0,242085010.0,271050734.0,302410182.0,336084458.0,13806.0,14498.0,15139.0,16772.0,17750.0,17646.0,18028.0,19315.0,20537.0,21409.0,9.3,9.4,9.8,10.2,10.7,Cumberland (A)
12700,1150.0,1171.0,1198.0,1207.0,1203.0,53.0,53.0,54.0,54.0,54.0,8241889.0,8891992.0,5259279.0,6772462.0,7747391.0,2667.0,2666.0,1399.0,2080.0,2714.0,7167.0,7594.0,4390.0,5611.0,6440.0,9.9,10.3,9.3,10.1,10.4,Dungog (A)
12730,1327.0,1291.0,1330.0,1300.0,1335.0,52.0,53.0,54.0,54.0,54.0,22496079.0,13199716.0,18365770.0,24544395.0,39692707.0,7055.0,5997.0,8709.0,13004.0,15140.0,16953.0,10224.0,13809.0,18880.0,29732.0,12.2,11.1,12.4,13.2,14.4,Edward River (A)
12750,3930.0,3892.0,3859.0,3811.0,3908.0,51.0,51.0,51.0,52.0,52.0,68537956.0,75510942.0,71818626.0,76406398.0,84043754.0,10126.0,11330.0,11228.0,11848.0,12403.0,17440.0,19402.0,18611.0,20049.0,21506.0,11.8,11.9,11.9,11.8,12.0,Eurobodalla (A)
12850,11690.0,11470.0,11498.0,11608.0,12190.0,45.0,45.0,45.0,45.0,45.0,238078195.0,241081764.0,251512876.0,266708537.0,290882257.0,15761.0,16280.0,17442.0,18602.0,19152.0,20366.0,21018.0,21874.0,22976.0,23862.0,9.3,9.1,9.1,9.3,9.6,Fairfield (C)
12870,1546.0,1548.0,1585.0,1576.0,1565.0,53.0,52.0,53.0,53.0,54.0,46615459.0,36174382.0,44204418.0,46051053.0,55294356.0,14191.0,13024.0,13265.0,15282.0,18828.0,30152.0,23368.0,27889.0,29220.0,35332.0,12.9,12.5,12.6,12.8,13.7,Federation (A)
12900,1383.0,1378.0,1382.0,1409.0,1395.0,52.0,52.0,53.0,52.0,53.0,26191392.0,19564550.0,17341065.0,28574329.0,33138308.0,9237.0,6940.0,5807.0,12222.0,12362.0,18938.0,14198.0,12548.0,20280.0,23755.0,15.3,14.1,13.6,14.9,15.4,Forbes (A)
12930,10764.0,10794.0,10903.0,11036.0,11337.0,46.0,47.0,47.0,47.0,47.0,262139510.0,271218062.0,284367501.0,303593414.0,322122894.0,12197.0,13191.0,14002.0,15500.0,15323.0,24353.0,25127.0,26082.0,27509.0,28413.0,7.6,7.6,7.7,7.8,7.6,Georges River (A)
12950,797.0,787.0,781.0,757.0,789.0,52.0,52.0,52.0,53.0,53.0,17879285.0,9240941.0,9695864.0,7314157.0,17103008.0,13498.0,6812.0,4841.0,4843.0,12550.0,22433.0,11742.0,12415.0,9662.0,21677.0,21.5,18.1,17.2,17.1,21.8,Gilgandra (A)
11300,2709.0,2738.0,2730.0,2775.0,2911.0,45.0,45.0,46.0,45.0,45.0,66512393.0,70064383.0,76618480.0,78384118.0,80376206.0,14663.0,14300.0,15732.0,15473.0,15585.0,24552.0,25590.0,28065.0,28247.0,27611.0,8.3,8.1,8.0,8.0,8.3,Burwood (A)
11350,5634.0,5788.0,5946.0,6126.0,6421.0,48.0,49.0,49.0,49.0,48.0,83968989.0,88956111.0,91227825.0,107888696.0,119674413.0,8382.0,8830.0,8899.0,9688.0,10550.0,14904.0,15369.0,15343.0,17612.0,18638.0,17.5,17.6,17.5,17.6,18.0,Byron (A)
11400,2236.0,2283.0,2331.0,2398.0,2430.0,52.0,52.0,53.0,52.0,53.0,34206266.0,32910321.0,26661996.0,35766691.0,55659095.0,7323.0,5715.0,4622.0,5439.0,9978.0,15298.0,14415.0,11438.0,14915.0,22905.0,15.3,14.5,13.8,14.5,16.4,Cabonne (A)
11450,3914.0,4012.0,4159.0,4342.0,4710.0,44.0,44.0,44.0,44.0,44.0,82030848.0,80076834.0,88647516.0,94797071.0,109934465.0,11719.0,11392.0,12392.0,13218.0,13738.0,20958.0,19959.0,21315.0,21833.0,23341.0,6.5,6.1,6.3,6.1,6.1,Camden (A)
11500,6933.0,6862.0,6941.0,7068.0,7554.0,45.0,45.0,45.0,45.0,44.0,124637170.0,124858027.0,130209006.0,136422315.0,149830298.0,10955.0,11494.0,11955.0,12429.0,13276.0,17977.0,18196.0,18759.0,19301.0,19835.0,5.2,5.2,5.2,5.4,5.6,Campbelltown (C) (NSW)
11520,6418.0,6596.0,6816.0,7002.0,7267.0,46.0,46.0,46.0,46.0,46.0,194814177.0,209740287.0,217040380.0,232475263.0,258910178.0,12708.0,13020.0,13283.0,13947.0,14835.0,30354.0,31798.0,31843.0,33201.0,35628.0,7.1,7.1,7.1,7.0,7.1,Canada Bay (A)
11570,22746.0,22934.0,23605.0,24307.0,25732.0,44.0,44.0,45.0,44.0,44.0,442122191.0,450230508.0,481221054.0,520214056.0,566101596.0,14424.0,14773.0,15850.0,16599.0,17110.0,19437.0,19632.0,20386.0,21402.0,22000.0,9.6,9.7,9.9,10.2,10.5,Canterbury-Bankstown (A)
11600,553.0,544.0,547.0,571.0,574.0,51.0,51.0,51.0,50.0,50.0,26653312.0,17375857.0,19953139.0,27447519.0,29093787.0,18688.0,18440.0,17117.0,23739.0,26796.0,48198.0,31941.0,36477.0,48069.0,50686.0,22.3,20.7,20.0,21.2,21.5,Carrathool (A)
11650,22104.0,22068.0,22168.0,22305.0,22786.0,47.0,47.0,47.0,47.0,47.0,475781230.0,496684574.0,499104568.0,532566676.0,560793150.0,11784.0,12360.0,12834.0,13500.0,13943.0,21525.0,22507.0,22515.0,23877.0,24611.0,7.7,7.6,7.6,7.7,7.8,Central Coast (C) (NSW)
11700,271.0,268.0,255.0,262.0,265.0,51.0,51.0,52.0,51.0,53.0,9217513.0,12418120.0,8083274.0,12330225.0,14312426.0,17025.0,16963.0,19399.0,23325.0,27989.0,34013.0,46336.0,31699.0,47062.0,54009.0,21.6,22.9,22.0,22.4,25.4,Central Darling (A)
11720,2671.0,2692.0,2632.0,2644.0,2715.0,49.0,49.0,50.0,50.0,50.0,36594959.0,37949871.0,28834918.0,34598608.0,34744261.0,6639.0,6440.0,5430.0,6615.0,7414.0,13701.0,14097.0,10956.0,13086.0,12797.0,5.3,5.0,5.0,5.1,5.5,Cessnock (C)
11730,5405.0,5401.0,5293.0,5205.0,5219.0,51.0,52.0,52.0,53.0,53.0,51819618.0,52229971.0,41882569.0,55047845.0,58912082.0,5028.0,5114.0,3889.0,5420.0,5487.0,9587.0,9670.0,7913.0,10576.0,11288.0,10.7,10.5,10.1,10.6,10.9,Clarence Valley (A)
11750,478.0,467.0,467.0,497.0,500.0,50.0,50.0,51.0,51.0,51.0,8276726.0,5311695.0,4017294.0,16414305.0,16437150.0,7645.0,5900.0,1504.0,4881.0,11565.0,17315.0,11374.0,8602.0,33027.0,32874.0,9.6,9.2,7.5,9.5,11.5,Cobar (A)
11800,6612.0,6520.0,6623.0,6636.0,6809.0,49.0,50.0,50.0,50.0,50.0,120640600.0,128410480.0,124236861.0,139301603.0,157141127.0,9103.0,9166.0,9000.0,10349.0,11068.0,18246.0,19695.0,18758.0,20992.0,23078.0,9.5,9.3,9.1,9.4,9.6,Coffs Harbour (C)
12000,744.0,749.0,760.0,751.0,784.0,51.0,51.0,51.0,52.0,52.0,29512336.0,21124507.0,22057313.0,28421881.0,26947386.0,24093.0,17067.0,15079.0,22874.0,23296.0,39667.0,28204.0,29023.0,37845.0,34372.0,21.3,20.4,19.2,21.1,21.1,Coolamon (A)
12150,716.0,723.0,723.0,680.0,701.0,52.0,52.0,53.0,54.0,54.0,26056947.0,5391804.0,11902193.0,-3707056.0,5811352.0,17925.0,7467.0,6888.0,1469.0,8416.0,36392.0,7458.0,16462.0,-5452.0,8290.0,21.9,18.3,17.9,14.2,18.6,Coonamble (A)
12350,1717.0,1738.0,1752.0,1774.0,1775.0,53.0,54.0,54.0,54.0,54.0,32210200.0,27929315.0,25644190.0,28067674.0,36436264.0,8728.0,9102.0,8647.0,9191.0,11777.0,18760.0,16070.0,14637.0,15822.0,20527.0,14.3,14.2,14.0,14.5,15.8,Cowra (A)
13010,1547.0,1513.0,1486.0,1527.0,1505.0,53.0,54.0,55.0,55.0,55.0,13097854.0,14169365.0,4199524.0,4805648.0,9545004.0,4175.0,4530.0,1133.0,1595.0,2346.0,8467.0,9365.0,2826.0,3147.0,6342.0,15.8,15.9,13.3,14.5,16.3,Glen Innes Severn (A)
13310,2467.0,2538.0,2517.0,2521.0,2578.0,51.0,51.0,51.0,52.0,52.0,35853340.0,30660061.0,32608094.0,35136684.0,40169109.0,5605.0,3837.0,4008.0,5072.0,6279.0,14533.0,12080.0,12955.0,13938.0,15582.0,7.5,7.0,7.1,7.5,7.8,Goulburn Mulwaree (A)
