lga_code16,ss_ns_none_mng,ss_ns_none_pro,ss_ns_none_tectw,ss_ns_none_copsw,ss_ns_none_claw,ss_ns_none_swks,ss_ns_none_maopdv,ss_ns_none_lab,ss_ns_none_idns,ss_ns_none_tot,ss_ns_1_15_mng,ss_ns_1_15_pro,ss_ns_1_15_tectw,ss_ns_1_15_copsw,ss_ns_1_15_claw,ss_ns_1_15_swks,ss_ns_1_15_maopdv,ss_ns_1_15_lab,ss_ns_1_15_idns,ss_ns_1_15_tot,ss_ns_16_24_mng,ss_ns_16_24_pro,ss_ns_16_24_tectw,ss_ns_16_24_copsw,ss_ns_16_24_claw,ss_ns_16_24_swks,ss_ns_16_24_maopdv,ss_ns_16_24_lab,ss_ns_16_24_idns,ss_ns_16_24_tot,ss_ns_25_34_mng,ss_ns_25_34_pro,ss_ns_25_34_tectw,ss_ns_25_34_copsw,ss_ns_25_34_claw,ss_ns_25_34_swks,ss_ns_25_34_maopdv,ss_ns_25_34_lab,ss_ns_25_34_idns,ss_ns_25_34_tot,ss_ns_35_39_mng,ss_ns_35_39_pro,ss_ns_35_39_tectw,ss_ns_35_39_copsw,ss_ns_35_39_claw,ss_ns_35_39_swks,ss_ns_35_39_maopdv,ss_ns_35_39_lab,ss_ns_35_39_idns,ss_ns_35_39_tot,ss_ns_40_mng,ss_ns_40_pro,ss_ns_40_tectw,ss_ns_40_copsw,ss_ns_40_claw,ss_ns_40_swks,ss_ns_40_maopdv,ss_ns_40_lab,ss_ns_40_idns,ss_ns_40_tot,ss_ns_41_48_mng,ss_ns_41_48_pro,ss_ns_41_48_tectw,ss_ns_41_48_copsw,ss_ns_41_48_claw,ss_ns_41_48_swks,ss_ns_41_48_maopdv,ss_ns_41_48_lab,ss_ns_41_48_idns,ss_ns_41_48_tot,ss_ns_49mo_mng,ss_ns_49mo_pro,ss_ns_49mo_tectw,ss_ns_49mo_copsw,ss_ns_49mo_claw,ss_ns_49mo_swks,ss_ns_49mo_maopdv,ss_ns_49mo_lab,ss_ns_49mo_idns,ss_ns_49mo_tot,ss_ns_ns_mng,ss_ns_ns_pro,ss_ns_ns_tectw,ss_ns_ns_copsw,ss_ns_ns_claw,ss_ns_ns_swks,ss_ns_ns_maopdv,ss_ns_ns_lab,ss_ns_ns_idns,ss_ns_ns_tot,ss_ns_tot_mng,ss_ns_tot_pro,ss_ns_tot_tectw,ss_ns_tot_copsw,ss_ns_tot_claw,ss_ns_tot_swks,ss_ns_tot_maopdv,ss_ns_tot_lab,ss_ns_tot_inad_des_tot,ss_ns_tot_tot,tot_none_mng,tot_none_pro,tot_none_tectw,tot_none_copsw,tot_none_claw,tot_none_swks,tot_none_maopdv,tot_none_lab,tot_none_idns,tot_none_tot,tot_1_15_mng,tot_1_15_pro,tot_1_15_tectw,tot_1_15_copsw,tot_1_15_claw,tot_1_15_swks,tot_1_15_maopdv,tot_1_15_lab,tot_1_15_idns,tot_1_15_tot,tot_16_24_mng,tot_16_24_pro,tot_16_24_tectw,tot_16_24_copsw,tot_16_24_claw,tot_16_24_swks,tot_16_24_maopdv,tot_16_24_lab,tot_16_24_idns,tot_16_24_tot,tot_25_34_mng,tot_25_34_pro,tot_25_34_tectw,tot_25_34_copsw,tot_25_34_claw,tot_25_34_swks,tot_25_34_maopdv,tot_25_34_lab,tot_25_34_idns,tot_25_34_tot,tot_35_39_mng,tot_35_39_pro,tot_35_39_tectw,tot_35_39_copsw,tot_35_39_claw,tot_35_39_swks,tot_35_39_maopdv,tot_35_39_lab,tot_35_39_idns,tot_35_39_tot,tot_40_mng,tot_40_pro,tot_40_tectw,tot_40_copsw,tot_40_claw,tot_40_swks,tot_40_maopdv,tot_40_lab,tot_40_idns,tot_40_tot,tot_41_48_mng,tot_41_48_pro,tot_41_48_tectw,tot_41_48_copsw,tot_41_48_claw,tot_41_48_swks,tot_41_48_maopdv,tot_41_48_lab,tot_41_48_idns,tot_41_48_tot,tot_49mo_mng,tot_49mo_pro,tot_49mo_tectw,tot_49mo_copsw,tot_49mo_claw,tot_49mo_swks,tot_49mo_maopdv,tot_49mo_lab,tot_49mo_idns,tot_49mo_tot,tot_ns_mng,tot_ns_pro,tot_ns_tectw,tot_ns_copsw,tot_ns_claw,tot_ns_swks,tot_ns_maopdv,tot_ns_lab,tot_ns_idns,tot_ns_tot,tot_tot_mng,tot_tot_pro,tot_tot_tectw,tot_tot_copsw,tot_tot_claw,tot_tot_swks,tot_tot_maopdv,tot_tot_lab,tot_tot_inad_des_tot,tot_tot_tot,lga_name16
10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,14,0,0,3,16,0,22,0,39,0,84,0,0,0,6,0,0,0,0,0,9,0,0,3,7,0,4,0,0,0,9,0,0,7,3,0,0,0,0,0,12,0,0,5,5,3,0,0,0,0,14,0,0,7,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,30,36,13,29,0,49,0,165,Blayney (A)
10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,8,0,5,0,0,0,12,0,0,3,21,0,21,0,14,0,71,8,41,20,310,52,312,29,221,6,998,6,6,11,112,13,75,10,50,0,283,4,10,14,46,4,26,0,5,0,115,3,3,48,15,0,5,0,7,0,81,3,4,43,8,9,3,0,6,0,80,0,0,16,8,0,3,0,0,0,30,0,0,8,0,0,3,0,0,0,16,0,0,5,14,0,8,0,3,10,43,25,67,173,545,82,451,40,313,13,1712,Blue Mountains (C)
10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,19,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,7,4,20,0,7,0,48,Bogan (A)
11100,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,5,0,5,3,3,3,32,0,3,8,12,26,49,8,16,4,131,8,50,38,134,60,522,38,151,3,1013,10,35,43,106,67,239,69,164,10,744,10,14,28,42,29,70,14,22,0,226,8,16,61,10,26,24,14,12,0,164,10,21,80,6,13,8,4,6,4,150,3,3,30,7,8,0,0,0,0,53,6,8,20,3,9,0,0,0,0,41,0,4,5,6,8,15,3,9,30,79,58,152,321,318,243,919,145,375,62,2590,Botany Bay (C)
11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,5,0,4,0,27,Bourke (A)
11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Brewarrina (A)
14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,14,0,12,0,16,0,46,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,12,17,3,13,0,19,0,77,Junee (A)
14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,18,0,0,0,9,3,10,0,10,0,33,0,3,0,46,8,145,0,86,0,294,0,3,0,11,3,17,0,9,0,46,0,0,3,12,3,11,0,8,0,33,3,3,29,4,0,0,0,3,0,38,0,0,12,3,0,0,0,3,0,26,0,0,9,3,3,3,0,0,0,19,0,0,3,0,0,3,0,0,0,8,0,0,0,3,0,5,0,5,13,25,8,16,56,85,16,190,3,124,13,518,Kempsey (A)
11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12,0,0,0,4,0,5,0,8,0,21,0,3,3,26,0,81,3,39,0,156,0,0,3,6,0,8,4,6,0,23,3,0,0,16,0,3,0,0,0,22,3,8,21,0,3,0,0,0,0,29,0,3,7,0,6,0,0,0,0,16,0,3,0,0,0,0,0,0,0,8,0,3,7,0,0,0,3,0,0,10,0,0,0,0,0,5,0,0,4,11,3,20,42,56,6,103,9,46,4,302,Broken Hill (C)
13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,13,0,0,0,9,0,7,0,0,0,16,4,0,3,26,6,84,3,59,0,185,0,0,3,12,5,4,0,7,0,29,0,0,4,3,0,0,0,0,0,14,0,8,26,3,6,3,0,0,0,51,0,0,21,3,0,0,0,0,0,30,0,0,12,0,0,3,0,3,0,18,0,0,0,0,3,0,0,3,0,7,0,0,0,0,3,3,0,0,3,10,15,8,67,57,21,108,3,75,3,361,Hilltops (A)
14000,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,0,0,9,3,0,3,3,3,7,27,3,3,5,51,5,88,3,43,3,208,23,186,66,717,139,1011,43,469,19,2669,23,43,43,245,52,276,21,123,9,838,5,17,33,90,18,67,10,27,4,276,8,14,83,40,11,23,3,10,4,196,15,12,118,25,9,12,3,5,0,208,8,10,37,12,3,3,0,3,0,79,5,7,38,9,3,5,0,5,0,74,0,5,7,16,11,23,3,4,27,98,102,301,438,1207,244,1508,84,699,63,4638,Hornsby (A)
14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,13,0,19,3,101,6,21,3,17,0,169,0,4,9,33,7,12,0,8,0,75,0,0,3,9,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,6,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,11,3,31,24,158,25,37,8,23,7,315,Hunters Hill (A)
