yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,lga_code18,lga_name18,ogc_fid
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127.0,,56.0,41.0,30.0,,298.0,185.0,36.0,8.0,239.0,22.0,278.0,214.0,,,,,,,,,,56580.0,Nedlands (C),610.0
2016,11030.0,43.0,1219441175.0,57790.0,110557.0,57.7,2227.0,52.0,248131712.0,19720.0,111420.0,7.3,12379.0,50.0,473890376.0,3557.0,38282.0,31.4,516.0,68.0,20309855.0,29543.0,39360.0,1.9,14082.0,48.0,1938041757.0,68221.0,137625.0,9.57,2.63,0.27,0.11,0.638,15.1,35.2,49.4,23.6,16.4,15.2,44.8,2451.0,255.1,5893.0,104087.0,1208.0,,83.0,45.0,32.0,,313.0,139.0,34.0,,238.0,8.0,290.0,225.0,,21.3,14.1,20.4,8.7,17.6,11.2,0.5,1585.0,56580.0,Nedlands (C),611.0
2012,1648.0,46.0,62600132.0,32122.0,37986.0,59.1,723.0,54.0,13864765.0,10554.0,19177.0,16.7,1660.0,55.0,16080128.0,906.0,9687.0,18.5,157.0,63.0,4397316.0,23280.0,28008.0,4.6,2391.0,52.0,96249066.0,32117.0,40255.0,6.08,1.88,0.31,0.1,0.495,8.7,21.6,32.9,35.0,28.7,22.4,13.9,163.0,3.9,3200.0,23684.0,,,,,,,,,,,,,,,,,,,,,,,,48750.0,Yankalilla (DC),1286.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.0,,42.0,24.0,15.0,,178.0,86.0,18.0,,96.0,7.0,152.0,129.0,,,,,,,,,,51750.0,Claremont (T),536.0
2015,11387.0,42.0,1295335187.0,56987.0,113756.0,58.9,2273.0,52.0,243476281.0,18352.0,107117.0,7.2,12494.0,49.0,489966605.0,3912.0,39216.0,30.5,524.0,68.0,20196879.0,30267.0,38544.0,1.8,14324.0,48.0,2015257523.0,69166.0,140691.0,9.39,2.63,0.28,0.12,0.644,15.7,35.8,49.9,22.9,16.2,14.9,46.0,2577.0,134.9,6491.0,52366.0,1212.0,,94.0,49.0,34.0,,311.0,149.0,28.0,,239.0,,290.0,270.0,,,,,,,,,,56580.0,Nedlands (C),612.0
2014,11056.0,42.0,1196576088.0,55000.0,108229.0,59.6,2153.0,52.0,219762671.0,18131.0,102073.0,7.0,12149.0,49.0,483557434.0,3976.0,39802.0,30.1,531.0,67.0,18903692.0,27654.0,35600.0,1.7,13948.0,48.0,1904826650.0,67678.0,136566.0,9.4,2.64,0.28,0.12,0.6409999999999999,16.3,36.1,49.8,22.7,16.4,15.1,45.7,2383.0,215.8,6145.0,90572.0,1179.0,,109.0,55.0,29.0,,319.0,154.0,28.0,,235.0,,304.0,290.0,,,,,,,,,,56580.0,Nedlands (C),613.0
2013,11019.0,42.0,1144352074.0,51785.0,103853.0,59.9,2212.0,52.0,212773345.0,15921.0,96190.0,6.8,11984.0,49.0,457907772.0,3765.0,38210.0,29.8,562.0,65.0,18346859.0,24770.0,32646.0,1.8,13845.0,48.0,1823030969.0,65897.0,131674.0,9.69,2.72,0.28,0.12,0.632,14.7,34.0,48.3,23.0,16.1,14.8,46.1,2139.0,165.7,4228.0,77459.0,1146.0,,114.0,68.0,26.0,,322.0,137.0,29.0,,275.0,,317.0,311.0,,,,,,,,,,56580.0,Nedlands (C),614.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.0,,,,51.0,127.0,602.0,1028.0,76.0,24.0,322.0,76.0,454.0,404.0,1474.0,,,,,,,,,57080.0,Perth (C),615.0
2016,18179.0,31.0,1440550326.0,49810.0,79243.0,82.2,1755.0,39.0,52478754.0,10140.0,29902.0,4.4,12139.0,35.0,138105474.0,230.0,11377.0,11.7,317.0,59.0,10368765.0,19468.0,32709.0,0.9,18261.0,33.0,1541782932.0,52506.0,84430.0,7.77,2.34,0.3,0.14,0.5670000000000001,11.3,28.2,40.9,27.0,19.7,18.4,34.8,1183.0,43.8,4902.0,37033.0,,,,,,,,,,,,,,,,19.1,15.5,21.6,8.4,7.0,11.9,0.6,1292.0,57080.0,Perth (C),616.0
2015,19463.0,31.0,1575019051.0,49411.0,80924.0,84.1,1587.0,40.0,53687909.0,10030.0,33830.0,3.8,11934.0,35.0,137354705.0,273.0,11510.0,10.7,304.0,59.0,11246661.0,19959.0,36996.0,0.8,18925.0,33.0,1671432593.0,54010.0,88319.0,8.06,2.4,0.3,0.14,0.5660000000000001,10.1,27.5,40.6,26.9,18.4,17.3,37.4,1208.0,79.4,4764.0,65750.0,,,,,,,,,,,,,,,,,,,,,,,,57080.0,Perth (C),617.0
2014,18591.0,31.0,1479470173.0,49038.0,79580.0,85.2,1486.0,42.0,53620927.0,10838.0,36084.0,3.8,10804.0,36.0,164193676.0,356.0,15197.0,9.7,295.0,60.0,9797915.0,21873.0,33213.0,0.8,18110.0,33.0,1630831005.0,55655.0,90051.0,8.11,2.36,0.29,0.14,0.569,10.6,27.6,41.0,26.4,17.1,18.1,38.4,1085.0,101.1,4769.0,93140.0,,,,,,,,,,,,,,,,,,,,,,,,57080.0,Perth (C),618.0
2016,5014.0,41.0,481406384.0,54006.0,96012.0,57.5,1004.0,52.0,72428375.0,13399.0,72140.0,6.7,5638.0,51.0,204900478.0,3169.0,36343.0,31.3,304.0,74.0,12333464.0,29850.0,40571.0,2.5,6609.0,49.0,756970820.0,62159.0,114536.0,8.16,2.56,0.31,0.13,0.61,13.8,32.9,46.0,22.7,18.9,16.9,41.5,1130.0,144.5,5755.0,127849.0,657.0,,46.0,32.0,13.0,,171.0,88.0,14.0,,102.0,9.0,146.0,126.0,,18.6,16.2,21.4,8.6,13.9,11.0,0.4,1413.0,51750.0,Claremont (T),537.0
2013,17629.0,31.0,1300435509.0,47583.0,73767.0,85.5,1410.0,43.0,62788032.0,13140.0,44531.0,3.9,10606.0,36.0,155428111.0,321.0,14655.0,9.0,318.0,59.0,12696010.0,20686.0,39925.0,0.8,17180.0,32.0,1460604345.0,54327.0,85018.0,7.84,2.3,0.29,0.14,0.556,10.6,26.8,39.5,26.2,17.5,17.8,38.5,877.0,60.4,4292.0,68860.0,,,,,,,,,,,,,,,,,,,,,,,,57080.0,Perth (C),619.0
2012,15968.0,30.0,1032708149.0,43780.0,64674.0,84.6,1385.0,44.0,62626807.0,12631.0,45218.0,4.0,9845.0,36.0,154423602.0,377.0,15685.0,9.9,299.0,59.0,9424908.0,20722.0,31521.0,0.8,15814.0,32.0,1217752224.0,50151.0,77005.0,7.6,2.22,0.29,0.15,0.555,11.9,27.3,39.5,26.5,18.2,18.5,36.8,829.0,85.2,3171.0,102734.0,,,,,,,,,,,,,,,,,,,,,,,,57080.0,Perth (C),620.0
2011,14250.0,30.0,835461858.0,37852.0,58629.0,84.1,1348.0,44.0,54198767.0,11560.0,40207.0,4.2,8737.0,36.0,157497505.0,392.0,18026.0,10.2,273.0,59.0,8381690.0,19047.0,30702.0,0.8,14291.0,32.0,1032370815.0,43778.0,72239.0,7.71,2.27,0.29,0.14,0.581,15.2,30.8,42.9,27.4,20.1,19.1,33.4,1054.0,67.1,5560.0,63686.0,,,,,,,,,,,,,,,,,,,,,,,1310.0,57080.0,Perth (C),621.0
2016,3844.0,44.0,164829906.0,35491.0,42880.0,63.1,1447.0,53.0,18586951.0,7346.0,12845.0,15.0,3675.0,52.0,36622637.0,459.0,9965.0,19.1,189.0,59.0,5483716.0,20340.0,29014.0,2.1,4907.0,50.0,219174950.0,34811.0,44666.0,6.05,1.97,0.33,0.11,0.502,7.9,21.6,33.2,34.5,30.1,21.1,14.3,488.0,20.4,3166.0,41783.0,1331.0,,39.0,19.0,70.0,,250.0,206.0,62.0,,23.0,18.0,556.0,408.0,,32.2,27.0,18.9,2.7,1.3,6.7,0.6,709.0,24250.0,Mansfield (S),735.0
2015,3725.0,44.0,157081844.0,34273.0,42170.0,62.8,1455.0,53.0,18245043.0,7423.0,12540.0,14.8,3632.0,52.0,33865850.0,545.0,9324.0,19.5,201.0,59.0,5631017.0,15517.0,28015.0,2.3,4827.0,50.0,208228674.0,33443.0,43138.0,5.57,1.99,0.36,0.14,0.498,7.3,20.7,32.4,34.5,30.2,20.8,14.5,475.0,12.8,3868.0,26932.0,1303.0,,45.0,23.0,68.0,,262.0,237.0,67.0,,,,550.0,426.0,,,,,,,,,,24250.0,Mansfield (S),736.0
2015,188.0,47.0,9296436.0,36097.0,49449.0,51.1,136.0,54.0,7578236.0,21050.0,55722.0,31.0,230.0,51.0,3888124.0,1451.0,16905.0,15.7,,,,,,,274.0,51.0,20657314.0,52838.0,75392.0,8.03,2.11,0.26,0.08,0.54,,23.7,36.9,26.3,19.0,20.8,33.9,27.0,0.3,4633.0,10950.0,102.0,,,,,,33.0,,,,,,35.0,28.0,,,,,,,,,,59330.0,Wyalkatchem (S),1930.0
2015,5181.0,41.0,510127494.0,53938.0,98461.0,57.9,1026.0,53.0,78795164.0,11666.0,76798.0,6.6,5717.0,51.0,210773746.0,3226.0,36868.0,31.4,284.0,74.0,13213996.0,33371.0,46528.0,2.4,6703.0,49.0,795318245.0,62661.0,118651.0,8.0,2.54,0.32,0.14,0.614,13.8,34.2,47.4,22.6,17.6,17.9,42.0,1192.0,68.8,5901.0,57678.0,632.0,,50.0,32.0,,,181.0,81.0,,,108.0,,132.0,135.0,,,,,,,,,,51750.0,Claremont (T),538.0
2013,391.0,38.0,16665714.0,32915.0,42623.0,81.7,72.0,53.0,2091545.0,26644.0,29049.0,13.6,176.0,49.0,874676.0,229.0,4970.0,3.9,,,,,,,362.0,42.0,18791139.0,42927.0,51909.0,3.91,1.86,0.47,0.25,0.405,,15.0,26.1,21.4,30.8,23.9,23.9,,,,,57.0,,5.0,,,,64.0,120.0,60.0,,,29.0,147.0,142.0,,,,,,,,,,55250.0,Meekatharra (S),642.0
2012,400.0,42.0,17037798.0,35325.0,42594.0,81.9,68.0,55.0,2122510.0,22309.0,31213.0,11.5,187.0,48.0,823454.0,410.0,4403.0,6.0,,,,,,,379.0,43.0,19070069.0,44344.0,50317.0,4.33,1.72,0.4,0.25,0.40399999999999997,,15.9,26.4,23.4,25.7,27.8,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,55250.0,Meekatharra (S),643.0
2011,388.0,41.0,15222374.0,31941.0,39233.0,82.1,66.0,55.0,1486515.0,13295.0,22523.0,10.0,175.0,50.0,457380.0,492.0,2614.0,7.7,,,,,,,379.0,45.0,16651293.0,37781.0,43935.0,6.46,1.86,0.29,0.13,0.442,,16.7,28.1,27.7,27.4,24.5,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,672.0,55250.0,Meekatharra (S),644.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,,,,41.0,69.0,117.0,97.0,20.0,,,11.0,129.0,95.0,96.0,,,,,,,,,44830.0,Mount Remarkable (DC),645.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,21.0,5.0,41.0,,125.0,95.0,16.0,9.0,5.0,6.0,147.0,99.0,,,,,,,,,,44830.0,Mount Remarkable (DC),646.0
2016,1073.0,48.0,51675071.0,38383.0,48159.0,62.1,501.0,55.0,13227135.0,13137.0,26401.0,19.5,1065.0,54.0,7490142.0,448.0,7033.0,15.4,52.0,60.0,1203365.0,19893.0,23142.0,2.2,1382.0,52.0,71218973.0,41541.0,51533.0,7.37,1.95,0.26,0.08,0.486,5.7,19.0,30.6,29.3,26.1,23.6,20.9,104.0,0.9,578.0,9074.0,499.0,,22.0,7.0,47.0,,133.0,102.0,12.0,,10.0,10.0,165.0,120.0,,37.4,23.9,17.3,2.6,1.3,7.3,0.9,622.0,44830.0,Mount Remarkable (DC),647.0
2015,1105.0,47.0,50777374.0,36595.0,45952.0,60.0,586.0,54.0,14457846.0,12013.0,24672.0,21.4,1147.0,53.0,7885063.0,545.0,6875.0,16.0,59.0,59.0,1607878.0,19554.0,27252.0,2.2,1434.0,52.0,72029555.0,39251.0,50230.0,6.19,2.02,0.33,0.09,0.491,5.8,19.1,31.1,30.8,26.3,21.5,21.4,113.0,2.4,3432.0,21656.0,480.0,,25.0,9.0,45.0,,133.0,100.0,,,,,161.0,129.0,,,,,,,,,,44830.0,Mount Remarkable (DC),648.0
2014,4965.0,41.0,473274560.0,51843.0,95322.0,58.5,1002.0,53.0,78950875.0,14306.0,78793.0,6.6,5537.0,51.0,210749450.0,3427.0,38062.0,30.8,293.0,73.0,13149970.0,32260.0,44880.0,2.4,6534.0,48.0,764539370.0,61692.0,117009.0,7.88,2.51,0.32,0.14,0.614,14.1,34.4,47.8,22.2,18.0,17.6,42.1,1096.0,66.2,5080.0,60357.0,623.0,,59.0,33.0,,,187.0,79.0,,,100.0,,129.0,121.0,,,,,,,,,,51750.0,Claremont (T),539.0
2014,1055.0,48.0,47258851.0,35677.0,44795.0,60.1,566.0,54.0,12300768.0,11172.0,21733.0,20.0,1094.0,53.0,8253110.0,568.0,7544.0,16.7,57.0,59.0,1864324.0,21667.0,32707.0,2.5,1384.0,52.0,67935756.0,38170.0,49087.0,6.73,2.04,0.3,0.09,0.505,5.8,19.8,32.1,31.7,25.2,22.6,20.5,102.0,1.3,1900.0,13140.0,478.0,,30.0,13.0,46.0,,143.0,91.0,,,,,174.0,134.0,,,,,,,,,,44830.0,Mount Remarkable (DC),649.0
2013,1006.0,47.0,44504400.0,34797.0,44239.0,59.6,556.0,54.0,2570907.0,2149.0,4624.0,15.9,1054.0,53.0,7382565.0,699.0,7004.0,21.4,63.0,58.0,1197928.0,13146.0,19015.0,2.0,1346.0,52.0,54106158.0,31247.0,40198.0,9.49,2.26,0.24,0.03,0.596,6.9,21.7,34.5,37.6,25.7,20.1,16.6,212.0,2.5,4113.0,12000.0,490.0,,33.0,18.0,39.0,,127.0,70.0,20.0,,,,188.0,158.0,,,,,,,,,,44830.0,Mount Remarkable (DC),650.0
2012,996.0,47.0,42150054.0,34294.0,42319.0,57.8,572.0,53.0,8373752.0,7952.0,14639.0,18.7,1074.0,53.0,7771170.0,895.0,7236.0,20.2,55.0,59.0,923423.0,9774.0,16790.0,2.0,1368.0,51.0,58317752.0,33499.0,42630.0,9.89,2.17,0.22,0.04,0.568,6.6,21.0,33.9,35.0,24.7,20.2,20.1,115.0,1.9,5175.0,16676.0,,,,,,,,,,,,,,,,,,,,,,,,44830.0,Mount Remarkable (DC),651.0
2011,997.0,46.0,39446866.0,31463.0,39566.0,58.0,574.0,52.0,16931713.0,14522.0,29498.0,23.8,1037.0,52.0,7133128.0,816.0,6879.0,15.4,52.0,59.0,1359577.0,16584.0,26146.0,1.9,1384.0,50.0,64317029.0,34417.0,46472.0,8.02,2.1,0.26,0.09,0.509,7.3,20.8,32.9,31.6,23.8,21.1,23.6,161.0,0.9,1888.0,5870.0,,,,,,,,,,,,,,,,,,,,,,,565.0,44830.0,Mount Remarkable (DC),652.0
2014,3597.0,44.0,144925448.0,32952.0,40291.0,64.2,1410.0,54.0,14612922.0,5782.0,10364.0,13.2,3467.0,52.0,33546116.0,618.0,9676.0,19.5,207.0,59.0,4296715.0,15033.0,20757.0,2.2,4724.0,50.0,193832648.0,32333.0,41031.0,6.09,1.97,0.32,0.12,0.49200000000000005,7.0,20.5,32.1,35.8,30.2,20.5,13.5,443.0,10.0,3768.0,22526.0,1231.0,,52.0,22.0,65.0,,270.0,225.0,66.0,,,22.0,539.0,423.0,,,,,,,,,,24250.0,Mansfield (S),737.0
2014,186.0,46.0,9291226.0,35490.0,49953.0,55.7,127.0,53.0,6524300.0,26020.0,51372.0,28.0,208.0,52.0,3675536.0,902.0,17671.0,15.5,,,,,,,261.0,50.0,18919617.0,54019.0,72489.0,6.61,1.91,0.29,0.13,0.518,,23.3,35.6,24.2,19.7,21.2,34.8,,,,,98.0,,,,,,36.0,,,,,,40.0,35.0,,,,,,,,,,59330.0,Wyalkatchem (S),1931.0
2013,4941.0,40.0,449367531.0,50303.0,90947.0,59.4,1010.0,52.0,73604017.0,13220.0,72875.0,6.8,5337.0,51.0,190933634.0,3477.0,35775.0,29.5,298.0,75.0,12400927.0,30472.0,41614.0,2.5,6443.0,48.0,720279412.0,60992.0,111793.0,8.08,2.47,0.31,0.13,0.609,13.5,32.9,46.5,22.7,16.9,17.5,42.9,985.0,87.4,5835.0,88778.0,591.0,,67.0,35.0,,,185.0,76.0,,,123.0,,140.0,139.0,,,,,,,,,,51750.0,Claremont (T),540.0
2015,5109.0,37.0,190299347.0,27019.0,37248.0,66.7,2271.0,54.0,15582980.0,2379.0,6862.0,17.6,3734.0,50.0,19533441.0,310.0,5231.0,13.4,122.0,57.0,3368641.0,14348.0,27612.0,1.1,5612.0,46.0,213098799.0,29964.0,37972.0,7.48,2.04,0.27,0.06,0.5670000000000001,6.9,21.2,34.4,39.8,29.1,17.9,13.2,359.0,9.3,3877.0,25827.0,1571.0,4.0,61.0,32.0,160.0,,571.0,393.0,142.0,,,66.0,821.0,660.0,,,,,,,,,,35760.0,North Burnett (R),680.0
2014,4911.0,38.0,182098314.0,27219.0,37080.0,68.3,2255.0,53.0,2628478.0,515.0,1166.0,14.9,3567.0,51.0,21549126.0,404.0,6041.0,14.9,113.0,58.0,2437649.0,14632.0,21572.0,1.1,5504.0,46.0,197857606.0,28816.0,35948.0,8.73,2.05,0.23,0.03,0.591,6.7,21.6,34.9,40.4,29.0,18.1,12.6,355.0,16.9,4386.0,47730.0,1517.0,5.0,69.0,33.0,145.0,,571.0,379.0,131.0,,,60.0,820.0,668.0,,,,,,,,,,35760.0,North Burnett (R),681.0
2013,5092.0,37.0,180866541.0,25199.0,35520.0,68.5,2277.0,53.0,-3050613.0,-533.0,-1340.0,13.0,3628.0,50.0,20610428.0,443.0,5681.0,15.3,129.0,57.0,2710427.0,13952.0,21011.0,1.3,5645.0,45.0,191032827.0,26731.0,33841.0,9.24,2.16,0.23,0.01,0.631,6.9,22.0,35.9,42.2,27.5,17.5,12.8,338.0,21.0,1700.0,62138.0,1495.0,5.0,77.0,35.0,131.0,,570.0,327.0,142.0,,,67.0,860.0,696.0,,,,,,,,,,35760.0,North Burnett (R),682.0
2012,4973.0,37.0,170941398.0,25889.0,34374.0,69.4,2297.0,52.0,14079779.0,2320.0,6130.0,15.4,3644.0,50.0,21868302.0,511.0,6001.0,13.3,139.0,58.0,3121509.0,12464.0,22457.0,1.3,5856.0,45.0,204934599.0,27979.0,34996.0,7.22,2.05,0.28,0.09,0.5589999999999999,6.5,20.8,33.9,39.5,29.7,17.6,13.2,261.0,11.4,5251.0,43635.0,,,,,,,,,,,,,,,,,,,,,,,,35760.0,North Burnett (R),683.0
2011,4844.0,37.0,154546788.0,24804.0,31905.0,69.1,2265.0,52.0,13950479.0,2656.0,6159.0,15.9,3495.0,50.0,20145260.0,551.0,5764.0,13.2,126.0,58.0,2599083.0,13439.0,20628.0,1.1,5811.0,45.0,187775385.0,25929.0,32314.0,7.62,2.06,0.27,0.06,0.57,7.1,21.3,34.3,39.6,29.8,18.3,12.3,372.0,11.3,2934.0,30457.0,,,,,,,,,,,,,,,,,,,,,,,548.0,35760.0,North Burnett (R),684.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,12.0,7.0,,,,,,,,,,30450.0,Barcoo (S),685.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,16.0,9.0,,,,,,,,,,30450.0,Barcoo (S),686.0
2012,4720.0,40.0,417039003.0,48107.0,88356.0,60.3,975.0,52.0,69435666.0,13200.0,71216.0,6.7,5231.0,51.0,177165059.0,3658.0,33868.0,29.3,324.0,71.0,12286744.0,27875.0,37922.0,2.5,6253.0,48.0,672474429.0,57339.0,107544.0,8.39,2.41,0.29,0.13,0.622,14.8,34.7,48.1,23.6,17.2,17.2,42.0,970.0,107.9,5431.0,111244.0,,,,,,,,,,,,,,,,,,,,,,,,51750.0,Claremont (T),541.0
2016,151.0,42.0,7673227.0,45572.0,50816.0,74.3,69.0,50.0,1169454.0,6163.0,16949.0,17.4,120.0,49.0,161147.0,131.0,1343.0,7.8,,,,,,,169.0,46.0,8388501.0,45006.0,49636.0,,,,,0.551,,20.7,32.7,28.1,24.6,28.1,19.2,,,,,25.0,,,,,,,5.0,,,,,14.0,12.0,,21.6,29.3,28.9,1.3,1.7,3.4,,918.0,30450.0,Barcoo (S),687.0
2015,154.0,44.0,7365418.0,45450.0,47827.0,72.2,63.0,50.0,1914689.0,3838.0,30392.0,17.7,116.0,49.0,246025.0,183.0,2121.0,9.5,,,,,,,160.0,48.0,8386206.0,42368.0,52414.0,,,,,0.584,,25.1,36.3,24.1,31.6,23.4,20.9,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,30450.0,Barcoo (S),688.0
2014,155.0,43.0,7421756.0,44288.0,47882.0,77.3,67.0,49.0,-1268890.0,1915.0,-18939.0,15.1,119.0,48.0,175415.0,113.0,1474.0,6.4,,,,,,,174.0,47.0,5515333.0,39033.0,31697.0,,,,,,,17.9,32.6,28.5,26.7,25.0,19.8,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,30450.0,Barcoo (S),689.0
2013,156.0,42.0,7168302.0,43569.0,45951.0,72.9,68.0,48.0,188004.0,2425.0,2765.0,16.6,125.0,47.0,210269.0,128.0,1682.0,8.3,,,,,,,178.0,46.0,7397807.0,42866.0,41561.0,,,,,0.5489999999999999,,15.0,27.4,32.6,20.4,28.7,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,30450.0,Barcoo (S),690.0
2012,157.0,41.0,7390011.0,43853.0,47070.0,74.9,65.0,47.0,194785.0,3331.0,2997.0,15.8,120.0,46.0,238700.0,197.0,1989.0,9.3,,,,,,,185.0,44.0,7407744.0,40405.0,40042.0,,,,,0.55,,15.5,27.5,26.8,25.1,30.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,30450.0,Barcoo (S),691.0
2011,146.0,42.0,5862052.0,38435.0,40151.0,75.1,70.0,47.0,1057948.0,11078.0,15114.0,19.7,107.0,46.0,597357.0,298.0,5583.0,3.5,,,,,,,176.0,45.0,7638504.0,39526.0,43401.0,,,,,0.465,,16.3,28.8,23.7,30.1,28.3,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0,30450.0,Barcoo (S),692.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,,,,19.0,60.0,50.0,59.0,5.0,,13.0,6.0,100.0,76.0,123.0,,,,,,,,,26080.0,Queenscliffe (B),693.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,,32.0,17.0,15.0,,49.0,49.0,13.0,,13.0,,102.0,78.0,,,,,,,,,,26080.0,Queenscliffe (B),694.0
2014,177.0,38.0,7598849.0,35745.0,42931.0,90.6,29.0,51.0,192598.0,2.0,6641.0,5.0,88.0,43.0,280168.0,90.0,3184.0,2.5,,,,,,,158.0,39.0,7931869.0,41600.0,50202.0,,,,,0.40700000000000003,,14.9,25.6,22.5,30.6,23.8,23.1,,,,,,,,,,,,28.0,,,,,31.0,27.0,,,,,,,,,,31950.0,Burke (S),761.0
2011,4497.0,40.0,372218775.0,43636.0,82770.0,59.6,951.0,52.0,69207062.0,11734.0,72773.0,6.6,4980.0,51.0,166357872.0,3428.0,33405.0,29.9,319.0,72.0,12591456.0,28456.0,39472.0,2.6,5998.0,48.0,621311988.0,52789.0,103587.0,8.47,2.48,0.29,0.13,0.639,16.6,37.1,50.2,23.5,18.4,17.1,41.0,1077.0,96.5,8080.0,89571.0,,,,,,,,,,,,,,,,,,,,,,,1169.0,51750.0,Claremont (T),542.0
