yr,est_p_inc_emply_inc_num,est_p_inc_emply_inc_med_age_yrs,est_p_inc_tot_emply_inc_aud,est_p_inc_med_emply_inc_aud,est_p_inc_avg_emply_inc_aud,est_p_inc_emply_inc_mn_src_inc_pr100,est_p_inc_own_unincorportd_bsns_inc_num,est_p_inc_own_unincorportd_bsns_inc_med_age_yrs,est_p_inc_tot_own_unincorportd_bsns_inc_aud,est_p_inc_med_own_unincorportd_bsns_inc_aud,est_p_inc_avg_own_unincorportd_bsns_inc_aud,est_p_inc_own_unincorportd_bsns_inc_mn_src_inc_pr100,est_p_inc_investment_inc_num,est_p_inc_investment_inc_med_age_yrs,est_p_inc_tot_investment_inc_aud,est_p_inc_med_investment_inc_aud,est_p_inc_avg_investment_inc_aud,est_p_inc_investment_inc_mn_src_inc_pr100,est_p_inc_super_annuity_inc_num,est_p_inc_super_annuity_inc_med_age_yrs,est_p_inc_tot_super_annuity_inc_aud,est_p_inc_med_super_annuity_inc_aud,est_p_inc_avg_super_annuity_inc_aud,est_p_inc_super_annuity_inc_mn_src_inc_pr100,est_p_inc_tot_inc_excl_gov_pnsn_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_med_age_yrs,est_p_inc_tot_inc_excl_gov_pnsn_aud,est_p_inc_med_tot_inc_excl_gov_pnsn_aud,est_p_inc_avg_tot_inc_excl_gov_pnsn_aud,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p20_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p80_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p20_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_p10_p50_ratio,est_p_inc_tot_inc_excl_gov_pnsn_alwn_gini_coefficient_num,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_1_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_5_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_inc_share_top_10_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_loest_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_second_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_third_quartile_pr100,est_p_inc_tot_inc_excl_gov_pnsn_alwn_hi_quartile_pr100,gcg_rptd_by_taxpayers_gcg_p_num,gcg_rptd_by_taxpayers_gcg_amount_audm,gcg_rptd_by_taxpayers_gcg_med_aud,gcg_rptd_by_taxpayers_gcg_avg_aud,slct_gov_pnsn_alwn_age_pension_centrelink_num,slct_gov_pnsn_alwn_age_pension_dva_num,slct_gov_pnsn_alwn_pension_dva_num,slct_gov_pnsn_alwn_inc_supp_supplement_dva_num,slct_gov_pnsn_alwn_carer_payment_num,slct_gov_pnsn_alwn_carer_alloance_num,slct_gov_pnsn_alwn_dsblty_supp_pension_num,slct_gov_pnsn_alwn_newstart_alloance_num,slct_gov_pnsn_alwn_prnting_payment_single_num,slct_gov_pnsn_alwn_prnting_payment_prtred_num,slct_gov_pnsn_alwn_yth_alloance_full_time_studts_aprtc_num,slct_gov_pnsn_alwn_yth_alloance_oth_num,slct_gov_pnsn_alwn_fam_tax_bft_num,slct_gov_pnsn_alwn_fam_tax_bft_b_num,slct_gov_pnsn_alwn_commonwealth_rent_asst_num,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1_aud499wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud500_aud999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud1000_aud1999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud2000_aud2999wk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_aud3000_plswk_pr100,tot_p_inc_wk_p_ov_15_yrs_p_earn_nil_inc_pr100,tot_p_inc_wk_p_ov_15_yrs_p_negative_inc_pr100,eq_t_hs_inc_fam_lone_grp_hslds_med_eq_t_hs_inc_wk_aud,lga_code18,lga_name18,ogc_fid
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2440.0,,,,278.0,731.0,817.0,671.0,350.0,77.0,51.0,120.0,1882.0,1370.0,1380.0,,,,,,,,,13450.0,Griffith (C),543.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2491.0,,43.0,27.0,278.0,,847.0,667.0,369.0,84.0,70.0,116.0,1989.0,1442.0,,,,,,,,,,13450.0,Griffith (C),544.0
2016,13937.0,36.0,632142695.0,41042.0,45357.0,78.2,3016.0,51.0,83061929.0,11645.0,27540.0,10.3,9720.0,45.0,74992057.0,292.0,7715.0,10.6,215.0,58.0,4156356.0,11289.0,19332.0,0.6,14896.0,41.0,767303833.0,43867.0,51511.0,4.3,1.72,0.4,0.18,0.439,7.3,19.3,29.8,26.0,28.9,27.9,17.2,815.0,69.4,2811.0,85166.0,2589.0,,47.0,34.0,292.0,,903.0,731.0,361.0,,64.0,131.0,2091.0,1593.0,,26.2,28.9,19.6,2.9,1.6,6.7,0.6,797.0,13450.0,Griffith (C),545.0
2015,13327.0,37.0,585484072.0,40482.0,43932.0,75.7,3298.0,52.0,82469204.0,10469.0,25006.0,11.2,9904.0,46.0,84348868.0,411.0,8517.0,11.8,266.0,57.0,5800290.0,10781.0,21806.0,0.7,14563.0,42.0,733715137.0,42969.0,50382.0,4.34,1.7,0.39,0.17,0.444,7.9,19.8,30.2,26.8,28.0,28.3,16.9,874.0,25.4,3654.0,29076.0,2587.0,,53.0,38.0,289.0,,938.0,835.0,367.0,,70.0,163.0,2130.0,1659.0,,,,,,,,,,13450.0,Griffith (C),546.0
2014,12725.0,37.0,546062676.0,39473.0,42913.0,76.0,3206.0,51.0,73975416.0,10615.0,23074.0,11.0,9568.0,46.0,80092300.0,445.0,8371.0,11.9,243.0,58.0,4819781.0,11150.0,19834.0,0.7,14159.0,42.0,688735071.0,41551.0,48643.0,4.23,1.69,0.4,0.18,0.445,7.8,19.8,30.2,26.2,29.3,28.0,16.4,773.0,27.7,2161.0,35847.0,2522.0,,54.0,44.0,291.0,,1000.0,749.0,355.0,,85.0,154.0,2151.0,1651.0,,,,,,,,,,13450.0,Griffith (C),547.0
2013,12694.0,37.0,523142676.0,37705.0,41212.0,75.7,3270.0,50.0,61233435.0,9082.0,18726.0,11.0,9518.0,46.0,86268975.0,438.0,9064.0,11.9,234.0,57.0,4368301.0,9580.0,18668.0,0.6,14129.0,42.0,660961473.0,40120.0,46780.0,4.48,1.71,0.38,0.16,0.457,8.2,20.1,30.5,27.4,28.9,27.3,16.3,687.0,21.2,1152.0,30794.0,2500.0,,59.0,51.0,264.0,,990.0,653.0,332.0,,103.0,150.0,2167.0,1615.0,,,,,,,,,,13450.0,Griffith (C),548.0
2012,12230.0,37.0,495023181.0,37085.0,40476.0,75.8,3223.0,50.0,37992385.0,5984.0,11788.0,9.9,9444.0,45.0,89511083.0,416.0,9478.0,13.0,228.0,57.0,4549697.0,11657.0,19955.0,0.6,13960.0,42.0,622569052.0,37943.0,44597.0,4.87,1.71,0.35,0.14,0.48100000000000004,9.8,21.5,32.0,28.1,28.6,27.6,15.6,556.0,21.5,2241.0,38665.0,,,,,,,,,,,,,,,,,,,,,,,,13450.0,Griffith (C),549.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.0,,,,32.0,124.0,282.0,252.0,34.0,15.0,275.0,19.0,282.0,230.0,623.0,,,,,,,,,57980.0,Subiaco (C),622.0
2016,9484.0,38.0,841236305.0,60318.0,88701.0,68.0,1624.0,51.0,100729743.0,14001.0,62026.0,7.2,8931.0,47.0,188738078.0,1127.0,21133.0,21.6,382.0,65.0,13561325.0,26590.0,35501.0,1.8,10804.0,44.0,1095236462.0,64998.0,101373.0,7.08,2.19,0.31,0.13,0.561,11.5,28.8,41.2,22.3,17.2,18.6,41.9,1418.0,54.8,3490.0,38665.0,,,,,,,,,,,,,,,,18.8,15.6,24.7,10.2,11.8,8.2,0.3,1381.0,57980.0,Subiaco (C),623.0
2013,154.0,40.0,7279773.0,42427.0,47271.0,92.5,24.0,59.0,432090.0,2102.0,18004.0,5.5,,,,,,,,,,,,,147.0,40.0,7567771.0,48406.0,51481.0,,,,,0.38299999999999995,,13.1,23.0,20.5,24.7,28.8,26.0,,,,,,,,,,,,34.0,,,,,26.0,,,,,,,,,,,31950.0,Burke (S),762.0
2015,9547.0,38.0,882028247.0,61457.0,92388.0,70.2,1435.0,50.0,96531856.0,15124.0,67270.0,6.1,8737.0,46.0,191896627.0,1366.0,21964.0,20.8,383.0,66.0,12342123.0,26174.0,32225.0,1.7,10608.0,44.0,1132143034.0,66884.0,106725.0,6.7,2.2,0.33,0.15,0.561,11.7,29.3,41.8,20.6,17.3,18.3,43.8,1467.0,50.5,4917.0,34391.0,,,,,,,,,,,,,,,,,,,,,,,,57980.0,Subiaco (C),624.0
2014,9077.0,38.0,809291021.0,59552.0,89158.0,70.8,1379.0,50.0,85887284.0,14482.0,62282.0,5.9,8363.0,46.0,181661600.0,1335.0,21722.0,20.2,383.0,66.0,12716182.0,25017.0,33202.0,1.8,10219.0,43.0,1057787687.0,65956.0,103512.0,6.67,2.19,0.33,0.15,0.5539999999999999,11.0,28.1,40.8,20.4,16.9,18.6,44.1,1407.0,72.4,4552.0,51481.0,,,,,,,,,,,,,,,,,,,,,,,,57980.0,Subiaco (C),625.0
2013,8913.0,37.0,780924181.0,58097.0,87616.0,70.7,1381.0,50.0,92699498.0,15699.0,67125.0,6.5,8164.0,45.0,162324738.0,1281.0,19883.0,19.9,359.0,65.0,11068839.0,22941.0,30832.0,1.7,10072.0,42.0,1025825601.0,64568.0,101849.0,6.82,2.2,0.32,0.15,0.56,11.8,28.5,41.3,20.7,16.9,18.2,44.2,1201.0,66.2,2943.0,55145.0,,,,,,,,,,,,,,,,,,,,,,,,57980.0,Subiaco (C),626.0
2012,8634.0,37.0,698208602.0,54780.0,80867.0,71.0,1393.0,50.0,91342953.0,12723.0,65573.0,6.4,7915.0,45.0,160351104.0,1300.0,20259.0,19.7,385.0,64.0,11937847.0,22518.0,31007.0,1.8,9824.0,43.0,944390174.0,61079.0,96131.0,6.97,2.22,0.32,0.14,0.5589999999999999,11.0,28.1,40.9,20.9,17.1,18.3,43.7,1123.0,67.5,4224.0,60137.0,,,,,,,,,,,,,,,,,,,,,,,,57980.0,Subiaco (C),627.0
2011,8227.0,37.0,618309358.0,50100.0,75156.0,70.5,1399.0,50.0,86123712.0,12307.0,61561.0,6.7,7566.0,46.0,147578386.0,1402.0,19505.0,19.7,387.0,64.0,10466996.0,20331.0,27047.0,1.9,9543.0,43.0,849095267.0,55531.0,88976.0,7.0,2.22,0.32,0.14,0.5670000000000001,12.1,29.1,41.8,21.2,17.7,19.1,42.0,1369.0,66.2,5000.0,48346.0,,,,,,,,,,,,,,,,,,,,,,,1191.0,57980.0,Subiaco (C),628.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13965.0,,,,1370.0,3496.0,3787.0,6645.0,2595.0,780.0,1410.0,1002.0,13907.0,11354.0,9160.0,,,,,,,,,58760.0,Wanneroo (C),629.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13543.0,31.0,828.0,146.0,1232.0,,3682.0,6244.0,2597.0,820.0,1397.0,1018.0,13946.0,11419.0,,,,,,,,,,58760.0,Wanneroo (C),630.0
2016,99311.0,37.0,6121849791.0,52054.0,61643.0,81.4,15017.0,43.0,397120140.0,16414.0,26445.0,8.6,67122.0,42.0,294129809.0,60.0,4382.0,8.0,2015.0,58.0,49094008.0,17464.0,24364.0,1.0,105933.0,40.0,6604972864.0,51673.0,62350.0,4.44,1.81,0.41,0.21,0.431,5.7,17.8,28.9,21.5,24.7,26.5,27.3,3069.0,90.1,2825.0,29350.0,13058.0,27.0,856.0,162.0,1188.0,,3769.0,5475.0,2489.0,,1319.0,782.0,13613.0,11436.0,,25.0,22.1,25.4,5.8,2.5,10.8,0.6,960.0,58760.0,Wanneroo (C),631.0
2015,98497.0,37.0,6061669090.0,51360.0,61542.0,82.0,14297.0,43.0,415073289.0,18502.0,29032.0,8.5,65183.0,42.0,309900592.0,83.0,4754.0,7.7,1931.0,58.0,48154126.0,16690.0,24937.0,0.9,104200.0,39.0,6581783394.0,51904.0,63165.0,4.31,1.81,0.42,0.22,0.429,5.7,17.9,29.1,20.7,24.3,26.6,28.5,3441.0,104.6,3575.0,30405.0,12305.0,27.0,890.0,175.0,1129.0,,3893.0,4697.0,2362.0,,1223.0,751.0,13328.0,12240.0,,,,,,,,,,58760.0,Wanneroo (C),632.0
2014,92817.0,37.0,5606577152.0,50350.0,60405.0,82.5,13571.0,43.0,393441752.0,18714.0,28991.0,8.4,60479.0,42.0,302663123.0,102.0,5004.0,7.3,1735.0,59.0,39516188.0,16789.0,22776.0,0.9,99312.0,39.0,6181056797.0,51075.0,62239.0,4.28,1.81,0.42,0.23,0.428,5.6,17.8,29.0,20.5,24.2,26.3,29.0,3435.0,116.1,4143.0,33801.0,11560.0,25.0,924.0,180.0,1032.0,,3945.0,4007.0,2352.0,,1324.0,702.0,13368.0,12188.0,,,,,,,,,,58760.0,Wanneroo (C),633.0
2013,88185.0,37.0,5204376775.0,49229.0,59017.0,82.4,13106.0,43.0,377942730.0,18526.0,28837.0,8.5,56269.0,42.0,282028155.0,121.0,5012.0,7.3,1710.0,59.0,37733485.0,16494.0,22066.0,0.9,94406.0,39.0,5776871753.0,50323.0,61192.0,4.29,1.81,0.42,0.23,0.429,5.8,17.9,29.1,20.5,24.0,26.4,29.1,3005.0,102.3,3784.0,34046.0,11105.0,26.0,963.0,180.0,954.0,,3789.0,3499.0,2265.0,,1284.0,667.0,13280.0,12132.0,,,,,,,,,,58760.0,Wanneroo (C),634.0
2012,81333.0,37.0,4536796831.0,47096.0,55781.0,81.9,12747.0,42.0,354687175.0,18324.0,27825.0,8.7,53127.0,42.0,238520039.0,140.0,4490.0,7.5,1677.0,59.0,38739068.0,18256.0,23100.0,0.9,89111.0,39.0,5085620458.0,47299.0,57071.0,4.47,1.8,0.4,0.21,0.43200000000000005,5.8,17.8,29.0,21.4,24.1,26.2,28.3,2606.0,106.5,3056.0,40872.0,,,,,,,,,,,,,,,,,,,,,,,,58760.0,Wanneroo (C),635.0
2011,74449.0,37.0,3845686872.0,44594.0,51655.0,80.9,12576.0,42.0,338165736.0,18569.0,26890.0,9.4,48011.0,42.0,202441993.0,146.0,4217.0,7.7,1626.0,59.0,34014510.0,17139.0,20919.0,1.0,83341.0,39.0,4366756587.0,44284.0,52396.0,4.52,1.78,0.39,0.19,0.431,5.8,17.7,28.6,21.7,24.4,26.7,27.2,3461.0,85.7,3443.0,24767.0,,,,,,,,,,,,,,,,,,,,,,,868.0,58760.0,Wanneroo (C),636.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,16.0,15.0,32.0,141.0,41.0,19.0,,22.0,108.0,102.0,20.0,,,,,,,,,55250.0,Meekatharra (S),637.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,13.0,,38.0,142.0,38.0,8.0,,23.0,94.0,90.0,,,,,,,,,,55250.0,Meekatharra (S),638.0
2016,426.0,41.0,21021690.0,37221.0,49347.0,81.7,63.0,52.0,2641219.0,24522.0,41924.0,10.4,227.0,43.0,1056318.0,62.0,4653.0,6.6,,,,,,,392.0,43.0,22777543.0,47165.0,58106.0,5.41,1.87,0.35,0.16,0.474,,19.9,31.9,26.5,24.4,24.4,24.7,,,,,55.0,,,,11.0,,40.0,118.0,30.0,,,27.0,111.0,104.0,,17.4,15.8,19.5,12.3,5.4,4.5,0.5,989.0,55250.0,Meekatharra (S),639.0
2015,410.0,40.0,19990962.0,42022.0,48758.0,78.5,77.0,54.0,2254459.0,22800.0,29279.0,13.2,215.0,45.0,887726.0,148.0,4129.0,7.3,,,,,,,395.0,43.0,21965027.0,48450.0,55608.0,4.58,1.72,0.38,0.12,0.44299999999999995,,16.1,28.0,23.5,25.6,25.8,25.1,,,,,55.0,,,,,,41.0,160.0,34.0,,,32.0,112.0,103.0,,,,,,,,,,55250.0,Meekatharra (S),640.0
2014,402.0,40.0,19293068.0,37860.0,47993.0,81.3,76.0,54.0,1759427.0,17117.0,23150.0,11.3,217.0,45.0,1031012.0,188.0,4751.0,6.6,,,,,,,380.0,43.0,19639303.0,40315.0,51682.0,4.12,2.03,0.49,0.23,0.45,,17.9,29.6,23.0,34.3,19.8,23.0,,,,,61.0,,4.0,,,,50.0,137.0,45.0,,,34.0,120.0,116.0,,,,,,,,,,55250.0,Meekatharra (S),641.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,8.0,13.0,27.0,23.0,,7.0,,,47.0,27.0,18.0,,,,,,,,,45400.0,Orroroo/Carrieton (DC),653.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,4.0,5.0,8.0,,30.0,20.0,,6.0,,,46.0,26.0,,,,,,,,,,45400.0,Orroroo/Carrieton (DC),654.0
2016,366.0,46.0,14705877.0,32728.0,40180.0,54.3,214.0,54.0,8885753.0,22716.0,41522.0,28.8,394.0,53.0,2278673.0,883.0,5783.0,13.5,20.0,,550888.0,,27544.0,,475.0,52.0,25568710.0,42559.0,53829.0,5.31,2.01,0.38,0.16,0.455,,16.3,28.8,26.1,28.8,21.1,24.0,42.0,0.1,1396.0,2580.0,144.0,,4.0,4.0,10.0,,32.0,19.0,,,,,48.0,32.0,,39.4,23.1,17.5,3.6,1.1,3.9,0.5,644.0,45400.0,Orroroo/Carrieton (DC),655.0
2012,157.0,37.0,7151073.0,40800.0,45548.0,92.3,,,,,,,86.0,42.0,147722.0,100.0,1718.0,1.3,,,,,,,153.0,39.0,7499109.0,43089.0,49014.0,,,,,0.391,,12.5,24.0,23.2,26.5,27.7,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,31950.0,Burke (S),763.0
2015,402.0,47.0,16001886.0,32415.0,39806.0,54.5,258.0,56.0,7994544.0,20285.0,30987.0,27.6,433.0,54.0,2542099.0,1019.0,5871.0,15.2,,,,,,,539.0,52.0,26390644.0,41030.0,48962.0,5.42,1.87,0.34,0.14,0.442,4.0,16.6,27.8,29.1,28.2,23.9,18.7,63.0,1.6,4246.0,25697.0,154.0,,6.0,5.0,,,29.0,,,,,,,,,,,,,,,,,45400.0,Orroroo/Carrieton (DC),656.0
2014,396.0,47.0,15346900.0,31200.0,38755.0,56.3,257.0,55.0,5163412.0,9003.0,20091.0,21.7,448.0,54.0,2580075.0,1237.0,5759.0,18.9,,,,,,,547.0,52.0,23463758.0,34991.0,42895.0,6.47,2.01,0.31,0.12,0.488,4.6,17.9,30.0,34.7,27.2,22.2,16.0,55.0,2.4,3549.0,43353.0,153.0,,6.0,6.0,,,34.0,21.0,,,,,,,,,,,,,,,,45400.0,Orroroo/Carrieton (DC),657.0
2016,1222.0,50.0,67288490.0,41113.0,55064.0,49.9,305.0,58.0,5149377.0,7447.0,16883.0,7.6,1580.0,61.0,37556504.0,3475.0,23770.0,38.3,120.0,64.0,3716237.0,21237.0,30969.0,3.4,1867.0,59.0,110413753.0,40086.0,59140.0,8.18,2.17,0.27,0.1,0.569,11.0,26.7,39.1,34.7,21.8,19.0,24.5,328.0,12.5,3002.0,38099.0,602.0,,37.0,20.0,,,50.0,44.0,18.0,,10.0,,114.0,87.0,,27.9,25.0,22.0,4.8,3.4,5.5,0.5,834.0,26080.0,Queenscliffe (B),695.0
2015,1283.0,49.0,66822422.0,40315.0,52083.0,51.1,330.0,57.0,6364326.0,7252.0,19286.0,7.8,1623.0,60.0,35310847.0,3169.0,21757.0,36.9,135.0,61.0,3777321.0,19321.0,27980.0,3.3,1898.0,58.0,108458754.0,39762.0,57144.0,8.91,2.19,0.25,0.1,0.556,8.6,25.6,38.3,34.3,22.0,19.8,23.9,340.0,26.2,4966.0,77196.0,600.0,,35.0,23.0,,,,64.0,,,,,,,,,,,,,,,,26080.0,Queenscliffe (B),696.0
2014,1228.0,49.0,66208467.0,40446.0,53916.0,51.6,334.0,57.0,6500167.0,6529.0,19462.0,7.9,1616.0,60.0,38454709.0,3360.0,23796.0,36.3,123.0,62.0,3498039.0,18242.0,28439.0,3.3,1914.0,58.0,112687238.0,36757.0,58875.0,8.28,2.28,0.27,0.09,0.58,11.2,29.2,42.0,35.3,22.3,19.4,23.0,331.0,17.0,4234.0,51419.0,582.0,,41.0,34.0,24.0,,64.0,57.0,,,,,,,,,,,,,,,,26080.0,Queenscliffe (B),697.0
2013,1194.0,48.0,63128988.0,38078.0,52872.0,51.2,337.0,57.0,5223569.0,4687.0,15500.0,6.5,1566.0,59.0,39557662.0,3337.0,25260.0,37.7,131.0,66.0,3100127.0,15804.0,23665.0,3.6,1889.0,57.0,108997601.0,35200.0,57701.0,9.13,2.37,0.26,0.09,0.586,13.1,30.4,42.8,35.7,22.0,19.3,22.9,280.0,7.4,2426.0,26314.0,585.0,,44.0,37.0,24.0,,72.0,46.0,21.0,,28.0,,,,,,,,,,,,,26080.0,Queenscliffe (B),698.0
2012,1237.0,47.0,60586167.0,37341.0,48978.0,52.1,302.0,57.0,5164912.0,6681.0,17102.0,6.4,1616.0,59.0,37314108.0,3135.0,23090.0,37.4,130.0,62.0,3432014.0,16096.0,26400.0,3.2,1939.0,56.0,105398194.0,34768.0,54357.0,9.59,2.34,0.24,0.08,0.5760000000000001,11.1,27.9,40.5,35.2,21.9,18.8,24.1,288.0,8.5,3875.0,29509.0,,,,,,,,,,,,,,,,,,,,,,,,26080.0,Queenscliffe (B),699.0
2011,1200.0,46.0,58164550.0,36231.0,48470.0,51.4,313.0,56.0,5172397.0,7002.0,16525.0,7.1,1619.0,58.0,32741013.0,3181.0,20223.0,36.8,134.0,62.0,3027514.0,15832.0,22593.0,3.6,1957.0,56.0,98453078.0,32251.0,50308.0,10.39,2.43,0.23,0.09,0.568,10.0,26.3,39.0,34.4,23.6,17.3,24.6,290.0,9.5,5404.0,32803.0,,,,,,,,,,,,,,,,,,,,,,,725.0,26080.0,Queenscliffe (B),700.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.0,,,,71.0,138.0,266.0,185.0,22.0,22.0,6.0,17.0,293.0,201.0,207.0,,,,,,,,,42110.0,Goyder (DC),701.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,,27.0,4.0,72.0,,266.0,187.0,29.0,24.0,10.0,20.0,315.0,217.0,,,,,,,,,,42110.0,Goyder (DC),702.0
2013,403.0,45.0,14855574.0,28931.0,36862.0,60.5,263.0,55.0,1544601.0,876.0,5873.0,16.1,441.0,53.0,2563269.0,1239.0,5812.0,19.6,,,,,,,543.0,52.0,18820274.0,28858.0,34660.0,9.67,2.24,0.23,,0.5770000000000001,4.3,17.8,30.9,40.2,26.4,19.9,13.5,101.0,1.6,4384.0,15808.0,143.0,,6.0,7.0,,,35.0,,,,,,,,,,,,,,,,,45400.0,Orroroo/Carrieton (DC),658.0
2012,394.0,45.0,14519067.0,30731.0,36850.0,57.6,259.0,55.0,6419564.0,10279.0,24786.0,22.9,450.0,53.0,2654670.0,1168.0,5899.0,15.8,21.0,59.0,266453.0,9601.0,12688.0,2.6,547.0,51.0,23479650.0,35245.0,42924.0,6.68,1.89,0.28,0.12,0.506,5.0,19.4,32.4,34.5,25.3,22.8,17.4,38.0,0.4,4193.0,11006.0,,,,,,,,,,,,,,,,,,,,,,,,45400.0,Orroroo/Carrieton (DC),659.0
2016,1512.0,45.0,62560542.0,37161.0,41376.0,59.5,750.0,53.0,17821100.0,10698.0,23761.0,21.1,1465.0,52.0,10919883.0,308.0,7454.0,15.8,84.0,60.0,1871571.0,20099.0,22281.0,2.4,1959.0,50.0,90020801.0,37626.0,45952.0,5.85,1.84,0.31,0.09,0.491,7.4,20.9,32.2,32.0,29.4,23.7,14.8,161.0,3.4,1298.0,21210.0,669.0,,24.0,6.0,67.0,,271.0,195.0,39.0,,10.0,33.0,344.0,257.0,,40.0,24.7,15.7,1.6,1.2,6.3,0.7,598.0,42110.0,Goyder (DC),703.0
2015,1589.0,45.0,64167283.0,35517.0,40382.0,59.3,826.0,53.0,19721065.0,11830.0,23875.0,22.4,1547.0,52.0,11274634.0,425.0,7288.0,15.9,70.0,60.0,2028677.0,23790.0,28981.0,1.6,2069.0,50.0,93124657.0,37129.0,45010.0,6.12,1.93,0.32,0.11,0.493,7.0,19.7,31.2,32.4,28.0,23.4,16.2,176.0,4.3,2261.0,24382.0,673.0,,30.0,7.0,73.0,,279.0,198.0,50.0,,,21.0,356.0,272.0,,,,,,,,,,42110.0,Goyder (DC),704.0
2014,1595.0,44.0,62602405.0,34208.0,39249.0,60.6,835.0,53.0,14401326.0,9333.0,17247.0,19.8,1577.0,52.0,13207299.0,516.0,8375.0,16.7,85.0,59.0,2277956.0,17540.0,26799.0,2.0,2098.0,49.0,88608907.0,34178.0,42235.0,6.74,1.96,0.29,0.08,0.513,8.5,21.1,32.6,34.9,28.2,22.3,14.6,155.0,4.1,1147.0,26179.0,652.0,,36.0,11.0,68.0,,291.0,172.0,41.0,,,30.0,358.0,279.0,,,,,,,,,,42110.0,Goyder (DC),705.0
2013,1528.0,44.0,58875924.0,33128.0,38531.0,61.4,811.0,53.0,6720728.0,3638.0,8287.0,15.8,1528.0,51.0,10555445.0,570.0,6908.0,19.3,79.0,59.0,1500783.0,17085.0,18997.0,1.7,2034.0,49.0,75226578.0,31613.0,36985.0,7.37,1.93,0.26,0.03,0.561,6.5,20.0,32.4,37.2,27.6,22.2,13.0,305.0,4.6,4741.0,15135.0,647.0,,35.0,13.0,59.0,,300.0,165.0,39.0,,,,365.0,284.0,,,,,,,,,,42110.0,Goyder (DC),706.0
2012,1594.0,43.0,58747034.0,32812.0,36855.0,61.5,839.0,52.0,15859255.0,9109.0,18903.0,19.2,1544.0,51.0,9730764.0,631.0,6302.0,16.5,82.0,58.0,1882374.0,19200.0,22956.0,1.7,2083.0,48.0,84496372.0,35112.0,40565.0,7.03,1.88,0.27,0.08,0.514,5.8,19.3,31.2,32.8,27.2,23.8,16.1,145.0,7.4,2460.0,51103.0,,,,,,,,,,,,,,,,,,,,,,,,42110.0,Goyder (DC),707.0
2011,1548.0,44.0,54457584.0,30583.0,35179.0,60.7,834.0,52.0,18641882.0,9616.0,22352.0,20.9,1550.0,50.0,9185664.0,649.0,5926.0,15.8,79.0,59.0,1861747.0,15366.0,23566.0,1.7,2077.0,48.0,82835144.0,33023.0,39882.0,6.75,1.87,0.28,0.1,0.504,6.5,20.1,31.8,33.0,25.3,25.2,16.4,259.0,5.9,1444.0,22750.0,,,,,,,,,,,,,,,,,,,,,,,531.0,42110.0,Goyder (DC),708.0
2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920.0,,,,410.0,813.0,1300.0,1160.0,277.0,86.0,46.0,236.0,1357.0,1127.0,1270.0,,,,,,,,,46450.0,Port Pirie City and Dists (M),709.0
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963.0,,134.0,61.0,372.0,,1291.0,1120.0,278.0,106.0,61.0,221.0,1392.0,1159.0,,,,,,,,,,46450.0,Port Pirie City and Dists (M),710.0
