lga_code_2016,num_pns_pres_cen_ngt_1_fam_hh,nu_pn_pre_cen_ngt_1_no_fam_hh,num_pns_pres_cen_ngt_1_tot,num_pns_pres_cen_ngt_2_fam_hh,nu_pn_pre_cen_ngt_2_no_fam_hh,num_pns_pres_cen_ngt_2_tot,num_pns_pres_cen_ngt_3_fam_hh,nu_pn_pre_cen_ngt_3_no_fam_hh,num_pns_pres_cen_ngt_3_tot,num_pns_pres_cen_ngt_4_fam_hh,nu_pn_pre_cen_ngt_4_no_fam_hh,num_pns_pres_cen_ngt_4_tot,num_pns_pres_cen_ngt_5_fam_hh,nu_pn_pre_cen_nt_5_non_fam_hh,nu_pn_pre_cen_ngt_5_tot,num_pn_pres_cen_ngt_6_fam_hh,nu_pn_pre_ce_ngt_6_no_fam_hh,num_pns_pres_cen_ngt_6_tot,tot_family_households,tot_non_family_households,tot_tot,lga_name16
56160,0,18,18,15,21,28,4,0,3,0,0,0,3,0,3,3,0,3,25,37,59,Murchison (S)
56230,191,1520,1709,2154,353,2507,844,82,922,762,51,810,360,26,384,193,11,210,4510,2039,6552,Murray (S)
56300,18,154,171,207,57,264,53,13,63,47,14,55,23,0,23,11,0,11,353,238,590,Nannup (S)
65810,178,2279,2451,3027,426,3461,1197,93,1290,1099,62,1152,470,20,492,233,8,236,6200,2883,9087,West Tamar (M)
56370,13,91,99,107,14,129,40,4,50,25,0,25,18,0,22,5,0,5,215,118,328,Narembeen (S)
79399,67,1047,1110,569,595,1162,278,99,374,309,79,387,130,29,166,66,15,82,1416,1868,3279,Unincorporated NT
56460,46,601,645,564,116,681,234,42,278,215,16,233,106,10,113,66,4,70,1231,792,2018,Narrogin (S)
56580,166,1409,1577,1965,289,2258,1089,122,1205,1337,91,1430,680,34,709,229,18,252,5475,1956,7428,Nedlands (C)
56620,0,136,138,55,44,102,50,3,54,32,5,32,56,4,64,96,0,96,292,187,481,Ngaanyatjarraku (S)
63210,51,578,635,847,107,953,300,23,326,280,24,298,112,3,121,72,3,73,1669,740,2405,Kentish (M)
56730,89,1179,1267,1248,259,1509,500,69,567,459,51,514,221,19,241,160,14,170,2666,1591,4257,Northam (S)
56790,49,448,501,479,570,1049,135,41,174,127,33,162,52,3,57,29,5,31,873,1104,1977,Northampton (S)
63410,21,248,274,211,42,256,65,4,66,50,5,50,24,0,26,10,0,13,384,304,688,King Island (M)
63610,320,3241,3559,4422,581,5005,1918,136,2062,1983,68,2053,828,40,869,358,13,369,9835,4078,13914,Kingborough (M)
57630,0,22,26,9,4,17,3,0,3,0,0,0,0,0,0,0,0,3,19,33,51,Sandstone (S)
57700,223,1126,1352,2533,320,2851,1590,111,1703,1576,95,1670,747,45,794,453,26,477,7127,1723,8849,Serpentine-Jarrahdale (S)
57770,12,236,247,118,413,530,27,25,51,41,23,58,12,3,17,9,16,28,221,719,933,Shark Bay (S)
57840,444,5327,5771,4754,1137,5890,2219,446,2665,1984,232,2216,683,57,740,292,29,325,10377,7221,17600,South Perth (C)
57910,2014,24848,26862,23328,4891,28217,11601,1564,13164,10749,826,11580,4165,323,4488,1956,145,2100,53820,32599,86417,Stirling (C)
57980,189,2952,3139,2176,639,2817,918,261,1181,837,113,956,293,37,335,75,16,95,4490,4023,8512,Subiaco (C)
58050,1063,8885,9951,12405,2064,14475,7912,719,8635,7762,464,8226,3435,206,3644,2134,84,2215,34718,12423,47146,Swan (C)
58190,0,49,51,42,18,56,21,0,21,11,3,17,11,0,11,9,0,9,88,65,153,Tammin (S)
58260,3,73,78,77,12,88,26,0,25,29,0,32,15,3,17,4,0,4,151,89,236,Three Springs (S)
63810,85,1096,1179,1571,197,1772,556,55,613,484,25,513,187,8,198,75,0,82,2964,1396,4356,Latrobe (M) (Tas.)
64010,468,8621,9088,7463,1595,9055,3523,473,3998,2906,247,3153,1143,121,1264,571,44,615,16074,11097,27173,Launceston (C)
64210,150,2138,2291,2496,328,2824,1018,90,1104,951,48,999,381,24,401,180,9,186,5165,2635,7807,Meander Valley (M)
64610,92,1451,1542,1702,278,1983,682,68,756,572,36,610,261,11,277,108,8,117,3424,1851,5282,Northern Midlands (M)
64810,136,1579,1711,1808,289,2094,829,72,900,647,37,689,291,17,307,145,5,147,3849,2000,5850,Sorell (M)
57000,3,63,68,54,24,73,18,3,21,10,0,10,15,0,19,3,0,3,114,89,206,Perenjori (S)
57080,309,4447,4759,2755,1398,4157,798,409,1202,344,173,508,99,70,170,41,38,82,4349,6533,10884,Perth (C)
57140,16,150,162,164,32,194,55,10,68,29,3,35,27,3,27,10,0,13,299,202,499,Pingelly (S)
57210,56,551,602,690,114,803,241,26,267,187,17,207,102,5,113,56,8,72,1330,723,2057,Plantagenet (S)
57280,123,1416,1533,1139,575,1716,610,160,776,664,134,797,357,45,399,222,44,267,3120,2363,5481,Port Hedland (T)
57350,9,156,170,141,33,176,36,3,42,29,5,35,17,4,18,16,0,12,249,207,457,Quairading (S)
57420,24,244,265,217,47,265,61,17,72,61,13,69,29,5,40,6,0,6,405,320,723,Ravensthorpe (S)
57490,1284,9227,10507,12521,1990,14514,7188,643,7831,7061,472,7536,3037,193,3227,1555,55,1609,32652,12574,45225,Rockingham (C)
65010,39,580,622,775,112,890,317,28,342,283,16,298,139,8,151,81,3,85,1633,755,2387,Southern Midlands (M)
58330,74,494,571,702,119,822,213,25,236,127,20,149,85,12,99,43,0,43,1248,669,1920,Toodyay (S)
58400,3,61,67,51,20,68,7,4,17,9,0,15,4,0,4,3,0,3,83,87,166,Trayning (S)
58470,0,32,30,11,40,51,5,5,11,10,4,18,0,3,7,9,0,9,46,78,123,Upper Gascoyne (S)
58510,356,4624,4974,3828,1199,5031,1802,446,2247,1407,226,1635,518,80,599,210,35,247,8120,6609,14734,Victoria Park (T)
70200,259,2626,2882,2022,1168,3194,1211,279,1489,1061,178,1235,534,72,604,375,46,418,5468,4361,9830,Alice Springs (T)
58540,12,107,116,113,23,135,39,0,39,53,3,53,14,0,16,9,0,6,231,137,372,Victoria Plains (S)
58570,344,4647,4987,3807,1276,5077,1585,490,2078,1535,231,1767,466,70,538,150,41,191,7889,6754,14645,Vincent (C)
58610,28,252,281,258,58,315,65,4,69,72,9,74,33,4,42,16,0,19,471,332,806,Wagin (S)
58680,8,41,43,73,16,87,27,3,29,16,4,23,4,0,4,5,0,5,129,59,192,Wandering (S)
58760,1438,10800,12238,16902,2444,19343,11270,912,12185,11875,641,12515,5113,270,5382,2890,146,3031,49484,15211,64697,Wanneroo (C)
58820,49,401,449,493,88,578,208,21,236,179,13,196,82,17,97,46,0,51,1056,547,1604,Waroona (S)
58890,6,119,125,125,20,146,32,8,38,32,3,33,17,0,17,5,4,5,215,149,370,West Arthur (S)
59030,0,24,22,32,11,45,9,5,16,13,0,13,4,3,5,3,0,3,62,37,106,Westonia (S)
72800,303,2027,2328,2707,733,3444,2016,313,2326,1931,161,2089,923,101,1024,582,37,622,8458,3371,11835,Palmerston (C)
73600,6,375,382,188,601,784,98,49,152,120,48,167,91,26,116,413,13,428,914,1114,2031,Roper Gulf (R)
74050,3,92,98,118,17,137,77,0,77,84,7,98,80,0,85,135,0,135,501,122,616,Tiwi Islands (R)
74550,7,257,259,112,217,334,52,22,82,55,20,77,43,12,58,134,10,148,407,541,951,Victoria Daly (R)
59100,10,86,98,99,17,115,30,5,35,25,7,34,15,0,15,16,0,16,186,116,297,Wickepin (S)
74560,8,54,60,72,18,91,27,0,28,13,0,11,5,0,5,6,0,6,129,76,201,Wagait (S)
74660,20,286,300,174,305,478,101,44,148,123,47,172,107,20,132,375,52,426,900,753,1656,West Arnhem (R)
74680,0,66,65,38,35,76,36,3,40,44,9,50,50,4,53,233,26,255,400,142,546,West Daly (R)
59170,9,81,93,135,22,154,43,3,49,43,9,47,18,3,25,7,0,7,265,119,381,Williams (S)
59250,3,70,72,21,24,50,4,3,8,15,4,16,11,0,11,14,0,14,62,105,171,Wiluna (S)
89399,3202,37213,40416,40289,8037,48328,22084,2815,24902,22041,1500,23547,8658,548,9205,4028,265,4299,100308,50388,150693,Unincorporated ACT
99399,30,440,473,433,85,520,190,25,224,163,10,171,92,6,95,68,5,75,980,579,1556,Unincorp. Other Territories
59310,7,177,189,190,44,232,62,3,65,68,0,72,25,0,25,7,0,7,358,226,586,Wongan-Ballidu (S)
59320,4,48,51,54,11,65,12,0,19,16,0,20,8,0,8,3,0,3,108,61,164,Woodanilling (S)
59330,9,110,114,55,25,82,22,3,27,14,4,21,10,0,10,0,0,0,111,140,253,Wyalkatchem (S)
59340,76,818,892,537,884,1419,297,131,432,263,108,371,160,54,211,164,28,194,1495,2027,3520,Wyndham-East Kimberley (S)
59350,0,34,34,18,8,20,4,3,4,9,3,10,0,0,3,5,0,10,32,52,84,Yalgoo (S)
59360,15,157,171,145,53,197,41,6,50,40,3,46,11,0,16,4,0,4,267,221,485,Yilgarn (S)
59370,50,453,505,515,102,619,166,25,188,104,15,128,77,12,84,31,7,35,943,613,1553,York (S)
60210,65,966,1032,962,190,1151,274,26,300,192,25,223,69,4,77,42,3,48,1608,1208,2816,Break O'Day (M)
60410,104,1334,1437,1729,279,2006,1046,81,1128,939,59,997,377,25,406,208,11,221,4400,1788,6187,Brighton (M)
60610,141,2454,2598,2409,364,2772,1039,89,1122,878,39,914,355,15,372,159,8,170,4982,2964,7952,Burnie (C)
60810,207,2495,2699,2997,372,3367,1109,66,1172,950,43,995,398,24,417,191,9,200,5850,3012,8859,Central Coast (M) (Tas.)
61010,18,343,361,313,95,403,82,9,97,67,7,74,37,0,38,25,3,22,544,450,1000,Central Highlands (M) (Tas.)
61210,42,860,904,986,171,1154,394,42,441,341,26,368,179,7,187,97,4,96,2042,1108,3147,Circular Head (M)
61410,482,5881,6367,6856,863,7713,3065,214,3281,2855,119,2970,1084,39,1124,447,16,472,14791,7129,21914,Clarence (C)
61510,75,1110,1192,1223,178,1405,555,46,604,481,38,524,203,5,213,112,3,114,2663,1389,4051,Derwent Valley (M)
61610,191,3280,3473,3101,511,3616,1345,114,1458,1109,62,1171,437,29,469,219,13,232,6409,4008,10411,Devonport (C)
61810,61,899,969,935,144,1078,275,23,300,276,14,288,124,10,130,60,0,68,1736,1097,2834,Dorset (M)
62010,11,174,185,142,29,167,48,0,48,26,3,31,7,3,13,4,0,4,243,204,446,Flinders (M) (Tas.)
62210,41,835,881,940,174,1118,302,33,333,269,19,282,133,7,142,76,10,88,1767,1080,2842,George Town (M)
62410,45,643,684,750,167,922,183,28,214,109,11,120,45,6,51,22,0,24,1158,853,2010,Glamorgan/Spring Bay (M)
62610,349,6418,6761,5164,1044,6215,2637,246,2890,2057,149,2201,909,64,966,499,22,522,11617,7941,19559,Glenorchy (C)
62810,510,6902,7411,5649,1427,7079,2428,586,3014,2203,282,2481,760,105,857,322,66,392,11877,9358,21235,Hobart (C)
63010,140,1737,1882,2203,369,2572,839,64,905,715,52,763,306,25,328,185,14,198,4381,2264,6644,Huon Valley (M)
70420,17,514,534,292,399,689,186,52,242,153,48,198,116,24,143,328,15,341,1094,1051,2146,Barkly (R)
70540,0,3,3,3,0,3,9,0,9,3,0,3,11,0,7,4,0,4,32,7,34,Belyuen (S)
70620,4,166,173,104,68,170,73,9,83,95,11,103,72,3,72,240,8,246,583,271,854,Central Desert (R)
70700,12,219,231,122,189,305,50,25,77,38,17,56,23,21,45,22,0,18,263,475,739,Coomalie (S)
71000,699,7027,7722,6780,2737,9522,4070,1027,5093,3634,593,4227,1714,228,1939,1230,142,1372,18119,11755,29877,Darwin (C)
71300,3,168,170,136,55,188,97,24,117,119,12,133,128,19,144,672,15,690,1168,281,1447,East Arnhem (R)
72200,82,845,921,657,677,1337,391,164,554,397,119,521,196,49,246,168,37,211,1891,1892,3783,Katherine (T)
72300,156,1255,1412,1719,1121,2837,976,207,1181,1058,223,1277,553,100,655,404,57,463,4863,2960,7826,Litchfield (M)
72330,8,374,378,172,235,401,103,99,202,123,36,161,93,44,134,286,25,308,782,811,1593,MacDonnell (R)
