lga_code16,hq_nni_mng,hq_nni_pro,hq_nni_tectw,hq_nni_copsw,hq_nni_claw,hq_nni_swks,hq_nni_maopdv,hq_nni_lab,hq_nni_idns,hq_nni_tot,hq_1_149_mng,hq_1_149_pro,hq_1_149_tectw,hq_1_149_copsw,hq_1_149_claw,hq_1_149_swks,hq_1_149_maopdv,hq_1_149_lab,hq_1_149_idns,hq_1_149_tot,hq_150_299_mng,hq_150_299_pro,hq_150_299_tectw,hq_150_299_copsw,hq_150_299_claw,hq_150_299_swks,hq_150_299_maopdv,hq_150_299_lab,hq_150_299_idns,hq_150_299_tot,hq_300_399_mng,hq_300_399_pro,hq_300_399_tectw,hq_300_399_copsw,hq_300_399_claw,hq_300_399_swks,hq_300_399_maopdv,hq_300_399_lab,hq_300_399_idns,hq_300_399_tot,hq_400_499_mng,hq_400_499_pro,hq_400_499_tectw,hq_400_499_copsw,hq_400_499_claw,hq_400_499_swks,hq_400_499_maopdv,hq_400_499_lab,hq_400_499_idns,hq_400_499_tot,hq_500_649_mng,hq_500_649_pro,hq_500_649_tectw,hq_500_649_copsw,hq_500_649_claw,hq_500_649_swks,hq_500_649_maopdv,hq_500_649_lab,hq_500_649_idns,hq_500_649_tot,hq_650_799_mng,hq_650_799_pro,hq_650_799_tectw,hq_650_799_copsw,hq_650_799_claw,hq_650_799_swks,hq_650_799_maopdv,hq_650_799_lab,hq_650_799_idns,hq_650_799_tot,hq_800_999_mng,hq_800_999_pro,hq_800_999_tectw,hq_800_999_copsw,hq_800_999_claw,hq_800_999_swks,hq_800_999_maopdv,hq_800_999_lab,hq_800_999_idns,hq_800_999_tot,hq_1000_1249_mng,hq_1000_1249_pro,hq_1000_1249_tectw,hq_1000_1249_copsw,hq_1000_1249_claw,hq_1000_1249_swks,hq_1000_1249_maopdv,hq_1000_1249_lab,hq_1000_1249_idns,hq_1000_1249_tot,hq_1250_1499_mng,hq_1250_1499_pro,hq_1250_1499_tectw,hq_1250_1499_copsw,hq_1250_1499_claw,hq_1250_1499_swks,hq_1250_1499_maopdv,hq_1250_1499_lab,hq_1250_1499_idns,hq_1250_1499_tot,hq_1500_1749_mng,hq_1500_1749_pro,hq_1500_1749_tectw,hq_1500_1749_copsw,hq_1500_1749_claw,hq_1500_1749_swks,hq_1500_1749_maopdv,hq_1500_1749_lab,hq_1500_1749_idns,hq_1500_1749_tot,hq_1750_1999_mng,hq_1750_1999_pro,hq_1750_1999_tectw,hq_1750_1999_copsw,hq_1750_1999_claw,hq_1750_1999_swks,hq_1750_1999_maopdv,hq_1750_1999_lab,hq_1750_1999_idns,hq_1750_1999_tot,hq_2000_2999_mng,hq_2000_2999_pro,hq_2000_2999_tectw,hq_2000_2999_copsw,hq_2000_2999_claw,hq_2000_2999_swks,hq_2000_2999_maopdv,hq_2000_2999_lab,hq_2000_2999_idns,hq_2000_2999_tot,hq_3000mo_mng,hq_3000mo_pro,hq_3000mo_tectw,hq_3000mo_copsw,hq_3000mo_claw,hq_3000mo_swks,hq_3000mo_maopdv,hq_3000mo_lab,hq_3000mo_idns,hq_3000mo_tot,hq_pins_mng,hq_pins_pro,hq_pins_tectw,hq_pins_copsw,hq_pins_claw,hq_pins_swks,hq_pins_maopdv,hq_pins_lab,hq_pins_idns,hq_pins_tot,hq_tot_mng,hq_tot_pro,hq_tot_tectw,hq_tot_copsw,hq_tot_claw,hq_tot_swks,hq_tot_maopdv,hq_tot_lab,hq_tot_idns,hq_tot_tot,cl_nfd_nni_mng,cl_nfd_nni_pro,cl_nfd_nni_tectw,cl_nfd_nni_copsw,cl_nfd_nni_claw,cl_nfd_nni_swks,cl_nfd_nni_maopdv,cl_nfd_nni_lab,cl_nfd_nni_idns,cl_nfd_nni_tot,cl_nfd_1_149_mng,cl_nfd_1_149_pro,cl_nfd_1_149_tectw,cl_nfd_1_149_copsw,cl_nfd_1_149_claw,cl_nfd_1_149_swks,cl_nfd_1_149_maopdv,cl_nfd_1_149_lab,cl_nfd_1_149_idns,cl_nfd_1_149_tot,cl_nfd_150_299_mng,cl_nfd_150_299_pro,cl_nfd_150_299_tectw,cl_nfd_150_299_copsw,cl_nfd_150_299_claw,cl_nfd_150_299_swks,cl_nfd_150_299_maopdv,cl_nfd_150_299_lab,cl_nfd_150_299_idns,cl_nfd_150_299_tot,cl_nfd_300_399_mng,cl_nfd_300_399_pro,cl_nfd_300_399_tectw,cl_nfd_300_399_copsw,cl_nfd_300_399_claw,cl_nfd_300_399_swks,cl_nfd_300_399_maopdv,cl_nfd_300_399_lab,cl_nfd_300_399_idns,cl_nfd_300_399_tot,lga_name16
32500,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,3,0,4,3,0,0,0,17,3,5,0,0,0,0,0,3,0,13,3,3,0,6,11,3,0,7,0,24,3,3,6,3,5,0,0,8,0,27,9,10,0,17,3,4,0,8,0,58,10,24,3,9,5,0,0,5,0,65,12,27,3,10,12,3,3,3,0,78,12,28,0,14,3,0,6,3,0,64,3,45,4,9,3,0,3,0,0,68,10,32,9,3,4,0,10,0,0,65,28,62,17,9,4,0,17,0,0,137,18,21,6,0,3,0,0,0,0,52,0,4,0,0,0,0,0,0,0,7,109,287,58,78,50,11,38,39,3,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cook (S)
32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Croydon (S)
37300,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,6,0,3,0,3,0,3,0,16,0,11,0,4,0,0,0,3,0,18,0,13,0,7,4,0,0,0,0,24,3,21,0,6,10,0,0,0,0,44,6,31,0,9,3,0,0,0,0,46,4,32,0,9,3,0,0,0,0,48,0,30,0,4,5,3,0,0,0,42,19,32,0,8,0,0,3,0,0,60,11,11,3,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,3,51,185,13,49,33,10,7,10,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Weipa (T)
37310,27,5,3,0,7,3,3,5,0,56,10,12,0,6,3,6,0,8,0,38,22,16,7,11,15,8,0,16,0,97,24,28,3,12,20,5,0,9,0,109,25,25,4,29,14,10,3,12,3,120,34,40,14,44,31,11,6,12,3,197,50,72,12,42,37,9,5,25,0,250,76,116,29,53,46,18,8,26,3,371,95,249,42,44,63,12,9,32,0,541,62,225,26,34,48,12,15,8,0,436,67,268,35,30,25,9,11,3,0,445,64,154,27,18,20,3,10,0,3,304,140,244,85,23,17,5,27,4,7,557,117,146,41,3,16,4,22,3,4,360,9,9,0,3,4,0,0,3,4,40,820,1617,336,360,370,109,111,171,25,3932,6,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,4,0,11,4,3,3,3,4,3,0,0,0,21,5,0,0,7,4,4,0,3,0,22,Western Downs (R)
37340,9,3,4,3,12,0,0,6,0,35,5,9,3,8,4,4,0,5,0,36,4,7,7,11,17,4,0,12,0,63,15,12,3,27,16,14,3,13,3,102,10,30,7,29,14,18,3,27,0,140,25,54,20,69,32,22,0,45,0,269,36,80,37,107,54,27,4,80,3,424,79,127,59,135,81,30,10,63,6,589,140,208,59,83,73,14,14,25,5,614,84,177,22,51,30,3,3,4,0,377,61,219,20,31,22,7,3,6,0,372,38,106,14,19,13,0,6,0,3,205,73,124,18,22,13,7,5,0,0,276,80,98,10,3,8,3,8,3,4,206,3,18,4,6,11,0,0,3,3,43,657,1253,282,615,386,161,67,294,35,3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,3,0,15,0,0,0,0,4,3,0,0,0,12,Whitsunday (R)
41140,8,3,0,0,0,0,0,0,0,11,7,3,0,3,3,3,0,3,0,20,10,9,4,11,7,0,0,6,0,39,5,9,0,3,4,0,0,5,0,36,8,12,0,4,8,6,0,4,0,45,19,22,3,25,18,6,0,7,0,101,14,41,5,36,14,14,5,14,0,134,23,60,6,15,14,10,0,12,0,132,34,81,11,14,24,3,0,6,0,172,19,72,3,11,21,3,0,3,0,131,34,60,3,9,8,10,0,3,0,125,23,61,0,0,7,0,0,0,0,88,40,33,3,5,5,3,0,3,0,99,17,29,0,0,0,0,0,0,0,45,3,3,0,3,3,0,0,0,0,13,253,496,45,138,129,57,13,63,3,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,Clare and Gilbert Valleys (DC)
32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,3,0,6,13,0,0,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diamantina (S)
32770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,7,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,9,0,5,0,3,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,11,5,3,0,3,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,41,0,14,4,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Doomadgee (S)
32810,0,0,0,0,3,6,0,0,0,9,3,6,3,4,5,3,0,0,0,18,0,5,4,5,4,8,0,7,0,35,18,4,3,11,3,11,0,7,0,61,13,9,3,21,7,7,0,18,0,72,20,19,6,34,9,13,7,22,0,127,18,37,18,65,22,22,7,21,0,217,56,63,25,74,32,30,8,17,0,313,57,90,17,48,26,12,8,9,0,266,24,66,9,9,13,6,3,3,0,138,30,76,13,14,11,9,0,4,0,151,23,41,3,14,5,4,0,0,0,90,32,28,3,12,8,3,0,0,0,83,21,21,0,0,0,3,0,0,0,48,11,3,3,0,3,0,0,3,4,28,321,480,118,316,142,131,23,108,13,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,4,0,0,0,5,Douglas (S)
33100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,3,0,0,5,0,0,0,0,12,3,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,0,6,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,7,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,24,7,12,13,0,0,8,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Etheridge (S)
33200,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,3,4,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,6,5,0,3,3,0,0,0,0,20,5,9,0,3,0,0,0,0,0,21,4,8,0,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,10,10,6,0,0,3,0,0,0,0,17,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,49,45,3,13,21,4,0,5,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Flinders (S) (Qld)
33220,19,13,3,5,13,3,0,7,0,56,6,9,3,21,13,8,0,11,0,75,21,40,9,41,24,18,3,19,3,179,11,54,12,58,37,21,3,25,3,228,22,74,12,96,50,30,7,25,7,330,40,132,26,157,83,44,10,37,5,538,56,195,32,196,111,51,3,27,9,685,88,334,46,190,137,31,6,28,12,869,118,647,62,164,158,23,10,20,7,1212,85,624,42,120,85,15,7,7,3,989,83,896,38,124,62,13,4,4,5,1229,103,458,27,56,29,9,6,3,3,690,204,396,22,38,33,5,3,3,6,704,59,240,6,10,6,3,0,0,3,325,8,28,7,7,7,0,3,0,6,61,908,4152,340,1286,855,287,66,209,77,8171,3,0,3,0,3,3,0,0,0,9,0,0,0,0,0,3,0,6,0,14,0,3,3,8,3,4,0,3,0,29,3,3,6,9,8,6,3,5,0,52,Fraser Coast (R)
33360,20,7,4,5,3,3,3,0,0,48,7,21,4,11,14,9,0,3,3,78,15,42,16,40,20,22,0,8,3,159,10,28,7,32,17,18,6,16,0,138,15,44,8,42,24,13,5,23,0,175,24,110,15,91,47,19,11,27,3,330,33,142,16,91,45,30,12,16,3,383,55,213,36,92,71,28,12,20,5,536,72,448,42,77,88,14,9,12,7,776,65,374,46,84,56,6,14,20,3,665,63,469,61,44,67,3,20,9,3,742,46,284,50,37,45,3,27,7,7,500,193,480,179,51,90,3,53,35,19,1095,264,346,145,6,42,7,23,19,10,861,13,17,4,7,9,3,3,3,4,57,883,3031,636,705,633,177,197,218,70,6552,0,0,4,0,0,0,0,0,0,8,0,0,0,5,0,4,0,3,0,14,0,0,0,7,0,3,0,9,0,24,0,0,0,7,3,3,0,5,0,19,Gladstone (R)
33430,112,160,32,45,87,55,11,30,31,567,69,254,49,214,130,173,13,87,17,1004,128,472,108,505,290,383,52,251,21,2215,190,578,176,697,435,494,96,343,44,3051,228,692,231,908,466,586,135,425,41,3706,477,1389,387,1522,948,864,170,551,68,6372,700,2095,608,1880,1413,890,221,533,78,8422,1176,3184,827,1727,1748,789,238,368,108,10165,1637,5087,899,1192,1752,607,166,232,123,11703,1308,5012,475,624,991,316,72,106,81,8996,1278,5740,354,503,681,303,43,66,82,9045,987,3674,218,307,342,180,21,22,46,5810,2188,4129,272,281,437,237,15,52,61,7670,1567,2606,89,52,219,170,10,17,55,4794,121,321,59,99,104,58,8,32,88,888,12170,35393,4797,10561,10045,6113,1282,3108,951,84408,10,4,6,4,9,8,3,0,6,41,6,4,5,45,9,28,3,13,3,112,7,10,10,64,36,43,9,43,4,232,11,17,21,67,49,61,12,30,4,270,Gold Coast (C)
33610,22,0,0,0,3,0,0,0,0,29,6,3,0,0,0,0,0,0,0,9,11,3,0,6,9,0,0,3,0,36,12,8,3,4,4,5,0,4,0,35,15,6,0,7,10,0,0,7,0,42,21,18,3,24,5,7,0,10,0,90,13,29,7,30,18,5,8,6,0,105,29,36,11,21,31,3,6,14,0,143,41,71,3,13,23,7,7,11,3,197,17,83,5,14,14,3,0,4,0,142,25,86,4,13,4,6,3,3,0,134,26,35,4,9,0,0,0,0,0,71,50,38,0,8,5,3,0,0,0,112,28,26,0,0,0,4,0,0,3,63,0,4,0,0,0,0,0,0,0,12,312,450,46,143,130,38,32,61,11,1232,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,3,Goondiwindi (R)
33620,24,4,3,3,5,0,0,3,3,44,12,16,5,9,0,4,0,12,0,58,25,25,9,30,12,5,0,7,0,118,22,37,14,28,28,19,6,10,7,164,23,36,6,43,23,10,0,13,0,166,42,73,14,69,49,26,8,29,0,310,45,120,14,104,54,26,11,19,3,395,74,189,22,79,78,22,9,15,8,484,58,293,29,65,76,7,6,11,8,558,38,314,22,38,46,8,9,5,3,475,46,346,19,38,20,7,0,10,4,490,41,185,8,35,13,6,0,6,0,286,113,134,14,27,11,3,0,3,0,300,35,96,0,3,4,3,0,0,0,149,14,21,0,7,5,3,0,4,4,62,610,1870,182,584,431,145,51,144,39,4057,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,10,0,3,10,0,3,0,5,0,21,4,0,0,9,0,3,3,3,0,25,Gympie (R)
33800,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,3,0,0,0,18,3,6,0,8,3,3,0,0,0,21,0,7,0,8,4,0,0,3,0,23,5,13,0,8,3,4,0,0,0,32,0,21,0,14,3,4,0,3,0,54,5,17,4,17,10,4,3,3,0,57,9,46,4,17,13,5,6,0,0,102,8,76,3,16,12,0,0,3,0,122,15,56,6,7,10,3,3,0,0,104,13,69,6,15,7,0,0,0,0,109,4,58,5,8,3,0,0,0,0,77,20,35,0,8,3,0,0,0,0,72,23,34,0,0,0,0,0,0,0,54,0,8,0,0,3,0,0,0,3,10,119,449,35,106,82,32,20,20,3,864,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,Hinchinbrook (S)
33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,3,6,7,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hope Vale (S)
33960,20,26,4,6,11,3,0,10,3,94,11,41,10,58,23,36,7,19,4,198,22,89,27,98,45,51,8,42,9,388,41,127,33,141,59,68,13,44,11,541,37,131,31,168,79,101,23,49,7,632,69,313,65,322,134,111,24,70,7,1112,112,434,85,399,227,144,45,124,12,1578,185,729,120,401,304,111,72,113,17,2053,279,1431,171,361,359,73,61,84,27,2859,237,1511,135,291,233,49,42,37,29,2558,310,1810,155,223,218,28,26,13,27,2809,299,1144,127,124,89,27,15,16,20,1861,735,1198,122,87,130,31,20,8,16,2347,366,535,23,6,43,24,3,4,7,1010,21,68,7,28,20,0,3,9,9,163,2747,9585,1114,2712,1974,859,363,629,213,20194,0,0,0,0,0,0,0,0,0,12,3,3,0,9,0,0,0,3,0,20,3,0,3,16,9,14,0,13,3,59,3,4,5,16,8,12,0,10,0,64,Ipswich (C)
33980,10,4,0,0,3,0,0,0,3,20,0,5,0,4,5,3,0,0,0,22,13,13,0,17,7,0,0,7,0,56,8,18,3,18,6,3,0,4,0,62,3,16,0,13,6,3,0,8,0,49,14,28,5,23,18,7,0,6,0,95,10,36,8,16,18,4,3,15,0,111,18,52,11,14,9,9,8,15,0,142,31,124,23,28,29,0,23,22,4,289,36,146,23,13,17,3,28,4,0,286,26,113,27,12,15,0,51,10,0,257,19,132,32,46,15,3,81,3,3,326,103,356,124,27,36,0,191,3,11,848,294,244,171,0,22,0,65,0,4,806,4,7,3,7,3,0,10,0,8,45,585,1274,437,232,215,45,470,100,35,3400,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,0,3,3,5,0,0,0,15,3,0,0,0,0,0,0,5,0,16,Isaac (R)
34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,27,0,10,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kowanyama (S)
34530,8,6,0,3,4,0,0,3,0,26,3,8,0,9,3,3,0,3,0,35,5,13,9,14,12,5,0,9,0,66,15,28,6,15,15,7,0,7,0,91,5,23,3,21,13,4,0,6,3,79,17,42,14,35,22,11,4,8,4,146,20,55,13,40,28,15,0,12,3,186,31,75,10,49,43,7,0,16,0,233,29,137,14,44,28,7,0,11,0,267,25,167,20,39,27,8,3,0,0,284,22,203,17,32,16,4,0,3,0,297,23,110,4,13,5,0,0,0,0,160,58,98,14,10,10,3,0,0,0,195,33,54,7,3,3,0,0,0,0,99,3,3,0,0,0,0,0,3,0,17,304,1019,119,332,221,76,15,85,16,2187,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,4,3,13,0,0,0,0,0,0,0,3,0,5,4,0,0,8,0,0,0,3,0,11,Livingstone (S)
34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,0,5,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lockhart River (S)
34580,17,3,0,4,3,0,0,0,0,30,4,12,3,5,4,3,0,3,0,40,12,20,6,25,12,0,3,19,0,95,22,21,14,21,17,14,3,27,0,135,18,30,11,26,17,4,3,20,0,130,15,62,13,64,25,13,7,51,0,253,39,58,23,53,26,9,4,98,0,314,43,110,23,39,38,11,5,55,0,313,65,172,25,39,36,5,0,15,0,352,32,214,21,33,30,7,6,4,3,350,37,230,19,15,20,4,0,0,0,329,31,113,6,10,7,3,0,4,0,182,82,145,8,9,7,4,0,0,0,260,25,49,0,0,3,3,0,0,0,83,0,12,0,0,5,0,0,0,3,20,437,1256,159,354,251,79,39,301,16,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,3,0,0,3,5,0,0,4,0,16,4,0,0,0,0,5,0,3,0,14,Lockyer Valley (R)
34590,34,43,11,17,23,17,3,11,16,179,24,81,10,75,35,35,10,33,4,307,46,139,42,170,95,117,29,61,11,702,70,213,54,213,137,178,44,97,12,1015,71,216,73,252,161,167,50,96,20,1108,125,403,113,501,286,216,70,152,18,1877,191,682,164,663,430,261,139,162,24,2713,365,1140,230,545,572,217,107,138,42,3354,449,2037,283,497,596,181,76,94,34,4256,402,1944,194,321,362,100,43,20,29,3418,442,2225,133,249,233,90,26,21,24,3444,315,1327,73,170,100,58,6,9,17,2077,810,1298,91,129,152,64,6,6,30,2577,424,620,16,17,50,27,0,3,10,1173,27,96,22,33,29,16,5,13,26,273,3796,12459,1510,3843,3264,1748,618,922,307,28464,3,0,0,0,0,0,3,0,0,12,0,3,4,12,4,11,0,8,0,50,7,7,8,33,27,22,3,15,0,122,0,6,5,23,16,15,0,16,0,91,Logan (C)
41010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,3,3,0,3,0,0,0,3,0,8,0,0,0,6,0,0,0,0,0,11,0,3,0,12,0,3,0,0,0,25,3,9,0,7,3,0,0,0,0,22,0,10,0,12,4,0,0,0,0,24,9,19,7,6,6,3,0,0,0,52,3,40,0,7,3,3,0,0,0,65,11,24,0,7,0,0,0,0,0,48,6,19,0,3,3,0,0,0,0,31,13,12,0,9,0,0,0,0,0,35,6,7,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,9,54,159,6,76,28,10,4,7,4,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,Ceduna (DC)
41060,14,16,3,9,11,7,3,0,3,62,9,45,11,31,8,20,4,15,0,152,17,81,22,93,45,53,11,54,4,374,24,95,31,117,58,80,29,56,3,495,33,128,31,143,70,76,44,60,8,596,55,233,67,283,124,97,48,79,11,1000,103,378,121,323,141,109,69,113,11,1379,169,600,119,331,218,114,75,99,20,1742,246,941,150,226,238,88,37,31,24,1985,197,899,103,117,128,48,8,12,15,1527,206,1063,62,66,103,28,7,10,5,1554,175,811,26,28,46,18,4,4,3,1106,398,563,34,33,58,31,4,0,10,1133,259,390,6,20,17,16,0,3,9,719,19,52,7,8,4,7,0,4,8,114,1930,6299,795,1834,1261,795,352,545,134,13941,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,9,0,3,0,19,5,3,0,8,7,5,0,5,0,31,0,3,0,8,12,3,3,4,4,41,Charles Sturt (C)
